Address1,CountyName,original_index,unique_index,count
1912 alabama highway 157,cullman,738,81,22
1912 alabama highway 157,cullman,739,81,22
1912 alabama highway 157,cullman,740,81,22
849 south three notch street,covington,741,84,24
849 south three notch street,covington,742,84,24
849 south three notch street,covington,743,84,24
849 south three notch street,covington,744,84,24
849 south three notch street,covington,745,84,24
849 south three notch street,covington,746,84,24
849 south three notch street,covington,747,84,24
849 south three notch street,covington,748,84,24
849 south three notch street,covington,749,84,24
849 south three notch street,covington,750,84,24
849 south three notch street,covington,751,84,24
849 south three notch street,coxington,752,85,1
849 south three notch street,covington,753,84,24
849 south three notch street,covington,754,84,24
849 south three notch street,covington,755,84,24
849 south three notch street,covington,756,84,24
849 south three notch street,covington,757,84,24
849 south three notch street,covington,758,84,24
849 south three notch street,covington,759,84,24
849 south three notch street,covington,760,84,24
849 south three notch street,covington,761,84,24
849 south three notch street,covington,762,84,24
849 south three notch street,covington,763,84,24
849 south three notch street,covington,764,84,24
849 south three notch street,covington,765,84,24
301 east 18th st,calhoun,766,30,24
301 east 1xth st,calhoun,767,86,1
301 east 18th st,calhoun,768,30,24
301 east 18th st,calhoun,769,30,24
301 east 18th st,calhoun,770,30,24
301 east 18th st,calhoun,771,30,24
301 east 18th st,calhoun,772,30,24
301 east 18th st,calhoun,773,30,24
101 sivley rd,madison,774,87,26
101 sivley rd,madison,775,87,26
101 sivley rd,madison,776,87,26
101 sivley rd,madison,777,87,26
101 sivley rd,madison,778,87,26
101 sivley rd,madison,779,87,26
101 sivley rd,madison,780,87,26
101 sivley rd,madison,781,87,26
101 sivley rd,madison,782,87,26
101 sivley rd,madison,783,87,26
101 sivley rd,madison,784,87,26
101 sivley rd,madisxn,785,88,1
101 sivley rd,madison,786,87,26
101 sivley rd,madison,787,87,26
101 sivley rd,madison,788,87,26
101 sivley rd,madison,789,87,26
101 sivley rd,madison,790,87,26
101 sivley rd,madison,791,87,26
101 sivley rd,madison,792,87,26
101 sivley rd,madison,793,87,26
101 sivley rd,madison,794,87,26
101 sivley rd,madison,795,87,26
101 sivley rd,madison,796,87,26
101 sivley rd,madison,797,87,26
101 sivley rd,madisox,798,89,1
101 sivley rd,madison,799,87,26
101 sivley rd,madison,800,87,26
101 sivley rd,madison,801,87,26
1007 goodyear avenue,etowah,802,90,25
1007 goodyear avenue,etowah,803,90,25
1007 goodyear avenue,etowah,804,90,25
1007 goodyear avenue,etowah,805,90,25
1007 goodyear avenue,etowah,806,90,25
1007 goodyear avenue,etowah,807,90,25
1007 goodyear avenue,etowah,808,90,25
1007 goodyear avenue,etowah,809,90,25
1007 goodyear avenue,etowah,810,90,25
1007 goodyear avenue,etowah,811,90,25
1007 goodyear avenue,etowah,812,90,25
1007 goodyear avenue,etowah,813,90,25
1007 goodyear avenue,etowah,814,90,25
1007 goodyear avenue,etowah,815,90,25
1007 goodyear avenue,etowah,816,90,25
1007 goodyear avenue,etowah,817,90,25
1007 goodyear avenue,etowah,818,90,25
1007 goodyear avenue,etowah,819,90,25
1007 goodyear avenue,etowah,820,90,25
1007 goodyear avenue,etowah,821,90,25
1007 goodyear avenue,etowah,822,90,25
1007 goodyear avenue,etowah,823,90,25
1007 goodyear avenue,etowah,824,90,25
1007 goodyear avenue,etowah,825,90,25
1007 goodyear avenue,etowah,826,90,25
1010 lay dam road,chilton,827,91,24
1010 lay dam road,chilton,828,91,24
1010 lay dam road,chilton,829,91,24
1010 lay dam road,chilton,830,91,24
1010 lay dam road,chilton,831,91,24
1010 lay dam road,chilton,832,91,24
1010 lay dam road,chilton,833,91,24
1010 lay dam road,chilton,834,91,24
1010 lay dam road,chilton,835,91,24
1010 lay dam road,chilton,836,91,24
1010 lay dam road,chilton,837,91,24
1010 lay dam road,chilton,838,91,24
1010 lay dam road,chilton,839,91,24
1010 lay dam road,chilton,840,91,24
1010 lay dam road,chilton,841,91,24
1010 lay dam road,chilton,842,91,24
1010 lay dam road,chilton,843,91,24
1010 lay dam road,chilton,844,91,24
1010 lay dam road,chilton,845,91,24
1010 lay dam road,chilton,846,91,24
1010 lay dam road,chilton,847,91,24
1010 lay dam road,chilton,848,91,24
x0x0 lay dam road,chilton,849,92,1
1010 lay dam road,chilton,850,91,24
1010 lay dam road,chilton,851,91,24
1256 military street south,marion,852,93,24
1256 military street south,marion,853,93,24
1256 military street south,marion,854,93,24
1256 military street south,marion,855,93,24
1256 military street south,marion,856,93,24
1256 military street sxuth,marion,857,94,1
1256 military street south,marion,858,93,24
1256 military street south,marion,859,93,24
1256 military street south,marion,860,93,24
1256 military street south,marion,861,93,24
1256 military street south,marion,862,93,24
1256 military street south,marion,863,93,24
1256 military street south,marion,864,93,24
1256 military street south,marion,865,93,24
1256 military street south,marion,866,93,24
1256 military street south,marion,867,93,24
1256 military street south,marion,868,93,24
1256 military street south,marion,869,93,24
1256 military street south,marion,870,93,24
1256 military street south,marion,871,93,24
1256 military street south,marion,872,93,24
1256 military street south,marion,873,93,24
1256 military street south,marion,874,93,24
1256 military street south,marion,875,93,24
1256 military street south,marion,876,93,24
1653 temple avenue north,fayette,877,95,24
1653 temple avenue north,fayette,878,95,24
1653 temple avenue north,fayette,879,95,24
1653 temple avenue north,fayette,880,95,24
1653 temple avenue north,fayette,881,95,24
1653 temple avenue north,fayette,882,95,24
1653 temple avenue north,fayette,883,95,24
1653 temple avenue north,fayette,884,95,24
1653 temple avenue north,fayette,885,95,24
1653 temple avenue north,fayette,886,95,24
1653 temple avenue north,fayette,887,95,24
1653 temple avenue north,fayette,888,95,24
1653 temple avenue north,fayette,889,95,24
1653 temple avenue north,fayette,890,95,24
1653 temple avenue north,fayette,891,95,24
1653 temple avenue north,fayette,892,95,24
1653 temple avenue north,fayette,893,95,24
1653 temple avenue north,fayette,894,95,24
1653 temple avenue north,fayexxe,895,96,1
1653 temple avenue north,fayette,896,95,24
1653 temple avenue north,fayette,897,95,24
1653 temple avenue north,fayette,898,95,24
1653 temple avenue north,fayette,899,95,24
1653 temple avenue north,fayette,900,95,24
1653 temple avenue north,fayette,901,95,24
600 south third street,etowah,902,97,26
600 south third street,etowah,903,97,26
600 south third street,etowah,904,97,26
600 south third street,etowah,905,97,26
600 south third street,etowah,906,97,26
600 south third street,etowah,907,97,26
600 south third street,etowah,908,97,26
600 south third street,etowah,909,97,26
600 south third street,etowah,910,97,26
600 south third street,etowah,911,97,26
600 south third street,etowah,912,97,26
600 south third street,etowah,913,97,26
600 south third street,etowah,914,97,26
600 souxh xhird sxreex,etowah,915,98,1
600 south third street,etowah,916,97,26
600 south third street,etowxh,917,99,1
600 south third street,etowah,918,97,26
600 south third street,etowah,919,97,26
600 south third street,etowah,920,97,26
600 south third street,etowah,921,97,26
600 south third street,etowah,922,97,26
600 south third street,etowah,923,97,26
600 south third street,etowah,924,97,26
600 south third street,etowah,925,97,26
600 south third street,etowah,926,97,26
600 south third street,etowah,927,97,26
600 south third street,etowah,928,97,26
600 south third street,etowah,929,97,26
515 miranda st,butler,930,100,21
515 miranda st,butler,931,100,21
515 miranda st,butler,932,100,21
515 miranda st,butler,933,100,21
515 miranda sx,butler,934,101,1
515 miranxa st,butler,935,102,1
515 miranda st,butler,936,100,21
515 miranda st,butler,937,100,21
515 miranda st,butler,938,100,21
515 miranda st,butler,939,100,21
515 miranda st,butler,940,100,21
515 miranda st,butler,941,100,21
515 miranda st,butler,942,100,21
515 miranda st,butxer,943,103,1
515 miranda st,butler,944,100,21
515 mirxndx st,butler,945,104,1
515 miranda st,butler,946,100,21
515 miranda st,butler,947,100,21
515 miranda st,butler,948,100,21
515 miranda st,butler,949,100,21
515 miranda st,butler,950,100,21
515 miranda st,butler,951,100,21
515 miranda st,butler,952,100,21
515 miranda st,butler,953,100,21
515 miranda st,butler,954,100,21
400 n edwards street,coffee,955,105,23
400xnxedwardsxstreet,coffee,956,106,1
400 n edwards street,coffee,957,105,23
400 n edwards street,coffee,958,105,23
400 n edwards street,coffee,959,105,23
400 n edwards street,coffee,960,105,23
400 n edwards street,coffee,961,105,23
400 n edwards street,coffee,962,105,23
400 n edwards street,coffee,963,105,23
400 n edwards street,coffee,964,105,23
400 n edwards street,coffee,965,105,23
400 n edwards street,cxffee,966,107,1
400 n edwards street,coffee,967,105,23
400 n edwards street,coffee,968,105,23
400 n edwards street,coffee,969,105,23
400 n edwards street,coffee,970,105,23
400 n edwards street,coffee,971,105,23
400 n edwards street,coffee,972,105,23
400 n edwards street,coffee,973,105,23
400 n edwards street,coffee,974,105,23
400 n edwards street,coffee,975,105,23
400 n edwards street,coffee,976,105,23
400 n edwards street,coffee,977,105,23
400 n edwards street,coffee,978,105,23
400 n edwards street,coffee,979,105,23
150 gilbreath drive,blount,980,108,19
150 gilbreath drive,blount,981,108,19
150 gilbreath drive,blount,982,108,19
150 gilbreath drive,blount,983,108,19
150 gilbreath drive,blount,984,108,19
150 gilbreath drive,blount,985,108,19
150 gilxreath drive,blount,986,109,1
150 gilbreath drive,blount,987,108,19
150 gilbreath drive,blount,988,108,19
150 gilbreath drive,blount,989,108,19
150 gilbreath drive,blount,990,108,19
150 gilbreath drive,blount,991,108,19
150 gilbreath drive,blount,992,108,19
150 gilbreath drive,blount,993,108,19
150 gilbreath drive,blount,994,108,19
150 gilbreath drive,blount,995,108,19
150 gilbreath drive,blount,996,108,19
150 gilbreath drive,blount,997,108,19
150 gilbreath drive,blount,998,108,19
150 gilbreath drive,blount,999,108,19
