flight,original_index,unique_index
AA-484-DFW-MIA,794,7
AA-466-IAH-MIA,795,9
AA-2525-DFW-MIA,796,17
UA-382-IAD-LAX,797,70
AA-1279-DFW-PHX,798,14
AA-2312-DFW-DTW,799,33
AA-446-DFW-PHL,800,8
AA-400-DFW-JFK,801,29
AA-484-DFW-MIA,802,7
CO-1586-IAH-MCO,803,50
AA-1917-JFK-MCO,804,39
AA-1640-MIA-MCO,805,2
AA-404-MIA-MCO,806,18
AA-204-LAX-MCO,807,5
AA-1221-MCO-ORD,808,28
AA-1434-DFW-MCO,809,22
CO-1193-EWR-MCO,810,78
AA-3859-IAH-ORD,811,0
CO-1586-IAH-MCO,812,50
AA-518-MIA-JFK,813,3
UA-397-JFK-SFO,814,51
UA-3925-IAD-ORF,815,52
AA-1733-ORD-PHX,816,1
AA-3-JFK-LAX,817,24
UA-2830-MCO-CLT,818,53
CO-58-DEN-IAH,819,54
UA-5487-SFO-MRY,820,55
AA-204-LAX-MCO,821,5
UA-414-LAX-SFO,822,56
CO-1614-LAX-IAH,823,57
UA-2726-FLL-PHL,824,58
CO-52-IAH-LAX,825,59
CO-1090-BOS-IAH,826,60
AA-616-DFW-DTW,827,15
UA-3515-IAD-MSP,828,61
AA-3468-CVG-MIA,829,6
AA-484-DFW-MIA,830,7
AA-1886-BOS-MIA,831,10
CO-62-IAH-EWR,832,62
CO-1561-PHX-IAH,833,63
UA-2314-ATL-PHL,834,64
AA-446-DFW-PHL,835,8
CO-1023-IAH-DEN,836,65
AA-466-IAH-MIA,837,9
UA-3050-PHX-CLT,838,66
CO-89-IAH-EWR,839,67
CO-1088-CLE-IAH,840,68
AA-1664-MIA-ATL,841,12
AA-1279-DFW-PHX,842,14
UA-854-SFO-IAH,843,69
UA-382-IAD-LAX,844,70
AA-4344-ORD-DTW,845,16
UA-257-JFK-SFO,846,71
UA-2945-PHL-CLT,847,72
CO-63-EWR-IAH,848,73
CO-47-IAH-LAX,849,74
AA-2050-ORD-MIA,850,20
UA-248-PHX-ORD,851,75
AA-4330-CVG-ORD,852,21
AA-1434-DFW-MCO,853,22
AA-1640-MIA-MCO,854,2
AA-4307-ORD-DTW,855,23
CO-1694-LAX-IAH,856,76
UA-843-LAX-ORD,857,77
CO-1193-EWR-MCO,858,78
AA-3842-MSP-ORD,859,25
AA-643-MIA-ORD,860,26
AA-1007-MIA-PHX,861,27
UA-2906-PHL-MCO,862,79
UA-938-DEN-ORD,863,80
AA-1221-MCO-ORD,864,28
CO-16-LAX-EWR,865,81
UA-2515-DFW-CLT,866,82
AA-400-DFW-JFK,867,29
UA-664-ORD-PHL,868,83
AA-3756-ORD-SLC,869,4
UA-37-EWR-MCO,870,84
AA-1522-SFO-ORD,871,31
UA-233-LAX-JFK,872,85
AA-3823-LAX-DEN,873,32
AA-2312-DFW-DTW,874,33
AA-1165-JFK-MIA,875,34
AA-431-MIA-SFO,876,35
UA-3373-IAD-PHL,877,86
AA-649-ORD-SNA,878,36
CO-1250-MIA-IAH,879,87
UA-6273-YYC-SFO,880,88
UA-828-SFO-ORD,881,89
CO-4888-IAH-DAL,882,90
UA-858-PVG-SFO,883,91
UA-2704-DTW-PHX,884,92
AA-3063-SLC-LAX,885,37
UA-2708-EWR-CLT,886,93
UA-62-IAH-EWR,887,94
UA-1500-IAH-GUA,888,95
AA-3804-PHL-ORD,889,38
AA-1917-JFK-MCO,890,39
AA-2268-PHX-ORD,891,40
AA-4277-CVG-JFK,892,41
AA-2957-DFW-CVG,893,11
UA-37-EDI-EWR,894,96
AA-789-ORD-DEN,895,42
AA-415-BOS-ORD,896,43
AA-85-JFK-SFO,897,44
AA-3979-CVG-ORD,898,13
AA-1544-SAN-ORD,899,45
AA-3786-IAH-ORD,900,46
AA-271-MIA-LAX,901,19
AA-2525-DFW-MIA,902,17
CO-50-CLE-EWR,903,97
UA-3099-PHX-PHL,904,98
AA-4198-ORD-CLE,905,30
AA-404-MIA-MCO,906,18
CO-45-EWR-MIA,907,99
AA-3809-PHX-LAX,908,48
AA-59-JFK-SFO,909,49
AA-222-LAX-BOS,910,47
AA-3859-IAH-ORD,911,0
AA-1640-MIA-MCO,912,2
UA-3925-IAD-ORF,913,52
AA-4344-ORD-DTW,914,16
UA-414-LAX-SFO,915,56
CO-1614-LAX-IAH,916,57
CO-52-IAH-LAX,917,59
CO-1090-BOS-IAH,918,60
AA-3468-CVG-MIA,919,6
CO-62-IAH-EWR,920,62
AA-466-IAH-MIA,921,9
AA-1664-MIA-ATL,922,12
AA-1279-DFW-PHX,923,14
AA-404-MIA-MCO,924,18
UA-382-IAD-LAX,925,70
CO-50-CLE-EWR,926,97
AA-616-DFW-DTW,927,15
AA-271-MIA-LAX,928,19
AA-2050-ORD-MIA,929,20
AA-4307-ORD-DTW,930,23
AA-3-JFK-LAX,931,24
CO-1694-LAX-IAH,932,76
CO-1193-EWR-MCO,933,78
UA-2906-PHL-MCO,934,79
UA-938-DEN-ORD,935,80
AA-1221-MCO-ORD,936,28
CO-16-LAX-EWR,937,81
UA-2515-DFW-CLT,938,82
AA-400-DFW-JFK,939,29
UA-664-ORD-PHL,940,83
UA-37-EWR-MCO,941,84
UA-233-LAX-JFK,942,85
AA-2312-DFW-DTW,943,33
AA-431-MIA-SFO,944,35
UA-257-JFK-SFO,945,71
UA-3373-IAD-PHL,946,86
UA-828-SFO-ORD,947,89
CO-4888-IAH-DAL,948,90
UA-858-PVG-SFO,949,91
UA-2704-DTW-PHX,950,92
AA-3063-SLC-LAX,951,37
UA-1500-IAH-GUA,952,95
CO-1561-PHX-IAH,953,63
AA-2268-PHX-ORD,954,40
UA-2314-ATL-PHL,955,64
UA-6273-YYC-SFO,956,88
AA-4277-CVG-JFK,957,41
AA-2957-DFW-CVG,958,11
UA-37-EDI-EWR,959,96
UA-854-SFO-IAH,960,69
AA-85-JFK-SFO,961,44
AA-1544-SAN-ORD,962,45
AA-3786-IAH-ORD,963,46
CO-1088-CLE-IAH,964,68
AA-4198-ORD-CLE,965,30
AA-3809-PHX-LAX,966,48
AA-59-JFK-SFO,967,49
AA-222-LAX-BOS,968,47
AA-3859-IAH-ORD,969,0
AA-3842-MSP-ORD,970,25
AA-643-MIA-ORD,971,26
AA-1640-MIA-MCO,972,2
AA-2525-DFW-MIA,973,17
UA-3050-PHX-CLT,974,66
UA-3925-IAD-ORF,975,52
UA-664-ORD-PHL,976,83
AA-789-ORD-DEN,977,42
AA-2312-DFW-DTW,978,33
CO-1694-LAX-IAH,979,76
CO-63-EWR-IAH,980,73
AA-3786-IAH-ORD,981,46
CO-47-IAH-LAX,982,74
AA-1434-DFW-MCO,983,22
AA-4330-CVG-ORD,984,21
AA-3809-PHX-LAX,985,48
AA-59-JFK-SFO,986,49
AA-4307-ORD-DTW,987,23
AA-85-JFK-SFO,988,44
AA-3859-IAH-ORD,989,0
AA-518-MIA-JFK,990,3
UA-397-JFK-SFO,991,51
UA-3925-IAD-ORF,992,52
AA-1733-ORD-PHX,993,1
AA-1640-MIA-MCO,994,2
AA-3-JFK-LAX,995,24
UA-2830-MCO-CLT,996,53
AA-1544-SAN-ORD,997,45
AA-204-LAX-MCO,998,5
UA-414-LAX-SFO,999,56
AA-3756-ORD-SLC,1000,4
UA-2726-FLL-PHL,1001,58
AA-3468-CVG-MIA,1002,6
UA-3515-IAD-MSP,1003,61
AA-484-DFW-MIA,1004,7
CO-62-IAH-EWR,1005,62
AA-446-DFW-PHL,1006,8
AA-466-IAH-MIA,1007,9
UA-3050-PHX-CLT,1008,66
CO-89-IAH-EWR,1009,67
CO-1088-CLE-IAH,1010,68
AA-1886-BOS-MIA,1011,10
AA-2957-DFW-CVG,1012,11
AA-1664-MIA-ATL,1013,12
AA-3979-CVG-ORD,1014,13
AA-1279-DFW-PHX,1015,14
AA-616-DFW-DTW,1016,15
AA-4344-ORD-DTW,1017,16
UA-2945-PHL-CLT,1018,72
AA-2525-DFW-MIA,1019,17
AA-271-MIA-LAX,1020,19
AA-2050-ORD-MIA,1021,20
AA-1434-DFW-MCO,1022,22
CO-1561-PHX-IAH,1023,63
AA-4307-ORD-DTW,1024,23
CO-1694-LAX-IAH,1025,76
UA-843-LAX-ORD,1026,77
CO-1193-EWR-MCO,1027,78
AA-3842-MSP-ORD,1028,25
AA-643-MIA-ORD,1029,26
UA-2906-PHL-MCO,1030,79
AA-1221-MCO-ORD,1031,28
UA-2515-DFW-CLT,1032,82
AA-400-DFW-JFK,1033,29
UA-664-ORD-PHL,1034,83
AA-1522-SFO-ORD,1035,31
UA-233-LAX-JFK,1036,85
AA-3823-LAX-DEN,1037,32
AA-2312-DFW-DTW,1038,33
AA-1165-JFK-MIA,1039,34
AA-431-MIA-SFO,1040,35
UA-257-JFK-SFO,1041,71
UA-3373-IAD-PHL,1042,86
AA-649-ORD-SNA,1043,36
CO-1250-MIA-IAH,1044,87
UA-6273-YYC-SFO,1045,88
UA-858-PVG-SFO,1046,91
UA-2704-DTW-PHX,1047,92
AA-3063-SLC-LAX,1048,37
UA-2708-EWR-CLT,1049,93
UA-62-IAH-EWR,1050,94
AA-3804-PHL-ORD,1051,38
AA-1917-JFK-MCO,1052,39
AA-2268-PHX-ORD,1053,40
UA-2314-ATL-PHL,1054,64
AA-4277-CVG-JFK,1055,41
UA-37-EDI-EWR,1056,96
AA-789-ORD-DEN,1057,42
UA-854-SFO-IAH,1058,69
AA-415-BOS-ORD,1059,43
AA-85-JFK-SFO,1060,44
AA-3786-IAH-ORD,1061,46
CO-50-CLE-EWR,1062,97
UA-3099-PHX-PHL,1063,98
AA-4198-ORD-CLE,1064,30
AA-222-LAX-BOS,1065,47
AA-404-MIA-MCO,1066,18
CO-45-EWR-MIA,1067,99
AA-3809-PHX-LAX,1068,48
AA-59-JFK-SFO,1069,49
AA-3859-IAH-ORD,1070,0
CO-1586-IAH-MCO,1071,50
AA-518-MIA-JFK,1072,3
UA-397-JFK-SFO,1073,51
UA-3925-IAD-ORF,1074,52
AA-1733-ORD-PHX,1075,1
AA-3-JFK-LAX,1076,24
UA-2830-MCO-CLT,1077,53
CO-58-DEN-IAH,1078,54
UA-5487-SFO-MRY,1079,55
AA-204-LAX-MCO,1080,5
UA-414-LAX-SFO,1081,56
CO-1614-LAX-IAH,1082,57
UA-2726-FLL-PHL,1083,58
CO-52-IAH-LAX,1084,59
CO-1090-BOS-IAH,1085,60
AA-616-DFW-DTW,1086,15
UA-3515-IAD-MSP,1087,61
AA-3468-CVG-MIA,1088,6
AA-484-DFW-MIA,1089,7
AA-1886-BOS-MIA,1090,10
CO-62-IAH-EWR,1091,62
CO-1561-PHX-IAH,1092,63
UA-2314-ATL-PHL,1093,64
AA-446-DFW-PHL,1094,8
CO-1023-IAH-DEN,1095,65
AA-466-IAH-MIA,1096,9
UA-3050-PHX-CLT,1097,66
CO-89-IAH-EWR,1098,67
CO-1088-CLE-IAH,1099,68
AA-1664-MIA-ATL,1100,12
AA-1279-DFW-PHX,1101,14
UA-854-SFO-IAH,1102,69
UA-382-IAD-LAX,1103,70
AA-4344-ORD-DTW,1104,16
UA-257-JFK-SFO,1105,71
UA-2945-PHL-CLT,1106,72
CO-63-EWR-IAH,1107,73
CO-47-IAH-LAX,1108,74
AA-2050-ORD-MIA,1109,20
UA-248-PHX-ORD,1110,75
AA-4330-CVG-ORD,1111,21
AA-1434-DFW-MCO,1112,22
AA-1640-MIA-MCO,1113,2
AA-4307-ORD-DTW,1114,23
CO-1694-LAX-IAH,1115,76
UA-843-LAX-ORD,1116,77
CO-1193-EWR-MCO,1117,78
AA-3842-MSP-ORD,1118,25
AA-643-MIA-ORD,1119,26
AA-1007-MIA-PHX,1120,27
UA-2906-PHL-MCO,1121,79
UA-938-DEN-ORD,1122,80
AA-1221-MCO-ORD,1123,28
CO-16-LAX-EWR,1124,81
UA-2515-DFW-CLT,1125,82
AA-400-DFW-JFK,1126,29
UA-664-ORD-PHL,1127,83
AA-3756-ORD-SLC,1128,4
UA-37-EWR-MCO,1129,84
AA-1522-SFO-ORD,1130,31
UA-233-LAX-JFK,1131,85
AA-3823-LAX-DEN,1132,32
AA-2312-DFW-DTW,1133,33
AA-1165-JFK-MIA,1134,34
AA-431-MIA-SFO,1135,35
UA-3373-IAD-PHL,1136,86
AA-649-ORD-SNA,1137,36
CO-1250-MIA-IAH,1138,87
UA-6273-YYC-SFO,1139,88
UA-828-SFO-ORD,1140,89
CO-4888-IAH-DAL,1141,90
UA-858-PVG-SFO,1142,91
UA-2704-DTW-PHX,1143,92
AA-3063-SLC-LAX,1144,37
UA-2708-EWR-CLT,1145,93
UA-62-IAH-EWR,1146,94
UA-1500-IAH-GUA,1147,95
AA-3804-PHL-ORD,1148,38
AA-1917-JFK-MCO,1149,39
AA-2268-PHX-ORD,1150,40
AA-4277-CVG-JFK,1151,41
AA-2957-DFW-CVG,1152,11
UA-37-EDI-EWR,1153,96
AA-789-ORD-DEN,1154,42
AA-415-BOS-ORD,1155,43
AA-85-JFK-SFO,1156,44
AA-3979-CVG-ORD,1157,13
AA-1544-SAN-ORD,1158,45
AA-3786-IAH-ORD,1159,46
AA-271-MIA-LAX,1160,19
AA-2525-DFW-MIA,1161,17
CO-50-CLE-EWR,1162,97
UA-3099-PHX-PHL,1163,98
AA-4198-ORD-CLE,1164,30
AA-404-MIA-MCO,1165,18
CO-45-EWR-MIA,1166,99
AA-3809-PHX-LAX,1167,48
AA-59-JFK-SFO,1168,49
AA-222-LAX-BOS,1169,47
AA-3859-IAH-ORD,1170,0
AA-518-MIA-JFK,1171,3
CO-1586-IAH-MCO,1172,50
UA-3925-IAD-ORF,1173,52
AA-1733-ORD-PHX,1174,1
UA-414-LAX-SFO,1175,56
UA-3515-IAD-MSP,1176,61
AA-3468-CVG-MIA,1177,6
AA-484-DFW-MIA,1178,7
CO-63-EWR-IAH,1179,73
AA-466-IAH-MIA,1180,9
UA-3050-PHX-CLT,1181,66
AA-1886-BOS-MIA,1182,10
AA-1664-MIA-ATL,1183,12
AA-404-MIA-MCO,1184,18
AA-3756-ORD-SLC,1185,4
UA-382-IAD-LAX,1186,70
UA-2945-PHL-CLT,1187,72
AA-2050-ORD-MIA,1188,20
UA-248-PHX-ORD,1189,75
AA-4330-CVG-ORD,1190,21
AA-4307-ORD-DTW,1191,23
CO-1694-LAX-IAH,1192,76
UA-843-LAX-ORD,1193,77
CO-1193-EWR-MCO,1194,78
AA-1221-MCO-ORD,1195,28
CO-16-LAX-EWR,1196,81
AA-400-DFW-JFK,1197,29
UA-664-ORD-PHL,1198,83
AA-1522-SFO-ORD,1199,31
UA-257-JFK-SFO,1200,71
UA-3373-IAD-PHL,1201,86
CO-1250-MIA-IAH,1202,87
UA-6273-YYC-SFO,1203,88
UA-828-SFO-ORD,1204,89
CO-4888-IAH-DAL,1205,90
UA-2704-DTW-PHX,1206,92
UA-2708-EWR-CLT,1207,93
UA-1500-IAH-GUA,1208,95
AA-3804-PHL-ORD,1209,38
AA-2268-PHX-ORD,1210,40
UA-233-LAX-JFK,1211,85
AA-4277-CVG-JFK,1212,41
AA-2957-DFW-CVG,1213,11
UA-37-EDI-EWR,1214,96
AA-789-ORD-DEN,1215,42
UA-854-SFO-IAH,1216,69
AA-85-JFK-SFO,1217,44
AA-1640-MIA-MCO,1218,2
AA-1544-SAN-ORD,1219,45
AA-3786-IAH-ORD,1220,46
AA-3809-PHX-LAX,1221,48
AA-59-JFK-SFO,1222,49
AA-3859-IAH-ORD,1223,0
CO-1586-IAH-MCO,1224,50
AA-518-MIA-JFK,1225,3
UA-397-JFK-SFO,1226,51
UA-3925-IAD-ORF,1227,52
AA-1733-ORD-PHX,1228,1
UA-2830-MCO-CLT,1229,53
CO-58-DEN-IAH,1230,54
AA-1544-SAN-ORD,1231,45
UA-5487-SFO-MRY,1232,55
AA-204-LAX-MCO,1233,5
UA-414-LAX-SFO,1234,56
CO-1614-LAX-IAH,1235,57
UA-2726-FLL-PHL,1236,58
CO-52-IAH-LAX,1237,59
CO-1090-BOS-IAH,1238,60
AA-616-DFW-DTW,1239,15
UA-3515-IAD-MSP,1240,61
AA-3468-CVG-MIA,1241,6
AA-484-DFW-MIA,1242,7
AA-1886-BOS-MIA,1243,10
CO-62-IAH-EWR,1244,62
CO-1561-PHX-IAH,1245,63
UA-2314-ATL-PHL,1246,64
AA-446-DFW-PHL,1247,8
CO-1023-IAH-DEN,1248,65
AA-466-IAH-MIA,1249,9
UA-3050-PHX-CLT,1250,66
CO-89-IAH-EWR,1251,67
CO-1088-CLE-IAH,1252,68
AA-1664-MIA-ATL,1253,12
AA-1279-DFW-PHX,1254,14
UA-854-SFO-IAH,1255,69
UA-382-IAD-LAX,1256,70
AA-4344-ORD-DTW,1257,16
UA-257-JFK-SFO,1258,71
UA-2945-PHL-CLT,1259,72
CO-63-EWR-IAH,1260,73
CO-47-IAH-LAX,1261,74
AA-2050-ORD-MIA,1262,20
UA-248-PHX-ORD,1263,75
AA-4330-CVG-ORD,1264,21
AA-1434-DFW-MCO,1265,22
AA-1640-MIA-MCO,1266,2
AA-4307-ORD-DTW,1267,23
AA-3-JFK-LAX,1268,24
CO-1694-LAX-IAH,1269,76
UA-843-LAX-ORD,1270,77
CO-1193-EWR-MCO,1271,78
AA-3842-MSP-ORD,1272,25
AA-643-MIA-ORD,1273,26
AA-1007-MIA-PHX,1274,27
AA-2525-DFW-MIA,1275,17
UA-2906-PHL-MCO,1276,79
UA-938-DEN-ORD,1277,80
AA-1221-MCO-ORD,1278,28
CO-16-LAX-EWR,1279,81
UA-2515-DFW-CLT,1280,82
AA-400-DFW-JFK,1281,29
UA-664-ORD-PHL,1282,83
AA-3756-ORD-SLC,1283,4
UA-37-EWR-MCO,1284,84
AA-1522-SFO-ORD,1285,31
UA-233-LAX-JFK,1286,85
AA-3823-LAX-DEN,1287,32
AA-2312-DFW-DTW,1288,33
AA-1165-JFK-MIA,1289,34
AA-431-MIA-SFO,1290,35
UA-3373-IAD-PHL,1291,86
AA-649-ORD-SNA,1292,36
CO-1250-MIA-IAH,1293,87
UA-6273-YYC-SFO,1294,88
UA-828-SFO-ORD,1295,89
CO-4888-IAH-DAL,1296,90
UA-858-PVG-SFO,1297,91
UA-2704-DTW-PHX,1298,92
AA-3063-SLC-LAX,1299,37
UA-2708-EWR-CLT,1300,93
UA-62-IAH-EWR,1301,94
UA-1500-IAH-GUA,1302,95
AA-3804-PHL-ORD,1303,38
AA-1917-JFK-MCO,1304,39
AA-2268-PHX-ORD,1305,40
AA-4277-CVG-JFK,1306,41
AA-2957-DFW-CVG,1307,11
UA-37-EDI-EWR,1308,96
AA-789-ORD-DEN,1309,42
AA-415-BOS-ORD,1310,43
AA-85-JFK-SFO,1311,44
AA-3979-CVG-ORD,1312,13
AA-3786-IAH-ORD,1313,46
AA-271-MIA-LAX,1314,19
CO-50-CLE-EWR,1315,97
UA-3099-PHX-PHL,1316,98
AA-4198-ORD-CLE,1317,30
AA-404-MIA-MCO,1318,18
CO-45-EWR-MIA,1319,99
AA-3809-PHX-LAX,1320,48
AA-59-JFK-SFO,1321,49
AA-222-LAX-BOS,1322,47
AA-3859-IAH-ORD,1323,0
CO-1586-IAH-MCO,1324,50
AA-518-MIA-JFK,1325,3
UA-397-JFK-SFO,1326,51
UA-3925-IAD-ORF,1327,52
AA-1733-ORD-PHX,1328,1
AA-3-JFK-LAX,1329,24
UA-2830-MCO-CLT,1330,53
CO-58-DEN-IAH,1331,54
UA-5487-SFO-MRY,1332,55
AA-204-LAX-MCO,1333,5
UA-414-LAX-SFO,1334,56
CO-1614-LAX-IAH,1335,57
UA-2726-FLL-PHL,1336,58
CO-52-IAH-LAX,1337,59
CO-1090-BOS-IAH,1338,60
AA-616-DFW-DTW,1339,15
UA-3515-IAD-MSP,1340,61
AA-3468-CVG-MIA,1341,6
AA-484-DFW-MIA,1342,7
AA-1886-BOS-MIA,1343,10
CO-62-IAH-EWR,1344,62
CO-1561-PHX-IAH,1345,63
UA-2314-ATL-PHL,1346,64
AA-446-DFW-PHL,1347,8
CO-1023-IAH-DEN,1348,65
AA-466-IAH-MIA,1349,9
UA-3050-PHX-CLT,1350,66
CO-89-IAH-EWR,1351,67
CO-1088-CLE-IAH,1352,68
AA-1664-MIA-ATL,1353,12
AA-1279-DFW-PHX,1354,14
UA-854-SFO-IAH,1355,69
UA-382-IAD-LAX,1356,70
AA-4344-ORD-DTW,1357,16
UA-257-JFK-SFO,1358,71
UA-2945-PHL-CLT,1359,72
CO-63-EWR-IAH,1360,73
CO-47-IAH-LAX,1361,74
AA-2050-ORD-MIA,1362,20
UA-248-PHX-ORD,1363,75
AA-4330-CVG-ORD,1364,21
AA-1434-DFW-MCO,1365,22
AA-1640-MIA-MCO,1366,2
AA-4307-ORD-DTW,1367,23
CO-1694-LAX-IAH,1368,76
UA-843-LAX-ORD,1369,77
CO-1193-EWR-MCO,1370,78
AA-3842-MSP-ORD,1371,25
AA-643-MIA-ORD,1372,26
AA-1007-MIA-PHX,1373,27
UA-2906-PHL-MCO,1374,79
UA-938-DEN-ORD,1375,80
AA-1221-MCO-ORD,1376,28
CO-16-LAX-EWR,1377,81
UA-2515-DFW-CLT,1378,82
AA-400-DFW-JFK,1379,29
UA-664-ORD-PHL,1380,83
AA-3756-ORD-SLC,1381,4
UA-37-EWR-MCO,1382,84
AA-1522-SFO-ORD,1383,31
UA-233-LAX-JFK,1384,85
AA-3823-LAX-DEN,1385,32
AA-2312-DFW-DTW,1386,33
AA-1165-JFK-MIA,1387,34
AA-431-MIA-SFO,1388,35
AA-649-ORD-SNA,1389,36
CO-1250-MIA-IAH,1390,87
UA-6273-YYC-SFO,1391,88
UA-828-SFO-ORD,1392,89
CO-4888-IAH-DAL,1393,90
UA-858-PVG-SFO,1394,91
UA-2704-DTW-PHX,1395,92
AA-3063-SLC-LAX,1396,37
UA-2708-EWR-CLT,1397,93
UA-62-IAH-EWR,1398,94
UA-1500-IAH-GUA,1399,95
AA-3804-PHL-ORD,1400,38
AA-1917-JFK-MCO,1401,39
AA-2268-PHX-ORD,1402,40
AA-4277-CVG-JFK,1403,41
AA-2957-DFW-CVG,1404,11
UA-37-EDI-EWR,1405,96
AA-789-ORD-DEN,1406,42
AA-415-BOS-ORD,1407,43
AA-85-JFK-SFO,1408,44
AA-3979-CVG-ORD,1409,13
AA-1544-SAN-ORD,1410,45
AA-3786-IAH-ORD,1411,46
AA-271-MIA-LAX,1412,19
AA-2525-DFW-MIA,1413,17
CO-50-CLE-EWR,1414,97
UA-3099-PHX-PHL,1415,98
AA-4198-ORD-CLE,1416,30
AA-404-MIA-MCO,1417,18
CO-45-EWR-MIA,1418,99
AA-3809-PHX-LAX,1419,48
AA-59-JFK-SFO,1420,49
AA-222-LAX-BOS,1421,47
AA-446-DFW-PHL,1422,8
UA-3373-IAD-PHL,1423,86
AA-3804-PHL-ORD,1424,38
UA-664-ORD-PHL,1425,83
CO-1586-IAH-MCO,1426,50
CO-52-IAH-LAX,1427,59
CO-1023-IAH-DEN,1428,65
CO-89-IAH-EWR,1429,67
CO-1694-LAX-IAH,1430,76
CO-1614-LAX-IAH,1431,57
CO-1088-CLE-IAH,1432,68
CO-58-DEN-IAH,1433,54
CO-50-CLE-EWR,1434,97
CO-62-IAH-EWR,1435,62
CO-1193-EWR-MCO,1436,78
CO-16-LAX-EWR,1437,81
CO-1090-BOS-IAH,1438,60
CO-1250-MIA-IAH,1439,87
CO-47-IAH-LAX,1440,74
CO-4888-IAH-DAL,1441,90
CO-45-EWR-MIA,1442,99
CO-63-EWR-IAH,1443,73
CO-1561-PHX-IAH,1444,63
AA-3842-MSP-ORD,1445,25
AA-3804-PHL-ORD,1446,38
CO-1090-BOS-IAH,1447,60
AA-1917-JFK-MCO,1448,39
UA-2906-PHL-MCO,1449,79
CO-89-IAH-EWR,1450,67
UA-938-DEN-ORD,1451,80
UA-3925-IAD-ORF,1452,52
AA-789-ORD-DEN,1453,42
AA-1434-DFW-MCO,1454,22
UA-664-ORD-PHL,1455,83
AA-3756-ORD-SLC,1456,4
CO-1614-LAX-IAH,1457,57
CO-58-DEN-IAH,1458,54
UA-233-LAX-JFK,1459,85
AA-3979-CVG-ORD,1460,13
AA-3823-LAX-DEN,1461,32
AA-3786-IAH-ORD,1462,46
AA-431-MIA-SFO,1463,35
AA-1733-ORD-PHX,1464,1
UA-3373-IAD-PHL,1465,86
UA-3099-PHX-PHL,1466,98
UA-2314-ATL-PHL,1467,64
CO-16-LAX-EWR,1468,81
CO-1250-MIA-IAH,1469,87
AA-3468-CVG-MIA,1470,6
AA-2050-ORD-MIA,1471,20
AA-415-BOS-ORD,1472,43
AA-3063-SLC-LAX,1473,37
AA-3809-PHX-LAX,1474,48
AA-59-JFK-SFO,1475,49
UA-62-IAH-EWR,1476,94
AA-616-DFW-DTW,1477,15
AA-3-JFK-LAX,1478,24
CO-1694-LAX-IAH,1479,76
AA-446-DFW-PHL,1480,8
UA-397-JFK-SFO,1481,51
AA-85-JFK-SFO,1482,44
AA-431-MIA-SFO,1483,35
AA-59-JFK-SFO,1484,49
UA-257-JFK-SFO,1485,71
UA-414-LAX-SFO,1486,56
AA-3859-IAH-ORD,1487,0
CO-1586-IAH-MCO,1488,50
AA-518-MIA-JFK,1489,3
UA-397-JFK-SFO,1490,51
UA-3925-IAD-ORF,1491,52
AA-1733-ORD-PHX,1492,1
UA-2830-MCO-CLT,1493,53
CO-58-DEN-IAH,1494,54
AA-1544-SAN-ORD,1495,45
UA-5487-SFO-MRY,1496,55
AA-204-LAX-MCO,1497,5
UA-414-LAX-SFO,1498,56
CO-1614-LAX-IAH,1499,57
UA-2726-FLL-PHL,1500,58
CO-52-IAH-LAX,1501,59
CO-1090-BOS-IAH,1502,60
AA-616-DFW-DTW,1503,15
UA-3515-IAD-MSP,1504,61
AA-3468-CVG-MIA,1505,6
AA-484-DFW-MIA,1506,7
AA-1886-BOS-MIA,1507,10
CO-62-IAH-EWR,1508,62
CO-1561-PHX-IAH,1509,63
UA-2314-ATL-PHL,1510,64
AA-446-DFW-PHL,1511,8
CO-1023-IAH-DEN,1512,65
AA-466-IAH-MIA,1513,9
UA-3050-PHX-CLT,1514,66
CO-89-IAH-EWR,1515,67
CO-1088-CLE-IAH,1516,68
AA-1664-MIA-ATL,1517,12
AA-1279-DFW-PHX,1518,14
UA-854-SFO-IAH,1519,69
UA-382-IAD-LAX,1520,70
AA-4344-ORD-DTW,1521,16
UA-257-JFK-SFO,1522,71
UA-2945-PHL-CLT,1523,72
CO-63-EWR-IAH,1524,73
CO-47-IAH-LAX,1525,74
AA-2050-ORD-MIA,1526,20
UA-248-PHX-ORD,1527,75
AA-4330-CVG-ORD,1528,21
AA-1434-DFW-MCO,1529,22
AA-1640-MIA-MCO,1530,2
AA-4307-ORD-DTW,1531,23
AA-3-JFK-LAX,1532,24
CO-1694-LAX-IAH,1533,76
UA-843-LAX-ORD,1534,77
CO-1193-EWR-MCO,1535,78
AA-3842-MSP-ORD,1536,25
AA-643-MIA-ORD,1537,26
AA-1007-MIA-PHX,1538,27
AA-2525-DFW-MIA,1539,17
UA-2906-PHL-MCO,1540,79
UA-938-DEN-ORD,1541,80
AA-1221-MCO-ORD,1542,28
CO-16-LAX-EWR,1543,81
UA-2515-DFW-CLT,1544,82
AA-400-DFW-JFK,1545,29
UA-664-ORD-PHL,1546,83
AA-3756-ORD-SLC,1547,4
UA-37-EWR-MCO,1548,84
AA-1522-SFO-ORD,1549,31
UA-233-LAX-JFK,1550,85
AA-3823-LAX-DEN,1551,32
AA-2312-DFW-DTW,1552,33
AA-1165-JFK-MIA,1553,34
AA-431-MIA-SFO,1554,35
UA-3373-IAD-PHL,1555,86
AA-649-ORD-SNA,1556,36
