ZipCode,PhoneNumber,original_index,unique_index,count
35121,2052743000,989,100,20
35121,2052743000,990,100,20
35121,2052743000,991,100,20
35121,2052743000,992,100,20
35121,2052743000,993,100,20
35121,2052743000,994,100,20
35121,2052743000,995,100,20
35121,2052743000,996,100,20
35121,2052743000,997,100,20
35121,2052743000,998,100,20
35121,2052743000,999,100,20
