ibu,brewery-id,original_index,unique_index
,390,1546,929
,390,1547,929
,390,1548,929
,216,1549,930
,216,1550,930
35.0,166,1551,931
,166,1552,932
,166,1553,932
,166,1554,932
,166,1555,932
,166,1556,932
,166,1557,932
,166,1558,932
65.0,166,1559,933
65.0,166,1560,933
35.0,166,1561,931
,166,1562,932
,166,1563,932
65.0,166,1564,933
,166,1565,932
65.0,166,1566,933
65.0,166,1567,933
85.0,166,1568,934
65.0,166,1569,933
65.0,166,1570,933
85.0,166,1571,934
,166,1572,932
,166,1573,932
70.0,166,1574,935
,166,1575,932
60.0,166,1576,936
85.0,166,1577,934
98.0,166,1578,937
35.0,166,1579,931
100.0,166,1580,938
35.0,166,1581,931
85.0,166,1582,934
65.0,166,1583,933
85.0,503,1584,939
98.0,503,1585,940
98.0,503,1586,940
35.0,503,1587,941
35.0,503,1588,941
35.0,503,1589,941
65.0,503,1590,942
65.0,503,1591,942
65.0,503,1592,942
65.0,503,1593,942
65.0,503,1594,942
,503,1595,943
60.0,503,1596,944
85.0,389,1597,945
98.0,389,1598,946
85.0,389,1599,945
35.0,389,1600,947
65.0,389,1601,948
65.0,389,1602,948
45.0,275,1603,949
55.0,261,1604,950
39.0,259,1605,951
,341,1606,952
,341,1607,952
23.0,441,1608,953
48.0,441,1609,954
22.0,441,1610,955
28.0,441,1611,956
24.0,441,1612,957
35.0,307,1613,958
65.0,307,1614,959
,307,1615,960
35.0,307,1616,958
25.0,307,1617,961
,468,1618,962
,266,1619,963
61.0,266,1620,964
12.0,187,1621,965
17.0,187,1622,966
77.0,205,1623,967
62.0,205,1624,968
,205,1625,969
,205,1626,969
10.0,13,1627,970
15.0,13,1628,971
,13,1629,972
65.0,13,1630,973
40.0,13,1631,974
35.0,13,1632,975
,470,1633,976
,470,1634,976
,470,1635,976
,470,1636,976
,470,1637,976
,470,1638,976
,470,1639,976
12.0,11,1640,977
25.0,11,1641,978
20.0,11,1642,979
74.0,11,1643,980
60.0,157,1644,981
,355,1645,982
,355,1646,982
75.0,355,1647,983
,310,1648,984
,310,1649,984
20.0,314,1650,985
,314,1651,986
24.0,314,1652,987
18.0,314,1653,988
25.0,314,1654,989
18.0,314,1655,988
20.0,314,1656,985
70.0,314,1657,990
,52,1658,991
51.0,324,1659,992
31.0,324,1660,993
,370,1661,994
,370,1662,994
,370,1663,994
,147,1664,995
45.0,55,1665,996
,274,1666,997
,548,1667,998
,548,1668,998
14.0,135,1669,999
17.0,135,1670,1000
15.0,135,1671,1001
21.0,135,1672,1002
68.0,135,1673,1003
21.0,135,1674,1002
14.0,135,1675,999
18.0,544,1676,1004
18.0,544,1677,1004
35.0,246,1678,1005
30.0,246,1679,1006
,176,1680,1007
60.0,176,1681,1008
5.0,128,1682,1009
25.0,128,1683,1010
85.0,128,1684,1011
21.0,128,1685,1012
,128,1686,1013
52.0,128,1687,1014
50.0,128,1688,1015
21.0,128,1689,1012
55.0,475,1690,1016
55.0,475,1691,1016
,475,1692,1017
17.0,68,1693,1018
45.0,68,1694,1019
,68,1695,1020
25.0,68,1696,1021
18.0,68,1697,1022
,403,1698,1023
44.0,487,1699,1024
44.0,487,1700,1024
27.0,487,1701,1025
,421,1702,1026
,421,1703,1026
,421,1704,1026
16.0,225,1705,1027
40.0,110,1706,1028
60.0,110,1707,1029
100.0,110,1708,1030
100.0,110,1709,1030
25.0,110,1710,1031
100.0,110,1711,1030
,386,1712,1032
,386,1713,1032
,386,1714,1032
,386,1715,1032
,386,1716,1032
,386,1717,1032
,386,1718,1032
,386,1719,1032
40.0,44,1720,1033
,44,1721,1034
15.0,44,1722,1035
31.0,44,1723,1036
25.0,44,1724,1037
28.0,44,1725,1038
70.0,44,1726,1039
14.0,44,1727,1040
42.0,93,1728,1041
42.0,93,1729,1041
60.0,93,1730,1042
35.0,93,1731,1043
21.0,93,1732,1044
45.0,93,1733,1045
75.0,93,1734,1046
25.0,93,1735,1047
,162,1736,1048
,42,1737,1049
,42,1738,1049
,459,1739,1050
,459,1740,1050
55.0,321,1741,1051
60.0,321,1742,1052
100.0,43,1743,1053
,43,1744,1054
,43,1745,1054
,43,1746,1054
,43,1747,1054
,43,1748,1054
,43,1749,1054
,43,1750,1054
,43,1751,1054
,43,1752,1054
,43,1753,1054
,43,1754,1054
,43,1755,1054
,43,1756,1054
,43,1757,1054
,427,1758,1055
,229,1759,1056
,229,1760,1056
,229,1761,1056
,229,1762,1056
,229,1763,1056
,229,1764,1056
,229,1765,1056
,289,1766,1057
78.0,376,1767,1058
80.0,376,1768,1059
,376,1769,1060
36.0,164,1770,1061
,164,1771,1062
,164,1772,1062
40.0,164,1773,1063
,164,1774,1062
,164,1775,1062
28.0,164,1776,1064
35.0,397,1777,1065
55.0,397,1778,1066
42.0,397,1779,1067
55.0,397,1780,1066
35.0,397,1781,1065
15.0,288,1782,1068
66.0,288,1783,1069
40.0,288,1784,1070
22.0,288,1785,1071
20.0,30,1786,1072
25.0,30,1787,1073
99.0,30,1788,1074
,30,1789,1075
15.0,30,1790,1076
,30,1791,1075
,30,1792,1075
20.0,30,1793,1072
15.0,30,1794,1076
85.0,30,1795,1077
20.0,30,1796,1072
45.0,30,1797,1078
,30,1798,1075
20.0,30,1799,1072
45.0,30,1800,1078
85.0,30,1801,1077
15.0,30,1802,1076
45.0,30,1803,1078
20.0,30,1804,1072
20.0,419,1805,1079
65.0,419,1806,1080
88.0,252,1807,1081
,252,1808,1082
,252,1809,1082
30.0,392,1810,1083
95.0,392,1811,1084
,392,1812,1085
,392,1813,1085
,392,1814,1085
,392,1815,1085
,392,1816,1085
11.0,398,1817,1086
,394,1818,1087
,394,1819,1087
,394,1820,1087
45.0,428,1821,1088
,428,1822,1089
30.0,428,1823,1090
30.0,428,1824,1090
16.0,428,1825,1091
17.0,428,1826,1092
,502,1827,1093
60.0,432,1828,1094
,411,1829,1095
,411,1830,1095
105.0,494,1831,1096
55.0,494,1832,1097
40.0,183,1833,1098
20.0,183,1834,1099
40.0,183,1835,1098
53.0,183,1836,1100
68.0,183,1837,1101
,130,1838,1102
,511,1839,1103
65.0,385,1840,1104
,385,1841,1105
,385,1842,1105
,385,1843,1105
,83,1844,1106
65.0,83,1845,1107
,83,1846,1106
,83,1847,1106
37.0,83,1848,1108
26.0,83,1849,1109
28.0,83,1850,1110
65.0,83,1851,1107
37.0,83,1852,1108
,137,1853,1111
,551,1854,1112
,551,1855,1112
,551,1856,1112
52.0,46,1857,1113
16.0,46,1858,1114
,46,1859,1115
7.0,46,1860,1116
62.0,46,1861,1117
50.0,46,1862,1118
111.0,46,1863,1119
70.0,46,1864,1120
74.0,46,1865,1121
42.0,46,1866,1122
34.0,46,1867,1123
57.0,46,1868,1124
62.0,46,1869,1117
85.0,46,1870,1125
47.0,46,1871,1126
11.0,46,1872,1127
35.0,46,1873,1128
103.0,46,1874,1129
69.0,46,1875,1130
48.0,46,1876,1131
42.0,46,1877,1122
34.0,46,1878,1123
57.0,46,1879,1124
62.0,46,1880,1117
,264,1881,1132
,264,1882,1132
65.0,264,1883,1133
15.0,264,1884,1134
,264,1885,1132
,264,1886,1132
,264,1887,1132
18.0,264,1888,1135
,264,1889,1132
,264,1890,1132
58.0,264,1891,1136
65.0,264,1892,1133
39.0,313,1893,1137
92.0,313,1894,1138
,64,1895,1139
,64,1896,1139
,557,1897,1140
70.0,163,1898,1141
16.0,371,1899,1142
25.0,371,1900,1143
,371,1901,1144
18.0,371,1902,1145
16.0,371,1903,1142
90.0,371,1904,1146
25.0,371,1905,1143
113.0,371,1906,1147
21.0,371,1907,1148
11.0,371,1908,1149
44.0,371,1909,1150
40.0,371,1910,1151
88.0,115,1911,1152
35.0,115,1912,1153
33.0,115,1913,1154
,191,1914,1155
55.0,191,1915,1156
36.0,191,1916,1157
22.0,191,1917,1158
18.0,191,1918,1159
32.0,191,1919,1160
60.0,191,1920,1161
,309,1921,1162
,309,1922,1162
100.0,309,1923,1163
100.0,309,1924,1163
,309,1925,1162
,309,1926,1162
,309,1927,1162
,309,1928,1162
,309,1929,1162
,309,1930,1162
100.0,309,1931,1163
,309,1932,1162
32.0,309,1933,1164
12.0,309,1934,1165
,309,1935,1162
90.0,309,1936,1166
100.0,309,1937,1163
18.0,257,1938,1167
40.0,257,1939,1168
,257,1940,1169
22.0,257,1941,1170
,249,1942,1171
32.0,436,1943,1172
65.0,436,1944,1173
72.0,133,1945,1174
65.0,133,1946,1175
45.0,133,1947,1176
60.0,133,1948,1177
20.0,133,1949,1178
80.0,133,1950,1179
40.0,133,1951,1180
20.0,133,1952,1178
60.0,133,1953,1177
45.0,118,1954,1181
,118,1955,1182
23.0,118,1956,1183
110.0,118,1957,1184
100.0,118,1958,1185
110.0,118,1959,1184
40.0,118,1960,1186
20.0,118,1961,1187
100.0,118,1962,1185
,118,1963,1182
23.0,118,1964,1183
50.0,118,1965,1188
45.0,118,1966,1181
20.0,118,1967,1187
35.0,78,1968,1189
,508,1969,1190
,175,1970,1191
,175,1971,1191
,175,1972,1191
,175,1973,1191
,175,1974,1191
,175,1975,1191
,175,1976,1191
,175,1977,1191
,175,1978,1191
,175,1979,1191
,175,1980,1191
,175,1981,1191
22.0,498,1982,1192
22.0,498,1983,1192
,372,1984,1193
,186,1985,1194
20.0,383,1986,1195
52.0,383,1987,1196
12.0,383,1988,1197
52.0,383,1989,1196
65.0,119,1990,1198
17.0,119,1991,1199
25.0,119,1992,1200
65.0,119,1993,1198
9.0,131,1994,1201
9.0,131,1995,1201
33.0,131,1996,1202
9.0,131,1997,1201
9.0,131,1998,1201
64.0,131,1999,1203
9.0,131,2000,1201
9.0,131,2001,1201
9.0,131,2002,1201
,131,2003,1204
15.0,131,2004,1205
7.0,131,2005,1206
7.0,131,2006,1206
7.0,131,2007,1206
,131,2008,1204
13.0,131,2009,1207
15.0,131,2010,1205
32.0,131,2011,1208
7.0,131,2012,1206
33.0,131,2013,1202
14.0,131,2014,1209
9.0,131,2015,1201
31.0,486,2016,1210
,255,2017,1211
,255,2018,1211
,255,2019,1211
,492,2020,1212
25.0,412,2021,1213
30.0,412,2022,1214
70.0,412,2023,1215
,129,2024,1216
8.0,129,2025,1217
8.0,129,2026,1217
13.0,129,2027,1218
49.0,138,2028,1219
40.0,58,2029,1220
55.0,58,2030,1221
100.0,58,2031,1222
29.0,25,2032,1223
,25,2033,1224
23.0,25,2034,1225
20.0,25,2035,1226
23.0,25,2036,1225
36.0,25,2037,1227
30.0,25,2038,1228
23.0,25,2039,1225
75.0,25,2040,1229
75.0,25,2041,1229
75.0,25,2042,1229
75.0,25,2043,1229
,25,2044,1224
30.0,25,2045,1228
55.0,25,2046,1230
77.0,25,2047,1231
50.0,25,2048,1232
75.0,25,2049,1229
23.0,25,2050,1225
,25,2051,1224
,25,2052,1224
27.0,25,2053,1233
23.0,25,2054,1225
60.0,25,2055,1234
,25,2056,1224
24.0,25,2057,1235
23.0,25,2058,1225
24.0,25,2059,1235
24.0,25,2060,1235
,25,2061,1224
91.0,25,2062,1236
30.0,25,2063,1228
77.0,25,2064,1231
23.0,25,2065,1225
60.0,25,2066,1234
23.0,25,2067,1225
20.0,25,2068,1226
50.0,25,2069,1232
,455,2070,1237
,455,2071,1237
,61,2072,1238
,61,2073,1238
85.0,61,2074,1239
69.0,61,2075,1240
90.0,61,2076,1241
37.0,61,2077,1242
34.0,61,2078,1243
45.0,61,2079,1244
45.0,61,2080,1244
120.0,61,2081,1245
20.0,61,2082,1246
33.0,61,2083,1247
99.0,61,2084,1248
50.0,447,2085,1249
10.0,447,2086,1250
35.0,447,2087,1251
38.0,447,2088,1252
18.0,447,2089,1253
,381,2090,1254
35.0,49,2091,1255
,49,2092,1256
,49,2093,1256
,49,2094,1256
95.0,449,2095,1257
,449,2096,1258
44.0,449,2097,1259
44.0,449,2098,1259
28.0,449,2099,1260
19.0,449,2100,1261
19.0,449,2101,1261
28.0,449,2102,1260
34.0,45,2103,1262
20.0,45,2104,1263
35.0,45,2105,1264
20.0,45,2106,1263
20.0,45,2107,1263
110.0,45,2108,1265
12.0,45,2109,1266
93.0,45,2110,1267
20.0,45,2111,1263
20.0,45,2112,1263
,45,2113,1268
,45,2114,1268
20.0,45,2115,1263
16.0,45,2116,1269
93.0,45,2117,1267
22.0,45,2118,1270
20.0,45,2119,1263
60.0,45,2120,1271
,409,2121,1272
,409,2122,1272
,490,2123,1273
80.0,490,2124,1274
35.0,7,2125,1275
,7,2126,1276
,7,2127,1276
22.0,28,2128,1277
,480,2129,1278
,480,2130,1278
,480,2131,1278
,210,2132,1279
,210,2133,1279
,210,2134,1279
42.0,469,2135,1280
35.0,215,2136,1281
23.0,215,2137,1282
12.0,215,2138,1283
69.0,215,2139,1284
,272,2140,1285
,272,2141,1285
,272,2142,1285
,272,2143,1285
120.0,272,2144,1286
120.0,272,2145,1286
20.0,457,2146,1287
75.0,457,2147,1288
16.0,457,2148,1289
15.0,457,2149,1290
,262,2150,1291
,262,2151,1291
,262,2152,1291
16.0,329,2153,1292
46.0,329,2154,1293
50.0,329,2155,1294
35.0,33,2156,1295
,33,2157,1296
,33,2158,1296
34.0,33,2159,1297
101.0,33,2160,1298
45.0,328,2161,1299
,90,2162,1300
,484,2163,1301
,9,2164,1302
,438,2165,1303
,438,2166,1303
,438,2167,1303
,334,2168,1304
18.0,142,2169,1305
,142,2170,1306
,142,2171,1306
,142,2172,1306
11.0,108,2173,1307
18.0,153,2174,1308
40.0,153,2175,1309
82.0,153,2176,1310
22.0,273,2177,1311
50.0,273,2178,1312
64.0,21,2179,1313
31.0,21,2180,1314
37.0,21,2181,1315
27.0,21,2182,1316
,282,2183,1317
,282,2184,1317
,282,2185,1317
,282,2186,1317
20.0,17,2187,1318
12.0,17,2188,1319
90.0,17,2189,1320
,17,2190,1321
115.0,17,2191,1322
36.0,17,2192,1323
22.0,17,2193,1324
50.0,17,2194,1325
35.0,17,2195,1326
,152,2196,1327
60.0,152,2197,1328
35.0,152,2198,1329
21.0,152,2199,1330
18.0,152,2200,1331
37.0,152,2201,1332
28.0,152,2202,1333
87.0,291,2203,1334
33.0,291,2204,1335
,474,2205,1336
,474,2206,1336
72.0,265,2207,1337
,265,2208,1338
30.0,265,2209,1339
,524,2210,1340
,524,2211,1340
,524,2212,1340
,97,2213,1341
93.0,97,2214,1342
45.0,97,2215,1343
25.0,97,2216,1344
85.0,97,2217,1345
52.0,539,2218,1346
65.0,520,2219,1347
26.0,38,2220,1348
63.0,38,2221,1349
19.0,38,2222,1350
41.0,190,2223,1351
48.0,190,2224,1352
27.0,190,2225,1353
70.0,190,2226,1354
,190,2227,1355
70.0,190,2228,1354
36.0,190,2229,1356
20.0,190,2230,1357
27.0,190,2231,1353
70.0,190,2232,1354
48.0,190,2233,1352
,190,2234,1355
69.0,74,2235,1358
43.0,74,2236,1359
43.0,74,2237,1359
17.0,74,2238,1360
36.0,74,2239,1361
23.0,74,2240,1362
,74,2241,1363
,74,2242,1363
68.0,74,2243,1364
,74,2244,1363
,243,2245,1365
,435,2246,1366
,435,2247,1366
,435,2248,1366
,435,2249,1366
,435,2250,1366
10.0,159,2251,1367
22.0,159,2252,1368
42.0,159,2253,1369
83.0,159,2254,1370
17.0,159,2255,1371
32.0,159,2256,1372
82.0,159,2257,1373
34.0,159,2258,1374
29.0,159,2259,1375
,555,2260,1376
75.0,126,2261,1377
25.0,126,2262,1378
,338,2263,1379
,338,2264,1379
,338,2265,1379
,522,2266,1380
,522,2267,1380
,522,2268,1380
,522,2269,1380
,522,2270,1380
90.0,71,2271,1381
10.0,71,2272,1382
,71,2273,1383
,71,2274,1383
50.0,202,2275,1384
15.0,202,2276,1385
,202,2277,1386
,51,2278,1387
,51,2279,1387
24.0,51,2280,1388
51.0,51,2281,1389
,51,2282,1387
,51,2283,1387
33.0,51,2284,1390
30.0,51,2285,1391
90.0,51,2286,1392
,51,2287,1387
,51,2288,1387
30.0,51,2289,1391
,51,2290,1387
15.0,51,2291,1393
22.0,51,2292,1394
,51,2293,1387
,51,2294,1387
,51,2295,1387
22.0,546,2296,1395
70.0,546,2297,1396
,302,2298,1397
75.0,302,2299,1398
,302,2300,1397
,302,2301,1397
,302,2302,1397
,302,2303,1397
75.0,302,2304,1398
,302,2305,1397
,185,2306,1399
,185,2307,1399
,185,2308,1399
,185,2309,1399
,185,2310,1399
,113,2311,1400
25.0,322,2312,1401
23.0,322,2313,1402
31.0,322,2314,1403
25.0,322,2315,1401
85.0,322,2316,1404
85.0,322,2317,1404
37.0,295,2318,1405
55.0,295,2319,1406
50.0,295,2320,1407
,295,2321,1408
85.0,295,2322,1409
,295,2323,1408
17.0,295,2324,1410
37.0,295,2325,1405
20.0,295,2326,1411
10.0,295,2327,1412
55.0,295,2328,1406
,506,2329,1413
67.0,94,2330,1414
20.0,94,2331,1415
,94,2332,1416
,94,2333,1416
,100,2334,1417
,100,2335,1417
,100,2336,1417
,100,2337,1417
,384,2338,1418
5.0,384,2339,1419
16.0,384,2340,1420
65.0,384,2341,1421
22.0,351,2342,1422
,351,2343,1423
55.0,351,2344,1424
,132,2345,1425
,132,2346,1425
,132,2347,1425
89.0,132,2348,1426
,132,2349,1425
28.0,132,2350,1427
,132,2351,1425
,47,2352,1428
,47,2353,1428
,47,2354,1428
,47,2355,1428
,396,2356,1429
30.0,296,2357,1430
30.0,296,2358,1430
30.0,296,2359,1430
100.0,361,2360,1431
,361,2361,1432
,361,2362,1432
27.0,361,2363,1433
100.0,361,2364,1431
100.0,361,2365,1431
13.0,361,2366,1434
23.0,361,2367,1435
,361,2368,1432
41.0,361,2369,1436
21.0,181,2370,1437
20.0,181,2371,1438
25.0,181,2372,1439
45.0,181,2373,1440
,499,2374,1441
,499,2375,1441
,499,2376,1441
,550,2377,1442
,550,2378,1442
83.0,509,2379,1443
31.0,509,2380,1444
,211,2381,1445
60.0,211,2382,1446
,211,2383,1445
38.0,211,2384,1447
,239,2385,1448
61.0,239,2386,1449
23.0,239,2387,1450
72.0,14,2388,1451
,14,2389,1452
135.0,344,2390,1453
15.0,402,2391,1454
,501,2392,1455
82.0,109,2393,1456
15.0,109,2394,1457
69.0,339,2395,1458
69.0,199,2396,1459
25.0,199,2397,1460
30.0,199,2398,1461
69.0,199,2399,1459
50.0,199,2400,1462
,424,2401,1463
,424,2402,1463
,424,2403,1463
,424,2404,1463
45.0,424,2405,1464
,424,2406,1463
,424,2407,1463
40.0,424,2408,1465
,424,2409,1463
