ProviderNumber,HospitalName,original_index,unique_index,count
10036,andalusia regional hospital,757,67,22
10036,andaxusia regionax hospitax,758,69,1
10036,andalusia regional hospital,759,67,22
10036,andalusia regional hospital,760,67,22
10036,andalusia regional hospital,761,67,22
10036,andalusia regional hospital,762,67,22
10036,andalusia regional hospital,763,67,22
10036,andalusia regional hospital,764,67,22
10036,andaluxia regional hoxpital,765,70,1
10038,stringfellow memorial hospital,766,24,27
10038,stringfellow memorial hospital,767,24,27
10038,stringfellow memorial hospital,768,24,27
10038,stringfellow memorial hospital,769,24,27
10038,stringfellow memorial hospital,770,24,27
10038,stringfellow memorial hospital,771,24,27
10038,stringfellow memorial hospital,772,24,27
10038,stringfellow memorial hospital,773,24,27
10039,huntsville hospital,774,71,24
10039,huntsville hospital,775,71,24
10039,huntsville hospital,776,71,24
10039,huntsvxlle hospxtal,777,72,1
10039,huntsville hospital,778,71,24
10039,huntsville hospital,779,71,24
1003x,huntsville hospital,780,73,1
10039,huntsville hospital,781,71,24
10039,huntsville hospital,782,71,24
10039,huntsville hospital,783,71,24
10039,huntsville hospital,784,71,24
10039,huntsville hospital,785,71,24
10039,huntsville hospital,786,71,24
10039,huntsville hospital,787,71,24
10039,huntsville hospital,788,71,24
1xx39,huntsville hospital,789,74,1
10039,huntsville hospital,790,71,24
10039,huntsville hospital,791,71,24
10039,huntsville hospital,792,71,24
100x9,huntsville hospital,793,75,1
10039,huntsville hospital,794,71,24
10039,huntsville hospital,795,71,24
10039,huntsville hospital,796,71,24
10039,huntsville hospital,797,71,24
10039,huntsville hospital,798,71,24
10039,huntsville hospital,799,71,24
10039,huntsville hospital,800,71,24
10039,huntsville hospital,801,71,24
10040,gadsden regional medical center,802,76,25
10040,gadsden regional medical center,803,76,25
10040,gadsden regional medical center,804,76,25
10040,gadsden regional medical center,805,76,25
10040,gadsden regional medical center,806,76,25
10040,gadsden regional medical center,807,76,25
10040,gadsden regional medical center,808,76,25
10040,gadsden regional medical center,809,76,25
10040,gadsden regional medical center,810,76,25
10040,gadsden regional medical center,811,76,25
10040,gadsden regional medical center,812,76,25
10040,gadsden regional medical center,813,76,25
10040,gadsden regional medical center,814,76,25
10040,gadsden regional medical center,815,76,25
10040,gadsden regional medical center,816,76,25
10040,gadsden regional medical center,817,76,25
10040,gadsden regional medical center,818,76,25
10040,gadsden regional medical center,819,76,25
10040,gadsden regional medical center,820,76,25
10040,gadsden regional medical center,821,76,25
10040,gadsden regional medical center,822,76,25
10040,gadsden regional medical center,823,76,25
10040,gadsden regional medical center,824,76,25
10040,gadsden regional medical center,825,76,25
10040,gadsden regional medical center,826,76,25
10043,chilton medical center,827,77,25
10043,chilton medical center,828,77,25
10043,chilton medical center,829,77,25
10043,chilton medical center,830,77,25
10043,chilton medical center,831,77,25
10043,chilton medical center,832,77,25
10043,chilton medical center,833,77,25
10043,chilton medical center,834,77,25
10043,chilton medical center,835,77,25
10043,chilton medical center,836,77,25
10043,chilton medical center,837,77,25
10043,chilton medical center,838,77,25
10043,chilton medical center,839,77,25
10043,chilton medical center,840,77,25
10043,chilton medical center,841,77,25
10043,chilton medical center,842,77,25
10043,chilton medical center,843,77,25
10043,chilton medical center,844,77,25
10043,chilton medical center,845,77,25
10043,chilton medical center,846,77,25
10043,chilton medical center,847,77,25
10043,chilton medical center,848,77,25
10043,chilton medical center,849,77,25
10043,chilton medical center,850,77,25
10043,chilton medical center,851,77,25
10044,marion regional medical center,852,78,24
10044,marion regional medical center,853,78,24
10044,marion regional medical center,854,78,24
10044,marion regional medical center,855,78,24
10044,marion regional medical center,856,78,24
10044,marion regional medical center,857,78,24
10044,marion regional medical center,858,78,24
1xx44,marion regional medical center,859,79,1
10044,marion regional medical center,860,78,24
10044,marion regional medical center,861,78,24
10044,marion regional medical center,862,78,24
10044,marion regional medical center,863,78,24
10044,marion regional medical center,864,78,24
10044,marion regional medical center,865,78,24
10044,marion regional medical center,866,78,24
10044,marion regional medical center,867,78,24
10044,marion regional medical center,868,78,24
10044,marion regional medical center,869,78,24
10044,marion regional medical center,870,78,24
10044,marion regional medical center,871,78,24
10044,marion regional medical center,872,78,24
10044,marion regional medical center,873,78,24
10044,marion regional medical center,874,78,24
10044,marion regional medical center,875,78,24
10044,marion regional medical center,876,78,24
10045,fayette medical center,877,80,23
1xx45,fayette medical center,878,81,1
10045,fayette medical center,879,80,23
10045,fayette medical center,880,80,23
10045,fayette medical center,881,80,23
10045,fayette medical center,882,80,23
10045,fayette medical center,883,80,23
10045,fayette medical center,884,80,23
10045,fayette medical center,885,80,23
10045,fayette medical center,886,80,23
10045,fayette medical center,887,80,23
x0045,fayette medical center,888,82,1
10045,fayette medical center,889,80,23
10045,fayette medical center,890,80,23
10045,fayette medical center,891,80,23
10045,fayette medical center,892,80,23
10045,fayette medical center,893,80,23
10045,fayette medical center,894,80,23
10045,fayette medical center,895,80,23
10045,fayette medical center,896,80,23
10045,fayette medical center,897,80,23
10045,fayette medical center,898,80,23
10045,fayette medical center,899,80,23
10045,fayette medical center,900,80,23
10045,fayette medical center,901,80,23
10046,riverview regional medical center,902,83,25
10046,rivxrvixw rxgional mxdical cxntxr,903,84,1
10046,riverview regional medical center,904,83,25
10046,riverview regional medical center,905,83,25
10046,riverview regional medical center,906,83,25
10046,riverview regional medical center,907,83,25
10046,riverview regional medical center,908,83,25
10046,riverview regional medical center,909,83,25
10046,riverview regional medical center,910,83,25
10046,riverview regional medical center,911,83,25
10046,riverview regional medical center,912,83,25
10046,riverview regional medical center,913,83,25
10046,riverview regional medical center,914,83,25
10046,riverview regional medical center,915,83,25
10046,riverview regional medical center,916,83,25
10046,riverview regional medical center,917,83,25
10046,riverview regional medical center,918,83,25
10046,riverview regional medical center,919,83,25
10046,riverview regional medical center,920,83,25
10046,xivexview xegional medical centex,921,85,1
10046,riverview rexional medical center,922,86,1
10046,riverview regional medical center,923,83,25
10046,riverview regional medical center,924,83,25
10046,riverview regional medical center,925,83,25
10046,riverview regional medical center,926,83,25
10046,riverview regional medical center,927,83,25
10046,riverview regional medical center,928,83,25
10046,riverview regional medical center,929,83,25
10047,georgiana hospital,930,87,23
10047,georgiana hospital,931,87,23
10047,georgiana hospital,932,87,23
1xx47,georgiana hospital,933,88,1
10047,georgiana hospital,934,87,23
10047,georgiana hospital,935,87,23
10047,georgiana hospital,936,87,23
10047,georgiana hospital,937,87,23
10047,georgiaxa hospital,938,89,1
10047,georgiana hospital,939,87,23
10047,georgiana hospital,940,87,23
10047,georgiana hospital,941,87,23
10047,georgiana hospital,942,87,23
10047,georgiana hospital,943,87,23
10047,georgiana hospital,944,87,23
10047,georgiana hospital,945,87,23
10047,georgiana hospital,946,87,23
10047,georgiana hospital,947,87,23
10047,georgiana hospital,948,87,23
10047,georgiana hospital,949,87,23
10047,georgiana hospital,950,87,23
10047,georgiana hospital,951,87,23
10047,georgiana hospital,952,87,23
10047,georgiana hospital,953,87,23
10047,georgiana hospital,954,87,23
1004x,medical center enterprise,955,90,1
10049,medixal xenter enterprise,956,91,1
10049,medical center enterprise,957,92,22
10049,medical center enterprise,958,92,22
10049,medical center enterprise,959,92,22
10049,medical center enterprise,960,92,22
10049,medical center enterprise,961,92,22
10049,medxcal center enterprxse,962,93,1
10049,medical center enterprise,963,92,22
10049,medical center enterprise,964,92,22
10049,medical center enterprise,965,92,22
10049,medical center enterprise,966,92,22
10049,medical center enterprise,967,92,22
10049,medical center enterprise,968,92,22
10049,medical center enterprise,969,92,22
10049,medical center enterprise,970,92,22
10049,medical center enterprise,971,92,22
10049,medical center enterprise,972,92,22
10049,medical center enterprise,973,92,22
10049,medical center enterprise,974,92,22
10049,medical center enterprise,975,92,22
10049,medical center enterprise,976,92,22
10049,medical center enterprise,977,92,22
10049,medical center enterprise,978,92,22
10049,medical center enterprise,979,92,22
10050,st vincents blount,980,94,19
10050,st vincents blount,981,94,19
10050,st vincents blount,982,94,19
10050,st vincents blount,983,94,19
10050,st vincents blount,984,94,19
10050,st vincents blount,985,94,19
10050,st vincents blount,986,94,19
10050,st vincents bxount,987,95,1
10050,st vincents blount,988,94,19
10050,st vincents blount,989,94,19
10050,st vincents blount,990,94,19
10050,st vincents blount,991,94,19
10050,st vincents blount,992,94,19
10050,st vincents blount,993,94,19
10050,st vincents blount,994,94,19
10050,st vincents blount,995,94,19
10050,st vincents blount,996,94,19
10050,st vincents blount,997,94,19
10050,st vincents blount,998,94,19
10050,st vincents blount,999,94,19
