flight,sched_arr_time,original_index,unique_index,count
AA-3859-IAH-ORD,9:40 a.m.,537,0,18.0
CO-1586-IAH-MCO,10:15 p.m.,538,51,9.0
AA-518-MIA-JFK,9:25 a.m.,539,3,16.0
UA-397-JFK-SFO,11:55 a.m.,540,150,15.0
UA-3925-IAD-ORF,9:54 a.m.,541,186,7.0
AA-1733-ORD-PHX,10:30 p.m.,542,1,19.0
AA-4344-ORD-DTW,2:00 p.m.,543,16,8.0
AA-1640-MIA-MCO,7:25 p.m.,544,2,20.0
UA-2830-MCO-CLT,5:05 p.m.,545,151,17.0
CO-58-DEN-IAH,2:50 p.m.,546,57,10.0
AA-204-LAX-MCO,6:55 a.m.,547,188,4.0
UA-414-LAX-SFO,7:23 a.m.,548,189,6.0
CO-1614-LAX-IAH,5:35 a.m.,549,62,10.0
UA-2726-FLL-PHL,6:46 p.m.,550,155,17.0
CO-52-IAH-LAX,9:21 a.m.,551,64,7.0
CO-1090-BOS-IAH,1:16 p.m.,552,65,12.0
AA-3468-CVG-MIA,9:55 a.m.,553,6,18.0
UA-3515-IAD-MSP,10:06 a.m.,554,190,4.0
AA-484-DFW-MIA,7:55 p.m.,555,7,17.0
AA-616-DFW-DTW,12:35 p.m.,556,15,19.0
CO-62-IAH-EWR,7:03 p.m.,557,71,12.0
CO-63-EWR-IAH,8:22 p.m.,558,87,8.0
AA-446-DFW-PHL,3:50 p.m.,559,8,18.0
CO-1023-IAH-DEN,1:17 p.m.,560,75,10.0
AA-466-IAH-MIA,9:20 a.m.,561,9,17.0
UA-3050-PHX-CLT,4:57 p.m.,562,161,18.0
CO-89-IAH-EWR,10:20 a.m.,563,78,10.0
CO-1088-CLE-IAH,10:54 a.m.,564,79,9.0
AA-2957-DFW-CVG,11:05 a.m.,565,11,17.0
AA-1664-MIA-ATL,12:10 p.m.,566,12,19.0
AA-3979-CVG-ORD,8:00 a.m.,567,13,17.0
AA-1279-DFW-PHX,2:35 p.m.,568,14,17.0
AA-404-MIA-MCO,7:45 a.m.,569,18,17.0
AA-3756-ORD-SLC,2:45 p.m.,570,4,19.0
UA-382-IAD-LAX,3:19 p.m.,571,207,3.0
UA-2945-PHL-CLT,1:45 p.m.,572,165,18.0
CO-47-IAH-LAX,8:56 p.m.,573,88,7.0
AA-271-MIA-LAX,2:25 p.m.,574,19,18.0
AA-2050-ORD-MIA,2:45 p.m.,575,20,20.0
UA-248-PHX-ORD,5:15 p.m.,576,208,4.0
AA-4330-CVG-ORD,4:00 p.m.,577,21,10.0
AA-1434-DFW-MCO,10:35 a.m.,578,22,16.0
CO-1561-PHX-IAH,11:35 a.m.,579,72,9.0
AA-4307-ORD-DTW,9:10 p.m.,580,23,19.0
AA-3-JFK-LAX,3:15 p.m.,581,24,18.0
CO-1694-LAX-IAH,12:21 a.m.,582,191,7.0
UA-843-LAX-ORD,7:53 p.m.,583,192,5.0
CO-1193-EWR-MCO,12:18 p.m.,584,97,22.0
AA-3842-MSP-ORD,7:30 a.m.,585,25,17.0
AA-643-MIA-ORD,9:35 a.m.,586,26,16.0
AA-1007-MIA-PHX,8:05 p.m.,587,27,5.0
AA-2525-DFW-MIA,11:10 a.m.,588,17,15.0
UA-2906-PHL-MCO,6:23 p.m.,589,171,18.0
UA-938-DEN-ORD,7:35 p.m.,590,193,6.0
AA-1221-MCO-ORD,9:45 p.m.,591,28,19.0
CO-16-LAX-EWR,6:44 p.m.,592,105,12.0
UA-2515-DFW-CLT,10:31 a.m.,593,194,5.0
AA-400-DFW-JFK,2:59 p.m.,594,29,14.0
UA-664-ORD-PHL,4:31 p.m.,595,173,20.0
UA-37-EWR-MCO,4:17 p.m.,596,110,9.0
AA-1522-SFO-ORD,5:50 a.m.,597,195,6.0
UA-233-LAX-JFK,12:29 a.m.,598,196,7.0
AA-3823-LAX-DEN,12:15 a.m.,599,197,6.0
AA-2312-DFW-DTW,11:50 p.m.,600,33,19.0
UA-2314-ATL-PHL,5:00 p.m.,601,203,8.0
AA-1165-JFK-MIA,10:34 a.m.,602,34,15.0
AA-431-MIA-SFO,11:50 a.m.,603,35,18.0
UA-257-JFK-SFO,6:15 p.m.,604,164,18.0
UA-3373-IAD-PHL,9:24 a.m.,605,198,8.0
CO-1250-MIA-IAH,4:48 p.m.,606,119,12.0
UA-828-SFO-ORD,5:11 a.m.,607,209,7.0
CO-4888-IAH-DAL,6:40 p.m.,608,206,13.0
UA-2704-DTW-PHX,1:40 p.m.,609,201,6.0
AA-3063-SLC-LAX,9:20 p.m.,610,37,7.0
UA-2708-EWR-CLT,4:53 p.m.,611,202,6.0
UA-62-IAH-EWR,7:03 p.m.,612,127,11.0
AA-3804-PHL-ORD,4:05 p.m.,613,38,19.0
AA-1917-JFK-MCO,5:55 p.m.,614,39,18.0
AA-2268-PHX-ORD,11:35 a.m.,615,40,18.0
AA-4277-CVG-JFK,2:15 p.m.,616,41,19.0
AA-789-ORD-DEN,2:35 p.m.,617,42,20.0
UA-854-SFO-IAH,1:39 p.m.,618,204,6.0
AA-415-BOS-ORD,10:40 a.m.,619,43,7.0
AA-85-JFK-SFO,6:30 p.m.,620,44,19.0
AA-3786-IAH-ORD,6:40 p.m.,621,46,20.0
AA-222-LAX-BOS,3:30 p.m.,622,47,17.0
CO-50-CLE-EWR,4:49 p.m.,623,141,11.0
UA-3099-PHX-PHL,6:17 p.m.,624,185,17.0
AA-4198-ORD-CLE,12:55 p.m.,625,30,18.0
CO-45-EWR-MIA,7:05 p.m.,626,145,20.0
AA-3809-PHX-LAX,6:40 a.m.,627,48,18.0
AA-59-JFK-SFO,10:45 a.m.,628,49,19.0
AA-3859-IAH-ORD,9:40 a.m.,629,0,18.0
CO-1586-IAH-MCO,,630,149,
AA-518-MIA-JFK,9:25 a.m.,631,3,16.0
UA-397-JFK-SFO,11:55 a.m.,632,150,15.0
UA-3925-IAD-ORF,,633,54,
AA-1733-ORD-PHX,10:30 p.m.,634,1,19.0
AA-3-JFK-LAX,3:15 p.m.,635,24,18.0
UA-2830-MCO-CLT,5:05 p.m.,636,151,17.0
CO-58-DEN-IAH,,637,152,
UA-5487-SFO-MRY,,638,59,
AA-204-LAX-MCO,6:55 a.m. Dec 02,639,153,6.0
UA-414-LAX-SFO,,640,61,
CO-1614-LAX-IAH,,641,154,
UA-2726-FLL-PHL,6:46 p.m.,642,155,17.0
CO-52-IAH-LAX,,643,156,
CO-1090-BOS-IAH,,644,157,
AA-616-DFW-DTW,12:35 p.m.,645,15,19.0
UA-3515-IAD-MSP,,646,67,
AA-3468-CVG-MIA,9:55 a.m.,647,6,18.0
AA-484-DFW-MIA,7:55 p.m.,648,7,17.0
AA-1886-BOS-MIA,,649,70,
CO-62-IAH-EWR,,650,158,
CO-1561-PHX-IAH,,651,159,
UA-2314-ATL-PHL,,652,73,
AA-446-DFW-PHL,3:50 p.m.,653,8,18.0
CO-1023-IAH-DEN,,654,160,
AA-466-IAH-MIA,9:20 a.m.,655,9,17.0
UA-3050-PHX-CLT,4:57 p.m.,656,161,18.0
CO-89-IAH-EWR,,657,162,
CO-1088-CLE-IAH,,658,163,
AA-1664-MIA-ATL,12:10 p.m.,659,12,19.0
AA-1279-DFW-PHX,2:35 p.m.,660,14,17.0
UA-854-SFO-IAH,,661,82,
UA-382-IAD-LAX,,662,83,
AA-4344-ORD-DTW,,663,84,
UA-257-JFK-SFO,6:15 p.m.,664,164,18.0
UA-2945-PHL-CLT,1:45 p.m.,665,165,18.0
CO-63-EWR-IAH,,666,166,
CO-47-IAH-LAX,,667,167,
AA-2050-ORD-MIA,2:45 p.m.,668,20,20.0
UA-248-PHX-ORD,,669,90,
AA-4330-CVG-ORD,,670,169,
AA-1434-DFW-MCO,10:35 a.m.,671,22,16.0
AA-1640-MIA-MCO,7:25 p.m.,672,2,20.0
AA-4307-ORD-DTW,9:10 p.m.,673,23,19.0
CO-1694-LAX-IAH,12:21 a.m. Dec 02,674,170,7.0
UA-843-LAX-ORD,,675,96,
CO-1193-EWR-MCO,12:18 p.m.,676,97,22.0
AA-3842-MSP-ORD,7:30 a.m.,677,25,17.0
AA-643-MIA-ORD,9:35 a.m.,678,26,16.0
AA-1007-MIA-PHX,,679,100,
UA-2906-PHL-MCO,6:23 p.m.,680,171,18.0
UA-938-DEN-ORD,,681,103,
AA-1221-MCO-ORD,9:45 p.m.,682,28,19.0
CO-16-LAX-EWR,,683,172,
UA-2515-DFW-CLT,,684,106,
AA-400-DFW-JFK,2:59 p.m.,685,29,14.0
UA-664-ORD-PHL,4:31 p.m.,686,173,20.0
AA-3756-ORD-SLC,2:45 p.m.,687,4,19.0
UA-37-EWR-MCO,,688,174,
AA-1522-SFO-ORD,5:50 a.m. Dec 02,689,205,5.0
UA-233-LAX-JFK,12:29 a.m. Dec 02,690,176,7.0
AA-3823-LAX-DEN,12:15 a.m. Dec 02,691,177,6.0
AA-2312-DFW-DTW,11:50 p.m.,692,33,19.0
AA-1165-JFK-MIA,10:34 a.m.,693,34,15.0
AA-431-MIA-SFO,11:50 a.m.,694,35,18.0
UA-3373-IAD-PHL,,695,117,
AA-649-ORD-SNA,3:50 p.m.,696,36,16.0
CO-1250-MIA-IAH,,697,178,
UA-6273-YYC-SFO,,698,120,
UA-828-SFO-ORD,5:11 a.m.Dec 02,699,179,7.0
CO-4888-IAH-DAL,6:40 p.m.,700,206,13.0
UA-858-PVG-SFO,,701,123,
UA-2704-DTW-PHX,,702,124,
AA-3063-SLC-LAX,,703,125,
UA-2708-EWR-CLT,,704,126,
UA-62-IAH-EWR,,705,181,
UA-1500-IAH-GUA,,706,182,
AA-3804-PHL-ORD,4:05 p.m.,707,38,19.0
AA-1917-JFK-MCO,5:55 p.m.,708,39,18.0
AA-2268-PHX-ORD,11:35 a.m.,709,40,18.0
AA-4277-CVG-JFK,2:15 p.m.,710,41,19.0
AA-2957-DFW-CVG,11:05 a.m.,711,11,17.0
UA-37-EDI-EWR,,712,183,
AA-789-ORD-DEN,2:35 p.m.,713,42,20.0
AA-415-BOS-ORD,,714,136,
AA-85-JFK-SFO,6:30 p.m.,715,44,19.0
AA-3979-CVG-ORD,8:00 a.m.,716,13,17.0
AA-1544-SAN-ORD,,717,58,
AA-3786-IAH-ORD,6:40 p.m.,718,46,20.0
AA-271-MIA-LAX,2:25 p.m.,719,19,18.0
AA-2525-DFW-MIA,11:10 a.m.,720,17,15.0
CO-50-CLE-EWR,,721,184,
UA-3099-PHX-PHL,6:17 p.m.,722,185,17.0
AA-4198-ORD-CLE,12:55 p.m.,723,30,18.0
AA-404-MIA-MCO,7:45 a.m.,724,18,17.0
CO-45-EWR-MIA,7:05 p.m.,725,145,20.0
AA-3809-PHX-LAX,6:40 a.m.,726,48,18.0
AA-59-JFK-SFO,10:45 a.m.,727,49,19.0
AA-222-LAX-BOS,3:30 p.m.,728,47,17.0
AA-3859-IAH-ORD,,729,50,
AA-1733-ORD-PHX,,730,55,
CO-1586-IAH-MCO,,731,149,
UA-397-JFK-SFO,,732,53,
UA-3925-IAD-ORF,,733,54,
AA-1640-MIA-MCO,7:25 p.m.,734,2,20.0
AA-1544-SAN-ORD,,735,58,
UA-5487-SFO-MRY,,736,59,
AA-204-LAX-MCO,12/2/2011 6:55 a.m.,737,210,1.0
UA-414-LAX-SFO,,738,61,
CO-1614-LAX-IAH,,739,154,
AA-3756-ORD-SLC,,740,109,
AA-3468-CVG-MIA,,741,68,
AA-484-DFW-MIA,,742,69,
AA-616-DFW-DTW,,743,66,
AA-446-DFW-PHL,,744,74,
CO-1023-IAH-DEN,,745,160,
AA-466-IAH-MIA,,746,76,
AA-2957-DFW-CVG,,747,133,
AA-1664-MIA-ATL,,748,80,
AA-3979-CVG-ORD,,749,138,
AA-1279-DFW-PHX,,750,81,
UA-382-IAD-LAX,,751,83,
AA-4344-ORD-DTW,,752,84,
UA-257-JFK-SFO,,753,85,
AA-271-MIA-LAX,,754,140,
AA-2050-ORD-MIA,,755,89,
UA-248-PHX-ORD,4:52 p.m.,756,168,3.0
AA-4330-CVG-ORD,,757,169,
AA-1434-DFW-MCO,,758,91,
AA-4307-ORD-DTW,,759,93,
AA-3-JFK-LAX,,760,94,
CO-1193-EWR-MCO,,761,211,
AA-3842-MSP-ORD,,762,98,
AA-643-MIA-ORD,,763,99,
AA-1007-MIA-PHX,,764,100,
AA-2525-DFW-MIA,,765,101,
UA-938-DEN-ORD,,766,103,
AA-1221-MCO-ORD,,767,104,
AA-1886-BOS-MIA,,768,70,
UA-664-ORD-PHL,,769,108,
UA-37-EWR-MCO,,770,174,
AA-1522-SFO-ORD,12/2/2011 5:50 a.m.,771,212,1.0
AA-3823-LAX-DEN,12/2/2011 12:15 a.m.,772,213,1.0
AA-2312-DFW-DTW,11:50 p.m.,773,33,19.0
AA-1165-JFK-MIA,,774,115,
AA-431-MIA-SFO,,775,116,
UA-3373-IAD-PHL,,776,117,
AA-649-ORD-SNA,3:50 p.m.,777,36,16.0
UA-828-SFO-ORD,,778,214,
CO-4888-IAH-DAL,6:40 p.m.,779,206,13.0
CO-1561-PHX-IAH,,780,159,
AA-3804-PHL-ORD,,781,129,
AA-2268-PHX-ORD,,782,131,
UA-233-LAX-JFK,12/2/2011 12:29 a.m.,783,215,1.0
UA-6273-YYC-SFO,,784,120,
AA-4277-CVG-JFK,,785,132,
AA-789-ORD-DEN,,786,135,
AA-222-LAX-BOS,,787,148,
AA-4198-ORD-CLE,,788,143,
AA-404-MIA-MCO,,789,144,
AA-3809-PHX-LAX,,790,146,
AA-59-JFK-SFO,,791,147,
AA-2050-ORD-MIA,2:45P 12-01-11,792,216,1.0
AA-1165-JFK-MIA,10:34A 12-01-11,793,217,1.0
AA-484-DFW-MIA,7:55P 12-01-11,794,218,1.0
AA-466-IAH-MIA,9:20A 12-01-11,795,219,1.0
AA-2525-DFW-MIA,11:10A 12-01-11,796,220,1.0
UA-382-IAD-LAX,,797,83,
AA-1279-DFW-PHX,,798,81,
AA-2312-DFW-DTW,,799,114,
AA-446-DFW-PHL,,800,74,
AA-400-DFW-JFK,,801,107,
AA-484-DFW-MIA,,802,69,
CO-1586-IAH-MCO,Thu  22:15,803,221,1.0
AA-1917-JFK-MCO,Thu  17:55,804,222,1.0
AA-1640-MIA-MCO,Thu  19:25,805,223,1.0
AA-404-MIA-MCO,Thu  7:45,806,224,1.0
AA-204-LAX-MCO,Thu  6:55,807,225,1.0
AA-1221-MCO-ORD,,808,104,
AA-1434-DFW-MCO,Thu  10:35,809,226,1.0
CO-1193-EWR-MCO,Thu  12:18,810,227,1.0
AA-3859-IAH-ORD,9:40 a.m.,811,0,18.0
CO-1586-IAH-MCO,,812,149,
AA-518-MIA-JFK,9:25 a.m.,813,3,16.0
UA-397-JFK-SFO,11:55 a.m.,814,150,15.0
UA-3925-IAD-ORF,,815,54,
AA-1733-ORD-PHX,10:30 p.m.,816,1,19.0
AA-3-JFK-LAX,3:15 p.m.,817,24,18.0
UA-2830-MCO-CLT,5:05 p.m.,818,151,17.0
CO-58-DEN-IAH,,819,152,
UA-5487-SFO-MRY,,820,59,
AA-204-LAX-MCO,6:55 a.m.  Fri 02-Dec-2011,821,228,3.0
UA-414-LAX-SFO,,822,61,
CO-1614-LAX-IAH,,823,154,
UA-2726-FLL-PHL,6:46 p.m.,824,155,17.0
CO-52-IAH-LAX,,825,156,
CO-1090-BOS-IAH,,826,157,
AA-616-DFW-DTW,12:35 p.m.,827,15,19.0
UA-3515-IAD-MSP,,828,67,
AA-3468-CVG-MIA,9:55 a.m.,829,6,18.0
AA-484-DFW-MIA,7:55 p.m.,830,7,17.0
AA-1886-BOS-MIA,,831,70,
CO-62-IAH-EWR,,832,158,
CO-1561-PHX-IAH,,833,159,
UA-2314-ATL-PHL,,834,73,
AA-446-DFW-PHL,3:50 p.m.,835,8,18.0
CO-1023-IAH-DEN,,836,160,
AA-466-IAH-MIA,9:20 a.m.,837,9,17.0
UA-3050-PHX-CLT,4:57 p.m.,838,161,18.0
CO-89-IAH-EWR,,839,162,
CO-1088-CLE-IAH,,840,163,
AA-1664-MIA-ATL,12:10 p.m.,841,12,19.0
AA-1279-DFW-PHX,2:35 p.m.,842,14,17.0
UA-854-SFO-IAH,,843,82,
UA-382-IAD-LAX,,844,83,
AA-4344-ORD-DTW,,845,84,
UA-257-JFK-SFO,6:15 p.m.,846,164,18.0
UA-2945-PHL-CLT,1:45 p.m.,847,165,18.0
CO-63-EWR-IAH,,848,166,
CO-47-IAH-LAX,,849,167,
AA-2050-ORD-MIA,2:45 p.m.,850,20,20.0
UA-248-PHX-ORD,,851,90,
AA-4330-CVG-ORD,,852,169,
AA-1434-DFW-MCO,10:35 a.m.,853,22,16.0
AA-1640-MIA-MCO,7:25 p.m.,854,2,20.0
AA-4307-ORD-DTW,9:10 p.m.,855,23,19.0
CO-1694-LAX-IAH,12:21 a.m.  Fri 02-Dec-2011,856,229,3.0
UA-843-LAX-ORD,,857,96,
CO-1193-EWR-MCO,12:18 p.m.,858,97,22.0
AA-3842-MSP-ORD,7:30 a.m.,859,25,17.0
AA-643-MIA-ORD,9:35 a.m.,860,26,16.0
AA-1007-MIA-PHX,,861,100,
UA-2906-PHL-MCO,6:23 p.m.,862,171,18.0
UA-938-DEN-ORD,,863,103,
AA-1221-MCO-ORD,9:45 p.m.,864,28,19.0
CO-16-LAX-EWR,,865,172,
UA-2515-DFW-CLT,,866,106,
AA-400-DFW-JFK,,867,107,
UA-664-ORD-PHL,4:31 p.m.,868,173,20.0
AA-3756-ORD-SLC,2:45 p.m.,869,4,19.0
UA-37-EWR-MCO,,870,174,
AA-1522-SFO-ORD,5:50 a.m.  Fri 02-Dec-2011,871,230,3.0
UA-233-LAX-JFK,12:29 a.m.  Fri 02-Dec-2011,872,231,3.0
AA-3823-LAX-DEN,12:15 a.m.  Fri 02-Dec-2011,873,232,3.0
AA-2312-DFW-DTW,11:50 p.m.,874,33,19.0
AA-1165-JFK-MIA,10:34 a.m.,875,34,15.0
AA-431-MIA-SFO,11:50 a.m.,876,35,18.0
UA-3373-IAD-PHL,,877,117,
AA-649-ORD-SNA,3:50 p.m.,878,36,16.0
CO-1250-MIA-IAH,,879,178,
UA-6273-YYC-SFO,,880,120,
UA-828-SFO-ORD,5:11 a.m.,881,209,7.0
CO-4888-IAH-DAL,6:40 p.m.,882,206,13.0
UA-858-PVG-SFO,,883,123,
UA-2704-DTW-PHX,,884,124,
AA-3063-SLC-LAX,,885,125,
UA-2708-EWR-CLT,,886,126,
UA-62-IAH-EWR,,887,181,
UA-1500-IAH-GUA,,888,182,
AA-3804-PHL-ORD,4:05 p.m.,889,38,19.0
AA-1917-JFK-MCO,5:55 p.m.,890,39,18.0
AA-2268-PHX-ORD,11:35 a.m.,891,40,18.0
AA-4277-CVG-JFK,2:15 p.m.,892,41,19.0
AA-2957-DFW-CVG,11:05 a.m.,893,11,17.0
UA-37-EDI-EWR,,894,183,
AA-789-ORD-DEN,2:35 p.m.,895,42,20.0
AA-415-BOS-ORD,,896,136,
AA-85-JFK-SFO,6:30 p.m.,897,44,19.0
AA-3979-CVG-ORD,8:00 a.m.,898,13,17.0
AA-1544-SAN-ORD,,899,58,
AA-3786-IAH-ORD,6:40 p.m.,900,46,20.0
AA-271-MIA-LAX,2:25 p.m.,901,19,18.0
AA-2525-DFW-MIA,11:10 a.m.,902,17,15.0
CO-50-CLE-EWR,,903,184,
UA-3099-PHX-PHL,6:17 p.m.,904,185,17.0
AA-4198-ORD-CLE,12:55 p.m.,905,30,18.0
AA-404-MIA-MCO,7:45 a.m.,906,18,17.0
CO-45-EWR-MIA,7:05 p.m.,907,145,20.0
AA-3809-PHX-LAX,6:40 a.m.,908,48,18.0
AA-59-JFK-SFO,10:45 a.m.,909,49,19.0
AA-222-LAX-BOS,3:30 p.m.,910,47,17.0
AA-3859-IAH-ORD,9:40 a.m.,911,0,18.0
AA-1640-MIA-MCO,7:25 p.m.,912,2,20.0
UA-3925-IAD-ORF,9:54 a.m.,913,186,7.0
AA-4344-ORD-DTW,,914,84,
UA-414-LAX-SFO,7:23 a.m.,915,189,6.0
CO-1614-LAX-IAH,5:35 a.m.,916,62,10.0
CO-52-IAH-LAX,,917,156,
CO-1090-BOS-IAH,1:16 p.m.,918,65,12.0
AA-3468-CVG-MIA,9:55 a.m.,919,6,18.0
CO-62-IAH-EWR,7:03 p.m.,920,71,12.0
AA-466-IAH-MIA,9:20 a.m.,921,9,17.0
AA-1664-MIA-ATL,12:10 p.m.,922,12,19.0
AA-1279-DFW-PHX,2:35 p.m.,923,14,17.0
AA-404-MIA-MCO,7:45 a.m.,924,18,17.0
UA-382-IAD-LAX,,925,83,
CO-50-CLE-EWR,,926,184,
AA-616-DFW-DTW,12:35 p.m.,927,15,19.0
AA-271-MIA-LAX,2:25 p.m.,928,19,18.0
AA-2050-ORD-MIA,2:45 p.m.,929,20,20.0
AA-4307-ORD-DTW,9:10 p.m.,930,23,19.0
AA-3-JFK-LAX,3:15 p.m.,931,24,18.0
CO-1694-LAX-IAH,12:21 a.m.,932,191,7.0
CO-1193-EWR-MCO,12:18 p.m.,933,97,22.0
UA-2906-PHL-MCO,6:23 p.m.,934,171,18.0
UA-938-DEN-ORD,,935,103,
AA-1221-MCO-ORD,9:45 p.m.,936,28,19.0
CO-16-LAX-EWR,6:44 p.m.,937,105,12.0
UA-2515-DFW-CLT,,938,106,
AA-400-DFW-JFK,2:59 p.m.,939,29,14.0
UA-664-ORD-PHL,4:31 p.m.,940,173,20.0
UA-37-EWR-MCO,4:17 p.m.,941,110,9.0
UA-233-LAX-JFK,12:29 a.m.,942,196,7.0
AA-2312-DFW-DTW,11:50 p.m.,943,33,19.0
AA-431-MIA-SFO,11:50 a.m.,944,35,18.0
UA-257-JFK-SFO,6:15 p.m.,945,164,18.0
UA-3373-IAD-PHL,9:24 a.m.,946,198,8.0
UA-828-SFO-ORD,5:11 a.m.Dec 02,947,179,7.0
CO-4888-IAH-DAL,6:09 p.m.,948,180,3.0
UA-858-PVG-SFO,8:27 a.m.,949,200,3.0
UA-2704-DTW-PHX,,950,124,
AA-3063-SLC-LAX,9:20 p.m.,951,37,7.0
UA-1500-IAH-GUA,,952,182,
CO-1561-PHX-IAH,,953,159,
AA-2268-PHX-ORD,11:35 a.m.,954,40,18.0
UA-2314-ATL-PHL,5:00 p.m.,955,203,8.0
UA-6273-YYC-SFO,9:43 a.m.,956,199,3.0
AA-4277-CVG-JFK,2:15 p.m.,957,41,19.0
AA-2957-DFW-CVG,11:05 a.m.,958,11,17.0
UA-37-EDI-EWR,11:53 a.m.,959,134,9.0
UA-854-SFO-IAH,,960,82,
AA-85-JFK-SFO,6:30 p.m.,961,44,19.0
AA-1544-SAN-ORD,5:25 p.m.,962,45,7.0
AA-3786-IAH-ORD,6:40 p.m.,963,46,20.0
CO-1088-CLE-IAH,,964,163,
AA-4198-ORD-CLE,12:55 p.m.,965,30,18.0
AA-3809-PHX-LAX,6:40 a.m.,966,48,18.0
AA-59-JFK-SFO,10:45 a.m.,967,49,19.0
AA-222-LAX-BOS,3:30 p.m.,968,47,17.0
AA-3859-IAH-ORD,9:30 a.m.,969,233,3.0
AA-3842-MSP-ORD,6:50 a.m.,970,234,3.0
AA-643-MIA-ORD,9:00 a.m.,971,235,3.0
AA-1640-MIA-MCO,7:08 p.m.,972,236,3.0
AA-2525-DFW-MIA,10:43 a.m.,973,237,3.0
UA-3050-PHX-CLT,4:37 p.m.,974,238,3.0
UA-3925-IAD-ORF,9:34 a.m.,975,239,3.0
UA-664-ORD-PHL,4:20 p.m.,976,240,3.0
AA-789-ORD-DEN,2:17 p.m.,977,241,3.0
AA-2312-DFW-DTW,11:31 p.m.,978,242,3.0
CO-1694-LAX-IAH,11:52 p.m.,979,243,3.0
CO-63-EWR-IAH,8:04 p.m.,980,244,3.0
AA-3786-IAH-ORD,6:30 p.m.,981,245,3.0
CO-47-IAH-LAX,8:46 p.m.,982,246,3.0
AA-1434-DFW-MCO,10:18 a.m.,983,247,3.0
AA-4330-CVG-ORD,3:50 p.m.,984,248,3.0
AA-3809-PHX-LAX,6:30 a.m.,985,249,3.0
AA-59-JFK-SFO,10:09 a.m.,986,250,3.0
AA-4307-ORD-DTW,9:00 p.m.,987,251,3.0
AA-85-JFK-SFO,5:57 p.m.,988,252,3.0
AA-3859-IAH-ORD,9:40 a.m.,989,0,18.0
AA-518-MIA-JFK,9:25 a.m.,990,3,16.0
UA-397-JFK-SFO,Not Available,991,253,1.0
UA-3925-IAD-ORF,Not Available,992,254,1.0
AA-1733-ORD-PHX,10:30 p.m.,993,1,19.0
AA-1640-MIA-MCO,7:25 p.m.,994,2,20.0
AA-3-JFK-LAX,3:15 p.m.,995,24,18.0
UA-2830-MCO-CLT,5:05 p.m.,996,151,17.0
AA-1544-SAN-ORD,5:25 p.m.,997,45,7.0
AA-204-LAX-MCO,Dec 02 6:55 a.m.,998,255,1.0
UA-414-LAX-SFO,Not Available,999,256,1.0
AA-3756-ORD-SLC,2:45 p.m.,1000,4,19.0
UA-2726-FLL-PHL,6:46 p.m.,1001,155,17.0
AA-3468-CVG-MIA,9:55 a.m.,1002,6,18.0
UA-3515-IAD-MSP,Not Available,1003,257,1.0
AA-484-DFW-MIA,7:55 p.m.,1004,7,17.0
CO-62-IAH-EWR,7:03 p.m.,1005,71,12.0
AA-446-DFW-PHL,3:50 p.m.,1006,8,18.0
AA-466-IAH-MIA,9:20 a.m.,1007,9,17.0
UA-3050-PHX-CLT,4:57 p.m.,1008,161,18.0
CO-89-IAH-EWR,10:20 a.m.,1009,78,10.0
CO-1088-CLE-IAH,10:54 a.m.,1010,79,9.0
AA-1886-BOS-MIA,2:20 p.m.,1011,10,5.0
AA-2957-DFW-CVG,11:05 a.m.,1012,11,17.0
AA-1664-MIA-ATL,12:10 p.m.,1013,12,19.0
AA-3979-CVG-ORD,8:00 a.m.,1014,13,17.0
AA-1279-DFW-PHX,2:35 p.m.,1015,14,17.0
AA-616-DFW-DTW,12:35 p.m.,1016,15,19.0
AA-4344-ORD-DTW,2:00 p.m.,1017,16,8.0
UA-2945-PHL-CLT,1:45 p.m.,1018,165,18.0
AA-2525-DFW-MIA,11:10 a.m.,1019,17,15.0
AA-271-MIA-LAX,2:25 p.m.,1020,19,18.0
AA-2050-ORD-MIA,2:45 p.m.,1021,20,20.0
AA-1434-DFW-MCO,10:35 a.m.,1022,22,16.0
CO-1561-PHX-IAH,11:35 a.m.,1023,72,9.0
AA-4307-ORD-DTW,9:10 p.m.,1024,23,19.0
CO-1694-LAX-IAH,Dec 02 12:21 a.m.,1025,258,1.0
UA-843-LAX-ORD,Not Available,1026,259,1.0
CO-1193-EWR-MCO,12:18 p.m.,1027,97,22.0
AA-3842-MSP-ORD,7:30 a.m.,1028,25,17.0
AA-643-MIA-ORD,9:35 a.m.,1029,26,16.0
UA-2906-PHL-MCO,6:23 p.m.,1030,171,18.0
AA-1221-MCO-ORD,9:45 p.m.,1031,28,19.0
UA-2515-DFW-CLT,10:31 a.m.,1032,194,5.0
AA-400-DFW-JFK,2:59 p.m.,1033,29,14.0
UA-664-ORD-PHL,Not Available,1034,260,1.0
AA-1522-SFO-ORD,Dec 02 5:50 a.m.,1035,261,1.0
UA-233-LAX-JFK,12:29 a.m.,1036,196,7.0
AA-3823-LAX-DEN,Dec 02 12:15 a.m.,1037,262,2.0
AA-2312-DFW-DTW,11:50 p.m.,1038,33,19.0
AA-1165-JFK-MIA,10:34 a.m.,1039,34,15.0
AA-431-MIA-SFO,11:50 a.m.,1040,35,18.0
UA-257-JFK-SFO,Not Available,1041,263,2.0
UA-3373-IAD-PHL,Not Available,1042,264,1.0
AA-649-ORD-SNA,3:50 p.m.,1043,36,16.0
