Address1,CountyName,original_index,unique_index
1010 lay dam road,chilton,828,91
1010 lay dam road,chilton,829,91
1010 lay dam road,chilton,830,91
1010 lay dam road,chilton,831,91
1010 lay dam road,chilton,832,91
1010 lay dam road,chilton,833,91
1010 lay dam road,chilton,834,91
1010 lay dam road,chilton,835,91
1010 lay dam road,chilton,836,91
1010 lay dam road,chilton,837,91
1010 lay dam road,chilton,838,91
1010 lay dam road,chilton,839,91
1010 lay dam road,chilton,840,91
1010 lay dam road,chilton,841,91
1010 lay dam road,chilton,842,91
1010 lay dam road,chilton,843,91
1010 lay dam road,chilton,844,91
1010 lay dam road,chilton,845,91
1010 lay dam road,chilton,846,91
1010 lay dam road,chilton,847,91
1010 lay dam road,chilton,848,91
x0x0 lay dam road,chilton,849,92
1010 lay dam road,chilton,850,91
1010 lay dam road,chilton,851,91
1256 military street south,marion,852,93
1256 military street south,marion,853,93
1256 military street south,marion,854,93
1256 military street south,marion,855,93
1256 military street south,marion,856,93
1256 military street sxuth,marion,857,94
1256 military street south,marion,858,93
1256 military street south,marion,859,93
1256 military street south,marion,860,93
1256 military street south,marion,861,93
1256 military street south,marion,862,93
1256 military street south,marion,863,93
1256 military street south,marion,864,93
1256 military street south,marion,865,93
1256 military street south,marion,866,93
1256 military street south,marion,867,93
1256 military street south,marion,868,93
1256 military street south,marion,869,93
1256 military street south,marion,870,93
1256 military street south,marion,871,93
1256 military street south,marion,872,93
1256 military street south,marion,873,93
1256 military street south,marion,874,93
1256 military street south,marion,875,93
1256 military street south,marion,876,93
1653 temple avenue north,fayette,877,95
1653 temple avenue north,fayette,878,95
1653 temple avenue north,fayette,879,95
1653 temple avenue north,fayette,880,95
1653 temple avenue north,fayette,881,95
1653 temple avenue north,fayette,882,95
1653 temple avenue north,fayette,883,95
1653 temple avenue north,fayette,884,95
1653 temple avenue north,fayette,885,95
1653 temple avenue north,fayette,886,95
1653 temple avenue north,fayette,887,95
1653 temple avenue north,fayette,888,95
1653 temple avenue north,fayette,889,95
1653 temple avenue north,fayette,890,95
1653 temple avenue north,fayette,891,95
1653 temple avenue north,fayette,892,95
1653 temple avenue north,fayette,893,95
1653 temple avenue north,fayette,894,95
1653 temple avenue north,fayexxe,895,96
1653 temple avenue north,fayette,896,95
1653 temple avenue north,fayette,897,95
1653 temple avenue north,fayette,898,95
1653 temple avenue north,fayette,899,95
1653 temple avenue north,fayette,900,95
1653 temple avenue north,fayette,901,95
600 south third street,etowah,902,97
600 south third street,etowah,903,97
600 south third street,etowah,904,97
600 south third street,etowah,905,97
600 south third street,etowah,906,97
600 south third street,etowah,907,97
600 south third street,etowah,908,97
600 south third street,etowah,909,97
600 south third street,etowah,910,97
600 south third street,etowah,911,97
600 south third street,etowah,912,97
600 south third street,etowah,913,97
600 south third street,etowah,914,97
600 souxh xhird sxreex,etowah,915,98
600 south third street,etowah,916,97
600 south third street,etowxh,917,99
600 south third street,etowah,918,97
600 south third street,etowah,919,97
600 south third street,etowah,920,97
600 south third street,etowah,921,97
600 south third street,etowah,922,97
600 south third street,etowah,923,97
600 south third street,etowah,924,97
600 south third street,etowah,925,97
600 south third street,etowah,926,97
600 south third street,etowah,927,97
600 south third street,etowah,928,97
600 south third street,etowah,929,97
515 miranda st,butler,930,100
515 miranda st,butler,931,100
515 miranda st,butler,932,100
515 miranda st,butler,933,100
515 miranda sx,butler,934,101
515 miranxa st,butler,935,102
515 miranda st,butler,936,100
515 miranda st,butler,937,100
515 miranda st,butler,938,100
515 miranda st,butler,939,100
515 miranda st,butler,940,100
515 miranda st,butler,941,100
515 miranda st,butler,942,100
515 miranda st,butxer,943,103
515 miranda st,butler,944,100
515 mirxndx st,butler,945,104
515 miranda st,butler,946,100
515 miranda st,butler,947,100
515 miranda st,butler,948,100
515 miranda st,butler,949,100
515 miranda st,butler,950,100
515 miranda st,butler,951,100
515 miranda st,butler,952,100
515 miranda st,butler,953,100
515 miranda st,butler,954,100
400 n edwards street,coffee,955,105
400xnxedwardsxstreet,coffee,956,106
400 n edwards street,coffee,957,105
400 n edwards street,coffee,958,105
400 n edwards street,coffee,959,105
400 n edwards street,coffee,960,105
400 n edwards street,coffee,961,105
400 n edwards street,coffee,962,105
400 n edwards street,coffee,963,105
400 n edwards street,coffee,964,105
400 n edwards street,coffee,965,105
400 n edwards street,cxffee,966,107
400 n edwards street,coffee,967,105
400 n edwards street,coffee,968,105
400 n edwards street,coffee,969,105
400 n edwards street,coffee,970,105
400 n edwards street,coffee,971,105
400 n edwards street,coffee,972,105
400 n edwards street,coffee,973,105
400 n edwards street,coffee,974,105
400 n edwards street,coffee,975,105
400 n edwards street,coffee,976,105
400 n edwards street,coffee,977,105
400 n edwards street,coffee,978,105
400 n edwards street,coffee,979,105
150 gilbreath drive,blount,980,108
150 gilbreath drive,blount,981,108
150 gilbreath drive,blount,982,108
150 gilbreath drive,blount,983,108
150 gilbreath drive,blount,984,108
150 gilbreath drive,blount,985,108
150 gilxreath drive,blount,986,109
150 gilbreath drive,blount,987,108
150 gilbreath drive,blount,988,108
150 gilbreath drive,blount,989,108
150 gilbreath drive,blount,990,108
150 gilbreath drive,blount,991,108
150 gilbreath drive,blount,992,108
150 gilbreath drive,blount,993,108
150 gilbreath drive,blount,994,108
150 gilbreath drive,blount,995,108
150 gilbreath drive,blount,996,108
150 gilbreath drive,blount,997,108
150 gilbreath drive,blount,998,108
150 gilbreath drive,blount,999,108
