ProviderNumber,HospitalName,original_index,unique_index
10044,marion regional medical center,852,78
10044,marion regional medical center,853,78
10044,marion regional medical center,854,78
10044,marion regional medical center,855,78
10044,marion regional medical center,856,78
10044,marion regional medical center,857,78
10044,marion regional medical center,858,78
1xx44,marion regional medical center,859,79
10044,marion regional medical center,860,78
10044,marion regional medical center,861,78
10044,marion regional medical center,862,78
10044,marion regional medical center,863,78
10044,marion regional medical center,864,78
10044,marion regional medical center,865,78
10044,marion regional medical center,866,78
10044,marion regional medical center,867,78
10044,marion regional medical center,868,78
10044,marion regional medical center,869,78
10044,marion regional medical center,870,78
10044,marion regional medical center,871,78
10044,marion regional medical center,872,78
10044,marion regional medical center,873,78
10044,marion regional medical center,874,78
10044,marion regional medical center,875,78
10044,marion regional medical center,876,78
10045,fayette medical center,877,80
1xx45,fayette medical center,878,81
10045,fayette medical center,879,80
10045,fayette medical center,880,80
10045,fayette medical center,881,80
10045,fayette medical center,882,80
10045,fayette medical center,883,80
10045,fayette medical center,884,80
10045,fayette medical center,885,80
10045,fayette medical center,886,80
10045,fayette medical center,887,80
x0045,fayette medical center,888,82
10045,fayette medical center,889,80
10045,fayette medical center,890,80
10045,fayette medical center,891,80
10045,fayette medical center,892,80
10045,fayette medical center,893,80
10045,fayette medical center,894,80
10045,fayette medical center,895,80
10045,fayette medical center,896,80
10045,fayette medical center,897,80
10045,fayette medical center,898,80
10045,fayette medical center,899,80
10045,fayette medical center,900,80
10045,fayette medical center,901,80
10046,riverview regional medical center,902,83
10046,rivxrvixw rxgional mxdical cxntxr,903,84
10046,riverview regional medical center,904,83
10046,riverview regional medical center,905,83
10046,riverview regional medical center,906,83
10046,riverview regional medical center,907,83
10046,riverview regional medical center,908,83
10046,riverview regional medical center,909,83
10046,riverview regional medical center,910,83
10046,riverview regional medical center,911,83
10046,riverview regional medical center,912,83
10046,riverview regional medical center,913,83
10046,riverview regional medical center,914,83
10046,riverview regional medical center,915,83
10046,riverview regional medical center,916,83
10046,riverview regional medical center,917,83
10046,riverview regional medical center,918,83
10046,riverview regional medical center,919,83
10046,riverview regional medical center,920,83
10046,xivexview xegional medical centex,921,85
10046,riverview rexional medical center,922,86
10046,riverview regional medical center,923,83
10046,riverview regional medical center,924,83
10046,riverview regional medical center,925,83
10046,riverview regional medical center,926,83
10046,riverview regional medical center,927,83
10046,riverview regional medical center,928,83
10046,riverview regional medical center,929,83
10047,georgiana hospital,930,87
10047,georgiana hospital,931,87
10047,georgiana hospital,932,87
1xx47,georgiana hospital,933,88
10047,georgiana hospital,934,87
10047,georgiana hospital,935,87
10047,georgiana hospital,936,87
10047,georgiana hospital,937,87
10047,georgiaxa hospital,938,89
10047,georgiana hospital,939,87
10047,georgiana hospital,940,87
10047,georgiana hospital,941,87
10047,georgiana hospital,942,87
10047,georgiana hospital,943,87
10047,georgiana hospital,944,87
10047,georgiana hospital,945,87
10047,georgiana hospital,946,87
10047,georgiana hospital,947,87
10047,georgiana hospital,948,87
10047,georgiana hospital,949,87
10047,georgiana hospital,950,87
10047,georgiana hospital,951,87
10047,georgiana hospital,952,87
10047,georgiana hospital,953,87
10047,georgiana hospital,954,87
1004x,medical center enterprise,955,90
10049,medixal xenter enterprise,956,91
10049,medical center enterprise,957,92
10049,medical center enterprise,958,92
10049,medical center enterprise,959,92
10049,medical center enterprise,960,92
10049,medical center enterprise,961,92
10049,medxcal center enterprxse,962,93
10049,medical center enterprise,963,92
10049,medical center enterprise,964,92
10049,medical center enterprise,965,92
10049,medical center enterprise,966,92
10049,medical center enterprise,967,92
10049,medical center enterprise,968,92
10049,medical center enterprise,969,92
10049,medical center enterprise,970,92
10049,medical center enterprise,971,92
10049,medical center enterprise,972,92
10049,medical center enterprise,973,92
10049,medical center enterprise,974,92
10049,medical center enterprise,975,92
10049,medical center enterprise,976,92
10049,medical center enterprise,977,92
10049,medical center enterprise,978,92
10049,medical center enterprise,979,92
10050,st vincents blount,980,94
10050,st vincents blount,981,94
10050,st vincents blount,982,94
10050,st vincents blount,983,94
10050,st vincents blount,984,94
10050,st vincents blount,985,94
10050,st vincents blount,986,94
10050,st vincents bxount,987,95
10050,st vincents blount,988,94
10050,st vincents blount,989,94
10050,st vincents blount,990,94
10050,st vincents blount,991,94
10050,st vincents blount,992,94
10050,st vincents blount,993,94
10050,st vincents blount,994,94
10050,st vincents blount,995,94
10050,st vincents blount,996,94
10050,st vincents blount,997,94
10050,st vincents blount,998,94
10050,st vincents blount,999,94
