HospitalName,HospitalOwner,original_index,unique_index
elba general hospital,voluntary non-profit - other,614,60
elba general hospital,voluntary non-profit - other,615,60
east alabama medical center and snf,government - hospital district or authority,616,61
east alabama medical center and snf,government - hospital district or authority,617,61
east alabama medical center and snf,government - hospital district or authority,618,61
east alabama medical center and snf,government - hospital district or authority,619,61
east alabama medical center and snf,government - hospital district or authority,620,61
east alabama medical center and snf,government - hospital district or authority,621,61
east alabama medical center and snf,government - hospital district or authority,622,61
east alabama medical center and snf,government - hospital district or authority,623,61
east alabama medical center and snf,government - hospital district or authority,624,61
east alabama medical center and snf,government - hospital district or authority,625,61
east alabama medical center and snf,government - hospital district or authority,626,61
east alabama medical center and snf,government - hospital district or authority,627,61
east alabama medical center and snf,government - hospital district or authority,628,61
east alabama medical center and snf,government - hospital district or authority,629,61
east alabama medical center and snf,government - hospital district or authority,630,61
east alabama medical center and snf,government - hospital district or authority,631,61
east alabama medical center and snf,government - hospital district or authority,632,61
east alabama medical center and snf,government - hospital district or authority,633,61
east alabama medical center and snf,government - hospital district or authority,634,61
east alabama medical center and snf,government - hospital district or authority,635,61
east alabama medical center and snf,government - hospital district or authority,636,61
east alabama medical center and snf,government - hospital district or authority,637,61
east alabama medical center and snf,government - hospital district or authority,638,61
east alabama medical center and snf,government - hospital district or authority,639,61
east alabama medical center and snf,government - hospital district or authority,640,61
wedowee hospital,government - local,641,62
wedowee hospital,government - local,642,62
wedowee hospital,government - local,643,62
wedowee hospital,government - local,644,62
wedowee hospital,government - local,645,62
wedowee hospital,government - local,646,62
wedowee hospital,government - local,647,62
wedowee hospital,government - local,648,62
wedowee hospital,government - local,649,62
wedowee hospital,government - local,650,62
wedowee hospital,government - local,651,62
wedowee hospital,government - local,652,62
wedowee hospital,government - local,653,62
wedowee hosxital,government - local,654,63
wedowee hospital,government - local,655,62
wedowee hospital,government - local,656,62
wedowee hospital,government - local,657,62
wedowee hospital,government - local,658,62
wedowee hospital,government - local,659,62
wedowee hospital,government - local,660,62
wedowee hospital,government - local,661,62
wedowee hospital,government - local,662,62
wedowee hospital,government - local,663,62
wedowee hospital,government - local,664,62
wedowee hospital,government - local,665,62
university of alabama hospital,government - state,666,64
university of alabama hospital,government - state,667,64
university of alabama hospital,government - state,668,64
university of alabama hospital,government - state,669,64
university of alabama hospital,government - state,670,64
university of alabama hospital,government - state,671,64
university of alabama hospital,government - state,672,64
university of alabama hospital,government - state,673,64
university of alabama hospital,government - state,674,64
university of alabama hospital,government - state,675,64
university of alabama hospital,government - state,676,64
university of alabama hospital,government - state,677,64
university of alabama hospital,government - state,678,64
university of alabama hospital,government - state,679,64
university of alabama hospital,government - state,680,64
university of alabama hospital,government - state,681,64
university of alabama hospital,government - state,682,64
university of alabama hospital,government - state,683,64
university of alabama hospital,government - state,684,64
university of alabama hospital,government - state,685,64
university of alabama hospital,government - state,686,64
university of alabama hospital,government - state,687,64
university of alabama hospital,government - state,688,64
university of alabama hospital,government - state,689,64
university of alabama hospital,government - state,690,64
community hospital inc,voluntary non-profit - private,691,65
community hospital inc,voluntary non-profit - private,692,65
community hospital inc,voluntary non-profit - private,693,65
community hospital inc,voluntary non-profit - private,694,65
community hospital inc,voluntary non-profit - private,695,65
community hospital inc,voluntary non-profit - private,696,65
communitx hospital inc,voluntary non-profit - private,697,66
community hospital inc,voluntary non-profit - private,698,65
community hospital inc,voluntary non-profit - private,699,65
community hospital inc,voluntary non-profit - private,700,65
community hospital inc,voluntary non-profit - private,701,65
community hospital inc,voluntary non-profit - private,702,65
community hospital inc,voluntary non-profit - private,703,65
community hospital inc,voluntary non-profit - private,704,65
community hospital inc,voluntary non-profit - private,705,65
community hospital inc,voluntary non-profit - private,706,65
community hospital inc,voluntary non-profit - private,707,65
community hospital inc,voluntary non-profit - private,708,65
community hospital inc,voluntary non-profit - private,709,65
communixy hospixal inc,voluntary non-profit - private,710,67
community hospital inc,voluntary non-profit - private,711,65
community hospital inc,voluntary non-profit - private,712,65
community hospital inc,voluntary non-profit - private,713,65
community hospital inc,voluntary non-profit - private,714,65
community hospital inc,voluntary non-profit - private,715,65
cullman regional medical center,government - hospital district or authority,716,68
cullman regional medical center,government - hospital district or authority,717,68
cullman regional medical center,government - hospital district or authority,718,68
cullman regional medical center,government - hospital district or authority,719,68
cullman regional medical center,government - hospital district or authority,720,68
cullman regional medical center,government - hospital district or authority,721,68
cullman regional medical center,government - hospital district or authority,722,68
cullman regional medical center,government - hospital district or authority,723,68
cullman regional medical center,government - hospital district or authority,724,68
cullman regional medical center,government - hospital district or authority,725,68
cullman regional medical center,government - hospital district or authority,726,68
cullman regional medical center,government - hospital district or authority,727,68
cullman regional medical center,government - hospital district or authority,728,68
cullman regional medical center,government - hospital district or authority,729,68
cullmxn regionxl medicxl center,government - hospital district or authority,730,69
cullman regional medical center,government - hospital district or authority,731,68
cullman regional medical center,government - hospital district or authority,732,68
cullman regional medical center,government - hospital district or authority,733,68
cullman regional medical center,government - hospital district or authority,734,68
cullman regional medical center,government - hospital district or authority,735,68
cullman regional medical center,government - hospital district or authority,736,68
cullman regional medical center,government - hospital district or authority,737,68
cullman regional medical center,government - hospital district or authority,738,68
cullman regional medical center,government - hospital district or authority,739,68
cullman regional medical center,government - hospital district or authority,740,68
andalusia regional hospital,proprietary,741,70
andalusia regional hospital,proprietary,742,70
andalusia regional hospital,proprietary,743,70
andalusia regional hospital,prxprietary,744,71
andalusia regional hospital,proprietary,745,70
andalusia regional hospital,proprietary,746,70
andalusia regional hospital,proprietary,747,70
andalusia regional hospital,proprietary,748,70
andalusia regional hospital,proprietary,749,70
andalusia regional hospital,proprietary,750,70
andalusia regional hospital,proprietary,751,70
andalusia regional hospital,proprietary,752,70
andalusia regional hospital,proprietary,753,70
andalusia regional hospital,proprietary,754,70
andalusia regional hospital,proprietary,755,70
andalusia regional hospital,proprietary,756,70
andalusia regional hospital,proprietary,757,70
andaxusia regionax hospitax,proprietary,758,72
andalusia regional hospital,proprietary,759,70
andalusia regional hospital,proprietary,760,70
andalusia regional hospital,proprietary,761,70
andalusia regional hospital,proprietary,762,70
andalusia regional hospital,proprietary,763,70
andalusia regional hospital,proprietary,764,70
andaluxia regional hoxpital,proprietary,765,73
stringfellow memorial hospital,proprietary,766,30
stringfellow memorial hospital,proprietary,767,30
stringfellow memorial hospital,proprietary,768,30
stringfellow memorial hospital,proprietary,769,30
stringfellow memorial hospital,proprietary,770,30
stringfellow memorial hospital,proprietary,771,30
stringfellow memorial hospital,proprietary,772,30
stringfellow memorial hospital,proprietary,773,30
huntsville hospital,government - hospital district or authority,774,74
huntsville hospital,government - hospital district or authority,775,74
huntsville hospital,government - hospital district or authority,776,74
huntsvxlle hospxtal,government - hospital district or authority,777,75
huntsville hospital,government - hospital district or authority,778,74
huntsville hospital,government - hospital district or authority,779,74
huntsville hospital,government - hospital district or authority,780,74
huntsville hospital,government - hospital district or authority,781,74
huntsville hospital,government - hospital district or authority,782,74
huntsville hospital,government - hospital district or authority,783,74
huntsville hospital,goverxmext - hospital district or authority,784,76
huntsville hospital,government - hospital district or authority,785,74
huntsville hospital,government - hospital district or authority,786,74
huntsville hospital,government - hospital district or authority,787,74
huntsville hospital,government - hospital district or authority,788,74
huntsville hospital,government - hospital district or authority,789,74
huntsville hospital,government - hospital district or authority,790,74
huntsville hospital,government - hospital district or authority,791,74
huntsville hospital,government - hospital district or authority,792,74
huntsville hospital,government - hospital district or authority,793,74
huntsville hospital,government - hospital district or authority,794,74
huntsville hospital,government - hospital district or authority,795,74
huntsville hospital,government - hospital district or authority,796,74
huntsville hospital,government - hospital district or authority,797,74
huntsville hospital,government - hospital district or authority,798,74
huntsville hospital,government - hospital district or authority,799,74
huntsville hospital,government - hospital district or authority,800,74
huntsville hospital,government - hospital district or authority,801,74
gadsden regional medical center,proprietary,802,77
gadsden regional medical center,proprietary,803,77
gadsden regional medical center,proprietary,804,77
gadsden regional medical center,proprietary,805,77
gadsden regional medical center,proprietary,806,77
gadsden regional medical center,proprietary,807,77
gadsden regional medical center,proprietary,808,77
gadsden regional medical center,proprietary,809,77
gadsden regional medical center,proprietary,810,77
gadsden regional medical center,proprietary,811,77
gadsden regional medical center,proprietary,812,77
gadsden regional medical center,proprietary,813,77
gadsden regional medical center,proprietary,814,77
gadsden regional medical center,proprietary,815,77
gadsden regional medical center,proprietary,816,77
gadsden regional medical center,proprietary,817,77
gadsden regional medical center,proprietary,818,77
gadsden regional medical center,proprietary,819,77
gadsden regional medical center,proprietary,820,77
gadsden regional medical center,proprietary,821,77
gadsden regional medical center,proprietary,822,77
gadsden regional medical center,proprietary,823,77
gadsden regional medical center,proprietary,824,77
gadsden regional medical center,proprietary,825,77
gadsden regional medical center,proprietary,826,77
chilton medical center,voluntary non-profit - private,827,78
chilton medical center,voluntary non-profit - private,828,78
chilton medical center,voluntary non-profit - private,829,78
chilton medical center,voluntary non-profit - private,830,78
chilton medical center,voluntary non-profit - private,831,78
chilton medical center,voluntary non-profit - private,832,78
chilton medical center,voluntary non-profit - private,833,78
chilton medical center,voluntary non-profit - private,834,78
chilton medical center,voluntary non-profit - private,835,78
chilton medical center,voluntary non-profit - private,836,78
chilton medical center,voluntary non-profit - private,837,78
chilton medical center,voluntary non-profit - private,838,78
chilton medical center,voluntary non-profit - private,839,78
chilton medical center,voluntary non-profit - private,840,78
chilton medical center,voluntary non-profit - private,841,78
chilton medical center,voluntary non-profit - private,842,78
chilton medical center,voluntary non-profit - private,843,78
chilton medical center,voluntary non-profit - private,844,78
chilton medical center,voluntary non-profit - private,845,78
chilton medical center,voluntaxy non-pxofit - pxivate,846,79
chilton medical center,voluntary non-profit - private,847,78
chilton medical center,voluntary non-profit - private,848,78
chilton medical center,voluntary non-profit - private,849,78
chilton medical center,voluntary non-profit - private,850,78
chilton medical center,voluntary non-profit - private,851,78
marion regional medical center,voluntary non-profit - private,852,80
marion regional medical center,voluntary non-profit - private,853,80
marion regional medical center,voluntary non-profit - private,854,80
marion regional medical center,voluntary non-profit - private,855,80
marion regional medical center,voluntary non-profit - private,856,80
marion regional medical center,voluntary non-profit - private,857,80
marion regional medical center,voluntary non-profit - private,858,80
marion regional medical center,voluntary non-profit - private,859,80
marion regional medical center,voluntary non-profit - private,860,80
marion regional medical center,voluntary non-profit - private,861,80
marion regional medical center,voluntary non-profit - private,862,80
marion regional medical center,voluntary non-profit - private,863,80
marion regional medical center,voluntary non-profit - private,864,80
marion regional medical center,voluntary non-profit - private,865,80
marion regional medical center,voluntary non-profit - private,866,80
marion regional medical center,voluntary non-profit - private,867,80
marion regional medical center,voluxtary xox-profit - private,868,81
marion regional medical center,voluntary non-profit - private,869,80
marion regional medical center,voluntary non-profit - private,870,80
marion regional medical center,voluntary non-profit - private,871,80
marion regional medical center,voluntaxy non-pxofit - pxivate,872,82
marion regional medical center,voluntary non-profit - private,873,80
marion regional medical center,voluntary non-profit - private,874,80
marion regional medical center,voluntary non-profit - private,875,80
marion regional medical center,voluntary non-profit - private,876,80
fayette medical center,voluntary non-profit - other,877,83
fayette medical center,voluntary non-profit - other,878,83
fayette medical center,voluntary non-profit - other,879,83
fayette medical center,voluntary non-profit - other,880,83
fayette medical center,voluntary non-profit - other,881,83
fayette medical center,voluntary non-profit - other,882,83
fayette medical center,voluntary non-profit - other,883,83
fayette medical center,voluntary non-profit - other,884,83
fayette medical center,voluntary non-profit - other,885,83
fayette medical center,voluntary non-profit - other,886,83
fayette medical center,voluntary non-profit - other,887,83
fayette medical center,voluntary non-profit - other,888,83
fayette medical center,voluntary non-profit - other,889,83
fayette medical center,voluntary non-profit - other,890,83
fayette medical center,voluntary non-profit - other,891,83
fayette medical center,voluntary non-profit - other,892,83
fayette medical center,voluntary non-profit - other,893,83
fayette medical center,voluntary non-profit - other,894,83
fayette medical center,voluntary non-profit - other,895,83
fayette medical center,voluntary non-profit - other,896,83
fayette medical center,voluntary non-profit - other,897,83
fayette medical center,voluntary non-profit - other,898,83
fayette medical center,voluntary non-profit - other,899,83
fayette medical center,voluntary non-profit - other,900,83
fayette medical center,voluntary non-profit - other,901,83
riverview regional medical center,proprietary,902,84
rivxrvixw rxgional mxdical cxntxr,proprietary,903,85
riverview regional medical center,proprietary,904,84
riverview regional medical center,proprietary,905,84
riverview regional medical center,proprietary,906,84
riverview regional medical center,proprietary,907,84
riverview regional medical center,proprietary,908,84
riverview regional medical center,proprietary,909,84
riverview regional medical center,proprietary,910,84
riverview regional medical center,proprietary,911,84
riverview regional medical center,proprietary,912,84
riverview regional medical center,proprietary,913,84
riverview regional medical center,proprietary,914,84
riverview regional medical center,proprietary,915,84
riverview regional medical center,proprietary,916,84
riverview regional medical center,proprietary,917,84
riverview regional medical center,proprietary,918,84
riverview regional medical center,proprietary,919,84
riverview regional medical center,proprietary,920,84
xivexview xegional medical centex,proprietary,921,86
riverview rexional medical center,proprietary,922,87
riverview regional medical center,proprietary,923,84
riverview regional medical center,proprietary,924,84
riverview regional medical center,proprietary,925,84
riverview regional medical center,proprietary,926,84
riverview regional medical center,proprietary,927,84
riverview regional medical center,proprietary,928,84
riverview regional medical center,proprietary,929,84
georgiana hospital,voluntary non-profit - private,930,88
georgiana hospital,voluntary non-profit - private,931,88
georgiana hospital,voluntary non-profit - private,932,88
georgiana hospital,voluntary non-profit - private,933,88
georgiana hospital,voluntary non-profit - private,934,88
georgiana hospital,voluntary non-profit - private,935,88
georgiana hospital,voluntary non-profit - private,936,88
georgiana hospital,voluntary non-profit - private,937,88
georgiaxa hospital,voluntary non-profit - private,938,89
georgiana hospital,voluntary non-profit - private,939,88
georgiana hospital,voluntary non-profit - private,940,88
georgiana hospital,voluntary non-profit - private,941,88
georgiana hospital,voluntary non-profit - private,942,88
georgiana hospital,voluntary non-profit - private,943,88
georgiana hospital,voluntary non-profit - private,944,88
georgiana hospital,voluntary non-profit - private,945,88
georgiana hospital,voluntary non-profit - private,946,88
georgiana hospital,voluntary non-profit - private,947,88
georgiana hospital,voluntary non-profit - private,948,88
georgiana hospital,voluntary non-profit - private,949,88
georgiana hospital,voluntary non-profit - private,950,88
georgiana hospital,voluntary non-profit - private,951,88
georgiana hospital,voluntary non-profit - private,952,88
georgiana hospital,voluntary non-profit - private,953,88
georgiana hospital,voluntary non-profit - private,954,88
medical center enterprise,proprietary,955,90
medixal xenter enterprise,proprietary,956,91
medical center enterprise,proprietary,957,90
medical center enterprise,proprietary,958,90
medical center enterprise,proprietary,959,90
medical center enterprise,proprietary,960,90
medical center enterprise,proprietary,961,90
medxcal center enterprxse,proprietary,962,92
medical center enterprise,proprietary,963,90
medical center enterprise,proprietary,964,90
medical center enterprise,proprietary,965,90
medical center enterprise,proprietary,966,90
medical center enterprise,proprietary,967,90
medical center enterprise,proprietary,968,90
medical center enterprise,proprietary,969,90
medical center enterprise,proprietary,970,90
medical center enterprise,proprietary,971,90
medical center enterprise,proprietary,972,90
medical center enterprise,proprietary,973,90
medical center enterprise,proprietary,974,90
medical center enterprise,proprietary,975,90
medical center enterprise,proprietary,976,90
medical center enterprise,proprietary,977,90
medical center enterprise,proprietary,978,90
medical center enterprise,proprietary,979,90
st vincents blount,voluntary non-profit - private,980,93
st vincents blount,voluntary non-profit - private,981,93
st vincents blount,voluntary non-profit - private,982,93
st vincents blount,voluntary non-profit - private,983,93
st vincents blount,voluntary non-profit - private,984,93
st vincents blount,voluntary non-profit - private,985,93
st vincents blount,voluntary non-profit - private,986,93
st vincents bxount,voluntary non-profit - private,987,94
st vincents blount,voluntary non-profit - private,988,93
st vincents blount,voluntary non-profit - private,989,93
st vincents blount,voluntary non-profit - private,990,93
st vincents blount,voluntary non-profit - private,991,93
st vincents blount,voluntary non-profit - private,992,93
st vincents blount,voluntary non-profit - private,993,93
st vincents blount,voluntary non-profit - private,994,93
st vincents blount,voluntary non-profit - private,995,93
st vincents blount,voluntary non-profit - private,996,93
st vincents blount,voluntary non-profit - private,997,93
st vincents blount,voluntary non-profit - private,998,93
st vincents blount,voluntary non-profit - private,999,93
