abv,original_index,unique_index,count
,1117,89,
0.052,1118,47,80.0
0.048,1119,67,50.0
0.072,1120,10,28.0
0.067%,1121,79,5.0
0.049%,1122,21,25.0
0.05,1123,0,150.0
0.051,1124,70,44.0
0.055%,1125,30,46.0
0.055,1126,8,112.0
0.065,1127,7,86.0
0.07%,1128,23,30.0
0.05,1129,0,150.0
0.067,1130,74,20.0
0.069%,1131,12,11.0
,1132,89,
0.045,1133,39,64.0
0.055,1134,8,112.0
0.055,1135,8,112.0
0.06,1136,15,92.0
0.06%,1137,64,33.0
0.05%,1138,60,65.0
0.05%,1139,60,65.0
0.09300000000000001%,1140,115,1.0
0.052,1141,47,80.0
0.071,1142,2,14.0
0.075,1143,4,30.0
0.052000000000000005%,1144,34,27.0
0.057999999999999996%,1145,55,28.0
0.055,1146,8,112.0
0.055,1147,8,112.0
0.047%,1148,59,18.0
0.066%,1149,93,8.0
0.095%,1150,83,4.0
0.049%,1151,21,25.0
0.052,1152,47,80.0
0.066%,1153,93,8.0
0.057,1154,48,35.0
0.06,1155,15,92.0
0.055,1156,8,112.0
0.057999999999999996%,1157,55,28.0
0.05,1158,0,150.0
0.068,1159,61,36.0
0.058,1160,57,38.0
0.065%,1161,45,37.0
0.065%,1162,45,37.0
0.065,1163,7,86.0
0.055,1164,8,112.0
0.065%,1165,45,37.0
0.065,1166,7,86.0
,1167,89,
,1168,89,
,1169,89,
,1170,89,
,1171,89,
,1172,89,
,1173,89,
0.051,1174,70,44.0
0.055,1175,8,112.0
0.06,1176,15,92.0
0.057%,1177,56,17.0
0.049,1178,20,34.0
0.063,1179,73,31.0
0.048,1180,67,50.0
0.046%,1181,33,10.0
0.046%,1182,33,10.0
0.046,1183,78,22.0
0.046,1184,78,22.0
0.04%,1185,106,10.0
0.08,1186,40,40.0
0.054,1187,35,35.0
0.07200000000000001%,1188,102,9.0
0.066%,1189,93,8.0
0.048,1190,67,50.0
0.045,1191,39,64.0
0.068%,1192,26,16.0
0.05%,1193,60,65.0
0.055,1194,8,112.0
0.05,1195,0,150.0
0.048,1196,67,50.0
0.064,1197,72,18.0
0.064,1198,72,18.0
0.056,1199,54,38.0
0.05,1200,0,150.0
0.051,1201,70,44.0
0.057,1202,48,35.0
0.05%,1203,60,65.0
0.05,1204,0,150.0
0.057,1205,48,35.0
0.052,1206,47,80.0
0.06,1207,15,92.0
0.058,1208,57,38.0
0.057,1209,48,35.0
0.052,1210,47,80.0
0.065,1211,7,86.0
0.057,1212,48,35.0
0.06%,1213,64,33.0
0.075%,1214,103,13.0
0.057,1215,48,35.0
0.058,1216,57,38.0
0.061,1217,75,17.0
0.059,1218,28,22.0
0.046,1219,78,22.0
0.072,1220,10,28.0
0.04,1221,42,28.0
0.046,1222,78,22.0
0.046%,1223,33,10.0
0.048,1224,67,50.0
0.055,1225,8,112.0
0.045%,1226,6,25.0
0.062,1227,50,44.0
0.056,1228,54,38.0
0.052,1229,47,80.0
0.062,1230,50,44.0
0.052,1231,47,80.0
0.048%,1232,53,22.0
0.038%,1233,77,3.0
0.051,1234,70,44.0
0.054000000000000006%,1235,58,15.0
0.053,1236,46,47.0
0.061,1237,75,17.0
0.057999999999999996%,1238,55,28.0
0.05,1239,0,150.0
0.051,1240,70,44.0
0.05,1241,0,150.0
0.055,1242,8,112.0
0.099,1243,17,25.0
0.043,1244,49,8.0
0.085,1245,13,24.0
0.079,1246,18,5.0
0.047,1247,63,39.0
0.05%,1248,60,65.0
0.069,1249,32,21.0
0.07,1250,22,62.0
0.06,1251,15,92.0
0.051,1252,70,44.0
0.055,1253,8,112.0
0.051%,1254,44,18.0
0.042,1255,38,27.0
0.065%,1256,45,37.0
0.042,1257,38,27.0
0.045,1258,39,64.0
0.07200000000000001%,1259,102,9.0
0.067,1260,74,20.0
0.045,1261,39,64.0
0.055,1262,8,112.0
0.055,1263,8,112.0
0.05%,1264,60,65.0
0.09,1265,31,15.0
0.06,1266,15,92.0
0.085,1267,13,24.0
0.099,1268,17,25.0
0.08,1269,40,40.0
0.06%,1270,64,33.0
0.095,1271,96,5.0
0.066,1272,1,12.0
0.047%,1273,59,18.0
0.062,1274,50,44.0
0.07200000000000001%,1275,102,9.0
0.05,1276,0,150.0
0.099,1277,17,25.0
0.063,1278,73,31.0
0.09699999999999999%,1279,116,2.0
0.05,1280,0,150.0
0.065,1281,7,86.0
0.05,1282,0,150.0
0.08%,1283,71,17.0
0.08,1284,40,40.0
0.05,1285,0,150.0
0.05,1286,0,150.0
0.065%,1287,45,37.0
0.065%,1288,45,37.0
0.042,1289,38,27.0
0.065,1290,7,86.0
0.051,1291,70,44.0
0.045,1292,39,64.0
0.045%,1293,6,25.0
0.048,1294,67,50.0
0.047%,1295,59,18.0
0.05,1296,0,150.0
0.06%,1297,64,33.0
0.047,1298,63,39.0
0.055,1299,8,112.0
0.055,1300,8,112.0
0.051,1301,70,44.0
0.055%,1302,30,46.0
0.05%,1303,60,65.0
0.07,1304,22,62.0
0.082,1305,16,17.0
0.06%,1306,64,33.0
0.05%,1307,60,65.0
0.068,1308,61,36.0
0.055,1309,8,112.0
0.045,1310,39,64.0
0.057,1311,48,35.0
0.062,1312,50,44.0
0.037,1313,117,4.0
0.037,1314,117,4.0
0.037,1315,117,4.0
0.069%,1316,12,11.0
0.069,1317,32,21.0
0.069,1318,32,21.0
0.072,1319,10,28.0
0.072,1320,10,28.0
0.042%,1321,91,11.0
0.052,1322,47,80.0
0.052,1323,47,80.0
0.054,1324,35,35.0
0.053%,1325,98,13.0
0.053,1326,46,47.0
0.071,1327,2,14.0
0.053,1328,46,47.0
0.056,1329,54,38.0
0.063,1330,73,31.0
0.063,1331,73,31.0
0.048,1332,67,50.0
0.05%,1333,60,65.0
0.057%,1334,56,17.0
0.08%,1335,71,17.0
0.075,1336,4,30.0
0.06,1337,15,92.0
0.08,1338,40,40.0
0.063,1339,73,31.0
0.058,1340,57,38.0
0.083,1341,27,6.0
0.08,1342,40,40.0
0.075%,1343,103,13.0
0.075%,1344,103,13.0
0.065,1345,7,86.0
0.043,1346,49,8.0
0.075,1347,4,30.0
0.053,1348,46,47.0
0.05,1349,0,150.0
0.068,1350,61,36.0
0.048,1351,67,50.0
0.048,1352,67,50.0
,1353,89,
0.087,1354,112,8.0
0.051,1355,70,44.0
0.075%,1356,103,13.0
0.065%,1357,45,37.0
0.092,1358,65,11.0
0.048%,1359,53,22.0
0.051,1360,70,44.0
0.099,1361,17,25.0
0.054000000000000006%,1362,58,15.0
0.04,1363,42,28.0
0.05%,1364,60,65.0
0.062,1365,50,44.0
0.062,1366,50,44.0
0.055,1367,8,112.0
0.055%,1368,30,46.0
0.055,1369,8,112.0
0.05,1370,0,150.0
0.042,1371,38,27.0
0.055,1372,8,112.0
0.05,1373,0,150.0
0.05,1374,0,150.0
0.068,1375,61,36.0
0.048,1376,67,50.0
0.092,1377,65,11.0
0.04,1378,42,28.0
0.04,1379,42,28.0
0.04,1380,42,28.0
0.04,1381,42,28.0
0.055%,1382,30,46.0
0.056,1383,54,38.0
0.042,1384,38,27.0
0.075,1385,4,30.0
0.068,1386,61,36.0
0.052,1387,47,80.0
0.067,1388,74,20.0
0.055%,1389,30,46.0
0.047,1390,63,39.0
0.058,1391,57,38.0
0.065,1392,7,86.0
0.05,1393,0,150.0
0.054000000000000006%,1394,58,15.0
0.087,1395,112,8.0
0.058,1396,57,38.0
0.055999999999999994%,1397,52,28.0
0.06,1398,15,92.0
0.056,1399,54,38.0
0.049,1400,20,34.0
0.047,1401,63,39.0
0.046%,1402,33,10.0
0.05%,1403,60,65.0
0.052,1404,47,80.0
0.05,1405,0,150.0
0.05%,1406,60,65.0
0.052,1407,47,80.0
0.07,1408,22,62.0
0.082,1409,16,17.0
0.085,1410,13,24.0
0.072,1411,10,28.0
0.042,1412,38,27.0
0.085,1413,13,24.0
0.055,1414,8,112.0
0.05,1415,0,150.0
0.04,1416,42,28.0
0.04,1417,42,28.0
0.053,1418,46,47.0
0.053,1419,46,47.0
0.037,1420,117,4.0
0.052000000000000005%,1421,34,27.0
0.053,1422,46,47.0
0.086%,1423,118,1.0
0.042,1424,38,27.0
0.05,1425,0,150.0
0.042%,1426,91,11.0
0.07,1427,22,62.0
0.065,1428,7,86.0
0.055,1429,8,112.0
0.053%,1430,98,13.0
0.07400000000000001%,1431,109,4.0
0.085,1432,13,24.0
0.085,1433,13,24.0
0.07400000000000001%,1434,109,4.0
0.053,1435,46,47.0
0.061,1436,75,17.0
0.065,1437,7,86.0
0.048,1438,67,50.0
0.048,1439,67,50.0
0.057,1440,48,35.0
0.066%,1441,93,8.0
0.048,1442,67,50.0
0.045,1443,39,64.0
0.065,1444,7,86.0
0.05%,1445,60,65.0
0.055999999999999994%,1446,52,28.0
0.048,1447,67,50.0
0.055%,1448,30,46.0
0.052,1449,47,80.0
0.048%,1450,53,22.0
0.052000000000000005%,1451,34,27.0
0.05,1452,0,150.0
0.052,1453,47,80.0
0.05,1454,0,150.0
0.065%,1455,45,37.0
0.052,1456,47,80.0
0.065,1457,7,86.0
0.048,1458,67,50.0
0.052000000000000005%,1459,34,27.0
0.034,1460,119,1.0
0.062%,1461,69,15.0
0.05,1462,0,150.0
0.05,1463,0,150.0
0.09,1464,31,15.0
0.088,1465,80,6.0
0.09%,1466,3,9.0
0.088,1467,80,6.0
0.05,1468,0,150.0
0.05%,1469,60,65.0
0.062,1470,50,44.0
0.05%,1471,60,65.0
0.068,1472,61,36.0
0.088,1473,80,6.0
0.065%,1474,45,37.0
0.039,1475,100,9.0
0.049%,1476,21,25.0
0.056,1477,54,38.0
0.056,1478,54,38.0
0.052000000000000005%,1479,34,27.0
0.054000000000000006%,1480,58,15.0
0.046,1481,78,22.0
0.042%,1482,91,11.0
0.072,1483,10,28.0
0.054,1484,35,35.0
0.055,1485,8,112.0
0.055%,1486,30,46.0
0.051%,1487,44,18.0
0.072,1488,10,28.0
0.06,1489,15,92.0
0.061,1490,75,17.0
0.055,1491,8,112.0
0.045,1492,39,64.0
0.045%,1493,6,25.0
0.049%,1494,21,25.0
0.048%,1495,53,22.0
0.06,1496,15,92.0
0.06,1497,15,92.0
0.056,1498,54,38.0
0.069%,1499,12,11.0
0.063,1500,73,31.0
0.063%,1501,104,7.0
0.045,1502,39,64.0
0.045,1503,39,64.0
0.043,1504,49,8.0
0.04,1505,42,28.0
0.055,1506,8,112.0
0.061,1507,75,17.0
0.051,1508,70,44.0
0.067,1509,74,20.0
0.054,1510,35,35.0
0.058,1511,57,38.0
0.067%,1512,79,5.0
0.082,1513,16,17.0
0.049,1514,20,34.0
0.048,1515,67,50.0
0.048%,1516,53,22.0
0.047,1517,63,39.0
0.051%,1518,44,18.0
0.05,1519,0,150.0
0.045,1520,39,64.0
0.092%,1521,97,2.0
0.087,1522,112,8.0
0.054,1523,35,35.0
0.047,1524,63,39.0
0.051%,1525,44,18.0
0.051,1526,70,44.0
0.047,1527,63,39.0
0.095%,1528,83,4.0
0.065,1529,7,86.0
0.06%,1530,64,33.0
0.05%,1531,60,65.0
0.057,1532,48,35.0
0.05%,1533,60,65.0
0.06,1534,15,92.0
0.065,1535,7,86.0
0.068,1536,61,36.0
0.055,1537,8,112.0
0.046%,1538,33,10.0
0.045,1539,39,64.0
0.065,1540,7,86.0
0.075%,1541,103,13.0
0.055,1542,8,112.0
0.048%,1543,53,22.0
0.053%,1544,98,13.0
0.055%,1545,30,46.0
0.067%,1546,79,5.0
0.042,1547,38,27.0
0.040999999999999995%,1548,94,4.0
0.065,1549,7,86.0
0.053,1550,46,47.0
0.049%,1551,21,25.0
0.052,1552,47,80.0
0.08,1553,40,40.0
,1554,89,
,1555,89,
,1556,89,
0.05,1557,0,150.0
,1558,89,
0.065,1559,7,86.0
0.065,1560,7,86.0
0.053%,1561,98,13.0
0.085,1562,13,24.0
0.085,1563,13,24.0
0.065,1564,7,86.0
0.07%,1565,23,30.0
0.065,1566,7,86.0
0.065,1567,7,86.0
0.087%,1568,120,2.0
0.065,1569,7,86.0
0.065,1570,7,86.0
0.087,1571,112,8.0
0.09%,1572,3,9.0
0.08%,1573,71,17.0
0.08,1574,40,40.0
0.08%,1575,71,17.0
0.09,1576,31,15.0
0.087,1577,112,8.0
0.099,1578,17,25.0
0.053%,1579,98,13.0
0.099,1580,17,25.0
0.08,1581,40,40.0
0.087,1582,112,8.0
0.065,1583,7,86.0
0.092,1584,65,11.0
0.095,1585,96,5.0
0.099,1586,17,25.0
0.08%,1587,71,17.0
0.08,1588,40,40.0
0.08,1589,40,40.0
0.065,1590,7,86.0
0.065%,1591,45,37.0
0.065,1592,7,86.0
0.065%,1593,45,37.0
0.065,1594,7,86.0
0.052000000000000005%,1595,34,27.0
0.087,1596,112,8.0
0.087%,1597,120,2.0
0.099%,1598,85,10.0
0.08%,1599,71,17.0
0.08,1600,40,40.0
0.065,1601,7,86.0
0.065,1602,7,86.0
0.055%,1603,30,46.0
0.055,1604,8,112.0
0.04,1605,42,28.0
0.048,1606,67,50.0
0.053,1607,46,47.0
0.052,1608,47,80.0
0.053%,1609,98,13.0
0.045,1610,39,64.0
0.044,1611,19,13.0
0.05,1612,0,150.0
0.042,1613,38,27.0
0.062%,1614,69,15.0
0.044,1615,19,13.0
0.048,1616,67,50.0
0.055%,1617,30,46.0
0.05%,1618,60,65.0
0.046%,1619,33,10.0
0.05,1620,0,150.0
0.04,1621,42,28.0
0.05,1622,0,150.0
0.065,1623,7,86.0
0.062,1624,50,44.0
0.042,1625,38,27.0
0.045,1626,39,64.0
0.055,1627,8,112.0
0.048,1628,67,50.0
0.058,1629,57,38.0
0.065%,1630,45,37.0
0.05,1631,0,150.0
0.05,1632,0,150.0
0.051,1633,70,44.0
0.047%,1634,59,18.0
0.049%,1635,21,25.0
,1636,89,
0.047%,1637,59,18.0
0.047,1638,63,39.0
0.047,1639,63,39.0
0.041,1640,84,5.0
0.059,1641,28,22.0
0.069,1642,32,21.0
0.067,1643,74,20.0
0.061,1644,75,17.0
0.055999999999999994%,1645,52,28.0
0.073,1646,11,12.0
0.07,1647,22,62.0
0.05,1648,0,150.0
0.05,1649,0,150.0
0.06,1650,15,92.0
0.07,1651,22,62.0
0.06,1652,15,92.0
0.045,1653,39,64.0
0.055,1654,8,112.0
0.045,1655,39,64.0
0.055,1656,8,112.0
0.07%,1657,23,30.0
0.065,1658,7,86.0
0.069,1659,32,21.0
0.057,1660,48,35.0
0.045,1661,39,64.0
0.049,1662,20,34.0
0.068,1663,61,36.0
0.05%,1664,60,65.0
0.054,1665,35,35.0
0.099,1666,17,25.0
,1667,89,
,1668,89,
0.059000000000000004%,1669,51,12.0
0.069%,1670,12,11.0
0.06,1671,15,92.0
0.058,1672,57,38.0
0.057,1673,48,35.0
0.057999999999999996%,1674,55,28.0
0.059,1675,28,22.0
0.052000000000000005%,1676,34,27.0
0.052000000000000005%,1677,34,27.0
0.045,1678,39,64.0
0.055,1679,8,112.0
0.046,1680,78,22.0
0.058,1681,57,38.0
0.044,1682,19,13.0
0.046,1683,78,22.0
0.099%,1684,85,10.0
0.051%,1685,44,18.0
0.059,1686,28,22.0
0.053,1687,46,47.0
0.06,1688,15,92.0
0.051%,1689,44,18.0
0.072,1690,10,28.0
0.062%,1691,69,15.0
0.049,1692,20,34.0
0.051,1693,70,44.0
0.055,1694,8,112.0
0.07%,1695,23,30.0
0.047%,1696,59,18.0
0.057999999999999996%,1697,55,28.0
0.055,1698,8,112.0
0.065,1699,7,86.0
0.065,1700,7,86.0
0.058,1701,57,38.0
0.08,1702,40,40.0
0.08,1703,40,40.0
0.08%,1704,71,17.0
0.05,1705,0,150.0
0.05%,1706,60,65.0
0.09,1707,31,15.0
0.07,1708,22,62.0
0.099,1709,17,25.0
0.05,1710,0,150.0
0.07%,1711,23,30.0
0.064,1712,72,18.0
0.064,1713,72,18.0
,1714,89,
0.05,1715,0,150.0
0.046,1716,78,22.0
0.056,1717,54,38.0
0.062,1718,50,44.0
,1719,89,
0.055,1720,8,112.0
0.068,1721,61,36.0
0.058,1722,57,38.0
0.061,1723,75,17.0
0.057%,1724,56,17.0
0.068,1725,61,36.0
0.065,1726,7,86.0
0.05%,1727,60,65.0
0.057%,1728,56,17.0
0.055,1729,8,112.0
0.06,1730,15,92.0
0.058,1731,57,38.0
0.052,1732,47,80.0
0.043%,1733,99,4.0
0.072,1734,10,28.0
0.048%,1735,53,22.0
0.038,1736,37,3.0
0.035%,1737,121,2.0
0.043,1738,49,8.0
0.05,1739,0,150.0
0.05,1740,0,150.0
0.05,1741,0,150.0
0.055%,1742,30,46.0
0.05,1743,0,150.0
0.062,1744,50,44.0
0.08,1745,40,40.0
0.05,1746,0,150.0
0.071,1747,2,14.0
0.062,1748,50,44.0
0.048,1749,67,50.0
0.08,1750,40,40.0
0.081,1751,82,4.0
0.053,1752,46,47.0
0.051,1753,70,44.0
0.061,1754,75,17.0
0.055,1755,8,112.0
0.062,1756,50,44.0
0.048,1757,67,50.0
0.045,1758,39,64.0
0.053,1759,46,47.0
,1760,89,
0.055%,1761,30,46.0
0.059,1762,28,22.0
0.05,1763,0,150.0
0.07%,1764,23,30.0
0.055%,1765,30,46.0
0.051,1766,70,44.0
0.076,1767,43,4.0
0.07,1768,22,62.0
0.08,1769,40,40.0
0.071%,1770,108,4.0
0.099,1771,17,25.0
0.051,1772,70,44.0
0.056,1773,54,38.0
0.07200000000000001%,1774,102,9.0
0.063%,1775,104,7.0
0.045%,1776,6,25.0
0.055999999999999994%,1777,52,28.0
0.073,1778,11,12.0
0.048,1779,67,50.0
0.073%,1780,88,6.0
0.056,1781,54,38.0
0.05,1782,0,150.0
0.068%,1783,26,16.0
0.052000000000000005%,1784,34,27.0
0.048%,1785,53,22.0
0.069%,1786,12,11.0
0.095,1787,96,5.0
0.091%,1788,122,3.0
0.055,1789,8,112.0
0.05%,1790,60,65.0
0.06,1791,15,92.0
0.065,1792,7,86.0
0.055%,1793,30,46.0
0.05%,1794,60,65.0
0.07,1795,22,62.0
0.069%,1796,12,11.0
0.055,1797,8,112.0
0.081,1798,82,4.0
0.05,1799,0,150.0
0.055,1800,8,112.0
0.07,1801,22,62.0
0.05,1802,0,150.0
0.055%,1803,30,46.0
0.055%,1804,30,46.0
0.057999999999999996%,1805,55,28.0
0.068,1806,61,36.0
0.08900000000000001%,1807,123,1.0
0.054000000000000006%,1808,58,15.0
0.07,1809,22,62.0
0.055,1810,8,112.0
0.071,1811,2,14.0
0.045,1812,39,64.0
,1813,89,
0.08%,1814,71,17.0
0.055,1815,8,112.0
0.066,1816,1,12.0
0.05%,1817,60,65.0
0.065,1818,7,86.0
0.065%,1819,45,37.0
0.065,1820,7,86.0
0.05,1821,0,150.0
0.05,1822,0,150.0
0.045%,1823,6,25.0
0.05,1824,0,150.0
0.040999999999999995%,1825,94,4.0
0.045%,1826,6,25.0
0.047,1827,63,39.0
0.074,1828,105,4.0
0.065,1829,7,86.0
0.065,1830,7,86.0
0.07%,1831,23,30.0
0.07%,1832,23,30.0
0.077%,1833,124,2.0
0.053,1834,46,47.0
0.077,1835,5,11.0
0.06,1836,15,92.0
0.07,1837,22,62.0
0.068,1838,61,36.0
0.05,1839,0,150.0
0.069%,1840,12,11.0
0.051,1841,70,44.0
0.047,1842,63,39.0
0.051,1843,70,44.0
0.052,1844,47,80.0
0.072,1845,10,28.0
0.06,1846,15,92.0
0.06,1847,15,92.0
0.055999999999999994%,1848,52,28.0
0.048%,1849,53,22.0
0.05%,1850,60,65.0
0.072,1851,10,28.0
0.055999999999999994%,1852,52,28.0
0.069%,1853,12,11.0
0.042%,1854,91,11.0
0.06,1855,15,92.0
0.068%,1856,26,16.0
0.1,1857,125,1.0
0.042,1858,38,27.0
0.08,1859,40,40.0
0.032,1860,66,3.0
0.065,1861,7,86.0
0.047,1862,63,39.0
0.099,1863,17,25.0
0.07,1864,22,62.0
0.067,1865,74,20.0
0.054,1866,35,35.0
0.052000000000000005%,1867,34,27.0
0.063%,1868,104,7.0
0.064,1869,72,18.0
0.099%,1870,85,10.0
0.059,1871,28,22.0
0.052,1872,47,80.0
0.049,1873,20,34.0
0.091%,1874,122,3.0
0.063,1875,73,31.0
0.06,1876,15,92.0
0.054000000000000006%,1877,58,15.0
0.052,1878,47,80.0
0.063,1879,73,31.0
0.064,1880,72,18.0
0.045,1881,39,64.0
0.074,1882,105,4.0
0.068%,1883,26,16.0
0.058,1884,57,38.0
0.058,1885,57,38.0
0.08,1886,40,40.0
,1887,89,
0.042,1888,38,27.0
0.053,1889,46,47.0
0.061,1890,75,17.0
0.057,1891,48,35.0
0.068,1892,61,36.0
0.057999999999999996%,1893,55,28.0
0.071,1894,2,14.0
0.085,1895,13,24.0
0.082,1896,16,17.0
0.049%,1897,21,25.0
0.06%,1898,64,33.0
0.055,1899,8,112.0
0.056,1900,54,38.0
0.062%,1901,69,15.0
0.049,1902,20,34.0
0.055,1903,8,112.0
0.084,1904,36,3.0
0.057999999999999996%,1905,55,28.0
0.07,1906,22,62.0
0.053,1907,46,47.0
0.055999999999999994%,1908,52,28.0
0.049%,1909,21,25.0
0.051,1910,70,44.0
0.07%,1911,23,30.0
0.058,1912,57,38.0
0.062,1913,50,44.0
0.05,1914,0,150.0
0.06,1915,15,92.0
0.054000000000000006%,1916,58,15.0
0.05,1917,0,150.0
0.05,1918,0,150.0
0.052,1919,47,80.0
0.068,1920,61,36.0
0.05,1921,0,150.0
0.092,1922,65,11.0
0.063,1923,73,31.0
0.063,1924,73,31.0
0.06%,1925,64,33.0
0.079,1926,18,5.0
0.099,1927,17,25.0
0.055%,1928,30,46.0
0.05,1929,0,150.0
0.064,1930,72,18.0
0.099%,1931,85,10.0
0.043%,1932,99,4.0
0.052000000000000005%,1933,34,27.0
0.046,1934,78,22.0
0.057%,1935,56,17.0
0.084,1936,36,3.0
0.063,1937,73,31.0
0.07,1938,22,62.0
0.055,1939,8,112.0
0.08,1940,40,40.0
0.05%,1941,60,65.0
0.035%,1942,121,2.0
0.048,1943,67,50.0
0.055,1944,8,112.0
0.075,1945,4,30.0
0.077,1946,5,11.0
0.053%,1947,98,13.0
0.058,1948,57,38.0
0.05,1949,0,150.0
0.08,1950,40,40.0
0.057999999999999996%,1951,55,28.0
0.05%,1952,60,65.0
0.058,1953,57,38.0
0.065,1954,7,86.0
0.055,1955,8,112.0
0.069,1956,32,21.0
0.085,1957,13,24.0
0.092,1958,65,11.0
0.085%,1959,62,2.0
0.072,1960,10,28.0
0.05,1961,0,150.0
0.099,1962,17,25.0
0.055,1963,8,112.0
0.069,1964,32,21.0
0.083,1965,27,6.0
0.065,1966,7,86.0
0.05,1967,0,150.0
0.047,1968,63,39.0
,1969,89,
0.058,1970,57,38.0
0.096,1971,90,3.0
0.082,1972,16,17.0
0.079%,1973,25,2.0
0.06,1974,15,92.0
0.055,1975,8,112.0
0.096%,1976,126,2.0
0.073,1977,11,12.0
0.062%,1978,69,15.0
0.06,1979,15,92.0
0.058,1980,57,38.0
0.055,1981,8,112.0
0.05,1982,0,150.0
0.05%,1983,60,65.0
0.056,1984,54,38.0
0.052,1985,47,80.0
0.042,1986,38,27.0
0.065,1987,7,86.0
0.048%,1988,53,22.0
0.065%,1989,45,37.0
0.065,1990,7,86.0
0.049%,1991,21,25.0
0.057,1992,48,35.0
0.065,1993,7,86.0
0.047,1994,63,39.0
0.047,1995,63,39.0
0.054,1996,35,35.0
0.047,1997,63,39.0
0.052000000000000005%,1998,34,27.0
0.063,1999,73,31.0
0.047%,2000,59,18.0
0.047%,2001,59,18.0
0.047%,2002,59,18.0
0.062,2003,50,44.0
0.057,2004,48,35.0
0.052000000000000005%,2005,34,27.0
0.05,2006,0,150.0
0.05%,2007,60,65.0
0.035,2008,29,4.0
0.049,2009,20,34.0
0.057%,2010,56,17.0
0.054,2011,35,35.0
0.05%,2012,60,65.0
0.054,2013,35,35.0
0.047,2014,63,39.0
0.047,2015,63,39.0
0.051%,2016,44,18.0
0.05,2017,0,150.0
0.05,2018,0,150.0
0.045,2019,39,64.0
0.045,2020,39,64.0
0.051,2021,70,44.0
0.05,2022,0,150.0
0.07200000000000001%,2023,102,9.0
0.05,2024,0,150.0
0.041,2025,84,5.0
0.041,2026,84,5.0
0.032,2027,66,3.0
0.053,2028,46,47.0
0.053,2029,46,47.0
0.047%,2030,59,18.0
0.083%,2031,113,2.0
0.052,2032,47,80.0
0.054,2033,35,35.0
0.054,2034,35,35.0
0.057999999999999996%,2035,55,28.0
0.083,2036,27,6.0
0.099%,2037,85,10.0
0.09,2038,31,15.0
0.053%,2039,98,13.0
0.064,2040,72,18.0
0.063,2041,73,31.0
0.064,2042,72,18.0
0.064,2043,72,18.0
,2044,89,
0.09,2045,31,15.0
0.065%,2046,45,37.0
0.075,2047,4,30.0
0.055999999999999994%,2048,52,28.0
0.099,2049,17,25.0
0.063,2050,73,31.0
,2051,89,
0.054,2052,35,35.0
0.071%,2053,108,4.0
0.054,2054,35,35.0
0.099%,2055,85,10.0
0.07%,2056,23,30.0
0.09,2057,31,15.0
0.055,2058,8,112.0
0.052,2059,47,80.0
0.052,2060,47,80.0
0.08,2061,40,40.0
0.091%,2062,122,3.0
0.09%,2063,3,9.0
0.075,2064,4,30.0
0.055,2065,8,112.0
0.099%,2066,85,10.0
0.054,2067,35,35.0
0.053,2068,46,47.0
0.055999999999999994%,2069,52,28.0
0.045,2070,39,64.0
0.07,2071,22,62.0
0.07200000000000001%,2072,102,9.0
0.057,2073,48,35.0
0.099%,2074,85,10.0
0.073%,2075,88,6.0
0.075,2076,4,30.0
0.04,2077,42,28.0
0.055,2078,8,112.0
0.051,2079,70,44.0
0.051,2080,70,44.0
0.09699999999999999%,2081,116,2.0
0.051%,2082,44,18.0
0.067,2083,74,20.0
0.062,2084,50,44.0
0.073,2085,11,12.0
0.05%,2086,60,65.0
0.056,2087,54,38.0
0.05,2088,0,150.0
0.059000000000000004%,2089,51,12.0
0.045,2090,39,64.0
0.055,2091,8,112.0
0.057%,2092,56,17.0
0.064%,2093,92,3.0
0.054,2094,35,35.0
0.08,2095,40,40.0
0.05%,2096,60,65.0
0.05,2097,0,150.0
0.05,2098,0,150.0
0.049%,2099,21,25.0
0.05%,2100,60,65.0
0.05,2101,0,150.0
0.049%,2102,21,25.0
0.085,2103,13,24.0
0.048%,2104,53,22.0
0.062,2105,50,44.0
0.055999999999999994%,2106,52,28.0
0.05,2107,0,150.0
0.068%,2108,26,16.0
0.044000000000000004%,2109,76,3.0
0.072,2110,10,28.0
0.05,2111,0,150.0
0.05%,2112,60,65.0
0.052,2113,47,80.0
0.085,2114,13,24.0
0.05,2115,0,150.0
0.05,2116,0,150.0
0.07200000000000001%,2117,102,9.0
0.044,2118,19,13.0
0.05%,2119,60,65.0
0.063,2120,73,31.0
0.068,2121,61,36.0
0.055999999999999994%,2122,52,28.0
0.055,2123,8,112.0
0.07%,2124,23,30.0
0.065,2125,7,86.0
0.07%,2126,23,30.0
0.057,2127,48,35.0
0.08,2128,40,40.0
0.057,2129,48,35.0
0.064,2130,72,18.0
0.055,2131,8,112.0
0.048%,2132,53,22.0
0.04%,2133,106,10.0
0.066,2134,1,12.0
0.047%,2135,59,18.0
0.055,2136,8,112.0
0.063,2137,73,31.0
0.056,2138,54,38.0
0.071,2139,2,14.0
0.06,2140,15,92.0
0.096%,2141,126,2.0
0.08,2142,40,40.0
0.07,2143,22,62.0
0.08,2144,40,40.0
0.08,2145,40,40.0
0.046%,2146,33,10.0
0.07%,2147,23,30.0
0.048%,2148,53,22.0
0.059,2149,28,22.0
0.05,2150,0,150.0
0.073,2151,11,12.0
0.07%,2152,23,30.0
0.052,2153,47,80.0
0.057%,2154,56,17.0
0.063,2155,73,31.0
0.052,2156,47,80.0
0.055%,2157,30,46.0
