Country,original_index,unique_index
USA,1572,0
USA,1573,0
USA,1574,0
USA,1575,0
USA,1576,0
USA,1577,0
USA,1578,0
USA,1579,0
"USA,Italy,UK",1580,129
USA,1581,0
"UK,USA",1582,8
USA,1583,0
USA,1584,0
USA,1585,0
USA,1586,0
USA,1587,0
USA,1588,0
USA,1589,0
USA,1590,0
USA,1591,0
USA,1592,0
USA,1593,0
USA,1594,0
USA,1595,0
USA,1596,0
USA,1597,0
USA,1598,0
"Japan,USA",1599,15
USA,1600,0
USA,1601,0
USA,1602,0
USA,1603,0
"USA,Australia",1604,12
USA,1605,0
"UK,China,USA",1606,130
USA,1607,0
"Canada,USA",1608,33
USA,1609,0
USA,1610,0
USA,1611,0
USA,1612,0
USA,1613,0
USA,1614,0
USA,1615,0
"USA,Mexico",1616,25
USA,1617,0
"France,USA",1618,4
"UK,USA",1619,8
"USA,Canada",1620,18
USA,1621,0
USA,1622,0
USA,1623,0
USA,1624,0
USA,1625,0
"USA,Germany,UK",1626,24
USA,1627,0
USA,1628,0
USA,1629,0
USA,1630,0
USA,1631,0
"Canada,USA",1632,33
USA,1633,0
USA,1634,0
"USA,Israel",1635,131
USA,1636,0
USA,1637,0
USA,1638,0
USA,1639,0
USA,1640,0
USA,1641,0
"USA,Australia",1642,12
USA,1643,0
USA,1644,0
USA,1645,0
USA,1646,0
"USA,New Zealand",1647,10
"Spain,USA,France",1648,132
USA,1649,0
USA,1650,0
USA,1651,0
USA,1652,0
USA,1653,0
USA,1654,0
"Canada,USA,Russia,South Korea,Switzerland,UK",1655,133
USA,1656,0
USA,1657,0
"USA,Philippines",1658,134
USA,1659,0
"Brazil,USA",1660,135
USA,1661,0
USA,1662,0
USA,1663,0
USA,1664,0
"USA,UK",1665,1
USA,1666,0
USA,1667,0
"UK,USA",1668,8
USA,1669,0
USA,1670,0
"Mexico,USA",1671,136
USA,1672,0
USA,1673,0
USA,1674,0
"USA,Canada",1675,18
"USA,Bulgaria",1676,137
USA,1677,0
USA,1678,0
USA,1679,0
USA,1680,0
"Germany,USA",1681,44
USA,1682,0
"Germany,USA",1683,44
USA,1684,0
USA,1685,0
USA,1686,0
USA,1687,0
USA,1688,0
"UK,USA",1689,8
"USA,India",1690,138
USA,1691,0
USA,1692,0
USA,1693,0
USA,1694,0
"Romania,USA",1695,139
USA,1696,0
USA,1697,0
USA,1698,0
"USA,Canada",1699,18
USA,1700,0
USA,1701,0
USA,1702,0
"USA,Canada",1703,18
USA,1704,0
USA,1705,0
"Malaysia,USA",1706,140
USA,1707,0
USA,1708,0
USA,1709,0
USA,1710,0
USA,1711,0
USA,1712,0
USA,1713,0
"Canada,USA",1714,33
USA,1715,0
USA,1716,0
USA,1717,0
USA,1718,0
USA,1719,0
"USA,Australia",1720,12
USA,1721,0
USA,1722,0
"UK,USA",1723,8
USA,1724,0
USA,1725,0
USA,1726,0
USA,1727,0
USA,1728,0
USA,1729,0
"USA,UK",1730,1
"UK,USA",1731,8
USA,1732,0
USA,1733,0
"UK,USA",1734,8
"Norway,UK,Canada,USA,France,Ireland",1735,141
USA,1736,0
USA,1737,0
USA,1738,0
USA,1739,0
USA,1740,0
USA,1741,0
USA,1742,0
USA,1743,0
USA,1744,0
USA,1745,0
USA,1746,0
"USA,Chile",1747,114
"UK,USA",1748,8
"Germany,USA",1749,44
"USA,South Africa",1750,142
"USA,Canada",1751,18
USA,1752,0
"UK,USA",1753,8
USA,1754,0
USA,1755,0
"USA,Australia",1756,12
"USA,Canada",1757,18
USA,1758,0
"USA,UK,Czech Republic,Romania,Russia",1759,143
USA,1760,0
USA,1761,0
USA,1762,0
USA,1763,0
USA,1764,0
USA,1765,0
USA,1766,0
USA,1767,0
USA,1768,0
USA,1769,0
USA,1770,0
USA,1771,0
USA,1772,0
USA,1773,0
USA,1774,0
"USA,Germany",1775,3
USA,1776,0
"USA,UK",1777,1
"USA,Hong Kong,UK",1778,144
USA,1779,0
USA,1780,0
USA,1781,0
USA,1782,0
"USA,UK",1783,1
"UK,USA",1784,8
USA,1785,0
"USA,Germany",1786,3
USA,1787,0
"USA,Malta,UK",1788,145
USA,1789,0
"USA,UK",1790,1
USA,1791,0
USA,1792,0
USA,1793,0
USA,1794,0
USA,1795,0
USA,1796,0
USA,1797,0
USA,1798,0
USA,1799,0
USA,1800,0
USA,1801,0
USA,1802,0
USA,1803,0
USA,1804,0
"France,USA",1805,4
USA,1806,0
USA,1807,0
USA,1808,0
USA,1809,0
USA,1810,0
"UK,USA",1811,8
"USA,Germany,Canada",1812,51
USA,1813,0
USA,1814,0
USA,1815,0
USA,1816,0
USA,1817,0
USA,1818,0
USA,1819,0
"Germany,USA",1820,44
USA,1821,0
USA,1822,0
USA,1823,0
USA,1824,0
USA,1825,0
USA,1826,0
USA,1827,0
USA,1828,0
USA,1829,0
USA,1830,0
"UK,Romania,France,USA",1831,146
"USA,Hong Kong",1832,23
USA,1833,0
USA,1834,0
"USA,Canada",1835,18
"USA,Mexico",1836,25
USA,1837,0
USA,1838,0
USA,1839,0
USA,1840,0
USA,1841,0
USA,1842,0
USA,1843,0
USA,1844,0
"USA,Canada",1845,18
USA,1846,0
"USA,UK,Germany,Japan,France",1847,147
"Canada,USA",1848,33
"UK,Germany,Japan,New Zealand,USA",1849,148
"France,UK,USA",1850,39
USA,1851,0
"UK,USA",1852,8
USA,1853,0
"USA,UK",1854,1
"USA,Germany",1855,3
USA,1856,0
USA,1857,0
USA,1858,0
USA,1859,0
USA,1860,0
USA,1861,0
USA,1862,0
USA,1863,0
USA,1864,0
USA,1865,0
"USA,Germany",1866,3
USA,1867,0
USA,1868,0
USA,1869,0
USA,1870,0
USA,1871,0
USA,1872,0
USA,1873,0
"France,USA",1874,4
USA,1875,0
"USA,UK,Canada",1876,28
USA,1877,0
USA,1878,0
"USA,France",1879,30
"USA,Argentina,Jordan",1880,149
USA,1881,0
USA,1882,0
"USA,Hungary,Italy",1883,150
USA,1884,0
"France,USA",1885,4
"USA,Luxembourg",1886,151
USA,1887,0
USA,1888,0
USA,1889,0
"Germany,USA",1890,44
USA,1891,0
"USA,UK",1892,1
USA,1893,0
USA,1894,0
USA,1895,0
"USA,UK",1896,1
USA,1897,0
USA,1898,0
USA,1899,0
USA,1900,0
USA,1901,0
"USA,UK",1902,1
USA,1903,0
"New Zealand,USA,Germany",1904,152
USA,1905,0
USA,1906,0
USA,1907,0
USA,1908,0
USA,1909,0
USA,1910,0
USA,1911,0
USA,1912,0
USA,1913,0
USA,1914,0
USA,1915,0
USA,1916,0
USA,1917,0
USA,1918,0
USA,1919,0
USA,1920,0
USA,1921,0
USA,1922,0
"UK,USA,Luxembourg",1923,153
USA,1924,0
"UK,USA,France,Canada",1925,154
USA,1926,0
USA,1927,0
USA,1928,0
USA,1929,0
USA,1930,0
USA,1931,0
USA,1932,0
USA,1933,0
USA,1934,0
USA,1935,0
USA,1936,0
USA,1937,0
USA,1938,0
USA,1939,0
USA,1940,0
"USA,Australia",1941,12
USA,1942,0
"Yugoslavia,USA",1943,99
USA,1944,0
USA,1945,0
USA,1946,0
"UK,USA",1947,8
"UK,USA",1948,8
USA,1949,0
USA,1950,0
USA,1951,0
USA,1952,0
USA,1953,0
USA,1954,0
"USA,Mexico",1955,25
USA,1956,0
USA,1957,0
USA,1958,0
USA,1959,0
USA,1960,0
USA,1961,0
USA,1962,0
USA,1963,0
"USA,France",1964,30
USA,1965,0
USA,1966,0
USA,1967,0
USA,1968,0
USA,1969,0
USA,1970,0
USA,1971,0
USA,1972,0
USA,1973,0
USA,1974,0
USA,1975,0
USA,1976,0
USA,1977,0
USA,1978,0
USA,1979,0
USA,1980,0
USA,1981,0
USA,1982,0
USA,1983,0
USA,1984,0
USA,1985,0
USA,1986,0
USA,1987,0
USA,1988,0
USA,1989,0
USA,1990,0
USA,1991,0
USA,1992,0
USA,1993,0
USA,1994,0
USA,1995,0
USA,1996,0
"USA,Italy",1997,14
USA,1998,0
USA,1999,0
USA,2000,0
USA,2001,0
USA,2002,0
USA,2003,0
USA,2004,0
USA,2005,0
USA,2006,0
USA,2007,0
USA,2008,0
"UK,Czech Republic,Germany,USA",2009,155
USA,2010,0
USA,2011,0
USA,2012,0
USA,2013,0
USA,2014,0
"USA,Canada",2015,18
USA,2016,0
USA,2017,0
USA,2018,0
USA,2019,0
USA,2020,0
USA,2021,0
USA,2022,0
"Germany,USA",2023,44
USA,2024,0
USA,2025,0
USA,2026,0
USA,2027,0
USA,2028,0
USA,2029,0
USA,2030,0
USA,2031,0
USA,2032,0
USA,2033,0
USA,2034,0
USA,2035,0
USA,2036,0
USA,2037,0
"UK,USA",2038,8
USA,2039,0
USA,2040,0
USA,2041,0
USA,2042,0
USA,2043,0
USA,2044,0
USA,2045,0
USA,2046,0
USA,2047,0
USA,2048,0
USA,2049,0
USA,2050,0
"USA,UK",2051,1
USA,2052,0
USA,2053,0
USA,2054,0
USA,2055,0
USA,2056,0
USA,2057,0
USA,2058,0
"USA,Taiwan,UK",2059,156
"UK,USA,Ireland",2060,157
USA,2061,0
"USA,Germany",2062,3
USA,2063,0
"USA,Germany",2064,3
USA,2065,0
USA,2066,0
USA,2067,0
USA,2068,0
"UK,USA,Iceland",2069,86
USA,2070,0
USA,2071,0
USA,2072,0
USA,2073,0
USA,2074,0
USA,2075,0
USA,2076,0
USA,2077,0
USA,2078,0
USA,2079,0
USA,2080,0
USA,2081,0
USA,2082,0
"France,USA",2083,4
USA,2084,0
"USA,Germany,Saudi Arabia",2085,158
"USA,Germany,Canada",2086,51
"UK,USA",2087,8
"USA,UK",2088,1
USA,2089,0
"UK,USA",2090,8
"USA,France",2091,30
USA,2092,0
"USA,China,UK",2093,159
"USA,UK",2094,1
"New Zealand,USA",2095,95
USA,2096,0
USA,2097,0
"USA,Germany,Paraguay,Uruguay",2098,160
USA,2099,0
"USA,Canada",2100,18
"UK,USA",2101,8
USA,2102,0
USA,2103,0
USA,2104,0
USA,2105,0
USA,2106,0
USA,2107,0
USA,2108,0
"USA,Hong Kong",2109,23
USA,2110,0
USA,2111,0
USA,2112,0
USA,2113,0
USA,2114,0
USA,2115,0
USA,2116,0
USA,2117,0
USA,2118,0
"USA,Mexico",2119,25
USA,2120,0
USA,2121,0
"USA,France",2122,30
USA,2123,0
USA,2124,0
USA,2125,0
USA,2126,0
"USA,Germany",2127,3
"USA,Germany,China",2128,161
"UK,Germany,USA",2129,56
USA,2130,0
USA,2131,0
USA,2132,0
USA,2133,0
USA,2134,0
"USA,China,Germany,Canada",2135,162
"USA,Germany",2136,3
"USA,Germany,Belgium",2137,163
USA,2138,0
"USA,Germany",2139,3
"USA,Malta,France,UK",2140,164
USA,2141,0
USA,2142,0
USA,2143,0
"USA,France,UK",2144,165
"USA,Canada",2145,18
"USA,Germany,UK",2146,24
"France,USA",2147,4
USA,2148,0
"USA,UK",2149,1
"USA,Australia",2150,12
"USA,Japan",2151,46
"UK,USA,Australia",2152,166
USA,2153,0
"USA,Australia",2154,12
"USA,Germany,France",2155,5
USA,2156,0
"USA,New Zealand",2157,10
USA,2158,0
USA,2159,0
USA,2160,0
USA,2161,0
USA,2162,0
USA,2163,0
USA,2164,0
"USA,Italy",2165,14
"USA,Australia",2166,12
USA,2167,0
USA,2168,0
USA,2169,0
USA,2170,0
USA,2171,0
"UK,USA",2172,8
USA,2173,0
USA,2174,0
"USA,UK",2175,1
"USA,UK",2176,1
USA,2177,0
USA,2178,0
"USA,UK",2179,1
"USA,UK",2180,1
USA,2181,0
"Canada,South Korea,USA",2182,167
USA,2183,0
"UK,Mexico,USA",2184,168
USA,2185,0
USA,2186,0
USA,2187,0
USA,2188,0
"USA,India",2189,138
USA,2190,0
USA,2191,0
USA,2192,0
USA,2193,0
USA,2194,0
USA,2195,0
USA,2196,0
USA,2197,0
"USA,Germany",2198,3
"UK,USA",2199,8
USA,2200,0
USA,2201,0
"USA,UK",2202,1
USA,2203,0
USA,2204,0
"USA,Australia",2205,12
USA,2206,0
USA,2207,0
USA,2208,0
USA,2209,0
USA,2210,0
USA,2211,0
USA,2212,0
USA,2213,0
USA,2214,0
"USA,India",2215,138
USA,2216,0
"USA,Ireland",2217,93
USA,2218,0
USA,2219,0
USA,2220,0
"Ireland,UK,USA",2221,92
"USA,Italy",2222,14
USA,2223,0
USA,2224,0
"USA,Mexico",2225,25
USA,2226,0
USA,2227,0
"USA,Australia,Switzerland,Canada",2228,169
USA,2229,0
USA,2230,0
"France,USA,Spain,UK",2231,170
"USA,Germany",2232,3
USA,2233,0
USA,2234,0
USA,2235,0
USA,2236,0
USA,2237,0
"UK,Germany,Spain,USA",2238,171
USA,2239,0
USA,2240,0
USA,2241,0
"France,Spain,USA",2242,172
USA,2243,0
"France,USA,Mexico",2244,173
"USA,Australia",2245,12
USA,2246,0
USA,2247,0
USA,2248,0
USA,2249,0
"UK,USA",2250,8
"USA,Spain",2251,67
"Canada,USA",2252,33
"France,USA",2253,4
"USA,UK,France",2254,85
USA,2255,0
USA,2256,0
"France,USA",2257,4
USA,2258,0
USA,2259,0
USA,2260,0
USA,2261,0
USA,2262,0
USA,2263,0
USA,2264,0
USA,2265,0
USA,2266,0
USA,2267,0
USA,2268,0
USA,2269,0
"Germany,USA",2270,44
"Germany,USA",2271,44
"UK,USA",2272,8
USA,2273,0
USA,2274,0
USA,2275,0
USA,2276,0
USA,2277,0
"Germany,USA",2278,44
"UK,USA",2279,8
USA,2280,0
"France,Poland,USA",2281,174
USA,2282,0
USA,2283,0
USA,2284,0
USA,2285,0
USA,2286,0
"France,USA",2287,4
"USA,Japan",2288,46
USA,2289,0
"France,UK,USA",2290,39
USA,2291,0
USA,2292,0
"USA,UK",2293,1
"USA,UK,Germany",2294,42
USA,2295,0
USA,2296,0
USA,2297,0
USA,2298,0
USA,2299,0
USA,2300,0
USA,2301,0
"USA,France",2302,30
USA,2303,0
USA,2304,0
USA,2305,0
USA,2306,0
USA,2307,0
"UK,France,USA",2308,48
USA,2309,0
USA,2310,0
USA,2311,0
USA,2312,0
USA,2313,0
USA,2314,0
USA,2315,0
USA,2316,0
USA,2317,0
USA,2318,0
"USA,UK",2319,1
"Germany,USA",2320,44
USA,2321,0
USA,2322,0
USA,2323,0
"USA,Germany",2324,3
USA,2325,0
USA,2326,0
USA,2327,0
USA,2328,0
USA,2329,0
USA,2330,0
"France,USA",2331,4
USA,2332,0
USA,2333,0
USA,2334,0
USA,2335,0
USA,2336,0
"USA,Germany",2337,3
"UK,France,USA",2338,48
USA,2339,0
USA,2340,0
USA,2341,0
USA,2342,0
USA,2343,0
USA,2344,0
"USA,UK,France",2345,85
USA,2346,0
USA,2347,0
USA,2348,0
"USA,Germany",2349,3
USA,2350,0
USA,2351,0
"USA,Italy",2352,14
USA,2353,0
"USA,Germany",2354,3
USA,2355,0
USA,2356,0
"USA,Germany",2357,3
USA,2358,0
USA,2359,0
"Germany,USA",2360,44
USA,2361,0
"USA,Germany",2362,3
USA,2363,0
USA,2364,0
"UK,USA",2365,8
USA,2366,0
USA,2367,0
USA,2368,0
"USA,Australia",2369,12
USA,2370,0
USA,2371,0
USA,2372,0
"USA,United Arab Emirates",2373,36
USA,2374,0
USA,2375,0
USA,2376,0
USA,2377,0
USA,2378,0
"USA,Canada",2379,18
USA,2380,0
"USA,West Germany",2381,16
USA,2382,0
USA,2383,0
USA,2384,0
"USA,UK",2385,1
USA,2386,0
USA,2387,0
USA,2388,0
"USA,Australia",2389,12
USA,2390,0
USA,2391,0
"Italy,USA,Spain",2392,175
USA,2393,0
USA,2394,0
USA,2395,0
USA,2396,0
USA,2397,0
"USA,Canada",2398,18
"USA,Sweden,Norway",2399,176
USA,2400,0
USA,2401,0
"Spain,USA",2402,41
USA,2403,0
"USA,Czech Republic",2404,32
"USA,Japan",2405,46
USA,2406,0
USA,2407,0
"USA,Australia",2408,12
"USA,Japan",2409,46
"USA,Australia",2410,12
USA,2411,0
"USA,Canada",2412,18
USA,2413,0
USA,2414,0
USA,2415,0
USA,2416,0
USA,2417,0
"USA,Canada",2418,18
USA,2419,0
USA,2420,0
USA,2421,0
USA,2422,0
USA,2423,0
USA,2424,0
USA,2425,0
USA,2426,0
USA,2427,0
USA,2428,0
USA,2429,0
USA,2430,0
USA,2431,0
USA,2432,0
USA,2433,0
USA,2434,0
"USA,UK,Denmark,France,Japan,New Zealand,Germany",2435,177
USA,2436,0
USA,2437,0
USA,2438,0
USA,2439,0
USA,2440,0
USA,2441,0
USA,2442,0
USA,2443,0
USA,2444,0
USA,2445,0
USA,2446,0
USA,2447,0
USA,2448,0
USA,2449,0
USA,2450,0
USA,2451,0
USA,2452,0
USA,2453,0
USA,2454,0
USA,2455,0
USA,2456,0
USA,2457,0
USA,2458,0
"USA,Germany",2459,3
"USA,Australia",2460,12
USA,2461,0
USA,2462,0
"USA,Germany",2463,3
USA,2464,0
USA,2465,0
USA,2466,0
USA,2467,0
USA,2468,0
USA,2469,0
USA,2470,0
USA,2471,0
USA,2472,0
USA,2473,0
"UK,USA",2474,8
USA,2475,0
USA,2476,0
USA,2477,0
USA,2478,0
USA,2479,0
USA,2480,0
USA,2481,0
USA,2482,0
"Australia,USA",2483,20
USA,2484,0
USA,2485,0
USA,2486,0
USA,2487,0
"USA,UK",2488,1
USA,2489,0
"USA,Australia",2490,12
USA,2491,0
USA,2492,0
USA,2493,0
USA,2494,0
USA,2495,0
USA,2496,0
USA,2497,0
USA,2498,0
USA,2499,0
USA,2500,0
"UK,USA",2501,8
USA,2502,0
USA,2503,0
USA,2504,0
USA,2505,0
USA,2506,0
USA,2507,0
USA,2508,0
USA,2509,0
USA,2510,0
USA,2511,0
USA,2512,0
USA,2513,0
USA,2514,0
"USA,Canada",2515,18
USA,2516,0
USA,2517,0
USA,2518,0
USA,2519,0
USA,2520,0
USA,2521,0
USA,2522,0
USA,2523,0
USA,2524,0
"UK,USA",2525,8
USA,2526,0
USA,2527,0
USA,2528,0
USA,2529,0
USA,2530,0
USA,2531,0
USA,2532,0
"USA,Canada",2533,18
USA,2534,0
USA,2535,0
USA,2536,0
USA,2537,0
USA,2538,0
"USA,UK",2539,1
"Germany,USA",2540,44
USA,2541,0
USA,2542,0
USA,2543,0
"USA,Germany",2544,3
USA,2545,0
USA,2546,0
"USA,Germany",2547,3
USA,2548,0
USA,2549,0
USA,2550,0
USA,2551,0
"Canada,USA",2552,33
USA,2553,0
"USA,Bermuda,Ecuador",2554,178
USA,2555,0
USA,2556,0
USA,2557,0
"UK,Czech Republic,USA,Germany,Bahamas",2558,179
USA,2559,0
"Canada,USA,France,Germany,UK",2560,180
USA,2561,0
USA,2562,0
USA,2563,0
"UK,USA",2564,8
USA,2565,0
USA,2566,0
USA,2567,0
"USA,Greece",2568,181
USA,2569,0
USA,2570,0
USA,2571,0
USA,2572,0
USA,2573,0
USA,2574,0
USA,2575,0
USA,2576,0
USA,2577,0
USA,2578,0
USA,2579,0
USA,2580,0
USA,2581,0
USA,2582,0
USA,2583,0
"USA,UK",2584,1
USA,2585,0
USA,2586,0
"USA,France",2587,30
USA,2588,0
USA,2589,0
USA,2590,0
USA,2591,0
"Australia,USA",2592,20
USA,2593,0
USA,2594,0
USA,2595,0
"UK,USA",2596,8
USA,2597,0
USA,2598,0
USA,2599,0
USA,2600,0
USA,2601,0
USA,2602,0
USA,2603,0
USA,2604,0
USA,2605,0
"USA,Australia",2606,12
USA,2607,0
USA,2608,0
USA,2609,0
USA,2610,0
USA,2611,0
"USA,Germany,Belgium",2612,163
USA,2613,0
USA,2614,0
"UK,USA",2615,8
USA,2616,0
USA,2617,0
"UK,Germany,USA",2618,56
USA,2619,0
USA,2620,0
USA,2621,0
"USA,UK",2622,1
"USA,UK,Canada,Japan",2623,182
USA,2624,0
USA,2625,0
"Canada,USA",2626,33
USA,2627,0
USA,2628,0
USA,2629,0
USA,2630,0
USA,2631,0
USA,2632,0
USA,2633,0
USA,2634,0
USA,2635,0
USA,2636,0
USA,2637,0
USA,2638,0
USA,2639,0
USA,2640,0
USA,2641,0
"Canada,USA",2642,33
"UK,USA",2643,8
"UK,USA",2644,8
"UK,USA",2645,8
USA,2646,0
USA,2647,0
USA,2648,0
USA,2649,0
USA,2650,0
USA,2651,0
USA,2652,0
USA,2653,0
USA,2654,0
USA,2655,0
"USA,Germany",2656,3
USA,2657,0
USA,2658,0
"UK,USA",2659,8
"UK,France,USA",2660,48
"UK,France,USA",2661,48
"UK,USA,France,Italy",2662,183
USA,2663,0
USA,2664,0
USA,2665,0
"USA,Canada",2666,18
"USA,Canada",2667,18
USA,2668,0
"USA,Canada,Germany",2669,184
USA,2670,0
USA,2671,0
"USA,Germany",2672,3
USA,2673,0
USA,2674,0
USA,2675,0
USA,2676,0
USA,2677,0
"USA,Germany",2678,3
USA,2679,0
USA,2680,0
USA,2681,0
"USA,France,UK",2682,165
"UK,France,USA",2683,48
USA,2684,0
"Canada,USA",2685,33
"USA,Czech Republic",2686,32
"Canada,USA",2687,33
"USA,Japan,France",2688,185
"Canada,USA",2689,33
"USA,Canada",2690,18
USA,2691,0
"USA,France",2692,30
USA,2693,0
USA,2694,0
USA,2695,0
"Germany,USA",2696,44
USA,2697,0
USA,2698,0
USA,2699,0
USA,2700,0
"UK,USA",2701,8
USA,2702,0
USA,2703,0
USA,2704,0
USA,2705,0
USA,2706,0
"France,UK,USA",2707,39
USA,2708,0
USA,2709,0
"UK,USA",2710,8
USA,2711,0
USA,2712,0
USA,2713,0
USA,2714,0
USA,2715,0
"USA,Germany",2716,3
USA,2717,0
USA,2718,0
USA,2719,0
USA,2720,0
USA,2721,0
USA,2722,0
USA,2723,0
USA,2724,0
USA,2725,0
"USA,UK",2726,1
USA,2727,0
USA,2728,0
USA,2729,0
"France,USA",2730,4
USA,2731,0
USA,2732,0
"USA,China,Hong Kong",2733,186
USA,2734,0
"USA,Australia",2735,12
"UK,USA",2736,8
"USA,China",2737,81
USA,2738,0
"USA,Argentina",2739,187
"Germany,USA",2740,44
USA,2741,0
USA,2742,0
"USA,Canada",2743,18
USA,2744,0
USA,2745,0
USA,2746,0
USA,2747,0
USA,2748,0
USA,2749,0
USA,2750,0
USA,2751,0
USA,2752,0
USA,2753,0
USA,2754,0
USA,2755,0
USA,2756,0
USA,2757,0
USA,2758,0
"Australia,USA",2759,20
"USA,Australia,Canada",2760,188
USA,2761,0
"USA,Germany",2762,3
USA,2763,0
"USA,South Korea",2764,189
USA,2765,0
USA,2766,0
"USA,Germany",2767,3
USA,2768,0
USA,2769,0
USA,2770,0
USA,2771,0
USA,2772,0
"South Africa,UK,USA",2773,190
USA,2774,0
USA,2775,0
"UK,USA",2776,8
USA,2777,0
USA,2778,0
USA,2779,0
USA,2780,0
USA,2781,0
USA,2782,0
USA,2783,0
USA,2784,0
USA,2785,0
USA,2786,0
USA,2787,0
USA,2788,0
USA,2789,0
USA,2790,0
"UK,USA",2791,8
USA,2792,0
USA,2793,0
USA,2794,0
USA,2795,0
USA,2796,0
USA,2797,0
USA,2798,0
USA,2799,0
"France,USA",2800,4
USA,2801,0
"USA,Germany,UK",2802,24
USA,2803,0
USA,2804,0
USA,2805,0
USA,2806,0
USA,2807,0
USA,2808,0
USA,2809,0
"France,USA",2810,4
USA,2811,0
USA,2812,0
"USA,France",2813,30
USA,2814,0
USA,2815,0
USA,2816,0
USA,2817,0
USA,2818,0
USA,2819,0
USA,2820,0
"UK,USA",2821,8
USA,2822,0
USA,2823,0
USA,2824,0
USA,2825,0
USA,2826,0
USA,2827,0
USA,2828,0
USA,2829,0
"USA,Australia",2830,12
USA,2831,0
USA,2832,0
USA,2833,0
USA,2834,0
USA,2835,0
USA,2836,0
USA,2837,0
USA,2838,0
USA,2839,0
USA,2840,0
USA,2841,0
USA,2842,0
USA,2843,0
USA,2844,0
USA,2845,0
USA,2846,0
USA,2847,0
USA,2848,0
USA,2849,0
USA,2850,0
"USA,Hong Kong",2851,23
"USA,France",2852,30
USA,2853,0
USA,2854,0
USA,2855,0
"Germany,USA",2856,44
USA,2857,0
USA,2858,0
USA,2859,0
"USA,Taiwan,Japan",2860,191
"UK,USA",2861,8
"USA,Canada",2862,18
"USA,Hungary",2863,192
USA,2864,0
USA,2865,0
"USA,Germany",2866,3
USA,2867,0
USA,2868,0
USA,2869,0
USA,2870,0
"USA,Canada",2871,18
USA,2872,0
USA,2873,0
USA,2874,0
USA,2875,0
USA,2876,0
USA,2877,0
USA,2878,0
"Japan,USA",2879,15
USA,2880,0
"Hungary,USA",2881,90
"USA,UK,France",2882,85
USA,2883,0
USA,2884,0
USA,2885,0
USA,2886,0
"USA,Australia",2887,12
USA,2888,0
USA,2889,0
USA,2890,0
USA,2891,0
USA,2892,0
"Canada,USA",2893,33
USA,2894,0
USA,2895,0
USA,2896,0
USA,2897,0
USA,2898,0
USA,2899,0
USA,2900,0
USA,2901,0
USA,2902,0
"Hong Kong,USA",2903,193
USA,2904,0
USA,2905,0
USA,2906,0
USA,2907,0
USA,2908,0
"USA,Hong Kong",2909,23
"USA,France",2910,30
USA,2911,0
USA,2912,0
USA,2913,0
"USA,United Arab Emirates",2914,36
USA,2915,0
USA,2916,0
USA,2917,0
"USA,Japan",2918,46
USA,2919,0
"USA,Canada",2920,18
USA,2921,0
USA,2922,0
USA,2923,0
USA,2924,0
USA,2925,0
USA,2926,0
USA,2927,0
USA,2928,0
USA,2929,0
USA,2930,0
USA,2931,0
USA,2932,0
USA,2933,0
USA,2934,0
USA,2935,0
"USA,India",2936,138
USA,2937,0
USA,2938,0
USA,2939,0
USA,2940,0
USA,2941,0
USA,2942,0
"USA,Japan",2943,46
USA,2944,0
USA,2945,0
USA,2946,0
USA,2947,0
USA,2948,0
USA,2949,0
USA,2950,0
USA,2951,0
USA,2952,0
USA,2953,0
USA,2954,0
USA,2955,0
USA,2956,0
USA,2957,0
USA,2958,0
USA,2959,0
USA,2960,0
USA,2961,0
USA,2962,0
USA,2963,0
USA,2964,0
USA,2965,0
USA,2966,0
USA,2967,0
USA,2968,0
USA,2969,0
USA,2970,0
"USA,France,South Africa",2971,194
USA,2972,0
USA,2973,0
USA,2974,0
USA,2975,0
USA,2976,0
USA,2977,0
USA,2978,0
USA,2979,0
USA,2980,0
"South Korea,USA",2981,195
USA,2982,0
USA,2983,0
USA,2984,0
"Belgium,USA,France",2985,196
"Belgium,USA",2986,197
"South Korea,USA",2987,195
USA,2988,0
USA,2989,0
USA,2990,0
USA,2991,0
USA,2992,0
USA,2993,0
USA,2994,0
USA,2995,0
USA,2996,0
USA,2997,0
"USA,UK,Australia",2998,71
USA,2999,0
USA,3000,0
USA,3001,0
"Germany,USA",3002,44
USA,3003,0
"Hungary,UK,France,Australia,USA,New Zealand",3004,198
USA,3005,0
USA,3006,0
USA,3007,0
USA,3008,0
"Netherlands,USA",3009,199
USA,3010,0
"Australia,USA",3011,20
"USA,Guatemala,South Korea",3012,200
USA,3013,0
USA,3014,0
USA,3015,0
USA,3016,0
USA,3017,0
USA,3018,0
USA,3019,0
USA,3020,0
USA,3021,0
USA,3022,0
USA,3023,0
USA,3024,0
USA,3025,0
USA,3026,0
USA,3027,0
USA,3028,0
USA,3029,0
USA,3030,0
USA,3031,0
USA,3032,0
USA,3033,0
USA,3034,0
USA,3035,0
USA,3036,0
USA,3037,0
USA,3038,0
USA,3039,0
USA,3040,0
USA,3041,0
USA,3042,0
USA,3043,0
USA,3044,0
USA,3045,0
USA,3046,0
USA,3047,0
USA,3048,0
USA,3049,0
USA,3050,0
USA,3051,0
USA,3052,0
USA,3053,0
USA,3054,0
USA,3055,0
USA,3056,0
USA,3057,0
USA,3058,0
USA,3059,0
USA,3060,0
USA,3061,0
USA,3062,0
USA,3063,0
USA,3064,0
"USA,UK",3065,1
USA,3066,0
USA,3067,0
