src,sched_dep_time,original_index,unique_index
flightwise,8:41 a.m.,975,485
flightwise,1:33 p.m.,976,486
flightwise,1:05 p.m.,977,487
flightwise,8:25 p.m.,978,488
flightwise,7:15 p.m.,979,489
flightwise,5:25 p.m.,980,490
flightwise,4:00 p.m.,981,491
flightwise,7:27 p.m.,982,492
flightwise,7:15 a.m.,983,493
flightwise,3:35 p.m.,984,494
flightwise,6:00 a.m.,985,481
flightwise,7:10 a.m.,986,480
flightwise,6:45 p.m.,987,495
flightwise,3:05 p.m.,988,496
travelocity,7:10 a.m.,989,497
travelocity,6:40 a.m.,990,498
travelocity,Not Available,991,499
travelocity,Not Available,992,499
travelocity,7:45 p.m.,993,500
travelocity,6:30 p.m.,994,501
travelocity,12:00noon,995,502
travelocity,3:27 p.m.,996,503
travelocity,11:25 a.m.,997,504
travelocity,11:25 p.m.,998,505
travelocity,Not Available,999,499
travelocity,12:15 p.m.,1000,506
travelocity,4:00 p.m.,1001,507
travelocity,7:00 a.m.,1002,508
travelocity,Not Available,1003,499
travelocity,4:15 p.m.,1004,509
travelocity,2:30 p.m.,1005,510
travelocity,11:50 a.m.,1006,511
travelocity,6:00 a.m.,1007,512
travelocity,11:05 a.m.,1008,513
travelocity,6:00 a.m.,1009,512
travelocity,8:40 a.m.,1010,514
travelocity,10:45 a.m.,1011,515
travelocity,7:55 a.m.,1012,516
travelocity,10:15 a.m.,1013,517
travelocity,7:30 a.m.,1014,518
travelocity,1:00 p.m.,1015,519
travelocity,9:05 a.m.,1016,520
travelocity,11:45 a.m.,1017,521
travelocity,12:00noon,1018,502
travelocity,7:25 a.m.,1019,522
travelocity,11:35 a.m.,1020,523
travelocity,10:40 a.m.,1021,524
travelocity,7:15 a.m.,1022,525
travelocity,8:05 a.m.,1023,526
travelocity,6:45 p.m.,1024,527
travelocity,7:15 p.m.,1025,528
travelocity,Not Available,1026,499
travelocity,9:15 a.m.,1027,529
travelocity,6:00 a.m.,1028,512
travelocity,7:10 a.m.,1029,497
travelocity,3:50 p.m.,1030,530
travelocity,8:00 p.m.,1031,531
travelocity,7:05 a.m.,1032,532
travelocity,10:40 a.m.,1033,524
travelocity,Not Available,1034,499
travelocity,11:55 p.m.,1035,533
travelocity,4:25 p.m.,1036,534
travelocity,9:00 p.m.,1037,535
travelocity,8:25 p.m.,1038,536
travelocity,6:59 a.m.,1039,537
travelocity,8:35 a.m.,1040,538
travelocity,Not Available,1041,499
travelocity,Not Available,1042,499
travelocity,1:30 p.m.,1043,539
travelocity,2:53 p.m.,1044,540
travelocity,Not Available,1045,499
travelocity,Not Available,1046,499
travelocity,11:15 a.m.,1047,541
travelocity,8:20 p.m.,1048,542
travelocity,2:55 p.m.,1049,543
travelocity,2:30 p.m.,1050,510
travelocity,2:35 p.m.,1051,544
travelocity,2:55 p.m.,1052,543
travelocity,7:15 a.m.,1053,525
travelocity,2:55 p.m.,1054,543
travelocity,12:10 p.m.,1055,545
travelocity,9:05 a.m.,1056,520
travelocity,1:05 p.m.,1057,546
travelocity,Not Available,1058,499
travelocity,8:35 a.m.,1059,538
travelocity,3:05 p.m.,1060,547
travelocity,4:00 p.m.,1061,507
travelocity,2:55 p.m.,1062,543
travelocity,11:55 a.m.,1063,548
travelocity,10:40 a.m.,1064,524
travelocity,7:10 a.m.,1065,497
travelocity,6:45 a.m.,1066,549
travelocity,4:00 p.m.,1067,507
travelocity,6:00 a.m.,1068,512
travelocity,7:10 a.m.,1069,497
foxbusiness,7:10 a.m.,1070,550
foxbusiness,,1071,551
foxbusiness,6:40 a.m.,1072,552
foxbusiness,8:00 a.m.,1073,553
foxbusiness,,1074,551
foxbusiness,7:45 p.m.,1075,554
foxbusiness,12:00 p.m.,1076,555
foxbusiness,3:27 p.m.,1077,556
foxbusiness,,1078,551
foxbusiness,,1079,551
foxbusiness,11:25 p.m.,1080,557
foxbusiness,,1081,551
foxbusiness,,1082,551
foxbusiness,4:00 p.m.,1083,558
foxbusiness,,1084,551
foxbusiness,,1085,551
foxbusiness,9:05 a.m.,1086,559
foxbusiness,,1087,551
foxbusiness,7:00 a.m.,1088,560
foxbusiness,4:15 p.m.,1089,561
foxbusiness,,1090,551
foxbusiness,,1091,551
foxbusiness,,1092,551
foxbusiness,,1093,551
foxbusiness,11:50 a.m.,1094,562
foxbusiness,,1095,551
foxbusiness,6:00 a.m.,1096,563
foxbusiness,11:05 a.m.,1097,564
foxbusiness,,1098,551
foxbusiness,,1099,551
foxbusiness,10:15 a.m.,1100,565
foxbusiness,1:00 p.m.,1101,566
foxbusiness,,1102,551
foxbusiness,,1103,551
foxbusiness,,1104,551
foxbusiness,2:30 p.m.,1105,567
foxbusiness,12:00 p.m.,1106,555
foxbusiness,,1107,551
foxbusiness,,1108,551
foxbusiness,10:40 a.m.,1109,568
foxbusiness,,1110,551
foxbusiness,,1111,551
foxbusiness,7:15 a.m.,1112,569
foxbusiness,6:30 p.m.,1113,570
foxbusiness,6:45 p.m.,1114,571
foxbusiness,7:15 p.m.,1115,572
foxbusiness,,1116,551
foxbusiness,9:15 a.m.,1117,573
foxbusiness,6:00 a.m.,1118,563
foxbusiness,7:10 a.m.,1119,550
foxbusiness,,1120,551
foxbusiness,3:50 p.m.,1121,574
foxbusiness,,1122,551
foxbusiness,8:00 p.m.,1123,575
foxbusiness,,1124,551
foxbusiness,,1125,551
foxbusiness,10:40 a.m.,1126,568
foxbusiness,1:33 p.m.,1127,576
foxbusiness,12:15 p.m.,1128,577
foxbusiness,,1129,551
foxbusiness,11:55 p.m.,1130,578
foxbusiness,4:25 p.m.,1131,579
foxbusiness,9:00 p.m.,1132,580
foxbusiness,8:25 p.m.,1133,581
foxbusiness,6:59 a.m.,1134,582
foxbusiness,8:35 a.m.,1135,583
foxbusiness,,1136,551
foxbusiness,1:30 p.m.,1137,584
foxbusiness,,1138,551
foxbusiness,,1139,551
foxbusiness,11:08 p.m.,1140,585
foxbusiness,5:30 p.m.,1141,586
foxbusiness,,1142,551
foxbusiness,,1143,551
foxbusiness,,1144,551
foxbusiness,,1145,551
foxbusiness,,1146,551
foxbusiness,,1147,551
foxbusiness,2:35 p.m.,1148,587
foxbusiness,2:55 p.m.,1149,588
foxbusiness,7:15 a.m.,1150,569
foxbusiness,12:10 p.m.,1151,589
foxbusiness,7:55 a.m.,1152,590
foxbusiness,,1153,551
foxbusiness,1:05 p.m.,1154,591
foxbusiness,,1155,551
foxbusiness,3:05 p.m.,1156,592
foxbusiness,7:30 a.m.,1157,593
foxbusiness,,1158,551
foxbusiness,4:00 p.m.,1159,558
foxbusiness,11:35 a.m.,1160,594
foxbusiness,7:25 a.m.,1161,595
foxbusiness,,1162,551
foxbusiness,11:55 a.m.,1163,596
foxbusiness,10:40 a.m.,1164,568
foxbusiness,6:45 a.m.,1165,597
foxbusiness,4:00 p.m.,1166,558
foxbusiness,6:00 a.m.,1167,563
foxbusiness,7:10 a.m.,1168,550
foxbusiness,7:10 a.m.,1169,550
usatoday,7:10 a.m.,1170,598
usatoday,6:40 a.m.,1171,599
usatoday,,1172,600
usatoday,8:41 a.m.,1173,601
usatoday,7:45 p.m.,1174,602
usatoday,,1175,600
usatoday,,1176,600
usatoday,7:00 a.m.,1177,603
usatoday,4:15 p.m.,1178,604
usatoday,,1179,600
usatoday,6:00 a.m.,1180,605
usatoday,11:05 a.m.,1181,606
usatoday,10:45 a.m.,1182,607
usatoday,10:15 a.m.,1183,608
usatoday,6:45 a.m.,1184,609
usatoday,12:15 p.m.,1185,610
usatoday,,1186,600
usatoday,12:00 p.m.,1187,611
usatoday,10:40 a.m.,1188,612
usatoday,12:57 p.m.,1189,613
usatoday,3:35 p.m.,1190,614
usatoday,6:45 p.m.,1191,615
usatoday,7:15 p.m.,1192,616
usatoday,,1193,600
usatoday,9:15 a.m.,1194,617
usatoday,8:00 p.m.,1195,618
usatoday,10:25 a.m.,1196,619
usatoday,10:40 a.m.,1197,612
usatoday,1:33 p.m.,1198,620
usatoday,11:55 p.m.,1199,621
usatoday,2:30 p.m.,1200,622
usatoday,8:29 a.m.,1201,623
usatoday,,1202,600
usatoday,,1203,600
usatoday,11:08 p.m.,1204,624
usatoday,5:30 p.m.,1205,625
usatoday,,1206,600
usatoday,,1207,600
usatoday,,1208,600
usatoday,2:35 p.m.,1209,626
usatoday,7:15 a.m.,1210,627
usatoday,4:25 p.m.,1211,628
usatoday,12:10 p.m.,1212,629
usatoday,7:55 a.m.,1213,630
usatoday,9:05 a.m.,1214,631
usatoday,1:05 p.m.,1215,632
usatoday,7:53 a.m.,1216,633
usatoday,3:05 p.m.,1217,634
usatoday,6:30 p.m.,1218,635
usatoday,11:25 a.m.,1219,636
usatoday,4:00 p.m.,1220,637
usatoday,6:00 a.m.,1221,605
usatoday,7:10 a.m.,1222,598
myrateplan,,1223,638
myrateplan,7:00 p.m.,1224,639
myrateplan,,1225,638
myrateplan,,1226,638
myrateplan,,1227,638
myrateplan,,1228,638
myrateplan,,1229,638
myrateplan,11:25 a.m.,1230,640
myrateplan,,1231,638
myrateplan,,1232,638
myrateplan,,1233,638
myrateplan,,1234,638
myrateplan,12:30 a.m.,1235,641
myrateplan,,1236,638
myrateplan,7:35 a.m.,1237,642
myrateplan,9:45 a.m.,1238,643
myrateplan,,1239,638
myrateplan,,1240,638
myrateplan,,1241,638
myrateplan,,1242,638
myrateplan,,1243,638
myrateplan,2:30 p.m.,1244,644
myrateplan,8:05 a.m.,1245,645
myrateplan,,1246,638
myrateplan,,1247,638
myrateplan,11:40 a.m.,1248,646
myrateplan,,1249,638
myrateplan,,1250,638
myrateplan,6:00 a.m.,1251,647
myrateplan,8:40 a.m.,1252,648
myrateplan,,1253,638
myrateplan,,1254,638
myrateplan,,1255,638
myrateplan,,1256,638
myrateplan,,1257,638
myrateplan,,1258,638
myrateplan,,1259,638
myrateplan,5:25 p.m.,1260,649
myrateplan,7:10 p.m.,1261,650
myrateplan,,1262,638
myrateplan,,1263,638
myrateplan,3:35 p.m.,1264,651
myrateplan,,1265,638
myrateplan,,1266,638
myrateplan,,1267,638
myrateplan,,1268,638
myrateplan,7:15 p.m.,1269,652
myrateplan,,1270,638
myrateplan,9:15 a.m.,1271,653
myrateplan,,1272,638
myrateplan,,1273,638
myrateplan,,1274,638
myrateplan,,1275,638
myrateplan,,1276,638
myrateplan,,1277,638
myrateplan,,1278,638
myrateplan,10:25 a.m.,1279,654
myrateplan,,1280,638
myrateplan,,1281,638
myrateplan,,1282,638
myrateplan,,1283,638
myrateplan,1:29 p.m.,1284,655
myrateplan,,1285,638
myrateplan,,1286,638
myrateplan,,1287,638
myrateplan,,1288,638
myrateplan,,1289,638
myrateplan,,1290,638
myrateplan,,1291,638
myrateplan,,1292,638
myrateplan,2:53 p.m.,1293,656
myrateplan,,1294,638
myrateplan,11:08 p.m.,1295,657
myrateplan,,1296,638
myrateplan,,1297,638
myrateplan,,1298,638
myrateplan,,1299,638
myrateplan,,1300,638
myrateplan,2:30 p.m.,1301,644
myrateplan,8:55 a.m.,1302,658
myrateplan,,1303,638
myrateplan,,1304,638
myrateplan,,1305,638
myrateplan,,1306,638
myrateplan,,1307,638
myrateplan,9:05 a.m. (-00:00),1308,659
myrateplan,,1309,638
myrateplan,,1310,638
myrateplan,,1311,638
myrateplan,,1312,638
myrateplan,,1313,638
myrateplan,,1314,638
myrateplan,2:55 p.m.,1315,660
myrateplan,,1316,638
myrateplan,,1317,638
myrateplan,,1318,638
myrateplan,4:00 p.m.,1319,661
myrateplan,,1320,638
myrateplan,,1321,638
myrateplan,,1322,638
orbitz,7:10aDec 1,1323,662
orbitz,7:00 p.m.,1324,663
orbitz,6:40aDec 1,1325,664
orbitz,8:19aDec 1,1326,665
orbitz,8:41aDec 1,1327,666
orbitz,7:45 p.m.,1328,667
orbitz,12:00 p.m.,1329,668
orbitz,3:27 p.m.,1330,669
orbitz,11:25aDec 1,1331,670
orbitz,10:39aDec 1,1332,671
orbitz,11:25 p.m.,1333,672
orbitz,6:14aDec 1,1334,673
orbitz,12:30aDec 1,1335,674
orbitz,4:00 p.m.,1336,675
orbitz,7:35aDec 1,1337,676
orbitz,9:45aDec 1,1338,677
orbitz,10:00aDec 1,1339,678
orbitz,8:15aDec 1,1340,679
orbitz,7:00aDec 1,1341,680
orbitz,4:15 p.m.,1342,681
orbitz,10:45aDec 1,1343,682
orbitz,2:30 p.m.,1344,683
orbitz,8:05aDec 1,1345,684
orbitz,2:55 p.m.,1346,685
orbitz,11:50aDec 1,1347,686
orbitz,11:40aDec 1,1348,687
orbitz,6:00aDec 1,1349,688
orbitz,11:05aDec 1,1350,689
orbitz,6:00aDec 1,1351,688
orbitz,8:40aDec 1,1352,690
orbitz,10:15aDec 1,1353,691
orbitz,1:00 p.m.,1354,692
orbitz,7:53aDec 1,1355,693
orbitz,12:30 p.m.,1356,694
orbitz,11:45aDec 1,1357,695
orbitz,2:46 p.m.,1358,696
orbitz,12:00 p.m.,1359,668
orbitz,5:25 p.m.,1360,697
orbitz,7:10 p.m.,1361,698
orbitz,10:40aDec 1,1362,699
orbitz,12:57 p.m.,1363,700
orbitz,3:35 p.m.,1364,701
orbitz,7:15aDec 1,1365,702
orbitz,6:30 p.m.,1366,703
orbitz,6:45 p.m.,1367,704
orbitz,7:15 p.m.,1368,705
orbitz,2:22 p.m.,1369,706
orbitz,9:15aDec 1,1370,707
orbitz,6:00aDec 1,1371,688
orbitz,7:10aDec 1,1372,662
orbitz,4:55 p.m.,1373,708
orbitz,3:50 p.m.,1374,709
orbitz,4:16 p.m.,1375,710
orbitz,8:00 p.m.,1376,711
orbitz,10:25aDec 1,1377,712
orbitz,7:05aDec 1,1378,713
orbitz,10:40aDec 1,1379,699
orbitz,1:33 p.m.,1380,714
orbitz,12:15 p.m.,1381,715
orbitz,1:29 p.m.,1382,716
orbitz,11:55 p.m.,1383,717
orbitz,4:25 p.m.,1384,718
orbitz,9:00 p.m.,1385,719
orbitz,8:25 p.m.,1386,720
orbitz,6:59aDec 1,1387,721
orbitz,8:35aDec 1,1388,722
orbitz,1:30 p.m.,1389,723
orbitz,2:53 p.m.,1390,724
orbitz,7:35aDec 1,1391,676
orbitz,11:08 p.m.,1392,725
orbitz,5:30 p.m.,1393,726
orbitz,1:45 p.m.,1394,727
orbitz,11:15aDec 1,1395,728
orbitz,8:20 p.m.,1396,729
orbitz,2:55 p.m.,1397,685
orbitz,2:30 p.m.,1398,683
orbitz,8:55aDec 1,1399,730
orbitz,2:35 p.m.,1400,731
orbitz,2:55 p.m.,1401,685
orbitz,7:15aDec 1,1402,702
orbitz,12:10 p.m.,1403,732
orbitz,7:55aDec 1,1404,733
orbitz,9:05aDec 1,1405,734
orbitz,1:05 p.m.,1406,735
orbitz,8:35aDec 1,1407,722
orbitz,3:05 p.m.,1408,736
orbitz,7:30aDec 1,1409,737
orbitz,11:25aDec 1,1410,670
orbitz,4:00 p.m.,1411,675
orbitz,11:35aDec 1,1412,738
orbitz,7:25aDec 1,1413,739
orbitz,2:55 p.m.,1414,685
orbitz,11:55aDec 1,1415,740
orbitz,10:40aDec 1,1416,699
orbitz,6:45aDec 1,1417,741
orbitz,4:00 p.m.,1418,675
orbitz,6:00aDec 1,1419,688
orbitz,7:10aDec 1,1420,662
orbitz,7:10aDec 1,1421,662
phl,,1422,742
phl,,1423,742
phl,2:35 p.m.,1424,743
phl,,1425,742
CO,7:00 p.m.,1426,744
CO,7:35 a.m.,1427,745
CO,11:40 a.m.,1428,746
CO,6:00 a.m.,1429,747
CO,7:15 p.m.,1430,748
CO,12:30 a.m.,1431,749
CO,8:40 a.m.,1432,750
CO,11:25 a.m.,1433,751
CO,2:55 p.m.,1434,752
CO,2:30 p.m.,1435,753
CO,9:15 a.m.,1436,754
CO,10:25 a.m.,1437,755
CO,9:45 a.m.,1438,756
CO,2:53 p.m.,1439,757
CO,7:10 p.m.,1440,758
CO,5:30 p.m.,1441,759
CO,4:00 p.m.,1442,760
CO,5:25 p.m.,1443,761
CO,8:05 a.m.,1444,762
ifly,6:00 a.m.,1445,763
ifly,2:35 p.m.,1446,764
ifly,9:45 a.m.,1447,765
ifly,2:55 p.m.,1448,766
ifly,3:50 p.m.,1449,767
ifly,6:00 a.m.,1450,763
ifly,4:16 p.m.,1451,768
ifly,8:41 a.m.,1452,769
ifly,1:05 p.m.,1453,770
ifly,7:15 a.m.,1454,771
ifly,1:33 p.m.,1455,772
ifly,12:15 p.m.,1456,773
ifly,12:30 a.m.,1457,774
ifly,11:25 a.m.,1458,775
ifly,4:25 p.m.,1459,776
ifly,7:30 a.m.,1460,777
ifly,9:00 p.m.,1461,778
ifly,4:00 p.m.,1462,779
ifly,8:35 a.m.,1463,780
ifly,7:45 p.m.,1464,781
ifly,8:29 a.m.,1465,782
ifly,11:55 a.m.,1466,783
ifly,2:55 p.m.,1467,766
ifly,10:25 a.m.,1468,784
ifly,2:53 p.m.,1469,785
ifly,7:00 a.m.,1470,786
ifly,10:40 a.m.,1471,787
ifly,8:35 a.m.,1472,780
ifly,8:20 p.m.,1473,788
ifly,6:00 a.m.,1474,763
ifly,7:10 a.m.,1475,789
ifly,2:30 p.m.,1476,790
ifly,9:05 a.m.,1477,791
ifly,12:00 p.m.,1478,792
ifly,7:15 p.m.,1479,793
ifly,11:50 a.m.,1480,794
sfo,,1481,795
sfo,,1482,795
sfo,,1483,795
sfo,,1484,795
sfo,,1485,795
sfo,,1486,795
flytecomm,,1487,796
flytecomm,7:00 p.m.,1488,797
flytecomm,,1489,796
flytecomm,,1490,796
flytecomm,,1491,796
flytecomm,,1492,796
flytecomm,,1493,796
flytecomm,11:25 a.m.,1494,798
flytecomm,,1495,796
flytecomm,,1496,796
flytecomm,,1497,796
flytecomm,,1498,796
flytecomm,12:30 a.m.,1499,799
flytecomm,,1500,796
flytecomm,7:35 a.m.,1501,800
flytecomm,9:45 a.m.,1502,801
flytecomm,,1503,796
flytecomm,,1504,796
flytecomm,,1505,796
flytecomm,,1506,796
flytecomm,,1507,796
flytecomm,2:30 p.m.,1508,802
flytecomm,8:05 a.m.,1509,803
flytecomm,,1510,796
flytecomm,,1511,796
flytecomm,11:40 a.m.,1512,804
flytecomm,,1513,796
flytecomm,,1514,796
flytecomm,6:00 a.m.,1515,805
flytecomm,8:40 a.m.,1516,806
flytecomm,,1517,796
flytecomm,,1518,796
flytecomm,,1519,796
flytecomm,,1520,796
flytecomm,,1521,796
flytecomm,,1522,796
flytecomm,,1523,796
flytecomm,5:25 p.m.,1524,807
flytecomm,7:10 p.m.,1525,808
flytecomm,,1526,796
flytecomm,,1527,796
flytecomm,3:35 p.m.,1528,809
flytecomm,,1529,796
flytecomm,,1530,796
flytecomm,,1531,796
flytecomm,,1532,796
flytecomm,7:15 p.m.,1533,810
flytecomm,,1534,796
flytecomm,9:15 a.m.,1535,811
flytecomm,,1536,796
flytecomm,,1537,796
flytecomm,,1538,796
flytecomm,,1539,796
flytecomm,,1540,796
flytecomm,,1541,796
flytecomm,,1542,796
flytecomm,10:25 a.m.,1543,812
flytecomm,,1544,796
flytecomm,,1545,796
flytecomm,,1546,796
flytecomm,,1547,796
flytecomm,1:29 p.m.,1548,813
flytecomm,,1549,796
flytecomm,,1550,796
flytecomm,,1551,796
flytecomm,,1552,796
flytecomm,,1553,796
flytecomm,,1554,796
flytecomm,,1555,796
flytecomm,,1556,796
flytecomm,2:53 p.m.,1557,814
flytecomm,,1558,796
flytecomm,11:08 p.m.,1559,815
flytecomm,,1560,796
flytecomm,,1561,796
flytecomm,,1562,796
flytecomm,,1563,796
flytecomm,,1564,796
flytecomm,2:30 p.m.,1565,802
flytecomm,8:55 a.m.,1566,816
flytecomm,,1567,796
flytecomm,,1568,796
flytecomm,,1569,796
flytecomm,,1570,796
flytecomm,,1571,796
flytecomm,9:05 a.m. (-00:00),1572,817
flytecomm,,1573,796
flytecomm,,1574,796
flytecomm,,1575,796
flytecomm,,1576,796
flytecomm,,1577,796
flytecomm,,1578,796
flytecomm,2:55 p.m.,1579,818
flytecomm,,1580,796
flytecomm,,1581,796
flytecomm,,1582,796
flytecomm,4:00 p.m.,1583,819
flytecomm,,1584,796
flytecomm,,1585,796
flytecomm,,1586,796
mytripandmore,7:45 p.m.,1587,820
mytripandmore,7:00 p.m.,1588,821
mytripandmore,8:41aDec 1,1589,822
mytripandmore,6:30 p.m.,1590,823
mytripandmore,3:27 p.m.,1591,824
mytripandmore,10:39aDec 1,1592,825
mytripandmore,11:25 p.m.,1593,826
mytripandmore,12:30aDec 1,1594,827
mytripandmore,4:00 p.m.,1595,828
mytripandmore,9:45aDec 1,1596,829
mytripandmore,7:00aDec 1,1597,830
mytripandmore,2:30 p.m.,1598,831
mytripandmore,11:40aDec 1,1599,832
mytripandmore,6:00aDec 1,1600,833
mytripandmore,11:05aDec 1,1601,834
mytripandmore,10:15 a.m.,1602,835
mytripandmore,7:30aDec 1,1603,836
mytripandmore,12:30 p.m.,1604,837
mytripandmore,9:05 a.m.,1605,838
mytripandmore,11:45aDec 1,1606,839
mytripandmore,12:00 p.m.,1607,840
mytripandmore,7:10 p.m.,1608,841
mytripandmore,11:35 a.m.,1609,842
mytripandmore,6:00aDec 1,1610,833
mytripandmore,7:10aDec 1,1611,843
mytripandmore,4:55 p.m.,1612,844
mytripandmore,7:25aDec 1,1613,845
mytripandmore,8:00 p.m.,1614,846
mytripandmore,7:05aDec 1,1615,847
mytripandmore,6:45 p.m.,1616,848
mytripandmore,4:25 p.m.,1617,849
mytripandmore,9:00 p.m.,1618,850
mytripandmore,8:25 p.m.,1619,851
mytripandmore,6:59aDec 1,1620,852
mytripandmore,8:35aDec 1,1621,853
mytripandmore,Not Available,1622,854
mytripandmore,1:30 p.m.,1623,855
mytripandmore,2:53 p.m.,1624,856
mytripandmore,11:08 p.m.,1625,857
mytripandmore,8:20 p.m.,1626,858
mytripandmore,2:55 p.m.,1627,859
mytripandmore,Not Available,1628,854
mytripandmore,12:10 p.m.,1629,860
mytripandmore,9:05aDec 1,1630,861
mytripandmore,7:10aDec 1,1631,843
mytripandmore,8:35aDec 1,1632,853
mytripandmore,11:25aDec 1,1633,862
mytripandmore,4:00 p.m.,1634,828
mytripandmore,2:55 p.m.,1635,859
mytripandmore,6:45aDec 1,1636,863
ord,7:10 a.m.,1637,864
ord,6:00 a.m.,1638,865
ord,7:10 a.m.,1639,864
ord,2:35 p.m.,1640,866
ord,7:15 a.m.,1641,867
ord,11/30 8:00 p.m.,1642,868
ord,11/30 4:16 p.m.,1643,869
ord,1:05 p.m.,1644,870
ord,11/30 6:45 p.m.,1645,871
ord,7:30 a.m.,1646,872
ord,1:33 p.m.,1647,873
ord,12:15 p.m.,1648,874
ord,11/30 4:00 p.m.,1649,875
ord,11/30 11:55 p.m.,1650,876
ord,11/30 11:25 a.m.,1651,877
ord,11:45 a.m.,1652,878
ord,11/30 7:45 p.m.,1653,879
ord,10:40 a.m.,1654,880
ord,11/30 11:08 p.m.,1655,881
ord,10:40 a.m.,1656,880
ord,11/30 12:57 p.m.,1657,882
ord,8:35 a.m.,1658,883
ord,3:35 p.m.,1659,884
ord,11/30 1:55 p.m.,1660,885
wunderground,7:10 a.m.,1661,886
wunderground,6:40 a.m.,1662,887
wunderground,7:00 p.m.,1663,888
wunderground,8:41 a.m.,1664,889
wunderground,7:45 p.m.,1665,890
wunderground,11:25 p.m.,1666,891
wunderground,4:00 p.m.,1667,892
wunderground,7:35 a.m.,1668,893
wunderground,7:00 a.m.,1669,894
wunderground,4:15 p.m.,1670,895
wunderground,9:05 a.m.,1671,896
wunderground,11:50 a.m.,1672,897
wunderground,11:40 a.m.,1673,898
wunderground,6:00 a.m.,1674,899
wunderground,11:05 a.m.,1675,900
wunderground,7:55 a.m.,1676,901
wunderground,10:15 a.m.,1677,902
wunderground,7:30 a.m.,1678,903
wunderground,1:00 p.m.,1679,904
wunderground,6:45 a.m.,1680,905
wunderground,12:15 p.m.,1681,906
wunderground,12:30 p.m.,1682,907
wunderground,2:30 p.m.,1683,908
wunderground,12:00 p.m.,1684,909
wunderground,5:25 p.m.,1685,910
wunderground,7:25 a.m.,1686,911
wunderground,7:27 p.m.,1687,912
wunderground,11:35 a.m.,1688,913
wunderground,10:40 a.m.,1689,914
wunderground,3:35 p.m.,1690,915
wunderground,7:15 a.m.,1691,916
wunderground,6:30 p.m.,1692,917
wunderground,6:45 p.m.,1693,918
wunderground,12:00 p.m.,1694,909
wunderground,7:15 p.m.,1695,919
wunderground,9:15 a.m.,1696,920
wunderground,6:00 a.m.,1697,899
wunderground,7:10 a.m.,1698,886
wunderground,4:55 p.m.,1699,921
wunderground,3:50 p.m.,1700,922
wunderground,8:00 p.m.,1701,923
wunderground,10:40 a.m.,1702,914
wunderground,1:33 p.m.,1703,924
wunderground,1:29 p.m.,1704,925
wunderground,4:25 p.m.,1705,926
wunderground,9:00 p.m.,1706,927
wunderground,8:25 p.m.,1707,928
wunderground,6:59 a.m.,1708,929
wunderground,8:35 a.m.,1709,930
wunderground,1:30 p.m.,1710,931
wunderground,11:08 p.m.,1711,932
wunderground,5:30 p.m.,1712,933
wunderground,8:20 p.m.,1713,934
wunderground,2:35 p.m.,1714,935
wunderground,2:55 p.m.,1715,936
wunderground,7:15 a.m.,1716,916
wunderground,12:10 p.m.,1717,937
wunderground,1:05 p.m.,1718,938
wunderground,3:05 p.m.,1719,939
wunderground,4:00 p.m.,1720,892
wunderground,7:10 a.m.,1721,886
wunderground,11:55 a.m.,1722,940
wunderground,10:40 a.m.,1723,914
wunderground,4:00 p.m.,1724,892
wunderground,6:00 a.m.,1725,899
wunderground,7:10 a.m.,1726,886
ua,8:00 a.m.,1727,941
ua,8:41 a.m.,1728,942
ua,3:27 p.m.,1729,943
ua,10:39 a.m.,1730,944
ua,4:00 p.m.,1731,945
ua,11:05 a.m.,1732,946
ua,12:30 p.m.,1733,947
ua,12:00 a.m.,1734,948
ua,7:53 a.m.,1735,949
ua,8:15 a.m.,1736,950
ua,12:57 p.m.,1737,951
ua,1:55 p.m.,1738,952
ua,3:50 p.m.,1739,953
ua,4:16 p.m.,1740,954
ua,7:05 a.m.,1741,955
ua,1:33 p.m.,1742,956
ua,1:29 p.m.,1743,957
ua,4:25 p.m.,1744,958
ua,8:29 a.m.,1745,959
ua,7:35 a.m.,1746,960
ua,11:08 p.m.,1747,961
ua,1:45 p.m.,1748,962
ua,11:15 a.m.,1749,963
ua,2:55 p.m.,1750,964
ua,2:30 p.m.,1751,965
ua,8:55 a.m.,1752,966
ua,2:55 p.m.,1753,964
ua,9:05 a.m.,1754,967
ua,11:55 a.m.,1755,968
ua,6:00 a.m.,1756,969
ua,2:30 p.m.,1757,965
flylouisville,7:10 a.m.,1758,970
flylouisville,,1759,971
flylouisville,6:40 a.m.,1760,972
flylouisville,8:00 a.m.,1761,973
flylouisville,,1762,971
flylouisville,7:45 p.m.,1763,974
flylouisville,12:00 p.m.,1764,975
flylouisville,3:27 p.m.,1765,976
flylouisville,,1766,971
flylouisville,,1767,971
flylouisville,11:25 p.m.,1768,977
flylouisville,,1769,971
flylouisville,,1770,971
flylouisville,4:00 p.m.,1771,978
flylouisville,,1772,971
flylouisville,,1773,971
flylouisville,9:05 a.m.,1774,979
flylouisville,,1775,971
flylouisville,7:00 a.m.,1776,980
flylouisville,4:15 p.m.,1777,981
flylouisville,,1778,971
flylouisville,,1779,971
flylouisville,,1780,971
flylouisville,,1781,971
flylouisville,11:50 a.m.,1782,982
flylouisville,,1783,971
flylouisville,6:00 a.m.,1784,983
flylouisville,11:05 a.m.,1785,984
flylouisville,,1786,971
flylouisville,,1787,971
flylouisville,10:15 a.m.,1788,985
flylouisville,1:00 p.m.,1789,986
flylouisville,,1790,971
flylouisville,,1791,971
