state,original_index,unique_index
CO,1890,7
CO,1891,7
CO,1892,7
ID,1893,39
ID,1894,39
IL,1895,24
IL,1896,24
AK,1897,10
PA,1898,32
PA,1899,32
PA,1900,32
PA,1901,32
PA,1902,32
PA,1903,32
PA,1904,32
,1905,3
PA,1906,32
PA,1907,32
PA,1908,32
PA,1909,32
PA,1910,32
VA,1911,23
VA,1912,23
VA,1913,23
WY,1914,27
WY,1915,27
WY,1916,27
WY,1917,27
WY,1918,27
WY,1919,27
WY,1920,27
ID,1921,39
ID,1922,39
ID,1923,39
ID,1924,39
ID,1925,39
,1926,3
ID,1927,39
ID,1928,39
ID,1929,39
ID,1930,39
ID,1931,39
,1932,3
ID,1933,39
ID,1934,39
ID,1935,39
ID,1936,39
ID,1937,39
TX,1938,16
TX,1939,16
TX,1940,16
TX,1941,16
NY,1942,29
OR,1943,0
OR,1944,0
MS,1945,50
MS,1946,50
MS,1947,50
MS,1948,50
MS,1949,50
MS,1950,50
MS,1951,50
MS,1952,50
MS,1953,50
TX,1954,16
,1955,3
TX,1956,16
TX,1957,16
TX,1958,16
TX,1959,16
TX,1960,16
TX,1961,16
TX,1962,16
TX,1963,16
TX,1964,16
TX,1965,16
TX,1966,16
TX,1967,16
CA,1968,2
NE,1969,28
IL,1970,24
IL,1971,24
IL,1972,24
IL,1973,24
IL,1974,24
IL,1975,24
IL,1976,24
IL,1977,24
IL,1978,24
,1979,3
IL,1980,24
IL,1981,24
WI,1982,11
WI,1983,11
PA,1984,32
MI,1985,15
VA,1986,23
VA,1987,23
VA,1988,23
VA,1989,23
CO,1990,7
CO,1991,7
CO,1992,7
CO,1993,7
WI,1994,11
WI,1995,11
WI,1996,11
WI,1997,11
WI,1998,11
WI,1999,11
WI,2000,11
WI,2001,11
WI,2002,11
WI,2003,11
WI,2004,11
WI,2005,11
WI,2006,11
WI,2007,11
WI,2008,11
WI,2009,11
WI,2010,11
WI,2011,11
WI,2012,11
WI,2013,11
WI,2014,11
WI,2015,11
WI,2016,11
MD,2017,45
MD,2018,45
,2019,3
ME,2020,22
AL,2021,18
AL,2022,18
AL,2023,18
PA,2024,32
PA,2025,32
PA,2026,32
PA,2027,32
MN,2028,21
MN,2029,21
,2030,3
MN,2031,21
IN,2032,1
IN,2033,1
IN,2034,1
IN,2035,1
IN,2036,1
IN,2037,1
IN,2038,1
IN,2039,1
IN,2040,1
,2041,3
,2042,3
IN,2043,1
,2044,3
IN,2045,1
IN,2046,1
IN,2047,1
IN,2048,1
IN,2049,1
IN,2050,1
IN,2051,1
IN,2052,1
IN,2053,1
IN,2054,1
IN,2055,1
IN,2056,1
IN,2057,1
IN,2058,1
IN,2059,1
,2060,3
IN,2061,1
IN,2062,1
IN,2063,1
IN,2064,1
IN,2065,1
IN,2066,1
IN,2067,1
IN,2068,1
IN,2069,1
VA,2070,23
VA,2071,23
MN,2072,21
,2073,3
MN,2074,21
MN,2075,21
MN,2076,21
MN,2077,21
MN,2078,21
MN,2079,21
MN,2080,21
MN,2081,21
MN,2082,21
MN,2083,21
MN,2084,21
FL,2085,4
FL,2086,4
FL,2087,4
FL,2088,4
FL,2089,4
PA,2090,32
GA,2091,35
GA,2092,35
GA,2093,35
GA,2094,35
CA,2095,2
CA,2096,2
CA,2097,2
CA,2098,2
CA,2099,2
CA,2100,2
CA,2101,2
CA,2102,2
KS,2103,42
KS,2104,42
KS,2105,42
KS,2106,42
KS,2107,42
KS,2108,42
KS,2109,42
KS,2110,42
KS,2111,42
,2112,3
KS,2113,42
KS,2114,42
KS,2115,42
KS,2116,42
KS,2117,42
KS,2118,42
KS,2119,42
KS,2120,42
MT,2121,26
MT,2122,26
FL,2123,4
FL,2124,4
MI,2125,15
MI,2126,15
MI,2127,15
IN,2128,1
CO,2129,7
CO,2130,7
CO,2131,7
,2132,3
IL,2133,24
IL,2134,24
,2135,3
TX,2136,16
TX,2137,16
TX,2138,16
TX,2139,16
VT,2140,44
VT,2141,44
VT,2142,44
,2143,3
VT,2144,44
VT,2145,44
WY,2146,27
WY,2147,27
WY,2148,27
WY,2149,27
MD,2150,45
MD,2151,45
MD,2152,45
NY,2153,29
NY,2154,29
NY,2155,29
CA,2156,2
CA,2157,2
CA,2158,2
CA,2159,2
CA,2160,2
VT,2161,44
PA,2162,32
NY,2163,29
MI,2164,15
MI,2165,15
MI,2166,15
MI,2167,15
VT,2168,44
MN,2169,21
MN,2170,21
MN,2171,21
MN,2172,21
CT,2173,17
OR,2174,0
OR,2175,0
OR,2176,0
VA,2177,23
VA,2178,23
IN,2179,1
IN,2180,1
IN,2181,1
IN,2182,1
NE,2183,28
NE,2184,28
NE,2185,28
,2186,3
IN,2187,1
IN,2188,1
IN,2189,1
IN,2190,1
IN,2191,1
IN,2192,1
IN,2193,1
IN,2194,1
,2195,3
LA,2196,8
LA,2197,8
LA,2198,8
LA,2199,8
LA,2200,8
LA,2201,8
LA,2202,8
CO,2203,7
,2204,3
MN,2205,21
MN,2206,21
NM,2207,49
NM,2208,49
NM,2209,49
NC,2210,14
NC,2211,14
NC,2212,14
PA,2213,32
PA,2214,32
PA,2215,32
PA,2216,32
,2217,3
DE,2218,48
CO,2219,7
TX,2220,16
TX,2221,16
TX,2222,16
WA,2223,6
WA,2224,6
WA,2225,6
WA,2226,6
WA,2227,6
WA,2228,6
WA,2229,6
WA,2230,6
WA,2231,6
WA,2232,6
WA,2233,6
WA,2234,6
IL,2235,24
IL,2236,24
IL,2237,24
IL,2238,24
IL,2239,24
IL,2240,24
IL,2241,24
IL,2242,24
IL,2243,24
IL,2244,24
FL,2245,4
CT,2246,17
CT,2247,17
CT,2248,17
CT,2249,17
CT,2250,17
UT,2251,30
UT,2252,30
UT,2253,30
UT,2254,30
UT,2255,30
UT,2256,30
UT,2257,30
UT,2258,30
UT,2259,30
CA,2260,2
TX,2261,16
TX,2262,16
MI,2263,15
MI,2264,15
MI,2265,15
CA,2266,2
CA,2267,2
CA,2268,2
CA,2269,2
,2270,3
MD,2271,45
MD,2272,45
MD,2273,45
MD,2274,45
IN,2275,1
IN,2276,1
IN,2277,1
CO,2278,7
CO,2279,7
CO,2280,7
CO,2281,7
CO,2282,7
CO,2283,7
CO,2284,7
CO,2285,7
,2286,3
CO,2287,7
CO,2288,7
CO,2289,7
CO,2290,7
CO,2291,7
CO,2292,7
,2293,3
CO,2294,7
CO,2295,7
NY,2296,29
NY,2297,29
UT,2298,30
UT,2299,30
UT,2300,30
UT,2301,30
UT,2302,30
UT,2303,30
UT,2304,30
UT,2305,30
MI,2306,15
MI,2307,15
MI,2308,15
MI,2309,15
MI,2310,15
PA,2311,32
PA,2312,32
PA,2313,32
,2314,3
PA,2315,32
PA,2316,32
PA,2317,32
MA,2318,19
,2319,3
MA,2320,19
MA,2321,19
MA,2322,19
MA,2323,19
MA,2324,19
MA,2325,19
MA,2326,19
MA,2327,19
MA,2328,19
IN,2329,1
OH,2330,12
OH,2331,12
OH,2332,12
OH,2333,12
KY,2334,9
KY,2335,9
KY,2336,9
KY,2337,9
SC,2338,34
SC,2339,34
SC,2340,34
SC,2341,34
MA,2342,19
MA,2343,19
MA,2344,19
MO,2345,5
MO,2346,5
MO,2347,5
MO,2348,5
MO,2349,5
MO,2350,5
MO,2351,5
NH,2352,51
NH,2353,51
NH,2354,51
NH,2355,51
MI,2356,15
OR,2357,0
OR,2358,0
OR,2359,0
IL,2360,24
IL,2361,24
IL,2362,24
IL,2363,24
,2364,3
IL,2365,24
IL,2366,24
IL,2367,24
IL,2368,24
IL,2369,24
,2370,3
VA,2371,23
VA,2372,23
VA,2373,23
MT,2374,26
MT,2375,26
,2376,3
WY,2377,27
WY,2378,27
WA,2379,6
WA,2380,6
WI,2381,11
WI,2382,11
WI,2383,11
WI,2384,11
TN,2385,25
TN,2386,25
TN,2387,25
MI,2388,15
MI,2389,15
VA,2390,23
MI,2391,15
VT,2392,44
,2393,3
NH,2394,51
MA,2395,19
OR,2396,0
OR,2397,0
OR,2398,0
OR,2399,0
OR,2400,0
CO,2401,7
CO,2402,7
CO,2403,7
CO,2404,7
CO,2405,7
CO,2406,7
CO,2407,7
CO,2408,7
CO,2409,7
