id,article_title,original_index,unique_index,count
246204,Primary external fixation versus plaster immobilization of the intra-articular unstable distal radial fracture in the elderly,300,300,1.0
857402,High resolution EPR spectroscopy of C(60)F and C(70)F in solid argon: reassignment of C(70)F regioisomers,301,301,1.0
704357,Clinical and radiological results of calcium phosphate cement-assisted balloon osteoplasty for Colles' fractures in osteoporotic senile female patients,302,302,1.0
716785,Explosive power and asymmetry in leg muscle function in frequent fallers and non-fallers aged over 65,303,303,1.0
746065,Anxiety and depression in patients with chronic obstructive pulmonary disease: an open agenda for research.,304,304,1.0
738322,Classification of autogenous skull grafts in cranial reconstruction,305,305,1.0
934177,An Assessment of Voluntary Adolescent Mental Health Screening and Referral in a Children's Hospital Emergency Department,306,306,1.0
351534,Implementing participatory intervention and research in communities: lessons from the Kahnawake Schools Diabetes Prevention Project in Canada,307,307,1.0
872389,Bile acid metabolism by fresh human colonic contents: a comparison of caecal versus faecal samples.,308,308,1.0
499983,The role of viral infection in pulmonary exacerbations of     bronchiectasis in adults: a prospective study,309,309,1.0
452432,Feverfew (Tanacetum parthenium L.): A systematic review.,310,310,1.0
320139,Impact of second-line drug resistance on tuberculosis treatment outcomes in the United States: MDR-TB is bad enough,311,311,1.0
735083,Muscle variables of importance for physiological performance in competitive football.,312,312,1.0
978471,Chapter 25 - Skin Manifestations of HIV Infection,313,313,1.0
152626,Recurrent distal 16q duplication and terminal 22q deletion: prenatal diagnosis and genetic counseling,314,314,1.0
90272,Role of core-needle biopsy in thyroid nodules with initially nondiagnostic cytologic results.,315,315,1.0
776651,The endoplasmic reticulum-associated VP7 of rotavirus is targeted to axons and dendrites in polarized neurons,316,316,1.0
931361,Telemedicine in the management of chronic pain: a cost analysis study,317,317,1.0
623358,Moderation of cognition-intention and cognition-behaviour relations: a meta-analysis of properties of variables from the theory of planned behaviour.,318,318,1.0
385940,"Normalisation of left ventricular systolic function after change from VVI pacing to biventricular pacing in a child with congenital complete atrioventricular block, long-QT syndrome, and congenital muscular dystrophy: a 10-year follow-up.",319,319,1.0
951168,Estimating the Effect of Land Leases on Prices of Inner-city Apartment Buildings,320,320,1.0
515254,Radiographic detection of artificially created horizontal root fracture using different cone beam CT units with small fields of view.,321,321,1.0
674623,Pharmacological treatments for obsessive-compulsive disorder in children and adolescents: a qualitative review.,322,322,1.0
226419,Anterior approach unilateral right sacrospinous fixation for recurrent pelvic organ prolapse following multiple colorectal surgeries.,323,323,1.0
178078,A community-based trachoma survey: Prevalence and risk factors in the Tigray region of northern Ethiopia,324,324,1.0
453637,Corneal collagen cross-linking for nonectatic disorders: A systematic review.,325,325,1.0
57483,Multiple dural arteriovenous fistulas presenting as rapidly progressive dementia.,326,326,1.0
462849,Methodological Review of the Quality of Reach Out and Read: Does It &quot;Work&quot;?,327,327,1.0
338547,New therapies in soft tissue sarcoma,328,328,1.0
438808,Descemet's stripping endothelial keratoplasty: safety and outcomes: a report by the American Academy of Ophthalmology,329,329,1.0
352040,Usefulness of a Survey on Underage Drinking in a Rural American Indian Community Health Clinic,330,330,1.0
887131,Antidiabetic oral treatment in older people: does frailty matter?,331,331,1.0
182296,Body and Illness: Considering Visayan Filipino Children's Perspectives Within Local and Global Relationships of Inequality,332,332,1.0
49847,"[Dinggui Oil Capsule in treating irritable bowel syndrome with stagnation of qi and cold: a prospective, multi-center, randomized, placebo-controlled, double-blind trial]",333,333,1.0
524073,Evaluation of technical quality of endodontic treatment--reliability of intraoral radiographs.,334,334,1.0
348813,Experience in one centre using the buttoned device for occlusion of atrial septal defect: comparison with the Amplatzer septal occluder.,335,335,1.0
427933,"Consciousness, coma, and caring for the brain-injured patient.",336,336,1.0
6862,Long-term outcome for immune suppression and immune related lymphoproliferative disorder: Prospective data from the United Kingdom Children's Leukaemia and Cancer Group registry 1994-2004,337,337,1.0
853676,"Pulsed cyclophosphamide, thalidomide and dexamethasone: an oral regimen for previously treated patients with multiple myeloma.",338,338,1.0
556116,A controlled trial of anterior spinal fusion and d̩bridement in the surgical management of tuberculosis of the spine in patients on standard chemotherapy: a study in two centres in South Africa. Seventh Report of the Medical Research Council Working Party on tuberculosis of the spine,339,339,1.0
734870,Stress across the life course and depression in a rapidly developing population: the Guangzhou Biobank Cohort Study.,340,340,1.0
540850,Glucocorticosteroid treatment of vasogenic oedema,341,341,1.0
465756,Non-surgical treatments for anal fissure in adults.,342,342,1.0
762269,Spontaneous pneumomediastinum in a healthy adolescent.,343,343,1.0
441902,Pharmacotherapy for inherited colorectal cancer. [Review] [42 refs],344,344,1.0
950233,The vascular depression hypothesis: The influence of age on the relationship between cerebrovascular risk factors and depressive symptoms in community dwelling elders,345,345,1.0
621415,The link between smoking and impotence: two decades of evidence.,346,346,1.0
633877,Stapled haemorrhoidopexy for the treatment of haemorrhoids: a systematic review.,347,347,1.0
756208,Rapid diagnosis of Mycobacterium tuberculosis infection in children using interferon-gamma release assays (IGRAs).,348,348,1.0
97853,L2 spinal nerve-block effects on acute low back pain from osteoporotic vertebral fracture,349,349,1.0
720775,Depression treatment preferences among Japanese undergraduates: using conjoint analysis,350,350,1.0
294439,"Alcohol-related road traffic injuries in Eldoret, Kenya",351,351,1.0
375430,A study of the clinicians approach to patients' driving status in the memory clinic setting,352,352,1.0
689666,Frequency of CDH1 germline mutations in gastric carcinoma coming from high- and low-risk areas: metanalysis and systematic review of the literature.,353,353,1.0
896848,Recovery of postoperative cognitive function in elderly patients after a long duration of desflurane anesthesia: a pilot study.,354,354,1.0
231182,The change in eating disorder symptoms scale: Scale development and psychometric properties,355,355,1.0
232896,Detecting and monitoring the symptoms of Parkinson's disease using smartphones: A pilot study.,356,356,1.0
798716,Osteoid osteoma in a 16-year-old boy presenting with atrophy of the left thigh: diagnostic difficulties.,357,357,1.0
704812,Systematic review of economic aspects of alternative modes of delivery,358,358,1.0
203084,Specific collaborative group intervention for patients with medically unexplained symptoms in general practice: A cluster randomized controlled trial,359,359,1.0
81959,Disruption of the gastroesophageal junction by central obesity and waist belt: role of raised intra-abdominal pressure.,360,360,1.0
235924,[Perineal regional anaesthesia: indications in gynaecologic and proctologic surgery and in obstetric],361,361,1.0
291020,Effects of a three-month combined training program on the cardiopulmonary and muscle strength capacities of type 2 diabetic subjects.,362,362,1.0
408188,Unique monoclonal antibodies specifically bind surface structures on human fetal erythroid blood cells.,363,363,1.0
283460,Extended-release naltrexone plus medical management alcohol treatment in primary care: Findings at 15 months,364,364,1.0
563505,Multiparametric MRI for recurrent prostate cancer post radical prostatectomy and postradiation therapy.,365,365,1.0
761676,The Impact of Culture on Learning: Exploring Student Perceptions,366,366,1.0
923043,[Changes in plasma concentrations of human hepatocyte growth factor before and after major intra-abdominal surgery under nitrous oxide-sevoflurane anesthesia].,367,367,1.0
248075,Surgical treatment of pathologic fractures of humerus,368,368,1.0
313030,"Balancing Identity, Motivation, and Internal Dialogue in the Making of Solos: Conquering the High Wire",369,369,1.0
885384,"Modification of aspects of the endocrine response to tracheal intubation by lignocaine, halothane and thiopentone.",370,370,1.0
361906,Fluid resuscitation in sepsis: a systematic review and network meta-analysis.,371,371,1.0
180827,CO2 emission inventories for Chinese cities in highly urbanized areas compared with European cities,372,372,1.0
723057,Measuring the value of research data: a citation analysis of oceanographic data sets,373,373,1.0
894502,Trends in the quality of data from 5168 oligonucleotide microarrays from a single facility,374,374,1.0
793410,Nomogram to predict anastomotic leakage after laparoscopic anterior resection with intracorporeal rectal transection and double-stapling technique anastomosis for rectal cancer.,375,375,1.0
816944,Cervical occupational hazards in ophthalmic plastic surgery,376,376,1.0
632040,Association between proton pump inhibitor therapy and clostridium difficile infection: a contemporary systematic review and meta-analysis.,377,377,1.0
752280,Relationship between water hardness and coronary mortality in Taiwan,378,378,1.0
716594,Groundbreaking study links physical activity with lower costs in seniors,379,379,1.0
919751,Bronchial mucus transport velocity in patients receiving propofol and remifentanil versus sevoflurane and remifentanil anesthesia.,380,380,1.0
60309,The pathogenesis of normal pressure hydrocephalus: a theoretical analysis.,381,381,1.0
757176,[Clinical characteristics in non-symptomatic infants with tuberculosis whose diagnostic clue was regular tuberculin skin test prior to BCG vaccination].,382,382,1.0
261329,Abstracts from the ASENT 14th Annual Meeting,383,383,1.0
615903,Cost-effectiveness of interventions promoting physical activity.,384,384,1.0
169524,"Characterizing the sources, range, and environmental influences of radon 222 and its decay products",385,385,1.0
178424,Spatial measures associated with stair use,386,386,1.0
716357,"Urban, rural, and regional variations in physical activity",387,387,1.0
448010,Attitudes of physicians regarding anticoagulation for atrial fibrillation: a systematic review. [Review],388,388,1.0
788729,Impact of clinical pharmacist intervention on diabetes-related outcomes in a military treatment facility,389,389,1.0
624354,Usefulness of US cost-of-illness studies in healthcare decision making.,390,390,1.0
112716,Diabetes incidence in Pima indians: contributions of obesity and parental diabetes.,391,391,1.0
881020,[Laparoscopic appendectomy after the learning curve].,392,392,1.0
605643,[The effect of shift work on the health of workers: a systematic review].,393,393,1.0
5782,Oral dimenhydrinate versus placebo in children with gastroenteritis: A randomized controlled trial,394,394,1.0
852332,Early and late mortality in hospitalised patients with raised cardiac troponin T.,395,395,1.0
343395,Comprehensive multidisciplinary patient assessment and selection before TAVI procedure.,396,396,1.0
826830,Early thoracic sympathetic block improves the treatment effect for upper extremity neuropathic pain,397,397,1.0
905100,Coping with arthritis using safer herbal options,398,398,1.0
34517,Identification of a novel missense (C7W) mutation of SOD1 in a large familial amyotrophic lateral sclerosis pedigree.,399,399,1.0
771377,"Secondary prophylaxis for rheumatic fever: simple concepts, difficult delivery",400,400,1.0
32426,Evaluation of a single intra-articular injection of autologous protein solution for treatment of osteoarthritis in horses.,401,401,1.0
722451,Supply chain orientation in SMEs as an attitudinal construct,402,402,1.0
318542,Pneumonia and encephalopathy in a patient with progressing Parkinson's disease and dementia,403,403,1.0
533425,A meta-analytic review of exposure in group cognitive behavioral therapy for posttraumatic stress disorder.,404,404,1.0
854232,"Clinical and pharmacologic phase I study of Cemadotin-HCl (LU103793), a novel antimitotic peptide, given as 24-hour infusion in patients with advanced cancer. A study of the Arbeitsgemeinschaft Internistische Onkologie (AIO) Phase I Group and Arbeitsgruppe Pharmakologie in der Onkologie und Haematologie (APOH) Group of the German Cancer Society.",405,405,1.0
2842,Non-steroidal anti-inflammatory drugs and the risk of cardiovascular diseases: are we going to see the revival of cyclooxygenase-2 selective inhibitors?. [Review] [23 refs],406,406,1.0
789057,VY levator lengthening to treat upper eyelid retraction.,407,407,1.0
205187,No need for routine closed suction drainage in elective arthroplasty of the hip: a prospective randomized trial in 104 operations,408,408,1.0
970712,[Glycosylated hemoglobin and glycosylated proteins for metabolic control of diabetes mellitus],409,409,1.0
161630,Continuation of metformin reduces early pregnancy loss in obese Pakistani women with polycystic ovarian syndrome,410,410,1.0
583682,Critique that! Analytical Writing Assignments in Advanced Mathematics Courses,411,411,1.0
891722,Why What We Teach Depends on When: Grade and Reading Intervention Modality Moderate Effect Size.,412,412,1.0
54613,Evaluation of an Internet Support Group for Women with Primary Breast Cancer,413,413,1.0
450749,Interleukin-28B polymorphisms on the SVR in the treatment of naive chronic hepatitis C with pegylated interferon-alpha plus ribavirin: A meta-analysis.,414,414,1.0
19086,Phase angle for prognostication of survival in patients with advanced cancer: Preliminary findings.,415,415,1.0
852213,Safety and efficacy of weekly nab���-paclitaxel in combination with carboplatin as first-line therapy in elderly patients with advanced non-small-cell lung cancer.,416,416,1.0
475847,Lessons learned and not learned from the SUPPORT project.,417,417,1.0
893664,Role of N-acetylcysteine in prevention of contrast-induced nephropathy after cardiovascular procedures: a meta-analysis,418,418,1.0
450528,Impact of hepatitis C on survival in dialysis patients: A link with cardiovascular mortality?.,419,419,1.0
838034,Clinical course of neuropathologically confirmed frontal-variant Alzheimer's disease,420,420,1.0
119186,Smoking and oral cancer.,421,421,1.0
274083,Risk profiles among adolescent nonmedical opioid users in the United States,422,422,1.0
784224,Prolonged early antibiotic use and bronchopulmonary dysplasia in very low birth weight infants,423,423,1.0
260769,Practicability and patients' subjective experiences of low-dose spinal anaesthesia using hyperbaric bupivacaine for transanal surgery,424,424,1.0
592831,Discontinuing penicillin prophylaxis in children with sickle cell anemia. Prophylactic Penicillin Study II,425,425,1.0
464911,Dose optimization of infliximab in patients with rheumatoid arthritis.,426,426,1.0
369162,[Autologous stem cell therapy with surgical myocardial revascularization].,427,427,1.0
209896,THE BRITISH MEDICAL ASSOCIATION.: SEVENTY-EIGHTH ANNUAL MEETING IN LONDON,428,428,1.0
217524,Reproduction of excursive tooth contact in an articulator with computerized axiography data,429,429,1.0
694007,A conservative treatment protocol of acute lumbosacral radiculopathy syndrome for general practitioner and physical therapist [Dutch],430,430,1.0
53319,Intraoperative stability testing of lateral-entry pin fixation of pediatric supracondylar humeral fractures,431,431,1.0
962338,Myocardial scar differences between polymorphic and monomorphic ventricular events in ischemic cardiomyopathy: A contrast-enhanced magnetic resonance imaging,432,432,1.0
972821,Genetic and phenotypic determinants of blood pressure and other cardiovascular risk factors (GAPP),433,433,1.0
587024,"gamma-tocopherol, the major form of vitamin E in the US diet, deserves more attention",434,434,1.0
49274,"Randomized, double-blind, placebo-controlled trial of the 5-HT1A receptor antagonist AZD7371 tartrate monohydrate (robalzotan tartrate monohydrate) in patients with irritable bowel syndrome",435,435,1.0
687404,The impact of orthodontic treatment on the quality of life a systematic review.,436,436,1.0
858569,Phenotypic analysis of misato function reveals roles of noncentrosomal microtubules in Drosophila spindle formation,437,437,1.0
982590,Cost implications for missed malnutrition diagnoses in patients hospitalised with an exacerbation of chronic obstructive pulmonary disease (COPD),438,438,1.0
853882,Effective combination chemotherapy with paclitaxel and cisplatin with or without human granulocyte colony-stimulating factor and/or erythropoietin in patients with advanced gastric cancer.,439,439,1.0
743989,A case of delirium triggered by sub-clinical seizures,440,440,1.0
71263,Intra-mandibular adenoid cystic carcinoma.,441,441,1.0
111970,Why is functional capacity decreased in hypertensive patients? From mechanisms to clinical studies.,442,442,1.0
941646,Personality profile and exercise dependence,443,443,1.0
397190,Say yes? Say no?,444,444,1.0
98562,Prevalence of Masked Hypertension in African Americans.,445,445,1.0
56014,Differences of inter-tract correlations between neonates and children around puberty: a study based on microstructural measurements with DTI.,446,446,1.0
911271,Electrocardiogram QRS detection using multiscale filtering based on mathematical morphology,447,447,1.0
565528,Barriers and facilitators to implementing electronic prescription: a systematic review of user groups' perceptions.,448,448,1.0
951143,Cystic fibrosis: cost of illness and considerations for the economic evaluation of potential therapies,449,449,1.0
658707,"Working memory, short-term memory, and reading disabilities: a selective meta-analysis of the literature.",450,450,1.0
84905,Hypothalamic obesity in children.,451,451,1.0
891370,"Health literacy, diabetes self-care, and glycemic control in adults with type 2 diabetes",452,452,1.0
697286,Central corneal melting associated with reformulated generic diclofenac in a patient with inferior fornix foreshortening.,453,453,1.0
819701,Heart rate and blood pressure responses of left-handers and right-handers to autonomic stressors,454,454,1.0
855099,[The use of intravascular nitinol stents in the treatment of subclavian vein compression for thoracic outlet syndrome].,455,455,1.0
123492,Primary head and neck cancers in North -Western Nigeria,456,456,1.0
226966,Vaginal incisional wound healing in a rabbit menopause model: a histologic analysis.,457,457,1.0
850788,Acute and Persistent Postoperative Pain after Breast Surgery,458,458,1.0
811354,The role of transforming growth factor-beta-mediated tumor-stroma interactions in prostate cancer progression: An integrative approach,459,459,1.0
323305,Process of construction of an educational booklet for health promotion of pregnant women,460,460,1.0
485934,"Comparison of the CHADS2, CHA2DS2-VASc and HAS-BLED scores for the prediction of clinically relevant bleeding in anticoagulated patients with atrial fibrillation: the AMADEUS trial.",461,461,1.0
743602,Comparison of energy balance-related behaviours and measures of body composition between Turkish adolescents in Turkey and Turkish immigrant adolescents in the Netherlands.,462,462,1.0
960371,Follow-up care of patients treated for breast cancer: a structured review,463,463,1.0
944668,"Postamputation pain: epidemiology, mechanisms, and treatment",464,464,1.0
873987,"Bullous impetigo in children infected with methicillin-resistant Staphylococcus aureus alone or in combination with methicillin-susceptible S. aureus: analysis of genetic characteristics, including assessment of exfoliative toxin gene carriage",465,465,1.0
968211,Ebus-tbna yields multiple gene analyses and a panel of immunohistochemical stains on routinely prepared cell blocks in non-small cell lung cancer cases,466,466,1.0
299635,The Social Workers Guide to Child and Adolescent Mental Health.,467,467,1.0
846319,Impact of endoscopic ultrasonography (EUS) on surgical decision-making in upper gastrointestinal tract cancer: An international multicenter study,468,468,1.0
263027,Family care giving in the context of HIV/AIDS in Africa,469,469,1.0
788168,Empowered diabetes management: life coaching and pharmacist counseling for employed adults with diabetes,470,470,1.0
146560,"School, neighborhood, and family factors are associated with children's bullying involvement: a nationally representative longitudinal study.",471,471,1.0
498344,"Infectious diseases. As Ebola wanes, trials jockey for patients.",472,472,1.0
385772,DiGeorge Syndrome Presenting as Hypocalcaemia-Induced Seizures in Adulthood.,473,473,1.0
917417,In vivo effects of different anesthetic agents on apoptosis.,474,474,1.0
517503,The impact of 3D volume of interest definition on accuracy and precision of activity estimation in quantitative SPECT and planar processing methods.,475,475,1.0
72325,Comparison between oral antibiotics and probiotics as bowel preparation for elective colon cancer surgery to prevent infection: prospective randomized trial.,476,476,1.0
516758,Comparison of 3D OS-EM and 4D MAP-RBI-EM reconstruction algorithms for cardiac motion abnormality classification using a motion observer.,477,477,1.0
85920,"Adipocyte is a non-trivial, dynamic partner of breast cancer cells.",478,478,1.0
145874,HRQoL after coronary artery bypass grafting and percutaneous coronary intervention for stable angina.,479,479,1.0
888553,Weighting improves the information provided by joint counts on the severity of arthritis and its impact on patients' well-being in juvenile idiopathic arthritis,480,480,1.0
889580,Chronic pain-associated behaviors in the nursing home: resident versus caregiver perceptions,481,481,1.0
732272,Analysis of responses of radiology personnel to a simulated mass casualty incident after the implementation of an automated alarm system in hospital emergency planning.,482,482,1.0
351877,Community nursing issues in Maori mental health.,483,483,1.0
276000,Tobacco-related scenes in television dramas for young Japanese audiences,484,484,1.0
378289,Alkaline phosphatase activity of duodenal enterocytes after neonatal administration of monosodium glutamate to rats.,485,485,1.0
684476,Pulmonary rehabilitation for chronic obstructive pulmonary disease: a pilot study evaluating a once-weekly versus twice-weekly supervised programme.,486,486,1.0
467344,Primary Banded Roux-en-Y Gastric Bypass: a Systematic Review.,487,487,1.0
39687,Improving referrals to fracture clinic from the paediatric emergency department an intervention.,488,488,1.0
697880,"Health literacy and child health promotion: Implications for research, clinical care, and public policy",489,489,1.0
179093,Persistence of profenophos and quinolphos on cultivated cucumber and its removal,490,490,1.0
539034,Cognitive impairment and risk of cardiovascular events and mortality.,491,491,1.0
208435,Comparison of tunnel positions in single-bundle anterior cruciate ligament reconstructions using computer navigation.,492,492,1.0
556624,Fludarabine vs cladribine plus busulfan and low-dose TBI as reduced intensity conditioning for allogeneic hematopoietic stem cell transplantation: a prospective randomized trial,493,493,1.0
36253,[Limited experience in adrenocortical function tests in infants].,494,494,1.0
422857,Does this patient have obstructive sleep apnea?: The Rational Clinical Examination systematic review.,495,495,1.0
720372,APPLICATION OF AGING MANAGEMENT STRATEGIES FOR REACTOR VESSEL INTERNALS AND CORE SUPPORT STRUCTURES,496,496,1.0
863342,Molecular detection of hepatitis B virus: Recent developments,497,497,1.0
260745,Droperidol vs metoclopramide for prophylaxis of postoperative nausea and vomiting after breast cancer surgery,498,498,1.0
941515,Is prolonged use of computer games a risk factor for deep venous thrombosis in children?,499,499,1.0
641972,[Pelvic floor training for women with urinary incontinence].,500,500,1.0
699523,Regulating free speech,501,501,1.0
946112,Older Women in the Homeless Shelter: Personal Perspectives and Practice Ideas,502,502,1.0
958639,Ethically justified system-level decisions in health care: Toward a decision support workbook for healthcare leaders,503,503,1.0
850418,Takayasu's arteritis with multiple intracranial aneurysms,504,504,1.0
125302,Intravenous cyclophosphamide in patients with chronic systemic inflammatory diseases: morbidity and mortality.,505,505,1.0
168889,Trends in domestic violence service and leadership: implications for an integrated shelter model,506,506,1.0
63977,[Clinical and histologic results of treatment of serous pulp inflammations with Ledermix].,507,507,1.0
782211,Application of a model based on fuzzy logic for evaluating nursing diagnostic accuracy of students,508,508,1.0
473599,The effectiveness of N-acetylcysteine in preventing contrast-induced nephropathy in patients undergoing contrast-enhanced computed tomography: a meta-analysis of randomized controlled trials (Provisional abstract),509,509,1.0
915463,"[Commentary on] Gait changes in children with cerebral palsy following a neuro-developmental treatment course. Adams M, Chandler L, Shuhmann K, PEDIATRIC PHYSICAL THERAPY, 2000;12:114-120",510,510,1.0
476199,Cognitive Outcome of Pediatric Moyamoya Disease.,511,511,1.0
405141,Fruit consumption and risk of type 2 diabetes: results from three prospective longitudinal cohort studies.,512,512,1.0
213794,A biomechanical study of replacement of the posterior cruciate ligament with a graft. Part II: Forces in the graft compared with forces in the intact ligament,513,513,1.0
408902,The safety and immunogenicity of rotavirus vaccination in infants with intestinal failure,514,514,1.0
89897,A growing lesion on the cheek.,515,515,1.0
187552,Protective effect of ginsenoside Rb1 against myocardial ischemia/reperfusion injury in streptozotocin-induced diabetic rats,516,516,1.0
144339,Comparative in vitro performance of three small-volume valved holding chambers with beclomethasone/formoterol pressurized metered dose inhaler.,517,517,1.0
656518,The effectiveness of anti-illicit-drug public-service announcements: a systematic review and meta-analysis.,518,518,1.0
925315,[Use of statins prior to or following invasive therapy for coronary artery disease].,519,519,1.0
130308,Malignant lymphomas of the oral region.,520,520,1.0
237077,Women's experiences of acupuncture during labour,521,521,1.0
600827,Nutritional supplementation for hip fracture aftercare in the elderly.,522,522,1.0
851773,Quality of life factors and survival after total or extended maxillectomy for sinonasal malignancies.,523,523,1.0
67292,Epithelial Splicing Regulatory Proteins 1 (ESRP1) and 2 (ESRP2) Suppress Cancer Cell Motility via Different Mechanisms.,524,524,1.0
129698,Combined and sequential treatment of oral and maxillofacial malignancies: an evolving concept and clinical protocol.,525,525,1.0
254327,Evaluation of a workshop on evidence-based medicine for social insurance physicians.,526,526,1.0
556803,Neurocognitive assessment in 13 patients affected by muchopolysaccharidosis IVA (MPS IVA),527,527,1.0
73792,Evaluation of the protective effect of Ilex paraguariensis and Camellia sinensis extracts on the prevention of oxidative damage caused by ultraviolet radiation.,528,528,1.0
484593,New anticoagulants for atrial fibrillation.,529,529,1.0
351700,Our Health Counts -- Unmasking Health and Social Disparities among Urban Aboriginal People in Ontario.,530,530,1.0
105981,A common variant in the FTO gene is associated with body mass index and predisposes to childhood and adult obesity.,531,531,1.0
408198,"The parvalbumin-positive interneurons in the mouse dentate gyrus express GABAA receptor subunits �1, �_2, and � along their extrasynaptic cell membrane.",532,532,1.0
30272,Glial cells in amyotrophic lateral sclerosis.,533,533,1.0
623367,Diagnosing acute cardiac ischemia in the emergency department: a systematic review of the accuracy and clinical effect of current technologies.,534,534,1.0
13408,Eczema - quiz.,535,535,1.0
449003,"Stroke in children with posterior fossa brain malformations, hemangiomas, arterial anomalies, coarctation of the aorta and cardiac defects, and eye abnormalities (PHACE) syndrome: A systematic review of the literature.",536,536,1.0
299297,"Employing a youth-led adult-guided framework: ""why drive high?"" social marketing campaign.",537,537,1.0
302268,Review of Handbook for Working with Children and Youth: Pathways to Resilience across Cultures and Contexts,538,538,1.0
592663,Helicobacter pylori antibiotic resistance patterns and genotypes in adult dyspeptic patients from a regional population in North Wales,539,539,1.0
520843,Sonographically guided biopsy of focal lesions: a comparison of freehand and probe-guided techniques using a phantom.,540,540,1.0
460786,Splinting osseointegrated implants and natural teeth in partially edentulous patients: a systematic review of the literature. [Review],541,541,1.0
866131,Long-term subcutaneous recombinant interleukin-2 as maintenance therapy: Biological effects and clinical implications,542,542,1.0
751811,School soft drink intervention study,543,543,1.0
436781,Hoarse voice in adults: An evidence-based approach to the 12 minute consultation.,544,544,1.0
796900,"Chronic compartment syndrome, an important cause of work-related upper limb disorder",545,545,1.0
491837,"Sleep, sleep-dependent procedural learning and vigilance in chronic cocaine users: Evidence for occult insomnia",546,546,1.0
893227,A screening methodology for crowdsourcing video QoE evaluation,547,547,1.0
525874,Potential for inter-observer and intra-observer variability in x-ray review to establish stone-free rates after lithotripsy.,548,548,1.0
26475,Situating universal design architecture: designing with whom?,549,549,1.0
476191,Endovascular Treatment of Ruptured Large or Wide-Neck Basilar Tip Aneurysms Associated with Moyamoya Disease Using the Stent-Assisted Coil Technique.,550,550,1.0
719389,Subjective states: A more robust model,551,551,1.0
467318,The fundamental role of bone morphogenetic protein 15 in ovarian function and its      involvement in female fertility disorders.,552,552,1.0
268361,Giant-cell tumour of the knee: the condition of the cartilage after treatment by curettage and cementing,553,553,1.0
664795,Diagnostic accuracy of endoscopic ultrasound-guided fine-needle aspiration for solid pancreatic lesion: a systematic review.,554,554,1.0
102180,"Safety, tolerability and sustained weight loss over 2 years with the once-daily human GLP-1 analog, liraglutide.",555,555,1.0
258486,Web-based nutrition education intervention improves self-efficacy and self-regulation related to increased dairy intake in college students,556,556,1.0
961081,Three Abstracts on Chinese Research,557,557,1.0
52681,Retrograde nailing of humeral shaft fractures,558,558,1.0
828156,Behavioral and cognitive measurements predict scores on the MAST: a 3-year prospective study.,559,559,1.0
812757,Development of a SNP genotyping panel and a medical decision support algorithm to predict drug response in schizophrenia,560,560,1.0
713518,ELDERLY AND PHYSICAL ACTIVITY: BENEFITS AND CHALLENGES IN SEARCH FOR LIFE QUALITY.,561,561,1.0
180977,Neighbourhood characteristics and mortality in the Atherosclerosis Risk in Communities Study,562,562,1.0
828214,Transference-focused psychotherapy v. treatment by community psychotherapists for borderline personality disorder: randomised controlled trial.,563,563,1.0
176160,The changing residential environments of older people,564,564,1.0
677752,A systematic review of the surgical treatment of large incisional hernia.,565,565,1.0
107417,"Fast-food habits, weight gain, and insulin resistance (the CARDIA study): 15-year prospective analysis.",566,566,1.0
141282,Early prenatal survival in relation to the parental environment in sheep: A review,567,567,1.0
708911,Changing tides: improving outcomes through mentorship on all levels of nursing,568,568,1.0
621640,Tracking cognitive decline in Alzheimer's disease using the mini-mental state examination: a meta-analysis.,569,569,1.0
647583,Pulmonary rehabilitation programs for patients with COPD.,570,570,1.0
361080,The Impact of Nursing Case Management on Women With Diabetes in Pregnancy,571,571,1.0
283168,[Pharmacotherapy for conduct disorder in children and adolescents],572,572,1.0
52633,Monteggia lesions in adults. A multicenter Bota study,573,573,1.0
74821,Progesterone receptor PROGINS and +331G/A polymorphisms confer susceptibility to ovarian cancer: a meta-analysis based on 17 studies.,574,574,1.0
373015,Gene analysis of steroid 5 alpha-reductase 1 in hyperandrogenic women,575,575,1.0
529562,Intravenous insulin treatment in acute stroke: a systematic review and meta-analysis of randomized controlled trials.,576,576,1.0
574242,"Hospitalized heart failure patients with preserved vs. reduced     ejection fraction in Dubai, United Arab Emirates: a prospective     study",577,577,1.0
966388,Multiple endocrine neoplasia type 1 with multiple leiomyomas linked to a novel mutation in the MEN1 gene,578,578,1.0
919014,[Anesthetic gases exposure: findings from a 13 year environmental and biological monitoring in a hospital company].,579,579,1.0
494428,Out-of-hospital cardiac arrests occurring in southern Ontario health care clinics: bystander cardiopulmonary resuscitation and automated external defibrillator use.,580,580,1.0
55809,Diffusion tensor imaging of deep gray matter in children treated for brain malignancies.,581,581,1.0
368651,A randomized controlled trial of paracetamol versus morphine for the treatment of acute painful crisis of sickle cell disease,582,582,1.0
423691,Puberty suppression in adolescents with gender identity disorder: a prospective follow-up study,583,583,1.0
435904,A meta-analysis of clinical trials comparing mirtazapine with selective serotonin reuptake inhibitors for the treatment of major depressive disorder.,584,584,1.0
407245,Group physiotherapy provides similar outcomes for participants after joint replacement surgery as 1-to-1 physiotherapy: a sequential cohort study.,585,585,1.0
918698,Sevoflurane postconditioning converts persistent ventricular fibrillation into regular rhythm.,586,586,1.0
209138,Frontal and sagittal plane analyses of the stair climbing task in healthy adults aged over 40 years: what are the challenges compared to level walking?,587,587,1.0
