ReviewCount,original_index,unique_index
"687 user,210 critic",1872,1652
"49 user,23 critic",1873,1653
"105 user,182 critic",1874,1654
"315 user,104 critic",1875,1655
"158 user,55 critic",1876,1656
"266 user,143 critic",1877,1657
"12 user,7 critic",1878,1658
"119 user,57 critic",1879,1659
"288 user,103 critic",1880,1660
,1881,29
"135 user,35 critic",1882,1661
"195 user,262 critic",1883,1662
"343 user,137 critic",1884,1663
"599 user,178 critic",1885,1664
"198 user,197 critic",1886,1665
"1,126 user,144 critic",1887,1666
"298 user,90 critic",1888,1667
"557 user,291 critic",1889,1668
"295 user,160 critic",1890,1669
"802 user,215 critic",1891,1670
"2,659 user,466 critic",1892,1671
"232 user,69 critic",1893,1129
"247 user,253 critic",1894,1672
"217 user,118 critic",1895,1673
"795 user,464 critic",1896,1674
"925 user,373 critic",1897,1675
"543 user,171 critic",1898,1676
"265 user,421 critic",1899,1677
"1,226 user,194 critic",1900,1678
"308 user,136 critic",1901,1679
"773 user,351 critic",1902,1680
"156 user,81 critic",1903,1681
"2,611 user,441 critic",1904,1682
"7 user,6 critic",1905,1683
"6 user,66 critic",1906,1684
"15 user,30 critic",1907,1685
"248 user,179 critic",1908,1686
"87 user,24 critic",1909,1687
"31 user,70 critic",1910,1688
"12 user,11 critic",1911,1689
"207 user,74 critic",1912,1690
"74 user,41 critic",1913,1691
"32 user,22 critic",1914,1692
"85 user,41 critic",1915,1693
"104 user,55 critic",1916,1694
"74 user,39 critic",1917,1695
"83 user,48 critic",1918,1696
"93 user,58 critic",1919,1697
"113 user,230 critic",1920,1698
"19 user,34 critic",1921,1699
"450 user,328 critic",1922,1700
"338 user,191 critic",1923,1701
"28 user,11 critic",1924,1702
"210 user,74 critic",1925,1703
"21 user,8 critic",1926,1704
"102 user,131 critic",1927,1705
"219 user,166 critic",1928,1706
"28 user,1 critic",1929,1707
"196 user,169 critic",1930,1708
"85 user,47 critic",1931,1709
"81 user,65 critic",1932,1710
"152 user,65 critic",1933,1711
"82 user,44 critic",1934,1712
"66 user,42 critic",1935,1713
"42 user,28 critic",1936,1714
"205 user,90 critic",1937,1715
"13 user,7 critic",1938,1544
"50 user,41 critic",1939,1716
"61 user,54 critic",1940,1717
"611 user,144 critic",1941,1718
"44 user,34 critic",1942,1719
"53 user,23 critic",1943,1720
"114 user,69 critic",1944,1721
"56 user,46 critic",1945,1722
"58 user,15 critic",1946,1723
"62 user,3 critic",1947,1724
"991 user,132 critic",1948,1725
"167 user,120 critic",1949,1726
"685 user,151 critic",1950,1727
"276 user,128 critic",1951,1728
"289 user,145 critic",1952,1729
"97 user,59 critic",1953,1730
"162 user,71 critic",1954,1731
"55 user,23 critic",1955,1732
"115 user,30 critic",1956,1733
"81 user,27 critic",1957,1734
"106 user,24 critic",1958,1735
"65 user,29 critic",1959,1736
"62 user,19 critic",1960,1737
"13 user,1 critic",1961,1738
"200 user,169 critic",1962,1739
,1963,29
"207 user,209 critic",1964,1740
"61 user,50 critic",1965,1741
"92 user,149 critic",1966,1742
"109 user,45 critic",1967,1743
"157 user,119 critic",1968,1744
"116 user,112 critic",1969,1745
"232 user,52 critic",1970,1746
"153 user,123 critic",1971,1747
"360 user,207 critic",1972,1748
"66 user,39 critic",1973,1749
"293 user,132 critic",1974,1750
"210 user,106 critic",1975,1751
"236 user,143 critic",1976,1752
"25 user,13 critic",1977,1753
"627 user,144 critic",1978,1754
"200 user,115 critic",1979,1755
"211 user,109 critic",1980,1756
"255 user,128 critic",1981,1757
"361 user,168 critic",1982,1758
"199 user,67 critic",1983,1759
"178 user,96 critic",1984,1760
"161 user,94 critic",1985,1761
"282 user,150 critic",1986,1762
"170 user,71 critic",1987,1763
"545 user,163 critic",1988,1764
"51 user,24 critic",1989,1765
"56 user,38 critic",1990,1766
"16 user,5 critic",1991,1767
"489 user,312 critic",1992,1768
"62 user,50 critic",1993,1769
"47 user,33 critic",1994,1770
"40 user,26 critic",1995,1771
2 user,1996,267
"68 user,43 critic",1997,1772
"17 user,10 critic",1998,1773
"48 user,33 critic",1999,1774
"132 user,84 critic",2000,1775
"135 user,83 critic",2001,1776
"149 user,81 critic",2002,120
"158 user,115 critic",2003,1777
"65 user,55 critic",2004,1778
"137 user,64 critic",2005,1779
"111 user,60 critic",2006,1780
"91 user,55 critic",2007,1781
"125 user,59 critic",2008,1782
"806 user,234 critic",2009,1783
"284 user,330 critic",2010,1784
"261 user,156 critic",2011,1785
"284 user,346 critic",2012,1786
"46 user,34 critic",2013,1787
"380 user,263 critic",2014,1788
"179 user,125 critic",2015,1789
"330 user,150 critic",2016,1790
"328 user,149 critic",2017,1791
"13 user,5 critic",2018,641
"140 user,64 critic",2019,1792
"144 user,58 critic",2020,1793
"121 user,78 critic",2021,1794
"478 user,98 critic",2022,1795
"112 user,48 critic",2023,1796
"344 user,149 critic",2024,1797
"66 user,19 critic",2025,1798
"212 user,101 critic",2026,1799
"88 user,40 critic",2027,1473
"124 user,75 critic",2028,1800
"154 user,56 critic",2029,1801
"87 user,22 critic",2030,1802
"250 user,105 critic",2031,1803
"229 user,112 critic",2032,1804
"304 user,111 critic",2033,1805
"824 user,169 critic",2034,1806
"28 user,3 critic",2035,1807
"82 user,49 critic",2036,1808
"263 user,139 critic",2037,1809
"80 user,57 critic",2038,1810
"57 user,35 critic",2039,1811
"128 user,39 critic",2040,1812
"339 user,139 critic",2041,1813
"207 user,135 critic",2042,1814
"332 user,133 critic",2043,1815
"84 user,17 critic",2044,1816
"128 user,44 critic",2045,1817
"105 user,74 critic",2046,1818
"10 user,1 critic",2047,1819
"40 user,29 critic",2048,1820
"55 user,28 critic",2049,1821
"596 user,141 critic",2050,1822
"117 user,76 critic",2051,1823
"4 user,2 critic",2052,1405
"113 user,28 critic",2053,1824
"37 user,27 critic",2054,1825
"30 user,15 critic",2055,224
"61 user,19 critic",2056,1826
"34 user,13 critic",2057,1827
"50 user,30 critic",2058,1828
"739 user,545 critic",2059,1829
"536 user,136 critic",2060,1830
"241 user,107 critic",2061,1831
"257 user,161 critic",2062,1832
"614 user,123 critic",2063,1833
"625 user,178 critic",2064,1834
"13 user,13 critic",2065,1835
"39 user,35 critic",2066,1836
"109 user,78 critic",2067,1837
"215 user,83 critic",2068,1838
"146 user,262 critic",2069,1839
"27 user,23 critic",2070,1840
,2071,29
"251 user,66 critic",2072,1841
"235 user,102 critic",2073,1842
"64 user,68 critic",2074,1843
"111 user,73 critic",2075,1844
"129 user,57 critic",2076,1845
"97 user,57 critic",2077,1846
"11 user,11 critic",2078,594
"334 user,82 critic",2079,1847
"83 user,50 critic",2080,1848
"255 user,22 critic",2081,1849
"1,439 user,264 critic",2082,1850
"246 user,90 critic",2083,1851
,2084,29
"77 user,56 critic",2085,1852
"156 user,71 critic",2086,1853
"18 user,17 critic",2087,1854
"376 user,77 critic",2088,1855
"6 user,19 critic",2089,1856
"103 user,79 critic",2090,1857
"83 user,159 critic",2091,1858
"2,057 user,454 critic",2092,1859
"648 user,394 critic",2093,1860
"478 user,442 critic",2094,1861
"775 user,406 critic",2095,1862
"46 user,23 critic",2096,1863
"552 user,382 critic",2097,1864
"934 user,269 critic",2098,1865
"813 user,360 critic",2099,1866
"647 user,190 critic",2100,1867
"999 user,412 critic",2101,1868
"1,099 user,175 critic",2102,1869
"240 user,219 critic",2103,1870
"288 user,94 critic",2104,1871
,2105,29
,2106,29
,2107,29
,2108,29
"185 user,101 critic",2109,1872
"359 user,337 critic",2110,1873
"70 user,32 critic",2111,1874
"161 user,67 critic",2112,1875
"184 user,65 critic",2113,1876
"36 user,12 critic",2114,1877
"47 user,18 critic",2115,1391
"55 user,36 critic",2116,1878
"145 user,92 critic",2117,1879
"50 user,15 critic",2118,1880
"64 user,28 critic",2119,1881
"469 user,337 critic",2120,1882
"507 user,361 critic",2121,1883
"343 user,308 critic",2122,1884
"198 user,53 critic",2123,1885
"509 user,83 critic",2124,1886
"367 user,148 critic",2125,1887
"219 user,88 critic",2126,1888
"431 user,268 critic",2127,1889
"861 user,307 critic",2128,1890
"207 user,76 critic",2129,1891
"1,038 user,187 critic",2130,1892
"57 user,37 critic",2131,1893
"331 user,138 critic",2132,1894
"1,987 user,191 critic",2133,1895
,2134,29
"496 user,261 critic",2135,1896
"552 user,221 critic",2136,1897
"431 user,167 critic",2137,1898
"595 user,241 critic",2138,1899
"341 user,343 critic",2139,1900
"1,946 user,291 critic",2140,1901
"307 user,189 critic",2141,1902
"410 user,121 critic",2142,1903
"236 user,234 critic",2143,1904
"494 user,154 critic",2144,1905
"482 user,236 critic",2145,1906
"209 user,228 critic",2146,1907
"451 user,167 critic",2147,764
"528 user,192 critic",2148,1908
"766 user,380 critic",2149,1909
"470 user,519 critic",2150,1910
"580 user,352 critic",2151,1911
"620 user,472 critic",2152,1912
"570 user,104 critic",2153,1913
"533 user,164 critic",2154,1914
"433 user,167 critic",2155,1915
"507 user,185 critic",2156,1916
"163 user,163 critic",2157,1917
"641 user,171 critic",2158,1918
"267 user,239 critic",2159,1919
"628 user,194 critic",2160,1920
"844 user,183 critic",2161,1921
"286 user,235 critic",2162,1922
"405 user,375 critic",2163,1923
"11 user,5 critic",2164,574
"427 user,293 critic",2165,1924
"677 user,273 critic",2166,1925
"380 user,258 critic",2167,1926
"736 user,419 critic",2168,1927
"268 user,304 critic",2169,1928
"631 user,341 critic",2170,1929
"241 user,259 critic",2171,1930
"216 user,90 critic",2172,1931
"236 user,174 critic",2173,1932
"433 user,181 critic",2174,1933
"525 user,135 critic",2175,1934
"1,002 user,178 critic",2176,1935
"2,361 user,430 critic",2177,1936
"294 user,103 critic",2178,1937
"261 user,115 critic",2179,1938
"790 user,177 critic",2180,1939
"182 user,78 critic",2181,1940
"58 user,115 critic",2182,1941
"68 user,117 critic",2183,1942
"301 user,106 critic",2184,1943
"67 user,35 critic",2185,1944
"543 user,432 critic",2186,1945
"270 user,153 critic",2187,1946
"448 user,303 critic",2188,1947
"421 user,318 critic",2189,1948
"712 user,455 critic",2190,1949
"329 user,284 critic",2191,1950
"685 user,236 critic",2192,1951
"56 user,24 critic",2193,1952
"70 user,37 critic",2194,1953
"162 user,71 critic",2195,1731
"614 user,172 critic",2196,1255
"39 user,9 critic",2197,1954
"1,163 user,158 critic",2198,1955
"721 user,149 critic",2199,1956
"82 user,41 critic",2200,1957
"536 user,106 critic",2201,1958
"448 user,297 critic",2202,1959
"36 user,21 critic",2203,1960
"41 user,24 critic",2204,1961
"922 user,225 critic",2205,1962
"455 user,248 critic",2206,1963
"842 user,233 critic",2207,1964
"413 user,79 critic",2208,1965
"372 user,170 critic",2209,1966
"643 user,83 critic",2210,1967
"594 user,200 critic",2211,1968
"601 user,198 critic",2212,1969
"266 user,125 critic",2213,1970
"119 user,57 critic",2214,1659
"675 user,529 critic",2215,1971
"138 user,55 critic",2216,1972
"48 user,57 critic",2217,1973
"3 user,2 critic",2218,972
"65 user,73 critic",2219,1974
"149 user,55 critic",2220,1975
"150 user,43 critic",2221,1976
"1,152 user,230 critic",2222,1977
"56 user,44 critic",2223,308
"94 user,45 critic",2224,1978
"114 user,57 critic",2225,1979
"114 user,60 critic",2226,1980
"111 user,51 critic",2227,1981
"244 user,113 critic",2228,1982
"217 user,286 critic",2229,1983
"267 user,330 critic",2230,1984
"257 user,263 critic",2231,1985
"310 user,214 critic",2232,1986
"484 user,250 critic",2233,1987
"277 user,143 critic",2234,1988
"81 user,61 critic",2235,1989
"111 user,35 critic",2236,1990
"387 user,68 critic",2237,1991
"312 user,156 critic",2238,1992
"70 user,38 critic",2239,1993
"126 user,54 critic",2240,1994
"109 user,50 critic",2241,1995
"72 user,163 critic",2242,1996
"554 user,190 critic",2243,1997
"907 user,287 critic",2244,1998
"625 user,107 critic",2245,1999
"454 user,199 critic",2246,2000
"191 user,73 critic",2247,2001
"13 user,46 critic",2248,2002
"48 user,41 critic",2249,711
"90 user,45 critic",2250,2003
"17 user,39 critic",2251,2004
"18 user,26 critic",2252,2005
"210 user,109 critic",2253,2006
"238 user,299 critic",2254,2007
"225 user,178 critic",2255,2008
"209 user,75 critic",2256,2009
"445 user,132 critic",2257,2010
"526 user,146 critic",2258,2011
"112 user,54 critic",2259,2012
"316 user,78 critic",2260,2013
"323 user,99 critic",2261,2014
"95 user,58 critic",2262,2015
"151 user,54 critic",2263,1651
"54 user,28 critic",2264,2016
"98 user,52 critic",2265,2017
"133 user,55 critic",2266,2018
"308 user,108 critic",2267,2019
"419 user,234 critic",2268,2020
"593 user,230 critic",2269,2021
"304 user,194 critic",2270,2022
"502 user,201 critic",2271,2023
"496 user,297 critic",2272,2024
"41 user,33 critic",2273,2025
"736 user,191 critic",2274,2026
"211 user,76 critic",2275,2027
"8 user,16 critic",2276,1348
,2277,29
"24 user,56 critic",2278,2028
"106 user,131 critic",2279,2029
"3 user,24 critic",2280,2030
"353 user,245 critic",2281,2031
"7 user,8 critic",2282,2032
"27 user,20 critic",2283,2033
"103 user,192 critic",2284,2034
"47 user,5 critic",2285,2035
,2286,29
"106 user,55 critic",2287,2036
"787 user,165 critic",2288,2037
"33 user,107 critic",2289,2038
"414 user,142 critic",2290,2039
"196 user,105 critic",2291,2040
"130 user,61 critic",2292,2041
"539 user,341 critic",2293,2042
"273 user,135 critic",2294,2043
"179 user,52 critic",2295,2044
"72 user,47 critic",2296,2045
"137 user,38 critic",2297,2046
"371 user,77 critic",2298,2047
"84 user,53 critic",2299,2048
"1,049 user,320 critic",2300,2049
"474 user,202 critic",2301,2050
"295 user,304 critic",2302,2051
"243 user,95 critic",2303,2052
"163 user,52 critic",2304,2053
"149 user,38 critic",2305,2054
"220 user,124 critic",2306,2055
"74 user,56 critic",2307,2056
"102 user,60 critic",2308,2057
"56 user,29 critic",2309,2058
"199 user,91 critic",2310,1649
"248 user,160 critic",2311,2059
"92 user,33 critic",2312,2060
"174 user,50 critic",2313,2061
"531 user,256 critic",2314,2062
"389 user,384 critic",2315,2063
"578 user,161 critic",2316,2064
"444 user,133 critic",2317,2065
"472 user,176 critic",2318,2066
"453 user,115 critic",2319,2067
"1,613 user,288 critic",2320,2068
"401 user,113 critic",2321,2069
"121 user,55 critic",2322,2070
"91 user,53 critic",2323,2071
"242 user,116 critic",2324,2072
"279 user,135 critic",2325,2073
"79 user,130 critic",2326,2074
"489 user,151 critic",2327,2075
"223 user,111 critic",2328,2076
"239 user,102 critic",2329,2077
"253 user,106 critic",2330,2078
"175 user,71 critic",2331,2079
"137 user,91 critic",2332,2080
"79 user,35 critic",2333,2081
"170 user,79 critic",2334,2082
"130 user,57 critic",2335,2083
"129 user,64 critic",2336,2084
"392 user,140 critic",2337,2085
"572 user,148 critic",2338,2086
"258 user,101 critic",2339,2087
"1,001 user,220 critic",2340,2088
"51 user,67 critic",2341,2089
"32 user,43 critic",2342,2090
"38 user,35 critic",2343,2091
8 user,2344,1456
"824 user,279 critic",2345,2092
"452 user,150 critic",2346,2093
"154 user,124 critic",2347,2094
"317 user,120 critic",2348,2095
"313 user,153 critic",2349,2096
"85 user,120 critic",2350,2097
"2 user,4 critic",2351,1421
"25 user,83 critic",2352,2098
"78 user,119 critic",2353,2099
"350 user,138 critic",2354,2100
"135 user,176 critic",2355,2101
"240 user,143 critic",2356,2102
"313 user,155 critic",2357,2103
"130 user,245 critic",2358,2104
"212 user,371 critic",2359,2105
"280 user,66 critic",2360,2106
"328 user,463 critic",2361,2107
"286 user,196 critic",2362,2108
"250 user,363 critic",2363,2109
"40 user,47 critic",2364,2110
"129 user,52 critic",2365,2111
"105 user,155 critic",2366,2112
"309 user,412 critic",2367,2113
"263 user,65 critic",2368,2114
"366 user,139 critic",2369,2115
"380 user,403 critic",2370,2116
"680 user,545 critic",2371,2117
"270 user,223 critic",2372,2118
"120 user,232 critic",2373,2119
"251 user,148 critic",2374,2120
"219 user,117 critic",2375,2121
"152 user,193 critic",2376,2122
"196 user,74 critic",2377,1057
"165 user,52 critic",2378,2123
"105 user,86 critic",2379,2124
"504 user,165 critic",2380,2125
"135 user,96 critic",2381,2126
"61 user,50 critic",2382,1741
"22 user,5 critic",2383,634
"245 user,77 critic",2384,2127
"347 user,115 critic",2385,2128
"304 user,123 critic",2386,2129
"98 user,40 critic",2387,2130
"217 user,105 critic",2388,2131
"335 user,143 critic",2389,2132
"248 user,68 critic",2390,2133
"222 user,98 critic",2391,2134
"554 user,164 critic",2392,2135
"121 user,55 critic",2393,2070
"446 user,216 critic",2394,2136
"309 user,157 critic",2395,2137
"119 user,43 critic",2396,2138
"1,490 user,482 critic",2397,2139
"1,085 user,182 critic",2398,2140
"616 user,511 critic",2399,2141
"309 user,143 critic",2400,2142
"96 user,65 critic",2401,2143
"445 user,202 critic",2402,2144
"239 user,78 critic",2403,2145
"641 user,233 critic",2404,2146
"255 user,96 critic",2405,2147
"246 user,78 critic",2406,2148
"110 user,43 critic",2407,2149
"164 user,102 critic",2408,2150
"137 user,81 critic",2409,147
"548 user,175 critic",2410,2151
"309 user,213 critic",2411,2152
"691 user,275 critic",2412,2153
"310 user,321 critic",2413,2154
"13 user,9 critic",2414,1557
"273 user,93 critic",2415,2155
"37 user,18 critic",2416,2156
"51 user,68 critic",2417,2157
,2418,29
"28 user,12 critic",2419,223
"16 user,3 critic",2420,2158
"13 user,5 critic",2421,641
"109 user,81 critic",2422,2159
"36 user,17 critic",2423,739
"305 user,125 critic",2424,2160
"285 user,109 critic",2425,2161
"298 user,107 critic",2426,2162
"474 user,127 critic",2427,2163
"677 user,172 critic",2428,2164
"199 user,201 critic",2429,2165
"230 user,164 critic",2430,2166
"453 user,145 critic",2431,2167
"305 user,114 critic",2432,2168
"377 user,197 critic",2433,2169
"310 user,178 critic",2434,2170
"121 user,76 critic",2435,2171
"171 user,63 critic",2436,2172
"183 user,188 critic",2437,2173
"246 user,69 critic",2438,2174
"85 user,38 critic",2439,2175
"109 user,65 critic",2440,2176
"67 user,34 critic",2441,234
"46 user,10 critic",2442,2177
"43 user,21 critic",2443,2178
"162 user,36 critic",2444,2179
"6 user,3 critic",2445,704
"18 user,24 critic",2446,2180
"9 user,9 critic",2447,2181
"1 user,1 critic",2448,717
"49 user,22 critic",2449,2182
"100 user,34 critic",2450,2183
"23 user,15 critic",2451,2184
"49 user,9 critic",2452,2185
"4 user,1 critic",2453,9
"85 user,33 critic",2454,2186
"42 user,16 critic",2455,2187
"34 user,8 critic",2456,2188
"325 user,165 critic",2457,2189
"117 user,28 critic",2458,2190
"262 user,148 critic",2459,2191
"137 user,104 critic",2460,2192
"14 user,50 critic",2461,2193
"287 user,125 critic",2462,2194
"129 user,153 critic",2463,2195
"42 user,15 critic",2464,2196
"697 user,151 critic",2465,2197
"673 user,196 critic",2466,2198
"80 user,45 critic",2467,2199
"57 user,15 critic",2468,2200
"146 user,90 critic",2469,2201
"47 user,25 critic",2470,2202
"70 user,19 critic",2471,2203
"65 user,32 critic",2472,2204
"136 user,90 critic",2473,2205
"28 user,22 critic",2474,2206
"110 user,52 critic",2475,2207
"105 user,65 critic",2476,2208
"45 user,13 critic",2477,2209
"42 user,22 critic",2478,2210
"52 user,32 critic",2479,174
"60 user,17 critic",2480,2211
"33 user,31 critic",2481,2212
"18 user,4 critic",2482,570
"179 user,77 critic",2483,2213
"112 user,47 critic",2484,2214
"13 user,20 critic",2485,2215
"106 user,92 critic",2486,2216
"246 user,102 critic",2487,2217
"100 user,128 critic",2488,2218
"83 user,147 critic",2489,2219
"118 user,120 critic",2490,2220
"128 user,164 critic",2491,2221
"465 user,142 critic",2492,2222
"43 user,37 critic",2493,352
"26 user,11 critic",2494,2223
"184 user,128 critic",2495,2224
"38 user,35 critic",2496,2091
"199 user,93 critic",2497,2225
"27 user,10 critic",2498,668
"10 user,5 critic",2499,483
"19 user,16 critic",2500,2226
"47 user,24 critic",2501,2227
"21 user,4 critic",2502,83
"476 user,328 critic",2503,2228
"157 user,40 critic",2504,2229
"34 user,26 critic",2505,2230
"16 user,12 critic",2506,2231
"28 user,14 critic",2507,2232
"25 user,13 critic",2508,1753
"28 user,11 critic",2509,1702
"72 user,23 critic",2510,2233
"57 user,12 critic",2511,2234
"84 user,55 critic",2512,2235
"88 user,25 critic",2513,2236
15 user,2514,2237
"452 user,102 critic",2515,2238
"1 user,1 critic",2516,717
"238 user,243 critic",2517,2239
"499 user,141 critic",2518,2240
"471 user,173 critic",2519,2241
"1,016 user,201 critic",2520,2242
"280 user,262 critic",2521,2243
"237 user,113 critic",2522,2244
"431 user,88 critic",2523,2245
"613 user,130 critic",2524,2246
"81 user,36 critic",2525,1469
"537 user,115 critic",2526,2247
"129 user,39 critic",2527,2248
,2528,29
1 user,2529,185
,2530,29
"5 user,7 critic",2531,2249
3 critic,2532,454
"24 user,72 critic",2533,2250
"2 user,11 critic",2534,615
"105 user,103 critic",2535,2251
"6 user,2 critic",2536,1437
"56 user,72 critic",2537,2252
3 user,2538,46
"798 user,186 critic",2539,2253
"5 user,5 critic",2540,2254
"108 user,28 critic",2541,2255
"100 user,110 critic",2542,2256
"45 user,102 critic",2543,2257
"54 user,107 critic",2544,2258
"108 user,139 critic",2545,2259
"318 user,180 critic",2546,2260
"376 user,149 critic",2547,2261
"86 user,96 critic",2548,2262
"69 user,16 critic",2549,2263
16 user,2550,2264
,2551,29
"12 user,14 critic",2552,2265
,2553,29
"3 user,1 critic",2554,1236
,2555,29
"1 user,5 critic",2556,193
"3 user,5 critic",2557,2266
"2,271 user,385 critic",2558,2267
"65 user,153 critic",2559,2268
"89 user,237 critic",2560,2269
"148 user,128 critic",2561,2270
"186 user,129 critic",2562,2271
"112 user,57 critic",2563,2272
"126 user,191 critic",2564,2273
"160 user,200 critic",2565,2274
"64 user,70 critic",2566,2275
"244 user,118 critic",2567,2276
"20 user,109 critic",2568,2277
"59 user,51 critic",2569,796
"66 user,54 critic",2570,2278
"7 user,1 critic",2571,470
"14 user,2 critic",2572,2279
"67 user,11 critic",2573,2280
3 user,2574,46
"76 user,42 critic",2575,2281
"34 user,21 critic",2576,2282
"6 user,8 critic",2577,2283
"29 user,5 critic",2578,2284
"34 user,18 critic",2579,2285
"36 user,39 critic",2580,2286
"187 user,218 critic",2581,2287
"503 user,371 critic",2582,2288
"15 user,27 critic",2583,2289
"38 user,40 critic",2584,2290
"133 user,40 critic",2585,2291
"339 user,200 critic",2586,2292
"17 user,95 critic",2587,2293
"134 user,333 critic",2588,2294
"68 user,41 critic",2589,2295
"81 user,44 critic",2590,457
"76 user,31 critic",2591,2296
"24 user,13 critic",2592,2297
"192 user,107 critic",2593,2298
"31 user,15 critic",2594,2299
"111 user,97 critic",2595,2300
"105 user,37 critic",2596,2301
"103 user,48 critic",2597,2302
"47 user,50 critic",2598,2303
"21 user,16 critic",2599,2304
"16 user,24 critic",2600,2305
"27 user,22 critic",2601,2306
"49 user,46 critic",2602,2307
"13 user,6 critic",2603,2308
"20 user,22 critic",2604,2309
"145 user,70 critic",2605,2310
"255 user,91 critic",2606,2311
"195 user,80 critic",2607,2312
"16 user,6 critic",2608,10
"53 user,13 critic",2609,2313
"76 user,21 critic",2610,2314
"394 user,130 critic",2611,2315
"55 user,72 critic",2612,2316
"121 user,57 critic",2613,2317
"182 user,92 critic",2614,2318
"150 user,82 critic",2615,2319
"43 user,41 critic",2616,2320
"103 user,62 critic",2617,2321
"247 user,102 critic",2618,2322
"109 user,126 critic",2619,2323
"1,034 user,296 critic",2620,2324
"80 user,91 critic",2621,2325
"75 user,83 critic",2622,134
"514 user,384 critic",2623,2326
"204 user,78 critic",2624,2327
"31 user,21 critic",2625,195
"115 user,28 critic",2626,2328
"127 user,85 critic",2627,2329
"107 user,25 critic",2628,2330
"165 user,52 critic",2629,2123
"233 user,107 critic",2630,2331
"340 user,135 critic",2631,2332
"69 user,30 critic",2632,2333
"58 user,29 critic",2633,2334
"91 user,35 critic",2634,2335
"265 user,94 critic",2635,2336
"351 user,98 critic",2636,2337
"277 user,69 critic",2637,2338
"40 user,28 critic",2638,2339
"151 user,62 critic",2639,2340
"162 user,40 critic",2640,2341
"139 user,46 critic",2641,277
"14 user,7 critic",2642,381
"668 user,188 critic",2643,2342
"1,167 user,252 critic",2644,2343
"398 user,127 critic",2645,2344
"405 user,122 critic",2646,2345
"543 user,213 critic",2647,2346
"552 user,249 critic",2648,2347
"277 user,242 critic",2649,2348
"190 user,116 critic",2650,2349
"55 user,11 critic",2651,2350
"32 user,16 critic",2652,2351
"141 user,127 critic",2653,2352
"332 user,183 critic",2654,2353
"596 user,209 critic",2655,2354
"622 user,330 critic",2656,2355
"371 user,230 critic",2657,2356
"281 user,305 critic",2658,2357
"794 user,437 critic",2659,2358
"848 user,243 critic",2660,2359
"672 user,281 critic",2661,2360
"417 user,280 critic",2662,2361
"662 user,414 critic",2663,2362
"573 user,309 critic",2664,2363
"431 user,140 critic",2665,2364
"545 user,126 critic",2666,2365
"346 user,149 critic",2667,2366
"177 user,151 critic",2668,2367
"318 user,148 critic",2669,2368
"729 user,210 critic",2670,2369
"411 user,150 critic",2671,2370
"329 user,151 critic",2672,2371
"179 user,287 critic",2673,2372
"301 user,103 critic",2674,2373
"483 user,191 critic",2675,2374
"463 user,127 critic",2676,2375
"695 user,121 critic",2677,2376
"195 user,122 critic",2678,2377
"1,449 user,219 critic",2679,2378
"268 user,106 critic",2680,1628
"190 user,233 critic",2681,2379
"139 user,151 critic",2682,2380
"283 user,122 critic",2683,2381
"258 user,228 critic",2684,2382
"14 user,34 critic",2685,2383
"318 user,92 critic",2686,2384
"27 user,8 critic",2687,950
"29 user,6 critic",2688,2385
"155 user,102 critic",2689,2386
"280 user,287 critic",2690,2387
"37 user,77 critic",2691,2388
"67 user,111 critic",2692,2389
"3 user,4 critic",2693,1422
"119 user,26 critic",2694,2390
"202 user,121 critic",2695,2391
"156 user,98 critic",2696,2392
"112 user,80 critic",2697,2393
"505 user,134 critic",2698,2394
"18 user,4 critic",2699,570
"10 user,5 critic",2700,483
"5 user,1 critic",2701,696
"74 user,41 critic",2702,1691
"23 user,10 critic",2703,2395
"42 user,26 critic",2704,2396
"109 user,37 critic",2705,2397
"107 user,38 critic",2706,2398
"28 user,22 critic",2707,2206
"36 user,41 critic",2708,2399
"63 user,45 critic",2709,2400
"103 user,118 critic",2710,2401
"144 user,45 critic",2711,2402
"38 user,32 critic",2712,2403
"37 user,21 critic",2713,484
"17 user,16 critic",2714,2404
"61 user,8 critic",2715,2405
"38 user,92 critic",2716,2406
"177 user,121 critic",2717,2407
,2718,29
"214 user,127 critic",2719,2408
"110 user,63 critic",2720,2409
"171 user,66 critic",2721,2410
"188 user,93 critic",2722,2411
"80 user,76 critic",2723,2412
"541 user,317 critic",2724,2413
"147 user,78 critic",2725,2414
"75 user,46 critic",2726,860
"9 user,2 critic",2727,2415
"52 user,81 critic",2728,2416
"10 user,1 critic",2729,1819
"7 user,4 critic",2730,217
"34 user,30 critic",2731,2417
"111 user,131 critic",2732,2418
"112 user,122 critic",2733,2419
"207 user,70 critic",2734,2420
"691 user,136 critic",2735,2421
"99 user,30 critic",2736,2422
"1,100 user,575 critic",2737,2423
"139 user,198 critic",2738,2424
"194 user,265 critic",2739,2425
"15 user,7 critic",2740,95
"722 user,413 critic",2741,2426
"648 user,217 critic",2742,2427
"529 user,397 critic",2743,2428
"90 user,53 critic",2744,2429
"104 user,44 critic",2745,2430
"130 user,77 critic",2746,2431
"74 user,24 critic",2747,2432
"104 user,75 critic",2748,2433
"106 user,159 critic",2749,2434
"255 user,77 critic",2750,2435
"519 user,172 critic",2751,2436
"281 user,164 critic",2752,2437
"985 user,210 critic",2753,2438
"178 user,251 critic",2754,2439
"177 user,75 critic",2755,2440
"614 user,483 critic",2756,2441
"49 user,38 critic",2757,2442
"45 user,53 critic",2758,2443
