Duration,RatingCount,original_index,unique_index
91 min,"64,021",1117,1096
90 min,"106,076",1118,1097
79 min,"46,145",1119,1098
86 min,"72,748",1120,1099
76 min,"205,117",1121,1100
83 min,"59,950",1122,1101
81 min,"57,810",1123,1102
86 min,"99,821",1124,1103
111 min,999,1125,1104
95 min,"19,273",1126,1105
98 min,"12,116",1127,1106
89 min,"2,216",1128,1107
121 min,"50,642",1129,1108
88 min,58,1130,1109
79 min,"101,118",1131,1110
102 min,"23,938",1132,1111
88 min,"151,434",1133,1112
90 min,"234,333",1134,1113
93 min,"125,318",1135,1114
101 min,"101,845",1136,1115
136 min,"1,098,318",1137,1116
121 min,"786,718",1138,1117
131 min,"539,915",1139,1118
108 min,"294,929",1140,1119
118 min,"244,949",1141,1120
71 min,"19,020",1142,1121
70 min,"15,037",1143,1122
70 min,"44,872",1144,1123
75 min,"29,837",1145,1124
74 min,"5,070",1146,1125
79 min,"15,806",1147,1126
99 min,"5,901",1148,1127
73 min,"14,571",1149,1128
150 min,"49,683",1150,1129
178 min,"40,983",1151,1130
161 min,"135,367",1152,1131
158 min,"38,078",1153,1132
144 min,"32,400",1154,1133
132 min,"12,811",1155,1134
175 min,"37,871",1156,1135
126 min,"76,783",1157,1136
121 min,"31,379",1158,1137
167 min,"10,171",1159,1138
118 min,"12,885",1160,1139
144 min,"23,722",1161,1140
91 min,"91,087",1162,1141
95 min,"65,001",1163,1142
95 min,"63,597",1164,1143
170 min,"486,409",1165,1144
96 min,"3,225",1166,1145
111 min,"17,580",1167,1146
118 min,"31,747",1168,1147
114 min,"60,675",1169,1148
113 min,"40,919",1170,1149
125 min,"98,264",1171,1150
172 min,"36,736",1172,1151
115 min,"13,676",1173,1152
110 min,"126,615",1174,1153
116 min,"54,849",1175,1154
107 min,"88,548",1176,1155
101 min,"23,064",1177,1156
110 min,"133,589",1178,1157
83 min,"120,240",1179,1158
136 min,"414,132",1180,1159
143 min,"884,909",1181,1160
129 min,"65,493",1182,1161
104 min,"408,812",1183,1162
121 min,"555,319",1184,1163
121 min,"498,006",1185,1164
112 min,"361,387",1186,1165
115 min,"478,150",1187,1166
124 min,"440,804",1188,1167
92 min,"38,748",1189,1168
134 min,"368,783",1190,1169
112 min,"302,921",1191,1170
109 min,"303,082",1192,1171
119 min,"394,561",1193,1172
116 min,"418,008",1194,1173
123 min,"278,025",1195,1174
89 min,"3,898",1196,1175
101 min,"482,730",1197,1176
124 min,"350,935",1198,1177
130 min,"281,444",1199,1178
113 min,"369,460",1200,1179
169 min,"586,896",1201,1180
169 min,"431,384",1202,1181
142 min,"645,461",1203,1182
161 min,"434,969",1204,1183
143 min,"734,822",1205,1184
151 min,"477,986",1206,1185
194 min,"721,462",1207,1186
146 min,"447,194",1208,1187
126 min,"292,182",1209,1188
,"345,529",1210,1189
84 min,"30,700",1211,1190
154 min,"304,716",1212,1191
127 min,"367,404",1213,1192
107 min,"323,600",1214,1193
104 min,"347,971",1215,1194
126 min,"16,208",1216,1195
150 min,"301,036",1217,1196
165 min,"219,082",1218,1197
116 min,"310,570",1219,1198
88 min,"245,681",1220,1199
92 min,"310,338",1221,1200
158 min,"262,168",1222,1201
151 min,"300,661",1223,1202
124 min,"308,606",1224,1203
103 min,"162,418",1225,1204
118 min,"205,441",1226,1205
131 min,"179,279",1227,1206
120 min,"314,933",1228,1207
100 min,"146,670",1229,1208
124 min,"170,316",1230,1209
100 min,"230,993",1231,1210
143 min,"116,630",1232,1211
83 min,"10,847",1233,1212
179 min,"990,248",1234,1213
201 min,"1,098,637",1235,1214
178 min,"1,123,075",1236,1215
136 min,"457,317",1237,1216
140 min,"444,293",1238,1217
142 min,"392,617",1239,1218
118 min,"296,441",1240,1219
113 min,"69,768",1241,1220
110 min,"128,985",1242,1221
133 min,"26,616",1243,1222
131 min,"68,061",1244,1223
118 min,293,1245,1224
130 min,"88,854",1246,1225
104 min,"22,352",1247,1226
95 min,"57,428",1248,1227
113 min,"47,561",1249,1228
97 min,"89,327",1250,1229
97 min,"81,667",1251,1230
125 min,"249,504",1252,1231
157 min,"349,489",1253,1232
113 min,"96,672",1254,1233
146 min,"294,769",1255,1234
153 min,"286,912",1256,1235
138 min,"320,053",1257,1236
161 min,"350,275",1258,1237
170 min,"395,693",1259,1238
156 min,"181,418",1260,1239
119 min,"21,184",1261,1240
127 min,"211,889",1262,1241
157 min,"74,100",1263,1242
112 min,"105,244",1264,1243
107 min,"61,054",1265,1244
133 min,"79,528",1266,1245
119 min,"50,706",1267,1246
128 min,"33,982",1268,1247
147 min,"163,417",1269,1248
105 min,"94,703",1270,1249
110 min,"9,600",1271,1250
192 min,"23,101",1272,1251
113 min,"128,157",1273,1252
145 min,"72,236",1274,1253
81 min,"192,574",1275,1254
100 min,"9,528",1276,1255
,"113,897",1277,1256
78 min,"1,008",1278,1257
117 min,"50,121",1279,1258
108 min,"62,897",1280,1259
140 min,"64,867",1281,1260
107 min,"40,007",1282,1261
140 min,"10,259",1283,1262
118 min,"161,596",1284,1263
181 min,"172,952",1285,1264
145 min,"43,433",1286,1265
130 min,"200,757",1287,1266
119 min,"205,176",1288,1267
93 min,121,1289,1268
121 min,"4,858",1290,1269
129 min,"64,991",1291,1270
90 min,"13,674",1292,1271
95 min,"42,484",1293,1272
124 min,"73,747",1294,1273
131 min,"43,489",1295,1274
118 min,"163,389",1296,1275
118 min,"32,620",1297,1276
128 min,"62,003",1298,1277
113 min,"150,419",1299,1278
,"47,389",1300,1279
129 min,"202,010",1301,1280
125 min,"30,618",1302,1281
,"39,612",1303,1282
136 min,"85,246",1304,1283
135 min,"34,213",1305,1284
,"15,725",1306,1285
113 min,"28,657",1307,1286
124 min,"2,723",1308,1287
85 min,"2,628",1309,1288
56 min,"1,045",1310,1289
99 min,"2,584",1311,1290
1 hr. 57 min.,"21,203",1312,1291
121 min,"92,153",1313,1292
229 min,"199,341",1314,1293
178 min,"301,391",1315,1294
129 min,"239,553",1316,1295
116 min,"244,342",1317,1296
138 min,"396,500",1318,1297
129 min,"342,197",1319,1298
121 min,"218,328",1320,1299
138 min,"266,023",1321,1300
102 min,"23,211",1322,1301
99 min,"8,795",1323,1302
113 min,"119,872",1324,1303
107 min,"38,196",1325,1304
106 min,"21,294",1326,1305
107 min,"46,077",1327,1306
111 min,"1,735",1328,1307
96 min,"53,759",1329,1308
97 min,"21,529",1330,1309
138 min,"28,383",1331,1310
124 min,"97,008",1332,1311
170 min,"62,056",1333,1312
102 min,"265,122",1334,1313
117 min,"24,066",1335,1314
118 min,"14,679",1336,1315
175 min,"16,511",1337,1316
1 hr. 32 min.,"8,781",1338,1317
104 min,"127,971",1339,1318
102 min,"30,752",1340,1319
125 min,"165,924",1341,1320
68 min,"7,569",1342,1321
78 min,"55,984",1343,1322
64 min,"76,582",1344,1323
83 min,"74,710",1345,1324
88 min,"79,846",1346,1325
75 min,"87,859",1347,1326
76 min,"73,448",1348,1327
79 min,"58,437",1349,1328
94 min,"8,250",1350,1329
70 min,"84,132",1351,1330
74 min,"94,407",1352,1331
75 min,"89,401",1353,1332
101 min,"34,048",1354,1333
89 min,"22,181",1355,1334
94 min,"25,150",1356,1335
112 min,"46,114",1357,1336
87 min,"1,204",1358,1337
91 min,"14,021",1359,1338
87 min,"36,183",1360,1339
87 min,73,1361,1340
102 min,125,1362,1341
124 min,"49,639",1363,1342
93 min,223,1364,1343
105 min,"20,153",1365,1344
94 min,"14,419",1366,1345
109 min,"17,362",1367,1346
124 min,"103,454",1368,1347
130 min,"166,932",1369,1348
99 min,"67,794",1370,1349
97 min,"25,636",1371,1350
128 min,"61,763",1372,1351
83 min,"38,705",1373,1352
124 min,"4,811",1374,1353
95 min,"11,169",1375,1354
123 min,"63,863",1376,1355
94 min,"130,787",1377,1356
120 min,"117,647",1378,1357
122 min,"108,542",1379,1358
94 min,"39,563",1380,1359
112 min,"286,574",1381,1360
128 min,"223,680",1382,1361
119 min,"273,898",1383,1362
90 min,338,1384,1363
119 min,"118,830",1385,1364
133 min,"619,370",1386,1365
102 min,"66,784",1387,1366
126 min,"198,142",1388,1367
102 min,"91,777",1389,1368
97 min,"32,089",1390,1369
,31,1391,1370
129 min,"24,346",1392,1371
100 min,"108,617",1393,1372
85 min,"68,554",1394,1373
103 min,"66,678",1395,1374
87 min,"27,907",1396,1375
92 min,"35,602",1397,1376
88 min,"28,791",1398,1377
93 min,"46,838",1399,1378
1 hr. 45 min.,"80,340",1400,1379
89 min,"97,976",1401,1380
97 min,"59,313",1402,1381
103 min,"47,284",1403,1382
130 min,"63,720",1404,1383
119 min,"138,355",1405,1384
100 min,"3,411",1406,1385
119 min,"264,274",1407,1386
89 min,"7,759",1408,1387
92 min,"171,010",1409,1388
93 min,"121,280",1410,1389
94 min,"248,082",1411,1390
119 min,"117,655",1412,1391
,"120,793",1413,1392
98 min,"197,275",1414,1393
92 min,"143,734",1415,1394
94 min,"29,535",1416,1395
81 min,"111,727",1417,1396
101 min,"156,330",1418,1397
88 min,"174,861",1419,1398
108 min,"193,617",1420,1399
98 min,"79,060",1421,1400
83 min,"195,897",1422,1401
95 min,"297,701",1423,1402
85 min,"64,415",1424,1403
86 min,"1,957",1425,1404
90 min,"10,430",1426,1405
93 min,"58,622",1427,1406
94 min,"65,623",1428,1407
,"43,498",1429,1408
93 min,"30,334",1430,1409
86 min,"15,491",1431,1410
104 min,"128,024",1432,1411
113 min,"141,353",1433,1412
96 min,"65,128",1434,1413
106 min,"167,144",1435,1414
126 min,"113,809",1436,1415
114 min,"164,513",1437,1416
104 min,"102,876",1438,1417
96 min,"101,915",1439,1418
101 min,"61,537",1440,1419
106 min,"56,580",1441,1420
99 min,"83,951",1442,1421
93 min,"33,059",1443,1422
82 min,"31,750",1444,1423
103 min,"21,203",1445,1424
98 min,"18,211",1446,1425
88 min,"20,529",1447,1426
92 min,"45,890",1448,1427
106 min,"79,159",1449,1428
,,1450,29
118 min,"131,012",1451,1429
84 min,"14,772",1452,1430
92 min,994,1453,1431
102 min,"41,198",1454,1432
96 min,"109,068",1455,1433
94 min,"23,810",1456,1434
89 min,"19,200",1457,1435
88 min,"28,541",1458,1436
140 min,"110,261",1459,1437
115 min,"267,878",1460,1438
137 min,"445,310",1461,1439
109 min,"282,396",1462,1440
117 min,"508,285",1463,1441
114 min,"190,468",1464,1442
113 min,"223,970",1465,1443
90 min,"102,297",1466,1444
141 min,"178,478",1467,1445
101 min,"134,077",1468,1446
108 min,"95,177",1469,1447
107 min,"161,928",1470,1448
102 min,"166,128",1471,1449
101 min,"105,169",1472,1450
82 min,314,1473,1451
89 min,367,1474,1452
72 min,86,1475,1453
91 min,"3,134",1476,1454
88 min,"13,561",1477,1455
119 min,"327,200",1478,1456
78 min,85,1479,1457
82 min,963,1480,1458
94 min,"5,533",1481,1459
102 min,"32,205",1482,1460
112 min,"1,962",1483,1461
112 min,"4,592",1484,1462
104 min,777,1485,1463
68 min,54,1486,1464
72 min,123,1487,1465
74 min,816,1488,1466
95 min,"7,286",1489,1467
98 min,"72,631",1490,1468
109 min,"84,050",1491,1469
109 min,"85,176",1492,1470
87 min,"5,992",1493,1471
93 min,"19,181",1494,1472
90 min,996,1495,1473
95 min,"45,535",1496,1474
89 min,"1,648",1497,1475
72 min,"9,666",1498,1476
83 min,"58,039",1499,1477
74 min,"30,300",1500,1478
78 min,"38,941",1501,1479
78 min,"27,837",1502,1480
71 min,"1,222",1503,1481
71 min,"3,579",1504,1482
82 min,"3,750",1505,1483
90 min,"16,510",1506,1484
101 min,"84,953",1507,1485
89 min,"16,681",1508,1486
76 min,"19,375",1509,1487
86 min,"10,243",1510,1488
71 min,"2,280",1511,1489
74 min,"29,678",1512,1490
96 min,"15,076",1513,1491
96 min,"3,902",1514,1492
96 min,"4,214",1515,1493
80 min,"20,280",1516,1494
98 min,"18,439",1517,1495
99 min,"15,093",1518,1496
100 min,"22,010",1519,1497
104 min,"17,751",1520,1498
100 min,"6,434",1521,1499
103 min,"16,575",1522,1500
107 min,"18,052",1523,1501
88 min,"40,511",1524,1502
106 min,"25,908",1525,1503
100 min,"41,269",1526,1504
93 min,"13,051",1527,1505
91 min,465,1528,1506
92 min,"8,717",1529,442
1 hr. 33 min.,"8,045",1530,1507
92 min,"13,749",1531,1508
96 min,"1,467",1532,1509
90 min,"1,475",1533,1510
81 min,"7,010",1534,1511
107 min,"16,935",1535,1512
101 min,"7,087",1536,1513
87 min,"10,639",1537,1514
88 min,"30,991",1538,1515
87 min,"43,227",1539,1516
94 min,"75,167",1540,1517
99 min,"59,668",1541,1518
112 min,"223,037",1542,1519
59 min,,1543,1520
101 min,"40,853",1544,1521
96 min,"49,267",1545,1522
90 min,46,1546,1523
100 min,"78,884",1547,1524
,30,1548,1525
104 min,"55,970",1549,1526
119 min,68,1550,1527
49 min,22,1551,1528
99 min,20,1552,1529
90 min,50,1553,1530
105 min,20,1554,1531
95 min,58,1555,1532
108 min,23,1556,1533
104 min,301,1557,1534
,53,1558,1535
103 min,601,1559,1536
108 min,26,1560,1537
116 min,"110,416",1561,1538
94 min,853,1562,1539
86 min,77,1563,1540
97 min,180,1564,1541
108 min,620,1565,1542
100 min,19,1566,1543
100 min,"62,509",1567,1544
122 min,"194,449",1568,1545
116 min,335,1569,1546
88 min,"16,041",1570,1547
72 min,21,1571,1548
88 min,83,1572,1549
100 min,170,1573,1550
93 min,"12,462",1574,1551
91 min,"1,518",1575,1552
90 min,"1,307",1576,1553
93 min,"18,503",1577,1554
95 min,"5,420",1578,1555
123 min,"24,047",1579,1556
197 min,"52,765",1580,1557
155 min,"176,399",1581,1558
88 min,"35,169",1582,1559
94 min,338,1583,1560
81 min,208,1584,1561
93 min,801,1585,1562
91 min,228,1586,1563
100 min,51,1587,1564
85 min,,1588,1565
72 min,233,1589,1566
73 min,98,1590,1567
71 min,284,1591,1568
70 min,69,1592,1569
69 min,117,1593,1570
69 min,818,1594,1571
84 min,"102,990",1595,1572
99 min,"10,481",1596,1573
148 min,"29,814",1597,1574
83 min,"9,895",1598,1575
95 min,"3,076",1599,1576
124 min,"9,800",1600,1577
122 min,"5,702",1601,1578
127 min,"24,101",1602,1579
110 min,"32,752",1603,1580
130 min,"57,131",1604,1581
135 min,"51,182",1605,1582
119 min,"153,533",1606,1583
132 min,"198,076",1607,1584
92 min,447,1608,1585
139 min,"298,428",1609,1586
91 min,"5,986",1610,1587
113 min,"4,406",1611,1588
99 min,742,1612,1589
100 min,"6,188",1613,1590
107 min,"6,625",1614,1591
90 min,"17,005",1615,1592
124 min,"11,966",1616,1593
98 min,417,1617,1594
96 min,"12,176",1618,1595
95 min,"4,345",1619,1596
107 min,"18,808",1620,1597
108 min,"10,852",1621,1598
160 min,"11,726",1622,1599
99 min,,1623,1600
96 min,"2,359",1624,1601
120 min,"117,492",1625,1602
118 min,"18,540",1626,1603
127 min,"149,497",1627,1604
118 min,"120,871",1628,1605
135 min,"71,277",1629,1606
105 min,"116,850",1630,1607
73 min,43,1631,1608
81 min,73,1632,1609
100 min,"106,432",1633,1610
127 min,"120,921",1634,1611
90 min,148,1635,1612
99 min,"20,853",1636,1613
105 min,"12,877",1637,1614
88 min,"1,083",1638,1615
91 min,"15,736",1639,1616
84 min,907,1640,1617
107 min,"1,446",1641,1618
101 min,"26,483",1642,1619
100 min,"34,056",1643,1620
101 min,"16,884",1644,1621
97 min,"5,523",1645,1622
126 min,"228,690",1646,1623
107 min,"166,534",1647,1624
94 min,"276,997",1648,1625
96 min,"20,181",1649,1626
91 min,"14,619",1650,1627
105 min,"3,122",1651,1628
133 min,"38,654",1652,1629
107 min,"22,668",1653,1630
117 min,"20,715",1654,1631
85 min,50,1655,1632
73 min,16,1656,1633
57 min,270,1657,1634
1 hr. 29 min.,108,1658,1635
82 min,173,1659,1636
80 min,769,1660,1637
65 min,202,1661,1638
105 min,"19,146",1662,1639
97 min,"44,145",1663,1640
125 min,"168,175",1664,1641
108 min,"103,118",1665,1642
87 min,"26,521",1666,1643
92 min,"22,614",1667,1644
118 min,"19,838",1668,1645
134 min,"297,120",1669,1646
109 min,"16,978",1670,1647
98 min,,1671,1648
99 min,"47,305",1672,1649
,,1673,29
,,1674,29
98 min,"61,520",1675,1650
91 min,"32,296",1676,1651
93 min,245,1677,1652
,,1678,29
96 min,"34,569",1679,1653
101 min,"26,297",1680,1654
114 min,"89,190",1681,1655
79 min,"12,964",1682,1656
78 min,"7,405",1683,1657
72 min,,1684,1658
101 min,"22,466",1685,1659
86 min,466,1686,1660
104 min,472,1687,1661
111 min,"88,732",1688,1662
121 min,"17,853",1689,1663
75 min,"7,213",1690,1664
98 min,"21,490",1691,1665
115 min,"28,174",1692,1666
83 min,"1,552",1693,1667
111 min,"41,781",1694,1668
90 min,"1,832",1695,1669
115 min,"47,062",1696,1670
91 min,"1,701",1697,1671
153 min,"411,966",1698,1672
95 min,"20,902",1699,1673
102 min,"11,705",1700,1674
120 min,"45,316",1701,1675
93 min,"11,716",1702,1676
98 min,"12,197",1703,1677
91 min,92,1704,1678
100 min,"21,537",1705,1679
88 min,389,1706,1680
112 min,"17,306",1707,1681
,,1708,29
,,1709,29
,,1710,29
96 min,"24,871",1711,1682
113 min,"61,415",1712,1683
90 min,"11,920",1713,1684
,,1714,29
,,1715,29
,,1716,29
,,1717,29
93 min,"23,383",1718,1685
,,1719,29
101 min,"79,768",1720,1686
117 min,"32,351",1721,1687
117 min,"57,683",1722,1688
124 min,"186,783",1723,1689
105 min,"91,577",1724,1690
1 hr. 57 min.,"195,002",1725,1691
116 min,"69,152",1726,1692
102 min,"45,842",1727,1693
111 min,"11,034",1728,1694
104 min,"83,211",1729,1695
,,1730,29
,,1731,29
97 min,"2,865",1732,1696
,,1733,29
92 min,"20,996",1734,1697
129 min,"2,001",1735,1698
,,1736,29
95 min,"3,971",1737,1699
90 min,138,1738,1700
95 min,,1739,1701
108 min,268,1740,1702
95 min,476,1741,1703
,,1742,29
128 min,414,1743,1704
124 min,199,1744,1705
,,1745,29
112 min,"26,060",1746,1706
120 min,"1,230",1747,1707
,,1748,29
,,1749,29
114 min,"6,324",1750,1708
106 min,"42,131",1751,1709
129 min,"15,773",1752,1710
119 min,"16,934",1753,1711
97 min,"20,404",1754,1712
90 min,454,1755,1713
116 min,"3,977",1756,1714
100 min,"5,338",1757,1715
,29,1758,1716
137 min,"25,147",1759,1717
97 min,"1,648",1760,1718
95 min,"14,671",1761,1719
115 min,"4,921",1762,1720
119 min,"2,384",1763,1721
,"8,869",1764,1722
91 min,"67,228",1765,1723
97 min,"37,035",1766,1724
96 min,"9,448",1767,1725
89 min,"3,126",1768,1726
104 min,"2,590",1769,1727
109 min,"8,104",1770,1728
97 min,"21,931",1771,1729
99 min,"2,960",1772,1730
119 min,"14,274",1773,1731
103 min,"597,810",1774,1732
139 min,"1,207,524",1775,1733
113 min,"768,484",1776,1734
95 min,"314,678",1777,1735
117 min,"423,353",1778,1736
175 min,"1,050,087",1779,1737
169 min,"789,146",1780,1738
195 min,"779,282",1781,1739
82 min,"3,078",1782,1740
148 min,"1,306,429",1783,1741
120 min,"267,705",1784,1742
146 min,"659,127",1785,1743
116 min,"513,107",1786,1744
180 min,"651,201",1787,1745
163 min,"348,872",1788,1746
165 min,"828,927",1789,1747
152 min,"1,507,976",1790,1748
111 min,"662,614",1791,1749
121 min,"10,651",1792,1750
142 min,"1,532,446",1793,1751
137 min,"467,402",1794,1752
92 min,856,1795,1753
135 min,"541,013",1796,1754
124 min,"32,940",1797,1755
129 min,"215,055",1798,1756
129 min,"159,077",1799,1757
110 min,"137,568",1800,1758
126 min,"110,294",1801,1759
128 min,"59,816",1802,1760
131 min,"253,508",1803,1761
129 min,"70,871",1804,1762
151 min,"90,070",1805,1763
99 min,"21,419",1806,1764
109 min,"45,637",1807,1765
113 min,"20,201",1808,1766
1 hr. 56 min.,"13,542",1809,1767
132 min,"37,351",1810,1768
122 min,"15,044",1811,1769
113 min,"161,760",1812,1770
172 min,"72,221",1813,1771
161 min,"47,844",1814,1772
113 min,"71,450",1815,1773
122 min,"307,760",1816,1774
92 min,"2,613",1817,1775
78 min,"31,712",1818,1776
86 min,"117,980",1819,1777
101 min,"40,358",1820,1778
104 min,"38,013",1821,1779
108 min,"78,774",1822,1780
101 min,"35,245",1823,1781
110 min,"89,589",1824,1782
110 min,"65,266",1825,1783
127 min,"144,277",1826,1784
120 min,"129,050",1827,1785
76 min,"14,665",1828,1786
75 min,"5,629",1829,1787
97 min,"59,992",1830,1788
107 min,"29,268",1831,1789
114 min,"75,286",1832,1790
88 min,"3,187",1833,1791
145 min,"372,105",1834,1792
119 min,"86,093",1835,1793
115 min,"24,044",1836,1794
105 min,"5,080",1837,1795
82 min,884,1838,1796
91 min,"3,622",1839,1797
80 min,"4,564",1840,1798
60 min,111,1841,1799
77 min,"5,730",1842,1800
99 min,"6,606",1843,1801
82 min,"39,976",1844,1802
106 min,"25,353",1845,1803
104 min,"41,461",1846,1804
99 min,"21,071",1847,1805
88 min,"1,614",1848,1806
110 min,"18,089",1849,1807
87 min,"2,179",1850,1808
145 min,"123,202",1851,1809
116 min,"14,294",1852,1810
117 min,"57,894",1853,1811
101 min,"6,067",1854,1812
102 min,"26,438",1855,1813
109 min,"11,699",1856,1814
94 min,"6,591",1857,1815
90 min,"2,480",1858,1816
70 min,17,1859,1817
76 min,739,1860,1818
94 min,208,1861,1819
85 min,"7,088",1862,1820
97 min,"104,698",1863,1821
120 min,"60,729",1864,1822
110 min,"18,641",1865,1823
100 min,"56,209",1866,1824
117 min,"3,521",1867,1825
126 min,"307,995",1868,1826
101 min,"31,231",1869,1827
78 min,"2,593",1870,1828
104 min,"34,315",1871,1829
81 min,"67,552",1872,1830
95 min,"5,971",1873,1831
85 min,"24,511",1874,1832
110 min,"34,651",1875,1833
106 min,"32,975",1876,1834
97 min,"18,211",1877,1835
103 min,"1,403",1878,1836
94 min,"22,944",1879,1837
103 min,"14,496",1880,1838
91 min,,1881,1839
90 min,"21,056",1882,1840
114 min,"71,071",1883,1841
99 min,"57,007",1884,1842
116 min,"62,726",1885,1843
120 min,"80,236",1886,1844
107 min,"245,157",1887,1845
135 min,"133,788",1888,1846
122 min,"223,433",1889,1847
99 min,"55,910",1890,1848
109 min,"183,582",1891,1849
140 min,"872,532",1892,1850
149 min,"91,301",1893,1851
89 min,"145,433",1894,1852
116 min,"51,676",1895,1853
130 min,"479,521",1896,1854
124 min,"373,026",1897,1855
129 min,"249,533",1898,1856
115 min,"83,343",1899,1857
92 min,"198,024",1900,1858
124 min,"250,134",1901,1859
128 min,"319,326",1902,1860
125 min,"41,742",1903,1861
187 min,"295,653",1904,1862
116 min,661,1905,1863
75 min,332,1906,1864
74 min,"1,001",1907,1865
64 min,"30,112",1908,1866
70 min,"2,458",1909,1867
78 min,"2,902",1910,1868
76 min,851,1911,1869
134 min,"20,971",1912,1870
1 hr. 30 min.,"4,095",1913,1871
81 min,"1,845",1914,1872
71 min,"3,868",1915,1873
72 min,"4,886",1916,1874
75 min,"3,181",1917,1875
67 min,"3,543",1918,1876
98 min,"8,623",1919,1877
117 min,"32,885",1920,1878
82 min,"2,043",1921,1879
117 min,"171,728",1922,1880
92 min,"33,094",1923,1881
92 min,"8,338",1924,1882
1 hr. 36 min.,"9,975",1925,1883
102 min,701,1926,1884
102 min,"31,248",1927,1885
102 min,"49,308",1928,1886
87 min,557,1929,1887
96 min,"53,638",1930,1888
80 min,"2,917",1931,1889
71 min,"3,565",1932,1890
83 min,"10,143",1933,1891
67 min,"2,981",1934,1892
67 min,"1,978",1935,1893
60 min,"1,384",1936,1894
94 min,"13,806",1937,1895
86 min,301,1938,1896
78 min,"1,911",1939,1897
82 min,"3,533",1940,1898
104 min,"63,982",1941,1899
60 min,"1,524",1942,1900
93 min,"4,809",1943,1901
113 min,"14,666",1944,1902
84 min,"18,864",1945,1903
115 min,"6,018",1946,1904
102 min,"2,339",1947,1905
3 hr. 3 min.,"213,637",1948,1906
75 min,"48,896",1949,1907
238 min,"196,577",1950,1908
108 min,"91,185",1951,1909
102 min,"107,883",1952,1910
96 min,"30,017",1953,1911
124 min,"40,379",1954,1912
116 min,"15,758",1955,1913
130 min,"27,965",1956,1914
93 min,"10,970",1957,1915
114 min,"23,257",1958,1916
88 min,"11,557",1959,1917
167 min,"5,274",1960,1918
79 min,419,1961,1919
97 min,"73,385",1962,1920
87 min,14,1963,1921
117 min,"62,993",1964,1922
115 min,"10,791",1965,1923
124 min,"31,407",1966,1924
136 min,"34,355",1967,1925
120 min,"25,156",1968,1926
126 min,"45,363",1969,1927
124 min,"54,467",1970,1928
105 min,"43,389",1971,1929
129 min,"82,780",1972,1930
117 min,"9,511",1973,1931
95 min,"42,471",1974,1932
83 min,"38,765",1975,1933
82 min,"35,351",1976,1934
110 min,"1,673",1977,1935
200 min,"710,109",1978,1936
88 min,"28,713",1979,1937
123 min,"49,866",1980,1938
101 min,"86,977",1981,1939
92 min,"59,297",1982,1940
104 min,"42,638",1983,1941
112 min,"47,591",1984,1942
134 min,"59,128",1985,1943
101 min,"68,044",1986,1944
186 min,"38,835",1987,1945
96 min,"118,737",1988,1946
135 min,"5,216",1989,1947
125 min,"8,603",1990,1948
106 min,976,1991,1949
140 min,"297,556",1992,1950
125 min,"4,837",1993,1951
105 min,"8,390",1994,1952
1 hr. 56 min.,"4,203",1995,1953
67 min,31,1996,1954
140 min,"6,618",1997,1955
96 min,"3,106",1998,1956
100 min,"4,001",1999,1957
90 min,"15,496",2000,1958
94 min,"15,300",2001,1959
114 min,"19,265",2002,1960
97 min,"21,166",2003,1961
110 min,"9,189",2004,1962
2 hr. 2 min.,"14,128",2005,1963
118 min,"9,973",2006,1964
132 min,"15,113",2007,1965
90 min,"14,463",2008,1966
105 min,"83,699",2009,1967
129 min,"149,182",2010,1968
95 min,"66,616",2011,1969
110 min,"136,658",2012,1970
94 min,"13,200",2013,1971
110 min,"159,970",2014,1972
104 min,"40,892",2015,1973
100 min,"103,596",2016,1974
85 min,"73,470",2017,1975
106 min,390,2018,1976
100 min,"21,878",2019,1977
100 min,"26,761",2020,1978
105 min,"23,414",2021,1979
100 min,"38,298",2022,1980
127 min,"28,181",2023,1981
115 min,"112,327",2024,1982
110 min,"5,235",2025,1983
118 min,"89,622",2026,1984
130 min,"9,398",2027,1985
103 min,"17,369",2028,1986
108 min,"19,226",2029,1987
123 min,"15,286",2030,1988
113 min,"46,303",2031,1989
105 min,"58,168",2032,1990
138 min,"75,716",2033,1991
96 min,"396,052",2034,1992
95 min,116,2035,1993
134 min,"10,671",2036,1994
130 min,"79,831",2037,1995
125 min,"7,223",2038,1996
147 min,"12,046",2039,1997
97 min,"15,100",2040,1998
88 min,"108,510",2041,1999
87 min,"95,113",2042,2000
108 min,"58,296",2043,2001
177 min,"3,244",2044,2002
126 min,"16,739",2045,2003
112 min,"12,150",2046,2004
82 min,246,2047,2005
116 min,"4,493",2048,2006
126 min,"6,821",2049,2007
101 min,"393,108",2050,2008
136 min,"89,683",2051,2009
91 min,260,2052,2010
108 min,"20,054",2053,2011
131 min,"10,896",2054,2012
121 min,"5,212",2055,2013
98 min,"4,790",2056,2014
116 min,"7,545",2057,2015
1 hr. 31 min.,"5,398",2058,2016
127 min,"394,673",2059,2017
131 min,"98,697",2060,2018
119 min,"37,264",2061,2019
103 min,"87,390",2062,2020
,"99,431",2063,2021
112 min,"96,927",2064,2022
92 min,"2,895",2065,2023
115 min,"10,690",2066,2024
121 min,"8,243",2067,2025
116 min,"19,560",2068,2026
121 min,"30,574",2069,2027
97 min,"1,367",2070,2028
,,2071,29
118 min,"51,880",2072,2029
102 min,"42,468",2073,2030
121 min,"8,179",2074,2031
94 min,"13,661",2075,2032
99 min,"18,590",2076,2033
