abv,brewery-id,original_index,unique_index
0.047%,299,1295,1094
0.05,299,1296,1095
0.06%,299,1297,1096
0.047,299,1298,1097
0.055,299,1299,1098
0.055,299,1300,1098
0.051,375,1301,1099
0.055%,375,1302,1100
0.05%,375,1303,1101
0.07,375,1304,1102
0.082,375,1305,1103
0.06%,375,1306,1104
0.05%,375,1307,1101
0.068,375,1308,1105
0.055,375,1309,1106
0.045,375,1310,1107
0.057,375,1311,1108
0.062,375,1312,1109
0.037,448,1313,1110
0.037,448,1314,1110
0.037,448,1315,1110
0.069%,254,1316,1111
0.069,254,1317,1112
0.069,254,1318,1112
0.072,203,1319,1113
0.072,203,1320,1113
0.042%,203,1321,1114
0.052,203,1322,1115
0.052,203,1323,1115
0.054,203,1324,1116
0.053%,393,1325,1117
0.053,393,1326,1118
0.071,393,1327,1119
0.053,393,1328,1118
0.056,552,1329,1120
0.063,223,1330,1121
0.063,223,1331,1121
0.048,223,1332,1122
0.05%,223,1333,1123
0.057%,223,1334,1124
0.08%,3,1335,1125
0.075,3,1336,1126
0.06,3,1337,1127
0.08,3,1338,1128
0.063,3,1339,1129
0.058,3,1340,1130
0.083,65,1341,1131
0.08,65,1342,1132
0.075%,65,1343,1133
0.075%,65,1344,1133
0.065,65,1345,1134
0.043,65,1346,1135
0.075,65,1347,1136
0.053,65,1348,1137
0.05,363,1349,1138
0.068,363,1350,1139
0.048,440,1351,1140
0.048,440,1352,1140
,440,1353,1141
0.087,284,1354,1142
0.051,284,1355,1143
0.075%,284,1356,1144
0.065%,284,1357,1145
0.092,284,1358,1146
0.048%,284,1359,1147
0.051,284,1360,1143
0.099,134,1361,1148
0.054000000000000006%,134,1362,1149
0.04,134,1363,1150
0.05%,134,1364,1151
0.062,134,1365,1152
0.062,134,1366,1152
0.055,134,1367,1153
0.055%,134,1368,1154
0.055,134,1369,1153
0.05,134,1370,1155
0.042,134,1371,1156
0.055,134,1372,1153
0.05,134,1373,1155
0.05,98,1374,1157
0.068,98,1375,1158
0.048,98,1376,1159
0.092,98,1377,1160
0.04,399,1378,1161
0.04,399,1379,1161
0.04,399,1380,1161
0.04,399,1381,1161
0.055%,547,1382,1162
0.056,547,1383,1163
0.042,189,1384,1164
0.075,209,1385,1165
0.068,209,1386,1166
0.052,209,1387,1167
0.067,209,1388,1168
0.055%,209,1389,1169
0.047,209,1390,1170
0.058,209,1391,1171
0.065,209,1392,1172
0.05,549,1393,1173
0.054000000000000006%,514,1394,1174
0.087,514,1395,1175
0.058,514,1396,1176
0.055999999999999994%,276,1397,1177
0.06,276,1398,1178
0.056,326,1399,1179
0.049,326,1400,1180
0.047,326,1401,1181
0.046%,326,1402,1182
0.05%,326,1403,1183
0.052,111,1404,1184
0.05,540,1405,1185
0.05%,540,1406,1186
0.052,188,1407,1187
0.07,188,1408,1188
0.082,260,1409,1189
0.085,507,1410,1190
0.072,507,1411,1191
0.042,507,1412,1192
0.085,507,1413,1190
0.055,507,1414,1193
0.05,366,1415,1194
0.04,366,1416,1195
0.04,366,1417,1195
0.053,366,1418,1196
0.053,366,1419,1196
0.037,143,1420,1197
0.052000000000000005%,143,1421,1198
0.053,143,1422,1199
0.086%,143,1423,1200
0.042,143,1424,1201
0.05,143,1425,1202
0.042%,143,1426,1203
0.07,143,1427,1204
0.065,143,1428,1205
0.055,143,1429,1206
0.053%,387,1430,1207
0.07400000000000001%,387,1431,1208
0.085,387,1432,1209
0.085,387,1433,1209
0.07400000000000001%,387,1434,1208
0.053,387,1435,1210
0.061,337,1436,1211
0.065,337,1437,1212
0.048,337,1438,1213
0.048,337,1439,1213
0.057,337,1440,1214
0.066%,325,1441,1215
0.048,325,1442,1216
0.045,82,1443,1217
0.065,82,1444,1218
0.05%,82,1445,1219
0.055999999999999994%,82,1446,1220
0.048,82,1447,1221
0.055%,82,1448,1222
0.052,82,1449,1223
0.048%,82,1450,1224
0.052000000000000005%,82,1451,1225
0.05,82,1452,1226
0.052,82,1453,1223
0.05,82,1454,1226
0.065%,82,1455,1227
0.052,82,1456,1223
0.065,82,1457,1218
0.048,82,1458,1221
0.052000000000000005%,82,1459,1225
0.034,410,1460,1228
0.062%,410,1461,1229
0.05,410,1462,1230
0.05,410,1463,1230
0.09,410,1464,1231
0.088,410,1465,1232
0.09%,410,1466,1233
0.088,410,1467,1232
0.05,410,1468,1230
0.05%,410,1469,1234
0.062,410,1470,1235
0.05%,174,1471,1236
0.068,174,1472,1237
0.088,174,1473,1238
0.065%,174,1474,1239
0.039,174,1475,1240
0.049%,174,1476,1241
0.056,241,1477,1242
0.056,241,1478,1242
0.052000000000000005%,241,1479,1243
0.054000000000000006%,518,1480,1244
0.046,518,1481,1245
0.042%,238,1482,1246
0.072,495,1483,1247
0.054,495,1484,1248
0.055,495,1485,1249
0.055%,305,1486,1250
0.051%,359,1487,1251
0.072,359,1488,1252
0.06,431,1489,1253
0.061,431,1490,1254
0.055,431,1491,1255
0.045,431,1492,1256
0.045%,0,1493,1257
0.049%,0,1494,1258
0.048%,0,1495,1259
0.06,0,1496,1260
0.06,0,1497,1260
0.056,0,1498,1261
0.069%,293,1499,1262
0.063,450,1500,1263
0.063%,450,1501,1264
0.045,529,1502,1265
0.045,529,1503,1265
0.043,271,1504,1266
0.04,271,1505,1267
0.055,442,1506,1268
0.061,442,1507,1269
0.051,442,1508,1270
0.067,150,1509,1271
0.054,150,1510,1272
0.058,150,1511,1273
0.067%,150,1512,1274
0.082,184,1513,1275
0.049,184,1514,1276
0.048,184,1515,1277
0.048%,184,1516,1278
0.047,200,1517,1279
0.051%,200,1518,1280
0.05,200,1519,1281
0.045,200,1520,1282
0.092%,148,1521,1283
0.087,148,1522,1284
0.054,148,1523,1285
0.047,148,1524,1286
0.051%,148,1525,1287
0.051,148,1526,1288
0.047,148,1527,1286
0.095%,471,1528,1289
0.065,471,1529,1290
0.06%,471,1530,1291
0.05%,471,1531,1292
0.057,471,1532,1293
0.05%,471,1533,1292
0.06,301,1534,1294
0.065,301,1535,1295
0.068,301,1536,1296
0.055,301,1537,1297
0.046%,301,1538,1298
0.045,301,1539,1299
0.065,301,1540,1295
0.075%,301,1541,1300
0.055,301,1542,1297
0.048%,301,1543,1301
0.053%,390,1544,1302
0.055%,390,1545,1303
0.067%,390,1546,1304
0.042,390,1547,1305
0.040999999999999995%,390,1548,1306
0.065,216,1549,1307
0.053,216,1550,1308
0.049%,166,1551,1309
0.052,166,1552,1310
0.08,166,1553,1311
,166,1554,1312
,166,1555,1312
,166,1556,1312
0.05,166,1557,1313
,166,1558,1312
0.065,166,1559,1314
0.065,166,1560,1314
0.053%,166,1561,1315
0.085,166,1562,1316
0.085,166,1563,1316
0.065,166,1564,1314
0.07%,166,1565,1317
0.065,166,1566,1314
0.065,166,1567,1314
0.087%,166,1568,1318
0.065,166,1569,1314
0.065,166,1570,1314
0.087,166,1571,1319
0.09%,166,1572,1320
0.08%,166,1573,1321
0.08,166,1574,1311
0.08%,166,1575,1321
0.09,166,1576,1322
0.087,166,1577,1319
0.099,166,1578,1323
0.053%,166,1579,1315
0.099,166,1580,1323
0.08,166,1581,1311
0.087,166,1582,1319
0.065,166,1583,1314
0.092,503,1584,1324
0.095,503,1585,1325
0.099,503,1586,1326
0.08%,503,1587,1327
0.08,503,1588,1328
0.08,503,1589,1328
0.065,503,1590,1329
0.065%,503,1591,1330
0.065,503,1592,1329
0.065%,503,1593,1330
0.065,503,1594,1329
0.052000000000000005%,503,1595,1331
0.087,503,1596,1332
0.087%,389,1597,1333
0.099%,389,1598,1334
0.08%,389,1599,1335
0.08,389,1600,1336
0.065,389,1601,1337
0.065,389,1602,1337
0.055%,275,1603,1338
0.055,261,1604,1339
0.04,259,1605,1340
0.048,341,1606,1341
0.053,341,1607,1342
0.052,441,1608,1343
0.053%,441,1609,1344
0.045,441,1610,1345
0.044,441,1611,1346
0.05,441,1612,1347
0.042,307,1613,1348
0.062%,307,1614,1349
0.044,307,1615,1350
0.048,307,1616,1351
0.055%,307,1617,1352
0.05%,468,1618,1353
0.046%,266,1619,1354
0.05,266,1620,1355
0.04,187,1621,1356
0.05,187,1622,1357
0.065,205,1623,1358
0.062,205,1624,1359
0.042,205,1625,1360
0.045,205,1626,1361
0.055,13,1627,1362
0.048,13,1628,1363
0.058,13,1629,1364
0.065%,13,1630,1365
0.05,13,1631,1366
0.05,13,1632,1366
0.051,470,1633,1367
0.047%,470,1634,1368
0.049%,470,1635,1369
,470,1636,1370
0.047%,470,1637,1368
0.047,470,1638,1371
0.047,470,1639,1371
0.041,11,1640,1372
0.059,11,1641,1373
0.069,11,1642,1374
0.067,11,1643,1375
0.061,157,1644,1376
0.055999999999999994%,355,1645,1377
0.073,355,1646,1378
0.07,355,1647,1379
0.05,310,1648,1380
0.05,310,1649,1380
0.06,314,1650,1381
0.07,314,1651,1382
0.06,314,1652,1381
0.045,314,1653,1383
0.055,314,1654,1384
0.045,314,1655,1383
0.055,314,1656,1384
0.07%,314,1657,1385
0.065,52,1658,1386
0.069,324,1659,1387
0.057,324,1660,1388
0.045,370,1661,1389
0.049,370,1662,1390
0.068,370,1663,1391
0.05%,147,1664,1392
0.054,55,1665,1393
0.099,274,1666,1394
,548,1667,1395
,548,1668,1395
0.059000000000000004%,135,1669,1396
0.069%,135,1670,1397
0.06,135,1671,1398
0.058,135,1672,1399
0.057,135,1673,1400
0.057999999999999996%,135,1674,1401
0.059,135,1675,1402
0.052000000000000005%,544,1676,1403
0.052000000000000005%,544,1677,1403
0.045,246,1678,1404
0.055,246,1679,1405
0.046,176,1680,1406
0.058,176,1681,1407
0.044,128,1682,1408
0.046,128,1683,1409
0.099%,128,1684,1410
0.051%,128,1685,1411
0.059,128,1686,1412
0.053,128,1687,1413
0.06,128,1688,1414
0.051%,128,1689,1411
0.072,475,1690,1415
0.062%,475,1691,1416
0.049,475,1692,1417
0.051,68,1693,1418
0.055,68,1694,1419
0.07%,68,1695,1420
0.047%,68,1696,1421
0.057999999999999996%,68,1697,1422
0.055,403,1698,1423
0.065,487,1699,1424
0.065,487,1700,1424
0.058,487,1701,1425
0.08,421,1702,1426
0.08,421,1703,1426
0.08%,421,1704,1427
0.05,225,1705,1428
0.05%,110,1706,1429
0.09,110,1707,1430
0.07,110,1708,1431
0.099,110,1709,1432
0.05,110,1710,1433
0.07%,110,1711,1434
0.064,386,1712,1435
0.064,386,1713,1435
,386,1714,1436
0.05,386,1715,1437
0.046,386,1716,1438
0.056,386,1717,1439
0.062,386,1718,1440
,386,1719,1436
0.055,44,1720,1441
0.068,44,1721,1442
0.058,44,1722,1443
0.061,44,1723,1444
0.057%,44,1724,1445
0.068,44,1725,1442
0.065,44,1726,1446
0.05%,44,1727,1447
0.057%,93,1728,1448
0.055,93,1729,1449
0.06,93,1730,1450
0.058,93,1731,1451
0.052,93,1732,1452
0.043%,93,1733,1453
0.072,93,1734,1454
0.048%,93,1735,1455
0.038,162,1736,1456
0.035%,42,1737,1457
0.043,42,1738,1458
0.05,459,1739,1459
0.05,459,1740,1459
0.05,321,1741,1460
0.055%,321,1742,1461
0.05,43,1743,1462
0.062,43,1744,1463
0.08,43,1745,1464
0.05,43,1746,1462
0.071,43,1747,1465
0.062,43,1748,1463
0.048,43,1749,1466
0.08,43,1750,1464
0.081,43,1751,1467
0.053,43,1752,1468
0.051,43,1753,1469
0.061,43,1754,1470
0.055,43,1755,1471
0.062,43,1756,1463
0.048,43,1757,1466
0.045,427,1758,1472
0.053,229,1759,1473
,229,1760,1474
0.055%,229,1761,1475
0.059,229,1762,1476
0.05,229,1763,1477
0.07%,229,1764,1478
0.055%,229,1765,1475
0.051,289,1766,1479
0.076,376,1767,1480
0.07,376,1768,1481
0.08,376,1769,1482
0.071%,164,1770,1483
0.099,164,1771,1484
0.051,164,1772,1485
0.056,164,1773,1486
0.07200000000000001%,164,1774,1487
0.063%,164,1775,1488
0.045%,164,1776,1489
0.055999999999999994%,397,1777,1490
0.073,397,1778,1491
0.048,397,1779,1492
0.073%,397,1780,1493
0.056,397,1781,1494
0.05,288,1782,1495
0.068%,288,1783,1496
0.052000000000000005%,288,1784,1497
0.048%,288,1785,1498
0.069%,30,1786,1499
0.095,30,1787,1500
0.091%,30,1788,1501
0.055,30,1789,1502
0.05%,30,1790,1503
0.06,30,1791,1504
0.065,30,1792,1505
0.055%,30,1793,1506
0.05%,30,1794,1503
0.07,30,1795,1507
0.069%,30,1796,1499
0.055,30,1797,1502
0.081,30,1798,1508
0.05,30,1799,1509
0.055,30,1800,1502
0.07,30,1801,1507
0.05,30,1802,1509
0.055%,30,1803,1506
0.055%,30,1804,1506
0.057999999999999996%,419,1805,1510
0.068,419,1806,1511
0.08900000000000001%,252,1807,1512
0.054000000000000006%,252,1808,1513
0.07,252,1809,1514
0.055,392,1810,1515
0.071,392,1811,1516
0.045,392,1812,1517
,392,1813,1518
0.08%,392,1814,1519
0.055,392,1815,1515
0.066,392,1816,1520
0.05%,398,1817,1521
0.065,394,1818,1522
0.065%,394,1819,1523
0.065,394,1820,1522
0.05,428,1821,1524
0.05,428,1822,1524
0.045%,428,1823,1525
0.05,428,1824,1524
0.040999999999999995%,428,1825,1526
0.045%,428,1826,1525
0.047,502,1827,1527
0.074,432,1828,1528
0.065,411,1829,1529
0.065,411,1830,1529
0.07%,494,1831,1530
0.07%,494,1832,1530
0.077%,183,1833,1531
0.053,183,1834,1532
0.077,183,1835,1533
0.06,183,1836,1534
0.07,183,1837,1535
0.068,130,1838,1536
0.05,511,1839,1537
0.069%,385,1840,1538
0.051,385,1841,1539
0.047,385,1842,1540
0.051,385,1843,1539
0.052,83,1844,1541
0.072,83,1845,1542
0.06,83,1846,1543
0.06,83,1847,1543
0.055999999999999994%,83,1848,1544
0.048%,83,1849,1545
0.05%,83,1850,1546
0.072,83,1851,1542
0.055999999999999994%,83,1852,1544
0.069%,137,1853,1547
0.042%,551,1854,1548
0.06,551,1855,1549
0.068%,551,1856,1550
0.1,46,1857,1551
0.042,46,1858,1552
0.08,46,1859,1553
0.032,46,1860,1554
0.065,46,1861,1555
0.047,46,1862,1556
0.099,46,1863,1557
0.07,46,1864,1558
0.067,46,1865,1559
0.054,46,1866,1560
0.052000000000000005%,46,1867,1561
0.063%,46,1868,1562
0.064,46,1869,1563
0.099%,46,1870,1564
0.059,46,1871,1565
0.052,46,1872,1566
0.049,46,1873,1567
0.091%,46,1874,1568
0.063,46,1875,1569
0.06,46,1876,1570
0.054000000000000006%,46,1877,1571
0.052,46,1878,1566
0.063,46,1879,1569
0.064,46,1880,1563
0.045,264,1881,1572
0.074,264,1882,1573
0.068%,264,1883,1574
0.058,264,1884,1575
0.058,264,1885,1575
0.08,264,1886,1576
,264,1887,1577
0.042,264,1888,1578
0.053,264,1889,1579
0.061,264,1890,1580
0.057,264,1891,1581
0.068,264,1892,1582
0.057999999999999996%,313,1893,1583
0.071,313,1894,1584
0.085,64,1895,1585
0.082,64,1896,1586
0.049%,557,1897,1587
0.06%,163,1898,1588
0.055,371,1899,1589
0.056,371,1900,1590
0.062%,371,1901,1591
0.049,371,1902,1592
0.055,371,1903,1589
0.084,371,1904,1593
0.057999999999999996%,371,1905,1594
0.07,371,1906,1595
0.053,371,1907,1596
0.055999999999999994%,371,1908,1597
0.049%,371,1909,1598
0.051,371,1910,1599
0.07%,115,1911,1600
0.058,115,1912,1601
0.062,115,1913,1602
0.05,191,1914,1603
0.06,191,1915,1604
0.054000000000000006%,191,1916,1605
0.05,191,1917,1603
0.05,191,1918,1603
0.052,191,1919,1606
0.068,191,1920,1607
0.05,309,1921,1608
0.092,309,1922,1609
0.063,309,1923,1610
0.063,309,1924,1610
0.06%,309,1925,1611
0.079,309,1926,1612
0.099,309,1927,1613
0.055%,309,1928,1614
0.05,309,1929,1608
0.064,309,1930,1615
0.099%,309,1931,1616
0.043%,309,1932,1617
0.052000000000000005%,309,1933,1618
0.046,309,1934,1619
0.057%,309,1935,1620
0.084,309,1936,1621
0.063,309,1937,1610
0.07,257,1938,1622
0.055,257,1939,1623
0.08,257,1940,1624
0.05%,257,1941,1625
0.035%,249,1942,1626
0.048,436,1943,1627
0.055,436,1944,1628
0.075,133,1945,1629
0.077,133,1946,1630
0.053%,133,1947,1631
0.058,133,1948,1632
0.05,133,1949,1633
0.08,133,1950,1634
0.057999999999999996%,133,1951,1635
0.05%,133,1952,1636
0.058,133,1953,1632
0.065,118,1954,1637
0.055,118,1955,1638
0.069,118,1956,1639
0.085,118,1957,1640
0.092,118,1958,1641
0.085%,118,1959,1642
0.072,118,1960,1643
0.05,118,1961,1644
0.099,118,1962,1645
0.055,118,1963,1638
0.069,118,1964,1639
0.083,118,1965,1646
0.065,118,1966,1637
0.05,118,1967,1644
0.047,78,1968,1647
,508,1969,1648
0.058,175,1970,1649
0.096,175,1971,1650
0.082,175,1972,1651
0.079%,175,1973,1652
0.06,175,1974,1653
0.055,175,1975,1654
0.096%,175,1976,1655
0.073,175,1977,1656
0.062%,175,1978,1657
0.06,175,1979,1653
0.058,175,1980,1649
0.055,175,1981,1654
0.05,498,1982,1658
0.05%,498,1983,1659
0.056,372,1984,1660
0.052,186,1985,1661
0.042,383,1986,1662
0.065,383,1987,1663
0.048%,383,1988,1664
0.065%,383,1989,1665
0.065,119,1990,1666
0.049%,119,1991,1667
0.057,119,1992,1668
0.065,119,1993,1666
0.047,131,1994,1669
0.047,131,1995,1669
0.054,131,1996,1670
0.047,131,1997,1669
0.052000000000000005%,131,1998,1671
0.063,131,1999,1672
0.047%,131,2000,1673
0.047%,131,2001,1673
0.047%,131,2002,1673
0.062,131,2003,1674
0.057,131,2004,1675
0.052000000000000005%,131,2005,1671
0.05,131,2006,1676
0.05%,131,2007,1677
0.035,131,2008,1678
0.049,131,2009,1679
0.057%,131,2010,1680
0.054,131,2011,1670
0.05%,131,2012,1677
0.054,131,2013,1670
0.047,131,2014,1669
0.047,131,2015,1669
0.051%,486,2016,1681
0.05,255,2017,1682
0.05,255,2018,1682
0.045,255,2019,1683
0.045,492,2020,1684
0.051,412,2021,1685
0.05,412,2022,1686
0.07200000000000001%,412,2023,1687
0.05,129,2024,1688
0.041,129,2025,1689
0.041,129,2026,1689
0.032,129,2027,1690
0.053,138,2028,1691
0.053,58,2029,1692
0.047%,58,2030,1693
0.083%,58,2031,1694
0.052,25,2032,1695
0.054,25,2033,1696
0.054,25,2034,1696
0.057999999999999996%,25,2035,1697
0.083,25,2036,1698
0.099%,25,2037,1699
0.09,25,2038,1700
0.053%,25,2039,1701
0.064,25,2040,1702
0.063,25,2041,1703
0.064,25,2042,1702
0.064,25,2043,1702
,25,2044,1704
0.09,25,2045,1700
0.065%,25,2046,1705
0.075,25,2047,1706
0.055999999999999994%,25,2048,1707
0.099,25,2049,1708
0.063,25,2050,1703
,25,2051,1704
0.054,25,2052,1696
0.071%,25,2053,1709
0.054,25,2054,1696
0.099%,25,2055,1699
0.07%,25,2056,1710
0.09,25,2057,1700
0.055,25,2058,1711
0.052,25,2059,1695
0.052,25,2060,1695
0.08,25,2061,1712
0.091%,25,2062,1713
0.09%,25,2063,1714
0.075,25,2064,1706
0.055,25,2065,1711
0.099%,25,2066,1699
0.054,25,2067,1696
0.053,25,2068,1715
0.055999999999999994%,25,2069,1707
0.045,455,2070,1716
0.07,455,2071,1717
0.07200000000000001%,61,2072,1718
0.057,61,2073,1719
0.099%,61,2074,1720
0.073%,61,2075,1721
0.075,61,2076,1722
0.04,61,2077,1723
0.055,61,2078,1724
0.051,61,2079,1725
0.051,61,2080,1725
0.09699999999999999%,61,2081,1726
0.051%,61,2082,1727
0.067,61,2083,1728
0.062,61,2084,1729
0.073,447,2085,1730
0.05%,447,2086,1731
0.056,447,2087,1732
0.05,447,2088,1733
0.059000000000000004%,447,2089,1734
0.045,381,2090,1735
0.055,49,2091,1736
0.057%,49,2092,1737
0.064%,49,2093,1738
0.054,49,2094,1739
0.08,449,2095,1740
0.05%,449,2096,1741
0.05,449,2097,1742
0.05,449,2098,1742
0.049%,449,2099,1743
0.05%,449,2100,1741
0.05,449,2101,1742
0.049%,449,2102,1743
0.085,45,2103,1744
0.048%,45,2104,1745
0.062,45,2105,1746
0.055999999999999994%,45,2106,1747
0.05,45,2107,1748
0.068%,45,2108,1749
0.044000000000000004%,45,2109,1750
0.072,45,2110,1751
0.05,45,2111,1748
0.05%,45,2112,1752
0.052,45,2113,1753
0.085,45,2114,1744
0.05,45,2115,1748
0.05,45,2116,1748
0.07200000000000001%,45,2117,1754
0.044,45,2118,1755
0.05%,45,2119,1752
0.063,45,2120,1756
0.068,409,2121,1757
0.055999999999999994%,409,2122,1758
0.055,490,2123,1759
0.07%,490,2124,1760
0.065,7,2125,1761
0.07%,7,2126,1762
0.057,7,2127,1763
0.08,28,2128,1764
0.057,480,2129,1765
0.064,480,2130,1766
0.055,480,2131,1767
0.048%,210,2132,1768
0.04%,210,2133,1769
0.066,210,2134,1770
0.047%,469,2135,1771
0.055,215,2136,1772
0.063,215,2137,1773
0.056,215,2138,1774
0.071,215,2139,1775
0.06,272,2140,1776
0.096%,272,2141,1777
0.08,272,2142,1778
0.07,272,2143,1779
0.08,272,2144,1778
0.08,272,2145,1778
0.046%,457,2146,1780
0.07%,457,2147,1781
0.048%,457,2148,1782
0.059,457,2149,1783
0.05,262,2150,1784
0.073,262,2151,1785
0.07%,262,2152,1786
0.052,329,2153,1787
0.057%,329,2154,1788
0.063,329,2155,1789
0.052,33,2156,1790
0.055%,33,2157,1791
0.05,33,2158,1792
0.069,33,2159,1793
0.099,33,2160,1794
0.046,328,2161,1795
0.045,90,2162,1796
,484,2163,1797
0.052,9,2164,1798
0.058,438,2165,1799
0.059,438,2166,1800
0.047,438,2167,1801
0.044,334,2168,1802
0.048,142,2169,1803
0.052000000000000005%,142,2170,1804
0.040999999999999995%,142,2171,1805
0.049,142,2172,1806
0.051%,108,2173,1807
0.04%,153,2174,1808
0.062,153,2175,1809
0.062,153,2176,1809
0.053,273,2177,1810
0.06,273,2178,1811
0.055%,21,2179,1812
0.055,21,2180,1813
0.054,21,2181,1814
0.053,21,2182,1815
0.052,282,2183,1816
0.065%,282,2184,1817
0.075,282,2185,1818
,282,2186,1819
0.058,17,2187,1820
0.052,17,2188,1821
0.12,17,2189,1822
0.055%,17,2190,1823
0.085,17,2191,1824
0.058,17,2192,1820
0.051,17,2193,1825
0.052,17,2194,1821
0.045,17,2195,1826
0.055,152,2196,1827
0.07%,152,2197,1828
0.07,152,2198,1829
0.05,152,2199,1830
0.045,152,2200,1831
0.055,152,2201,1827
0.045,152,2202,1831
0.073,291,2203,1832
0.055%,291,2204,1833
0.05,474,2205,1834
0.068,474,2206,1835
0.062,265,2207,1836
0.065%,265,2208,1837
0.06,265,2209,1838
0.057,524,2210,1839
0.05,524,2211,1840
0.08%,524,2212,1841
0.082,97,2213,1842
0.075,97,2214,1843
0.045,97,2215,1844
0.08199999999999999%,97,2216,1845
0.075%,97,2217,1846
0.055%,539,2218,1847
0.062,520,2219,1848
0.054000000000000006%,38,2220,1849
0.075,38,2221,1850
0.051%,38,2222,1851
0.041,190,2223,1852
0.048,190,2224,1853
0.052000000000000005%,190,2225,1854
0.062%,190,2226,1855
0.048,190,2227,1853
0.062%,190,2228,1855
0.057,190,2229,1856
0.054,190,2230,1857
0.052,190,2231,1858
0.062,190,2232,1859
0.048,190,2233,1853
0.046,190,2234,1860
0.063,74,2235,1861
0.057999999999999996%,74,2236,1862
0.057999999999999996%,74,2237,1862
0.051%,74,2238,1863
0.051%,74,2239,1863
0.077,74,2240,1864
0.045,74,2241,1865
0.065,74,2242,1866
0.07,74,2243,1867
0.065%,74,2244,1868
0.045,243,2245,1869
0.05,435,2246,1870
0.06,435,2247,1871
0.072,435,2248,1872
0.048%,435,2249,1873
0.05%,435,2250,1874
0.05,159,2251,1875
0.04,159,2252,1876
0.04,159,2253,1876
0.073%,159,2254,1877
0.04%,159,2255,1878
0.04%,159,2256,1878
0.073,159,2257,1879
0.04%,159,2258,1878
0.04,159,2259,1876
0.055,555,2260,1880
0.06%,126,2261,1881
0.047%,126,2262,1882
0.065,338,2263,1883
0.065%,338,2264,1884
0.065,338,2265,1883
0.001%,522,2266,1885
0.068%,522,2267,1886
0.064,522,2268,1887
0.078,522,2269,1888
0.085,522,2270,1889
0.085,71,2271,1890
0.042%,71,2272,1891
0.055,71,2273,1892
0.06,71,2274,1893
0.045,202,2275,1894
0.045,202,2276,1894
0.06,202,2277,1895
0.128%,51,2278,1896
0.10400000000000001%,51,2279,1897
0.068,51,2280,1898
0.099,51,2281,1899
0.076,51,2282,1900
0.06,51,2283,1901
0.065%,51,2284,1902
0.075,51,2285,1903
0.099,51,2286,1899
0.082,51,2287,1904
0.077,51,2288,1905
0.075,51,2289,1903
0.069%,51,2290,1906
0.048%,51,2291,1907
0.048,51,2292,1908
0.067,51,2293,1909
0.058,51,2294,1910
0.072,51,2295,1911
0.053,546,2296,1912
0.065%,546,2297,1913
0.04%,302,2298,1914
0.09,302,2299,1915
0.08%,302,2300,1916
0.06,302,2301,1917
0.06,302,2302,1917
0.04,302,2303,1918
0.09,302,2304,1915
0.04,302,2305,1918
0.068,185,2306,1919
0.069,185,2307,1920
0.068%,185,2308,1921
0.068,185,2309,1919
0.068,185,2310,1919
0.052,113,2311,1922
0.092,322,2312,1923
0.079,322,2313,1924
0.075%,322,2314,1925
0.092,322,2315,1923
0.073,322,2316,1926
0.075%,322,2317,1925
0.04,295,2318,1927
0.06%,295,2319,1928
0.055999999999999994%,295,2320,1929
0.047,295,2321,1930
0.085,295,2322,1931
0.047,295,2323,1930
0.051%,295,2324,1932
0.04%,295,2325,1933
0.052,295,2326,1934
0.045%,295,2327,1935
0.06%,295,2328,1928
0.047,506,2329,1936
0.052,94,2330,1937
0.054,94,2331,1938
0.07,94,2332,1939
0.07,94,2333,1939
0.09%,100,2334,1940
0.07,100,2335,1941
0.055,100,2336,1942
,100,2337,1943
0.055,384,2338,1944
0.04,384,2339,1945
0.05,384,2340,1946
0.068,384,2341,1947
0.057,351,2342,1948
0.052000000000000005%,351,2343,1949
0.058,351,2344,1950
,132,2345,1951
0.08%,132,2346,1952
,132,2347,1951
0.075%,132,2348,1953
,132,2349,1951
0.049%,132,2350,1954
0.052000000000000005%,132,2351,1955
0.055%,47,2352,1956
0.05,47,2353,1957
0.055,47,2354,1958
0.055%,47,2355,1956
0.06,396,2356,1959
0.049,296,2357,1960
0.049,296,2358,1960
0.049,296,2359,1960
0.082,361,2360,1961
0.045,361,2361,1962
0.05,361,2362,1963
0.052,361,2363,1964
0.082,361,2364,1961
0.082,361,2365,1961
0.042%,361,2366,1965
0.06,361,2367,1966
0.045%,361,2368,1967
0.055999999999999994%,361,2369,1968
0.068%,181,2370,1969
0.057,181,2371,1970
0.045,181,2372,1971
0.051,181,2373,1972
0.054000000000000006%,499,2374,1973
0.075,499,2375,1974
0.05,499,2376,1975
0.072,550,2377,1976
0.05%,550,2378,1977
0.07400000000000001%,509,2379,1978
0.08,509,2380,1979
0.055%,211,2381,1980
0.071%,211,2382,1981
0.052,211,2383,1982
0.048,211,2384,1983
0.059000000000000004%,239,2385,1984
0.062,239,2386,1985
0.045,239,2387,1986
0.057999999999999996%,14,2388,1987
0.045%,14,2389,1988
0.059000000000000004%,344,2390,1989
0.047,402,2391,1990
0.05,501,2392,1991
0.065%,109,2393,1992
0.028,109,2394,1993
0.065,339,2395,1994
0.069,199,2396,1995
0.045,199,2397,1996
0.077%,199,2398,1997
0.069,199,2399,1995
0.06,199,2400,1998
0.042,424,2401,1999
0.08199999999999999%,424,2402,2000
0.055%,424,2403,2001
0.075,424,2404,2002
0.067,424,2405,2003
0.052,424,2406,2004
0.055%,424,2407,2001
0.055%,424,2408,2001
