ZipCode,HospitalOwner,original_index,unique_index,count
35801,government - hospital district or authority,780,83,27
35801,government - hospital district or authority,781,83,27
35801,government - hospital district or authority,782,83,27
35801,government - hospital district or authority,783,83,27
35801,goverxmext - hospital district or authority,784,84,1
35801,government - hospital district or authority,785,83,27
35801,government - hospital district or authority,786,83,27
35801,government - hospital district or authority,787,83,27
35801,government - hospital district or authority,788,83,27
35801,government - hospital district or authority,789,83,27
35801,government - hospital district or authority,790,83,27
35801,government - hospital district or authority,791,83,27
35801,government - hospital district or authority,792,83,27
35801,government - hospital district or authority,793,83,27
35801,government - hospital district or authority,794,83,27
35801,government - hospital district or authority,795,83,27
35801,government - hospital district or authority,796,83,27
35801,government - hospital district or authority,797,83,27
35801,government - hospital district or authority,798,83,27
35801,government - hospital district or authority,799,83,27
35801,government - hospital district or authority,800,83,27
35801,government - hospital district or authority,801,83,27
35903,proprietary,802,85,24
35903,proprietary,803,85,24
35903,proprietary,804,85,24
35903,proprietary,805,85,24
35903,proprietary,806,85,24
35903,proprietary,807,85,24
35903,proprietary,808,85,24
35903,proprietary,809,85,24
35903,proprietary,810,85,24
35903,proprietary,811,85,24
35903,proprietary,812,85,24
35903,proprietary,813,85,24
35903,proprietary,814,85,24
x590x,proprietary,815,86,1
35903,proprietary,816,85,24
35903,proprietary,817,85,24
35903,proprietary,818,85,24
35903,proprietary,819,85,24
35903,proprietary,820,85,24
35903,proprietary,821,85,24
35903,proprietary,822,85,24
35903,proprietary,823,85,24
35903,proprietary,824,85,24
35903,proprietary,825,85,24
35903,proprietary,826,85,24
35045,voluntary non-profit - private,827,87,24
35045,voluntary non-profit - private,828,87,24
35045,voluntary non-profit - private,829,87,24
35045,voluntary non-profit - private,830,87,24
35045,voluntary non-profit - private,831,87,24
35045,voluntary non-profit - private,832,87,24
35045,voluntary non-profit - private,833,87,24
35045,voluntary non-profit - private,834,87,24
35045,voluntary non-profit - private,835,87,24
35045,voluntary non-profit - private,836,87,24
35045,voluntary non-profit - private,837,87,24
35045,voluntary non-profit - private,838,87,24
35045,voluntary non-profit - private,839,87,24
35045,voluntary non-profit - private,840,87,24
35045,voluntary non-profit - private,841,87,24
35045,voluntary non-profit - private,842,87,24
35045,voluntary non-profit - private,843,87,24
35045,voluntary non-profit - private,844,87,24
35045,voluntary non-profit - private,845,87,24
35045,voluntaxy non-pxofit - pxivate,846,88,1
35045,voluntary non-profit - private,847,87,24
35045,voluntary non-profit - private,848,87,24
35045,voluntary non-profit - private,849,87,24
35045,voluntary non-profit - private,850,87,24
35045,voluntary non-profit - private,851,87,24
35570,voluntary non-profit - private,852,89,23
35570,voluntary non-profit - private,853,89,23
35570,voluntary non-profit - private,854,89,23
35570,voluntary non-profit - private,855,89,23
35570,voluntary non-profit - private,856,89,23
35570,voluntary non-profit - private,857,89,23
35570,voluntary non-profit - private,858,89,23
35570,voluntary non-profit - private,859,89,23
35570,voluntary non-profit - private,860,89,23
35570,voluntary non-profit - private,861,89,23
35570,voluntary non-profit - private,862,89,23
35570,voluntary non-profit - private,863,89,23
35570,voluntary non-profit - private,864,89,23
35570,voluntary non-profit - private,865,89,23
35570,voluntary non-profit - private,866,89,23
35570,voluntary non-profit - private,867,89,23
35570,voluxtary xox-profit - private,868,90,1
35570,voluntary non-profit - private,869,89,23
35570,voluntary non-profit - private,870,89,23
35570,voluntary non-profit - private,871,89,23
35570,voluntaxy non-pxofit - pxivate,872,91,1
35570,voluntary non-profit - private,873,89,23
35570,voluntary non-profit - private,874,89,23
35570,voluntary non-profit - private,875,89,23
35570,voluntary non-profit - private,876,89,23
35555,voluntary non-profit - other,877,92,25
35555,voluntary non-profit - other,878,92,25
35555,voluntary non-profit - other,879,92,25
35555,voluntary non-profit - other,880,92,25
35555,voluntary non-profit - other,881,92,25
35555,voluntary non-profit - other,882,92,25
35555,voluntary non-profit - other,883,92,25
35555,voluntary non-profit - other,884,92,25
35555,voluntary non-profit - other,885,92,25
35555,voluntary non-profit - other,886,92,25
35555,voluntary non-profit - other,887,92,25
35555,voluntary non-profit - other,888,92,25
35555,voluntary non-profit - other,889,92,25
35555,voluntary non-profit - other,890,92,25
35555,voluntary non-profit - other,891,92,25
35555,voluntary non-profit - other,892,92,25
35555,voluntary non-profit - other,893,92,25
35555,voluntary non-profit - other,894,92,25
35555,voluntary non-profit - other,895,92,25
35555,voluntary non-profit - other,896,92,25
35555,voluntary non-profit - other,897,92,25
35555,voluntary non-profit - other,898,92,25
35555,voluntary non-profit - other,899,92,25
35555,voluntary non-profit - other,900,92,25
35555,voluntary non-profit - other,901,92,25
35901,proprietary,902,93,27
35901,proprietary,903,93,27
35901,proprietary,904,93,27
35901,proprietary,905,93,27
35901,proprietary,906,93,27
35901,proprietary,907,93,27
35901,proprietary,908,93,27
35901,proprietary,909,93,27
35901,proprietary,910,93,27
35901,proprietary,911,93,27
35901,proprietary,912,93,27
35901,proprietary,913,93,27
35901,proprietary,914,93,27
35901,proprietary,915,93,27
35901,proprietary,916,93,27
35901,proprietary,917,93,27
35901,proprietary,918,93,27
35901,proprietary,919,93,27
35901,proprietary,920,93,27
35901,proprietary,921,93,27
35901,proprietary,922,93,27
3590x,proprietary,923,94,1
35901,proprietary,924,93,27
35901,proprietary,925,93,27
35901,proprietary,926,93,27
35901,proprietary,927,93,27
35901,proprietary,928,93,27
35901,proprietary,929,93,27
36033,voluntary non-profit - private,930,95,25
36033,voluntary non-profit - private,931,95,25
36033,voluntary non-profit - private,932,95,25
36033,voluntary non-profit - private,933,95,25
36033,voluntary non-profit - private,934,95,25
36033,voluntary non-profit - private,935,95,25
36033,voluntary non-profit - private,936,95,25
36033,voluntary non-profit - private,937,95,25
36033,voluntary non-profit - private,938,95,25
36033,voluntary non-profit - private,939,95,25
36033,voluntary non-profit - private,940,95,25
36033,voluntary non-profit - private,941,95,25
36033,voluntary non-profit - private,942,95,25
36033,voluntary non-profit - private,943,95,25
36033,voluntary non-profit - private,944,95,25
36033,voluntary non-profit - private,945,95,25
36033,voluntary non-profit - private,946,95,25
36033,voluntary non-profit - private,947,95,25
36033,voluntary non-profit - private,948,95,25
36033,voluntary non-profit - private,949,95,25
36033,voluntary non-profit - private,950,95,25
36033,voluntary non-profit - private,951,95,25
36033,voluntary non-profit - private,952,95,25
36033,voluntary non-profit - private,953,95,25
36033,voluntary non-profit - private,954,95,25
36330,proprietary,955,96,25
36330,proprietary,956,96,25
36330,proprietary,957,96,25
36330,proprietary,958,96,25
36330,proprietary,959,96,25
36330,proprietary,960,96,25
36330,proprietary,961,96,25
36330,proprietary,962,96,25
36330,proprietary,963,96,25
36330,proprietary,964,96,25
36330,proprietary,965,96,25
36330,proprietary,966,96,25
36330,proprietary,967,96,25
36330,proprietary,968,96,25
36330,proprietary,969,96,25
36330,proprietary,970,96,25
36330,proprietary,971,96,25
36330,proprietary,972,96,25
36330,proprietary,973,96,25
36330,proprietary,974,96,25
36330,proprietary,975,96,25
36330,proprietary,976,96,25
36330,proprietary,977,96,25
36330,proprietary,978,96,25
36330,proprietary,979,96,25
35121,voluntary non-profit - private,980,97,20
35121,voluntary non-profit - private,981,97,20
35121,voluntary non-profit - private,982,97,20
35121,voluntary non-profit - private,983,97,20
35121,voluntary non-profit - private,984,97,20
35121,voluntary non-profit - private,985,97,20
35121,voluntary non-profit - private,986,97,20
35121,voluntary non-profit - private,987,97,20
35121,voluntary non-profit - private,988,97,20
35121,voluntary non-profit - private,989,97,20
35121,voluntary non-profit - private,990,97,20
35121,voluntary non-profit - private,991,97,20
35121,voluntary non-profit - private,992,97,20
35121,voluntary non-profit - private,993,97,20
35121,voluntary non-profit - private,994,97,20
35121,voluntary non-profit - private,995,97,20
35121,voluntary non-profit - private,996,97,20
35121,voluntary non-profit - private,997,97,20
35121,voluntary non-profit - private,998,97,20
35121,voluntary non-profit - private,999,97,20
