brewery_id,original_index,unique_index,count
370,1662,392,3
370,1663,392,3
147,1664,393,1
55,1665,394,1
274,1666,395,1
548,1667,396,2
548,1668,396,2
135,1669,397,7
135,1670,397,7
135,1671,397,7
135,1672,397,7
135,1673,397,7
135,1674,397,7
135,1675,397,7
544,1676,398,2
544,1677,398,2
246,1678,399,2
246,1679,399,2
176,1680,400,2
176,1681,400,2
128,1682,401,8
128,1683,401,8
128,1684,401,8
128,1685,401,8
128,1686,401,8
128,1687,401,8
128,1688,401,8
128,1689,401,8
475,1690,402,3
475,1691,402,3
475,1692,402,3
68,1693,403,5
68,1694,403,5
68,1695,403,5
68,1696,403,5
68,1697,403,5
403,1698,404,1
487,1699,405,3
487,1700,405,3
487,1701,405,3
421,1702,406,3
421,1703,406,3
421,1704,406,3
225,1705,407,1
110,1706,408,6
110,1707,408,6
110,1708,408,6
110,1709,408,6
110,1710,408,6
110,1711,408,6
386,1712,409,8
386,1713,409,8
386,1714,409,8
386,1715,409,8
386,1716,409,8
386,1717,409,8
386,1718,409,8
386,1719,409,8
44,1720,410,8
44,1721,410,8
44,1722,410,8
44,1723,410,8
44,1724,410,8
44,1725,410,8
44,1726,410,8
44,1727,410,8
93,1728,411,8
93,1729,411,8
93,1730,411,8
93,1731,411,8
93,1732,411,8
93,1733,411,8
93,1734,411,8
93,1735,411,8
162,1736,412,1
42,1737,413,2
42,1738,413,2
459,1739,414,2
459,1740,414,2
321,1741,415,2
321,1742,415,2
43,1743,416,15
43,1744,416,15
43,1745,416,15
43,1746,416,15
43,1747,416,15
43,1748,416,15
43,1749,416,15
43,1750,416,15
43,1751,416,15
43,1752,416,15
43,1753,416,15
43,1754,416,15
43,1755,416,15
43,1756,416,15
43,1757,416,15
427,1758,417,1
229,1759,418,7
229,1760,418,7
229,1761,418,7
229,1762,418,7
229,1763,418,7
229,1764,418,7
229,1765,418,7
289,1766,419,1
376,1767,420,3
376,1768,420,3
376,1769,420,3
164,1770,421,7
164,1771,421,7
164,1772,421,7
164,1773,421,7
164,1774,421,7
164,1775,421,7
164,1776,421,7
397,1777,422,5
397,1778,422,5
397,1779,422,5
397,1780,422,5
397,1781,422,5
288,1782,423,4
288,1783,423,4
288,1784,423,4
288,1785,423,4
30,1786,424,19
30,1787,424,19
30,1788,424,19
30,1789,424,19
30,1790,424,19
30,1791,424,19
30,1792,424,19
30,1793,424,19
30,1794,424,19
30,1795,424,19
30,1796,424,19
30,1797,424,19
30,1798,424,19
30,1799,424,19
30,1800,424,19
30,1801,424,19
30,1802,424,19
30,1803,424,19
30,1804,424,19
419,1805,425,2
419,1806,425,2
252,1807,426,3
252,1808,426,3
252,1809,426,3
392,1810,427,7
392,1811,427,7
392,1812,427,7
392,1813,427,7
392,1814,427,7
392,1815,427,7
392,1816,427,7
398,1817,428,1
394,1818,429,3
394,1819,429,3
394,1820,429,3
428,1821,430,6
428,1822,430,6
428,1823,430,6
428,1824,430,6
428,1825,430,6
428,1826,430,6
502,1827,431,1
432,1828,432,1
411,1829,433,2
411,1830,433,2
494,1831,434,2
494,1832,434,2
183,1833,435,5
183,1834,435,5
183,1835,435,5
183,1836,435,5
183,1837,435,5
130,1838,436,1
511,1839,437,1
385,1840,438,4
385,1841,438,4
385,1842,438,4
385,1843,438,4
83,1844,439,9
83,1845,439,9
83,1846,439,9
83,1847,439,9
83,1848,439,9
83,1849,439,9
83,1850,439,9
83,1851,439,9
83,1852,439,9
137,1853,440,1
551,1854,441,3
551,1855,441,3
551,1856,441,3
46,1857,442,24
46,1858,442,24
46,1859,442,24
46,1860,442,24
46,1861,442,24
46,1862,442,24
46,1863,442,24
46,1864,442,24
46,1865,442,24
46,1866,442,24
46,1867,442,24
46,1868,442,24
46,1869,442,24
46,1870,442,24
46,1871,442,24
46,1872,442,24
46,1873,442,24
46,1874,442,24
46,1875,442,24
46,1876,442,24
46,1877,442,24
46,1878,442,24
46,1879,442,24
46,1880,442,24
264,1881,443,12
264,1882,443,12
264,1883,443,12
264,1884,443,12
264,1885,443,12
264,1886,443,12
264,1887,443,12
264,1888,443,12
264,1889,443,12
264,1890,443,12
264,1891,443,12
264,1892,443,12
313,1893,444,2
313,1894,444,2
64,1895,445,2
64,1896,445,2
557,1897,446,1
163,1898,447,1
371,1899,448,12
371,1900,448,12
371,1901,448,12
371,1902,448,12
371,1903,448,12
371,1904,448,12
371,1905,448,12
371,1906,448,12
371,1907,448,12
371,1908,448,12
371,1909,448,12
371,1910,448,12
115,1911,449,3
115,1912,449,3
115,1913,449,3
191,1914,450,7
191,1915,450,7
191,1916,450,7
191,1917,450,7
191,1918,450,7
191,1919,450,7
191,1920,450,7
309,1921,451,17
309,1922,451,17
309,1923,451,17
309,1924,451,17
309,1925,451,17
309,1926,451,17
309,1927,451,17
309,1928,451,17
309,1929,451,17
309,1930,451,17
309,1931,451,17
309,1932,451,17
309,1933,451,17
309,1934,451,17
309,1935,451,17
309,1936,451,17
309,1937,451,17
257,1938,452,4
257,1939,452,4
257,1940,452,4
257,1941,452,4
249,1942,453,1
436,1943,454,2
436,1944,454,2
133,1945,455,9
133,1946,455,9
133,1947,455,9
133,1948,455,9
133,1949,455,9
133,1950,455,9
133,1951,455,9
133,1952,455,9
133,1953,455,9
118,1954,456,14
118,1955,456,14
118,1956,456,14
118,1957,456,14
118,1958,456,14
118,1959,456,14
118,1960,456,14
118,1961,456,14
118,1962,456,14
118,1963,456,14
118,1964,456,14
118,1965,456,14
118,1966,456,14
118,1967,456,14
78,1968,457,1
508,1969,458,1
175,1970,459,12
175,1971,459,12
175,1972,459,12
175,1973,459,12
175,1974,459,12
175,1975,459,12
175,1976,459,12
175,1977,459,12
175,1978,459,12
175,1979,459,12
175,1980,459,12
175,1981,459,12
498,1982,460,2
498,1983,460,2
372,1984,461,1
186,1985,462,1
383,1986,463,4
383,1987,463,4
383,1988,463,4
383,1989,463,4
119,1990,464,4
119,1991,464,4
119,1992,464,4
119,1993,464,4
131,1994,465,22
131,1995,465,22
131,1996,465,22
131,1997,465,22
131,1998,465,22
131,1999,465,22
131,2000,465,22
131,2001,465,22
131,2002,465,22
131,2003,465,22
131,2004,465,22
131,2005,465,22
131,2006,465,22
131,2007,465,22
131,2008,465,22
131,2009,465,22
131,2010,465,22
131,2011,465,22
131,2012,465,22
131,2013,465,22
131,2014,465,22
131,2015,465,22
486,2016,466,1
255,2017,467,3
255,2018,467,3
255,2019,467,3
492,2020,468,1
412,2021,469,3
412,2022,469,3
412,2023,469,3
129,2024,470,4
129,2025,470,4
129,2026,470,4
129,2027,470,4
138,2028,471,1
58,2029,472,3
58,2030,472,3
58,2031,472,3
25,2032,473,38
25,2033,473,38
25,2034,473,38
25,2035,473,38
25,2036,473,38
25,2037,473,38
25,2038,473,38
25,2039,473,38
25,2040,473,38
25,2041,473,38
25,2042,473,38
25,2043,473,38
25,2044,473,38
25,2045,473,38
25,2046,473,38
25,2047,473,38
25,2048,473,38
25,2049,473,38
25,2050,473,38
25,2051,473,38
25,2052,473,38
25,2053,473,38
25,2054,473,38
25,2055,473,38
25,2056,473,38
25,2057,473,38
25,2058,473,38
25,2059,473,38
25,2060,473,38
25,2061,473,38
25,2062,473,38
25,2063,473,38
25,2064,473,38
25,2065,473,38
25,2066,473,38
25,2067,473,38
25,2068,473,38
25,2069,473,38
455,2070,474,2
455,2071,474,2
61,2072,475,13
61,2073,475,13
61,2074,475,13
61,2075,475,13
61,2076,475,13
61,2077,475,13
61,2078,475,13
61,2079,475,13
61,2080,475,13
61,2081,475,13
61,2082,475,13
61,2083,475,13
61,2084,475,13
447,2085,476,5
447,2086,476,5
447,2087,476,5
447,2088,476,5
447,2089,476,5
381,2090,477,1
49,2091,478,4
49,2092,478,4
49,2093,478,4
49,2094,478,4
449,2095,479,8
449,2096,479,8
449,2097,479,8
449,2098,479,8
449,2099,479,8
449,2100,479,8
449,2101,479,8
449,2102,479,8
45,2103,480,18
45,2104,480,18
45,2105,480,18
45,2106,480,18
45,2107,480,18
45,2108,480,18
45,2109,480,18
45,2110,480,18
45,2111,480,18
45,2112,480,18
45,2113,480,18
45,2114,480,18
45,2115,480,18
45,2116,480,18
45,2117,480,18
45,2118,480,18
45,2119,480,18
45,2120,480,18
409,2121,481,2
409,2122,481,2
490,2123,482,2
490,2124,482,2
7,2125,483,3
7,2126,483,3
7,2127,483,3
28,2128,484,1
480,2129,485,3
480,2130,485,3
480,2131,485,3
210,2132,486,3
210,2133,486,3
210,2134,486,3
469,2135,487,1
215,2136,488,4
215,2137,488,4
215,2138,488,4
215,2139,488,4
272,2140,489,6
272,2141,489,6
272,2142,489,6
272,2143,489,6
272,2144,489,6
272,2145,489,6
457,2146,490,4
457,2147,490,4
457,2148,490,4
457,2149,490,4
262,2150,491,3
262,2151,491,3
262,2152,491,3
329,2153,492,3
329,2154,492,3
329,2155,492,3
33,2156,493,5
33,2157,493,5
33,2158,493,5
33,2159,493,5
33,2160,493,5
328,2161,494,1
90,2162,495,1
484,2163,496,1
9,2164,497,1
438,2165,498,3
438,2166,498,3
438,2167,498,3
334,2168,499,1
142,2169,500,4
142,2170,500,4
142,2171,500,4
142,2172,500,4
108,2173,501,1
153,2174,502,3
153,2175,502,3
153,2176,502,3
273,2177,503,2
273,2178,503,2
21,2179,504,4
21,2180,504,4
21,2181,504,4
21,2182,504,4
282,2183,505,4
282,2184,505,4
282,2185,505,4
282,2186,505,4
17,2187,506,9
17,2188,506,9
17,2189,506,9
17,2190,506,9
17,2191,506,9
17,2192,506,9
17,2193,506,9
17,2194,506,9
17,2195,506,9
152,2196,507,7
152,2197,507,7
152,2198,507,7
152,2199,507,7
152,2200,507,7
152,2201,507,7
152,2202,507,7
291,2203,508,2
291,2204,508,2
474,2205,509,2
474,2206,509,2
265,2207,510,3
265,2208,510,3
265,2209,510,3
524,2210,511,3
524,2211,511,3
524,2212,511,3
97,2213,512,5
97,2214,512,5
97,2215,512,5
97,2216,512,5
97,2217,512,5
539,2218,513,1
520,2219,514,1
38,2220,515,3
38,2221,515,3
38,2222,515,3
190,2223,516,12
190,2224,516,12
190,2225,516,12
190,2226,516,12
190,2227,516,12
190,2228,516,12
190,2229,516,12
190,2230,516,12
190,2231,516,12
190,2232,516,12
190,2233,516,12
190,2234,516,12
74,2235,517,10
74,2236,517,10
74,2237,517,10
74,2238,517,10
74,2239,517,10
74,2240,517,10
74,2241,517,10
74,2242,517,10
74,2243,517,10
74,2244,517,10
243,2245,518,1
435,2246,519,5
435,2247,519,5
435,2248,519,5
435,2249,519,5
435,2250,519,5
159,2251,520,9
159,2252,520,9
159,2253,520,9
159,2254,520,9
159,2255,520,9
159,2256,520,9
159,2257,520,9
159,2258,520,9
159,2259,520,9
555,2260,521,1
126,2261,522,2
126,2262,522,2
338,2263,523,3
338,2264,523,3
338,2265,523,3
522,2266,524,5
522,2267,524,5
522,2268,524,5
522,2269,524,5
522,2270,524,5
71,2271,525,4
71,2272,525,4
71,2273,525,4
71,2274,525,4
202,2275,526,3
202,2276,526,3
202,2277,526,3
51,2278,527,18
51,2279,527,18
51,2280,527,18
51,2281,527,18
51,2282,527,18
51,2283,527,18
51,2284,527,18
51,2285,527,18
51,2286,527,18
51,2287,527,18
51,2288,527,18
51,2289,527,18
51,2290,527,18
51,2291,527,18
51,2292,527,18
51,2293,527,18
51,2294,527,18
51,2295,527,18
546,2296,528,2
546,2297,528,2
302,2298,529,8
302,2299,529,8
302,2300,529,8
302,2301,529,8
302,2302,529,8
302,2303,529,8
302,2304,529,8
302,2305,529,8
185,2306,530,5
185,2307,530,5
185,2308,530,5
185,2309,530,5
185,2310,530,5
113,2311,531,1
322,2312,532,6
322,2313,532,6
322,2314,532,6
322,2315,532,6
322,2316,532,6
322,2317,532,6
295,2318,533,11
295,2319,533,11
295,2320,533,11
295,2321,533,11
295,2322,533,11
295,2323,533,11
295,2324,533,11
295,2325,533,11
295,2326,533,11
295,2327,533,11
295,2328,533,11
506,2329,534,1
94,2330,535,4
94,2331,535,4
94,2332,535,4
94,2333,535,4
100,2334,536,4
100,2335,536,4
100,2336,536,4
100,2337,536,4
384,2338,537,4
384,2339,537,4
384,2340,537,4
384,2341,537,4
351,2342,538,3
351,2343,538,3
351,2344,538,3
132,2345,539,7
132,2346,539,7
132,2347,539,7
132,2348,539,7
132,2349,539,7
132,2350,539,7
132,2351,539,7
47,2352,540,4
47,2353,540,4
47,2354,540,4
47,2355,540,4
396,2356,541,1
296,2357,542,3
296,2358,542,3
296,2359,542,3
361,2360,543,10
361,2361,543,10
361,2362,543,10
361,2363,543,10
361,2364,543,10
361,2365,543,10
361,2366,543,10
361,2367,543,10
361,2368,543,10
361,2369,543,10
181,2370,544,4
181,2371,544,4
181,2372,544,4
181,2373,544,4
499,2374,545,3
499,2375,545,3
499,2376,545,3
550,2377,546,2
550,2378,546,2
509,2379,547,2
509,2380,547,2
211,2381,548,4
211,2382,548,4
211,2383,548,4
211,2384,548,4
239,2385,549,3
239,2386,549,3
239,2387,549,3
14,2388,550,2
14,2389,550,2
344,2390,551,1
402,2391,552,1
501,2392,553,1
109,2393,554,2
109,2394,554,2
339,2395,555,1
199,2396,556,5
199,2397,556,5
199,2398,556,5
199,2399,556,5
199,2400,556,5
424,2401,557,9
424,2402,557,9
424,2403,557,9
424,2404,557,9
424,2405,557,9
424,2406,557,9
424,2407,557,9
424,2408,557,9
424,2409,557,9
