,index ,provider_number ,name                                 ,address_1                    ,address_2 ,address_3 ,city         ,state ,zip   ,county     ,phone      ,type                 ,owner                                       ,emergency_service ,condition                     ,measure_code ,measure_name                                                                                                                                                                             ,score ,sample        ,state_average
475,,,,,,,,,,,,,,,,,,,,
476,,,,,,,,,,,,,,,,,,,,
477,,,,,,,,,,,,,,,,,,,,
478,,,,,,,,,,,,,,,,pn-3b        ,,,,
479,,,,,,,,,,,,,,,,,,,,
480,,,,,,,,,,,,,,,,pn-5c        ,,,,
481,,,,,,,,,,,,,,,,,,,,
482,,,,,,,,,,,,,,,,,,,,
483,,,,,,,,,,,,,,,,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery ,,,
484,,,,,,,,,,,,,,,,,,,,
485,,,,,,,,,,,,,,,,,surgery patients who were given the  right kind  of antibiotic to help prevent infection                                                                                                 ,,,
486,,,,,,,,,,,,,,,,,,,,
487,,,,,,,,,,,,,,,,,,,,
488,,,,,,,,,,,,,,,,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)            ,,,
489,,,,,,,,,,,,,,,,,,,,
490,,,,,,,,,,,,,,,,,,,,
491,,,,,,,,,,,,,,,,,,,,
492,,,,,,,,,,,,,,,,,,,,
493,,,,,,,,,,,,,,,,,,,,
494,,,,,,,,,,,,,,,,,,,,
495,,,,,,,,,,,,,,,,,,,,
496,,,,,,,,,,,,,,,,,,,,
497,,,,,,,,,,,,,,,,,,,,
498,,,,,,,,,,,,,,,,,,,,
499,,,,,,,,,,,,,,,,,,,,
500,,,,,,,,,,,,,,,,,,,,
501,,,,,,,,,,,,,,,,,,,,
502,,,,,,,,,,,,,,,,,,,,
503,,,,,,,,,,,,,,,,pn-3b        ,,,,
504,,,,,,,,,,,,,,,,,,,,
505,,,,,,,,,,,,,,,,pn-5c        ,,,,
506,,,,,,,,,,,,,,,,,,,,
507,,,,,,,,,,,,,,,,,,,,
508,,,,,,,,,,,,,,,,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery ,,,
509,,,,,,,,,,,,,,,,,,,,
510,,,,,,,,,,,,,,,,,surgery patients who were given the  right kind  of antibiotic to help prevent infection                                                                                                 ,,,
511,,,,,,,,,,,,,,,,,,,,
512,,,,,,,,,,,,,,,,,,,,
513,,,,,,,,,,,,,,,,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)            ,,,
514,,,,,,,,,,,,,,,,,,,,
515,,,,,,,,,,,,,,,,,,,,
516,,,,,,,,,,,,,,,,,,,,
517,,,,,,,,,,,,,,,,,,,,
518,,,,,,,,,,,,,,,,,,,,
519,,,,,,,,,,,,,,,,,,,,
520,,,,,,,,,,,,,,,,,,,,
521,,,,,,,,,,,,,,,,,,,,
522,,,,,,,,,,,,,,,,,,,,
523,,,,,,,,,,,,,,,,,,,,
524,,,,,,,,,,,,,,,,,,,,
525,,,,,,,,,,,,,,,,,,,,
526,,,,,,,,,,,,,,,,,,,,
527,,,,,,,,,,,,,,,,,,,,
528,,,,,,,,,,,,,,,,pn-3b        ,,,,
529,,,,,,,,,,,,,,,,,,,,
530,,,,,,,,,,,,,,,,pn-5c        ,,,,
531,,,,,,,,,,,,,,,,,,,,
532,,,,,,,,,,,,,,,,,,,,
533,,,,,,,,,,,,,,,,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery ,,,
534,,,,,,,,,,,,,,,,,,,,
535,,,,,,,,,,,,,,,,,surgery patients who were given the  right kind  of antibiotic to help prevent infection                                                                                                 ,,,
536,,,,,,,,,,,,,,,,,,,,
537,,,,,,,,,,,,,,,,,,,,
538,,,,,,,,,,,,,,,,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)            ,,,
539,,,,,,,,,,,,,,,,,,,,
540,,,,,,,,,,,,,,,,,,,,
541,,,,,,,,,,,,,,,,,,,,
542,,,,,,,,,,,,,,,,,,,,
543,,,,,,,,,,,,,,,,,,,,
544,,,,,,,,,,,,,,,,,,,,
545,,,,,,,,,,,,,,,,,,,,
546,,,,,,,,,,,,,,,,,,,,
547,,,,,,,,,,,,,,,,,,,,
548,,,,,,,,,,,,,,,,,,,,
549,,,,,,,,,,,,,,,,,,,,
550,,,,,,,,,,,,,,,,,,,,
551,,,,,,,,,,,,,,,,,,,,
552,,,,,,,,,,,,,,,,,,,,
553,,,,,,,,,,,,,,,,pn-3b        ,,,,
554,,,,,,,,,,,,,,,,,,,,
555,,,,,,,,,,,,,,,,pn-5c        ,,,,
556,,,,,,,,,,,,,,,,,,,,
557,,,,,,,,,,,,,,,,,,,,
558,,,,,,,,,,,,,,,,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery ,,,
559,,,,,,,,,,,,,,,,,,,,
560,,,,,,,,,,,,,,,,,surgery patients who were given the  right kind  of antibiotic to help prevent infection                                                                                                 ,,,
561,,,,,,,,,,,,,,,,,,,,
562,,,,,,,,,,,,,,,,,,,,
563,,,,,,,,,,,,,,,,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)            ,,,
564,,,,,,,,,,,,,,,,,,,,
565,,,,,,,,,,,,,,,,,,,,
566,,,,4800 48th st                 ,,,,,,,,,,,,,,,,
567,,,,4800 48th st                 ,,,,,,,,,,,,,,,,
568,,,,4800 48th st                 ,,,,,,,,,,,,,,,,
569,,,,4800 48th st                 ,,,,,,,,,,,,,,,,
570,,,,4800 48th st                 ,,,,,,,,,,,,,,,,
571,,,,4800 48th st                 ,,,,,,,,,,,,,,,,
572,,,,4800 48th st                 ,,,,,,,,,,,,,,,,
573,,,,4800 48th st                 ,,,,,,,,,,,,,,,,
574,,,,4800 48th st                 ,,,,,,,,,,,,,,,,
575,,,,4800 48th st                 ,,,,,,,,,,,,,,,,
576,,,,4800 48th st                 ,,,,,,,,,,,,,,,,
577,,,,4800 48th st                 ,,,,,,,,,,,,,,,,
578,,,,4800 48th st                 ,,,,,,,,,,,,pn-3b        ,,,,
579,,,,4800 48th st                 ,,,,,,,,,,,,,,,,
580,,,,4800 48th st                 ,,,,,,,,,,,,,,,,
581,,,,4800 48th st                 ,,,,,,,,,,,,,,,,
582,,,,4800 48th st                 ,,,,,,,,,,,,,,,,
583,,,,4800 48th st                 ,,,,,,,,,,,,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery ,,,
584,,,,4800 48th st                 ,,,,,,,,,,,,,,,,
585,,,,4800 48th st                 ,,,,,,,,,,,,,surgery patients who were given the  right kind  of antibiotic to help prevent infection                                                                                                 ,,,
586,,,,4800 48th st                 ,,,,,,,,,,,,,,,,
587,,,,4800 48th st                 ,,,,,,,,,,,,,,,,
588,,,,4800 48th st                 ,,,,,,,,,,,,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)            ,,,
589,,,,4800 48th st                 ,,,,,,,,,,,,,,,,
590,,,,4800 48th st                 ,,,,,,,,,,,,,,,,
591,,,,,,,,,,,,,,,,,,,,
592,,,,,,,,,,,,,,,,,,,,
593,,,,,,,,,,,,,,,,,,,,
594,,,,,,,,,,,,,,,,,,,,
595,,,,,,,,,,,,,,,,,,,,
596,,,,,,,,,,,,,,,,,,,,
597,,,,,,,,,,,,,,,,,,,,
598,,,,,,,,,,,,,,,,,,,,
599,,,,,,,,,,,,,,,,,,,,
600,,,,,,,,,,,,,,,,,,,,
601,,,,,,,,,,,,,,,,,,,,
602,,,,,,,,,,,,,,,,,,,,
603,,,,,,,,,,,,,,,,pn-3b        ,,,,
604,,,,,,,,,,,,,,,,,,,,
605,,,,,,,,,,,,,,,,pn-5c        ,,,,
606,,,,,,,,,,,,,,,,,,,,
607,,,,,,,,,,,,,,,,,,,,
608,,,,,,,,,,,,,,,,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery ,,,
609,,,,,,,,,,,,,,,,,,,,
610,,,,,,,,,,,,,,,,,surgery patients who were given the  right kind  of antibiotic to help prevent infection                                                                                                 ,,,
611,,,,,,,,,,,,,,,,,,,,
612,,,,,,,,,,,,,,,,,,,,
613,,,,,,,,,,,,,,,,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)            ,,,
614,,,,,,,,,,,,,,,,,,,,
615,,,,,,,,,,,,,,,,,,,,
616,,,,,,,,,,,,,,,,,,,,
617,,,,,,,,,,,,,,,,,,,,
618,,,,,,,,,,,,,,,,,,,,
619,,,,,,,,,,,,,,,,,,,,
620,,,,,,,,,,,,,,,,,,,,
621,,,,,,,,,,,,,,,,,,,,
622,,,,,,,,,,,,,,,,,,,,
623,,,,,,,,,,,,,,,,,,,,
624,,,,,,,,,,,,,,,,,,,,
625,,,,,,,,,,,,,,,,,,,,
626,,,,,,,,,,,,,,,,,,,,
627,,,,,,,,,,,,,,,,,,,,
628,,,,,,,,,,,,,,,,pn-3b        ,,,,
629,,,,,,,,,,,,,,,,,,,,
630,,,,,,,,,,,,,,,,pn-5c        ,,,,
631,,,,,,,,,,,,,,,,,,,,
632,,,,,,,,,,,,,,,,,,,,
633,,,,,,,,,,,,,,,,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery ,,,
634,,,,,,,,,,,,,,,,,,,,
635,,,,,,,,,,,,,,,,,surgery patients who were given the  right kind  of antibiotic to help prevent infection                                                                                                 ,,,
636,,,,,,,,,,,,,,,,,,,,
637,,,,,,,,,,,,,,,,,,,,
638,,,,,,,,,,,,,,,,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)            ,,,
639,,,,,,,,,,,,,,,,,,,,
640,,,,,,,,,,,,,,,,,,,,
641,,,,,,,,,,,,,,,,,,,,
642,,,,,,,,,,,,,,,,,,,,
643,,,,,,,,,,,,,,,,,,,,
644,,,,,,,,,,,,,,,,,,,,
645,,,,,,,,,,,,,,,,,,,,
646,,,,,,,,,,,,,,,,,,,,
647,,,,,,,,,,,,,,,,,,,,
648,,,,,,,,,,,,,,,,,,,,
649,,,,,,,,,,,,,,,,,,,,
650,,,,,,,,,,,,,,,,,,,,
651,,,,,,,,,,,,,,,,,,,,
652,,,,,,,,,,,,,,,,,,,,
653,,,,,,,,,,,,,,,,pn-3b        ,,,,
654,,,,,,,,,,,,,,,,,,,,
655,,,,,,,,,,,,,,,,pn-5c        ,,,,
656,,,,,,,,,,,,,,,,,,,,
657,,,,,,,,,,,,,,,,,,,,
658,,,,,,,,,,,,,,,,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery ,,,
659,,,,,,,,,,,,,,,,,,,,
660,,,,,,,,,,,,,,,,,surgery patients who were given the  right kind  of antibiotic to help prevent infection                                                                                                 ,,,
661,,,,,,,,,,,,,,,,,,,,
662,,,,,,,,,,,,,,,,,,,,
663,,,,,,,,,,,,,,,,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)            ,,,
664,,,,,,,,,,,,,,,,,,,,
665,,,,,,,,,,,,,,,,,,,,
666,,,,,,,,,,,,,,,,,,,,
667,,,,,,,,,,,,,,,,,,,,
668,,,,,,,,,,,,,,,,,,,,
669,,,,,,,,,,,,,,,,,,,,
670,,,,,,,,,,,,,,,,,,,,
671,,,,,,,,,,,,,,,,,,,,
672,,,,,,,,,,,,,,,,,,,,
673,,,,,,,,,,,,,,,,,,,,
674,,,,,,,,,,,,,,,,,,,,
675,,,,,,,,,,,,,,,,,,,,
676,,,,,,,,,,,,,,,,,,,,
677,,,,,,,,,,,,,,,,,,,,
678,,,,,,,,,,,,,,,,pn-3b        ,,,,
679,,,,,,,,,,,,,,,,,,,,
680,,,,,,,,,,,,,,,,pn-5c        ,,,,
681,,,,,,,,,,,,,,,,,,,,
682,,,,,,,,,,,,,,,,,,,,
683,,,,,,,,,,,,,,,,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery ,,,
684,,,,,,,,,,,,,,,,,,,,
685,,,,,,,,,,,,,,,,,surgery patients who were given the  right kind  of antibiotic to help prevent infection                                                                                                 ,,,
686,,,,,,,,,,,,,,,,,,,,
687,,,,,,,,,,,,,,,,,,,,
688,,,,,,,,,,,,,,,,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)            ,,,
689,,,,,,,,,,,,,,,,,,,,
690,,,,,,,,,,,,,,,,,,,,
691,,,,,,,,,,,,,,,,,,,,
692,,,,,,,,,,,,,,,,,,,,
693,,,,,,,,,,,,,,,,,,,,
694,,,,,,,,,,,,,,,,,,,,
695,,,,,,,,,,,,,,,,,,,,
696,,,,,,,,,,,,,,,,,,,,
697,,,,,,,,,,,,,,,,,,,,
698,,,,,,,,,,,,,,,,,,,,
699,,,,,,,,,,,,,,,,,,,,
700,,,,,,,,,,,,,,,,,,,,
701,,,,,,,,,,,,,,,,,,,,
702,,,,,,,,,,,,,,,,,,,,
703,,,,,,,,,,,,,,,,pn-3b        ,,,,
704,,,,,,,,,,,,,,,,,,,,
705,,,,,,,,,,,,,,,,pn-5c        ,,,,
706,,,,,,,,,,,,,,,,,,,,
707,,,,,,,,,,,,,,,,,,,,
708,,,,,,,,,,,,,,,,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery ,,,
709,,,,,,,,,,,,,,,,,,,,
710,,,,,,,,,,,,,,,,,surgery patients who were given the  right kind  of antibiotic to help prevent infection                                                                                                 ,,,
711,,,,,,,,,,,,,,,,,,,,
712,,,,,,,,,,,,,,,,,,,,
713,,,,,,,,,,,,,,,,,,,,
714,,,,,,,,,,,,,,,,,,,,
715,,,,,,,,,,,,,,,,,,,,
716,,,,,,,,,,,,,,,,,,,,
717,,,,,,,,,,,,,,,,,,,,
718,,,,,,,,,,,,,,,,,,,,
719,,,,,,,,,,,,,,,,,,,,
720,,,,,,,,,,,,,,,,,,,,
721,,,,,,,,,,,,,,,,,,,,
722,,,,,,,,,,,,,,,,,,,,
723,,,,,,,,,,,,,,,,,,,,
724,,,,,,,,,,,,,,,,,,,,
725,,,,,,,,,,,,,,,,,,,,
726,,,,,,,,,,,,,,,,,,,,
727,,,,,,,,,,,,,,,,,,,,
728,,,,,,,,,,,,,,,,pn-3b        ,,,,
729,,,,,,,,,,,,,,,,,,,,
730,,,,,,,,,,,,,,,,pn-5c        ,,,,
731,,,,,,,,,,,,,,,,,,,,
732,,,,,,,,,,,,,,,,,,,,
733,,,,,,,,,,,,,,,,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery ,,,
734,,,,,,,,,,,,,,,,,,,,
735,,,,,,,,,,,,,,,,,surgery patients who were given the  right kind  of antibiotic to help prevent infection                                                                                                 ,,,
736,,,,,,,,,,,,,,,,,,,,
737,,,,,,,,,,,,,,,,,,,,
738,,,,,,,,,,,,,,,,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)            ,,,
739,,,,,,,,,,,,,,,,,,,,
740,,,,,,,,,,,,,,,,,,,,
741,,,,,,,,,,,,,proprietary                                 ,,,,,,,
742,,,,,,,,,,,,,proprietary                                 ,,,,,,,
743,,,,,,,,,,,,,proprietary                                 ,,,,,,,
744,,,,,,,,,,,,,,,,,,,,
745,,,,,,,,,,,,,proprietary                                 ,,,,,,,
746,,,,,,,,,,,,,proprietary                                 ,,,,,,,
747,,,,,,,,,,,,,proprietary                                 ,,,,,,,
748,,,,,,,,,,,,,proprietary                                 ,,,,,,,
749,,,,,,,,,,,,,proprietary                                 ,,,,,,,
750,,,,,,,,,,,,,proprietary                                 ,,,,,,,
751,,,,,,,,,,,,,proprietary                                 ,,,,,,,
752,,,,,,,,,,,,,proprietary                                 ,,,,,,,
753,,,,,,,,,,,,,proprietary                                 ,,,pn-3b        ,,,,
754,,,,,,,,,,,,,proprietary                                 ,,,,,,,
755,,,,,,,,,,,,,proprietary                                 ,,,pn-5c        ,,,,
756,,,,,,,,,,,,,proprietary                                 ,,,,,,,
757,,,,,,,,,,,,,proprietary                                 ,,,,,,,
758,,,,,,,,,,,,,proprietary                                 ,,,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery ,,,
759,,,,,,,,,,,,,proprietary                                 ,,,,,,,
760,,,,,,,,,,,,,proprietary                                 ,,,,surgery patients who were given the  right kind  of antibiotic to help prevent infection                                                                                                 ,,,
761,,,,,,,,,,,,,proprietary                                 ,,,,,,,
762,,,,,,,,,,,,,proprietary                                 ,,,,,,,
763,,,,,,,,,,,,,proprietary                                 ,,,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)            ,,,
764,,,,,,,,,,,,,proprietary                                 ,,,,,,,
765,,,,,,,,,,,,,proprietary                                 ,,,,,,,
766,,,,,,,,,,,,,proprietary                                 ,,,,,,,
767,,,,,,,,,,,,,proprietary                                 ,,,,,,,
768,,,,,,,,,,,,,proprietary                                 ,,,,surgery patients who were given the  right kind  of antibiotic to help prevent infection                                                                                                 ,,,
769,,,,,,,,,,,,,proprietary                                 ,,,,,,,
770,,,,,,,,,,,,,proprietary                                 ,,,,,,,
771,,,,,,,,,,,,,proprietary                                 ,,,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)            ,,,
772,,,,,,,,,,,,,proprietary                                 ,,,,,,,
773,,,,,,,,,,,,,proprietary                                 ,,,,,,,
774,,,,,,,,,,,,,,,,,,,193 patients  ,
775,,,,,,,,,,,,,,,,,,,193 patients  ,
776,,,,,,,,,,,,,,,,,,,,
777,,,,,,,,,,,,,,,,,,,,
778,,,,,,,,,,,,,,,,,,,,
779,,,,,,,,,,,,,,,,,,,,
780,,,,,,,,,,,,,,,,,,,,
781,,,,,,,,,,,,,,,,,,,,
782,,,,,,,,,,,,,,,,,,,,
783,,,,,,,,,,,,,,,,,,,,
784,,,,,,,,,,,,,,,,,,,,
785,,,,,,,,,,,,,,,,,,,,
786,,,,,,,,,,,,,,,,,,,,
787,,,,,,,,,,,,,,,,,,,,
788,,,,,,,,,,,,,,,,,,,,
789,,,,,,,,,,,,,,,,pn-3b        ,,,,
790,,,,,,,,,,,,,,,,,,,,
791,,,,,,,,,,,,,,,,pn-5c        ,,,,
792,,,,,,,,,,,,,,,,,,,,
793,,,,,,,,,,,,,,,,,,,,
794,,,,,,,,,,,,,,,,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery ,,,
795,,,,,,,,,,,,,,,,,,,,
796,,,,,,,,,,,,,,,,,surgery patients who were given the  right kind  of antibiotic to help prevent infection                                                                                                 ,,,
797,,,,,,,,,,,,,,,,,,,,
798,,,,,,,,,,,,,,,,,,,,
799,,,,,,,,,,,,,,,,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)            ,,,
800,,,,,,,,,,,,,,,,,,,,
801,,,,,,,,,,,,,,,,,,,,
802,,,,1007 goodyear avenue         ,,,,,,,,,proprietary                                 ,,,,,,,
803,,,,1007 goodyear avenue         ,,,,,,,,,proprietary                                 ,,,,,,,
804,,,,1007 goodyear avenue         ,,,,,,,,,proprietary                                 ,,,,,,,
805,,,,1007 goodyear avenue         ,,,,,,,,,proprietary                                 ,,,,,,,
806,,,,1007 goodyear avenue         ,,,,,,,,,proprietary                                 ,,,,,,,
807,,,,1007 goodyear avenue         ,,,,,,,,,proprietary                                 ,,,,,,,
808,,,,1007 goodyear avenue         ,,,,,,,,,proprietary                                 ,,,,,,,
809,,,,1007 goodyear avenue         ,,,,,,,,,proprietary                                 ,,,,,,,
810,,,,1007 goodyear avenue         ,,,,,,,,,proprietary                                 ,,,,,,,
811,,,,1007 goodyear avenue         ,,,,,,,,,proprietary                                 ,,,,,,,
812,,,,1007 goodyear avenue         ,,,,,,,,,proprietary                                 ,,,,,,,
813,,,,1007 goodyear avenue         ,,,,,,,,,proprietary                                 ,,,,,,,
814,,,,1007 goodyear avenue         ,,,,,,,,,proprietary                                 ,,,pn-3b        ,,,,
815,,,,1007 goodyear avenue         ,,,,,,,,,proprietary                                 ,,,,,,,
816,,,,1007 goodyear avenue         ,,,,,,,,,proprietary                                 ,,,pn-5c        ,,,,
817,,,,1007 goodyear avenue         ,,,,,,,,,proprietary                                 ,,,,,,,
818,,,,1007 goodyear avenue         ,,,,,,,,,proprietary                                 ,,,,,,,
819,,,,1007 goodyear avenue         ,,,,,,,,,proprietary                                 ,,,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery ,,,
820,,,,1007 goodyear avenue         ,,,,,,,,,proprietary                                 ,,,,,,,
821,,,,1007 goodyear avenue         ,,,,,,,,,proprietary                                 ,,,,surgery patients who were given the  right kind  of antibiotic to help prevent infection                                                                                                 ,,,
822,,,,1007 goodyear avenue         ,,,,,,,,,proprietary                                 ,,,,,,,
823,,,,1007 goodyear avenue         ,,,,,,,,,proprietary                                 ,,,,,,,
824,,,,1007 goodyear avenue         ,,,,,,,,,proprietary                                 ,,,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)            ,,,
825,,,,1007 goodyear avenue         ,,,,,,,,,proprietary                                 ,,,,,,,
826,,,,1007 goodyear avenue         ,,,,,,,,,proprietary                                 ,,,,,,,
827,,,,,,,,,,,,,,,,,,,,
828,,,,,,,,,,,,,,,,,,,,
829,,,,,,,,,,,,,,,,,,,,
830,,,,,,,,,,,,,,,,,,,,
831,,,,,,,,,,,,,,,,,,,,
832,,,,,,,,,,,,,,,,,,,,
833,,,,,,,,,,,,,,,,,,,,
834,,,,,,,,,,,,,,,,,,,,
835,,,,,,,,,,,,,,,,,,,,
836,,,,,,,,,,,,,,,,,,,,
837,,,,,,,,,,,,,,,,,,,,
838,,,,,,,,,,,,,,,,,,,,
839,,,,,,,,,,,,,,,,pn-3b        ,,,,
840,,,,,,,,,,,,,,,,,,,,
841,,,,,,,,,,,,,,,,pn-5c        ,,,,
842,,,,,,,,,,,,,,,,,,,,
843,,,,,,,,,,,,,,,,,,,,
844,,,,,,,,,,,,,,,,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery ,,,
845,,,,,,,,,,,,,,,,,,,,
846,,,,,,,,,,,,,,,,,surgery patients who were given the  right kind  of antibiotic to help prevent infection                                                                                                 ,,,
847,,,,,,,,,,,,,,,,,,,,
848,,,,,,,,,,,,,,,,,,,,
849,,,,,,,,,,,,,,,,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)            ,,,
850,,,,,,,,,,,,,,,,,,,,
851,,,,,,,,,,,,,,,,,,,,
852,,,,,,,,,,,,,,,,,,,,
853,,,,,,,,,,,,,,,,,,,,
854,,,,,,,,,,,,,,,,,,,,
855,,,,,,,,,,,,,,,,,,,,
856,,,,,,,,,,,,,,,,,,,,
857,,,,,,,,,,,,,,,,,,,,
858,,,,,,,,,,,,,,,,,,,,
859,,,,,,,,,,,,,,,,,,,,
860,,,,,,,,,,,,,,,,,,,,
861,,,,,,,,,,,,,,,,,,,,
862,,,,,,,,,,,,,,,,,,,,
863,,,,,,,,,,,,,,,,,,,,
864,,,,,,,,,,,,,,,,pn-3b        ,,,,
865,,,,,,,,,,,,,,,,,,,,
866,,,,,,,,,,,,,,,,pn-5c        ,,,,
867,,,,,,,,,,,,,,,,,,,,
868,,,,,,,,,,,,,,,,,,,,
869,,,,,,,,,,,,,,,,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery ,,,
870,,,,,,,,,,,,,,,,,,,,
871,,,,,,,,,,,,,,,,,surgery patients who were given the  right kind  of antibiotic to help prevent infection                                                                                                 ,,,
872,,,,,,,,,,,,,,,,,,,,
873,,,,,,,,,,,,,,,,,,,,
874,,,,,,,,,,,,,,,,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)            ,,,
875,,,,,,,,,,,,,,,,,,,,
876,,,,,,,,,,,,,,,,,,,,
877,,,,1653 temple avenue north     ,,,,,,,,,,,,,,,,
878,,,,1653 temple avenue north     ,,,,,,,,,,,,,,,,
879,,,,1653 temple avenue north     ,,,,,,,,,,,,,,,,
880,,,,1653 temple avenue north     ,,,,,,,,,,,,,,,,
881,,,,1653 temple avenue north     ,,,,,,,,,,,,,,,,
882,,,,1653 temple avenue north     ,,,,,,,,,,,,,,,,
883,,,,1653 temple avenue north     ,,,,,,,,,,,,,,,,
884,,,,1653 temple avenue north     ,,,,,,,,,,,,,,,,
885,,,,1653 temple avenue north     ,,,,,,,,,,,,,,,,
886,,,,1653 temple avenue north     ,,,,,,,,,,,,,,,,
887,,,,1653 temple avenue north     ,,,,,,,,,,,,,,,,
888,,,,1653 temple avenue north     ,,,,,,,,,,,,,,,,
889,,,,1653 temple avenue north     ,,,,,,,,,,,,pn-3b        ,,,,
890,,,,1653 temple avenue north     ,,,,,,,,,,,,,,,,
891,,,,1653 temple avenue north     ,,,,,,,,,,,,pn-5c        ,,,,
892,,,,1653 temple avenue north     ,,,,,,,,,,,,,,,,
893,,,,1653 temple avenue north     ,,,,,,,,,,,,,,,,
894,,,,1653 temple avenue north     ,,,,,,,,,,,,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery ,,,
895,,,,1653 temple avenue north     ,,,,,,,,,,,,,,,,
896,,,,1653 temple avenue north     ,,,,,,,,,,,,,surgery patients who were given the  right kind  of antibiotic to help prevent infection                                                                                                 ,,,
897,,,,1653 temple avenue north     ,,,,,,,,,,,,,,,,
898,,,,1653 temple avenue north     ,,,,,,,,,,,,,,,,
899,,,,1653 temple avenue north     ,,,,,,,,,,,,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor)            ,,,
900,,,,1653 temple avenue north     ,,,,,,,,,,,,,,,,
901,,,,1653 temple avenue north     ,,,,,,,,,,,,,,,,
902,,,,,,,,,,,,,proprietary                                 ,,,,,,,
903,,,,,,,,,,,,,proprietary                                 ,,,,,,,
904,,,,,,,,,,,,,proprietary                                 ,,,,,,,
905,,,,,,,,,,,,,proprietary                                 ,,,,,,,
906,,,,,,,,,,,,,proprietary                                 ,,,,,,,
907,,,,,,,,,,,,,proprietary                                 ,,,,,,,
908,,,,,,,,,,,,,proprietary                                 ,,,,,,,
909,,,,,,,,,,,,,proprietary                                 ,,,,,,,
910,,,,,,,,,,,,,proprietary                                 ,,,,,,,
911,,,,,,,,,,,,,proprietary                                 ,,,,,,,
912,,,,,,,,,,,,,proprietary                                 ,,,,,,,
913,,,,,,,,,,,,,proprietary                                 ,,,,,,,
914,,,,,,,,,,,,,proprietary                                 ,,,,,,,
915,,,,,,,,,,,,,proprietary                                 ,,,,,,,
916,,,,,,,,,,,,,proprietary                                 ,,,,,,,
917,,,,,,,,,,,,,proprietary                                 ,,,pn-3b        ,,,,
918,,,,,,,,,,,,,proprietary                                 ,,,,,,,
919,,,,,,,,,,,,,proprietary                                 ,,,pn-5c        ,,,,
920,,,,,,,,,,,,,proprietary                                 ,,,,,,,
