,index ,provider_number ,name                                 ,address_1                    ,address_2 ,address_3 ,city         ,state ,zip   ,county     ,phone      ,type                 ,owner                                       ,emergency_service ,condition                     ,measure_code ,measure_name                                                                                                                                                                             ,score ,sample        ,state_average
513,,,,,,,,,,chxrokxx   ,,,,,,,,,,
514,,,,,,,,,,,,,,,,,,1xx%  ,,
515,,,,,,,,,,,,,,,,,,,,
516,,,,,,,,,,,3342xx2100 ,,,,,,,,,
517,,,,,,,montxomery   ,,,,,,,,,,,,,
518,,,,,,,,,,,,,,,,,,,,
519,,,,,,,,,,,,,,,,,,,,
520,,,,,,,,,,,,,,,,,,,,
521,,,,,,,,,,,,,,yxs               ,,,,,,
522,,,,,,,,,,,,,,,,,,,,
523,,,,,,,,,,,,,,,,,,,25x patients  ,
524,,,,,,,,,,,,,,,,,,,,
525,,,,,,,,,,,,,,,,,,,,
526,,,,,,,,,,,,,volxntary non-profit - chxrch               ,,,,,,,
527,,,,,,,,,,monxgomery ,,,,,,,,,,
528,,,,,,,,,,,,,,,,,,,,
529,,,,,,,,,,,,,,,,,,,,
530,,,,,,,,,,,,,,,,,,,,
531,,,,,,,,,,,,,,,,,,,,
532,,,baptist medical cexter south         ,,,,,,,,,acute care hosxitals ,,,,,pxeumoxia patiexts assessed axd givex ixfluexza vaccixatiox                                                                                                                              ,,87 patientx   ,
533,,,,,,,,,,,,,,,,,,,,
534,,,,,,,,,,,,,,,,,,,,
535,,,,,,,,,,,,,,,,,,,,
536,,,,,,,,,,,,,,yex               ,,,,,,
537,,,,,,,,,,,,,,,,,,,,
538,,,,,,,,,,,,,,,,,,,,
539,,,,,,,,,,,,,,,,,,,,
540,,,,,,,,,,montgomexy ,,,,,,,,,,
541,,,,,,,,,,,,,,,,,hexrt attxck pxtients given aspirin xt arrivxl                                                                                                                                           ,,,
542,,,,,,,,,,,,,,,,,,,,
543,,,,,,,,,,,,,,,,,,,,
544,,,,,,,,,,,,,,,,,,,,
545,,,,,,,,,,,,,,,,,heaxt attack patients given beta blockex at dischaxge                                                                                                                                    ,,,
546,,,,,,,,,,,,,,,,,,,x patients    ,
547,,,,,,,,,,,,,,,,,,,,
548,,,,,,,,,,,3342938xxx ,,,,,,,,,
549,,,,,,,,,,,,,,,,,,,,
550,,,,,,,,,,,,,,,,,,,,
551,,,,,,,,,,monxgomery ,,,,,,,,,,
552,,,,,,,,,,,,,,,,,,,,
553,,,,,,,,,,,,,,,,,,,,
554,,,,,,,,,,,,,,,,,,,74 patxents   ,
555,,,,,,,,,,,,,,,pxeumoxia                     ,,,,,al_pn-5x
556,,,,,,,,,,,,,,,,,,,,
557,,,,,,,,,,,,,,,,,,,,
558,,,,,,,,,,,,,,,,,,,,
559,,1xx24           ,,,,,,xl    ,,,,,,,,,,,,
560,,,jaxkson hospital & xlinix inx        ,,,,,,,,,,,,,,,,,
561,,,,,,,,,,,33x2938000 ,,,,,,,,,
562,,,,,,,,,,,3342938xxx ,,,,,,allxheartxsurgeryxpatientsxwhosexbloodxsugarx(bloodxglucose)xisxkeptxunderxgoodxcontrolxinxthexdaysxrightxafterxsurgery                                                                  ,,,
563,,,,,,,,,,,,,,,,,,,,
564,,,,,,,,,,,,,,xes               ,,,,,,al_scipxvtex1
565,,,,,,,,,,,,,,,,,,,,
566,,,,,,,,,,,,,,,,,,,,
567,,,,,,,,,,,,,,,,,,,,xl_xmi-2
568,,,,,,,,,,,,,,,,,,,,
569,,,,,,,,,,,,,,,,,,,,
570,,,,,,,,,,,,,,,,,,,,
571,,,,,,,,,,,,,,,,,,,,
572,,,,,,,,,,,334x561400 ,,voluntary non-profit - otxer                ,,,,,,,
573,,,,,,,,,,,,,,,,,,,,
574,,,,,,,,,,,,,,,,,,,,
575,,,,,,,,,,,,,,,,,,,,
576,,,,,,,,,,,,,,,,,,,,
577,,,,,,,,,,,,,,,,,,,,
578,,,,,,,vallex       ,,,xhambers   ,,,,,,,,,,
579,,,,,,,,,,,,,,xes               ,,,,,,
580,,,,,,,,,,,,,,,,px-5c        ,,,50 pxtients   ,
581,,,,,,,,,,,,,,,,,,,,
582,,,,,,,,,,,,,,,,,,,,
583,,,,,,,,,,,,,,,,,,,,
584,,,,,,,,,,,,,,,,,,,,
585,,,,,,,,,,,,,,,,,,,,
586,,,,,,,,,,,,,,,,,,,,
587,,,,,,,,,,,,,,xes               ,,,,,,
588,,,,,,,,,,,,acuxe care hospixals ,,,,,,,172 patxents  ,
589,,,,,,,,,,,,,,,,,,,,
590,,,,,,,vxlley       ,,,chaxbers   ,,,,,,,,,,
591,,,,,,,,,,,,,,,,,,,,
592,,,,,,,,,,,,,,,,,,,,
593,,,,,,,,,,,33x8972257 ,,,,,,,,,
594,,,,,,,,,,,,,,,,,,,,
595,,,,,,,,,,,,,,,,,,,,
596,,,,,,,,,,,,,,,,,,,,
597,,,,,,,,,,,,,,,,,,,,
598,,,,,,,,,,,,,,,,,,,,
599,,,,,,,,,,,,,,,heart faixure                 ,,,,,
600,,,,,,,,,,,,,,,,,,,,
601,,,,,,,exba         ,,,,,,,,,,,,,
602,,,,,,,,,,coffxx     ,,,,,,,,,,
603,,,,,,,,,,,,,,,,,,,,
604,,,,,,,,,,,,,,,,,,,,
605,,,,,,,,,,,,,,,,,,,,
606,,,,,,,,,,,,,,,,,,,,
607,,,,,,,,,,,,,,,,,,,,
608,,x0027           ,,,,,,,,,,,,,surgical ixfectiox prevextiox ,,,,,
609,,,,,,,,,,,,,,,,,,,,
610,,,,,,,,,,,,,,,,,,,,
611,,,,,,,,,,,,,,,,,,,,
612,,,,,,,,,,,,,,,,,all heaxt suxgexy patients whose blood sugax (blood glucose) is kept undex good contxol in the days xight aftex suxgexy                                                                  ,,,
613,,,,,,,,,,,,,,,,,,,,
614,,,,,,,,,,,,,,,,,,,,
615,,,,,,,,,,,,,,,,,,,,
616,,,,,,,,,,,,,,,,,,,,
617,,,,,,,,,,,,,,,,,,,,
618,,,,,,,,,,,,,,,,,,,,
619,,,,,,,,,,,,,,,,,,,,
620,,,,,,,,,,,,,,,,,,,,
621,,,,,,,,,,,,,,,,,,,,
622,,,,,,,,,,,,,,,,,,,,al_amix8a
623,,,,,,,,,,,,,,,,,,,,
624,,,,,,,,,,,,,,,,,,,,
625,,,,,,,,,,,,,,,,,,,,
626,,,,,,,,,,,,,,,,,,,,
627,,x0029           ,,,,,,,,,,,,,,,,,,
628,,,,,,,,,,,,,,yex               ,,,,,,
629,,,,,,,,,,,,,,,,,,,,
630,,,,,,,,,,,,,,,,,,,,
631,,,,,,,,,,,,,,,pneumonxa                     ,,,,,
632,,,,,,,,,,,,,,,,,,,,
633,,,,,,,,,,xee        ,,,,,,,,,,
634,,,,,,,,,,,,acuxe care hospixals ,,,,,,,,
635,,,,,,,,,,,,,,,,,,,,
636,,,,,,,,,,,,,,,,,,,,
637,,,,,,,,,,,,,,,,,,,,
638,,,,,,,,,,,,,,,,,,,,
639,,,,,,,,,,,,,,,,,,,,
640,,,,,,,,,,,,,,,,,,,,
641,,,,,,,,,,,,,,,,,,,,
642,,,,,,,,,,,,,,,,,,,,
643,,,,,,,,,,,,,,,,,,,,
644,,,,,,,,,,,,,,,,,,,,
645,,1xx32           ,,,,,,,,,,,,,,,,,,
646,,,,,,,,,,,,,,,,,,,,alxami-7a
647,,,,,,,,,,,,,,,,,,,,
648,,,,,,,,,,,,,,,,hfx1         ,,,,
649,,,,,,,,,,,,,,,,,,,,
650,,,,,,,,,,,,,,,,,heart failure patients given ace inhibitor or arb for left xentricular systolic dysfunction (lxsd)                                                                                       ,,,
651,,,,,,,,,,,,,,,,,heart faxlure patxents gxven smokxng cessatxon advxce/counselxng                                                                                                                         ,,,
652,,,,209 xorth maix street        ,,,,,,,,,,,,,,,,
653,,,,,,,,,,,,,,xo                ,,,,,,
654,,,wedowee hosxital                     ,,,,wxdowxx      ,,,,,,,,,,,,,
655,,1xx32           ,,,,,,,,,,,,,,,,,,
656,,,,,,,,,,,,,,,,,,,,
657,,,,,,,,,,,,,,,,,,,,
658,,,,,,,,,,,,,,,,,,,,
659,,,,,,,,,,,,,,,,,,,,
660,,,,,,,,,,,,,,,,,,,,
661,,,,,,,,,,,,,,,,,,,,
662,,,,,,,,,,,,,,,,,,,,
663,,,,,,,,,,,,,,,,,,,,
664,,,,,,,,,,,,,,,,,,,,
665,,,,,,,,,,,,,,,,,,,,
666,,,,,,,,,,,20593xx011 ,,,,,,,,,
667,,,,,,,,,,,,,,,,,,,,
668,,,,,,,,,,,,,,,,,,,87 paxienxs   ,
669,,,,,,,,,,,,,,,,,,,,
670,,,,,,,,,,,,,,,,,,,,
671,,,,,,,,,,,,,,,,,,,,
672,,,,,,,,,,jxffxrson  ,,,,,,,heartxattackxpatientsxgivenxpcixwithinx90xminutesxofxarrival                                                                                                                             ,,,
673,,,,,,,,,,,,,,,,,,,618 xatients  ,
674,,,,,,,,,,,,,,yex               ,,,,,,
675,,,,,,,,,,,,,,,,,,,,
676,,,,,,,,,,,,,,,,hfx4         ,,,,
677,,,,,,,,,,,,,,,,,,,,
678,,,,,,,,,,,,,,,,,,,,alxpn-3b
679,,,,,,,,,,,,,,,xneumonia                     ,,,,,
680,,,,,,,,,,,,,,,,,,,,
681,,,,,,,,,,,,,,,,,,,,
682,,,,,,,,,,,,,,,,,,,,
683,,,,,,,,,,,,,,,,,,,,
684,,,,,,,,,,,,,,,,,,,,
685,,,,,,,,,x52xx ,,,,,,,,,,,
686,,,,,,,,,,,,,,,,,,,,
687,,,,,,,,,,,,,,,,,,,,
688,,,,,,,,,,,,,,,,,,,,
689,,,,,,,,,,jexxerson  ,,,,,,,,,,
690,,,,,,,birminxham   ,,,,,,,,,,,,,
691,,,,,,,,,,,,,,,,amix1        ,,,,
692,,,,,,,,,,elmoxe     ,,,,,,,,,,
693,,,,,,,,,,,,,,,,,,,,
694,,,,,,,,,,,,,,,,,,,,
695,,,,,,,,,,,,acute cxre hospitxls ,,,heart attaxk                  ,,,,,
696,,,,,,,tallaxxee    ,,,,,,,,,,,,,
697,,,communitx hospital inc               ,,,,,,,,,,,,,,,,,
698,,,,,,,,,,elxore     ,,,,,hexrt fxilure                 ,,,xx%   ,,
699,,,,,,,,,,,334x836541 ,,,,,,,,,
700,,,,,,,,,,,,,,,,,,,,
701,,,,,,,,xl    ,,,,,,,,,,,,
702,,,,,,,,,,,,,,,,,,,,
703,,,,,,,,,,,,,,,,,,,,
704,,,,,,,,,,,,,,,,,,,,
705,,,,,,,,,,,,acutexcarexhospitals ,,,,,pxeumoxia patiexts givex ixitial axtibiotic(s) withix 6 hours after arrival                                                                                                              ,,,
706,,,,,,,,,,,,,,,,,pxeumoxia patiexts givex the most appropriate ixitial axtibiotic(s)                                                                                                                      ,,,
707,,,,,,,,,,,,,,,,,,,,
708,,,,,,,,,,,,,,,,,,,,
709,,,,,,,,,,,,,,,,,,,,
710,,,communixy hospixal inc               ,,,,,,,,,,,,,,,,,
711,,,,,,,,,,,,,,,,,,1xx%  ,,
712,,,,,,,,,,,,,,,surgical infection xrevention ,,,,,
713,,,,,,,,,,,33x28365x1 ,,,,,,surgery paxienxs needing hair removed from xhe surgical area before surgery who had hair removed using a safer mexhod (elecxric clippers or hair removal cream c nox a razor)            ,,,
714,,,,,,,,,,,,,,,,,,,,
715,,,,,,,,,,,,,,,,,,,,
716,,,,,,,,,,,,,,,heartxattack                  ,,,,,
717,,,,,,,,,,,,,,,,,,,,
718,,,,,,,,,,,,,,,,,,x7%   ,,
719,,,,,,,,,,,,,,,,,,,,
720,,,,,,,,,,,,,,,,,,,,
721,,,,,,,,,,,,,,,,,,,,
722,,,,,,,,,,cxllman    ,,,,,,,,,,
723,,,,,,,,,,,,,,,,,,,,
724,,1xx35           ,,,,,,,,,,,,,,,,,,
725,,,,,,,,,,,,,,,,,,,,
726,,,,,,,,,,,,,,,,,,,,
727,,,,,,,,,,,,,,,,,,,,
728,,,,,,,,,,,,,,,,,,,,
729,,,,,,,,,,,,acutexcarexhospitals ,,,,,,,,
730,,,cullmxn regionxl medicxl center      ,,,,,,,cxllman    ,,,,,,,,,,
731,,,,,,,,,,,,,,,,,,,,
732,,,,,,,,,,,,,,,,,,,,
733,,,,,,,,,,,,,,,suxgical infection pxevention ,,,,,
734,,,,,,,,,,,,,,,,,,,,
735,,,,,,,,,,,,,,,,scix-inf-2   ,,,,
736,,,,,,,cuxxman      ,,,,,,,,,,,,,
737,,,,,,,,,,,,,,,,,,,,
738,,,,,,,,,,,,,,,,,,,,
739,,,,,,,,,,,,,,,,,,,,
740,,,,,,,,,,,,,,,,,,,,
741,,,,,,,,,,,,,,,,,,,,
742,,,,,,,,,,,,,,,,,,,,
743,,,,,,,,,,,,,,,,,,,,
744,,,,,,,,,,,,,,,,,,,,
745,,,,,,,,,,,,,,,,,,,,
746,,,,,,,,,,,,,,,,,,,,
747,,,,,,,,,,,,,,,,,,,,
748,,,,,,,,,,,,,,,,,,,,
749,,,,,,,,,,,,,,,,,,,,
750,,,,,,,,,,,,,,,,,,,,
751,,,,,,,,,,,334xxx8466 ,,,,,,,,,
752,,,,,,,,,,,,,,,,,,,,
753,,,,,,,,,,,,,,,,,,,,
754,,,,,,,,,,,,,,,,,,,,
755,,1xx36           ,,,,,,,,,,,,,,,,,,
756,,,,,,,andaluxia    ,,,,,,,,,,,,,
757,,,,,,,,,,,,,,,,,,,,
758,,,andaxusia regionax hospitax          ,,,,,,,,,,,,,,,,,
759,,,,,,,,,,,,,,,,,,,,
760,,,,,,,,,,,,,,,,,,,,al_scipxinfx2
761,,,,,,,,,,,,,,,,,,,,
762,,,,,,,,,,,,,,,,,,,,
763,,,,,,,,,,,33422284xx ,,,,,,,,,
764,,,,,,,,xl    ,,,,,,,,,,,,
765,,,andaluxia regional hoxpital          ,,,,,,,,,,,,,,,,,
766,,,,,,,,,,,,,,,,,,,,
767,,,,,,,,,,,,,,,,,,,,
768,,,,,,,,,,,,,,,,,,,,
769,,,,,,,,,,,,,,,,,,x3%   ,,
770,,,,,,,,,,,,,,,,,,,,
771,,,,,,,,,,,,,,,,,,,,
772,,,,,,,annxston     ,,,,,,,,,,,,,
773,,,,,,,,,,,,,,,,,,,,
774,,,,,,,,,,,,,,,,xax-1        ,,,,
775,,,,,,,,,,,,,,,,,,,,
776,,,,,,,,,,,,,,,,,,,,
777,,,huntsvxlle hospxtal                  ,,,,,,,,,,,,,,,,,
778,,,,,,,,,,,,,,,,,,,,
779,,,,,,,,,,,,acutexcarexhospitals ,,,,,,,,
780,,,,,,,,,,,,,,,heart attaxk                  ,,,,,
781,,,,,,,,,,,,,,,,,,,,
782,,,,,,,,,,,,acute care hospitaxs ,,,,,,,,
783,,,,,,,,,,,,,,,,,,,,
784,,,,,,,,,,,,,goverxmext - hospital district or authority ,,,,,,,
785,,,,,,,,,,madisxn    ,,,,,,,heaxt failuxe patients given an evaluation of left ventxiculax systolic (lvs) function                                                                                                   ,,,
786,,,,,,,,,,,,,,,,,,,,
787,,,,,,,,,,,,,,,,,,,,al_hf-x
788,,,,,,,,,,,,,,,,pn-x         ,,,,
789,,1xx39           ,,,,,,,,,,,,,,,,,,
790,,,,,,,,,,,,,,,,,,,,
791,,,,,,,,xl    ,,,,,,,,,,,,
792,,,,,,,,,,,,,,,,,,,,
793,,100x9           ,,,,,,,,,,,,,,,,,,
794,,,,,,,,,,,,,,,,,,,,
795,,,,,,,,,,,,,,,,,,,,
796,,,,,,,,,,,,,,,,,,,,xl_scip-inf-2
797,,,,,,,,,,,,,,yxs               ,,,,,,
798,,,,,,,,,,madisox    ,,,,,,,,,,
799,,,,,,,,,,,,,,,,,,,,
800,,,,,,,,,,,,,,,,,,,,
801,,,,,,,,,,,,,,,,,,,,
802,,,,,,,,,,,,,,,,,heart attack patxents gxven aspxrxn at arrxval                                                                                                                                           ,,,
803,,,,,,,,,,,,,,,,,,,,
804,,,,,,,,,,,,,,,,,,,,
805,,,,,,,,,,,,,,,,,,,,
806,,,,,,,,,,,,,,,,,,,,
807,,,,,,,,,,,,,,,,,,,,
808,,,,,,,,,,,,,,,,,,,,
809,,,,,,,,,,,,,,xes               ,,,,,,
810,,,,,,,,,,,,,,,,,,,,
811,,,,,,,,,,,,,,,,,,,,
812,,,,,,,,,,,,,,,,,,,,
813,,,,,,,,,,,,,,,,,,,,
814,,,,,,,,,,,,axute care hospitals ,,,,,,,,
815,,,,,,,,,,,,,,,,,,,,
816,,,,,,,,,,,,,,,,,pneumonix pxtients given initixl antibiotic(s) within 6 hours after arrivxl                                                                                                              ,,,
817,,,,,,,,,,,,,,,,,,,,
818,,,,,,,,,,,,,,,,,,,,
819,,,,,,,,,,,,,,,,,,,,
820,,,,,,,,,,,,,,,,,,,,
821,,,,,,,gxdsden      ,,,,,,,,,,,,,
822,,,,,,,,,,,,,,,,,,,,
823,,,,,,,,,,,,,,,,,,,,
824,,,,,,,,,,,2564944xxx ,,,,,,,,,
825,,,,,,,,,,,,,,,,,,,,
826,,,,,,,,,,,,,,,,,,,,
827,,,,,,,,,,,,,,,,,,,,xl_xmi-1
828,,,,,,,,,,,,,,,,,,,,
829,,,,,,,,,,,,,,,,,,,,
830,,,,,,,,,,,,,,,,,,,,
831,,,,,,,,,,,,,,,,,,,,
832,,,,,,,,,,,,,,,,,,,,
833,,,,,,,,,,,,,,,,,,,,
834,,,,,,,,,,,,,,,,,,,,
835,,,,,,,,,,,,,,,,,,,,
836,,,,,,,,,,,,,,,,,,,,
837,,,,,,,,,,,,,,,,,,,,
838,,,,,,,,,,,,,,,,,,,,
839,,,,,,,,,,,,,,,,,,,,
840,,,,,,,,,,,,,,,,,,,,
841,,,,,,,,,,,,,,,,,,,,
842,,,,,,,,,,,,,,,,pnx6         ,,,,al_pnx6
843,,,,,,,,,,,,,,,,,,,,
844,,,,,,,,,,,,,,,,,,,,
845,,,,,,,,,,,,,,,,,,,4 patiexts    ,
846,,,,,,,,,,,,,voluntaxy non-pxofit - pxivate              ,,,,,,,
847,,,,,,,,,,,,,,,,,,,,
848,,,,,,,,,,,,acute caxe hospitals ,,,,,,,,
849,,,,,,,,,,,,,,,,,,,,
850,,,,,,,,,,,,,,,,,,,,
851,,,,,,,,,,,,,,,surgical infxction prxvxntion ,,,,,
852,,,,,,,,,,,,,,,,,,,,
853,,,,,,,,,,,,,,,,,,,,
854,,,,,,,,,,,,,,,,,,,,
855,,,,,,,hamilxon     ,,,,x059x16x00 ,,,,,,,,,
856,,,,,,,,,,,,,,,,,,,,
857,,,,,,,,,,,,,,,,,,,,
858,,,,,,,,,,,,,,,,,,,,
859,,1xx44           ,,,,,,,,,,,,,,,,,,
860,,,,,,,,,,,,,,,,,,80x   ,,
861,,,,,,,,,,,,,,,,,,,,
862,,,,,,,,,,,,,,,,,,,,
863,,,,,,,,,,,,,,,,,,,,
864,,,,,,,,,,,,,,,,,,,,
865,,,,,,,,,,,20x9216200 ,,,,,,,,,
866,,,,,,,,,,,,,,yxs               ,,,,,121 patiexts  ,
867,,,,,,,,,,,,,,,,,,,,
868,,,,,,,,,,,,,voluxtary xox-profit - private              ,,,,,,,
869,,,,,,,,,,,,,,,surgical ixfectiox prevextiox ,,,,,
870,,,,,,,,,,,,,,,,,,,,
871,,,,,,,,,,,,,,,,,,,,
872,,,,,,,,,,,,,voluntaxy non-pxofit - pxivate              ,,,,,,15 patiexts   ,
873,,,,,,,,,,,,,,,,,,,,
874,,,,,,,,,,,,,,,,,,,,
875,,,,,,,,,,,,,,,,,,,,
876,,,,,,,,,,,,,,,,,,,,
877,,,,,,,,,,,,acute care hoxpitalx ,,,,,,,,
878,,1xx45           ,,,,,,,,,,,,,,,,,,
879,,,,,,,,,,,,,,,,,,,,
880,,,,,,,,,,,,,,,,,,,,
881,,,,,,,,,,,x0593x5966 ,,,,,,,,,
882,,,,,,,,,,,,,,,,,,,,
883,,,,,,,,,,,x0593x5966 ,,,,,,,,,
884,,,,,,,,xl    ,,,,,,,,,,,,
885,,,,,,,,,,,,,,,,,,,,
886,,,,,,,,xl    ,,,,,,,,,,,,
887,,,,,,,,,,,,,,,,,,,,
888,,x0045           ,,,,,,,,,,,,,,,,x5%   ,,
889,,,,,,,,,,,,,,yex               ,,,,,,
890,,,,,,,,,,,,,,,,,,,,
891,,,,,,,,,,,,,,,,,,,,
892,,,,,,,,,,,,,,,,,,,,
893,,,,,,,,,,,,,,,,,,,,
894,,,,,,,,,,,,,,,,,,,,
895,,,,,,,faxette      ,,,fayexxe    ,,,,,,,,,,
896,,,,,,,,,,,,,,,,,,,,
897,,,,,,,,,,,,,,,,,,,,
898,,,,,,,,,,,,,,,,,,,,
899,,,,,,,,,,,,,,,,,,,,
900,,,,,,,,,,,,,,,,,,,,
901,,,,,,,,,,,,,,,,,,,,
902,,,,,,,,,,,,acutexcarexhospitals ,,,,,,,,
903,,,rivxrvixw rxgional mxdical cxntxr    ,,,,,,,,,,,,,,,,,
904,,,,,,,,,,,,,,,,,,,,
905,,,,,,,,,,,,,,,,,,,126 patxents  ,
906,,,,,,,,,,,,,,,,,,,,
907,,,,,,,,,,,,,,,,,,,,
908,,,,,,,,,,,,,,,,,,,,
909,,,,,,,,,,,,,,,,,,,,
910,,,,,,,,,,,,,,,,,,,,
911,,,,,,,,,,,,,,,,,,,,
912,,,,,,,,,,,,,,,,,,,,
913,,,,,,,,,,,,,,,,,,,,
914,,,,,,,,,,,,,,,,,,,,
915,,,,600 souxh xhird sxreex       ,,,,,,,,,,,,,hearx failure paxienxs given smoking cessaxion advice/counseling                                                                                                                         ,,,
916,,,,,,,,,,,x565435x00 ,,,,,,,,,
917,,,,,,,,,,etowxh     ,,,,,,,,,,
918,,,,,,,,,,,,,,,,,,,,
919,,,,,,,,,,,,,,yex               ,,,,,,
920,,,,,,,,,,,,,,,,,,,,alxpn-6
921,,,xivexview xegional medical centex    ,,,,,,,,,,,yxs               ,,,,,,
922,,,riverview rexional medical center    ,,,,,,,,,,,,,,,,,
923,,,,,,,,,,,,,,,,,,,,
924,,,,,,,,,,,,,,,,,,,,
925,,,,,,,,,,,,,,,,,,,,
926,,,,,,,,,,,,acuxe care hospixals ,,,,,,,,
927,,,,,,,,,,,,,,,,,,,,
928,,,,,,,,,,,,,,,,,,,,
929,,,,,,,,,,,,,,,,,,,,
930,,,,,,,,,,,,,,,,amix1        ,,,,
931,,,,,,,,,,,,,,,,,,,,
932,,,,,,,,,,,,,,,,,,,,
933,,1xx47           ,,,,,,,,,,,,,,,,,,
934,,,,,,,,,,,,,,,,,,,,
935,,,,515 miranxa st               ,,,,,,,,,,,,,,,,
936,,,,,,,,,,,,,,,,,,,,
937,,,,,,,,,,,,,,,,,,,,
938,,,georgiaxa hospital                   ,,,,,,,,,,,,,,,,,
939,,,,,,,,,,,,,,,,,,,,
940,,,,,,,,,,,,,,,,,,,,
941,,,,,,,,,,,,,,,,,,,,
942,,,,,,,,,,,,,,,,,,,,
943,,,,,,,,,,butxer     ,,,,,,,,,,
944,,,,,,,,,,,,,,,,,,,,
945,,,,515 mirxndx st               ,,,,,,,,,,,,,,,,
946,,,,,,,,,,,,,,,,,,,,
947,,,,,,,,,,,,,,,,,,,,
948,,,,,,,,,,,,,,,,,,,,
949,,,,,,,geoxgiana    ,,,,,acute care hosxitals ,,,,,,,,
950,,,,,,,,,,,,,,,,,,,,
951,,,,,,,,,,,,,,,,,,,,
952,,,,,,,,,,,,,,,,,,,,
953,,,,,,,,,,,,,,,,,,,,
954,,,,,,,,,,,,,,,,,,,,
955,,1004x           ,,,,,,,,,,,,,hexrt attxck                  ,,,,,
956,,,medixal xenter enterprise            ,400xnxedwardsxstreet         ,,,,,,,,acute xare hospitals ,,,,,,,,
957,,,,,,,,,,,,,,,,,,,,
958,,,,,,,,,,,,,,,,,,,,
959,,,,,,,,,,,,,,,,,,,,
960,,,,,,,enterprxse   ,,,,,,,,,,,,,
961,,,,,,,,,,,,,,,,,,,,
962,,,medxcal center enterprxse            ,,,,,,,,,,,,,,,,,
963,,,,,,,,,,,,,,,,,,,,
964,,,,,,,,,,,,acutexcarexhospitals ,,,,,,,,
965,,,,,,,,,,,,,,,,,,,,
966,,,,,,,,,,cxffee     ,,,,,,,,,,
967,,,,,,,,,,,,,,,,,,,,
968,,,,,,,xntxrprisx   ,,,,,,,,,,,,,
969,,,,,,,,,,,,,,,,,,,,
970,,,,,,,,,,,,,,,,,,,,
971,,,,,,,,,,,,,,,,,,,,
972,,,,,,,,,,,,,,,,,,,27 paxienxs   ,
973,,,,,,,,,,,,,,,,,,,,
974,,,,,,,,,,,,,,,surgical xnfection prevention ,,,,,
975,,,,,,,,,,,,,,,,,,,,
976,,,,,,,,,,,,acutexcarexhospitals ,,,,,,,,
977,,,,,,,,,,,,,,,,,,,,
978,,,,,,,,,,,,,,,,,,,,
979,,,,,,,,,,,,,,,,,,,,
980,,,,,,,,,,,,,,,,,,,,
981,,,,,,,,,,,,,,,,,,,,
982,,,,,,,,,,,,,,,,,,,,
983,,,,,,,,,,,,,,,,,,,,
984,,,,,,,,,,,,,,,,,,,,
985,,,,,,,onxonta      ,,,,,,,,,,,,,
986,,,,,,,,,,,,,,,,,,,,
987,,,st vincents bxount                   ,,,,,,,,,,,,,,,,,
988,,,,,,,,,,,,,,,,,,,,
989,,,,,,,,,,,,,,,,,,,,
990,,,,,,,,,,,,,,,,,,,,
991,,,,,,,,,,,,,,,,,,,,
992,,,,,,,,,,,,,,,,,,,,
993,,,,,,,,,,,,,,,,,,,,
994,,,,,,,,,,,,,,,,,,,,
995,,,,,,,,,,,,,,,,,,,,
996,,,,,,,,,,,,,,,,,,,,
997,,,,,,,,,,,,,,,,,surgery pxtients who were txking hexrt drugs cxlled betx blockers before coming to the hospitxl who were kept on the betx blockers during the period just before xnd xfter their surgery ,,,
998,,,,,,,,,,,,,,,,,,,,
999,,,,,,,,,,,,,,,,,,,,
