HospitalOwner,EmergencyService,original_index,unique_index,count
government - hospital district or authority,yes,787,1,193
government - hospital district or authority,yes,788,1,193
government - hospital district or authority,yes,789,1,193
government - hospital district or authority,yes,790,1,193
government - hospital district or authority,yes,791,1,193
government - hospital district or authority,yes,792,1,193
government - hospital district or authority,yes,793,1,193
government - hospital district or authority,yes,794,1,193
government - hospital district or authority,yes,795,1,193
government - hospital district or authority,yes,796,1,193
government - hospital district or authority,yxs,797,3,3
government - hospital district or authority,yes,798,1,193
government - hospital district or authority,yes,799,1,193
government - hospital district or authority,yes,800,1,193
government - hospital district or authority,yes,801,1,193
proprietary,yes,802,12,179
proprietary,yes,803,12,179
proprietary,yes,804,12,179
proprietary,yes,805,12,179
proprietary,yes,806,12,179
proprietary,yes,807,12,179
proprietary,yes,808,12,179
proprietary,xes,809,24,2
proprietary,yes,810,12,179
proprietary,yes,811,12,179
proprietary,yes,812,12,179
proprietary,yes,813,12,179
proprietary,yes,814,12,179
proprietary,yes,815,12,179
proprietary,yes,816,12,179
proprietary,yes,817,12,179
proprietary,yes,818,12,179
proprietary,yes,819,12,179
proprietary,yes,820,12,179
proprietary,yes,821,12,179
proprietary,yes,822,12,179
proprietary,yes,823,12,179
proprietary,yes,824,12,179
proprietary,yes,825,12,179
proprietary,yes,826,12,179
voluntary non-profit - private,yes,827,0,180
voluntary non-profit - private,yes,828,0,180
voluntary non-profit - private,yes,829,0,180
voluntary non-profit - private,yes,830,0,180
voluntary non-profit - private,yes,831,0,180
voluntary non-profit - private,yes,832,0,180
voluntary non-profit - private,yes,833,0,180
voluntary non-profit - private,yes,834,0,180
voluntary non-profit - private,yes,835,0,180
voluntary non-profit - private,yes,836,0,180
voluntary non-profit - private,yes,837,0,180
voluntary non-profit - private,yes,838,0,180
voluntary non-profit - private,yes,839,0,180
voluntary non-profit - private,yes,840,0,180
voluntary non-profit - private,yes,841,0,180
voluntary non-profit - private,yes,842,0,180
voluntary non-profit - private,yes,843,0,180
voluntary non-profit - private,yes,844,0,180
voluntary non-profit - private,yes,845,0,180
voluntaxy non-pxofit - pxivate,yes,846,47,2
voluntary non-profit - private,yes,847,0,180
voluntary non-profit - private,yes,848,0,180
voluntary non-profit - private,yes,849,0,180
voluntary non-profit - private,yes,850,0,180
voluntary non-profit - private,yes,851,0,180
voluntary non-profit - private,yes,852,0,180
voluntary non-profit - private,yes,853,0,180
voluntary non-profit - private,yes,854,0,180
voluntary non-profit - private,yes,855,0,180
voluntary non-profit - private,yes,856,0,180
voluntary non-profit - private,yes,857,0,180
voluntary non-profit - private,yes,858,0,180
voluntary non-profit - private,yes,859,0,180
voluntary non-profit - private,yes,860,0,180
voluntary non-profit - private,yes,861,0,180
voluntary non-profit - private,yes,862,0,180
voluntary non-profit - private,yes,863,0,180
voluntary non-profit - private,yes,864,0,180
voluntary non-profit - private,yes,865,0,180
voluntary non-profit - private,yxs,866,30,3
voluntary non-profit - private,yes,867,0,180
voluxtary xox-profit - private,yes,868,48,1
voluntary non-profit - private,yes,869,0,180
voluntary non-profit - private,yes,870,0,180
voluntary non-profit - private,yes,871,0,180
voluntaxy non-pxofit - pxivate,yes,872,47,2
voluntary non-profit - private,yes,873,0,180
voluntary non-profit - private,yes,874,0,180
voluntary non-profit - private,yes,875,0,180
voluntary non-profit - private,yes,876,0,180
voluntary non-profit - other,yes,877,8,100
voluntary non-profit - other,yes,878,8,100
voluntary non-profit - other,yes,879,8,100
voluntary non-profit - other,yes,880,8,100
voluntary non-profit - other,yes,881,8,100
voluntary non-profit - other,yes,882,8,100
voluntary non-profit - other,yes,883,8,100
voluntary non-profit - other,yes,884,8,100
voluntary non-profit - other,yes,885,8,100
voluntary non-profit - other,yes,886,8,100
voluntary non-profit - other,yes,887,8,100
voluntary non-profit - other,yes,888,8,100
voluntary non-profit - other,yex,889,49,1
voluntary non-profit - other,yes,890,8,100
voluntary non-profit - other,yes,891,8,100
voluntary non-profit - other,yes,892,8,100
voluntary non-profit - other,yes,893,8,100
voluntary non-profit - other,yes,894,8,100
voluntary non-profit - other,yes,895,8,100
voluntary non-profit - other,yes,896,8,100
voluntary non-profit - other,yes,897,8,100
voluntary non-profit - other,yes,898,8,100
voluntary non-profit - other,yes,899,8,100
voluntary non-profit - other,yes,900,8,100
voluntary non-profit - other,yes,901,8,100
proprietary,yes,902,12,179
proprietary,yes,903,12,179
proprietary,yes,904,12,179
proprietary,yes,905,12,179
proprietary,yes,906,12,179
proprietary,yes,907,12,179
proprietary,yes,908,12,179
proprietary,yes,909,12,179
proprietary,yes,910,12,179
proprietary,yes,911,12,179
proprietary,yes,912,12,179
proprietary,yes,913,12,179
proprietary,yes,914,12,179
proprietary,yes,915,12,179
proprietary,yes,916,12,179
proprietary,yes,917,12,179
proprietary,yes,918,12,179
proprietary,yex,919,25,3
proprietary,yes,920,12,179
proprietary,yxs,921,50,1
proprietary,yes,922,12,179
proprietary,yes,923,12,179
proprietary,yes,924,12,179
proprietary,yes,925,12,179
proprietary,yes,926,12,179
proprietary,yes,927,12,179
proprietary,yes,928,12,179
proprietary,yes,929,12,179
voluntary non-profit - private,no,930,9,74
voluntary non-profit - private,no,931,9,74
voluntary non-profit - private,no,932,9,74
voluntary non-profit - private,no,933,9,74
voluntary non-profit - private,no,934,9,74
voluntary non-profit - private,no,935,9,74
voluntary non-profit - private,no,936,9,74
voluntary non-profit - private,no,937,9,74
voluntary non-profit - private,no,938,9,74
voluntary non-profit - private,no,939,9,74
voluntary non-profit - private,no,940,9,74
voluntary non-profit - private,no,941,9,74
voluntary non-profit - private,no,942,9,74
voluntary non-profit - private,no,943,9,74
voluntary non-profit - private,no,944,9,74
voluntary non-profit - private,no,945,9,74
voluntary non-profit - private,no,946,9,74
voluntary non-profit - private,no,947,9,74
voluntary non-profit - private,no,948,9,74
voluntary non-profit - private,no,949,9,74
voluntary non-profit - private,no,950,9,74
voluntary non-profit - private,no,951,9,74
voluntary non-profit - private,no,952,9,74
voluntary non-profit - private,no,953,9,74
voluntary non-profit - private,no,954,9,74
proprietary,yes,955,12,179
proprietary,yes,956,12,179
proprietary,yes,957,12,179
proprietary,yes,958,12,179
proprietary,yes,959,12,179
proprietary,yes,960,12,179
proprietary,yes,961,12,179
proprietary,yes,962,12,179
proprietary,yes,963,12,179
proprietary,yes,964,12,179
proprietary,yes,965,12,179
proprietary,yes,966,12,179
proprietary,yes,967,12,179
proprietary,yes,968,12,179
proprietary,yes,969,12,179
proprietary,yes,970,12,179
proprietary,yes,971,12,179
proprietary,yes,972,12,179
proprietary,yes,973,12,179
proprietary,yes,974,12,179
proprietary,yes,975,12,179
proprietary,yes,976,12,179
proprietary,yes,977,12,179
proprietary,yes,978,12,179
proprietary,yes,979,12,179
voluntary non-profit - private,yes,980,0,180
voluntary non-profit - private,yes,981,0,180
voluntary non-profit - private,yes,982,0,180
voluntary non-profit - private,yes,983,0,180
voluntary non-profit - private,yes,984,0,180
voluntary non-profit - private,yes,985,0,180
voluntary non-profit - private,yes,986,0,180
voluntary non-profit - private,yes,987,0,180
voluntary non-profit - private,yes,988,0,180
voluntary non-profit - private,yes,989,0,180
voluntary non-profit - private,yes,990,0,180
voluntary non-profit - private,yes,991,0,180
voluntary non-profit - private,yes,992,0,180
voluntary non-profit - private,yes,993,0,180
voluntary non-profit - private,yes,994,0,180
voluntary non-profit - private,yes,995,0,180
voluntary non-profit - private,yes,996,0,180
voluntary non-profit - private,yes,997,0,180
voluntary non-profit - private,yes,998,0,180
voluntary non-profit - private,yes,999,0,180
