Year,Genre,original_index,unique_index
2008,"Adventure,Family,Fantasy",1441,839
1998,"Animation,Adventure,Biography",1442,1173
2007,"Comedy,Family,Fantasy",1443,1174
1994,"Comedy,Family,Romance",1444,1175
2004,"Family,Music,Romance",1445,1176
2005,"Comedy,Drama,Family",1446,1177
2005,"Comedy,Family,Fantasy",1447,1178
2003,"Comedy,Family",1448,847
2013,"Adventure,Family,Fantasy",1449,1121
2016,"Action,Adventure,Fantasy",1450,532
2010,"Adventure,Family,Fantasy",1451,138
2007,"Action,Adventure,Comedy",1452,1179
2008,"Comedy,Family,Sport",1453,1180
2011,"Comedy,Family,Romance",1454,1181
2007,"Comedy,Family,Fantasy",1455,1174
2009,"Animation,Action,Family",1456,1182
2013,"Animation,Adventure,Comedy",1457,21
2006,"Animation,Adventure,Comedy",1458,770
2010,"Action,Drama,Family",1459,1183
2009,"Action,Sci-Fi",1460,1184
1986,"Action,Horror,Sci-Fi",1461,1185
2003,"Action,Sci-Fi",1462,1078
1979,"Horror,Sci-Fi",1463,1186
1992,"Horror,Sci-Fi,Thriller",1464,1187
1990,"Action,Sci-Fi",1465,1188
1985,"Action,Adventure,Thriller",1466,1189
1994,"Action,Comedy,Thriller",1467,1190
2004,"Action,Adventure,Sci-Fi",1468,1005
1990,"Action,Horror,Sci-Fi",1469,1191
2010,"Action,Adventure,Sci-Fi",1470,784
1987,"Action,Crime,Sci-Fi",1471,1192
1987,"Action,Crime,Sci-Fi",1472,1192
2012,"Animation,Family,Fantasy",1473,1193
2011,"Animation,Action,Adventure",1474,724
1970,"Family,Fantasy,Musical",1475,1194
2012,"Animation,Action,Comedy",1476,1195
2012,"Adventure,Family",1477,1196
1976,"Drama,Sport",1478,1197
1997,"Animation,Family,Musical",1479,1198
1988,"Animation,Adventure,Family",1480,870
1996,"Comedy,Adventure",1481,1199
1985,"Adventure,Comedy",1482,1200
2014,"Comedy,Drama",1483,232
2015,"Drama,Horror,Sci-Fi",1484,1201
2014,"Adventure,Drama,Thriller",1485,1202
1947,"Drama,Family",1486,1203
1954,"Drama,Family,Western",1487,1204
1983,"Animation,Action,Adventure",1488,1205
1988,"Comedy,Family,Fantasy",1489,1206
2009,"Biography,Comedy,Crime",1490,1207
2014,Comedy,1491,652
1978,Comedy,1492,1208
1993,"Action,Adventure,Comedy",1493,1209
1996,"Comedy,Family,Fantasy",1494,1210
1996,"Action,Comedy,Family",1495,1211
1994,"Comedy,Family",1496,1212
1994,"Comedy,Drama,Family",1497,1213
1993,"Animation,Adventure,Family",1498,1214
1981,"Animation,Adventure,Drama",1499,1215
1986,"Animation,Adventure,Family",1500,1216
1977,"Animation,Adventure,Family",1501,899
1995,"Animation,Adventure,Drama",1502,856
1998,"Animation,Family,Fantasy",1503,1217
1993,"Animation,Adventure,Drama",1504,1218
1996,"Animation,Adventure,Family",1505,924
1994,"Animation,Comedy,Family",1506,1219
1986,"Adventure,Family,Fantasy",1507,1220
1990,"Adventure,Drama,Family",1508,1221
1992,"Animation,Adventure,Family",1509,1222
1998,"Animation,Adventure,Comedy",1510,771
1997,"Animation,Family,Fantasy",1511,1223
1988,"Animation,Adventure,Family",1512,870
2015,"Action,Crime,Thriller",1513,1224
2015,"Drama,Music,Romance",1514,1225
1982,"Animation,Adventure,Family",1515,1226
1985,"Animation,Adventure,Family",1516,1227
2006,"Comedy,Family,Romance",1517,1228
2007,"Comedy,Crime,Family",1518,1229
2005,"Comedy,Family,Romance",1519,711
1996,"Action,Comedy,Drama",1520,1230
1995,"Comedy,Family,Sport",1521,1231
1993,"Comedy,Family,Fantasy",1522,1232
1994,"Comedy,Family,Sport",1523,1233
1991,"Action,Adventure,Comedy",1524,1234
1994,"Comedy,Drama,Family",1525,1213
1992,"Comedy,Drama,Family",1526,517
1994,"Comedy,Family",1527,1212
1999,"Adventure,Comedy,Family",1528,516
1987,"Family,Comedy",1529,1235
1990 1991 1992,"Kids & Family,Science Fiction & Fantasy,Comedy",1530,1236
1993,"Comedy,Family",1531,1237
1993,"Family,Comedy",1532,1238
1997,"Family,Comedy",1533,1239
1990,"Comedy,Crime,Family",1534,1240
1994,"Action,Drama,Family",1535,1241
1996,"Family,Comedy",1536,744
2010,"Comedy,Family",1537,1242
2009,"Action,Adventure,Comedy",1538,815
2001,"Action,Comedy,Family",1539,1243
2014,"Comedy,Romance",1540,382
2014,"Action,Comedy",1541,1244
2014,"Action,Comedy",1542,1244
2015,"Family,Horror,Thriller",1543,1245
2015,"Comedy,Romance",1544,213
1982,"Action,Comedy,Crime",1545,1246
2015,Family,1546,706
1987,"Action,Comedy,Crime",1547,1247
1987,Drama,1548,1248
1994,"Action,Comedy,Crime",1549,1249
2015,"Comedy,Drama,Family",1550,882
2014,"Drama,Family,Romance",1551,1250
2015,"Adventure,Drama,Family",1552,1251
2014,"Adventure,Family",1553,1252
2015,"Drama,Family,Romance",1554,1253
2015,"Drama,Family",1555,762
2015,"Comedy,Family,Mystery",1556,1254
1985,"Drama,Family",1557,1255
2015,Family,1558,706
2002,"Drama,Family",1559,1256
2014,Family,1560,1257
1988,"Comedy,Romance",1561,1258
2007,"Drama,Family",1562,1259
2008,Family,1563,1260
2013,"Action,Drama,Family",1564,1261
2008,"Drama,Family",1565,1262
2015,Family,1566,706
1989,"Comedy,Drama,Romance",1567,1263
2000,"Drama,Music,Romance",1568,1264
2014,"Documentary,Biography,Family",1569,719
1982,"Comedy,Crime,Mystery",1570,1265
2014,"Comedy,Family",1571,731
2015,"Drama,Family,Sport",1572,1266
2013,"Drama,Family",1573,1267
1984,"Comedy,Fantasy,Romance",1574,1268
2014,"Documentary,Biography,Drama",1575,891
2015,"Drama,Family,Sci-Fi",1576,1269
1983,"Comedy,Romance,Sci-Fi",1577,1270
1983,Comedy,1578,526
1998,"Action,Comedy,Crime",1579,1271
1965,"Drama,Romance,War",1580,1272
1997,Drama,1581,649
2012,"Animation,Adventure,Comedy",1582,504
2012,"Drama,Family",1583,1273
2014,"Comedy,Drama,Family",1584,703
2013,"Adventure,Family",1585,1274
2011,Family,1586,1275
2015,"Comedy,Family,Music",1587,1276
2016,Family,1588,1277
1958,"Documentary,Family",1589,1278
1955,"Drama,Family",1590,1279
1954,"Documentary,Family",1591,1280
1956,"Documentary,Family",1592,1281
1959,"Family,Documentary",1593,1282
1953,"Family,Documentary",1594,1283
1987,"Comedy,Horror",1595,198
2012,Documentary,1596,455
1999,"Drama,History,Romance",1597,1284
2009,"Action,Comedy,Music",1598,1285
2014,"Animation,Comedy,Drama",1599,1286
1999,"Comedy,Drama,Sport",1600,1287
1982,"Comedy,Drama,Music",1601,1288
1999,"Crime,Drama,Mystery",1602,107
2002,"Action,Crime,Drama",1603,1289
2000,"Action,Adventure,Thriller",1604,1290
1995,"Drama,Romance",1605,1081
2014,"Drama,Mystery,Romance",1606,1291
2014,"Action,Crime,Thriller",1607,1292
1989,"Crime,Drama",1608,933
2014,"Adventure,Mystery,Sci-Fi",1609,1293
1985,"Comedy,Drama",1610,183
1985,"Drama,Sport",1611,1294
2003,"Adventure,Family,Drama",1612,1295
2005,"Adventure,Drama,Family",1613,1296
1995,"Action,Adventure,Comedy",1614,1297
2002,"Drama,Romance,Family",1615,1298
1990,"Action,Crime,Drama",1616,1299
1965,"Adventure,Comedy,Family",1617,1300
1988,"Adventure,Family,Drama",1618,1301
1966,"Adventure,Drama,Family",1619,1302
1996,"Adventure,Drama,Family",1620,1303
2009,"Horror,Thriller",1621,123
1965,"Action,Adventure,Comedy",1622,1304
2016,"Animation,Adventure,Comedy",1623,760
2007,"Comedy,Family,Fantasy",1624,1174
2007,"Crime,Drama,Mystery",1625,555
2005,"Comedy,Drama",1626,690
2000,"Comedy,Fantasy,Romance",1627,1305
1992,"Action,Crime,Thriller",1628,1306
1997,"Action,Crime,Mystery",1629,1307
1984,"Action,Comedy,Crime",1630,1308
2013,"Comedy,Family,Romance",1631,1309
2013,"Documentary,Family,Music",1632,1310
1999,"Action,Crime,Drama",1633,1311
1998,"Action,Crime,Thriller",1634,1312
2010,"Documentary,Drama,Family",1635,1313
1988,"Action,Crime,Drama",1636,1048
1997,"Action,Drama,Thriller",1637,1314
2010,"Comedy,Family",1638,1242
1991,"Action,Crime,Drama",1639,1315
2013,"Drama,Family",1640,1267
2011,"Documentary,Drama,Family",1641,1316
2001,"Action,Comedy,Crime",1642,1317
1995,"Action,Thriller",1643,1318
1994,"Action,Adventure,Thriller",1644,1319
2005,"Action,Adventure,Thriller",1645,1320
2011,"Adventure,Drama,Family",1646,1321
2011,"Animation,Action,Adventure",1647,724
2011,"Comedy,Fantasy,Romance",1648,1322
1990,"Action,Drama,Crime",1649,1323
1996,"Action,Comedy,Crime",1650,1324
2005,"Documentary,Family,Music",1651,1325
1996,"Action,Adventure,Thriller",1652,1326
1997,"Action,Crime,Drama",1653,1327
1986,"Adventure,Drama,Thriller",1654,1328
2012,"Documentary,Drama,Family",1655,1329
2014,"Documentary,Biography,Drama",1656,891
2013,"Documentary,Adventure,Family",1657,1330
2013 2014 2015,"Documentary,Kids & Family,Special Interest",1658,1331
2014,"Documentary,Comedy,Drama",1659,1332
2012,"Documentary,Biography,Drama",1660,716
2014,"Documentary,Biography,Drama",1661,891
1962,"Drama,Thriller",1662,494
1989,"Comedy,Crime,Drama",1663,1333
1993,Drama,1664,1334
1988,"Comedy,Crime",1665,1335
2008,"Comedy,Drama,Romance",1666,293
2012,"Comedy,Drama,Romance",1667,650
2006,"Biography,Drama,History",1668,1336
2013,"Biography,Drama,Thriller",1669,1337
1980,"Comedy,War",1670,1338
2015,"Animation,Action,Adventure",1671,1339
1991,Comedy,1672,379
2016,"Animation,Adventure,Comedy",1673,760
2017,Family,1674,1340
1998,"Action,Crime,Drama",1675,1341
2011,"Crime,Drama,Thriller",1676,1058
1998,"Adventure,Fantasy,Drama",1677,1342
2015,"Animation,Short,Comedy",1678,1343
2012,"Action,Crime,Drama",1679,1344
1994,"Comedy,Drama,Romance",1680,1345
1998,"Drama,Fantasy,Romance",1681,32
1998,"Animation,Adventure,Comedy",1682,771
2000,"Animation,Adventure,Comedy",1683,144
2012,Drama,1684,688
1998,"Comedy,Drama,Family",1685,1346
2010,Family,1686,1347
2003,"Comedy,Drama,Family",1687,1348
1995,"Drama,Romance",1688,1081
1994,"Biography,Drama,Music",1689,1349
2012,"Animation,Family,Fantasy",1690,1193
2006,"Action,Crime,Drama",1691,694
2002,"Crime,Drama,Mystery",1692,1350
2010,"Action,Adventure,Comedy",1693,1351
2011,"Comedy,Drama",1694,395
1997,"Family,Fantasy",1695,1352
1997,"Crime,Drama,Mystery",1696,1353
2007,"Drama,Family,Romance",1697,1354
1979,"Drama,War",1698,1355
2005,"Adventure,Comedy,Family",1699,710
2005,"Adventure,Comedy,Drama",1700,1356
2006,"Adventure,Drama,Family",1701,1357
2007,"Comedy,Family",1702,1358
1997,"Comedy,Drama,Family",1703,1359
2014,Family,1704,1257
2006,"Crime,Drama",1705,1360
2014,"Animation,Adventure,Comedy",1706,720
2008,"Drama,War",1707,1361
2015,,1708,1362
2015,Drama,1709,50
2016,Drama,1710,430
2010,"Action,Crime,Drama",1711,1363
2011,"Comedy,Romance",1712,708
2011,"Action,Drama,Sport",1713,1364
2016,Thriller,1714,1365
2016,"Comedy,Drama",1715,1366
2016,Comedy,1716,1367
2015,"Comedy,Horror,Thriller",1717,1368
2009,"Action,Drama",1718,1369
2016,"Comedy,Horror",1719,1370
2002,"Comedy,Romance",1720,1371
1989,"Comedy,Drama,Romance",1721,1263
2003,Drama,1722,65
1999,"Comedy,Drama,Romance",1723,1372
1997,"Comedy,Romance",1724,1373
1989 1990 1991,"Comedy,Romance",1725,1374
1999,"Comedy,Romance",1726,1160
2001,"Comedy,Romance",1727,691
1991,"Drama,Romance",1728,1375
2006,"Crime,Drama,Music",1729,1376
2016,"Comedy,Drama,Musical",1730,1377
2016,"Drama,Romance",1731,1378
2014,Drama,1732,366
2015,"Action,Drama,Western",1733,1379
2008,"Comedy,Romance",1734,290
2014,"Drama,Romance",1735,1380
2016,"Short,Drama",1736,1381
2005,"Comedy,Drama",1737,690
1978,"Action,Drama",1738,1382
2015,"Drama,Sport",1739,1383
2015,"Comedy,Drama",1740,1384
2011,"Documentary,Drama",1741,1385
2015,"Drama,Romance",1742,466
2015,"Biography,Drama,History",1743,1386
2015,"Biography,Drama",1744,1387
2015 2016 2017,"Mystery & Suspense,Drama",1745,1388
2014,"Biography,Crime,Drama",1746,1389
2015,Drama,1747,50
2016,"Action,Crime,Thriller",1748,1390
2016,"Biography,Drama,Thriller",1749,1391
2012,"Adventure,Drama,Thriller",1750,1392
2014,"Biography,Crime,Drama",1751,1389
2015,"Drama,Sport",1752,1383
2015,"Drama,Romance",1753,466
2014,"Comedy,Drama",1754,232
2011,"Crime,Drama",1755,546
2012,"Comedy,Drama",1756,1393
2010,Drama,1757,1035
2004,"Short,Drama",1758,1394
2015,"Drama,Thriller",1759,57
2013,Drama,1760,181
1992,"Action,Crime,Drama",1761,1395
1997,"Comedy,Drama",1762,1396
1994,"Crime,Drama",1763,918
2000 2001 2002,Drama,1764,657
1995,"Comedy,Drama",1765,1397
1993,"Crime,Drama,Thriller",1766,627
1994,"Crime,Drama,Sport",1767,1398
2011,"Documentary,Comedy",1768,600
1997,"Drama,Romance",1769,360
1993,"Drama,Romance",1770,1399
1991,"Action,Crime,Drama",1771,1315
1992,"Crime,Drama",1772,920
1995,"Action,Crime,Drama",1773,1029
1998,Drama,1774,1400
1999,Drama,1775,1401
2000,"Mystery,Thriller",1776,1402
1964,"Comedy,War",1777,1403
1982,"Sci-Fi,Thriller",1778,1404
1972,"Crime,Drama",1779,1405
1998,"Action,Drama,War",1780,1406
1993,"Biography,Drama,History",1781,1407
2008,"Horror,Thriller",1782,1408
2010,"Action,Mystery,Sci-Fi",1783,1409
1986,"Drama,War",1784,1410
1990,"Biography,Crime,Drama",1785,1411
2008,Drama,1786,184
2013,"Biography,Comedy,Crime",1787,1412
2004,Adventure,1788,1413
2012,Western,1789,1414
2008,"Action,Crime,Drama",1790,801
2003,Action,1791,1415
2014,"Biography,Drama,Music",1792,1416
1994,"Crime,Drama",1793,918
2004,"Action,Crime,Thriller",1794,1417
2012,Comedy,1795,387
2001,"Biography,Drama",1796,1418
1980,Drama,1797,242
1980,"Biography,Drama,Sport",1798,1419
1973,"Comedy,Crime,Drama",1799,1420
1969,"Biography,Crime,Western",1800,1421
1967,"Crime,Drama",1801,1422
1960,"Action,Adventure,Western",1802,1423
1992,Western,1803,1424
1939,Drama,1804,1425
1973,"Biography,Crime,Drama",1805,553
2015,"Drama,Mystery,Thriller",1806,456
1967,"Crime,Drama,Mystery",1807,1426
1951,"Musical,Romance",1808,1427
1957 1958 1959,"Romance,Musical & Performing Arts,Classics,Comedy",1809,1428
1983,"Comedy,Drama",1810,1429
2015,"Comedy,Drama",1811,1384
2002,"Comedy,Crime,Musical",1812,1430
1970,"Biography,Drama,War",1813,1431
1985,"Biography,Drama,Romance",1814,1432
1969,Drama,1815,1433
2008,"Action,Adventure",1816,1434
2014,Drama,1817,366
1995,"Animation,Adventure,Comedy",1818,853
1999,"Animation,Action,Adventure",1819,1435
2005,Comedy,1820,1045
2010,"Comedy,Romance",1821,292
2002,"Comedy,Romance",1822,1371
2008,"Comedy,Romance",1823,290
2010,"Action,Comedy,Romance",1824,1436
2006,"Comedy,Romance",1825,530
1990,"Drama,Fantasy,Romance",1826,1437
1998,"Action,Drama,Sci-Fi",1827,1438
2008,"Animation,Adventure,Comedy",1828,726
2010,"Animation,Adventure,Comedy",1829,748
2008,"Comedy,Romance",1830,290
2013,"Drama,Fantasy,Sci-Fi",1831,1439
2003,"Action,Adventure,Comedy",1832,1440
2014,"Mystery,Sci-Fi,Thriller",1833,1441
2002,"Action,Mystery,Sci-Fi",1834,1442
2003,"Action,Mystery,Sci-Fi",1835,1443
1996,"Action,Sci-Fi,Thriller",1836,1444
2012,"Drama,Thriller",1837,1445
2015,Drama,1838,50
1983,"Horror,Mystery,Thriller",1839,1446
1989,"Comedy,Horror",1840,636
2010,"Documentary,History",1841,1447
1982,"Comedy,Horror",1842,1448
1989,"Action,Horror,Sci-Fi",1843,1449
1999,"Comedy,Horror,Sci-Fi",1844,1450
1998,"Action,Adventure,Horror",1845,1451
2011,"Comedy,Crime,Drama",1846,1452
1999,"Action,Horror,Thriller",1847,1453
1983,Horror,1848,1454
1997,"Horror,Mystery,Sci-Fi",1849,1455
2012,Documentary,1850,455
1989,"Adventure,Drama,Sci-Fi",1851,1456
1985,"Action,Horror,Sci-Fi",1852,1457
1990,"Action,Sci-Fi",1853,1188
1991,"Action,Crime,Drama",1854,1315
2006,"Drama,Horror,Thriller",1855,1458
1983,"Action,Crime,Drama",1856,1459
1981,"Horror,Mystery",1857,1460
1970,Horror,1858,133
2010,"Drama,Horror,Thriller",1859,1461
1994,"Action,Horror",1860,1462
1989,Horror,1861,1463
2008,Comedy,1862,1156
2012,"Crime,Thriller",1863,1464
2011,"Drama,Thriller",1864,1465
1946,"Drama,Film-Noir,Romance",1865,1466
2001,"Crime,Drama,Thriller",1866,656
1989,"Drama,Comedy",1867,1467
2013,"Drama,Romance,Sci-Fi",1868,1468
2002,"Comedy,Crime,Drama",1869,582
1986,Drama,1870,1469
1991,Drama,1871,1470
2003,"Crime,Drama,Thriller",1872,1471
1993,"Comedy,Drama,Romance",1873,509
2007,"Crime,Drama,Mystery",1874,555
1998,"Comedy,Drama",1875,911
1995,"Comedy,Crime,Drama",1876,1472
2005,"Biography,Drama,Music",1877,1473
1982,Drama,1878,618
1983,Drama,1879,1474
2002,"Adventure,Drama,Mystery",1880,1475
2014,"Documentary,Biography,Drama",1881,891
1990,"Adventure,Drama,Thriller",1882,1476
2011,"Drama,Horror,Mystery",1883,126
2005,"Drama,Mystery,Thriller",1884,1477
2000,"Action,War",1885,1478
2006,"Adventure,Biography,Drama",1886,1479
2002,"Action,Drama,Sci-Fi",1887,1480
1995,"Action,Adventure,Sci-Fi",1888,1481
2007,"Adventure,Crime,Drama",1889,1482
2000,"Action,Crime,Thriller",1890,1007
2000,"Action,Horror,Sci-Fi",1891,1483
2005,"Action,Adventure",1892,1484
1996,"Crime,Drama,Thriller",1893,602
2009,"Action,Sci-Fi,Thriller",1894,782
2005,"Action,Crime,Drama",1895,1485
2011,"Adventure,Drama,Fantasy",1896,1486
1975,"Adventure,Drama,Thriller",1897,1487
1997,"Action,Adventure,Sci-Fi",1898,1488
2013,"Adventure,Comedy,Drama",1899,1489
2001,"Action,Adventure,Sci-Fi",1900,1490
1990,"Action,Thriller",1901,1491
2007,"Action,Adventure,Thriller",1902,1492
1976,"Crime,Thriller",1903,1493
2005,"Action,Adventure,Drama",1904,1494
2008,"Action,Comedy,Music",1905,1495
2013,"Horror,Mystery,Thriller",1906,1496
1967,"Comedy,Drama",1907,1497
1932,"Drama,Horror",1908,1498
1933,"Adventure,Comedy,Fantasy",1909,1499
2006,"Crime,Drama,Thriller",1910,1500
2008,"Documentary,Horror",1911,1501
1976,"Adventure,Fantasy,Horror",1912,1502
1942 1943 1944,"Classics,Drama,Horror,Musical & Performing Arts,Mystery & Suspense,Special Interest",1913,1503
1940,"Drama,Horror,Mystery",1914,1504
1944,"Fantasy,Horror,Sci-Fi",1915,1505
1932,"Comedy,Horror",1916,1506
1935,"Drama,Fantasy,Horror",1917,1507
1942,"Drama,Horror,Sci-Fi",1918,1508
1931,"Horror,Sci-Fi",1919,945
2013,Drama,1920,181
2008,"Drama,Mystery,Thriller",1921,1509
2011,"Adventure,Drama,Fantasy",1922,1486
2000,"Drama,Horror",1923,1510
2009,"Comedy,Sport",1924,1511
2001 2002 2003,"Horror,Art House & International,Mystery & Suspense",1925,1512
2008,Drama,1926,184
2008,"Comedy,Music",1927,1513
2009,"Adventure,Comedy,Sci-Fi",1928,1514
2002,Drama,1929,1515
2007,"Comedy,Music",1930,1516
1943,Horror,1931,1517
1936,"Drama,Fantasy,Horror",1932,1518
1948,"Comedy,Horror,Sci-Fi",1933,1519
1945,"Fantasy,Horror,Sci-Fi",1934,1520
1940,"Adventure,Horror",1935,1521
1944,"Horror,Thriller",1936,1522
1954,"Horror,Sci-Fi",1937,559
1988,Horror,1938,1523
1956,"Horror,Sci-Fi",1939,1524
1955,"Horror,Sci-Fi",1940,406
2005,"Action,Adventure,Comedy",1941,1060
1942,"Action,Adventure,Drama",1942,1525
1985,"Comedy,Horror",1943,1526
1980,"Drama,War",1944,1527
2006,"Comedy,Crime",1945,1528
1969,"Action,Drama,War",1946,1529
1964,"War,Drama",1947,1530
1977 1978 1979,"Drama,Cult Movies",1948,1531
2008,"Action,Comedy,Sci-Fi",1949,1532
1939,"Drama,Romance,War",1950,1533
1954,"Crime,Drama",1951,1534
1971,"Action,Crime,Thriller",1952,1535
1976,"Action,Crime,Thriller",1953,1536
1973,"Action,Crime,Mystery",1954,1537
1970,"Adventure,Comedy,War",1955,954
1986,"Action,Comedy,Drama",1956,1538
1968,"Action,Thriller",1957,1539
1968,Western,1958,1540
1972,Western,1959,1541
1958,"Action,Drama,War",1960,1542
1954,"Drama,War",1961,1543
2009,"Adventure,Comedy",1962,1544
2008,Comedy,1963,1156
2014,"Action,Drama,Thriller",1964,1545
2014,"Drama,Sport",1965,1546
2014,"Biography,Drama,Sport",1966,1547
1998,"Drama,Sport",1967,1548
2002,"Biography,Drama",1968,1549
2007,"Biography,Drama",1969,1550
1998,"Action,Crime,Drama",1970,1341
2003,"Crime,Drama,Thriller",1971,1471
2004,"Drama,Mystery,Sci-Fi",1972,1551
1965,"Action,Adventure,War",1973,1552
2003,Comedy,1974,243
2002,"Animation,Adventure,Comedy",1975,775
2000,"Animation,Adventure,Family",1976,1553
1934,Adventure,1977,1554
1974,"Crime,Drama",1978,1555
1944,"Crime,Drama,Film-Noir",1979,975
1962,"Drama,Western",1980,1556
1951,"Crime,Film-Noir,Thriller",1981,1557
1955,"Crime,Drama,Film-Noir",1982,585
1950,"Comedy,Drama",1983,1558
1940,"Comedy,Romance",1984,1559
1961,"Drama,Sport",1985,1560
1946,"Drama,Film-Noir,Romance",1986,1466
1961,"Drama,History,War",1987,1561
2001,"Comedy,Romance",1988,691
1957,"Adventure,Biography,Drama",1989,1562
1966,"Comedy,Romance",1990,1563
1948,"Comedy,Musical,Romance",1991,1564
2011,"Drama,Sport",1992,1565
1964,"Comedy,Romance",1993,1566
1974,"Comedy,Drama,Romance",1994,1567
1947 1948 1949,"Comedy,Romance",1995,1568
1939,Drama,1996,1425
1972,"Comedy,Romance",1997,1569
1981,Comedy,1998,347
1942,"Comedy,Romance",1999,1570
1953,"Crime,Film-Noir,Thriller",2000,1571
1950,"Drama,Film-Noir,Mystery",2001,1572
1949,"Crime,Drama,Film-Noir",2002,1573
1947,"Drama,Film-Noir,Thriller",2003,1574
1949,Drama,2004,1575
1950 1951 1952,"Drama,Romance,Classics",2005,1576
1947,Drama,2006,1577
1935,"Adventure,Drama,History",2007,1578
1955,"Drama,Romance",2008,350
2005,"Action,Horror,Sci-Fi",2009,1579
2013,"Action,Comedy,Crime",2010,1580
1958,"Crime,Film-Noir,Thriller",2011,1581
2013,"Action,Adventure,Sci-Fi",2012,780
2013,"Action,Crime,Drama",2013,1582
2008,"Action,Adventure,Comedy",2014,1583
2003,"Action,Comedy,Fantasy",2015,1584
1941,"Crime,Drama,Film-Noir",2016,1585
1952,"Drama,Western",2017,1586
1980,Comedy,2018,1587
1944,"Adventure,Comedy,Romance",2019,1588
1948,"Crime,Drama,Film-Noir",2020,1589
1955,"Comedy,Romance",2021,1590
1998,"Comedy,Crime,Thriller",2022,1591
1995,"Comedy,Drama",2023,1397
1961,"Comedy,Drama,Romance",2024,1592
1964,"Comedy,Romance",2025,1566
1953,"Comedy,Romance",2026,1593
1957,"Comedy,Romance,Drama",2027,1594
1957,"Comedy,Musical,Romance",2028,1595
1967,"Crime,Drama,Thriller",2029,1596
1966,"Comedy,Crime,Romance",2030,1597
1963,"Comedy,Mystery,Romance",2031,1598
1934,"Comedy,Romance",2032,1599
1950,Drama,2033,1600
1957,"Crime,Drama",2034,1601
1943,Musical,2035,1602
1942,"Drama,War",2036,1603
1940,"Film-Noir,Mystery,Thriller",2037,1604
1970,"Adventure,Comedy,Crime",2038,1605
1963,"Comedy,Romance",2039,1606
1938,"Crime,Drama,Film-Noir",2040,1607
1957,"Comedy,Drama,War",2041,1608
1931,"Comedy,Drama,Romance",2042,1609
2002,"Action,Drama,Thriller",2043,1610
1944,"Drama,Romance,War",2044,168
1938,"Comedy,Drama,Romance",2045,1611
1932,"Drama,Romance",2046,94
1950,Comedy,2047,1612
1937,"Biography,Drama",2048,1613
1944,"Comedy,Drama,Music",2049,1614
1993,"Comedy,Fantasy,Romance",2050,1615
1997,"Adventure,Biography,Drama",2051,1616
1988,Adventure,2052,1617
1972,"Adventure,Drama,Western",2053,1618
1980,Drama,2054,242
1979,"Comedy,Western,Drama",2055,1619
1986,"Adventure,Drama,Fantasy",2056,1620
1986,"Comedy,Crime,Romance",2057,1621
1980 1981 1982,"Action & Adventure,Musical & Performing Arts,Science Fiction & Fantasy,Comedy",2058,1622
2012,"Adventure,Drama,Fantasy",2059,1623
2002,"Action,Adventure,Drama",2060,1624
1976,"Action,Adventure,Romance",2061,1625
2005,"Drama,Horror,Mystery",2062,1626
2001 2002 2003,Science Fiction & Fantasy,2063,1627
2000,"Sci-Fi,Thriller",2064,1628
1991,"Comedy,Family,Romance",2065,1629
2012,"Action,Crime,Thriller",2066,1630
1977,"Adventure,Drama,Thriller",2067,1631
1985,"Action,Crime,Drama",2068,64
2015,"Adventure,Biography,Drama",2069,1632
1987,"Drama,Thriller",2070,1036
2018,"Action,Sci-Fi",2071,1633
1944,"Comedy,Crime",2072,1634
1938,"Comedy,Romance",2073,1635
1939,"Adventure,Drama,Film-Noir",2074,1636
1941,"Comedy,Romance",2075,101
1940,"Comedy,Drama,Romance",2076,981
1937,"Comedy,Romance",2077,1637
1994,"Comedy,Drama,Romance",2078,1345
1936,"Romance,Comedy",2079,1638
1938,"Comedy,Romance",2080,1635
1993,"Drama,History,War",2081,1639
2003,"Action,Sci-Fi",2082,1078
1994,"Action,Adventure,Sci-Fi",2083,1640
2012,Comedy,2084,387
2011,"Drama,Thriller",2085,1465
2002,"Drama,Music,Mystery",2086,1641
1999,Comedy,2087,740
2005,"Crime,Drama,Sport",2088,1642
2012,Documentary,2089,455
2002,"Drama,Romance",2090,288
2012,"Crime,Drama,Thriller",2091,334
2006,"Action,Fantasy,War",2092,1643
2014,"Action,Drama,War",2093,1644
2011,"Action,Adventure,Fantasy",2094,980
2014,"Adventure,Fantasy",2095,1645
1939,"Comedy,Musical",2096,1646
2014,"Adventure,Sci-Fi,Thriller",2097,1647
2006,"Action,Crime,Thriller",2098,321
2008,"Drama,Fantasy,Romance",2099,1648
2002,"Biography,Crime,Drama",2100,1649
2008,"Drama,Romance",2101,310
2004,"Drama,Romance",2102,1090
2012,"Comedy,Music,Romance",2103,1650
1989,"Action,Adventure,Sci-Fi",2104,1651
2018,"Action,Adventure,Sci-Fi",2105,1652
2015,"Action,Adventure,Sci-Fi",2106,233
2016,"Adventure,Sci-Fi",2107,1653
2016,"Action,Adventure,Sci-Fi",2108,303
1990,"Action,Adventure,Comedy",2109,942
2011,"Action,Crime,Thriller",2110,1654
1931,Comedy,2111,1655
1969,"Adventure,Western,Drama",2112,1656
1959,"Drama,Romance,Western",2113,1657
1967,Western,2114,1658
1975,"Adventure,Drama,Western",2115,1659
1970,"Adventure,Western,Romance",2116,1660
1995,"Comedy,Crime,Thriller",2117,1661
1970,"Biography,Western",2118,1662
1971,"Action,Crime,Drama",2119,1663
