flight,sched_arr_time,original_index,unique_index
AA-1221-MCO-ORD,9:45 p.m.,591,28
CO-16-LAX-EWR,6:44 p.m.,592,105
UA-2515-DFW-CLT,10:31 a.m.,593,194
AA-400-DFW-JFK,2:59 p.m.,594,29
UA-664-ORD-PHL,4:31 p.m.,595,173
UA-37-EWR-MCO,4:17 p.m.,596,110
AA-1522-SFO-ORD,5:50 a.m.,597,195
UA-233-LAX-JFK,12:29 a.m.,598,196
AA-3823-LAX-DEN,12:15 a.m.,599,197
AA-2312-DFW-DTW,11:50 p.m.,600,33
UA-2314-ATL-PHL,5:00 p.m.,601,203
AA-1165-JFK-MIA,10:34 a.m.,602,34
AA-431-MIA-SFO,11:50 a.m.,603,35
UA-257-JFK-SFO,6:15 p.m.,604,164
UA-3373-IAD-PHL,9:24 a.m.,605,198
CO-1250-MIA-IAH,4:48 p.m.,606,119
UA-828-SFO-ORD,5:11 a.m.,607,209
CO-4888-IAH-DAL,6:40 p.m.,608,206
UA-2704-DTW-PHX,1:40 p.m.,609,201
AA-3063-SLC-LAX,9:20 p.m.,610,37
UA-2708-EWR-CLT,4:53 p.m.,611,202
UA-62-IAH-EWR,7:03 p.m.,612,127
AA-3804-PHL-ORD,4:05 p.m.,613,38
AA-1917-JFK-MCO,5:55 p.m.,614,39
AA-2268-PHX-ORD,11:35 a.m.,615,40
AA-4277-CVG-JFK,2:15 p.m.,616,41
AA-789-ORD-DEN,2:35 p.m.,617,42
UA-854-SFO-IAH,1:39 p.m.,618,204
AA-415-BOS-ORD,10:40 a.m.,619,43
AA-85-JFK-SFO,6:30 p.m.,620,44
AA-3786-IAH-ORD,6:40 p.m.,621,46
AA-222-LAX-BOS,3:30 p.m.,622,47
CO-50-CLE-EWR,4:49 p.m.,623,141
UA-3099-PHX-PHL,6:17 p.m.,624,185
AA-4198-ORD-CLE,12:55 p.m.,625,30
CO-45-EWR-MIA,7:05 p.m.,626,145
AA-3809-PHX-LAX,6:40 a.m.,627,48
AA-59-JFK-SFO,10:45 a.m.,628,49
AA-3859-IAH-ORD,9:40 a.m.,629,0
CO-1586-IAH-MCO,,630,149
AA-518-MIA-JFK,9:25 a.m.,631,3
UA-397-JFK-SFO,11:55 a.m.,632,150
UA-3925-IAD-ORF,,633,54
AA-1733-ORD-PHX,10:30 p.m.,634,1
AA-3-JFK-LAX,3:15 p.m.,635,24
UA-2830-MCO-CLT,5:05 p.m.,636,151
CO-58-DEN-IAH,,637,152
UA-5487-SFO-MRY,,638,59
AA-204-LAX-MCO,6:55 a.m. Dec 02,639,153
UA-414-LAX-SFO,,640,61
CO-1614-LAX-IAH,,641,154
UA-2726-FLL-PHL,6:46 p.m.,642,155
CO-52-IAH-LAX,,643,156
CO-1090-BOS-IAH,,644,157
AA-616-DFW-DTW,12:35 p.m.,645,15
UA-3515-IAD-MSP,,646,67
AA-3468-CVG-MIA,9:55 a.m.,647,6
AA-484-DFW-MIA,7:55 p.m.,648,7
AA-1886-BOS-MIA,,649,70
CO-62-IAH-EWR,,650,158
CO-1561-PHX-IAH,,651,159
UA-2314-ATL-PHL,,652,73
AA-446-DFW-PHL,3:50 p.m.,653,8
CO-1023-IAH-DEN,,654,160
AA-466-IAH-MIA,9:20 a.m.,655,9
UA-3050-PHX-CLT,4:57 p.m.,656,161
CO-89-IAH-EWR,,657,162
CO-1088-CLE-IAH,,658,163
AA-1664-MIA-ATL,12:10 p.m.,659,12
AA-1279-DFW-PHX,2:35 p.m.,660,14
UA-854-SFO-IAH,,661,82
UA-382-IAD-LAX,,662,83
AA-4344-ORD-DTW,,663,84
UA-257-JFK-SFO,6:15 p.m.,664,164
UA-2945-PHL-CLT,1:45 p.m.,665,165
CO-63-EWR-IAH,,666,166
CO-47-IAH-LAX,,667,167
AA-2050-ORD-MIA,2:45 p.m.,668,20
UA-248-PHX-ORD,,669,90
AA-4330-CVG-ORD,,670,169
AA-1434-DFW-MCO,10:35 a.m.,671,22
AA-1640-MIA-MCO,7:25 p.m.,672,2
AA-4307-ORD-DTW,9:10 p.m.,673,23
CO-1694-LAX-IAH,12:21 a.m. Dec 02,674,170
UA-843-LAX-ORD,,675,96
CO-1193-EWR-MCO,12:18 p.m.,676,97
AA-3842-MSP-ORD,7:30 a.m.,677,25
AA-643-MIA-ORD,9:35 a.m.,678,26
AA-1007-MIA-PHX,,679,100
UA-2906-PHL-MCO,6:23 p.m.,680,171
UA-938-DEN-ORD,,681,103
AA-1221-MCO-ORD,9:45 p.m.,682,28
CO-16-LAX-EWR,,683,172
UA-2515-DFW-CLT,,684,106
AA-400-DFW-JFK,2:59 p.m.,685,29
UA-664-ORD-PHL,4:31 p.m.,686,173
AA-3756-ORD-SLC,2:45 p.m.,687,4
UA-37-EWR-MCO,,688,174
AA-1522-SFO-ORD,5:50 a.m. Dec 02,689,205
UA-233-LAX-JFK,12:29 a.m. Dec 02,690,176
AA-3823-LAX-DEN,12:15 a.m. Dec 02,691,177
AA-2312-DFW-DTW,11:50 p.m.,692,33
AA-1165-JFK-MIA,10:34 a.m.,693,34
AA-431-MIA-SFO,11:50 a.m.,694,35
UA-3373-IAD-PHL,,695,117
AA-649-ORD-SNA,3:50 p.m.,696,36
CO-1250-MIA-IAH,,697,178
UA-6273-YYC-SFO,,698,120
UA-828-SFO-ORD,5:11 a.m.Dec 02,699,179
CO-4888-IAH-DAL,6:40 p.m.,700,206
UA-858-PVG-SFO,,701,123
UA-2704-DTW-PHX,,702,124
AA-3063-SLC-LAX,,703,125
UA-2708-EWR-CLT,,704,126
UA-62-IAH-EWR,,705,181
UA-1500-IAH-GUA,,706,182
AA-3804-PHL-ORD,4:05 p.m.,707,38
AA-1917-JFK-MCO,5:55 p.m.,708,39
AA-2268-PHX-ORD,11:35 a.m.,709,40
AA-4277-CVG-JFK,2:15 p.m.,710,41
AA-2957-DFW-CVG,11:05 a.m.,711,11
UA-37-EDI-EWR,,712,183
AA-789-ORD-DEN,2:35 p.m.,713,42
AA-415-BOS-ORD,,714,136
AA-85-JFK-SFO,6:30 p.m.,715,44
AA-3979-CVG-ORD,8:00 a.m.,716,13
AA-1544-SAN-ORD,,717,58
AA-3786-IAH-ORD,6:40 p.m.,718,46
AA-271-MIA-LAX,2:25 p.m.,719,19
AA-2525-DFW-MIA,11:10 a.m.,720,17
CO-50-CLE-EWR,,721,184
UA-3099-PHX-PHL,6:17 p.m.,722,185
AA-4198-ORD-CLE,12:55 p.m.,723,30
AA-404-MIA-MCO,7:45 a.m.,724,18
CO-45-EWR-MIA,7:05 p.m.,725,145
AA-3809-PHX-LAX,6:40 a.m.,726,48
AA-59-JFK-SFO,10:45 a.m.,727,49
AA-222-LAX-BOS,3:30 p.m.,728,47
AA-3859-IAH-ORD,,729,50
AA-1733-ORD-PHX,,730,55
CO-1586-IAH-MCO,,731,149
UA-397-JFK-SFO,,732,53
UA-3925-IAD-ORF,,733,54
AA-1640-MIA-MCO,7:25 p.m.,734,2
AA-1544-SAN-ORD,,735,58
UA-5487-SFO-MRY,,736,59
AA-204-LAX-MCO,12/2/2011 6:55 a.m.,737,210
UA-414-LAX-SFO,,738,61
CO-1614-LAX-IAH,,739,154
AA-3756-ORD-SLC,,740,109
AA-3468-CVG-MIA,,741,68
AA-484-DFW-MIA,,742,69
AA-616-DFW-DTW,,743,66
AA-446-DFW-PHL,,744,74
CO-1023-IAH-DEN,,745,160
AA-466-IAH-MIA,,746,76
AA-2957-DFW-CVG,,747,133
AA-1664-MIA-ATL,,748,80
AA-3979-CVG-ORD,,749,138
AA-1279-DFW-PHX,,750,81
UA-382-IAD-LAX,,751,83
AA-4344-ORD-DTW,,752,84
UA-257-JFK-SFO,,753,85
AA-271-MIA-LAX,,754,140
AA-2050-ORD-MIA,,755,89
UA-248-PHX-ORD,4:52 p.m.,756,168
AA-4330-CVG-ORD,,757,169
AA-1434-DFW-MCO,,758,91
AA-4307-ORD-DTW,,759,93
AA-3-JFK-LAX,,760,94
CO-1193-EWR-MCO,,761,211
AA-3842-MSP-ORD,,762,98
AA-643-MIA-ORD,,763,99
AA-1007-MIA-PHX,,764,100
AA-2525-DFW-MIA,,765,101
UA-938-DEN-ORD,,766,103
AA-1221-MCO-ORD,,767,104
AA-1886-BOS-MIA,,768,70
UA-664-ORD-PHL,,769,108
UA-37-EWR-MCO,,770,174
AA-1522-SFO-ORD,12/2/2011 5:50 a.m.,771,212
AA-3823-LAX-DEN,12/2/2011 12:15 a.m.,772,213
AA-2312-DFW-DTW,11:50 p.m.,773,33
AA-1165-JFK-MIA,,774,115
AA-431-MIA-SFO,,775,116
UA-3373-IAD-PHL,,776,117
AA-649-ORD-SNA,3:50 p.m.,777,36
UA-828-SFO-ORD,,778,214
CO-4888-IAH-DAL,6:40 p.m.,779,206
CO-1561-PHX-IAH,,780,159
AA-3804-PHL-ORD,,781,129
AA-2268-PHX-ORD,,782,131
UA-233-LAX-JFK,12/2/2011 12:29 a.m.,783,215
UA-6273-YYC-SFO,,784,120
AA-4277-CVG-JFK,,785,132
AA-789-ORD-DEN,,786,135
AA-222-LAX-BOS,,787,148
AA-4198-ORD-CLE,,788,143
AA-404-MIA-MCO,,789,144
AA-3809-PHX-LAX,,790,146
AA-59-JFK-SFO,,791,147
AA-2050-ORD-MIA,2:45P 12-01-11,792,216
AA-1165-JFK-MIA,10:34A 12-01-11,793,217
AA-484-DFW-MIA,7:55P 12-01-11,794,218
AA-466-IAH-MIA,9:20A 12-01-11,795,219
AA-2525-DFW-MIA,11:10A 12-01-11,796,220
UA-382-IAD-LAX,,797,83
AA-1279-DFW-PHX,,798,81
AA-2312-DFW-DTW,,799,114
AA-446-DFW-PHL,,800,74
AA-400-DFW-JFK,,801,107
AA-484-DFW-MIA,,802,69
CO-1586-IAH-MCO,Thu  22:15,803,221
AA-1917-JFK-MCO,Thu  17:55,804,222
AA-1640-MIA-MCO,Thu  19:25,805,223
AA-404-MIA-MCO,Thu  7:45,806,224
AA-204-LAX-MCO,Thu  6:55,807,225
AA-1221-MCO-ORD,,808,104
AA-1434-DFW-MCO,Thu  10:35,809,226
CO-1193-EWR-MCO,Thu  12:18,810,227
AA-3859-IAH-ORD,9:40 a.m.,811,0
CO-1586-IAH-MCO,,812,149
AA-518-MIA-JFK,9:25 a.m.,813,3
UA-397-JFK-SFO,11:55 a.m.,814,150
UA-3925-IAD-ORF,,815,54
AA-1733-ORD-PHX,10:30 p.m.,816,1
AA-3-JFK-LAX,3:15 p.m.,817,24
UA-2830-MCO-CLT,5:05 p.m.,818,151
CO-58-DEN-IAH,,819,152
UA-5487-SFO-MRY,,820,59
AA-204-LAX-MCO,6:55 a.m.  Fri 02-Dec-2011,821,228
UA-414-LAX-SFO,,822,61
CO-1614-LAX-IAH,,823,154
UA-2726-FLL-PHL,6:46 p.m.,824,155
CO-52-IAH-LAX,,825,156
CO-1090-BOS-IAH,,826,157
AA-616-DFW-DTW,12:35 p.m.,827,15
UA-3515-IAD-MSP,,828,67
AA-3468-CVG-MIA,9:55 a.m.,829,6
AA-484-DFW-MIA,7:55 p.m.,830,7
AA-1886-BOS-MIA,,831,70
CO-62-IAH-EWR,,832,158
CO-1561-PHX-IAH,,833,159
UA-2314-ATL-PHL,,834,73
AA-446-DFW-PHL,3:50 p.m.,835,8
CO-1023-IAH-DEN,,836,160
AA-466-IAH-MIA,9:20 a.m.,837,9
UA-3050-PHX-CLT,4:57 p.m.,838,161
CO-89-IAH-EWR,,839,162
CO-1088-CLE-IAH,,840,163
AA-1664-MIA-ATL,12:10 p.m.,841,12
AA-1279-DFW-PHX,2:35 p.m.,842,14
UA-854-SFO-IAH,,843,82
UA-382-IAD-LAX,,844,83
AA-4344-ORD-DTW,,845,84
UA-257-JFK-SFO,6:15 p.m.,846,164
UA-2945-PHL-CLT,1:45 p.m.,847,165
CO-63-EWR-IAH,,848,166
CO-47-IAH-LAX,,849,167
AA-2050-ORD-MIA,2:45 p.m.,850,20
UA-248-PHX-ORD,,851,90
AA-4330-CVG-ORD,,852,169
AA-1434-DFW-MCO,10:35 a.m.,853,22
AA-1640-MIA-MCO,7:25 p.m.,854,2
AA-4307-ORD-DTW,9:10 p.m.,855,23
CO-1694-LAX-IAH,12:21 a.m.  Fri 02-Dec-2011,856,229
UA-843-LAX-ORD,,857,96
CO-1193-EWR-MCO,12:18 p.m.,858,97
AA-3842-MSP-ORD,7:30 a.m.,859,25
AA-643-MIA-ORD,9:35 a.m.,860,26
AA-1007-MIA-PHX,,861,100
UA-2906-PHL-MCO,6:23 p.m.,862,171
UA-938-DEN-ORD,,863,103
AA-1221-MCO-ORD,9:45 p.m.,864,28
CO-16-LAX-EWR,,865,172
UA-2515-DFW-CLT,,866,106
AA-400-DFW-JFK,,867,107
UA-664-ORD-PHL,4:31 p.m.,868,173
AA-3756-ORD-SLC,2:45 p.m.,869,4
UA-37-EWR-MCO,,870,174
AA-1522-SFO-ORD,5:50 a.m.  Fri 02-Dec-2011,871,230
UA-233-LAX-JFK,12:29 a.m.  Fri 02-Dec-2011,872,231
AA-3823-LAX-DEN,12:15 a.m.  Fri 02-Dec-2011,873,232
AA-2312-DFW-DTW,11:50 p.m.,874,33
AA-1165-JFK-MIA,10:34 a.m.,875,34
AA-431-MIA-SFO,11:50 a.m.,876,35
UA-3373-IAD-PHL,,877,117
AA-649-ORD-SNA,3:50 p.m.,878,36
CO-1250-MIA-IAH,,879,178
UA-6273-YYC-SFO,,880,120
UA-828-SFO-ORD,5:11 a.m.,881,209
CO-4888-IAH-DAL,6:40 p.m.,882,206
UA-858-PVG-SFO,,883,123
UA-2704-DTW-PHX,,884,124
AA-3063-SLC-LAX,,885,125
UA-2708-EWR-CLT,,886,126
UA-62-IAH-EWR,,887,181
UA-1500-IAH-GUA,,888,182
AA-3804-PHL-ORD,4:05 p.m.,889,38
AA-1917-JFK-MCO,5:55 p.m.,890,39
AA-2268-PHX-ORD,11:35 a.m.,891,40
AA-4277-CVG-JFK,2:15 p.m.,892,41
AA-2957-DFW-CVG,11:05 a.m.,893,11
UA-37-EDI-EWR,,894,183
AA-789-ORD-DEN,2:35 p.m.,895,42
AA-415-BOS-ORD,,896,136
AA-85-JFK-SFO,6:30 p.m.,897,44
AA-3979-CVG-ORD,8:00 a.m.,898,13
AA-1544-SAN-ORD,,899,58
AA-3786-IAH-ORD,6:40 p.m.,900,46
AA-271-MIA-LAX,2:25 p.m.,901,19
AA-2525-DFW-MIA,11:10 a.m.,902,17
CO-50-CLE-EWR,,903,184
UA-3099-PHX-PHL,6:17 p.m.,904,185
AA-4198-ORD-CLE,12:55 p.m.,905,30
AA-404-MIA-MCO,7:45 a.m.,906,18
CO-45-EWR-MIA,7:05 p.m.,907,145
AA-3809-PHX-LAX,6:40 a.m.,908,48
AA-59-JFK-SFO,10:45 a.m.,909,49
AA-222-LAX-BOS,3:30 p.m.,910,47
AA-3859-IAH-ORD,9:40 a.m.,911,0
AA-1640-MIA-MCO,7:25 p.m.,912,2
UA-3925-IAD-ORF,9:54 a.m.,913,186
AA-4344-ORD-DTW,,914,84
UA-414-LAX-SFO,7:23 a.m.,915,189
CO-1614-LAX-IAH,5:35 a.m.,916,62
CO-52-IAH-LAX,,917,156
CO-1090-BOS-IAH,1:16 p.m.,918,65
AA-3468-CVG-MIA,9:55 a.m.,919,6
CO-62-IAH-EWR,7:03 p.m.,920,71
AA-466-IAH-MIA,9:20 a.m.,921,9
AA-1664-MIA-ATL,12:10 p.m.,922,12
AA-1279-DFW-PHX,2:35 p.m.,923,14
AA-404-MIA-MCO,7:45 a.m.,924,18
UA-382-IAD-LAX,,925,83
CO-50-CLE-EWR,,926,184
AA-616-DFW-DTW,12:35 p.m.,927,15
AA-271-MIA-LAX,2:25 p.m.,928,19
AA-2050-ORD-MIA,2:45 p.m.,929,20
AA-4307-ORD-DTW,9:10 p.m.,930,23
AA-3-JFK-LAX,3:15 p.m.,931,24
CO-1694-LAX-IAH,12:21 a.m.,932,191
CO-1193-EWR-MCO,12:18 p.m.,933,97
UA-2906-PHL-MCO,6:23 p.m.,934,171
UA-938-DEN-ORD,,935,103
AA-1221-MCO-ORD,9:45 p.m.,936,28
CO-16-LAX-EWR,6:44 p.m.,937,105
UA-2515-DFW-CLT,,938,106
AA-400-DFW-JFK,2:59 p.m.,939,29
UA-664-ORD-PHL,4:31 p.m.,940,173
UA-37-EWR-MCO,4:17 p.m.,941,110
UA-233-LAX-JFK,12:29 a.m.,942,196
AA-2312-DFW-DTW,11:50 p.m.,943,33
AA-431-MIA-SFO,11:50 a.m.,944,35
UA-257-JFK-SFO,6:15 p.m.,945,164
UA-3373-IAD-PHL,9:24 a.m.,946,198
UA-828-SFO-ORD,5:11 a.m.Dec 02,947,179
CO-4888-IAH-DAL,6:09 p.m.,948,180
UA-858-PVG-SFO,8:27 a.m.,949,200
UA-2704-DTW-PHX,,950,124
AA-3063-SLC-LAX,9:20 p.m.,951,37
UA-1500-IAH-GUA,,952,182
CO-1561-PHX-IAH,,953,159
AA-2268-PHX-ORD,11:35 a.m.,954,40
UA-2314-ATL-PHL,5:00 p.m.,955,203
UA-6273-YYC-SFO,9:43 a.m.,956,199
AA-4277-CVG-JFK,2:15 p.m.,957,41
AA-2957-DFW-CVG,11:05 a.m.,958,11
UA-37-EDI-EWR,11:53 a.m.,959,134
UA-854-SFO-IAH,,960,82
AA-85-JFK-SFO,6:30 p.m.,961,44
AA-1544-SAN-ORD,5:25 p.m.,962,45
AA-3786-IAH-ORD,6:40 p.m.,963,46
CO-1088-CLE-IAH,,964,163
AA-4198-ORD-CLE,12:55 p.m.,965,30
AA-3809-PHX-LAX,6:40 a.m.,966,48
AA-59-JFK-SFO,10:45 a.m.,967,49
AA-222-LAX-BOS,3:30 p.m.,968,47
AA-3859-IAH-ORD,9:30 a.m.,969,233
AA-3842-MSP-ORD,6:50 a.m.,970,234
AA-643-MIA-ORD,9:00 a.m.,971,235
AA-1640-MIA-MCO,7:08 p.m.,972,236
AA-2525-DFW-MIA,10:43 a.m.,973,237
UA-3050-PHX-CLT,4:37 p.m.,974,238
UA-3925-IAD-ORF,9:34 a.m.,975,239
UA-664-ORD-PHL,4:20 p.m.,976,240
AA-789-ORD-DEN,2:17 p.m.,977,241
AA-2312-DFW-DTW,11:31 p.m.,978,242
CO-1694-LAX-IAH,11:52 p.m.,979,243
CO-63-EWR-IAH,8:04 p.m.,980,244
AA-3786-IAH-ORD,6:30 p.m.,981,245
CO-47-IAH-LAX,8:46 p.m.,982,246
AA-1434-DFW-MCO,10:18 a.m.,983,247
AA-4330-CVG-ORD,3:50 p.m.,984,248
AA-3809-PHX-LAX,6:30 a.m.,985,249
AA-59-JFK-SFO,10:09 a.m.,986,250
AA-4307-ORD-DTW,9:00 p.m.,987,251
AA-85-JFK-SFO,5:57 p.m.,988,252
AA-3859-IAH-ORD,9:40 a.m.,989,0
AA-518-MIA-JFK,9:25 a.m.,990,3
UA-397-JFK-SFO,Not Available,991,253
UA-3925-IAD-ORF,Not Available,992,254
AA-1733-ORD-PHX,10:30 p.m.,993,1
AA-1640-MIA-MCO,7:25 p.m.,994,2
AA-3-JFK-LAX,3:15 p.m.,995,24
UA-2830-MCO-CLT,5:05 p.m.,996,151
AA-1544-SAN-ORD,5:25 p.m.,997,45
AA-204-LAX-MCO,Dec 02 6:55 a.m.,998,255
UA-414-LAX-SFO,Not Available,999,256
AA-3756-ORD-SLC,2:45 p.m.,1000,4
UA-2726-FLL-PHL,6:46 p.m.,1001,155
AA-3468-CVG-MIA,9:55 a.m.,1002,6
UA-3515-IAD-MSP,Not Available,1003,257
AA-484-DFW-MIA,7:55 p.m.,1004,7
CO-62-IAH-EWR,7:03 p.m.,1005,71
AA-446-DFW-PHL,3:50 p.m.,1006,8
AA-466-IAH-MIA,9:20 a.m.,1007,9
UA-3050-PHX-CLT,4:57 p.m.,1008,161
CO-89-IAH-EWR,10:20 a.m.,1009,78
CO-1088-CLE-IAH,10:54 a.m.,1010,79
AA-1886-BOS-MIA,2:20 p.m.,1011,10
AA-2957-DFW-CVG,11:05 a.m.,1012,11
AA-1664-MIA-ATL,12:10 p.m.,1013,12
AA-3979-CVG-ORD,8:00 a.m.,1014,13
AA-1279-DFW-PHX,2:35 p.m.,1015,14
AA-616-DFW-DTW,12:35 p.m.,1016,15
AA-4344-ORD-DTW,2:00 p.m.,1017,16
UA-2945-PHL-CLT,1:45 p.m.,1018,165
AA-2525-DFW-MIA,11:10 a.m.,1019,17
AA-271-MIA-LAX,2:25 p.m.,1020,19
AA-2050-ORD-MIA,2:45 p.m.,1021,20
AA-1434-DFW-MCO,10:35 a.m.,1022,22
CO-1561-PHX-IAH,11:35 a.m.,1023,72
AA-4307-ORD-DTW,9:10 p.m.,1024,23
CO-1694-LAX-IAH,Dec 02 12:21 a.m.,1025,258
UA-843-LAX-ORD,Not Available,1026,259
CO-1193-EWR-MCO,12:18 p.m.,1027,97
AA-3842-MSP-ORD,7:30 a.m.,1028,25
AA-643-MIA-ORD,9:35 a.m.,1029,26
UA-2906-PHL-MCO,6:23 p.m.,1030,171
AA-1221-MCO-ORD,9:45 p.m.,1031,28
UA-2515-DFW-CLT,10:31 a.m.,1032,194
AA-400-DFW-JFK,2:59 p.m.,1033,29
UA-664-ORD-PHL,Not Available,1034,260
AA-1522-SFO-ORD,Dec 02 5:50 a.m.,1035,261
UA-233-LAX-JFK,12:29 a.m.,1036,196
AA-3823-LAX-DEN,Dec 02 12:15 a.m.,1037,262
AA-2312-DFW-DTW,11:50 p.m.,1038,33
AA-1165-JFK-MIA,10:34 a.m.,1039,34
AA-431-MIA-SFO,11:50 a.m.,1040,35
UA-257-JFK-SFO,Not Available,1041,263
UA-3373-IAD-PHL,Not Available,1042,264
AA-649-ORD-SNA,3:50 p.m.,1043,36
CO-1250-MIA-IAH,4:48 p.m.,1044,119
UA-6273-YYC-SFO,Not Available,1045,265
UA-858-PVG-SFO,Not Available,1046,266
UA-2704-DTW-PHX,1:40 p.m.,1047,201
AA-3063-SLC-LAX,9:20 p.m.,1048,37
UA-2708-EWR-CLT,4:53 p.m.,1049,202
UA-62-IAH-EWR,7:03 p.m.,1050,127
AA-3804-PHL-ORD,4:05 p.m.,1051,38
AA-1917-JFK-MCO,5:55 p.m.,1052,39
AA-2268-PHX-ORD,11:35 a.m.,1053,40
UA-2314-ATL-PHL,5:00 p.m.,1054,203
AA-4277-CVG-JFK,2:15 p.m.,1055,41
UA-37-EDI-EWR,11:53 a.m.,1056,134
AA-789-ORD-DEN,2:35 p.m.,1057,42
UA-854-SFO-IAH,Not Available,1058,267
AA-415-BOS-ORD,10:40 a.m.,1059,43
AA-85-JFK-SFO,6:30 p.m.,1060,44
AA-3786-IAH-ORD,6:40 p.m.,1061,46
CO-50-CLE-EWR,4:49 p.m.,1062,141
UA-3099-PHX-PHL,6:17 p.m.,1063,185
AA-4198-ORD-CLE,12:55 p.m.,1064,30
AA-222-LAX-BOS,3:30 p.m.,1065,47
AA-404-MIA-MCO,7:45 a.m.,1066,18
CO-45-EWR-MIA,7:05 p.m.,1067,145
AA-3809-PHX-LAX,6:40 a.m.,1068,48
AA-59-JFK-SFO,10:45 a.m.,1069,49
AA-3859-IAH-ORD,9:40 a.m.,1070,0
CO-1586-IAH-MCO,,1071,149
AA-518-MIA-JFK,9:25 a.m.,1072,3
UA-397-JFK-SFO,11:55 a.m.,1073,150
UA-3925-IAD-ORF,,1074,54
AA-1733-ORD-PHX,10:30 p.m.,1075,1
AA-3-JFK-LAX,3:15 p.m.,1076,24
UA-2830-MCO-CLT,5:05 p.m.,1077,151
CO-58-DEN-IAH,,1078,152
UA-5487-SFO-MRY,,1079,59
AA-204-LAX-MCO,6:55 a.m. Dec 02,1080,153
UA-414-LAX-SFO,,1081,61
CO-1614-LAX-IAH,,1082,154
UA-2726-FLL-PHL,6:46 p.m.,1083,155
CO-52-IAH-LAX,,1084,156
CO-1090-BOS-IAH,,1085,157
AA-616-DFW-DTW,12:35 p.m.,1086,15
UA-3515-IAD-MSP,,1087,67
AA-3468-CVG-MIA,9:55 a.m.,1088,6
AA-484-DFW-MIA,7:55 p.m.,1089,7
AA-1886-BOS-MIA,,1090,70
CO-62-IAH-EWR,,1091,158
CO-1561-PHX-IAH,,1092,159
UA-2314-ATL-PHL,,1093,73
AA-446-DFW-PHL,3:50 p.m.,1094,8
CO-1023-IAH-DEN,,1095,160
AA-466-IAH-MIA,9:20 a.m.,1096,9
UA-3050-PHX-CLT,4:57 p.m.,1097,161
CO-89-IAH-EWR,,1098,162
CO-1088-CLE-IAH,,1099,163
AA-1664-MIA-ATL,12:10 p.m.,1100,12
AA-1279-DFW-PHX,2:35 p.m.,1101,14
UA-854-SFO-IAH,,1102,82
UA-382-IAD-LAX,,1103,83
AA-4344-ORD-DTW,,1104,84
UA-257-JFK-SFO,6:15 p.m.,1105,164
UA-2945-PHL-CLT,1:45 p.m.,1106,165
CO-63-EWR-IAH,,1107,166
CO-47-IAH-LAX,,1108,167
AA-2050-ORD-MIA,2:45 p.m.,1109,20
UA-248-PHX-ORD,,1110,90
AA-4330-CVG-ORD,,1111,169
AA-1434-DFW-MCO,10:35 a.m.,1112,22
AA-1640-MIA-MCO,7:25 p.m.,1113,2
AA-4307-ORD-DTW,9:10 p.m.,1114,23
CO-1694-LAX-IAH,12:21 a.m. Dec 02,1115,170
UA-843-LAX-ORD,,1116,96
CO-1193-EWR-MCO,12:18 p.m.,1117,97
AA-3842-MSP-ORD,7:30 a.m.,1118,25
AA-643-MIA-ORD,9:35 a.m.,1119,26
AA-1007-MIA-PHX,,1120,100
UA-2906-PHL-MCO,6:23 p.m.,1121,171
UA-938-DEN-ORD,,1122,103
AA-1221-MCO-ORD,9:45 p.m.,1123,28
CO-16-LAX-EWR,,1124,172
UA-2515-DFW-CLT,,1125,106
AA-400-DFW-JFK,2:59 p.m.,1126,29
UA-664-ORD-PHL,4:31 p.m.,1127,173
AA-3756-ORD-SLC,2:45 p.m.,1128,4
UA-37-EWR-MCO,,1129,174
AA-1522-SFO-ORD,5:50 a.m. Dec 02,1130,205
UA-233-LAX-JFK,12:29 a.m. Dec 02,1131,176
AA-3823-LAX-DEN,12:15 a.m. Dec 02,1132,177
AA-2312-DFW-DTW,11:50 p.m.,1133,33
AA-1165-JFK-MIA,10:34 a.m.,1134,34
AA-431-MIA-SFO,11:50 a.m.,1135,35
UA-3373-IAD-PHL,,1136,117
AA-649-ORD-SNA,3:50 p.m.,1137,36
CO-1250-MIA-IAH,,1138,178
UA-6273-YYC-SFO,,1139,120
UA-828-SFO-ORD,5:11 a.m.Dec 02,1140,179
CO-4888-IAH-DAL,6:40 p.m.,1141,206
UA-858-PVG-SFO,,1142,123
UA-2704-DTW-PHX,,1143,124
AA-3063-SLC-LAX,,1144,125
UA-2708-EWR-CLT,,1145,126
UA-62-IAH-EWR,,1146,181
UA-1500-IAH-GUA,,1147,182
AA-3804-PHL-ORD,4:05 p.m.,1148,38
AA-1917-JFK-MCO,5:55 p.m.,1149,39
AA-2268-PHX-ORD,11:35 a.m.,1150,40
AA-4277-CVG-JFK,2:15 p.m.,1151,41
AA-2957-DFW-CVG,11:05 a.m.,1152,11
UA-37-EDI-EWR,,1153,183
AA-789-ORD-DEN,2:35 p.m.,1154,42
AA-415-BOS-ORD,,1155,136
AA-85-JFK-SFO,6:30 p.m.,1156,44
AA-3979-CVG-ORD,8:00 a.m.,1157,13
AA-1544-SAN-ORD,,1158,58
AA-3786-IAH-ORD,6:40 p.m.,1159,46
AA-271-MIA-LAX,2:25 p.m.,1160,19
AA-2525-DFW-MIA,11:10 a.m.,1161,17
CO-50-CLE-EWR,,1162,184
UA-3099-PHX-PHL,6:17 p.m.,1163,185
AA-4198-ORD-CLE,12:55 p.m.,1164,30
