Address1,EmergencyService,original_index,unique_index,count
101 sivley rd,yes,801,78,27
1007 goodyear avenue,yes,802,80,24
1007 goodyear avenue,yes,803,80,24
1007 goodyear avenue,yes,804,80,24
1007 goodyear avenue,yes,805,80,24
1007 goodyear avenue,yes,806,80,24
1007 goodyear avenue,yes,807,80,24
1007 goodyear avenue,yes,808,80,24
1007 goodyear avenue,xes,809,81,1
1007 goodyear avenue,yes,810,80,24
1007 goodyear avenue,yes,811,80,24
1007 goodyear avenue,yes,812,80,24
1007 goodyear avenue,yes,813,80,24
1007 goodyear avenue,yes,814,80,24
1007 goodyear avenue,yes,815,80,24
1007 goodyear avenue,yes,816,80,24
1007 goodyear avenue,yes,817,80,24
1007 goodyear avenue,yes,818,80,24
1007 goodyear avenue,yes,819,80,24
1007 goodyear avenue,yes,820,80,24
1007 goodyear avenue,yes,821,80,24
1007 goodyear avenue,yes,822,80,24
1007 goodyear avenue,yes,823,80,24
1007 goodyear avenue,yes,824,80,24
1007 goodyear avenue,yes,825,80,24
1007 goodyear avenue,yes,826,80,24
1010 lay dam road,yes,827,82,24
1010 lay dam road,yes,828,82,24
1010 lay dam road,yes,829,82,24
1010 lay dam road,yes,830,82,24
1010 lay dam road,yes,831,82,24
1010 lay dam road,yes,832,82,24
1010 lay dam road,yes,833,82,24
1010 lay dam road,yes,834,82,24
1010 lay dam road,yes,835,82,24
1010 lay dam road,yes,836,82,24
1010 lay dam road,yes,837,82,24
1010 lay dam road,yes,838,82,24
1010 lay dam road,yes,839,82,24
1010 lay dam road,yes,840,82,24
1010 lay dam road,yes,841,82,24
1010 lay dam road,yes,842,82,24
1010 lay dam road,yes,843,82,24
1010 lay dam road,yes,844,82,24
1010 lay dam road,yes,845,82,24
1010 lay dam road,yes,846,82,24
1010 lay dam road,yes,847,82,24
1010 lay dam road,yes,848,82,24
x0x0 lay dam road,yes,849,83,1
1010 lay dam road,yes,850,82,24
1010 lay dam road,yes,851,82,24
1256 military street south,yes,852,84,23
1256 military street south,yes,853,84,23
1256 military street south,yes,854,84,23
1256 military street south,yes,855,84,23
1256 military street south,yes,856,84,23
1256 military street sxuth,yes,857,85,1
1256 military street south,yes,858,84,23
1256 military street south,yes,859,84,23
1256 military street south,yes,860,84,23
1256 military street south,yes,861,84,23
1256 military street south,yes,862,84,23
1256 military street south,yes,863,84,23
1256 military street south,yes,864,84,23
1256 military street south,yes,865,84,23
1256 military street south,yxs,866,86,1
1256 military street south,yes,867,84,23
1256 military street south,yes,868,84,23
1256 military street south,yes,869,84,23
1256 military street south,yes,870,84,23
1256 military street south,yes,871,84,23
1256 military street south,yes,872,84,23
1256 military street south,yes,873,84,23
1256 military street south,yes,874,84,23
1256 military street south,yes,875,84,23
1256 military street south,yes,876,84,23
1653 temple avenue north,yes,877,87,24
1653 temple avenue north,yes,878,87,24
1653 temple avenue north,yes,879,87,24
1653 temple avenue north,yes,880,87,24
1653 temple avenue north,yes,881,87,24
1653 temple avenue north,yes,882,87,24
1653 temple avenue north,yes,883,87,24
1653 temple avenue north,yes,884,87,24
1653 temple avenue north,yes,885,87,24
1653 temple avenue north,yes,886,87,24
1653 temple avenue north,yes,887,87,24
1653 temple avenue north,yes,888,87,24
1653 temple avenue north,yex,889,88,1
1653 temple avenue north,yes,890,87,24
1653 temple avenue north,yes,891,87,24
1653 temple avenue north,yes,892,87,24
1653 temple avenue north,yes,893,87,24
1653 temple avenue north,yes,894,87,24
1653 temple avenue north,yes,895,87,24
1653 temple avenue north,yes,896,87,24
1653 temple avenue north,yes,897,87,24
1653 temple avenue north,yes,898,87,24
1653 temple avenue north,yes,899,87,24
1653 temple avenue north,yes,900,87,24
1653 temple avenue north,yes,901,87,24
600 south third street,yes,902,89,25
600 south third street,yes,903,89,25
600 south third street,yes,904,89,25
600 south third street,yes,905,89,25
600 south third street,yes,906,89,25
600 south third street,yes,907,89,25
600 south third street,yes,908,89,25
600 south third street,yes,909,89,25
600 south third street,yes,910,89,25
600 south third street,yes,911,89,25
600 south third street,yes,912,89,25
600 south third street,yes,913,89,25
600 south third street,yes,914,89,25
600 souxh xhird sxreex,yes,915,90,1
600 south third street,yes,916,89,25
600 south third street,yes,917,89,25
600 south third street,yes,918,89,25
600 south third street,yex,919,91,1
600 south third street,yes,920,89,25
600 south third street,yxs,921,92,1
600 south third street,yes,922,89,25
600 south third street,yes,923,89,25
600 south third street,yes,924,89,25
600 south third street,yes,925,89,25
600 south third street,yes,926,89,25
600 south third street,yes,927,89,25
600 south third street,yes,928,89,25
600 south third street,yes,929,89,25
515 miranda st,no,930,93,22
515 miranda st,no,931,93,22
515 miranda st,no,932,93,22
515 miranda st,no,933,93,22
515 miranda sx,no,934,94,1
515 miranxa st,no,935,95,1
515 miranda st,no,936,93,22
515 miranda st,no,937,93,22
515 miranda st,no,938,93,22
515 miranda st,no,939,93,22
515 miranda st,no,940,93,22
515 miranda st,no,941,93,22
515 miranda st,no,942,93,22
515 miranda st,no,943,93,22
515 miranda st,no,944,93,22
515 mirxndx st,no,945,96,1
515 miranda st,no,946,93,22
515 miranda st,no,947,93,22
515 miranda st,no,948,93,22
515 miranda st,no,949,93,22
515 miranda st,no,950,93,22
515 miranda st,no,951,93,22
515 miranda st,no,952,93,22
515 miranda st,no,953,93,22
515 miranda st,no,954,93,22
400 n edwards street,yes,955,97,24
400xnxedwardsxstreet,yes,956,98,1
400 n edwards street,yes,957,97,24
400 n edwards street,yes,958,97,24
400 n edwards street,yes,959,97,24
400 n edwards street,yes,960,97,24
400 n edwards street,yes,961,97,24
400 n edwards street,yes,962,97,24
400 n edwards street,yes,963,97,24
400 n edwards street,yes,964,97,24
400 n edwards street,yes,965,97,24
400 n edwards street,yes,966,97,24
400 n edwards street,yes,967,97,24
400 n edwards street,yes,968,97,24
400 n edwards street,yes,969,97,24
400 n edwards street,yes,970,97,24
400 n edwards street,yes,971,97,24
400 n edwards street,yes,972,97,24
400 n edwards street,yes,973,97,24
400 n edwards street,yes,974,97,24
400 n edwards street,yes,975,97,24
400 n edwards street,yes,976,97,24
400 n edwards street,yes,977,97,24
400 n edwards street,yes,978,97,24
400 n edwards street,yes,979,97,24
150 gilbreath drive,yes,980,99,19
150 gilbreath drive,yes,981,99,19
150 gilbreath drive,yes,982,99,19
150 gilbreath drive,yes,983,99,19
150 gilbreath drive,yes,984,99,19
150 gilbreath drive,yes,985,99,19
150 gilxreath drive,yes,986,100,1
150 gilbreath drive,yes,987,99,19
150 gilbreath drive,yes,988,99,19
150 gilbreath drive,yes,989,99,19
150 gilbreath drive,yes,990,99,19
150 gilbreath drive,yes,991,99,19
150 gilbreath drive,yes,992,99,19
150 gilbreath drive,yes,993,99,19
150 gilbreath drive,yes,994,99,19
150 gilbreath drive,yes,995,99,19
150 gilbreath drive,yes,996,99,19
150 gilbreath drive,yes,997,99,19
150 gilbreath drive,yes,998,99,19
150 gilbreath drive,yes,999,99,19
