brewery-name,city,original_index,unique_index
Crooked Fence Brewing Company,Garden City,663,177
Crooked Fence Brewing Company,Garden City,664,177
Crow Peak Brewing Company,Spearfish,665,178
Crow Peak Brewing Company,Spearfish,666,178
Crow Peak Brewing Company,Spearfish,667,178
Crow Peak Brewing Company,Spearfish,668,178
Crow Peak Brewing Company,Spearfish,669,178
Crow Peak Brewing Company,Spearfish,670,178
Crow Peak Brewing Company,Spearfish,671,178
Crystal Springs Brewing Company,Boulder,672,179
Crystal Springs Brewing Company,Boulder,673,179
Cutters Brewing Company,Avon,674,180
Cutters Brewing Company,Avon,675,180
Cutters Brewing Company,Avon,676,180
Cutters Brewing Company,Avon,677,180
D.L. Geary Brewing Company,Portland,678,181
D.L. Geary Brewing Company,Portland,679,181
DC Brau Brewing Company,Washington,680,182
DC Brau Brewing Company,Washington,681,182
DC Brau Brewing Company,Washington,682,182
DC Brau Brewing Company,Washington,683,182
DC Brau Brewing Company,Washington,684,182
DC Brau Brewing Company,Washington,685,182
DC Brau Brewing Company,Washington,686,182
DC Brau Brewing Company,Washington,687,182
Dad & Dude's Breweria,Aurora,688,183
Dad & Dude's Breweria,Aurora,689,183
Daredevil Brewing Company,Shelbyville,690,184
Dave's Brewfarm,Wilson,691,185
David's Ale Works,Diamond Springs,692,186
David's Ale Works,Diamond Springs,693,186
Dead Armadillo Craft Brewing,Tulsa,694,187
Deep Ellum Brewing Company,Dallas,695,188
Deep Ellum Brewing Company,Dallas,696,188
Deep Ellum Brewing Company,Dallas,697,188
Deep Ellum Brewing Company,Dallas,698,188
Deep Ellum Brewing Company,Dallas,699,188
Deep Ellum Brewing Company,Dallas,700,188
Deep Ellum Brewing Company,Dallas,701,188
Deep Ellum Brewing Company,Dallas,702,188
Deep Ellum Brewing Company,Dallas,703,188
Defiance Brewing Company,Hays,704,189
Defiance Brewing Company,Hays,705,189
Denali Brewing Company,Talkeetna,706,190
Denali Brewing Company,Talkeetna,707,190
Denali Brewing Company,Talkeetna,708,190
Denali Brewing Company,Talkeetna,709,190
Denver Beer Company,Denver,710,191
Denver Beer Company,Denver,711,191
Deschutes Brewery,Bend,712,192
Destihl Brewery,Bloomington,713,193
Destihl Brewery,Bloomington,714,193
Destihl Brewery,Bloomington IL,715,194
Destihl Brewery,Bloomington IL,716,194
Destihl Brewery,Bloomington,717,193
Destihl Brewery,Bloomington,718,193
Destihl Brewery,Bloomington,719,193
Devil's Backbone Brewing Company,Lexington,720,195
Devil's Backbone Brewing Company,Lexington,721,195
Devil's Canyon Brewery,Belmont,722,196
Devil's Canyon Brewery,Belmont CA,723,197
Devil's Canyon Brewery,Belmont,724,196
Devil's Canyon Brewery,Belmont,725,196
Dick's Brewing Company,Centralia,726,198
Dirty Bucket Brewing Company,Woodinville,727,199
Dock Street Brewery,Philadelphia,728,200
Dolores River Brewery,Dolores,729,201
Dolores River Brewery,Dolores,730,201
Dolores River Brewery,Dolores,731,201
Dolores River Brewery,Dolores,732,201
Dolores River Brewery,Dolores,733,201
Dolores River Brewery,Dolores,734,201
Downeast Cider House,Leominster,735,202
Downeast Cider House,Leominster,736,202
Dry Dock Brewing Company,Aurora,737,203
Dry Dock Brewing Company,Aurora,738,203
Dry Dock Brewing Company,Aurora,739,203
Dry Dock Brewing Company,Aurora,740,203
Due South Brewing Company,Boynton Beach,741,204
Dundee Brewing Company,Rochester,742,205
Eddyline Brewery & Restaurant,Buena Vista,743,206
Eddyline Brewery & Restaurant,Buena Vista,744,206
Eddyline Brewery & Restaurant,Buena Vista,745,206
Eddyline Brewery & Restaurant,Buena Vista,746,206
Eddyline Brewery & Restaurant,Buena Vista,747,206
Eddyline Brewery & Restaurant,Buena Vista,748,206
Eddyline Brewery & Restaurant,Buena Vista,749,206
Elevator Brewing Company,Columbus,750,207
Emerald City Beer Company,Seattle,751,208
Engine 15 Brewing,Jacksonville Beach,752,209
Engine House 9,Tacoma,753,210
Epic Brewing,Denver,754,211
Epic Brewing,Denver,755,211
Epic Brewing,Denver,756,211
Epic Brewing,Denver,757,211
Everybody's Brewing,White Salmon,758,212
Everybody's Brewing,White Salmon,759,212
Evil Czech Brewery,Mishawaka,760,213
Evil Czech Brewery,Mishawaka,761,213
Evil Czech Brewery,Mishawaka,762,213
Evil Czech Brewery,Mishawaka,763,213
Evil Czech Brewery,Mishawaka,764,213
Evil Czech Brewery,Mishawaka,765,213
Evil Twin Brewing,Brooklyn,766,214
Evil Twin Brewing,Brooklyn,767,214
Evil Twin Brewing,Brooklyn,768,214
Evil Twin Brewing,Brooklyn,769,214
Evil Twin Brewing,Brooklyn,770,214
Fargo Brewing Company,Fargo,771,215
Fargo Brewing Company,Fargo,772,215
Fargo Brewing Company,Fargo,773,215
Fat Head's Brewery,Middleburg Heights,774,216
Fat Head's Brewery,Middleburg Heights,775,216
Fate Brewing Company,Boulder,776,217
Fate Brewing Company,Boulder,777,217
Fate Brewing Company,Boulder,778,217
Fate Brewing Company,Boulder CO,779,218
Fate Brewing Company,Boulder,780,217
Fearless Brewing Company,Estacada,781,219
Fearless Brewing Company,Estacada,782,219
Fearless Brewing Company,Estacada,783,219
Fearless Brewing Company,Estacada,784,219
Fearless Brewing Company,Estacada,785,219
Fearless Brewing Company,Estacada,786,219
Fiddlehead Brewing Company,Shelburne,787,220
Fiddlehead Brewing Company,Shelburne,788,220
Fiddlehead Brewing Company,Shelburne,789,220
Fiddlehead Brewing Company,Shelburne,790,220
Figueroa Mountain Brewing Company,Buellton,791,221
Figueroa Mountain Brewing Company,Buellton,792,221
Figueroa Mountain Brewing Company,Buellton CA,793,222
Finch's Beer Company,Chicago,794,223
Finch's Beer Company,Chicago,795,223
Finch's Beer Company,Chicago,796,223
Finch's Beer Company,Chicago,797,223
Finch's Beer Company,Chicago,798,223
Finch's Beer Company,Chicago,799,223
Finch's Beer Company,Chicago,800,223
Finch's Beer Company,Chicago,801,223
Finch's Beer Company,Chicago,802,223
Finch's Beer Company,Chicago,803,223
Firestone Walker Brewing Company,Paso Robles,804,224
Firestone Walker Brewing Company,Paso Robles CA,805,225
Firestone Walker Brewing Company,Paso Robles,806,224
Firestone Walker Brewing Company,Paso Robles,807,224
Firestone Walker Brewing Company,Paso Robles,808,224
Flat 12 Bierwerks,Indianapolis,809,226
Flat 12 Bierwerks,Indianapolis,810,226
Flat 12 Bierwerks,Indianapolis,811,226
Flat Rock Brewing Company,Smithton,812,227
Flesk Brewing Company,Lombard,813,228
Flying Dog Brewery,Frederick,814,229
Flying Dog Brewery,Frederick,815,229
Flying Mouse Brewery,Troutville,816,230
Flying Mouse Brewery,Troutville,817,230
Foolproof Brewing Company,Pawtucket,818,231
Foolproof Brewing Company,Pawtucket,819,231
Foolproof Brewing Company,Pawtucket,820,231
Foolproof Brewing Company,Pawtucket,821,231
Forgotten Boardwalk,Cherry Hill,822,232
Forgotten Boardwalk,Cherry Hill,823,232
Fort George Brewery,Astoria,824,233
Fort George Brewery,Astoria,825,233
Fort George Brewery,Astoria,826,233
Fort George Brewery,Astoria,827,233
Fort George Brewery,Astoria,828,233
Fort George Brewery,Astoria,829,233
Fort George Brewery,Astoria,830,233
Fort George Brewery,Astoria,831,233
Fort George Brewery,Astoria,832,233
Fort George Brewery,Astoria,833,233
Fort George Brewery,Astoria,834,233
Fort George Brewery,Astoria,835,233
Fort Pitt Brewing Company,Latrobe PA,836,234
Fort Point Beer Company,San Francisco,837,235
Fort Point Beer Company,San Francisco,838,235
Fort Point Beer Company,San Francisco,839,235
Fort Point Beer Company,San Francisco,840,235
Founders Brewing Company,Grand Rapids,841,236
Founders Brewing Company,Grand Rapids,842,236
Founders Brewing Company,Grand Rapids,843,236
Four Corners Brewing Company,Dallas,844,237
Four Corners Brewing Company,Dallas,845,237
Four Corners Brewing Company,Dallas TX,846,238
Four Fathers Brewing,Valparaiso,847,239
Four Fathers Brewing,Valparaiso,848,239
Four Fathers Brewing,Valparaiso,849,239
Four Fathers Brewing,Valparaiso,850,239
Four Horsemen Brewing Company,South Bend,851,240
Four Peaks Brewing Company,Tempe,852,241
Four Peaks Brewing Company,Tempe,853,241
Four Peaks Brewing Company,Tempe,854,241
Four Peaks Brewing Company,Tempe,855,241
Four Peaks Brewing Company,Tempe,856,241
Four Peaks Brewing Company,Tempe,857,241
Four Peaks Brewing Company,Tempe,858,241
Four String Brewing Company,Columbus,859,242
Four String Brewing Company,Columbus,860,242
Four String Brewing Company,Columbus,861,242
Four String Brewing Company,Columbus,862,242
Frankenmuth Brewery,Frankenmuth,863,243
Frankenmuth Brewery,Frankenmuth MI,864,244
Frankenmuth Brewery,Frankenmuth,865,243
Freetail Brewing Company,San Antonio,866,245
Freetail Brewing Company,San Antonio,867,245
Freetail Brewing Company,San Antonio,868,245
Freetail Brewing Company,San Antonio,869,245
Freetail Brewing Company,San Antonio,870,245
Freetail Brewing Company,San Antonio,871,245
Freetail Brewing Company,San Antonio,872,245
Freetail Brewing Company,San Antonio,873,245
Fremont Brewing Company,Seattle,874,246
Fremont Brewing Company,Seattle,875,246
Fremont Brewing Company,Seattle,876,246
Fremont Brewing Company,Seattle,877,246
Fremont Brewing Company,Seattle,878,246
Fremont Brewing Company,Seattle,879,246
Fremont Brewing Company,Seattle,880,246
French Broad Brewery,Asheville,881,247
French Broad Brewery,Asheville,882,247
French Broad Brewery,Asheville,883,247
Frog Level Brewing Company,Waynesville,884,248
Fullsteam Brewery,Durham,885,249
Geneva Lake Brewing Company,Lake Geneva WI,886,250
Geneva Lake Brewing Company,Lake Geneva,887,251
Geneva Lake Brewing Company,Lake Geneva,888,251
Glabrous Brewing Company,Pineland ME,889,252
Golden Road Brewing,Los Angeles CA,890,253
Golden Road Brewing,Los Angeles,891,254
Golden Road Brewing,Los Angeles,892,254
Golden Road Brewing,Los Angeles,893,254
Golden Road Brewing,Los Angeles,894,254
Golden Road Brewing,Los Angeles,895,254
Golden Road Brewing,Los Angeles,896,254
Golden Road Brewing,Los Angeles CA,897,253
Golden Road Brewing,Los Angeles,898,254
Golden Road Brewing,Los Angeles,899,254
Golden Road Brewing,Los Angeles,900,254
Golden Road Brewing,Los Angeles,901,254
Golden Road Brewing,Los Angeles,902,254
Golden Road Brewing,Los Angeles,903,254
Golden Road Brewing,Los Angeles,904,254
Gonzo's BiggDogg Brewing,Kalamazoo,905,255
Good Life Brewing Company,Bend,906,256
Good Life Brewing Company,Bend,907,256
Good People Brewing Company,Birmingham,908,257
Good People Brewing Company,Birmingham,909,257
Good People Brewing Company,Birmingham,910,257
Good People Brewing Company,Birmingham,911,257
Good People Brewing Company,Birmingham,912,257
Goodlife Brewing Co.,Bend,913,258
Goose Island Brewery Company,Chicago,914,259
Goose Island Brewing Company,Chicago,915,260
Goose Island Brewing Company,Chicago,916,260
Goose Island Brewing Company,Chicago,917,260
Goose Island Brewing Company,Chicago IL,918,261
Goose Island Brewing Company,Chicago,919,260
Gore Range Brewery,Edwards,920,262
Grand Canyon Brewing Company,Williams,921,263
Grand Canyon Brewing Company,Williams,922,263
Grand Canyon Brewing Company,Williams,923,263
Grand Canyon Brewing Company,Williams,924,263
Grapevine Craft Brewery,Farmers Branch,925,264
Grapevine Craft Brewery,Farmers Branch,926,264
Grapevine Craft Brewery,Farmers Branch,927,264
Great Crescent Brewery,Aurora,928,265
Great Crescent Brewery,Aurora,929,265
Great Crescent Brewery,Aurora,930,265
Great Crescent Brewery,Aurora,931,265
Great Crescent Brewery,Aurora,932,265
Great Crescent Brewery,Aurora,933,265
Great Crescent Brewery,Aurora,934,265
Great Crescent Brewery,Aurora,935,265
Great Crescent Brewery,Aurora,936,265
Great Crescent Brewery,Aurora,937,265
Great Crescent Brewery,Aurora,938,265
Great Crescent Brewery,Aurora,939,265
Great Crescent Brewery,Aurora IN,940,266
Great Crescent Brewery,Aurora,941,265
Great Crescent Brewery,Aurora,942,265
Great Crescent Brewery,Aurora,943,265
Great Crescent Brewery,Aurora,944,265
Great Crescent Brewery,Aurora,945,265
Great Crescent Brewery,Aurora,946,265
Great Crescent Brewery,Aurora,947,265
Great Divide Brewing Company,Denver,948,267
Great Divide Brewing Company,Denver,949,267
Great Divide Brewing Company,Denver,950,267
Great Divide Brewing Company,Denver,951,267
Great Divide Brewing Company,Denver CO,952,268
Great Divide Brewing Company,Denver,953,267
Great Divide Brewing Company,Denver,954,267
Great Divide Brewing Company,Denver,955,267
Great Divide Brewing Company,Denver,956,267
Great Northern Brewing Company,Whitefish,957,269
Great Northern Brewing Company,Whitefish,958,269
Great Raft Brewing Company,Shreveport,959,270
Great Raft Brewing Company,Shreveport,960,270
Great River Brewery,Davenport,961,271
Great River Brewery,Davenport,962,271
Great River Brewery,Davenport,963,271
Great River Brewery,Davenport,964,271
Great River Brewery,Davenport,965,271
Great River Brewery,Davenport,966,271
Great River Brewery,Davenport,967,271
Great River Brewery,Davenport,968,271
Great River Brewery,Davenport,969,271
Great River Brewery,Davenport,970,271
Great River Brewery,Davenport,971,271
Great River Brewery,Davenport,972,271
Great River Brewery,Davenport,973,271
Great River Brewery,Davenport,974,271
Great River Brewery,Davenport,975,271
Great River Brewery,Davenport,976,271
Great River Brewery,Davenport,977,271
Great River Brewery,Davenport,978,271
Green Room Brewing,Jacksonville,979,272
Greenbrier Valley Brewing Company,Lewisburg,980,273
Greenbrier Valley Brewing Company,Lewisburg,981,273
Grey Sail Brewing Company,Westerly,982,274
Grey Sail Brewing Company,Westerly,983,274
Grey Sail Brewing of Rhode Island,Westerly,984,275
Grey Sail Brewing of Rhode Island,Westerly,985,275
Grey Sail Brewing of Rhode Island,Westerly,986,275
Grey Sail Brewing of Rhode Island,Westerly,987,275
Grey Sail Brewing of Rhode Island,Westerly,988,275
Grey Sail Brewing of Rhode Island,Westerly,989,275
Grey Sail Brewing of Rhode Island,Westerly,990,275
Griffin Claw Brewing Company,Birmingham,991,276
Griffin Claw Brewing Company,Birmingham,992,276
Griffin Claw Brewing Company,Birmingham,993,276
Griffin Claw Brewing Company,Birmingham,994,276
Griffin Claw Brewing Company,Birmingham,995,276
Griffin Claw Brewing Company,Birmingham,996,276
Griffin Claw Brewing Company,Birmingham,997,276
Griffin Claw Brewing Company,Birmingham,998,276
Griffin Claw Brewing Company,Birmingham,999,276
Grimm Brothers Brewhouse,Loveland,1000,277
Hale's Ales,Seattle,1001,278
Hale's Ales,Seattle,1002,278
Half Acre Beer Company,Chicago,1003,279
Half Acre Beer Company,Chicago,1004,279
Half Acre Beer Company,Chicago,1005,279
Half Acre Beer Company,Chicago,1006,279
Half Acre Beer Company,Chicago,1007,279
Half Acre Beer Company,Chicago,1008,279
Half Acre Beer Company,Chicago,1009,279
Half Acre Beer Company,Chicago,1010,279
Half Full Brewery,Stamford,1011,280
Half Full Brewery,Stamford,1012,280
Hangar 24 Craft Brewery,Redlands,1013,281
Hangar 24 Craft Brewery,Redlands,1014,281
Hardywood Park Craft Brewery,Richmond,1015,282
Hardywood Park Craft Brewery,Richmond,1016,282
Hardywood Park Craft Brewery,Richmond,1017,282
Harpoon Brewery,Boston,1018,283
Harpoon Brewery,Boston,1019,283
Harpoon Brewery,Boston,1020,283
Harpoon Brewery,Boston,1021,283
Harpoon Brewery,Boston,1022,283
Harpoon Brewery,Boston,1023,283
Harpoon Brewery,Boston,1024,283
Harpoon Brewery,Boston,1025,283
Harpoon Brewery,Boston,1026,283
Harpoon Brewery,Boston,1027,283
Harpoon Brewery,Boston MA,1028,284
Harpoon Brewery,Boston,1029,283
Harvest Moon Brewing Company,Belt,1030,285
Harvest Moon Brewing Company,Belt,1031,285
Hawai'i Nui Brewing Co.,Hilo,1032,286
Hawai'i Nui Brewing Co.,Hilo,1033,286
Hawai'i Nui Brewing Co.,Hilo,1034,286
Hawai'i Nui Brewing Co.,Hilo,1035,286
Hawai'i Nui Brewing Co.,Hilo,1036,286
Headlands Brewing Company,Mill Valley,1037,287
Headlands Brewing Company,Mill Valley,1038,287
Headlands Brewing Company,Mill Valley CA,1039,288
Heavy Seas Beer,Halethorpe,1040,289
Heavy Seas Beer,Halethorpe,1041,289
Heavy Seas Beer,Halethorpe,1042,289
Hess Brewing Company,San Diego,1043,290
Hess Brewing Company,San Diego,1044,290
Hess Brewing Company,San Diego,1045,290
High Hops Brewery,Windsor,1046,291
High Hops Brewery,Windsor,1047,291
High Noon Saloon And Brewery,Leavenworth,1048,292
High Noon Saloon And Brewery,Leavenworth,1049,292
High Noon Saloon And Brewery,Leavenworth,1050,292
Hilliard's Beer,Seattle,1051,293
Hilliard's Beer,Seattle,1052,293
Hilliard's Beer,Seattle,1053,293
Hilliard's Beer,Seattle,1054,293
Hilliard's Beer,Seattle,1055,293
Hinterland Brewery,Green Bay,1056,294
Hop Farm Brewing Company,Pittsburgh,1057,295
Hop Farm Brewing Company,Pittsburgh,1058,295
Hop Farm Brewing Company,Pittsburgh PA,1059,296
Hop Valley Brewing Company,Springfield,1060,297
Hop Valley Brewing Company,Springfield,1061,297
Hop Valley Brewing Company,Springfield,1062,297
Hop Valley Brewing Company,Springfield,1063,297
Hop Valley Brewing Company,Springfield,1064,297
Hop Valley Brewing Company,Springfield,1065,297
Hop Valley Brewing Company,Springfield,1066,297
Hop Valley Brewing Company,Springfield,1067,297
Hops & Grain Brewery,Austin,1068,298
Hops & Grain Brewery,Austin,1069,298
Hops & Grain Brewery,Austin,1070,298
Hops & Grain Brewery,Austin,1071,298
Hops & Grains Brewing Company,Austin,1072,299
Hopworks Urban Brewery,Portland,1073,300
Hopworks Urban Brewery,Portland,1074,300
Hopworks Urban Brewery,Portland OR,1075,301
Hopworks Urban Brewery,Portland,1076,300
Hopworks Urban Brewery,Portland OR,1077,301
Hopworks Urban Brewery,Portland,1078,300
Hopworks Urban Brewery,Portland,1079,300
Hopworks Urban Brewery,Portland,1080,300
Hopworks Urban Brewery,Portland,1081,300
Hopworks Urban Brewery,Portland,1082,300
Hopworks Urban Brewery,Portland,1083,300
Hopworks Urban Brewery,Portland,1084,300
Hopworks Urban Brewery,Portland,1085,300
Hopworks Urban Brewery,Portland,1086,300
Hopworks Urban Brewery,Portland,1087,300
Hopworks Urban Brewery,Portland OR,1088,301
Hopworks Urban Brewery,Portland,1089,300
Hopworks Urban Brewery,Portland,1090,300
Hopworks Urban Brewery,Portland,1091,300
Hopworks Urban Brewery,Portland,1092,300
Hopworks Urban Brewery,Portland,1093,300
Hopworks Urban Brewery,Portland,1094,300
Hopworks Urban Brewery,Portland,1095,300
Horny Goat Brew Pub,Milwaukee,1096,302
Horny Goat Brew Pub,Milwaukee,1097,302
Horny Goat Brew Pub,Milwaukee,1098,302
Howard Brewing Company,Lenoir,1099,303
Howard Brewing Company,Lenoir,1100,303
Indeed Brewing Company,Minneapolis,1101,304
Indeed Brewing Company,Minneapolis,1102,304
Indeed Brewing Company,Minneapolis,1103,304
Indeed Brewing Company,Minneapolis,1104,304
Indeed Brewing Company,Minneapolis,1105,304
Indeed Brewing Company,Minneapolis,1106,304
Independence Brewing Company,Austin,1107,305
Independence Brewing Company,Austin,1108,305
Independence Brewing Company,Austin,1109,305
Indiana City Brewing,Indianapolis,1110,306
Infamous Brewing Company,Austin,1111,307
Infamous Brewing Company,Austin,1112,307
Intuition Ale Works,Jacksonville,1113,308
Intuition Ale Works,Jacksonville,1114,308
Intuition Ale Works,Jacksonville,1115,308
Ipswich Ale Brewery,Ipswich,1116,309
Iron Hill Brewery & Restaurant,Wilmington,1117,310
Jack's Abby Craft Lagers,Framingham,1118,311
Jack's Abby Craft Lagers,Framingham,1119,311
Jack's Abby Craft Lagers,Framingham MA,1120,312
Jack's Abby Craft Lagers,Framingham,1121,311
Jack's Abby Craft Lagers,Framingham,1122,311
Jack's Hard Cider (Hauser Estate...,Biglerville,1123,313
Jack's Hard Cider (Hauser Estate...,Biglerville,1124,313
Jackalope Brewing Company,Nashville,1125,314
Jackie O's Pub & Brewery,Athens,1126,315
Jackie O's Pub & Brewery,Athens,1127,315
Jackie O's Pub & Brewery,Athens,1128,315
Jackie O's Pub & Brewery,Athens,1129,315
Jackie O's Pub & Brewery,Athens,1130,315
Jailbreak Brewing Company,Laurel,1131,316
James Page Brewing Company,Stevens Point,1132,317
James Page Brewing Company,Stevens Point,1133,317
James Page Brewing Company,Stevens Point,1134,317
James Page Brewing Company,Stevens Point,1135,317
James Page Brewing Company,Stevens Point,1136,317
James Page Brewing Company,Stevens Point WI,1137,318
Joseph James Brewing Company,Henderson,1138,319
Joseph James Brewing Company,Henderson,1139,319
Joseph James Brewing Company,Henderson,1140,319
Joseph James Brewing Company,Henderson,1141,319
Kalona Brewing Company,Kalona,1142,320
Kalona Brewing Company,Kalona,1143,320
Karbach Brewing Company,Houston,1144,321
Karbach Brewing Company,Houston,1145,321
Karbach Brewing Company,Houston,1146,321
Karbach Brewing Company,Houston,1147,321
Karbach Brewing Company,Houston TX,1148,322
Karbach Brewing Company,Houston,1149,321
Karbach Brewing Company,Houston,1150,321
Karbach Brewing Company,Houston,1151,321
Karbach Brewing Company,Houston,1152,321
Karbach Brewing Company,Houston,1153,321
KelSo Beer Company,Brooklyn,1154,323
KelSo Beer Company,Brooklyn,1155,323
KelSo Beer Company,Brooklyn NY,1156,324
Kenai River Brewing Company,Soldotna,1157,325
Kenai River Brewing Company,Soldotna AK,1158,326
Kenai River Brewing Company,Soldotna,1159,325
Kenai River Brewing Company,Soldotna,1160,325
Kettle House Brewing Company,Missoula,1161,327
Kettle House Brewing Company,Missoula,1162,327
Kettle House Brewing Company,Missoula,1163,327
Kettle House Brewing Company,Missoula,1164,327
Kettle House Brewing Company,Missoula,1165,327
Kettle House Brewing Company,Missoula,1166,327
Keweenaw Brewing Company,Houghton,1167,328
Keweenaw Brewing Company,Houghton,1168,328
Keweenaw Brewing Company,Houghton,1169,328
Keweenaw Brewing Company,Houghton,1170,328
Keweenaw Brewing Company,Houghton,1171,328
Keweenaw Brewing Company,Houghton,1172,328
Keweenaw Brewing Company,Houghton,1173,328
King Street Brewing Company,Anchorage,1174,329
King Street Brewing Company,Anchorage,1175,329
King Street Brewing Company,Anchorage,1176,329
King Street Brewing Company,Anchorage,1177,329
King Street Brewing Company,Anchorage,1178,329
Kirkwood Station Brewing Company,Kirkwood,1179,330
Kirkwood Station Brewing Company,Kirkwood,1180,330
Kona Brewing Company,Kona,1181,331
Kona Brewing Company,Kona,1182,331
Kona Brewing Company,Kona,1183,331
Kona Brewing Company,Kona,1184,331
Krebs Brewing Company (Pete's Pl...,Krebs,1185,332
Kulshan Brewery,Bellingham,1186,333
La Cumbre Brewing Company,Albuquerque NM,1187,334
La Cumbre Brewing Company,Albuquerque,1188,335
Lancaster Brewing Company,Lancaster,1189,336
Lancaster Brewing Company,Lancaster,1190,336
Latitude 42 Brewing Company,Portage,1191,337
Latitude 42 Brewing Company,Portage,1192,337
Latitude 42 Brewing Company,Portage,1193,337
Latitude 42 Brewing Company,Portage,1194,337
Laughing Dog Brewing Company,Ponderay,1195,338
Laughing Dog Brewing Company,Ponderay,1196,338
Laughing Dog Brewing Company,Ponderay,1197,338
Lavery Brewing Company,Erie,1198,339
Lavery Brewing Company,Erie,1199,339
Lazy Monk Brewing,Eau Claire,1200,340
Lewis and Clark Brewing Company,Helena,1201,341
Lewis and Clark Brewing Company,Helena,1202,341
Lewis and Clark Brewing Company,Helena MT,1203,342
Lewis and Clark Brewing Company,Helena,1204,341
Lewis and Clark Brewing Company,Helena,1205,341
Lift Bridge Brewing Company,Stillwater,1206,343
Lift Bridge Brewing Company,Stillwater,1207,343
Liquid Hero Brewery,York,1208,344
Liquid Hero Brewery,York,1209,344
Liquid Hero Brewery,York,1210,344
Liquid Hero Brewery,York PA,1211,345
Lone Tree Brewing Company,Lone Tree,1212,346
Lonerider Brewing Company,Raleigh,1213,347
Lonerider Brewing Company,Raleigh,1214,347
Lonerider Brewing Company,Raleigh,1215,347
Lonerider Brewing Company,Raleigh,1216,347
Lonerider Brewing Company,Raleigh,1217,347
Long Trail Brewing Company,Bridgewater Corners,1218,348
Long Trail Brewing Company,Bridgewater Corners,1219,348
Long Trail Brewing Company,Bridgewater Corners,1220,348
Long Trail Brewing Company,Bridgewater Corners,1221,348
Long Trail Brewing Company,Bridgewater Corners,1222,348
Lost Nation Brewing,East Fairfield,1223,349
Lost Nation Brewing,East Fairfield,1224,349
Lost Nation Brewing,East Fairfield,1225,349
Lost Nation Brewing,East Fairfield,1226,349
Lost Rhino Brewing Company,Ashburn,1227,350
Lost Rhino Brewing Company,Ashburn,1228,350
Lucette Brewing Company,Menominee,1229,351
Lucette Brewing Company,Menominie,1230,352
Lucette Brewing Company,Menominie,1231,352
Lucette Brewing Company,Menominie,1232,352
Lucky Town Brewing Company,Jackson,1233,353
Lucky Town Brewing Company,Jackson,1234,353
Lumberyard Brewing Company,Flagstaff,1235,354
Lumberyard Brewing Company,Flagstaff,1236,354
Lumberyard Brewing Company,Flagstaff,1237,354
Lumberyard Brewing Company,Flagstaff,1238,354
MacTarnahans Brewing Company,Portland OR,1239,355
MacTarnahans Brewing Company,Portland,1240,356
Macon Beer Company,Macon,1241,357
Macon Beer Company,Macon,1242,357
Madtree Brewing Company,Cincinnati,1243,358
Madtree Brewing Company,Cincinnati,1244,358
Madtree Brewing Company,Cincinnati,1245,358
Madtree Brewing Company,Cincinnati OH,1246,359
Madtree Brewing Company,Cincinnati,1247,358
Madtree Brewing Company,Cincinnati,1248,358
Madtree Brewing Company,Cincinnati,1249,358
Madtree Brewing Company,Cincinnati,1250,358
Madtree Brewing Company,Cincinnati,1251,358
Magic Hat Brewing Company,South Burlington,1252,360
Magic Hat Brewing Company,South Burlington,1253,360
Magic Hat Brewing Company,South Burlington,1254,360
Mammoth Brewing Company,Mammoth Lakes,1255,361
Mammoth Brewing Company,Mammoth Lakes,1256,361
Mammoth Brewing Company,Mammoth Lakes,1257,361
Mammoth Brewing Company,Mammoth Lakes,1258,361
Manayunk Brewing Company,Philadelphia,1259,362
Manayunk Brewing Company,Philadelphia,1260,362
Manayunk Brewing Company,Philadelphia,1261,362
Manayunk Brewing Company,Philadelphia,1262,362
Manayunk Brewing Company,Philadelphia,1263,362
Manayunk Brewing Company,Philadelphia,1264,362
Manayunk Brewing Company,Philadelphia,1265,362
Manayunk Brewing Company,Philadelphia,1266,362
Manayunk Brewing Company,Philadelphia,1267,362
Manzanita Brewing Company,Santee,1268,363
Manzanita Brewing Company,Santee,1269,363
Manzanita Brewing Company,Santee,1270,363
Manzanita Brewing Company,Santee,1271,363
Manzanita Brewing Company,Santee,1272,363
Marble Brewery,Albuquerque,1273,364
Marble Brewery,Albuquerque,1274,364
Marshall Wharf Brewing Company,Belfast,1275,365
Marshall Wharf Brewing Company,Belfast,1276,365
Marshall Wharf Brewing Company,Belfast,1277,365
Marshall Wharf Brewing Company,Belfast,1278,365
Marshall Wharf Brewing Company,Belfast,1279,365
Martin House Brewing Company,Fort Worth,1280,366
Martin House Brewing Company,Fort Worth,1281,366
Martin House Brewing Company,Fort Worth,1282,366
Martin House Brewing Company,Fort Worth,1283,366
Martin House Brewing Company,Fort Worth TX,1284,367
Martin House Brewing Company,Fort Worth,1285,366
Martin House Brewing Company,Fort Worth,1286,366
Martin House Brewing Company,Fort Worth TX,1287,367
Matt Brewing Company,Utica NY,1288,368
Matt Brewing Company,Utica,1289,369
Matt Brewing Company,Utica,1290,369
Matt Brewing Company,Utica,1291,369
Matt Brewing Company,Utica,1292,369
Matt Brewing Company,Utica,1293,369
Matt Brewing Company,Utica NY,1294,368
Matt Brewing Company,Utica,1295,369
Matt Brewing Company,Utica,1296,369
Matt Brewing Company,Utica,1297,369
Matt Brewing Company,Utica,1298,369
Matt Brewing Company,Utica,1299,369
Matt Brewing Company,Utica,1300,369
Maui Brewing Company,Lahaina,1301,370
