HospitalName,Address3,original_index,unique_index,count
andalusia regional hospital,empty,759,49,23
andalusia regional hospital,empty,760,49,23
andalusia regional hospital,empty,761,49,23
andalusia regional hospital,empty,762,49,23
andalusia regional hospital,empty,763,49,23
andalusia regional hospital,empty,764,49,23
andaluxia regional hoxpital,empty,765,51,1
stringfellow memorial hospital,empty,766,17,28
stringfellow memorial hospital,empty,767,17,28
stringfellow memorial hospital,empty,768,17,28
stringfellow memorial hospital,empty,769,17,28
stringfellow memorial hospital,empty,770,17,28
stringfellow memorial hospital,empty,771,17,28
stringfellow memorial hospital,empty,772,17,28
stringfellow memorial hospital,empty,773,17,28
huntsville hospital,empty,774,52,27
huntsville hospital,empty,775,52,27
huntsville hospital,empty,776,52,27
huntsvxlle hospxtal,empty,777,53,1
huntsville hospital,empty,778,52,27
huntsville hospital,empty,779,52,27
huntsville hospital,empty,780,52,27
huntsville hospital,empty,781,52,27
huntsville hospital,empty,782,52,27
huntsville hospital,empty,783,52,27
huntsville hospital,empty,784,52,27
huntsville hospital,empty,785,52,27
huntsville hospital,empty,786,52,27
huntsville hospital,empty,787,52,27
huntsville hospital,empty,788,52,27
huntsville hospital,empty,789,52,27
huntsville hospital,empty,790,52,27
huntsville hospital,empty,791,52,27
huntsville hospital,empty,792,52,27
huntsville hospital,empty,793,52,27
huntsville hospital,empty,794,52,27
huntsville hospital,empty,795,52,27
huntsville hospital,empty,796,52,27
huntsville hospital,empty,797,52,27
huntsville hospital,empty,798,52,27
huntsville hospital,empty,799,52,27
huntsville hospital,empty,800,52,27
huntsville hospital,empty,801,52,27
gadsden regional medical center,empty,802,54,25
gadsden regional medical center,empty,803,54,25
gadsden regional medical center,empty,804,54,25
gadsden regional medical center,empty,805,54,25
gadsden regional medical center,empty,806,54,25
gadsden regional medical center,empty,807,54,25
gadsden regional medical center,empty,808,54,25
gadsden regional medical center,empty,809,54,25
gadsden regional medical center,empty,810,54,25
gadsden regional medical center,empty,811,54,25
gadsden regional medical center,empty,812,54,25
gadsden regional medical center,empty,813,54,25
gadsden regional medical center,empty,814,54,25
gadsden regional medical center,empty,815,54,25
gadsden regional medical center,empty,816,54,25
gadsden regional medical center,empty,817,54,25
gadsden regional medical center,empty,818,54,25
gadsden regional medical center,empty,819,54,25
gadsden regional medical center,empty,820,54,25
gadsden regional medical center,empty,821,54,25
gadsden regional medical center,empty,822,54,25
gadsden regional medical center,empty,823,54,25
gadsden regional medical center,empty,824,54,25
gadsden regional medical center,empty,825,54,25
gadsden regional medical center,empty,826,54,25
chilton medical center,empty,827,55,25
chilton medical center,empty,828,55,25
chilton medical center,empty,829,55,25
chilton medical center,empty,830,55,25
chilton medical center,empty,831,55,25
chilton medical center,empty,832,55,25
chilton medical center,empty,833,55,25
chilton medical center,empty,834,55,25
chilton medical center,empty,835,55,25
chilton medical center,empty,836,55,25
chilton medical center,empty,837,55,25
chilton medical center,empty,838,55,25
chilton medical center,empty,839,55,25
chilton medical center,empty,840,55,25
chilton medical center,empty,841,55,25
chilton medical center,empty,842,55,25
chilton medical center,empty,843,55,25
chilton medical center,empty,844,55,25
chilton medical center,empty,845,55,25
chilton medical center,empty,846,55,25
chilton medical center,empty,847,55,25
chilton medical center,empty,848,55,25
chilton medical center,empty,849,55,25
chilton medical center,empty,850,55,25
chilton medical center,empty,851,55,25
marion regional medical center,empty,852,56,25
marion regional medical center,empty,853,56,25
marion regional medical center,empty,854,56,25
marion regional medical center,empty,855,56,25
marion regional medical center,empty,856,56,25
marion regional medical center,empty,857,56,25
marion regional medical center,empty,858,56,25
marion regional medical center,empty,859,56,25
marion regional medical center,empty,860,56,25
marion regional medical center,empty,861,56,25
marion regional medical center,empty,862,56,25
marion regional medical center,empty,863,56,25
marion regional medical center,empty,864,56,25
marion regional medical center,empty,865,56,25
marion regional medical center,empty,866,56,25
marion regional medical center,empty,867,56,25
marion regional medical center,empty,868,56,25
marion regional medical center,empty,869,56,25
marion regional medical center,empty,870,56,25
marion regional medical center,empty,871,56,25
marion regional medical center,empty,872,56,25
marion regional medical center,empty,873,56,25
marion regional medical center,empty,874,56,25
marion regional medical center,empty,875,56,25
marion regional medical center,empty,876,56,25
fayette medical center,empty,877,57,25
fayette medical center,empty,878,57,25
fayette medical center,empty,879,57,25
fayette medical center,empty,880,57,25
fayette medical center,empty,881,57,25
fayette medical center,empty,882,57,25
fayette medical center,empty,883,57,25
fayette medical center,empty,884,57,25
fayette medical center,empty,885,57,25
fayette medical center,empty,886,57,25
fayette medical center,empty,887,57,25
fayette medical center,empty,888,57,25
fayette medical center,empty,889,57,25
fayette medical center,empty,890,57,25
fayette medical center,empty,891,57,25
fayette medical center,empty,892,57,25
fayette medical center,empty,893,57,25
fayette medical center,empty,894,57,25
fayette medical center,empty,895,57,25
fayette medical center,empty,896,57,25
fayette medical center,empty,897,57,25
fayette medical center,empty,898,57,25
fayette medical center,empty,899,57,25
fayette medical center,empty,900,57,25
fayette medical center,empty,901,57,25
riverview regional medical center,empty,902,58,25
rivxrvixw rxgional mxdical cxntxr,empty,903,59,1
riverview regional medical center,empty,904,58,25
riverview regional medical center,empty,905,58,25
riverview regional medical center,empty,906,58,25
riverview regional medical center,empty,907,58,25
riverview regional medical center,empty,908,58,25
riverview regional medical center,empty,909,58,25
riverview regional medical center,empty,910,58,25
riverview regional medical center,empty,911,58,25
riverview regional medical center,empty,912,58,25
riverview regional medical center,empty,913,58,25
riverview regional medical center,empty,914,58,25
riverview regional medical center,empty,915,58,25
riverview regional medical center,empty,916,58,25
riverview regional medical center,empty,917,58,25
riverview regional medical center,empty,918,58,25
riverview regional medical center,empty,919,58,25
riverview regional medical center,empty,920,58,25
xivexview xegional medical centex,empty,921,60,1
riverview rexional medical center,empty,922,61,1
riverview regional medical center,empty,923,58,25
riverview regional medical center,empty,924,58,25
riverview regional medical center,empty,925,58,25
riverview regional medical center,empty,926,58,25
riverview regional medical center,empty,927,58,25
riverview regional medical center,empty,928,58,25
riverview regional medical center,empty,929,58,25
georgiana hospital,empty,930,62,24
georgiana hospital,empty,931,62,24
georgiana hospital,empty,932,62,24
georgiana hospital,empty,933,62,24
georgiana hospital,empty,934,62,24
georgiana hospital,empty,935,62,24
georgiana hospital,empty,936,62,24
georgiana hospital,empty,937,62,24
georgiaxa hospital,empty,938,63,1
georgiana hospital,empty,939,62,24
georgiana hospital,empty,940,62,24
georgiana hospital,empty,941,62,24
georgiana hospital,empty,942,62,24
georgiana hospital,empty,943,62,24
georgiana hospital,empty,944,62,24
georgiana hospital,empty,945,62,24
georgiana hospital,empty,946,62,24
georgiana hospital,empty,947,62,24
georgiana hospital,empty,948,62,24
georgiana hospital,empty,949,62,24
georgiana hospital,empty,950,62,24
georgiana hospital,empty,951,62,24
georgiana hospital,empty,952,62,24
georgiana hospital,empty,953,62,24
georgiana hospital,empty,954,62,24
medical center enterprise,empty,955,64,23
medixal xenter enterprise,empty,956,65,1
medical center enterprise,empty,957,64,23
medical center enterprise,empty,958,64,23
medical center enterprise,empty,959,64,23
medical center enterprise,empty,960,64,23
medical center enterprise,empty,961,64,23
medxcal center enterprxse,empty,962,66,1
medical center enterprise,empty,963,64,23
medical center enterprise,empty,964,64,23
medical center enterprise,empty,965,64,23
medical center enterprise,empty,966,64,23
medical center enterprise,empty,967,64,23
medical center enterprise,empty,968,64,23
medical center enterprise,empty,969,64,23
medical center enterprise,empty,970,64,23
medical center enterprise,empty,971,64,23
medical center enterprise,empty,972,64,23
medical center enterprise,empty,973,64,23
medical center enterprise,empty,974,64,23
medical center enterprise,empty,975,64,23
medical center enterprise,empty,976,64,23
medical center enterprise,empty,977,64,23
medical center enterprise,empty,978,64,23
medical center enterprise,empty,979,64,23
st vincents blount,empty,980,67,19
st vincents blount,empty,981,67,19
st vincents blount,empty,982,67,19
st vincents blount,empty,983,67,19
st vincents blount,empty,984,67,19
st vincents blount,empty,985,67,19
st vincents blount,empty,986,67,19
st vincents bxount,empty,987,68,1
st vincents blount,empty,988,67,19
st vincents blount,empty,989,67,19
st vincents blount,empty,990,67,19
st vincents blount,empty,991,67,19
st vincents blount,empty,992,67,19
st vincents blount,empty,993,67,19
st vincents blount,empty,994,67,19
st vincents blount,empty,995,67,19
st vincents blount,empty,996,67,19
st vincents blount,empty,997,67,19
st vincents blount,empty,998,67,19
st vincents blount,empty,999,67,19
