HospitalName,HospitalType,original_index,unique_index
wedowee hospital,acute care hospitals,647,58
wedowee hospital,acute care hospitals,648,58
wedowee hospital,acute care hospitals,649,58
wedowee hospital,acute care hospitals,650,58
wedowee hospital,acute care hospitals,651,58
wedowee hospital,acute care hospitals,652,58
wedowee hospital,acute care hospitals,653,58
wedowee hosxital,acute care hospitals,654,59
wedowee hospital,acute care hospitals,655,58
wedowee hospital,acute care hospitals,656,58
wedowee hospital,acute care hospitals,657,58
wedowee hospital,acute care hospitals,658,58
wedowee hospital,acute care hospitals,659,58
wedowee hospital,acute care hospitals,660,58
wedowee hospital,acute care hospitals,661,58
wedowee hospital,acute care hospitals,662,58
wedowee hospital,acute care hospitals,663,58
wedowee hospital,acute care hospitals,664,58
wedowee hospital,acute care hospitals,665,58
university of alabama hospital,acute care hospitals,666,60
university of alabama hospital,acute care hospitals,667,60
university of alabama hospital,acute care hospitals,668,60
university of alabama hospital,acute care hospitals,669,60
university of alabama hospital,acute care hospitals,670,60
university of alabama hospital,acute care hospitals,671,60
university of alabama hospital,acute care hospitals,672,60
university of alabama hospital,acute care hospitals,673,60
university of alabama hospital,acute care hospitals,674,60
university of alabama hospital,acute care hospitals,675,60
university of alabama hospital,acute care hospitals,676,60
university of alabama hospital,acute care hospitals,677,60
university of alabama hospital,acute care hospitals,678,60
university of alabama hospital,acute care hospitals,679,60
university of alabama hospital,acute care hospitals,680,60
university of alabama hospital,acute care hospitals,681,60
university of alabama hospital,acute care hospitals,682,60
university of alabama hospital,acute care hospitals,683,60
university of alabama hospital,acute care hospitals,684,60
university of alabama hospital,acute care hospitals,685,60
university of alabama hospital,acute care hospitals,686,60
university of alabama hospital,acute care hospitals,687,60
university of alabama hospital,acute care hospitals,688,60
university of alabama hospital,acute care hospitals,689,60
university of alabama hospital,acute care hospitals,690,60
community hospital inc,acute care hospitals,691,61
community hospital inc,acute care hospitals,692,61
community hospital inc,acute care hospitals,693,61
community hospital inc,acute care hospitals,694,61
community hospital inc,acute cxre hospitxls,695,62
community hospital inc,acute care hospitals,696,61
communitx hospital inc,acute care hospitals,697,63
community hospital inc,acute care hospitals,698,61
community hospital inc,acute care hospitals,699,61
community hospital inc,acute care hospitals,700,61
community hospital inc,acute care hospitals,701,61
community hospital inc,acute care hospitals,702,61
community hospital inc,acute care hospitals,703,61
community hospital inc,acute care hospitals,704,61
community hospital inc,acutexcarexhospitals,705,64
community hospital inc,acute care hospitals,706,61
community hospital inc,acute care hospitals,707,61
community hospital inc,acute care hospitals,708,61
community hospital inc,acute care hospitals,709,61
communixy hospixal inc,acute care hospitals,710,65
community hospital inc,acute care hospitals,711,61
community hospital inc,acute care hospitals,712,61
community hospital inc,acute care hospitals,713,61
community hospital inc,acute care hospitals,714,61
community hospital inc,acute care hospitals,715,61
cullman regional medical center,acute care hospitals,716,66
cullman regional medical center,acute care hospitals,717,66
cullman regional medical center,acute care hospitals,718,66
cullman regional medical center,acute care hospitals,719,66
cullman regional medical center,acute care hospitals,720,66
cullman regional medical center,acute care hospitals,721,66
cullman regional medical center,acute care hospitals,722,66
cullman regional medical center,acute care hospitals,723,66
cullman regional medical center,acute care hospitals,724,66
cullman regional medical center,acute care hospitals,725,66
cullman regional medical center,acute care hospitals,726,66
cullman regional medical center,acute care hospitals,727,66
cullman regional medical center,acute care hospitals,728,66
cullman regional medical center,acutexcarexhospitals,729,67
cullmxn regionxl medicxl center,acute care hospitals,730,68
cullman regional medical center,acute care hospitals,731,66
cullman regional medical center,acute care hospitals,732,66
cullman regional medical center,acute care hospitals,733,66
cullman regional medical center,acute care hospitals,734,66
cullman regional medical center,acute care hospitals,735,66
cullman regional medical center,acute care hospitals,736,66
cullman regional medical center,acute care hospitals,737,66
cullman regional medical center,acute care hospitals,738,66
cullman regional medical center,acute care hospitals,739,66
cullman regional medical center,acute care hospitals,740,66
andalusia regional hospital,acute care hospitals,741,69
andalusia regional hospital,acute care hospitals,742,69
andalusia regional hospital,acute care hospitals,743,69
andalusia regional hospital,acute care hospitals,744,69
andalusia regional hospital,acute care hospitals,745,69
andalusia regional hospital,acute care hospitals,746,69
andalusia regional hospital,acute care hospitals,747,69
andalusia regional hospital,acute care hospitals,748,69
andalusia regional hospital,acute care hospitals,749,69
andalusia regional hospital,acute care hospitals,750,69
andalusia regional hospital,acute care hospitals,751,69
andalusia regional hospital,acute care hospitals,752,69
andalusia regional hospital,acute care hospitals,753,69
andalusia regional hospital,acute care hospitals,754,69
andalusia regional hospital,acute care hospitals,755,69
andalusia regional hospital,acute care hospitals,756,69
andalusia regional hospital,acute care hospitals,757,69
andaxusia regionax hospitax,acute care hospitals,758,70
andalusia regional hospital,acute care hospitals,759,69
andalusia regional hospital,acute care hospitals,760,69
andalusia regional hospital,acute care hospitals,761,69
andalusia regional hospital,acute care hospitals,762,69
andalusia regional hospital,acute care hospitals,763,69
andalusia regional hospital,acute care hospitals,764,69
andaluxia regional hoxpital,acute care hospitals,765,71
stringfellow memorial hospital,acute care hospitals,766,25
stringfellow memorial hospital,acute care hospitals,767,25
stringfellow memorial hospital,acute care hospitals,768,25
stringfellow memorial hospital,acute care hospitals,769,25
stringfellow memorial hospital,acute care hospitals,770,25
stringfellow memorial hospital,acute care hospitals,771,25
stringfellow memorial hospital,acute care hospitals,772,25
stringfellow memorial hospital,acute care hospitals,773,25
huntsville hospital,acute care hospitals,774,72
huntsville hospital,acute care hospitals,775,72
huntsville hospital,acute care hospitals,776,72
huntsvxlle hospxtal,acute care hospitals,777,73
huntsville hospital,acute care hospitals,778,72
huntsville hospital,acutexcarexhospitals,779,74
huntsville hospital,acute care hospitals,780,72
huntsville hospital,acute care hospitals,781,72
huntsville hospital,acute care hospitaxs,782,75
huntsville hospital,acute care hospitals,783,72
huntsville hospital,acute care hospitals,784,72
huntsville hospital,acute care hospitals,785,72
huntsville hospital,acute care hospitals,786,72
huntsville hospital,acute care hospitals,787,72
huntsville hospital,acute care hospitals,788,72
huntsville hospital,acute care hospitals,789,72
huntsville hospital,acute care hospitals,790,72
huntsville hospital,acute care hospitals,791,72
huntsville hospital,acute care hospitals,792,72
huntsville hospital,acute care hospitals,793,72
huntsville hospital,acute care hospitals,794,72
huntsville hospital,acute care hospitals,795,72
huntsville hospital,acute care hospitals,796,72
huntsville hospital,acute care hospitals,797,72
huntsville hospital,acute care hospitals,798,72
huntsville hospital,acute care hospitals,799,72
huntsville hospital,acute care hospitals,800,72
huntsville hospital,acute care hospitals,801,72
gadsden regional medical center,acute care hospitals,802,76
gadsden regional medical center,acute care hospitals,803,76
gadsden regional medical center,acute care hospitals,804,76
gadsden regional medical center,acute care hospitals,805,76
gadsden regional medical center,acute care hospitals,806,76
gadsden regional medical center,acute care hospitals,807,76
gadsden regional medical center,acute care hospitals,808,76
gadsden regional medical center,acute care hospitals,809,76
gadsden regional medical center,acute care hospitals,810,76
gadsden regional medical center,acute care hospitals,811,76
gadsden regional medical center,acute care hospitals,812,76
gadsden regional medical center,acute care hospitals,813,76
gadsden regional medical center,axute care hospitals,814,77
gadsden regional medical center,acute care hospitals,815,76
gadsden regional medical center,acute care hospitals,816,76
gadsden regional medical center,acute care hospitals,817,76
gadsden regional medical center,acute care hospitals,818,76
gadsden regional medical center,acute care hospitals,819,76
gadsden regional medical center,acute care hospitals,820,76
gadsden regional medical center,acute care hospitals,821,76
gadsden regional medical center,acute care hospitals,822,76
gadsden regional medical center,acute care hospitals,823,76
gadsden regional medical center,acute care hospitals,824,76
gadsden regional medical center,acute care hospitals,825,76
gadsden regional medical center,acute care hospitals,826,76
chilton medical center,acute care hospitals,827,78
chilton medical center,acute care hospitals,828,78
chilton medical center,acute care hospitals,829,78
chilton medical center,acute care hospitals,830,78
chilton medical center,acute care hospitals,831,78
chilton medical center,acute care hospitals,832,78
chilton medical center,acute care hospitals,833,78
chilton medical center,acute care hospitals,834,78
chilton medical center,acute care hospitals,835,78
chilton medical center,acute care hospitals,836,78
chilton medical center,acute care hospitals,837,78
chilton medical center,acute care hospitals,838,78
chilton medical center,acute care hospitals,839,78
chilton medical center,acute care hospitals,840,78
chilton medical center,acute care hospitals,841,78
chilton medical center,acute care hospitals,842,78
chilton medical center,acute care hospitals,843,78
chilton medical center,acute care hospitals,844,78
chilton medical center,acute care hospitals,845,78
chilton medical center,acute care hospitals,846,78
chilton medical center,acute care hospitals,847,78
chilton medical center,acute caxe hospitals,848,79
chilton medical center,acute care hospitals,849,78
chilton medical center,acute care hospitals,850,78
chilton medical center,acute care hospitals,851,78
marion regional medical center,acute care hospitals,852,80
marion regional medical center,acute care hospitals,853,80
marion regional medical center,acute care hospitals,854,80
marion regional medical center,acute care hospitals,855,80
marion regional medical center,acute care hospitals,856,80
marion regional medical center,acute care hospitals,857,80
marion regional medical center,acute care hospitals,858,80
marion regional medical center,acute care hospitals,859,80
marion regional medical center,acute care hospitals,860,80
marion regional medical center,acute care hospitals,861,80
marion regional medical center,acute care hospitals,862,80
marion regional medical center,acute care hospitals,863,80
marion regional medical center,acute care hospitals,864,80
marion regional medical center,acute care hospitals,865,80
marion regional medical center,acute care hospitals,866,80
marion regional medical center,acute care hospitals,867,80
marion regional medical center,acute care hospitals,868,80
marion regional medical center,acute care hospitals,869,80
marion regional medical center,acute care hospitals,870,80
marion regional medical center,acute care hospitals,871,80
marion regional medical center,acute care hospitals,872,80
marion regional medical center,acute care hospitals,873,80
marion regional medical center,acute care hospitals,874,80
marion regional medical center,acute care hospitals,875,80
marion regional medical center,acute care hospitals,876,80
fayette medical center,acute care hoxpitalx,877,81
fayette medical center,acute care hospitals,878,82
fayette medical center,acute care hospitals,879,82
fayette medical center,acute care hospitals,880,82
fayette medical center,acute care hospitals,881,82
fayette medical center,acute care hospitals,882,82
fayette medical center,acute care hospitals,883,82
fayette medical center,acute care hospitals,884,82
fayette medical center,acute care hospitals,885,82
fayette medical center,acute care hospitals,886,82
fayette medical center,acute care hospitals,887,82
fayette medical center,acute care hospitals,888,82
fayette medical center,acute care hospitals,889,82
fayette medical center,acute care hospitals,890,82
fayette medical center,acute care hospitals,891,82
fayette medical center,acute care hospitals,892,82
fayette medical center,acute care hospitals,893,82
fayette medical center,acute care hospitals,894,82
fayette medical center,acute care hospitals,895,82
fayette medical center,acute care hospitals,896,82
fayette medical center,acute care hospitals,897,82
fayette medical center,acute care hospitals,898,82
fayette medical center,acute care hospitals,899,82
fayette medical center,acute care hospitals,900,82
fayette medical center,acute care hospitals,901,82
riverview regional medical center,acutexcarexhospitals,902,83
rivxrvixw rxgional mxdical cxntxr,acute care hospitals,903,84
riverview regional medical center,acute care hospitals,904,85
riverview regional medical center,acute care hospitals,905,85
riverview regional medical center,acute care hospitals,906,85
riverview regional medical center,acute care hospitals,907,85
riverview regional medical center,acute care hospitals,908,85
riverview regional medical center,acute care hospitals,909,85
riverview regional medical center,acute care hospitals,910,85
riverview regional medical center,acute care hospitals,911,85
riverview regional medical center,acute care hospitals,912,85
riverview regional medical center,acute care hospitals,913,85
riverview regional medical center,acute care hospitals,914,85
riverview regional medical center,acute care hospitals,915,85
riverview regional medical center,acute care hospitals,916,85
riverview regional medical center,acute care hospitals,917,85
riverview regional medical center,acute care hospitals,918,85
riverview regional medical center,acute care hospitals,919,85
riverview regional medical center,acute care hospitals,920,85
xivexview xegional medical centex,acute care hospitals,921,86
riverview rexional medical center,acute care hospitals,922,87
riverview regional medical center,acute care hospitals,923,85
riverview regional medical center,acute care hospitals,924,85
riverview regional medical center,acute care hospitals,925,85
riverview regional medical center,acuxe care hospixals,926,88
riverview regional medical center,acute care hospitals,927,85
riverview regional medical center,acute care hospitals,928,85
riverview regional medical center,acute care hospitals,929,85
georgiana hospital,acute care hospitals,930,89
georgiana hospital,acute care hospitals,931,89
georgiana hospital,acute care hospitals,932,89
georgiana hospital,acute care hospitals,933,89
georgiana hospital,acute care hospitals,934,89
georgiana hospital,acute care hospitals,935,89
georgiana hospital,acute care hospitals,936,89
georgiana hospital,acute care hospitals,937,89
georgiaxa hospital,acute care hospitals,938,90
georgiana hospital,acute care hospitals,939,89
georgiana hospital,acute care hospitals,940,89
georgiana hospital,acute care hospitals,941,89
georgiana hospital,acute care hospitals,942,89
georgiana hospital,acute care hospitals,943,89
georgiana hospital,acute care hospitals,944,89
georgiana hospital,acute care hospitals,945,89
georgiana hospital,acute care hospitals,946,89
georgiana hospital,acute care hospitals,947,89
georgiana hospital,acute care hospitals,948,89
georgiana hospital,acute care hosxitals,949,91
georgiana hospital,acute care hospitals,950,89
georgiana hospital,acute care hospitals,951,89
georgiana hospital,acute care hospitals,952,89
georgiana hospital,acute care hospitals,953,89
georgiana hospital,acute care hospitals,954,89
medical center enterprise,acute care hospitals,955,92
medixal xenter enterprise,acute xare hospitals,956,93
medical center enterprise,acute care hospitals,957,92
medical center enterprise,acute care hospitals,958,92
medical center enterprise,acute care hospitals,959,92
medical center enterprise,acute care hospitals,960,92
medical center enterprise,acute care hospitals,961,92
medxcal center enterprxse,acute care hospitals,962,94
medical center enterprise,acute care hospitals,963,92
medical center enterprise,acutexcarexhospitals,964,95
medical center enterprise,acute care hospitals,965,92
medical center enterprise,acute care hospitals,966,92
medical center enterprise,acute care hospitals,967,92
medical center enterprise,acute care hospitals,968,92
medical center enterprise,acute care hospitals,969,92
medical center enterprise,acute care hospitals,970,92
medical center enterprise,acute care hospitals,971,92
medical center enterprise,acute care hospitals,972,92
medical center enterprise,acute care hospitals,973,92
medical center enterprise,acute care hospitals,974,92
medical center enterprise,acute care hospitals,975,92
medical center enterprise,acutexcarexhospitals,976,95
medical center enterprise,acute care hospitals,977,92
medical center enterprise,acute care hospitals,978,92
medical center enterprise,acute care hospitals,979,92
st vincents blount,acute care hospitals,980,96
st vincents blount,acute care hospitals,981,96
st vincents blount,acute care hospitals,982,96
st vincents blount,acute care hospitals,983,96
st vincents blount,acute care hospitals,984,96
st vincents blount,acute care hospitals,985,96
st vincents blount,acute care hospitals,986,96
st vincents bxount,acute care hospitals,987,97
st vincents blount,acute care hospitals,988,96
st vincents blount,acute care hospitals,989,96
st vincents blount,acute care hospitals,990,96
st vincents blount,acute care hospitals,991,96
st vincents blount,acute care hospitals,992,96
st vincents blount,acute care hospitals,993,96
st vincents blount,acute care hospitals,994,96
st vincents blount,acute care hospitals,995,96
st vincents blount,acute care hospitals,996,96
st vincents blount,acute care hospitals,997,96
st vincents blount,acute care hospitals,998,96
st vincents blount,acute care hospitals,999,96
