Language,Country,original_index,unique_index
"English,Japanese,French",USA,1791,380
English,USA,1792,0
English,USA,1793,0
"English,Cantonese,Mandarin,Spanish",USA,1794,381
English,USA,1795,0
English,USA,1796,0
English,USA,1797,0
English,USA,1798,0
English,USA,1799,0
"English,Spanish",USA,1800,15
English,USA,1801,0
"English,Spanish",USA,1802,15
English,USA,1803,0
English,USA,1804,0
"English,Spanish","France,USA",1805,113
"English,Ibo",USA,1806,382
English,USA,1807,0
"English,French,German",USA,1808,197
"English,French",USA,1809,26
English,USA,1810,0
English,"UK,USA",1811,16
"English,Hungarian","USA,Germany,Canada",1812,383
"English,German,French,Russian,Arabic,Italian",USA,1813,384
"English,Swahili",USA,1814,48
"English,Italian",USA,1815,5
"English,German,Russian",USA,1816,181
English,USA,1817,0
English,USA,1818,0
English,USA,1819,0
English,"Germany,USA",1820,110
English,USA,1821,0
English,USA,1822,0
English,USA,1823,0
English,USA,1824,0
English,USA,1825,0
English,USA,1826,0
English,USA,1827,0
English,USA,1828,0
English,USA,1829,0
English,USA,1830,0
English,"UK,Romania,France,USA",1831,385
"English,Mandarin","USA,Hong Kong",1832,386
English,USA,1833,0
"English,Swedish",USA,1834,169
English,"USA,Canada",1835,39
English,"USA,Mexico",1836,301
English,USA,1837,0
English,USA,1838,0
English,USA,1839,0
English,USA,1840,0
English,USA,1841,0
English,USA,1842,0
English,USA,1843,0
English,USA,1844,0
"English,Korean","USA,Canada",1845,387
English,USA,1846,0
"English,Russian","USA,UK,Germany,Japan,France",1847,388
English,"Canada,USA",1848,86
English,"UK,Germany,Japan,New Zealand,USA",1849,389
English,"France,UK,USA",1850,100
English,USA,1851,0
English,"UK,USA",1852,16
English,USA,1853,0
English,"USA,UK",1854,41
English,"USA,Germany",1855,14
English,USA,1856,0
English,USA,1857,0
English,USA,1858,0
English,USA,1859,0
English,USA,1860,0
English,USA,1861,0
English,USA,1862,0
English,USA,1863,0
English,USA,1864,0
"English,Spanish,French,German",USA,1865,390
English,"USA,Germany",1866,14
English,USA,1867,0
English,USA,1868,0
English,USA,1869,0
"English,Spanish",USA,1870,15
"English,Italian",USA,1871,5
"English,German",USA,1872,33
"English,German",USA,1873,33
English,"France,USA",1874,7
English,USA,1875,0
English,"USA,UK,Canada",1876,391
English,USA,1877,0
English,USA,1878,0
English,"USA,France",1879,90
English,"USA,Argentina,Jordan",1880,392
English,USA,1881,0
English,USA,1882,0
"English,Welsh,Italian,Latin,Russian,Hungarian","USA,Hungary,Italy",1883,393
English,USA,1884,0
"English,German","France,USA",1885,394
"English,Lao,Vietnamese","USA,Luxembourg",1886,395
English,USA,1887,0
English,USA,1888,0
"English,Chinese",USA,1889,396
"English,German,Spanish","Germany,USA",1890,397
"English,Arabic",USA,1891,73
"English,Urdu,Mandarin","USA,UK",1892,398
English,USA,1893,0
English,USA,1894,0
"English,Spanish,Korean",USA,1895,399
English,"USA,UK",1896,41
English,USA,1897,0
"English,Spanish",USA,1898,15
"English,Spanish",USA,1899,15
"English,Spanish",USA,1900,15
"English,Spanish",USA,1901,15
"English,Italian,French","USA,UK",1902,400
"English,French,German,Spanish,Yiddish",USA,1903,401
English,"New Zealand,USA,Germany",1904,402
English,USA,1905,0
English,USA,1906,0
English,USA,1907,0
"English,German,French",USA,1908,248
English,USA,1909,0
"English,Spanish",USA,1910,15
English,USA,1911,0
English,USA,1912,0
English,USA,1913,0
English,USA,1914,0
English,USA,1915,0
English,USA,1916,0
"English,Cantonese,Latin",USA,1917,403
English,USA,1918,0
English,USA,1919,0
English,USA,1920,0
English,USA,1921,0
"English,Portuguese",USA,1922,30
"English,German,Luxembourgish","UK,USA,Luxembourg",1923,404
English,USA,1924,0
English,"UK,USA,France,Canada",1925,405
English,USA,1926,0
English,USA,1927,0
English,USA,1928,0
English,USA,1929,0
English,USA,1930,0
English,USA,1931,0
"English,German",USA,1932,33
English,USA,1933,0
English,USA,1934,0
English,USA,1935,0
"English,French",USA,1936,26
English,USA,1937,0
English,USA,1938,0
English,USA,1939,0
English,USA,1940,0
English,"USA,Australia",1941,25
English,USA,1942,0
English,"Yugoslavia,USA",1943,406
"English,French,Italian,German",USA,1944,60
English,USA,1945,0
"English,German",USA,1946,33
"English,German","UK,USA",1947,42
"English,Russian,Vietnamese,French","UK,USA",1948,407
English,USA,1949,0
English,USA,1950,0
English,USA,1951,0
English,USA,1952,0
English,USA,1953,0
English,USA,1954,0
"English,Spanish,French","USA,Mexico",1955,408
"English,Spanish",USA,1956,15
English,USA,1957,0
English,USA,1958,0
"English,Spanish",USA,1959,15
"English,French,German",USA,1960,197
English,USA,1961,0
English,USA,1962,0
English,USA,1963,0
"English,French,German,Serbian","USA,France",1964,409
English,USA,1965,0
"English,Hindi",USA,1966,410
English,USA,1967,0
"English,Japanese",USA,1968,99
English,USA,1969,0
"English,Syriac,Assyrian Neo-Aramaic",USA,1970,411
English,USA,1971,0
English,USA,1972,0
"English,German,Italian",USA,1973,244
English,USA,1974,0
English,USA,1975,0
English,USA,1976,0
English,USA,1977,0
"English,Italian,Spanish,Latin,Sicilian",USA,1978,412
English,USA,1979,0
English,USA,1980,0
"English,French",USA,1981,26
English,USA,1982,0
"English,Spanish,Latin",USA,1983,253
"English,French",USA,1984,26
English,USA,1985,0
"English,French,Portuguese",USA,1986,413
"English,German",USA,1987,33
English,USA,1988,0
English,USA,1989,0
English,USA,1990,0
"English,German",USA,1991,33
"English,Spanish",USA,1992,15
English,USA,1993,0
English,USA,1994,0
"English,German",USA,1995,33
English,USA,1996,0
"English,Italian","USA,Italy",1997,414
English,USA,1998,0
English,USA,1999,0
English,USA,2000,0
English,USA,2001,0
English,USA,2002,0
"English,American Sign Language",USA,2003,74
English,USA,2004,0
English,USA,2005,0
English,USA,2006,0
"English,Polynesian",USA,2007,415
English,USA,2008,0
"English,Japanese","UK,Czech Republic,Germany,USA",2009,416
English,USA,2010,0
"English,Spanish",USA,2011,15
English,USA,2012,0
English,USA,2013,0
"English,Russian,Panjabi,Arabic",USA,2014,417
"English,Tibetan,Panjabi,German","USA,Canada",2015,418
English,USA,2016,0
"English,Spanish",USA,2017,15
English,USA,2018,0
"English,French",USA,2019,26
"English,Italian",USA,2020,5
English,USA,2021,0
English,USA,2022,0
"English,French","Germany,USA",2023,419
"English,Portuguese",USA,2024,30
English,USA,2025,0
"English,Italian,German",USA,2026,420
"English,French",USA,2027,26
"English,French",USA,2028,26
English,USA,2029,0
English,USA,2030,0
"English,French,German,Italian",USA,2031,20
English,USA,2032,0
"English,French",USA,2033,26
English,USA,2034,0
English,USA,2035,0
"English,German",USA,2036,33
"English,French",USA,2037,26
"English,Russian,French,German","UK,USA",2038,421
English,USA,2039,0
English,USA,2040,0
"English,German,Latin",USA,2041,422
English,USA,2042,0
"English,Spanish",USA,2043,15
"English,Yiddish",USA,2044,203
"English,Russian",USA,2045,17
"English,Russian",USA,2046,17
English,USA,2047,0
English,USA,2048,0
English,USA,2049,0
"English,French,Italian",USA,2050,366
"English,German,Mandarin,Tibetan,Hindi","USA,UK",2051,423
English,USA,2052,0
"English,Crow,French",USA,2053,424
English,USA,2054,0
English,USA,2055,0
English,USA,2056,0
English,USA,2057,0
English,USA,2058,0
"English,Tamil,French,Japanese,Hindi,Chinese","USA,Taiwan,UK",2059,425
English,"UK,USA,Ireland",2060,426
English,USA,2061,0
English,"USA,Germany",2062,14
English,USA,2063,0
English,"USA,Germany",2064,14
English,USA,2065,0
English,USA,2066,0
"English,Spanish,French,German",USA,2067,390
"English,Arabic,Spanish",USA,2068,13
English,"UK,USA,Iceland",2069,214
English,USA,2070,0
English,USA,2071,0
"English,German",USA,2072,33
English,USA,2073,0
"English,Spanish",USA,2074,15
English,USA,2075,0
English,USA,2076,0
"English,French,Italian",USA,2077,366
English,USA,2078,0
"English,Russian",USA,2079,17
English,USA,2080,0
English,USA,2081,0
"English,Spanish",USA,2082,15
"English,Norwegian,Swedish","France,USA",2083,427
English,USA,2084,0
English,"USA,Germany,Saudi Arabia",2085,428
"English,Italian","USA,Germany,Canada",2086,429
English,"UK,USA",2087,16
"English,Italian,German","USA,UK",2088,430
English,USA,2089,0
English,"UK,USA",2090,16
English,"USA,France",2091,90
English,USA,2092,0
"English,German","USA,China,UK",2093,431
"English,Spanish","USA,UK",2094,57
English,"New Zealand,USA",2095,230
English,USA,2096,0
English,USA,2097,0
"English,Spanish","USA,Germany,Paraguay,Uruguay",2098,432
"English,Russian,French",USA,2099,211
"English,French","USA,Canada",2100,433
"English,Hindi,French","UK,USA",2101,434
English,USA,2102,0
English,USA,2103,0
"English,Klingon",USA,2104,188
English,USA,2105,0
English,USA,2106,0
English,USA,2107,0
English,USA,2108,0
"English,French","USA,Hong Kong",2109,435
"English,Portuguese,Spanish,Italian",USA,2110,436
English,USA,2111,0
English,USA,2112,0
"English,Spanish",USA,2113,15
"English,Spanish",USA,2114,15
English,USA,2115,0
"English,Spanish",USA,2116,15
English,USA,2117,0
"English,Spanish",USA,2118,15
"English,Spanish","USA,Mexico",2119,59
"English,Japanese",USA,2120,99
English,USA,2121,0
"English,Spanish","USA,France",2122,236
English,USA,2123,0
"English,Spanish",USA,2124,15
"English,French,Czech",USA,2125,437
"English,Spanish",USA,2126,15
"English,German","USA,Germany",2127,302
"English,Italian,Mandarin,Cantonese,German,Czech","USA,Germany,China",2128,438
"English,Finnish","UK,Germany,USA",2129,439
English,USA,2130,0
English,USA,2131,0
English,USA,2132,0
"English,Japanese,French",USA,2133,380
English,USA,2134,0
"English,Mandarin,Sanskrit","USA,China,Germany,Canada",2135,440
"English,Romanian,Czech","USA,Germany",2136,441
English,"USA,Germany,Belgium",2137,442
"English,Russian",USA,2138,17
English,"USA,Germany",2139,14
"English,French,Latin,Spanish","USA,Malta,France,UK",2140,443
"English,French,German",USA,2141,197
English,USA,2142,0
"English,Cantonese",USA,2143,202
"English,Russian,Italian","USA,France,UK",2144,444
"English,Italian,Japanese,Mandarin","USA,Canada",2145,445
English,"USA,Germany,UK",2146,332
"English,French,Mandarin","France,USA",2147,446
English,USA,2148,0
"English,Italian","USA,UK",2149,67
English,"USA,Australia",2150,25
English,"USA,Japan",2151,112
English,"UK,USA,Australia",2152,447
English,USA,2153,0
"English,German","USA,Australia",2154,448
"English,Ukrainian,German,Spanish,Russian,French,Arabic,Turkish","USA,Germany,France",2155,449
"English,Esperanto",USA,2156,450
English,"USA,New Zealand",2157,19
"English,Romanian,Greek,Bulgarian,Latin",USA,2158,451
"English,Russian",USA,2159,17
"English,Dutch,French,Italian,Mandarin",USA,2160,452
"English,Italian,Cantonese",USA,2161,453
"English,French,Spanish",USA,2162,125
"English,French,Italian,German,Romany",USA,2163,454
English,USA,2164,0
"English,Italian,Latin,French,Swiss German,German,Chinese","USA,Italy",2165,455
English,"USA,Australia",2166,25
English,USA,2167,0
"English,Spanish",USA,2168,15
"English,Russian",USA,2169,17
English,USA,2170,0
English,USA,2171,0
"English,Italian,Spanish","UK,USA",2172,456
"English,Spanish",USA,2173,15
English,USA,2174,0
English,"USA,UK",2175,41
English,"USA,UK",2176,41
"English,German,French",USA,2177,248
English,USA,2178,0
"English,French,Russian","USA,UK",2179,457
"English,French","USA,UK",2180,2
English,USA,2181,0
"English,Dutch","Canada,South Korea,USA",2182,458
English,USA,2183,0
"English,Spanish","UK,Mexico,USA",2184,459
"English,Italian",USA,2185,5
English,USA,2186,0
English,USA,2187,0
English,USA,2188,0
English,"USA,India",2189,361
English,USA,2190,0
"English,French",USA,2191,26
"English,French,Portuguese",USA,2192,413
"English,French,German",USA,2193,197
English,USA,2194,0
English,USA,2195,0
English,USA,2196,0
English,USA,2197,0
"English,Hungarian,Spanish,French","USA,Germany",2198,460
"English,Russian","UK,USA",2199,461
English,USA,2200,0
"English,Italian,German,Latin",USA,2201,462
English,"USA,UK",2202,41
English,USA,2203,0
"English,Russian",USA,2204,17
English,"USA,Australia",2205,25
English,USA,2206,0
English,USA,2207,0
English,USA,2208,0
English,USA,2209,0
English,USA,2210,0
"English,Spanish",USA,2211,15
"English,Cantonese",USA,2212,202
English,USA,2213,0
English,USA,2214,0
English,"USA,India",2215,361
"English,Italian",USA,2216,5
English,"USA,Ireland",2217,228
English,USA,2218,0
English,USA,2219,0
"English,Italian",USA,2220,5
English,"Ireland,UK,USA",2221,227
"English,Irish,Chinese,Latin","USA,Italy",2222,463
"English,Arabic",USA,2223,73
English,USA,2224,0
"English,Spanish,French","USA,Mexico",2225,408
"English,Japanese",USA,2226,99
English,USA,2227,0
"English,Italian,Chinese","USA,Australia,Switzerland,Canada",2228,464
English,USA,2229,0
English,USA,2230,0
"English,Arabic","France,USA,Spain,UK",2231,465
English,"USA,Germany",2232,14
"English,Spanish",USA,2233,15
English,USA,2234,0
English,USA,2235,0
"English,Spanish",USA,2236,15
English,USA,2237,0
English,"UK,Germany,Spain,USA",2238,466
English,USA,2239,0
English,USA,2240,0
English,USA,2241,0
"Spanish,English","France,Spain,USA",2242,467
English,USA,2243,0
"English,Arabic,Spanish,Japanese,Berber languages,French,Russian,Japanese Sign Language","France,USA,Mexico",2244,468
"English,Russian,Spanish,Korean","USA,Australia",2245,469
English,USA,2246,0
"English,French,Arabic",USA,2247,470
"English,Spanish,Portuguese",USA,2248,365
English,USA,2249,0
"English,Spanish","UK,USA",2250,220
"English,Spanish","USA,Spain",2251,471
English,"Canada,USA",2252,86
English,"France,USA",2253,7
English,"USA,UK,France",2254,212
English,USA,2255,0
"English,French",USA,2256,26
English,"France,USA",2257,7
English,USA,2258,0
"English,Spanish",USA,2259,15
English,USA,2260,0
"English,Italian",USA,2261,5
"English,French",USA,2262,26
"English,German",USA,2263,33
English,USA,2264,0
"English,Spanish Sign Language",USA,2265,472
English,USA,2266,0
"English,American Sign Language",USA,2267,74
"English,Spanish",USA,2268,15
"English,French,German,Arabic,Italian,Japanese",USA,2269,473
English,"Germany,USA",2270,110
English,"Germany,USA",2271,110
English,"UK,USA",2272,16
English,USA,2273,0
"English,German,Spanish,Russian,Czech",USA,2274,474
English,USA,2275,0
English,USA,2276,0
English,USA,2277,0
English,"Germany,USA",2278,110
English,"UK,USA",2279,16
English,USA,2280,0
"English,Polish","France,Poland,USA",2281,475
"English,Italian",USA,2282,5
English,USA,2283,0
English,USA,2284,0
English,USA,2285,0
English,USA,2286,0
English,"France,USA",2287,7
English,"USA,Japan",2288,112
English,USA,2289,0
English,"France,UK,USA",2290,100
"English,Spanish",USA,2291,15
English,USA,2292,0
"English,French","USA,UK",2293,2
English,"USA,UK,Germany",2294,156
English,USA,2295,0
English,USA,2296,0
"English,Spanish",USA,2297,15
English,USA,2298,0
"English,Spanish",USA,2299,15
English,USA,2300,0
English,USA,2301,0
English,"USA,France",2302,90
English,USA,2303,0
English,USA,2304,0
English,USA,2305,0
English,USA,2306,0
"English,French",USA,2307,26
English,"UK,France,USA",2308,118
"English,French",USA,2309,26
English,USA,2310,0
English,USA,2311,0
"English,French,German",USA,2312,197
English,USA,2313,0
"English,Spanish",USA,2314,15
"English,Spanish,Hungarian",USA,2315,476
"English,Spanish",USA,2316,15
English,USA,2317,0
"English,Spanish",USA,2318,15
"English,German,Italian,Arabic","USA,UK",2319,477
"English,Persian,Spanish,Mandarin,Korean","Germany,USA",2320,478
English,USA,2321,0
English,USA,2322,0
"English,Russian",USA,2323,17
"English,Spanish","USA,Germany",2324,134
English,USA,2325,0
English,USA,2326,0
English,USA,2327,0
English,USA,2328,0
"English,Russian",USA,2329,17
English,USA,2330,0
"English,Italian","France,USA",2331,479
English,USA,2332,0
English,USA,2333,0
"English,German",USA,2334,33
English,USA,2335,0
English,USA,2336,0
"English,Russian","USA,Germany",2337,480
"English,French,Russian","UK,France,USA",2338,481
English,USA,2339,0
English,USA,2340,0
English,USA,2341,0
English,USA,2342,0
English,USA,2343,0
English,USA,2344,0
"English,Arabic,German","USA,UK,France",2345,482
"English,Navajo,Japanese",USA,2346,290
"English,Thai",USA,2347,483
"English,Italian",USA,2348,5
English,"USA,Germany",2349,14
"English,Russian",USA,2350,17
English,USA,2351,0
English,"USA,Italy",2352,29
English,USA,2353,0
English,"USA,Germany",2354,14
English,USA,2355,0
English,USA,2356,0
English,"USA,Germany",2357,14
English,USA,2358,0
English,USA,2359,0
English,"Germany,USA",2360,110
"English,Japanese",USA,2361,99
English,"USA,Germany",2362,14
English,USA,2363,0
English,USA,2364,0
English,"UK,USA",2365,16
English,USA,2366,0
English,USA,2367,0
English,USA,2368,0
"English,Russian,French,Hawaiian,Spanish","USA,Australia",2369,484
English,USA,2370,0
"English,French",USA,2371,26
English,USA,2372,0
"English,Spanish","USA,United Arab Emirates",2373,92
"English,Portuguese",USA,2374,30
English,USA,2375,0
English,USA,2376,0
English,USA,2377,0
English,USA,2378,0
English,"USA,Canada",2379,39
English,USA,2380,0
English,"USA,West Germany",2381,130
English,USA,2382,0
English,USA,2383,0
English,USA,2384,0
English,"USA,UK",2385,41
English,USA,2386,0
English,USA,2387,0
"English,Italian",USA,2388,5
English,"USA,Australia",2389,25
English,USA,2390,0
English,USA,2391,0
"English,Spanish,Italian","Italy,USA,Spain",2392,485
English,USA,2393,0
"English,Cantonese,Spanish",USA,2394,486
English,USA,2395,0
English,USA,2396,0
"English,Spanish",USA,2397,15
English,"USA,Canada",2398,39
English,"USA,Sweden,Norway",2399,487
English,USA,2400,0
English,USA,2401,0
"English,Spanish","Spain,USA",2402,488
"English,Spanish",USA,2403,15
English,"USA,Czech Republic",2404,489
English,"USA,Japan",2405,112
"English,American Sign Language,Portuguese",USA,2406,490
English,USA,2407,0
English,"USA,Australia",2408,25
"English,Japanese","USA,Japan",2409,233
English,"USA,Australia",2410,25
"English,Japanese",USA,2411,99
"English,Mandarin","USA,Canada",2412,491
"English,French,Italian,German",USA,2413,60
English,USA,2414,0
English,USA,2415,0
English,USA,2416,0
English,USA,2417,0
English,"USA,Canada",2418,39
English,USA,2419,0
English,USA,2420,0
English,USA,2421,0
English,USA,2422,0
English,USA,2423,0
"English,German",USA,2424,33
"English,Italian",USA,2425,5
English,USA,2426,0
English,USA,2427,0
"English,Portuguese,Japanese",USA,2428,492
English,USA,2429,0
English,USA,2430,0
"English,Hawaiian,Mandarin,Turkish",USA,2431,493
English,USA,2432,0
"English,Hebrew",USA,2433,58
"English,Spanish",USA,2434,15
English,"USA,UK,Denmark,France,Japan,New Zealand,Germany",2435,494
English,USA,2436,0
"English,Turkish",USA,2437,495
English,USA,2438,0
English,USA,2439,0
English,USA,2440,0
English,USA,2441,0
English,USA,2442,0
English,USA,2443,0
English,USA,2444,0
English,USA,2445,0
English,USA,2446,0
English,USA,2447,0
English,USA,2448,0
English,USA,2449,0
English,USA,2450,0
"English,Esperanto",USA,2451,450
English,USA,2452,0
English,USA,2453,0
English,USA,2454,0
English,USA,2455,0
English,USA,2456,0
English,USA,2457,0
English,USA,2458,0
"English,Czech,Russian,Greek,Afrikaans","USA,Germany",2459,496
English,"USA,Australia",2460,25
"English,Japanese,Spanish",USA,2461,497
"English,Hebrew,Russian",USA,2462,498
"English,Spanish","USA,Germany",2463,134
English,USA,2464,0
English,USA,2465,0
English,USA,2466,0
English,USA,2467,0
"English,Norwegian,Latin,French",USA,2468,499
"English,Dutch",USA,2469,500
English,USA,2470,0
English,USA,2471,0
English,USA,2472,0
English,USA,2473,0
English,"UK,USA",2474,16
"English,Icelandic,French,Italian,Russian",USA,2475,501
English,USA,2476,0
English,USA,2477,0
"English,German",USA,2478,33
English,USA,2479,0
English,USA,2480,0
English,USA,2481,0
English,USA,2482,0
English,"Australia,USA",2483,46
English,USA,2484,0
English,USA,2485,0
English,USA,2486,0
English,USA,2487,0
English,"USA,UK",2488,41
"English,Italian",USA,2489,5
English,"USA,Australia",2490,25
"English,Finnish",USA,2491,502
"English,American Sign Language",USA,2492,74
English,USA,2493,0
English,USA,2494,0
English,USA,2495,0
"English,Spanish,Portuguese",USA,2496,365
English,USA,2497,0
English,USA,2498,0
English,USA,2499,0
English,USA,2500,0
English,"UK,USA",2501,16
English,USA,2502,0
"English,French,Swedish",USA,2503,503
English,USA,2504,0
"English,Cantonese,Spanish",USA,2505,486
"English,French",USA,2506,26
"English,Spanish",USA,2507,15
English,USA,2508,0
English,USA,2509,0
English,USA,2510,0
English,USA,2511,0
English,USA,2512,0
English,USA,2513,0
English,USA,2514,0
English,"USA,Canada",2515,39
English,USA,2516,0
English,USA,2517,0
English,USA,2518,0
English,USA,2519,0
English,USA,2520,0
English,USA,2521,0
"English,French,Spanish",USA,2522,125
English,USA,2523,0
English,USA,2524,0
English,"UK,USA",2525,16
English,USA,2526,0
English,USA,2527,0
English,USA,2528,0
English,USA,2529,0
English,USA,2530,0
English,USA,2531,0
English,USA,2532,0
English,"USA,Canada",2533,39
English,USA,2534,0
English,USA,2535,0
English,USA,2536,0
"English,Spanish",USA,2537,15
English,USA,2538,0
English,"USA,UK",2539,41
English,"Germany,USA",2540,110
English,USA,2541,0
English,USA,2542,0
English,USA,2543,0
English,"USA,Germany",2544,14
English,USA,2545,0
English,USA,2546,0
English,"USA,Germany",2547,14
English,USA,2548,0
English,USA,2549,0
English,USA,2550,0
English,USA,2551,0
"English,Dutch","Canada,USA",2552,504
English,USA,2553,0
English,"USA,Bermuda,Ecuador",2554,505
English,USA,2555,0
English,USA,2556,0
English,USA,2557,0
"English,French","UK,Czech Republic,USA,Germany,Bahamas",2558,506
"English,Spanish",USA,2559,15
"English,German,French","Canada,USA,France,Germany,UK",2560,507
English,USA,2561,0
"English,Spanish",USA,2562,15
English,USA,2563,0
"English,French","UK,USA",2564,22
English,USA,2565,0
English,USA,2566,0
English,USA,2567,0
English,"USA,Greece",2568,508
English,USA,2569,0
English,USA,2570,0
English,USA,2571,0
English,USA,2572,0
English,USA,2573,0
English,USA,2574,0
English,USA,2575,0
"English,French",USA,2576,26
English,USA,2577,0
English,USA,2578,0
English,USA,2579,0
English,USA,2580,0
"English,Russian,Spanish",USA,2581,348
English,USA,2582,0
English,USA,2583,0
English,"USA,UK",2584,41
English,USA,2585,0
"English,Hebrew,Arabic,Persian,Spanish",USA,2586,509
"English,French","USA,France",2587,510
English,USA,2588,0
English,USA,2589,0
English,USA,2590,0
English,USA,2591,0
English,"Australia,USA",2592,46
"English,Esperanto",USA,2593,450
English,USA,2594,0
English,USA,2595,0
English,"UK,USA",2596,16
English,USA,2597,0
English,USA,2598,0
English,USA,2599,0
English,USA,2600,0
English,USA,2601,0
English,USA,2602,0
English,USA,2603,0
English,USA,2604,0
English,USA,2605,0
English,"USA,Australia",2606,25
English,USA,2607,0
English,USA,2608,0
English,USA,2609,0
English,USA,2610,0
"English,French",USA,2611,26
English,"USA,Germany,Belgium",2612,442
English,USA,2613,0
English,USA,2614,0
English,"UK,USA",2615,16
"English,Hawaiian",USA,2616,180
"English,Spanish",USA,2617,15
English,"UK,Germany,USA",2618,136
English,USA,2619,0
"English,Latin,Greek,French,German,Arabic",USA,2620,511
English,USA,2621,0
English,"USA,UK",2622,41
English,"USA,UK,Canada,Japan",2623,512
English,USA,2624,0
English,USA,2625,0
English,"Canada,USA",2626,86
English,USA,2627,0
English,USA,2628,0
"English,Spanish",USA,2629,15
English,USA,2630,0
English,USA,2631,0
English,USA,2632,0
English,USA,2633,0
English,USA,2634,0
English,USA,2635,0
English,USA,2636,0
English,USA,2637,0
English,USA,2638,0
"English,Spanish,Hindi",USA,2639,513
"English,Turkish",USA,2640,495
"English,Japanese",USA,2641,99
English,"Canada,USA",2642,86
"English,Russian,Spanish","UK,USA",2643,514
"English,Korean,Cantonese,Spanish,German,Icelandic,Italian","UK,USA",2644,515
"English,Russian,Spanish","UK,USA",2645,514
English,USA,2646,0
"English,Spanish",USA,2647,15
English,USA,2648,0
"English,Tagalog,Cantonese,Mandarin,Spanish",USA,2649,516
English,USA,2650,0
"English,Hebrew",USA,2651,58
English,USA,2652,0
"English,Spanish",USA,2653,15
English,USA,2654,0
English,USA,2655,0
English,"USA,Germany",2656,14
"English,Cantonese,Korean",USA,2657,517
"English,Spanish",USA,2658,15
English,"UK,USA",2659,16
English,"UK,France,USA",2660,118
English,"UK,France,USA",2661,118
"English,German,French","UK,USA,France,Italy",2662,518
"English,Spanish",USA,2663,15
English,USA,2664,0
English,USA,2665,0
English,"USA,Canada",2666,39
English,"USA,Canada",2667,39
"English,Spanish,Latin",USA,2668,253
"English,Hindi","USA,Canada,Germany",2669,519
English,USA,2670,0
English,USA,2671,0
English,"USA,Germany",2672,14
English,USA,2673,0
English,USA,2674,0
English,USA,2675,0
English,USA,2676,0
English,USA,2677,0
English,"USA,Germany",2678,14
English,USA,2679,0
"English,Spanish",USA,2680,15
"English,Spanish,Chinese",USA,2681,520
"English,Mandarin,Swiss German,Cantonese,Russian","USA,France,UK",2682,521
"English,French,Japanese","UK,France,USA",2683,522
English,USA,2684,0
English,"Canada,USA",2685,86
"English,French,German,Italian,Japanese","USA,Czech Republic",2686,523
English,"Canada,USA",2687,86
English,"USA,Japan,France",2688,524
English,"Canada,USA",2689,86
English,"USA,Canada",2690,39
English,USA,2691,0
English,"USA,France",2692,90
English,USA,2693,0
"English,French",USA,2694,26
"English,Spanish",USA,2695,15
English,"Germany,USA",2696,110
English,USA,2697,0
English,USA,2698,0
"English,Japanese,Spanish",USA,2699,497
English,USA,2700,0
English,"UK,USA",2701,16
English,USA,2702,0
English,USA,2703,0
English,USA,2704,0
English,USA,2705,0
English,USA,2706,0
English,"France,UK,USA",2707,100
"Hopi,English,Spanish",USA,2708,525
English,USA,2709,0
English,"UK,USA",2710,16
English,USA,2711,0
English,USA,2712,0
English,USA,2713,0
English,USA,2714,0
English,USA,2715,0
English,"USA,Germany",2716,14
English,USA,2717,0
English,USA,2718,0
"English,Cantonese",USA,2719,202
English,USA,2720,0
English,USA,2721,0
English,USA,2722,0
English,USA,2723,0
English,USA,2724,0
English,USA,2725,0
English,"USA,UK",2726,41
English,USA,2727,0
English,USA,2728,0
English,USA,2729,0
English,"France,USA",2730,7
English,USA,2731,0
English,USA,2732,0
"Cantonese,English,Mandarin","USA,China,Hong Kong",2733,526
English,USA,2734,0
English,"USA,Australia",2735,25
"English,French","UK,USA",2736,22
English,"USA,China",2737,183
English,USA,2738,0
"English,Spanish","USA,Argentina",2739,527
"English,German","Germany,USA",2740,528
English,USA,2741,0
English,USA,2742,0
English,"USA,Canada",2743,39
"English,Russian",USA,2744,17
"English,Spanish",USA,2745,15
English,USA,2746,0
English,USA,2747,0
English,USA,2748,0
English,USA,2749,0
English,USA,2750,0
"English,Latin",USA,2751,245
English,USA,2752,0
English,USA,2753,0
English,USA,2754,0
"English,Japanese",USA,2755,99
"English,Persian",USA,2756,529
English,USA,2757,0
English,USA,2758,0
"English,Russian","Australia,USA",2759,530
English,"USA,Australia,Canada",2760,531
English,USA,2761,0
English,"USA,Germany",2762,14
English,USA,2763,0
English,"USA,South Korea",2764,532
English,USA,2765,0
English,USA,2766,0
English,"USA,Germany",2767,14
"English,Italian",USA,2768,5
English,USA,2769,0
English,USA,2770,0
English,USA,2771,0
English,USA,2772,0
English,"South Africa,UK,USA",2773,533
English,USA,2774,0
English,USA,2775,0
English,"UK,USA",2776,16
English,USA,2777,0
English,USA,2778,0
"English,Italian",USA,2779,5
"English,Spanish",USA,2780,15
English,USA,2781,0
"English,Russian",USA,2782,17
"English,French,Latin,Scottish Gaelic",USA,2783,534
"English,Italian",USA,2784,5
English,USA,2785,0
English,USA,2786,0
English,USA,2787,0
English,USA,2788,0
English,USA,2789,0
English,USA,2790,0
English,"UK,USA",2791,16
English,USA,2792,0
English,USA,2793,0
English,USA,2794,0
English,USA,2795,0
English,USA,2796,0
English,USA,2797,0
English,USA,2798,0
English,USA,2799,0
English,"France,USA",2800,7
English,USA,2801,0
