Address1,State,original_index,unique_index,count
1010 lay dam road,al,837,81,24
1010 lay dam road,al,838,81,24
1010 lay dam road,al,839,81,24
1010 lay dam road,al,840,81,24
1010 lay dam road,al,841,81,24
1010 lay dam road,al,842,81,24
1010 lay dam road,al,843,81,24
1010 lay dam road,al,844,81,24
1010 lay dam road,al,845,81,24
1010 lay dam road,al,846,81,24
1010 lay dam road,al,847,81,24
1010 lay dam road,al,848,81,24
x0x0 lay dam road,al,849,82,1
1010 lay dam road,al,850,81,24
1010 lay dam road,al,851,81,24
1256 military street south,al,852,83,24
1256 military street south,al,853,83,24
1256 military street south,al,854,83,24
1256 military street south,al,855,83,24
1256 military street south,al,856,83,24
1256 military street sxuth,al,857,84,1
1256 military street south,al,858,83,24
1256 military street south,al,859,83,24
1256 military street south,al,860,83,24
1256 military street south,al,861,83,24
1256 military street south,al,862,83,24
1256 military street south,al,863,83,24
1256 military street south,al,864,83,24
1256 military street south,al,865,83,24
1256 military street south,al,866,83,24
1256 military street south,al,867,83,24
1256 military street south,al,868,83,24
1256 military street south,al,869,83,24
1256 military street south,al,870,83,24
1256 military street south,al,871,83,24
1256 military street south,al,872,83,24
1256 military street south,al,873,83,24
1256 military street south,al,874,83,24
1256 military street south,al,875,83,24
1256 military street south,al,876,83,24
1653 temple avenue north,al,877,85,23
1653 temple avenue north,al,878,85,23
1653 temple avenue north,al,879,85,23
1653 temple avenue north,al,880,85,23
1653 temple avenue north,al,881,85,23
1653 temple avenue north,al,882,85,23
1653 temple avenue north,al,883,85,23
1653 temple avenue north,xl,884,86,2
1653 temple avenue north,al,885,85,23
1653 temple avenue north,xl,886,86,2
1653 temple avenue north,al,887,85,23
1653 temple avenue north,al,888,85,23
1653 temple avenue north,al,889,85,23
1653 temple avenue north,al,890,85,23
1653 temple avenue north,al,891,85,23
1653 temple avenue north,al,892,85,23
1653 temple avenue north,al,893,85,23
1653 temple avenue north,al,894,85,23
1653 temple avenue north,al,895,85,23
1653 temple avenue north,al,896,85,23
1653 temple avenue north,al,897,85,23
1653 temple avenue north,al,898,85,23
1653 temple avenue north,al,899,85,23
1653 temple avenue north,al,900,85,23
1653 temple avenue north,al,901,85,23
600 south third street,al,902,87,26
600 south third street,al,903,87,26
600 south third street,al,904,87,26
600 south third street,al,905,87,26
600 south third street,al,906,87,26
600 south third street,al,907,87,26
600 south third street,al,908,87,26
600 south third street,al,909,87,26
600 south third street,al,910,87,26
600 south third street,al,911,87,26
600 south third street,al,912,87,26
600 south third street,al,913,87,26
600 south third street,al,914,87,26
600 souxh xhird sxreex,al,915,88,1
600 south third street,al,916,87,26
600 south third street,al,917,87,26
600 south third street,al,918,87,26
600 south third street,al,919,87,26
600 south third street,al,920,87,26
600 south third street,al,921,87,26
600 south third street,ax,922,89,1
600 south third street,al,923,87,26
600 south third street,al,924,87,26
600 south third street,al,925,87,26
600 south third street,al,926,87,26
600 south third street,al,927,87,26
600 south third street,al,928,87,26
600 south third street,al,929,87,26
515 miranda st,al,930,90,22
515 miranda st,al,931,90,22
515 miranda st,al,932,90,22
515 miranda st,al,933,90,22
515 miranda sx,al,934,91,1
515 miranxa st,al,935,92,1
515 miranda st,al,936,90,22
515 miranda st,al,937,90,22
515 miranda st,al,938,90,22
515 miranda st,al,939,90,22
515 miranda st,al,940,90,22
515 miranda st,al,941,90,22
515 miranda st,al,942,90,22
515 miranda st,al,943,90,22
515 miranda st,al,944,90,22
515 mirxndx st,al,945,93,1
515 miranda st,al,946,90,22
515 miranda st,al,947,90,22
515 miranda st,al,948,90,22
515 miranda st,al,949,90,22
515 miranda st,al,950,90,22
515 miranda st,al,951,90,22
515 miranda st,al,952,90,22
515 miranda st,al,953,90,22
515 miranda st,al,954,90,22
400 n edwards street,al,955,94,24
400xnxedwardsxstreet,al,956,95,1
400 n edwards street,al,957,94,24
400 n edwards street,al,958,94,24
400 n edwards street,al,959,94,24
400 n edwards street,al,960,94,24
400 n edwards street,al,961,94,24
400 n edwards street,al,962,94,24
400 n edwards street,al,963,94,24
400 n edwards street,al,964,94,24
400 n edwards street,al,965,94,24
400 n edwards street,al,966,94,24
400 n edwards street,al,967,94,24
400 n edwards street,al,968,94,24
400 n edwards street,al,969,94,24
400 n edwards street,al,970,94,24
400 n edwards street,al,971,94,24
400 n edwards street,al,972,94,24
400 n edwards street,al,973,94,24
400 n edwards street,al,974,94,24
400 n edwards street,al,975,94,24
400 n edwards street,al,976,94,24
400 n edwards street,al,977,94,24
400 n edwards street,al,978,94,24
400 n edwards street,al,979,94,24
150 gilbreath drive,al,980,96,19
150 gilbreath drive,al,981,96,19
150 gilbreath drive,al,982,96,19
150 gilbreath drive,al,983,96,19
150 gilbreath drive,al,984,96,19
150 gilbreath drive,al,985,96,19
150 gilxreath drive,al,986,97,1
150 gilbreath drive,al,987,96,19
150 gilbreath drive,al,988,96,19
150 gilbreath drive,al,989,96,19
150 gilbreath drive,al,990,96,19
150 gilbreath drive,al,991,96,19
150 gilbreath drive,al,992,96,19
150 gilbreath drive,al,993,96,19
150 gilbreath drive,al,994,96,19
150 gilbreath drive,al,995,96,19
150 gilbreath drive,al,996,96,19
150 gilbreath drive,al,997,96,19
150 gilbreath drive,al,998,96,19
150 gilbreath drive,al,999,96,19
