CountyName,HospitalOwner,original_index,unique_index,count
cullman,government - hospital district or authority,723,78,23
cullman,government - hospital district or authority,724,78,23
cullman,government - hospital district or authority,725,78,23
cullman,government - hospital district or authority,726,78,23
cullman,government - hospital district or authority,727,78,23
cullman,government - hospital district or authority,728,78,23
cullman,government - hospital district or authority,729,78,23
cxllman,government - hospital district or authority,730,79,2
cullman,government - hospital district or authority,731,78,23
cullman,government - hospital district or authority,732,78,23
cullman,government - hospital district or authority,733,78,23
cullman,government - hospital district or authority,734,78,23
cullman,government - hospital district or authority,735,78,23
cullman,government - hospital district or authority,736,78,23
cullman,government - hospital district or authority,737,78,23
cullman,government - hospital district or authority,738,78,23
cullman,government - hospital district or authority,739,78,23
cullman,government - hospital district or authority,740,78,23
covington,proprietary,741,80,23
covington,proprietary,742,80,23
covington,proprietary,743,80,23
covington,prxprietary,744,81,1
covington,proprietary,745,80,23
covington,proprietary,746,80,23
covington,proprietary,747,80,23
covington,proprietary,748,80,23
covington,proprietary,749,80,23
covington,proprietary,750,80,23
covington,proprietary,751,80,23
coxington,proprietary,752,82,1
covington,proprietary,753,80,23
covington,proprietary,754,80,23
covington,proprietary,755,80,23
covington,proprietary,756,80,23
covington,proprietary,757,80,23
covington,proprietary,758,80,23
covington,proprietary,759,80,23
covington,proprietary,760,80,23
covington,proprietary,761,80,23
covington,proprietary,762,80,23
covington,proprietary,763,80,23
covington,proprietary,764,80,23
covington,proprietary,765,80,23
calhoun,proprietary,766,31,25
calhoun,proprietary,767,31,25
calhoun,proprietary,768,31,25
calhoun,proprietary,769,31,25
calhoun,proprietary,770,31,25
calhoun,proprietary,771,31,25
calhoun,proprietary,772,31,25
calhoun,proprietary,773,31,25
madison,government - hospital district or authority,774,83,25
madison,government - hospital district or authority,775,83,25
madison,government - hospital district or authority,776,83,25
madison,government - hospital district or authority,777,83,25
madison,government - hospital district or authority,778,83,25
madison,government - hospital district or authority,779,83,25
madison,government - hospital district or authority,780,83,25
madison,government - hospital district or authority,781,83,25
madison,government - hospital district or authority,782,83,25
madison,government - hospital district or authority,783,83,25
madison,goverxmext - hospital district or authority,784,84,1
madisxn,government - hospital district or authority,785,85,1
madison,government - hospital district or authority,786,83,25
madison,government - hospital district or authority,787,83,25
madison,government - hospital district or authority,788,83,25
madison,government - hospital district or authority,789,83,25
madison,government - hospital district or authority,790,83,25
madison,government - hospital district or authority,791,83,25
madison,government - hospital district or authority,792,83,25
madison,government - hospital district or authority,793,83,25
madison,government - hospital district or authority,794,83,25
madison,government - hospital district or authority,795,83,25
madison,government - hospital district or authority,796,83,25
madison,government - hospital district or authority,797,83,25
madisox,government - hospital district or authority,798,86,1
madison,government - hospital district or authority,799,83,25
madison,government - hospital district or authority,800,83,25
madison,government - hospital district or authority,801,83,25
etowah,proprietary,802,87,52
etowah,proprietary,803,87,52
etowah,proprietary,804,87,52
etowah,proprietary,805,87,52
etowah,proprietary,806,87,52
etowah,proprietary,807,87,52
etowah,proprietary,808,87,52
etowah,proprietary,809,87,52
etowah,proprietary,810,87,52
etowah,proprietary,811,87,52
etowah,proprietary,812,87,52
etowah,proprietary,813,87,52
etowah,proprietary,814,87,52
etowah,proprietary,815,87,52
etowah,proprietary,816,87,52
etowah,proprietary,817,87,52
etowah,proprietary,818,87,52
etowah,proprietary,819,87,52
etowah,proprietary,820,87,52
etowah,proprietary,821,87,52
etowah,proprietary,822,87,52
etowah,proprietary,823,87,52
etowah,proprietary,824,87,52
etowah,proprietary,825,87,52
etowah,proprietary,826,87,52
chilton,voluntary non-profit - private,827,88,24
chilton,voluntary non-profit - private,828,88,24
chilton,voluntary non-profit - private,829,88,24
chilton,voluntary non-profit - private,830,88,24
chilton,voluntary non-profit - private,831,88,24
chilton,voluntary non-profit - private,832,88,24
chilton,voluntary non-profit - private,833,88,24
chilton,voluntary non-profit - private,834,88,24
chilton,voluntary non-profit - private,835,88,24
chilton,voluntary non-profit - private,836,88,24
chilton,voluntary non-profit - private,837,88,24
chilton,voluntary non-profit - private,838,88,24
chilton,voluntary non-profit - private,839,88,24
chilton,voluntary non-profit - private,840,88,24
chilton,voluntary non-profit - private,841,88,24
chilton,voluntary non-profit - private,842,88,24
chilton,voluntary non-profit - private,843,88,24
chilton,voluntary non-profit - private,844,88,24
chilton,voluntary non-profit - private,845,88,24
chilton,voluntaxy non-pxofit - pxivate,846,89,1
chilton,voluntary non-profit - private,847,88,24
chilton,voluntary non-profit - private,848,88,24
chilton,voluntary non-profit - private,849,88,24
chilton,voluntary non-profit - private,850,88,24
chilton,voluntary non-profit - private,851,88,24
marion,voluntary non-profit - private,852,90,23
marion,voluntary non-profit - private,853,90,23
marion,voluntary non-profit - private,854,90,23
marion,voluntary non-profit - private,855,90,23
marion,voluntary non-profit - private,856,90,23
marion,voluntary non-profit - private,857,90,23
marion,voluntary non-profit - private,858,90,23
marion,voluntary non-profit - private,859,90,23
marion,voluntary non-profit - private,860,90,23
marion,voluntary non-profit - private,861,90,23
marion,voluntary non-profit - private,862,90,23
marion,voluntary non-profit - private,863,90,23
marion,voluntary non-profit - private,864,90,23
marion,voluntary non-profit - private,865,90,23
marion,voluntary non-profit - private,866,90,23
marion,voluntary non-profit - private,867,90,23
marion,voluxtary xox-profit - private,868,91,1
marion,voluntary non-profit - private,869,90,23
marion,voluntary non-profit - private,870,90,23
marion,voluntary non-profit - private,871,90,23
marion,voluntaxy non-pxofit - pxivate,872,92,1
marion,voluntary non-profit - private,873,90,23
marion,voluntary non-profit - private,874,90,23
marion,voluntary non-profit - private,875,90,23
marion,voluntary non-profit - private,876,90,23
fayette,voluntary non-profit - other,877,93,24
fayette,voluntary non-profit - other,878,93,24
fayette,voluntary non-profit - other,879,93,24
fayette,voluntary non-profit - other,880,93,24
fayette,voluntary non-profit - other,881,93,24
fayette,voluntary non-profit - other,882,93,24
fayette,voluntary non-profit - other,883,93,24
fayette,voluntary non-profit - other,884,93,24
fayette,voluntary non-profit - other,885,93,24
fayette,voluntary non-profit - other,886,93,24
fayette,voluntary non-profit - other,887,93,24
fayette,voluntary non-profit - other,888,93,24
fayette,voluntary non-profit - other,889,93,24
fayette,voluntary non-profit - other,890,93,24
fayette,voluntary non-profit - other,891,93,24
fayette,voluntary non-profit - other,892,93,24
fayette,voluntary non-profit - other,893,93,24
fayette,voluntary non-profit - other,894,93,24
fayexxe,voluntary non-profit - other,895,94,1
fayette,voluntary non-profit - other,896,93,24
fayette,voluntary non-profit - other,897,93,24
fayette,voluntary non-profit - other,898,93,24
fayette,voluntary non-profit - other,899,93,24
fayette,voluntary non-profit - other,900,93,24
fayette,voluntary non-profit - other,901,93,24
etowah,proprietary,902,87,52
etowah,proprietary,903,87,52
etowah,proprietary,904,87,52
etowah,proprietary,905,87,52
etowah,proprietary,906,87,52
etowah,proprietary,907,87,52
etowah,proprietary,908,87,52
etowah,proprietary,909,87,52
etowah,proprietary,910,87,52
etowah,proprietary,911,87,52
etowah,proprietary,912,87,52
etowah,proprietary,913,87,52
etowah,proprietary,914,87,52
etowah,proprietary,915,87,52
etowah,proprietary,916,87,52
etowxh,proprietary,917,95,1
etowah,proprietary,918,87,52
etowah,proprietary,919,87,52
etowah,proprietary,920,87,52
etowah,proprietary,921,87,52
etowah,proprietary,922,87,52
etowah,proprietary,923,87,52
etowah,proprietary,924,87,52
etowah,proprietary,925,87,52
etowah,proprietary,926,87,52
etowah,proprietary,927,87,52
etowah,proprietary,928,87,52
etowah,proprietary,929,87,52
butler,voluntary non-profit - private,930,96,24
butler,voluntary non-profit - private,931,96,24
butler,voluntary non-profit - private,932,96,24
butler,voluntary non-profit - private,933,96,24
butler,voluntary non-profit - private,934,96,24
butler,voluntary non-profit - private,935,96,24
butler,voluntary non-profit - private,936,96,24
butler,voluntary non-profit - private,937,96,24
butler,voluntary non-profit - private,938,96,24
butler,voluntary non-profit - private,939,96,24
butler,voluntary non-profit - private,940,96,24
butler,voluntary non-profit - private,941,96,24
butler,voluntary non-profit - private,942,96,24
butxer,voluntary non-profit - private,943,97,1
butler,voluntary non-profit - private,944,96,24
butler,voluntary non-profit - private,945,96,24
butler,voluntary non-profit - private,946,96,24
butler,voluntary non-profit - private,947,96,24
butler,voluntary non-profit - private,948,96,24
butler,voluntary non-profit - private,949,96,24
butler,voluntary non-profit - private,950,96,24
butler,voluntary non-profit - private,951,96,24
butler,voluntary non-profit - private,952,96,24
butler,voluntary non-profit - private,953,96,24
butler,voluntary non-profit - private,954,96,24
coffee,proprietary,955,98,24
coffee,proprietary,956,98,24
coffee,proprietary,957,98,24
coffee,proprietary,958,98,24
coffee,proprietary,959,98,24
coffee,proprietary,960,98,24
coffee,proprietary,961,98,24
coffee,proprietary,962,98,24
coffee,proprietary,963,98,24
coffee,proprietary,964,98,24
coffee,proprietary,965,98,24
cxffee,proprietary,966,99,1
coffee,proprietary,967,98,24
coffee,proprietary,968,98,24
coffee,proprietary,969,98,24
coffee,proprietary,970,98,24
coffee,proprietary,971,98,24
coffee,proprietary,972,98,24
coffee,proprietary,973,98,24
coffee,proprietary,974,98,24
coffee,proprietary,975,98,24
coffee,proprietary,976,98,24
coffee,proprietary,977,98,24
coffee,proprietary,978,98,24
coffee,proprietary,979,98,24
blount,voluntary non-profit - private,980,100,20
blount,voluntary non-profit - private,981,100,20
blount,voluntary non-profit - private,982,100,20
blount,voluntary non-profit - private,983,100,20
blount,voluntary non-profit - private,984,100,20
blount,voluntary non-profit - private,985,100,20
blount,voluntary non-profit - private,986,100,20
blount,voluntary non-profit - private,987,100,20
blount,voluntary non-profit - private,988,100,20
blount,voluntary non-profit - private,989,100,20
blount,voluntary non-profit - private,990,100,20
blount,voluntary non-profit - private,991,100,20
blount,voluntary non-profit - private,992,100,20
blount,voluntary non-profit - private,993,100,20
blount,voluntary non-profit - private,994,100,20
blount,voluntary non-profit - private,995,100,20
blount,voluntary non-profit - private,996,100,20
blount,voluntary non-profit - private,997,100,20
blount,voluntary non-profit - private,998,100,20
blount,voluntary non-profit - private,999,100,20
