city,state,original_index,unique_index
Portland,OR,1095,15
Milwaukee,WI,1096,249
Milwaukee,WI,1097,249
Milwaukee,WI,1098,249
Lenoir,NC,1099,250
Lenoir,NC,1100,250
Minneapolis,MN,1101,49
Minneapolis,MN,1102,49
Minneapolis,MN,1103,49
Minneapolis,MN,1104,49
Minneapolis,MN,1105,49
Minneapolis,MN,1106,49
Austin,TX,1107,39
Austin,TX,1108,39
Austin,TX,1109,39
Indianapolis,IN,1110,69
Austin,TX,1111,39
Austin,TX,1112,39
Jacksonville,FL,1113,83
Jacksonville,FL,1114,83
Jacksonville,FL,1115,83
Ipswich,MA,1116,251
Wilmington,DE,1117,252
Framingham,MA,1118,253
Framingham,MA,1119,253
Framingham MA,,1120,254
Framingham,MA,1121,253
Framingham,MA,1122,253
Biglerville,PA,1123,255
Biglerville,PA,1124,255
Nashville,TN,1125,256
Athens,OH,1126,257
Athens,OH,1127,257
Athens,OH,1128,257
Athens,OH,1129,257
Athens,OH,1130,257
Laurel,MD,1131,258
Stevens Point,WI,1132,144
Stevens Point,WI,1133,144
Stevens Point,WI,1134,144
Stevens Point,WI,1135,144
Stevens Point,WI,1136,144
Stevens Point WI,,1137,259
Henderson,NV,1138,260
Henderson,NV,1139,260
Henderson,NV,1140,260
Henderson,NV,1141,260
Kalona,IA,1142,261
Kalona,IA,1143,261
Houston,TX,1144,110
Houston,TX,1145,110
Houston,TX,1146,110
Houston,TX,1147,110
Houston TX,,1148,109
Houston,TX,1149,110
Houston,TX,1150,110
Houston,TX,1151,110
Houston,TX,1152,110
Houston,TX,1153,110
Brooklyn,NY,1154,103
Brooklyn,NY,1155,103
Brooklyn NY,,1156,104
Soldotna,AK,1157,262
Soldotna AK,,1158,263
Soldotna,AK,1159,262
Soldotna,AK,1160,262
Missoula,MT,1161,64
Missoula,MT,1162,64
Missoula,MT,1163,64
Missoula,MT,1164,64
Missoula,MT,1165,64
Missoula,MT,1166,64
Houghton,MI,1167,264
Houghton,MI,1168,264
Houghton,MI,1169,264
Houghton,MI,1170,264
Houghton,MI,1171,264
Houghton,MI,1172,264
Houghton,MI,1173,264
Anchorage,AK,1174,102
Anchorage,AK,1175,102
Anchorage,AK,1176,102
Anchorage,AK,1177,102
Anchorage,AK,1178,102
Kirkwood,MO,1179,265
Kirkwood,MO,1180,265
Kona,HI,1181,266
Kona,HI,1182,266
Kona,HI,1183,266
Kona,HI,1184,266
Krebs,OK,1185,267
Bellingham,WA,1186,34
Albuquerque NM,,1187,268
Albuquerque,NM,1188,269
Lancaster,PA,1189,270
Lancaster,PA,1190,270
Portage,MI,1191,271
Portage,MI,1192,271
Portage,MI,1193,271
Portage,MI,1194,271
Ponderay,ID,1195,272
Ponderay,ID,1196,272
Ponderay,ID,1197,272
Erie,PA,1198,273
Erie,PA,1199,273
Eau Claire,WI,1200,274
Helena,MT,1201,275
Helena,MT,1202,275
Helena MT,,1203,276
Helena,MT,1204,275
Helena,MT,1205,275
Stillwater,MN,1206,277
Stillwater,MN,1207,277
York,PA,1208,278
York,PA,1209,278
York,PA,1210,278
York PA,,1211,279
Lone Tree,CO,1212,280
Raleigh,NC,1213,281
Raleigh,NC,1214,281
Raleigh,NC,1215,281
Raleigh,NC,1216,281
Raleigh,NC,1217,281
Bridgewater Corners,VT,1218,282
Bridgewater Corners,VT,1219,282
Bridgewater Corners,VT,1220,282
Bridgewater Corners,VT,1221,282
Bridgewater Corners,VT,1222,282
East Fairfield,VT,1223,283
East Fairfield,VT,1224,283
East Fairfield,VT,1225,283
East Fairfield,VT,1226,283
Ashburn,VA,1227,284
Ashburn,VA,1228,284
Menominee,WI,1229,285
Menominie,WI,1230,286
Menominie,WI,1231,286
Menominie,WI,1232,286
Jackson,MS,1233,287
Jackson,MS,1234,287
Flagstaff,AZ,1235,288
Flagstaff,AZ,1236,288
Flagstaff,AZ,1237,288
Flagstaff,AZ,1238,288
Portland OR,,1239,248
Portland,OR,1240,15
Macon,GA,1241,289
Macon,GA,1242,289
Cincinnati,OH,1243,23
Cincinnati,OH,1244,23
Cincinnati,OH,1245,23
Cincinnati OH,,1246,290
Cincinnati,OH,1247,23
Cincinnati,OH,1248,23
Cincinnati,OH,1249,23
Cincinnati,OH,1250,23
Cincinnati,OH,1251,23
South Burlington,VT,1252,291
South Burlington,VT,1253,291
South Burlington,VT,1254,291
Mammoth Lakes,CA,1255,292
Mammoth Lakes,CA,1256,292
Mammoth Lakes,CA,1257,292
Mammoth Lakes,CA,1258,292
Philadelphia,PA,1259,179
Philadelphia,PA,1260,179
Philadelphia,PA,1261,179
Philadelphia,PA,1262,179
Philadelphia,PA,1263,179
Philadelphia,PA,1264,179
Philadelphia,PA,1265,179
Philadelphia,PA,1266,179
Philadelphia,PA,1267,179
Santee,CA,1268,293
Santee,CA,1269,293
Santee,CA,1270,293
Santee,CA,1271,293
Santee,CA,1272,293
Albuquerque,NM,1273,269
Albuquerque,NM,1274,269
Belfast,ME,1275,294
Belfast,ME,1276,294
Belfast,ME,1277,294
Belfast,ME,1278,294
Belfast,ME,1279,294
Fort Worth,TX,1280,295
Fort Worth,TX,1281,295
Fort Worth,TX,1282,295
Fort Worth,TX,1283,295
Fort Worth TX,,1284,296
Fort Worth,TX,1285,295
Fort Worth,TX,1286,295
Fort Worth TX,,1287,296
Utica NY,,1288,297
Utica,NY,1289,298
Utica,NY,1290,298
Utica,NY,1291,298
Utica,NY,1292,298
Utica,NY,1293,298
Utica NY,,1294,297
Utica,NY,1295,298
Utica,NY,1296,298
Utica,NY,1297,298
Utica,NY,1298,298
Utica,NY,1299,298
Utica,NY,1300,298
Lahaina,HI,1301,299
Lahaina,HI,1302,299
Lahaina,HI,1303,299
Lahaina,HI,1304,299
Lahaina,HI,1305,299
Lahaina,HI,1306,299
Lahaina,HI,1307,299
Lahaina,HI,1308,299
Lahaina,HI,1309,299
Lahaina,HI,1310,299
Lahaina,HI,1311,299
Lahaina,HI,1312,299
Half Moon Bay,CA,1313,300
Half Moon Bay,CA,1314,300
Half Moon Bay,CA,1315,300
Somerset Center,MI,1316,301
Somerset Center,MI,1317,301
Somerset Center,MI,1318,301
Hilo,HI,1319,238
Hilo,HI,1320,238
Hilo,HI,1321,238
Hilo,HI,1322,238
Hilo,HI,1323,238
Hilo,HI,1324,238
Miami,FL,1325,302
Miami,FL,1326,302
Miami,FL,1327,302
Miami,FL,1328,302
Libertyville,IL,1329,303
Anchorage,AK,1330,102
Anchorage,AK,1331,102
Anchorage,AK,1332,102
Anchorage,AK,1333,102
Anchorage,AK,1334,102
San Diego,CA,1335,44
San Diego,CA,1336,44
San Diego,CA,1337,44
San Diego,CA,1338,44
San Diego,CA,1339,44
San Diego,CA,1340,44
Chicago,IL,1341,197
Chicago IL,,1342,221
Chicago,IL,1343,197
Chicago,IL,1344,197
Chicago,IL,1345,197
Chicago,IL,1346,197
Chicago,IL,1347,197
Chicago,IL,1348,197
Pottstown,PA,1349,304
Pottstown,PA,1350,304
Royal Oak,MI,1351,305
Royal Oak,MI,1352,305
Royal Oak,MI,1353,305
Milwaukee,WI,1354,249
Milwaukee,WI,1355,249
Milwaukee,WI,1356,249
Milwaukee,WI,1357,249
Milwaukee,WI,1358,249
Milwaukee,WI,1359,249
Milwaukee,WI,1360,249
Monroe,WI,1361,306
Monroe,WI,1362,306
Monroe,WI,1363,306
Monroe,WI,1364,306
Monroe,WI,1365,306
Monroe,WI,1366,306
Monroe WI,,1367,307
Monroe,WI,1368,306
Monroe,WI,1369,306
Monroe,WI,1370,306
Monroe,WI,1371,306
Monroe,WI,1372,306
Monroe,WI,1373,306
San Diego CA,,1374,45
San Diego,CA,1375,44
San Diego CA,,1376,45
San Diego,CA,1377,44
Moab,UT,1378,308
Moab,UT,1379,308
Moab,UT,1380,308
Moab,UT,1381,308
North Conway,NH,1382,309
North Conway,NH,1383,309
Lincoln,NE,1384,75
San Diego,CA,1385,44
San Diego,CA,1386,44
San Diego,CA,1387,44
San Diego,CA,1388,44
San Diego,CA,1389,44
San Diego,CA,1390,44
San Diego,CA,1391,44
San Diego,CA,1392,44
Flagstaff,AZ,1393,288
San Diego,CA,1394,44
San Diego,CA,1395,44
San Diego,CA,1396,44
Montauk,NY,1397,310
Montauk,NY,1398,310
Saint Louis,MO,1399,6
Saint Louis,MO,1400,6
Saint Louis,MO,1401,6
Saint Louis,MO,1402,6
Saint Louis,MO,1403,6
Vista,CA,1404,311
Kinston,NC,1405,312
Kinston,NC,1406,312
Springfield,MO,1407,313
Springfield,MO,1408,313
Mount Pleasant,MI,1409,314
Lake Havasu City,AZ,1410,150
Lake Havasu City,AZ,1411,150
Lake Havasu City,AZ,1412,150
Lake Havasu City,AZ,1413,150
Lake Havasu City,AZ,1414,150
Mustang,OK,1415,315
Mustang,OK,1416,315
Mustang,OK,1417,315
Mustang,OK,1418,315
Mustang,OK,1419,315
Providence,RI,1420,316
Providence,RI,1421,316
Providence,RI,1422,316
Providence,RI,1423,316
Providence,RI,1424,316
Providence,RI,1425,316
Providence,RI,1426,316
Providence,RI,1427,316
Providence,RI,1428,316
Providence,RI,1429,316
Portland OR,,1430,248
Portland,OR,1431,15
Portland,OR,1432,15
Portland,OR,1433,15
Portland,OR,1434,15
Portland,OR,1435,15
Papillion,NE,1436,317
Papillion,NE,1437,317
Papillion,NE,1438,317
Papillion,NE,1439,317
Papillion,NE,1440,317
Croydon,PA,1441,318
Croydon,PA,1442,318
Fort Collins,CO,1443,319
Fort Collins,CO,1444,319
Fort Collins,CO,1445,319
Fort Collins,CO,1446,319
Fort Collins,CO,1447,319
Fort Collins,CO,1448,319
Fort Collins,CO,1449,319
Fort Collins,CO,1450,319
Fort Collins,CO,1451,319
Fort Collins,CO,1452,319
Fort Collins,CO,1453,319
Fort Collins,CO,1454,319
Fort Collins,CO,1455,319
Fort Collins,CO,1456,319
Fort Collins,CO,1457,319
Fort Collins,CO,1458,319
Fort Collins,CO,1459,319
Woodbridge,CT,1460,320
Woodbridge,CT,1461,320
Woodbridge,CT,1462,320
Woodbridge,CT,1463,320
Woodbridge,CT,1464,320
Woodbridge,CT,1465,320
Woodbridge,CT,1466,320
Woodbridge,CT,1467,320
Woodbridge,CT,1468,320
Woodbridge,CT,1469,320
Woodbridge,CT,1470,320
New Orleans,LA,1471,321
New Orleans,LA,1472,321
New Orleans,LA,1473,321
New Orleans,LA,1474,321
New Orleans,LA,1475,321
New Orleans,LA,1476,321
College Station,TX,1477,322
College Station,TX,1478,322
College Station,TX,1479,322
Myrtle Beach SC,,1480,323
Myrtle Beach,SC,1481,324
Newburgh,NY,1482,325
Newburyport,MA,1483,326
Newburyport,MA,1484,326
Newburyport,MA,1485,326
Everett,MA,1486,327
Charlotte,NC,1487,67
Charlotte,NC,1488,67
Slippery Rock,PA,1489,328
Slippery Rock,PA,1490,328
Slippery Rock,PA,1491,328
Slippery Rock,PA,1492,328
Minneapolis,MN,1493,49
Minneapolis,MN,1494,49
Minneapolis,MN,1495,49
Minneapolis,MN,1496,49
Minneapolis,MN,1497,49
Minneapolis,MN,1498,49
Northamtpon,MA,1499,329
Pacific,WA,1500,330
Pacific,WA,1501,330
Eau Claire,WI,1502,274
Eau Claire,WI,1503,274
Ipswich,MA,1504,251
Ipswich,MA,1505,251
O'Fallon,MO,1506,331
O'Fallon,MO,1507,331
O'Fallon,MO,1508,331
Eugene,OR,1509,76
Eugene,OR,1510,76
Eugene,OR,1511,76
Eugene,OR,1512,76
Austin,TX,1513,39
Austin,TX,1514,39
Austin,TX,1515,39
Austin,TX,1516,39
Portland,OR,1517,15
Portland,OR,1518,15
Portland,OR,1519,15
Portland,OR,1520,15
Arvada,CO,1521,332
Arvada,CO,1522,332
Arvada,CO,1523,332
Arvada,CO,1524,332
Arvada,CO,1525,332
Arvada,CO,1526,332
Arvada,CO,1527,332
Spirit Lake,IA,1528,333
Spirit Lake,IA,1529,333
Spirit Lake,IA,1530,333
Spirit Lake,IA,1531,333
Spirit Lake,IA,1532,333
Spirit Lake,IA,1533,333
Danville,PA,1534,334
Danville,PA,1535,334
Danville,PA,1536,334
Danville,PA,1537,334
Danville,PA,1538,334
Danville,PA,1539,334
Danville,PA,1540,334
Danville,PA,1541,334
Danville,PA,1542,334
Danville,PA,1543,334
Airway Heights,WA,1544,335
Airway Heights,WA,1545,335
Airway Heights,WA,1546,335
Airway Heights,WA,1547,335
Airway Heights,WA,1548,335
Atlanta,GA,1549,336
Atlanta,GA,1550,336
Longmont,CO,1551,337
Longmont,CO,1552,337
Longmont,CO,1553,337
Longmont,CO,1554,337
Longmont,CO,1555,337
Longmont,CO,1556,337
Longmont,CO,1557,337
Longmont CO,,1558,338
Longmont CO,,1559,338
Longmont,CO,1560,337
Longmont,CO,1561,337
Longmont,CO,1562,337
Longmont,CO,1563,337
Longmont,CO,1564,337
Longmont,CO,1565,337
Longmont,CO,1566,337
Longmont,CO,1567,337
Longmont,CO,1568,337
Longmont,CO,1569,337
Longmont,CO,1570,337
Longmont,CO,1571,337
Longmont,CO,1572,337
Longmont,CO,1573,337
Longmont,CO,1574,337
Longmont,CO,1575,337
Longmont,CO,1576,337
Longmont,CO,1577,337
Longmont,CO,1578,337
Longmont,CO,1579,337
Longmont,CO,1580,337
Longmont,CO,1581,337
Longmont CO,,1582,338
Longmont,CO,1583,337
Lyons,CO,1584,339
Lyons,CO,1585,339
Lyons,CO,1586,339
Lyons CO,,1587,340
Lyons,CO,1588,339
Lyons,CO,1589,339
Lyons,CO,1590,339
Lyons CO,,1591,340
Lyons,CO,1592,339
Lyons,CO,1593,339
Lyons,CO,1594,339
Lyons,CO,1595,339
Lyons,CO,1596,339
Brevard,NC,1597,341
Brevard,NC,1598,341
Brevard,NC,1599,341
Brevard,NC,1600,341
Brevard,NC,1601,341
Brevard,NC,1602,341
Middlebury,VT,1603,342
Waterbury,VT,1604,343
Rogers,AR,1605,344
Palisade,CO,1606,345
Palisade,CO,1607,345
Fort Collins,CO,1608,319
Fort Collins,CO,1609,319
Fort Collins,CO,1610,319
Fort Collins,CO,1611,319
Fort Collins,CO,1612,319
Garden City,ID,1613,159
Garden City,ID,1614,159
Garden City,ID,1615,159
Garden City,ID,1616,159
Garden City,ID,1617,159
Knoxville,IA,1618,346
Portland,ME,1619,162
Portland ME,,1620,347
Fredericksburg,TX,1621,348
Fredericksburg,TX,1622,348
Lafayette,IN,1623,349
Lafayette,IN,1624,349
Lafayette,IN,1625,349
Lafayette,IN,1626,349
Comstock Park,MI,1627,350
Comstock Park,MI,1628,350
Comstock Park,MI,1629,350
Comstock Park,MI,1630,350
Comstock Park,MI,1631,350
Comstock Park,MI,1632,350
San Antonio,TX,1633,92
San Antonio,TX,1634,92
San Antonio,TX,1635,92
San Antonio,TX,1636,92
San Antonio,TX,1637,92
San Antonio,TX,1638,92
San Antonio,TX,1639,92
Petoskey,MI,1640,351
Petoskey MI,,1641,352
Petoskey,MI,1642,351
Petoskey,MI,1643,351
Phoenix,AZ,1644,353
Monument,CO,1645,354
Monument,CO,1646,354
Monument,CO,1647,354
San Francisco,CA,1648,3
San Francisco,CA,1649,3
Bucryus,MO,1650,355
Bucryus,MO,1651,355
Bucryus,MO,1652,355
Bucryus,MO,1653,355
Bucryus,MO,1654,355
Bucryus,MO,1655,355
Bucryus,MO,1656,355
Bucryus,MO,1657,355
Chicago,IL,1658,197
Black Mountain,NC,1659,356
Black Mountain,NC,1660,356
Carlsbad,CA,1661,112
Carlsbad,CA,1662,112
Carlsbad,CA,1663,112
Cleveland,OH,1664,107
Lemont,IL,1665,357
Cleveland,OH,1666,107
Prescott,AZ,1667,358
Prescott,AZ,1668,358
Dillon,CO,1669,359
Dillon CO,,1670,360
Dillon,CO,1671,359
Dillon,CO,1672,359
Dillon,CO,1673,359
Dillon,CO,1674,359
Dillon,CO,1675,359
Seattle,WA,1676,143
Seattle,WA,1677,143
Greenville,SC,1678,361
Greenville,SC,1679,361
Fort Worth,TX,1680,295
Fort Worth,TX,1681,295
Blanco,TX,1682,362
Blanco,TX,1683,362
Blanco,TX,1684,362
Blanco,TX,1685,362
Blanco,TX,1686,362
Blanco,TX,1687,362
Blanco,TX,1688,362
Blanco,TX,1689,362
Marietta,GA,1690,363
Marietta GA,,1691,364
Marietta,GA,1692,363
Mt. Airy,MD,1693,365
Mt. Airy,MD,1694,365
Mt. Airy,MD,1695,365
Mt. Airy,MD,1696,365
Mt. Airy,MD,1697,365
Bend,OR,1698,0
Woodinville,WA,1699,178
Woodinville,WA,1700,178
Woodinville,WA,1701,178
Boulder,CO,1702,31
Boulder,CO,1703,31
Boulder,CO,1704,31
Temecula,CA,1705,70
Denver,CO,1706,71
Denver,CO,1707,71
Denver CO,,1708,93
Denver,CO,1709,71
Denver,CO,1710,71
Denver,CO,1711,71
Paonia,CO,1712,366
Paonia,CO,1713,366
Paonia CO,,1714,367
Paonia,CO,1715,366
Paonia,CO,1716,366
Paonia,CO,1717,366
Paonia,CO,1718,366
Paonia,CO,1719,366
Chicago,IL,1720,197
Chicago,IL,1721,197
Chicago,IL,1722,197
Chicago,IL,1723,197
Chicago,IL,1724,197
Chicago,IL,1725,197
Chicago,IL,1726,197
Chicago,IL,1727,197
Cincinnati,OH,1728,23
Cincinnati,OH,1729,23
Cincinnati,OH,1730,23
Cincinnati,OH,1731,23
Cincinnati,OH,1732,23
Cincinnati,OH,1733,23
Cincinnati,OH,1734,23
Cincinnati OH,,1735,290
Traverse City,MI,1736,96
Portland,ME,1737,162
Portland ME,,1738,347
Denver,CO,1739,71
Denver,CO,1740,71
Lockland,OH,1741,368
Lockland,OH,1742,368
Export PA,,1743,369
Export,PA,1744,370
Export,PA,1745,370
Export,PA,1746,370
Export PA,,1747,369
Export,PA,1748,370
Export,PA,1749,370
Export,PA,1750,370
Export,PA,1751,370
Export,PA,1752,370
Export,PA,1753,370
Export,PA,1754,370
Export,PA,1755,370
Export,PA,1756,370
Export,PA,1757,370
Roanoke,VA,1758,371
Rochester MI,,1759,372
Rochester,MI,1760,373
Rochester,MI,1761,373
Rochester,MI,1762,373
Rochester,MI,1763,373
Rochester,MI,1764,373
Rochester,MI,1765,373
Newport,OR,1766,374
Midwest City,OK,1767,375
Midwest City,OK,1768,375
Midwest City,OK,1769,375
Lansdale,PA,1770,376
Lansdale,PA,1771,376
Lansdale PA,,1772,377
Lansdale,PA,1773,376
Lansdale,PA,1774,376
Lansdale,PA,1775,376
Lansdale,PA,1776,376
Sacramento,CA,1777,378
Sacramento,CA,1778,378
Sacramento,CA,1779,378
Sacramento,CA,1780,378
Sacramento,CA,1781,378
San Diego,CA,1782,44
San Diego,CA,1783,44
San Diego,CA,1784,44
San Diego,CA,1785,44
Chandler,AZ,1786,379
Chandler,AZ,1787,379
Chandler,AZ,1788,379
Chandler,AZ,1789,379
Chandler,AZ,1790,379
Chandler,AZ,1791,379
Chandler,AZ,1792,379
Chandler,AZ,1793,379
Chandler,AZ,1794,379
Chandler,AZ,1795,379
Chandler,AZ,1796,379
Chandler,AZ,1797,379
Chandler,AZ,1798,379
Chandler,AZ,1799,379
Chandler AZ,,1800,380
Chandler,AZ,1801,379
Chandler,AZ,1802,379
Chandler,AZ,1803,379
Chandler,AZ,1804,379
Boulder,CO,1805,31
Boulder,CO,1806,31
Santa Cruz,CA,1807,381
Santa Cruz,CA,1808,381
Santa Cruz,CA,1809,381
Santa Fe,NM,1810,382
Santa Fe,NM,1811,382
Santa Fe,NM,1812,382
Santa Fe,NM,1813,382
Santa Fe,NM,1814,382
Santa Fe,NM,1815,382
Santa Fe,NM,1816,382
Douglas,MI,1817,383
Seattle,WA,1818,143
Seattle,WA,1819,143
Seattle,WA,1820,143
Saint Louis,MO,1821,6
Saint Louis,MO,1822,6
Saint Louis,MO,1823,6
Saint Louis,MO,1824,6
Saint Louis,MO,1825,6
Saint Louis,MO,1826,6
Portland,ME,1827,162
Santa Cruz,CA,1828,381
Seattle,WA,1829,143
Seattle,WA,1830,143
Silverton OR,,1831,384
Silverton,OR,1832,385
Columbus,OH,1833,185
Columbus,OH,1834,185
Columbus,OH,1835,185
Columbus,OH,1836,185
Columbus,OH,1837,185
Wolcott,CT,1838,386
Marlborough,MA,1839,387
Portland,ME,1840,162
Portland,ME,1841,162
Portland,ME,1842,162
Portland,ME,1843,162
Chico,CA,1844,388
Chico,CA,1845,388
Chico,CA,1846,388
Chico,CA,1847,388
Chico,CA,1848,388
Chico,CA,1849,388
Chico,CA,1850,388
Chico CA,,1851,389
Chico,CA,1852,388
Ada,MI,1853,390
Silverton,CO,1854,391
Silverton,CO,1855,391
Silverton,CO,1856,391
Brooklyn,NY,1857,103
Brooklyn,NY,1858,103
Brooklyn,NY,1859,103
Brooklyn NY,,1860,104
Brooklyn,NY,1861,103
Brooklyn,NY,1862,103
Brooklyn,NY,1863,103
Brooklyn,NY,1864,103
Brooklyn NY,,1865,104
Brooklyn,NY,1866,103
Brooklyn,NY,1867,103
Brooklyn,NY,1868,103
Brooklyn,NY,1869,103
Brooklyn,NY,1870,103
Brooklyn,NY,1871,103
Brooklyn,NY,1872,103
Brooklyn,NY,1873,103
Brooklyn,NY,1874,103
Brooklyn,NY,1875,103
Brooklyn,NY,1876,103
Brooklyn,NY,1877,103
Brooklyn,NY,1878,103
Brooklyn,NY,1879,103
Brooklyn,NY,1880,103
Durango,CO,1881,392
Durango,CO,1882,392
Durango CO,,1883,393
Durango,CO,1884,392
Durango,CO,1885,392
Durango,CO,1886,392
Durango,CO,1887,392
Durango,CO,1888,392
Durango,CO,1889,392
Durango,CO,1890,392
Durango,CO,1891,392
Durango,CO,1892,392
Meridian,ID,1893,394
Meridian,ID,1894,394
Chicago,IL,1895,197
Chicago,IL,1896,197
Anchorage,AK,1897,102
Phoenixville,PA,1898,395
Pottstown,PA,1899,304
Pottstown,PA,1900,304
Pottstown,PA,1901,304
Pottstown,PA,1902,304
Pottstown,PA,1903,304
Pottstown,PA,1904,304
Pottstown PA,,1905,396
Pottstown,PA,1906,304
Pottstown,PA,1907,304
Pottstown,PA,1908,304
Pottstown,PA,1909,304
Pottstown,PA,1910,304
Norfolk,VA,1911,397
Norfolk,VA,1912,397
Norfolk,VA,1913,397
Jackson,WY,1914,398
Jackson,WY,1915,398
Jackson,WY,1916,398
Jackson,WY,1917,398
Jackson,WY,1918,398
Jackson,WY,1919,398
Jackson,WY,1920,398
Boise,ID,1921,399
Boise,ID,1922,399
Boise,ID,1923,399
Boise,ID,1924,399
Boise,ID,1925,399
Boise ID,,1926,400
Boise,ID,1927,399
Boise,ID,1928,399
Boise,ID,1929,399
Boise,ID,1930,399
Boise,ID,1931,399
Boise ID,,1932,400
Boise,ID,1933,399
Boise,ID,1934,399
Boise,ID,1935,399
Boise,ID,1936,399
Boise,ID,1937,399
South Austin,TX,1938,401
South Austin,TX,1939,401
South Austin,TX,1940,401
South Austin,TX,1941,401
Southampton,NY,1942,402
Medford,OR,1943,403
Medford,OR,1944,403
Hattiesburg,MS,1945,404
Hattiesburg,MS,1946,404
Hattiesburg,MS,1947,404
Hattiesburg,MS,1948,404
Hattiesburg,MS,1949,404
Hattiesburg,MS,1950,404
Hattiesburg,MS,1951,404
Hattiesburg,MS,1952,404
Hattiesburg,MS,1953,404
Conroe,TX,1954,405
Conroe TX,,1955,406
Conroe,TX,1956,405
Conroe,TX,1957,405
Conroe,TX,1958,405
Conroe,TX,1959,405
Conroe,TX,1960,405
Conroe,TX,1961,405
Conroe,TX,1962,405
Conroe,TX,1963,405
Conroe,TX,1964,405
Conroe,TX,1965,405
Conroe,TX,1966,405
Conroe,TX,1967,405
San Francisco,CA,1968,3
Cortland,NE,1969,407
Chicago,IL,1970,197
Chicago,IL,1971,197
Chicago,IL,1972,197
Chicago,IL,1973,197
Chicago,IL,1974,197
Chicago,IL,1975,197
Chicago,IL,1976,197
Chicago,IL,1977,197
Chicago,IL,1978,197
Chicago IL,,1979,221
Chicago,IL,1980,197
Chicago,IL,1981,197
Glendale,WI,1982,408
Glendale,WI,1983,408
Conestoga,PA,1984,409
Paw Paw,MI,1985,410
Crozet,VA,1986,411
Crozet,VA,1987,411
Crozet,VA,1988,411
Crozet,VA,1989,411
Durango,CO,1990,392
Durango,CO,1991,392
Durango,CO,1992,392
Durango,CO,1993,392
Stevens Point,WI,1994,144
Stevens Point,WI,1995,144
Stevens Point,WI,1996,144
Stevens Point,WI,1997,144
Stevens Point,WI,1998,144
Stevens Point,WI,1999,144
Stevens Point,WI,2000,144
Stevens Point,WI,2001,144
Stevens Point,WI,2002,144
Stevens Point,WI,2003,144
Stevens Point,WI,2004,144
Stevens Point,WI,2005,144
Stevens Point,WI,2006,144
Stevens Point,WI,2007,144
Stevens Point,WI,2008,144
Stevens Point,WI,2009,144
Stevens Point,WI,2010,144
Stevens Point,WI,2011,144
Stevens Point,WI,2012,144
Stevens Point,WI,2013,144
Stevens Point,WI,2014,144
Stevens Point,WI,2015,144
Green Bay,WI,2016,244
Baltimore,MD,2017,412
Baltimore,MD,2018,412
Baltimore MD,,2019,413
Portland,ME,2020,162
Huntsville,AL,2021,414
Huntsville,AL,2022,414
Huntsville,AL,2023,414
St Mary's,PA,2024,415
St Mary's,PA,2025,415
St Mary's,PA,2026,415
St Mary's,PA,2027,415
St Paul,MN,2028,416
St. Paul,MN,2029,417
St. Paul MN,,2030,418
St. Paul,MN,2031,417
Indianapolis,IN,2032,69
Indianapolis,IN,2033,69
Indianapolis,IN,2034,69
Indianapolis,IN,2035,69
Indianapolis,IN,2036,69
Indianapolis,IN,2037,69
Indianapolis,IN,2038,69
Indianapolis,IN,2039,69
Indianapolis,IN,2040,69
Indianapolis IN,,2041,419
Indianapolis IN,,2042,419
Indianapolis,IN,2043,69
Indianapolis IN,,2044,419
Indianapolis,IN,2045,69
Indianapolis,IN,2046,69
Indianapolis,IN,2047,69
Indianapolis,IN,2048,69
Indianapolis,IN,2049,69
Indianapolis,IN,2050,69
Indianapolis,IN,2051,69
Indianapolis,IN,2052,69
Indianapolis,IN,2053,69
Indianapolis,IN,2054,69
Indianapolis,IN,2055,69
Indianapolis,IN,2056,69
Indianapolis,IN,2057,69
Indianapolis,IN,2058,69
Indianapolis,IN,2059,69
Indianapolis IN,,2060,419
Indianapolis,IN,2061,69
Indianapolis,IN,2062,69
Indianapolis,IN,2063,69
Indianapolis,IN,2064,69
Indianapolis,IN,2065,69
Indianapolis,IN,2066,69
Indianapolis,IN,2067,69
Indianapolis,IN,2068,69
Indianapolis,IN,2069,69
Hardy,VA,2070,420
Hardy,VA,2071,420
Brooklyn Center,MN,2072,421
Brooklyn Center MN,,2073,422
Brooklyn Center,MN,2074,421
Brooklyn Center,MN,2075,421
Brooklyn Center,MN,2076,421
Brooklyn Center,MN,2077,421
Brooklyn Center,MN,2078,421
Brooklyn Center,MN,2079,421
Brooklyn Center,MN,2080,421
Brooklyn Center,MN,2081,421
Brooklyn Center,MN,2082,421
Brooklyn Center,MN,2083,421
Brooklyn Center,MN,2084,421
Gainesville,FL,2085,423
Gainesville,FL,2086,423
Gainesville,FL,2087,423
Gainesville,FL,2088,423
Gainesville,FL,2089,423
Manheim,PA,2090,424
Atlanta,GA,2091,336
Atlanta,GA,2092,336
Atlanta,GA,2093,336
Atlanta,GA,2094,336
San Diego,CA,2095,44
San Diego,CA,2096,44
San Diego,CA,2097,44
San Diego,CA,2098,44
San Diego,CA,2099,44
San Diego,CA,2100,44
San Diego,CA,2101,44
San Diego,CA,2102,44
Manhattan,KS,2103,425
Manhattan,KS,2104,425
Manhattan,KS,2105,425
Manhattan,KS,2106,425
Manhattan,KS,2107,425
Manhattan,KS,2108,425
Manhattan,KS,2109,425
Manhattan,KS,2110,425
Manhattan,KS,2111,425
Manhattan KS,,2112,426
Manhattan,KS,2113,425
