HospitalName,CountyName,original_index,unique_index,count
community hospital inc,elmore,707,69,21
community hospital inc,elmore,708,69,21
community hospital inc,elmore,709,69,21
communixy hospixal inc,elmore,710,73,1
community hospital inc,elmore,711,69,21
community hospital inc,elmore,712,69,21
community hospital inc,elmore,713,69,21
community hospital inc,elmore,714,69,21
community hospital inc,elmore,715,69,21
cullman regional medical center,cullman,716,74,23
cullman regional medical center,cullman,717,74,23
cullman regional medical center,cullman,718,74,23
cullman regional medical center,cullman,719,74,23
cullman regional medical center,cullman,720,74,23
cullman regional medical center,cullman,721,74,23
cullman regional medical center,cxllman,722,75,1
cullman regional medical center,cullman,723,74,23
cullman regional medical center,cullman,724,74,23
cullman regional medical center,cullman,725,74,23
cullman regional medical center,cullman,726,74,23
cullman regional medical center,cullman,727,74,23
cullman regional medical center,cullman,728,74,23
cullman regional medical center,cullman,729,74,23
cullmxn regionxl medicxl center,cxllman,730,76,1
cullman regional medical center,cullman,731,74,23
cullman regional medical center,cullman,732,74,23
cullman regional medical center,cullman,733,74,23
cullman regional medical center,cullman,734,74,23
cullman regional medical center,cullman,735,74,23
cullman regional medical center,cullman,736,74,23
cullman regional medical center,cullman,737,74,23
cullman regional medical center,cullman,738,74,23
cullman regional medical center,cullman,739,74,23
cullman regional medical center,cullman,740,74,23
andalusia regional hospital,covington,741,77,22
andalusia regional hospital,covington,742,77,22
andalusia regional hospital,covington,743,77,22
andalusia regional hospital,covington,744,77,22
andalusia regional hospital,covington,745,77,22
andalusia regional hospital,covington,746,77,22
andalusia regional hospital,covington,747,77,22
andalusia regional hospital,covington,748,77,22
andalusia regional hospital,covington,749,77,22
andalusia regional hospital,covington,750,77,22
andalusia regional hospital,covington,751,77,22
andalusia regional hospital,coxington,752,78,1
andalusia regional hospital,covington,753,77,22
andalusia regional hospital,covington,754,77,22
andalusia regional hospital,covington,755,77,22
andalusia regional hospital,covington,756,77,22
andalusia regional hospital,covington,757,77,22
andaxusia regionax hospitax,covington,758,79,1
andalusia regional hospital,covington,759,77,22
andalusia regional hospital,covington,760,77,22
andalusia regional hospital,covington,761,77,22
andalusia regional hospital,covington,762,77,22
andalusia regional hospital,covington,763,77,22
andalusia regional hospital,covington,764,77,22
andaluxia regional hoxpital,covington,765,80,1
stringfellow memorial hospital,calhoun,766,25,26
stringfellow memorial hospital,calhoun,767,25,26
stringfellow memorial hospital,calhoun,768,25,26
stringfellow memorial hospital,calhoun,769,25,26
stringfellow memorial hospital,calhoun,770,25,26
stringfellow memorial hospital,calhoun,771,25,26
stringfellow memorial hospital,calhoun,772,25,26
stringfellow memorial hospital,calhoun,773,25,26
huntsville hospital,madison,774,81,25
huntsville hospital,madison,775,81,25
huntsville hospital,madison,776,81,25
huntsvxlle hospxtal,madison,777,82,1
huntsville hospital,madison,778,81,25
huntsville hospital,madison,779,81,25
huntsville hospital,madison,780,81,25
huntsville hospital,madison,781,81,25
huntsville hospital,madison,782,81,25
huntsville hospital,madison,783,81,25
huntsville hospital,madison,784,81,25
huntsville hospital,madisxn,785,83,1
huntsville hospital,madison,786,81,25
huntsville hospital,madison,787,81,25
huntsville hospital,madison,788,81,25
huntsville hospital,madison,789,81,25
huntsville hospital,madison,790,81,25
huntsville hospital,madison,791,81,25
huntsville hospital,madison,792,81,25
huntsville hospital,madison,793,81,25
huntsville hospital,madison,794,81,25
huntsville hospital,madison,795,81,25
huntsville hospital,madison,796,81,25
huntsville hospital,madison,797,81,25
huntsville hospital,madisox,798,84,1
huntsville hospital,madison,799,81,25
huntsville hospital,madison,800,81,25
huntsville hospital,madison,801,81,25
gadsden regional medical center,etowah,802,85,25
gadsden regional medical center,etowah,803,85,25
gadsden regional medical center,etowah,804,85,25
gadsden regional medical center,etowah,805,85,25
gadsden regional medical center,etowah,806,85,25
gadsden regional medical center,etowah,807,85,25
gadsden regional medical center,etowah,808,85,25
gadsden regional medical center,etowah,809,85,25
gadsden regional medical center,etowah,810,85,25
gadsden regional medical center,etowah,811,85,25
gadsden regional medical center,etowah,812,85,25
gadsden regional medical center,etowah,813,85,25
gadsden regional medical center,etowah,814,85,25
gadsden regional medical center,etowah,815,85,25
gadsden regional medical center,etowah,816,85,25
gadsden regional medical center,etowah,817,85,25
gadsden regional medical center,etowah,818,85,25
gadsden regional medical center,etowah,819,85,25
gadsden regional medical center,etowah,820,85,25
gadsden regional medical center,etowah,821,85,25
gadsden regional medical center,etowah,822,85,25
gadsden regional medical center,etowah,823,85,25
gadsden regional medical center,etowah,824,85,25
gadsden regional medical center,etowah,825,85,25
gadsden regional medical center,etowah,826,85,25
chilton medical center,chilton,827,86,25
chilton medical center,chilton,828,86,25
chilton medical center,chilton,829,86,25
chilton medical center,chilton,830,86,25
chilton medical center,chilton,831,86,25
chilton medical center,chilton,832,86,25
chilton medical center,chilton,833,86,25
chilton medical center,chilton,834,86,25
chilton medical center,chilton,835,86,25
chilton medical center,chilton,836,86,25
chilton medical center,chilton,837,86,25
chilton medical center,chilton,838,86,25
chilton medical center,chilton,839,86,25
chilton medical center,chilton,840,86,25
chilton medical center,chilton,841,86,25
chilton medical center,chilton,842,86,25
chilton medical center,chilton,843,86,25
chilton medical center,chilton,844,86,25
chilton medical center,chilton,845,86,25
chilton medical center,chilton,846,86,25
chilton medical center,chilton,847,86,25
chilton medical center,chilton,848,86,25
chilton medical center,chilton,849,86,25
chilton medical center,chilton,850,86,25
chilton medical center,chilton,851,86,25
marion regional medical center,marion,852,87,25
marion regional medical center,marion,853,87,25
marion regional medical center,marion,854,87,25
marion regional medical center,marion,855,87,25
marion regional medical center,marion,856,87,25
marion regional medical center,marion,857,87,25
marion regional medical center,marion,858,87,25
marion regional medical center,marion,859,87,25
marion regional medical center,marion,860,87,25
marion regional medical center,marion,861,87,25
marion regional medical center,marion,862,87,25
marion regional medical center,marion,863,87,25
marion regional medical center,marion,864,87,25
marion regional medical center,marion,865,87,25
marion regional medical center,marion,866,87,25
marion regional medical center,marion,867,87,25
marion regional medical center,marion,868,87,25
marion regional medical center,marion,869,87,25
marion regional medical center,marion,870,87,25
marion regional medical center,marion,871,87,25
marion regional medical center,marion,872,87,25
marion regional medical center,marion,873,87,25
marion regional medical center,marion,874,87,25
marion regional medical center,marion,875,87,25
marion regional medical center,marion,876,87,25
fayette medical center,fayette,877,88,24
fayette medical center,fayette,878,88,24
fayette medical center,fayette,879,88,24
fayette medical center,fayette,880,88,24
fayette medical center,fayette,881,88,24
fayette medical center,fayette,882,88,24
fayette medical center,fayette,883,88,24
fayette medical center,fayette,884,88,24
fayette medical center,fayette,885,88,24
fayette medical center,fayette,886,88,24
fayette medical center,fayette,887,88,24
fayette medical center,fayette,888,88,24
fayette medical center,fayette,889,88,24
fayette medical center,fayette,890,88,24
fayette medical center,fayette,891,88,24
fayette medical center,fayette,892,88,24
fayette medical center,fayette,893,88,24
fayette medical center,fayette,894,88,24
fayette medical center,fayexxe,895,89,1
fayette medical center,fayette,896,88,24
fayette medical center,fayette,897,88,24
fayette medical center,fayette,898,88,24
fayette medical center,fayette,899,88,24
fayette medical center,fayette,900,88,24
fayette medical center,fayette,901,88,24
riverview regional medical center,etowah,902,90,24
rivxrvixw rxgional mxdical cxntxr,etowah,903,91,1
riverview regional medical center,etowah,904,90,24
riverview regional medical center,etowah,905,90,24
riverview regional medical center,etowah,906,90,24
riverview regional medical center,etowah,907,90,24
riverview regional medical center,etowah,908,90,24
riverview regional medical center,etowah,909,90,24
riverview regional medical center,etowah,910,90,24
riverview regional medical center,etowah,911,90,24
riverview regional medical center,etowah,912,90,24
riverview regional medical center,etowah,913,90,24
riverview regional medical center,etowah,914,90,24
riverview regional medical center,etowah,915,90,24
riverview regional medical center,etowah,916,90,24
riverview regional medical center,etowxh,917,92,1
riverview regional medical center,etowah,918,90,24
riverview regional medical center,etowah,919,90,24
riverview regional medical center,etowah,920,90,24
xivexview xegional medical centex,etowah,921,93,1
riverview rexional medical center,etowah,922,94,1
riverview regional medical center,etowah,923,90,24
riverview regional medical center,etowah,924,90,24
riverview regional medical center,etowah,925,90,24
riverview regional medical center,etowah,926,90,24
riverview regional medical center,etowah,927,90,24
riverview regional medical center,etowah,928,90,24
riverview regional medical center,etowah,929,90,24
georgiana hospital,butler,930,95,23
georgiana hospital,butler,931,95,23
georgiana hospital,butler,932,95,23
georgiana hospital,butler,933,95,23
georgiana hospital,butler,934,95,23
georgiana hospital,butler,935,95,23
georgiana hospital,butler,936,95,23
georgiana hospital,butler,937,95,23
georgiaxa hospital,butler,938,96,1
georgiana hospital,butler,939,95,23
georgiana hospital,butler,940,95,23
georgiana hospital,butler,941,95,23
georgiana hospital,butler,942,95,23
georgiana hospital,butxer,943,97,1
georgiana hospital,butler,944,95,23
georgiana hospital,butler,945,95,23
georgiana hospital,butler,946,95,23
georgiana hospital,butler,947,95,23
georgiana hospital,butler,948,95,23
georgiana hospital,butler,949,95,23
georgiana hospital,butler,950,95,23
georgiana hospital,butler,951,95,23
georgiana hospital,butler,952,95,23
georgiana hospital,butler,953,95,23
georgiana hospital,butler,954,95,23
medical center enterprise,coffee,955,98,22
medixal xenter enterprise,coffee,956,99,1
medical center enterprise,coffee,957,98,22
medical center enterprise,coffee,958,98,22
medical center enterprise,coffee,959,98,22
medical center enterprise,coffee,960,98,22
medical center enterprise,coffee,961,98,22
medxcal center enterprxse,coffee,962,100,1
medical center enterprise,coffee,963,98,22
medical center enterprise,coffee,964,98,22
medical center enterprise,coffee,965,98,22
medical center enterprise,cxffee,966,101,1
medical center enterprise,coffee,967,98,22
medical center enterprise,coffee,968,98,22
medical center enterprise,coffee,969,98,22
medical center enterprise,coffee,970,98,22
medical center enterprise,coffee,971,98,22
medical center enterprise,coffee,972,98,22
medical center enterprise,coffee,973,98,22
medical center enterprise,coffee,974,98,22
medical center enterprise,coffee,975,98,22
medical center enterprise,coffee,976,98,22
medical center enterprise,coffee,977,98,22
medical center enterprise,coffee,978,98,22
medical center enterprise,coffee,979,98,22
st vincents blount,blount,980,102,19
st vincents blount,blount,981,102,19
st vincents blount,blount,982,102,19
st vincents blount,blount,983,102,19
st vincents blount,blount,984,102,19
st vincents blount,blount,985,102,19
st vincents blount,blount,986,102,19
st vincents bxount,blount,987,103,1
st vincents blount,blount,988,102,19
st vincents blount,blount,989,102,19
st vincents blount,blount,990,102,19
st vincents blount,blount,991,102,19
st vincents blount,blount,992,102,19
st vincents blount,blount,993,102,19
st vincents blount,blount,994,102,19
st vincents blount,blount,995,102,19
st vincents blount,blount,996,102,19
st vincents blount,blount,997,102,19
st vincents blount,blount,998,102,19
st vincents blount,blount,999,102,19
