city,original_index,unique_index
Flagstaff,1393,280
San Diego,1394,44
San Diego,1395,44
San Diego,1396,44
Montauk,1397,302
Montauk,1398,302
Saint Louis,1399,6
Saint Louis,1400,6
Saint Louis,1401,6
Saint Louis,1402,6
Saint Louis,1403,6
Vista,1404,303
Kinston,1405,304
Kinston,1406,304
Springfield,1407,240
Springfield,1408,240
Mount Pleasant,1409,305
Lake Havasu City,1410,148
Lake Havasu City,1411,148
Lake Havasu City,1412,148
Lake Havasu City,1413,148
Lake Havasu City,1414,148
Mustang,1415,306
Mustang,1416,306
Mustang,1417,306
Mustang,1418,306
Mustang,1419,306
Providence,1420,307
Providence,1421,307
Providence,1422,307
Providence,1423,307
Providence,1424,307
Providence,1425,307
Providence,1426,307
Providence,1427,307
Providence,1428,307
Providence,1429,307
Portland OR,1430,241
Portland,1431,15
Portland,1432,15
Portland,1433,15
Portland,1434,15
Portland,1435,15
Papillion,1436,308
Papillion,1437,308
Papillion,1438,308
Papillion,1439,308
Papillion,1440,308
Croydon,1441,309
Croydon,1442,309
Fort Collins,1443,310
Fort Collins,1444,310
Fort Collins,1445,310
Fort Collins,1446,310
Fort Collins,1447,310
Fort Collins,1448,310
Fort Collins,1449,310
Fort Collins,1450,310
Fort Collins,1451,310
Fort Collins,1452,310
Fort Collins,1453,310
Fort Collins,1454,310
Fort Collins,1455,310
Fort Collins,1456,310
Fort Collins,1457,310
Fort Collins,1458,310
Fort Collins,1459,310
Woodbridge,1460,311
Woodbridge,1461,311
Woodbridge,1462,311
Woodbridge,1463,311
Woodbridge,1464,311
Woodbridge,1465,311
Woodbridge,1466,311
Woodbridge,1467,311
Woodbridge,1468,311
Woodbridge,1469,311
Woodbridge,1470,311
New Orleans,1471,312
New Orleans,1472,312
New Orleans,1473,312
New Orleans,1474,312
New Orleans,1475,312
New Orleans,1476,312
College Station,1477,313
College Station,1478,313
College Station,1479,313
Myrtle Beach SC,1480,314
Myrtle Beach,1481,315
Newburgh,1482,316
Newburyport,1483,317
Newburyport,1484,317
Newburyport,1485,317
Everett,1486,318
Charlotte,1487,67
Charlotte,1488,67
Slippery Rock,1489,319
Slippery Rock,1490,319
Slippery Rock,1491,319
Slippery Rock,1492,319
Minneapolis,1493,49
Minneapolis,1494,49
Minneapolis,1495,49
Minneapolis,1496,49
Minneapolis,1497,49
Minneapolis,1498,49
Northamtpon,1499,320
Pacific,1500,321
Pacific,1501,321
Eau Claire,1502,266
Eau Claire,1503,266
Ipswich,1504,244
Ipswich,1505,244
O'Fallon,1506,322
O'Fallon,1507,322
O'Fallon,1508,322
Eugene,1509,75
Eugene,1510,75
Eugene,1511,75
Eugene,1512,75
Austin,1513,39
Austin,1514,39
Austin,1515,39
Austin,1516,39
Portland,1517,15
Portland,1518,15
Portland,1519,15
Portland,1520,15
Arvada,1521,323
Arvada,1522,323
Arvada,1523,323
Arvada,1524,323
Arvada,1525,323
Arvada,1526,323
Arvada,1527,323
Spirit Lake,1528,324
Spirit Lake,1529,324
Spirit Lake,1530,324
Spirit Lake,1531,324
Spirit Lake,1532,324
Spirit Lake,1533,324
Danville,1534,325
Danville,1535,325
Danville,1536,325
Danville,1537,325
Danville,1538,325
Danville,1539,325
Danville,1540,325
Danville,1541,325
Danville,1542,325
Danville,1543,325
Airway Heights,1544,326
Airway Heights,1545,326
Airway Heights,1546,326
Airway Heights,1547,326
Airway Heights,1548,326
Atlanta,1549,327
Atlanta,1550,327
Longmont,1551,328
Longmont,1552,328
Longmont,1553,328
Longmont,1554,328
Longmont,1555,328
Longmont,1556,328
Longmont,1557,328
Longmont CO,1558,329
Longmont CO,1559,329
Longmont,1560,328
Longmont,1561,328
Longmont,1562,328
Longmont,1563,328
Longmont,1564,328
Longmont,1565,328
Longmont,1566,328
Longmont,1567,328
Longmont,1568,328
Longmont,1569,328
Longmont,1570,328
Longmont,1571,328
Longmont,1572,328
Longmont,1573,328
Longmont,1574,328
Longmont,1575,328
Longmont,1576,328
Longmont,1577,328
Longmont,1578,328
Longmont,1579,328
Longmont,1580,328
Longmont,1581,328
Longmont CO,1582,329
Longmont,1583,328
Lyons,1584,107
Lyons,1585,107
Lyons,1586,107
Lyons CO,1587,330
Lyons,1588,107
Lyons,1589,107
Lyons,1590,107
Lyons CO,1591,330
Lyons,1592,107
Lyons,1593,107
Lyons,1594,107
Lyons,1595,107
Lyons,1596,107
Brevard,1597,331
Brevard,1598,331
Brevard,1599,331
Brevard,1600,331
Brevard,1601,331
Brevard,1602,331
Middlebury,1603,332
Waterbury,1604,333
Rogers,1605,334
Palisade,1606,335
Palisade,1607,335
Fort Collins,1608,310
Fort Collins,1609,310
Fort Collins,1610,310
Fort Collins,1611,310
Fort Collins,1612,310
Garden City,1613,157
Garden City,1614,157
Garden City,1615,157
Garden City,1616,157
Garden City,1617,157
Knoxville,1618,336
Portland,1619,15
Portland ME,1620,337
Fredericksburg,1621,338
Fredericksburg,1622,338
Lafayette,1623,339
Lafayette,1624,339
Lafayette,1625,339
Lafayette,1626,339
Comstock Park,1627,340
Comstock Park,1628,340
Comstock Park,1629,340
Comstock Park,1630,340
Comstock Park,1631,340
Comstock Park,1632,340
San Antonio,1633,91
San Antonio,1634,91
San Antonio,1635,91
San Antonio,1636,91
San Antonio,1637,91
San Antonio,1638,91
San Antonio,1639,91
Petoskey,1640,341
Petoskey MI,1641,342
Petoskey,1642,341
Petoskey,1643,341
Phoenix,1644,343
Monument,1645,344
Monument,1646,344
Monument,1647,344
San Francisco,1648,3
San Francisco,1649,3
Bucryus,1650,345
Bucryus,1651,345
Bucryus,1652,345
Bucryus,1653,345
Bucryus,1654,345
Bucryus,1655,345
Bucryus,1656,345
Bucryus,1657,345
Chicago,1658,192
Black Mountain,1659,346
Black Mountain,1660,346
Carlsbad,1661,111
Carlsbad,1662,111
Carlsbad,1663,111
Cleveland,1664,106
Lemont,1665,347
Cleveland,1666,106
Prescott,1667,348
Prescott,1668,348
Dillon,1669,349
Dillon CO,1670,350
Dillon,1671,349
Dillon,1672,349
Dillon,1673,349
Dillon,1674,349
Dillon,1675,349
Seattle,1676,141
Seattle,1677,141
Greenville,1678,351
Greenville,1679,351
Fort Worth,1680,287
Fort Worth,1681,287
Blanco,1682,352
Blanco,1683,352
Blanco,1684,352
Blanco,1685,352
Blanco,1686,352
Blanco,1687,352
Blanco,1688,352
Blanco,1689,352
Marietta,1690,353
Marietta GA,1691,354
Marietta,1692,353
Mt. Airy,1693,355
Mt. Airy,1694,355
Mt. Airy,1695,355
Mt. Airy,1696,355
Mt. Airy,1697,355
Bend,1698,0
Woodinville,1699,174
Woodinville,1700,174
Woodinville,1701,174
Boulder,1702,31
Boulder,1703,31
Boulder,1704,31
Temecula,1705,70
Denver,1706,71
Denver,1707,71
Denver CO,1708,92
Denver,1709,71
Denver,1710,71
Denver,1711,71
Paonia,1712,356
Paonia,1713,356
Paonia CO,1714,357
Paonia,1715,356
Paonia,1716,356
Paonia,1717,356
Paonia,1718,356
Paonia,1719,356
Chicago,1720,192
Chicago,1721,192
Chicago,1722,192
Chicago,1723,192
Chicago,1724,192
Chicago,1725,192
Chicago,1726,192
Chicago,1727,192
Cincinnati,1728,23
Cincinnati,1729,23
Cincinnati,1730,23
Cincinnati,1731,23
Cincinnati,1732,23
Cincinnati,1733,23
Cincinnati,1734,23
Cincinnati OH,1735,282
Traverse City,1736,95
Portland,1737,15
Portland ME,1738,337
Denver,1739,71
Denver,1740,71
Lockland,1741,358
Lockland,1742,358
Export PA,1743,359
Export,1744,360
Export,1745,360
Export,1746,360
Export PA,1747,359
Export,1748,360
Export,1749,360
Export,1750,360
Export,1751,360
Export,1752,360
Export,1753,360
Export,1754,360
Export,1755,360
Export,1756,360
Export,1757,360
Roanoke,1758,361
Rochester MI,1759,362
Rochester,1760,179
Rochester,1761,179
Rochester,1762,179
Rochester,1763,179
Rochester,1764,179
Rochester,1765,179
Newport,1766,147
Midwest City,1767,363
Midwest City,1768,363
Midwest City,1769,363
Lansdale,1770,364
Lansdale,1771,364
Lansdale PA,1772,365
Lansdale,1773,364
Lansdale,1774,364
Lansdale,1775,364
Lansdale,1776,364
Sacramento,1777,366
Sacramento,1778,366
Sacramento,1779,366
Sacramento,1780,366
Sacramento,1781,366
San Diego,1782,44
San Diego,1783,44
San Diego,1784,44
San Diego,1785,44
Chandler,1786,367
Chandler,1787,367
Chandler,1788,367
Chandler,1789,367
Chandler,1790,367
Chandler,1791,367
Chandler,1792,367
Chandler,1793,367
Chandler,1794,367
Chandler,1795,367
Chandler,1796,367
Chandler,1797,367
Chandler,1798,367
Chandler,1799,367
Chandler AZ,1800,368
Chandler,1801,367
Chandler,1802,367
Chandler,1803,367
Chandler,1804,367
Boulder,1805,31
Boulder,1806,31
Santa Cruz,1807,369
Santa Cruz,1808,369
Santa Cruz,1809,369
Santa Fe,1810,370
Santa Fe,1811,370
Santa Fe,1812,370
Santa Fe,1813,370
Santa Fe,1814,370
Santa Fe,1815,370
Santa Fe,1816,370
Douglas,1817,371
Seattle,1818,141
Seattle,1819,141
Seattle,1820,141
Saint Louis,1821,6
Saint Louis,1822,6
Saint Louis,1823,6
Saint Louis,1824,6
Saint Louis,1825,6
Saint Louis,1826,6
Portland,1827,15
Santa Cruz,1828,369
Seattle,1829,141
Seattle,1830,141
Silverton OR,1831,372
Silverton,1832,373
Columbus,1833,8
Columbus,1834,8
Columbus,1835,8
Columbus,1836,8
Columbus,1837,8
Wolcott,1838,374
Marlborough,1839,375
Portland,1840,15
Portland,1841,15
Portland,1842,15
Portland,1843,15
Chico,1844,376
Chico,1845,376
Chico,1846,376
Chico,1847,376
Chico,1848,376
Chico,1849,376
Chico,1850,376
Chico CA,1851,377
Chico,1852,376
Ada,1853,378
Silverton,1854,373
Silverton,1855,373
Silverton,1856,373
Brooklyn,1857,102
Brooklyn,1858,102
Brooklyn,1859,102
Brooklyn NY,1860,103
Brooklyn,1861,102
Brooklyn,1862,102
Brooklyn,1863,102
Brooklyn,1864,102
Brooklyn NY,1865,103
Brooklyn,1866,102
Brooklyn,1867,102
Brooklyn,1868,102
Brooklyn,1869,102
Brooklyn,1870,102
Brooklyn,1871,102
Brooklyn,1872,102
Brooklyn,1873,102
Brooklyn,1874,102
Brooklyn,1875,102
Brooklyn,1876,102
Brooklyn,1877,102
Brooklyn,1878,102
Brooklyn,1879,102
Brooklyn,1880,102
Durango,1881,379
Durango,1882,379
Durango CO,1883,380
Durango,1884,379
Durango,1885,379
Durango,1886,379
Durango,1887,379
Durango,1888,379
Durango,1889,379
Durango,1890,379
Durango,1891,379
Durango,1892,379
Meridian,1893,381
Meridian,1894,381
Chicago,1895,192
Chicago,1896,192
Anchorage,1897,101
Phoenixville,1898,382
Pottstown,1899,296
Pottstown,1900,296
Pottstown,1901,296
Pottstown,1902,296
Pottstown,1903,296
Pottstown,1904,296
Pottstown PA,1905,383
Pottstown,1906,296
Pottstown,1907,296
Pottstown,1908,296
Pottstown,1909,296
Pottstown,1910,296
Norfolk,1911,384
Norfolk,1912,384
Norfolk,1913,384
Jackson,1914,279
Jackson,1915,279
Jackson,1916,279
Jackson,1917,279
Jackson,1918,279
Jackson,1919,279
Jackson,1920,279
Boise,1921,385
Boise,1922,385
Boise,1923,385
Boise,1924,385
Boise,1925,385
Boise ID,1926,386
Boise,1927,385
Boise,1928,385
Boise,1929,385
Boise,1930,385
Boise,1931,385
Boise ID,1932,386
Boise,1933,385
Boise,1934,385
Boise,1935,385
Boise,1936,385
Boise,1937,385
South Austin,1938,387
South Austin,1939,387
South Austin,1940,387
South Austin,1941,387
Southampton,1942,388
Medford,1943,389
Medford,1944,389
Hattiesburg,1945,390
Hattiesburg,1946,390
Hattiesburg,1947,390
Hattiesburg,1948,390
Hattiesburg,1949,390
Hattiesburg,1950,390
Hattiesburg,1951,390
Hattiesburg,1952,390
Hattiesburg,1953,390
Conroe,1954,391
Conroe TX,1955,392
Conroe,1956,391
Conroe,1957,391
Conroe,1958,391
Conroe,1959,391
Conroe,1960,391
Conroe,1961,391
Conroe,1962,391
Conroe,1963,391
Conroe,1964,391
Conroe,1965,391
Conroe,1966,391
Conroe,1967,391
San Francisco,1968,3
Cortland,1969,393
Chicago,1970,192
Chicago,1971,192
Chicago,1972,192
Chicago,1973,192
Chicago,1974,192
Chicago,1975,192
Chicago,1976,192
Chicago,1977,192
Chicago,1978,192
Chicago IL,1979,216
Chicago,1980,192
Chicago,1981,192
Glendale,1982,394
Glendale,1983,394
Conestoga,1984,395
Paw Paw,1985,396
Crozet,1986,397
Crozet,1987,397
Crozet,1988,397
Crozet,1989,397
Durango,1990,379
Durango,1991,379
Durango,1992,379
Durango,1993,379
Stevens Point,1994,142
Stevens Point,1995,142
Stevens Point,1996,142
Stevens Point,1997,142
Stevens Point,1998,142
Stevens Point,1999,142
Stevens Point,2000,142
Stevens Point,2001,142
Stevens Point,2002,142
Stevens Point,2003,142
Stevens Point,2004,142
Stevens Point,2005,142
Stevens Point,2006,142
Stevens Point,2007,142
Stevens Point,2008,142
Stevens Point,2009,142
Stevens Point,2010,142
Stevens Point,2011,142
Stevens Point,2012,142
Stevens Point,2013,142
Stevens Point,2014,142
Stevens Point,2015,142
Green Bay,2016,237
Baltimore,2017,398
Baltimore,2018,398
Baltimore MD,2019,399
Portland,2020,15
Huntsville,2021,400
Huntsville,2022,400
Huntsville,2023,400
St Mary's,2024,401
St Mary's,2025,401
St Mary's,2026,401
St Mary's,2027,401
St Paul,2028,402
St. Paul,2029,403
St. Paul MN,2030,404
St. Paul,2031,403
Indianapolis,2032,69
Indianapolis,2033,69
Indianapolis,2034,69
Indianapolis,2035,69
Indianapolis,2036,69
Indianapolis,2037,69
Indianapolis,2038,69
Indianapolis,2039,69
Indianapolis,2040,69
Indianapolis IN,2041,405
Indianapolis IN,2042,405
Indianapolis,2043,69
Indianapolis IN,2044,405
Indianapolis,2045,69
Indianapolis,2046,69
Indianapolis,2047,69
Indianapolis,2048,69
Indianapolis,2049,69
Indianapolis,2050,69
Indianapolis,2051,69
Indianapolis,2052,69
Indianapolis,2053,69
Indianapolis,2054,69
Indianapolis,2055,69
Indianapolis,2056,69
Indianapolis,2057,69
Indianapolis,2058,69
Indianapolis,2059,69
Indianapolis IN,2060,405
Indianapolis,2061,69
Indianapolis,2062,69
Indianapolis,2063,69
Indianapolis,2064,69
Indianapolis,2065,69
Indianapolis,2066,69
Indianapolis,2067,69
Indianapolis,2068,69
Indianapolis,2069,69
Hardy,2070,406
Hardy,2071,406
Brooklyn Center,2072,407
Brooklyn Center MN,2073,408
Brooklyn Center,2074,407
Brooklyn Center,2075,407
Brooklyn Center,2076,407
Brooklyn Center,2077,407
Brooklyn Center,2078,407
Brooklyn Center,2079,407
Brooklyn Center,2080,407
Brooklyn Center,2081,407
Brooklyn Center,2082,407
Brooklyn Center,2083,407
Brooklyn Center,2084,407
Gainesville,2085,409
Gainesville,2086,409
Gainesville,2087,409
Gainesville,2088,409
Gainesville,2089,409
Manheim,2090,410
Atlanta,2091,327
Atlanta,2092,327
Atlanta,2093,327
Atlanta,2094,327
San Diego,2095,44
San Diego,2096,44
San Diego,2097,44
San Diego,2098,44
San Diego,2099,44
San Diego,2100,44
San Diego,2101,44
San Diego,2102,44
Manhattan,2103,411
Manhattan,2104,411
Manhattan,2105,411
Manhattan,2106,411
Manhattan,2107,411
Manhattan,2108,411
Manhattan,2109,411
Manhattan,2110,411
Manhattan,2111,411
Manhattan KS,2112,412
Manhattan,2113,411
Manhattan,2114,411
Manhattan,2115,411
Manhattan,2116,411
Manhattan,2117,411
Manhattan,2118,411
Manhattan,2119,411
Manhattan,2120,411
Lakeside,2121,413
Lakeside,2122,413
Tampa,2123,93
Tampa,2124,93
Bridgman,2125,414
Bridgman,2126,414
Bridgman,2127,414
Bargersville,2128,415
Telluride,2129,416
Telluride,2130,416
Telluride,2131,416
Evanston IL,2132,417
Evanston,2133,418
Evanston,2134,418
Athens GA,2135,419
Richmond,2136,228
Richmond,2137,228
Richmond,2138,228
Richmond,2139,228
Waterbury,2140,333
Waterbury,2141,333
Waterbury,2142,333
Waterbury VT,2143,420
Waterbury,2144,333
Waterbury,2145,333
Sheridan,2146,72
Sheridan,2147,72
Sheridan,2148,72
Sheridan,2149,72
Baltimore,2150,398
Baltimore,2151,398
Baltimore,2152,398
Bronx,2153,421
Bronx,2154,421
Bronx,2155,421
Torrance,2156,422
Torrance,2157,422
Torrance,2158,422
Torrance,2159,422
Torrance,2160,422
Burlington,2161,423
Wilkes-Barre,2162,424
New York,2163,84
Grand Rapids,2164,96
Traverse City,2165,95
Traverse City,2166,95
Traverse City,2167,95
Burlington,2168,423
Cold Spring,2169,425
Cold Spring,2170,425
Cold Spring,2171,425
Cold Spring,2172,425
Bloomfield,2173,41
Sisters,2174,426
Sisters,2175,426
Sisters,2176,426
Charlottesville,2177,135
Charlottesville,2178,135
Martinsville,2179,427
Martinsville,2180,427
Martinsville,2181,427
Martinsville,2182,427
Kearney,2183,428
Kearney,2184,428
Kearney,2185,428
Kearney NE,2186,429
Evansville,2187,430
Evansville,2188,430
Evansville,2189,430
Evansville,2190,430
Evansville,2191,430
Evansville,2192,430
Evansville,2193,430
Evansville,2194,430
Evansville IN,2195,431
Baton Rouge,2196,432
Baton Rouge,2197,432
Baton Rouge,2198,432
Baton Rouge,2199,432
Baton Rouge,2200,432
Baton Rouge,2201,432
Baton Rouge,2202,432
Idaho Springs,2203,433
Idaho Springs CO,2204,434
Minnetonka,2205,435
Minnetonka,2206,435
Albuquerque,2207,261
Albuquerque,2208,261
Albuquerque,2209,261
Durham,2210,209
Durham,2211,209
Durham,2212,209
Hershey,2213,436
Hershey,2214,436
Hershey,2215,436
Hershey,2216,436
Hershey PA,2217,437
Greenville,2218,351
Boulder,2219,31
Dripping Springs,2220,438
Dripping Springs,2221,438
Dripping Springs,2222,438
Seattle,2223,141
Seattle,2224,141
Seattle,2225,141
Seattle,2226,141
Seattle,2227,141
Seattle,2228,141
Seattle,2229,141
Seattle,2230,141
Seattle,2231,141
Seattle,2232,141
Seattle,2233,141
Seattle,2234,141
Warrenville,2235,439
Warrenville,2236,439
Warrenville,2237,439
Warrenville,2238,439
Warrenville,2239,439
Warrenville,2240,439
Warrenville,2241,439
Warrenville,2242,439
Warrenville,2243,439
Warrenville,2244,439
Plant City,2245,440
Stratford,2246,441
Stratford,2247,441
Stratford,2248,441
Stratford,2249,441
Stratford,2250,441
Salt Lake City,2251,442
Salt Lake City,2252,442
Salt Lake City,2253,442
Salt Lake City,2254,442
Salt Lake City,2255,442
Salt Lake City,2256,442
Salt Lake City,2257,442
Salt Lake City,2258,442
Salt Lake City,2259,442
Ukiah,2260,443
Austin,2261,39
Austin,2262,39
St. John's,2263,444
St. John's,2264,444
St. John's,2265,444
Santa Cruz,2266,369
Santa Cruz,2267,369
Santa Cruz,2268,369
Santa Cruz,2269,369
Santa Cruz CA,2270,445
Baltimore,2271,398
Baltimore,2272,398
Baltimore,2273,398
Baltimore,2274,398
Bloomington,2275,169
Bloomington,2276,169
Bloomington,2277,169
Boulder,2278,31
Boulder,2279,31
Boulder,2280,31
Boulder,2281,31
Boulder,2282,31
Boulder,2283,31
Boulder,2284,31
Boulder,2285,31
Boulder CO,2286,187
Boulder,2287,31
Boulder,2288,31
Boulder,2289,31
Boulder,2290,31
Boulder,2291,31
Boulder,2292,31
Boulder CO,2293,187
Boulder,2294,31
Boulder,2295,31
Elmira,2296,446
Elmira,2297,446
Salt Lake City,2298,442
Salt Lake City,2299,442
Salt Lake City,2300,442
Salt Lake City,2301,442
Salt Lake City,2302,442
Salt Lake City,2303,442
Salt Lake City,2304,442
Salt Lake City,2305,442
Spring Lake,2306,447
Spring Lake,2307,447
Spring Lake,2308,447
Spring Lake,2309,447
Spring Lake,2310,447
Yardley,2311,448
Meadville,2312,449
Meadville,2313,449
Meadville PA,2314,450
Meadville,2315,449
Meadville,2316,449
Meadville,2317,449
Westminster,2318,451
Westminster MA,2319,452
Westminster,2320,451
Westminster,2321,451
Westminster,2322,451
Westminster,2323,451
Westminster,2324,451
Westminster,2325,451
Westminster,2326,451
Westminster,2327,451
Westminster,2328,451
Fort Wayne,2329,453
Dayton,2330,454
Dayton,2331,454
Dayton,2332,454
Dayton,2333,454
Lexington,2334,18
Lexington,2335,18
Lexington,2336,18
Lexington,2337,18
Mt. Pleasant,2338,455
Mt. Pleasant,2339,455
Mt. Pleasant,2340,455
Mt. Pleasant,2341,455
Westfield,2342,456
Westfield,2343,456
Westfield,2344,456
Weston,2345,457
Weston,2346,457
Weston,2347,457
Weston,2348,457
Weston,2349,457
Weston,2350,457
Weston,2351,457
Hooksett,2352,458
Hooksett,2353,458
Hooksett,2354,458
Hooksett,2355,458
Hudsonville,2356,459
Portland,2357,15
Portland,2358,15
Portland,2359,15
Lake Barrington,2360,460
Lake Barrington,2361,460
Lake Barrington,2362,460
Lake Barrington,2363,460
Lake Barrington IL,2364,461
Lake Barrington,2365,460
Lake Barrington,2366,460
Lake Barrington,2367,460
Lake Barrington,2368,460
Lake Barrington,2369,460
Nellysford VA,2370,462
Nellysford,2371,463
Nellysford,2372,463
Nellysford,2373,463
Stevensville,2374,464
Stevensville,2375,464
Stevensville MT,2376,465
Pinedale,2377,466
Pinedale,2378,466
Tacoma,2379,182
Tacoma,2380,182
Verona,2381,467
Verona,2382,467
Verona,2383,467
Verona,2384,467
Memphis,2385,468
Memphis,2386,468
Memphis,2387,468
South Lyon,2388,469
South Lyon,2389,469
Abingdon,2390,470
Ann Arbor,2391,471
Middlebury,2392,332
North Woodstock NH,2393,472
North Woodstock,2394,473
Worcester,2395,474
Bend,2396,0
Bend,2397,0
Bend,2398,0
Bend,2399,0
Bend,2400,0
Denver,2401,71
Denver,2402,71
Denver,2403,71
Denver,2404,71
Denver,2405,71
Denver,2406,71
Denver,2407,71
Denver,2408,71
Denver,2409,71
