City,HospitalOwner,original_index,unique_index,count
cullman,government - hospital district or authority,720,77,24
cullman,government - hospital district or authority,721,77,24
cullman,government - hospital district or authority,722,77,24
cullman,government - hospital district or authority,723,77,24
cullman,government - hospital district or authority,724,77,24
cullman,government - hospital district or authority,725,77,24
cullman,government - hospital district or authority,726,77,24
cullman,government - hospital district or authority,727,77,24
cullman,government - hospital district or authority,728,77,24
cullman,government - hospital district or authority,729,77,24
cullman,government - hospital district or authority,730,77,24
cullman,government - hospital district or authority,731,77,24
cullman,government - hospital district or authority,732,77,24
cullman,government - hospital district or authority,733,77,24
cullman,government - hospital district or authority,734,77,24
cullman,government - hospital district or authority,735,77,24
cuxxman,government - hospital district or authority,736,78,1
cullman,government - hospital district or authority,737,77,24
cullman,government - hospital district or authority,738,77,24
cullman,government - hospital district or authority,739,77,24
cullman,government - hospital district or authority,740,77,24
andalusia,proprietary,741,79,23
andalusia,proprietary,742,79,23
andalusia,proprietary,743,79,23
andalusia,prxprietary,744,80,1
andalusia,proprietary,745,79,23
andalusia,proprietary,746,79,23
andalusia,proprietary,747,79,23
andalusia,proprietary,748,79,23
andalusia,proprietary,749,79,23
andalusia,proprietary,750,79,23
andalusia,proprietary,751,79,23
andalusia,proprietary,752,79,23
andalusia,proprietary,753,79,23
andalusia,proprietary,754,79,23
andalusia,proprietary,755,79,23
andaluxia,proprietary,756,81,1
andalusia,proprietary,757,79,23
andalusia,proprietary,758,79,23
andalusia,proprietary,759,79,23
andalusia,proprietary,760,79,23
andalusia,proprietary,761,79,23
andalusia,proprietary,762,79,23
andalusia,proprietary,763,79,23
andalusia,proprietary,764,79,23
andalusia,proprietary,765,79,23
anniston,proprietary,766,37,25
anniston,proprietary,767,37,25
anniston,proprietary,768,37,25
anniston,proprietary,769,37,25
anniston,proprietary,770,37,25
anniston,proprietary,771,37,25
annxston,proprietary,772,82,1
anniston,proprietary,773,37,25
huntsville,government - hospital district or authority,774,83,27
huntsville,government - hospital district or authority,775,83,27
huntsville,government - hospital district or authority,776,83,27
huntsville,government - hospital district or authority,777,83,27
huntsville,government - hospital district or authority,778,83,27
huntsville,government - hospital district or authority,779,83,27
huntsville,government - hospital district or authority,780,83,27
huntsville,government - hospital district or authority,781,83,27
huntsville,government - hospital district or authority,782,83,27
huntsville,government - hospital district or authority,783,83,27
huntsville,goverxmext - hospital district or authority,784,84,1
huntsville,government - hospital district or authority,785,83,27
huntsville,government - hospital district or authority,786,83,27
huntsville,government - hospital district or authority,787,83,27
huntsville,government - hospital district or authority,788,83,27
huntsville,government - hospital district or authority,789,83,27
huntsville,government - hospital district or authority,790,83,27
huntsville,government - hospital district or authority,791,83,27
huntsville,government - hospital district or authority,792,83,27
huntsville,government - hospital district or authority,793,83,27
huntsville,government - hospital district or authority,794,83,27
huntsville,government - hospital district or authority,795,83,27
huntsville,government - hospital district or authority,796,83,27
huntsville,government - hospital district or authority,797,83,27
huntsville,government - hospital district or authority,798,83,27
huntsville,government - hospital district or authority,799,83,27
huntsville,government - hospital district or authority,800,83,27
huntsville,government - hospital district or authority,801,83,27
gadsden,proprietary,802,85,52
gadsden,proprietary,803,85,52
gadsden,proprietary,804,85,52
gadsden,proprietary,805,85,52
gadsden,proprietary,806,85,52
gadsden,proprietary,807,85,52
gadsden,proprietary,808,85,52
gadsden,proprietary,809,85,52
gadsden,proprietary,810,85,52
gadsden,proprietary,811,85,52
gadsden,proprietary,812,85,52
gadsden,proprietary,813,85,52
gadsden,proprietary,814,85,52
gadsden,proprietary,815,85,52
gadsden,proprietary,816,85,52
gadsden,proprietary,817,85,52
gadsden,proprietary,818,85,52
gadsden,proprietary,819,85,52
gadsden,proprietary,820,85,52
gxdsden,proprietary,821,86,1
gadsden,proprietary,822,85,52
gadsden,proprietary,823,85,52
gadsden,proprietary,824,85,52
gadsden,proprietary,825,85,52
gadsden,proprietary,826,85,52
clanton,voluntary non-profit - private,827,87,24
clanton,voluntary non-profit - private,828,87,24
clanton,voluntary non-profit - private,829,87,24
clanton,voluntary non-profit - private,830,87,24
clanton,voluntary non-profit - private,831,87,24
clanton,voluntary non-profit - private,832,87,24
clanton,voluntary non-profit - private,833,87,24
clanton,voluntary non-profit - private,834,87,24
clanton,voluntary non-profit - private,835,87,24
clanton,voluntary non-profit - private,836,87,24
clanton,voluntary non-profit - private,837,87,24
clanton,voluntary non-profit - private,838,87,24
clanton,voluntary non-profit - private,839,87,24
clanton,voluntary non-profit - private,840,87,24
clanton,voluntary non-profit - private,841,87,24
clanton,voluntary non-profit - private,842,87,24
clanton,voluntary non-profit - private,843,87,24
clanton,voluntary non-profit - private,844,87,24
clanton,voluntary non-profit - private,845,87,24
clanton,voluntaxy non-pxofit - pxivate,846,88,1
clanton,voluntary non-profit - private,847,87,24
clanton,voluntary non-profit - private,848,87,24
clanton,voluntary non-profit - private,849,87,24
clanton,voluntary non-profit - private,850,87,24
clanton,voluntary non-profit - private,851,87,24
hamilton,voluntary non-profit - private,852,89,22
hamilton,voluntary non-profit - private,853,89,22
hamilton,voluntary non-profit - private,854,89,22
hamilxon,voluntary non-profit - private,855,90,1
hamilton,voluntary non-profit - private,856,89,22
hamilton,voluntary non-profit - private,857,89,22
hamilton,voluntary non-profit - private,858,89,22
hamilton,voluntary non-profit - private,859,89,22
hamilton,voluntary non-profit - private,860,89,22
hamilton,voluntary non-profit - private,861,89,22
hamilton,voluntary non-profit - private,862,89,22
hamilton,voluntary non-profit - private,863,89,22
hamilton,voluntary non-profit - private,864,89,22
hamilton,voluntary non-profit - private,865,89,22
hamilton,voluntary non-profit - private,866,89,22
hamilton,voluntary non-profit - private,867,89,22
hamilton,voluxtary xox-profit - private,868,91,1
hamilton,voluntary non-profit - private,869,89,22
hamilton,voluntary non-profit - private,870,89,22
hamilton,voluntary non-profit - private,871,89,22
hamilton,voluntaxy non-pxofit - pxivate,872,92,1
hamilton,voluntary non-profit - private,873,89,22
hamilton,voluntary non-profit - private,874,89,22
hamilton,voluntary non-profit - private,875,89,22
hamilton,voluntary non-profit - private,876,89,22
fayette,voluntary non-profit - other,877,93,24
fayette,voluntary non-profit - other,878,93,24
fayette,voluntary non-profit - other,879,93,24
fayette,voluntary non-profit - other,880,93,24
fayette,voluntary non-profit - other,881,93,24
fayette,voluntary non-profit - other,882,93,24
fayette,voluntary non-profit - other,883,93,24
fayette,voluntary non-profit - other,884,93,24
fayette,voluntary non-profit - other,885,93,24
fayette,voluntary non-profit - other,886,93,24
fayette,voluntary non-profit - other,887,93,24
fayette,voluntary non-profit - other,888,93,24
fayette,voluntary non-profit - other,889,93,24
fayette,voluntary non-profit - other,890,93,24
fayette,voluntary non-profit - other,891,93,24
fayette,voluntary non-profit - other,892,93,24
fayette,voluntary non-profit - other,893,93,24
fayette,voluntary non-profit - other,894,93,24
faxette,voluntary non-profit - other,895,94,1
fayette,voluntary non-profit - other,896,93,24
fayette,voluntary non-profit - other,897,93,24
fayette,voluntary non-profit - other,898,93,24
fayette,voluntary non-profit - other,899,93,24
fayette,voluntary non-profit - other,900,93,24
fayette,voluntary non-profit - other,901,93,24
gadsden,proprietary,902,85,52
gadsden,proprietary,903,85,52
gadsden,proprietary,904,85,52
gadsden,proprietary,905,85,52
gadsden,proprietary,906,85,52
gadsden,proprietary,907,85,52
gadsden,proprietary,908,85,52
gadsden,proprietary,909,85,52
gadsden,proprietary,910,85,52
gadsden,proprietary,911,85,52
gadsden,proprietary,912,85,52
gadsden,proprietary,913,85,52
gadsden,proprietary,914,85,52
gadsden,proprietary,915,85,52
gadsden,proprietary,916,85,52
gadsden,proprietary,917,85,52
gadsden,proprietary,918,85,52
gadsden,proprietary,919,85,52
gadsden,proprietary,920,85,52
gadsden,proprietary,921,85,52
gadsden,proprietary,922,85,52
gadsden,proprietary,923,85,52
gadsden,proprietary,924,85,52
gadsden,proprietary,925,85,52
gadsden,proprietary,926,85,52
gadsden,proprietary,927,85,52
gadsden,proprietary,928,85,52
gadsden,proprietary,929,85,52
georgiana,voluntary non-profit - private,930,95,24
georgiana,voluntary non-profit - private,931,95,24
georgiana,voluntary non-profit - private,932,95,24
georgiana,voluntary non-profit - private,933,95,24
georgiana,voluntary non-profit - private,934,95,24
georgiana,voluntary non-profit - private,935,95,24
georgiana,voluntary non-profit - private,936,95,24
georgiana,voluntary non-profit - private,937,95,24
georgiana,voluntary non-profit - private,938,95,24
georgiana,voluntary non-profit - private,939,95,24
georgiana,voluntary non-profit - private,940,95,24
georgiana,voluntary non-profit - private,941,95,24
georgiana,voluntary non-profit - private,942,95,24
georgiana,voluntary non-profit - private,943,95,24
georgiana,voluntary non-profit - private,944,95,24
georgiana,voluntary non-profit - private,945,95,24
georgiana,voluntary non-profit - private,946,95,24
georgiana,voluntary non-profit - private,947,95,24
georgiana,voluntary non-profit - private,948,95,24
geoxgiana,voluntary non-profit - private,949,96,1
georgiana,voluntary non-profit - private,950,95,24
georgiana,voluntary non-profit - private,951,95,24
georgiana,voluntary non-profit - private,952,95,24
georgiana,voluntary non-profit - private,953,95,24
georgiana,voluntary non-profit - private,954,95,24
enterprise,proprietary,955,97,23
enterprise,proprietary,956,97,23
enterprise,proprietary,957,97,23
enterprise,proprietary,958,97,23
enterprise,proprietary,959,97,23
enterprxse,proprietary,960,98,1
enterprise,proprietary,961,97,23
enterprise,proprietary,962,97,23
enterprise,proprietary,963,97,23
enterprise,proprietary,964,97,23
enterprise,proprietary,965,97,23
enterprise,proprietary,966,97,23
enterprise,proprietary,967,97,23
xntxrprisx,proprietary,968,99,1
enterprise,proprietary,969,97,23
enterprise,proprietary,970,97,23
enterprise,proprietary,971,97,23
enterprise,proprietary,972,97,23
enterprise,proprietary,973,97,23
enterprise,proprietary,974,97,23
enterprise,proprietary,975,97,23
enterprise,proprietary,976,97,23
enterprise,proprietary,977,97,23
enterprise,proprietary,978,97,23
enterprise,proprietary,979,97,23
oneonta,voluntary non-profit - private,980,100,19
oneonta,voluntary non-profit - private,981,100,19
oneonta,voluntary non-profit - private,982,100,19
oneonta,voluntary non-profit - private,983,100,19
oneonta,voluntary non-profit - private,984,100,19
onxonta,voluntary non-profit - private,985,101,1
oneonta,voluntary non-profit - private,986,100,19
oneonta,voluntary non-profit - private,987,100,19
oneonta,voluntary non-profit - private,988,100,19
oneonta,voluntary non-profit - private,989,100,19
oneonta,voluntary non-profit - private,990,100,19
oneonta,voluntary non-profit - private,991,100,19
oneonta,voluntary non-profit - private,992,100,19
oneonta,voluntary non-profit - private,993,100,19
oneonta,voluntary non-profit - private,994,100,19
oneonta,voluntary non-profit - private,995,100,19
oneonta,voluntary non-profit - private,996,100,19
oneonta,voluntary non-profit - private,997,100,19
oneonta,voluntary non-profit - private,998,100,19
oneonta,voluntary non-profit - private,999,100,19
