HospitalName,original_index,unique_index,count
riverview regional medical center,916,58,25
riverview regional medical center,917,58,25
riverview regional medical center,918,58,25
riverview regional medical center,919,58,25
riverview regional medical center,920,58,25
xivexview xegional medical centex,921,60,1
riverview rexional medical center,922,61,1
riverview regional medical center,923,58,25
riverview regional medical center,924,58,25
riverview regional medical center,925,58,25
riverview regional medical center,926,58,25
riverview regional medical center,927,58,25
riverview regional medical center,928,58,25
riverview regional medical center,929,58,25
georgiana hospital,930,62,24
georgiana hospital,931,62,24
georgiana hospital,932,62,24
georgiana hospital,933,62,24
georgiana hospital,934,62,24
georgiana hospital,935,62,24
georgiana hospital,936,62,24
georgiana hospital,937,62,24
georgiaxa hospital,938,63,1
georgiana hospital,939,62,24
georgiana hospital,940,62,24
georgiana hospital,941,62,24
georgiana hospital,942,62,24
georgiana hospital,943,62,24
georgiana hospital,944,62,24
georgiana hospital,945,62,24
georgiana hospital,946,62,24
georgiana hospital,947,62,24
georgiana hospital,948,62,24
georgiana hospital,949,62,24
georgiana hospital,950,62,24
georgiana hospital,951,62,24
georgiana hospital,952,62,24
georgiana hospital,953,62,24
georgiana hospital,954,62,24
medical center enterprise,955,64,23
medixal xenter enterprise,956,65,1
medical center enterprise,957,64,23
medical center enterprise,958,64,23
medical center enterprise,959,64,23
medical center enterprise,960,64,23
medical center enterprise,961,64,23
medxcal center enterprxse,962,66,1
medical center enterprise,963,64,23
medical center enterprise,964,64,23
medical center enterprise,965,64,23
medical center enterprise,966,64,23
medical center enterprise,967,64,23
medical center enterprise,968,64,23
medical center enterprise,969,64,23
medical center enterprise,970,64,23
medical center enterprise,971,64,23
medical center enterprise,972,64,23
medical center enterprise,973,64,23
medical center enterprise,974,64,23
medical center enterprise,975,64,23
medical center enterprise,976,64,23
medical center enterprise,977,64,23
medical center enterprise,978,64,23
medical center enterprise,979,64,23
st vincents blount,980,67,19
st vincents blount,981,67,19
st vincents blount,982,67,19
st vincents blount,983,67,19
st vincents blount,984,67,19
st vincents blount,985,67,19
st vincents blount,986,67,19
st vincents bxount,987,68,1
st vincents blount,988,67,19
st vincents blount,989,67,19
st vincents blount,990,67,19
st vincents blount,991,67,19
st vincents blount,992,67,19
st vincents blount,993,67,19
st vincents blount,994,67,19
st vincents blount,995,67,19
st vincents blount,996,67,19
st vincents blount,997,67,19
st vincents blount,998,67,19
st vincents blount,999,67,19
