Address1,Address2,original_index,unique_index,count
101 sivley rd,empty,795,59,28
101 sivley rd,empty,796,59,28
101 sivley rd,empty,797,59,28
101 sivley rd,empty,798,59,28
101 sivley rd,empty,799,59,28
101 sivley rd,empty,800,59,28
101 sivley rd,empty,801,59,28
1007 goodyear avenue,empty,802,60,25
1007 goodyear avenue,empty,803,60,25
1007 goodyear avenue,empty,804,60,25
1007 goodyear avenue,empty,805,60,25
1007 goodyear avenue,empty,806,60,25
1007 goodyear avenue,empty,807,60,25
1007 goodyear avenue,empty,808,60,25
1007 goodyear avenue,empty,809,60,25
1007 goodyear avenue,empty,810,60,25
1007 goodyear avenue,empty,811,60,25
1007 goodyear avenue,empty,812,60,25
1007 goodyear avenue,empty,813,60,25
1007 goodyear avenue,empty,814,60,25
1007 goodyear avenue,empty,815,60,25
1007 goodyear avenue,empty,816,60,25
1007 goodyear avenue,empty,817,60,25
1007 goodyear avenue,empty,818,60,25
1007 goodyear avenue,empty,819,60,25
1007 goodyear avenue,empty,820,60,25
1007 goodyear avenue,empty,821,60,25
1007 goodyear avenue,empty,822,60,25
1007 goodyear avenue,empty,823,60,25
1007 goodyear avenue,empty,824,60,25
1007 goodyear avenue,empty,825,60,25
1007 goodyear avenue,empty,826,60,25
1010 lay dam road,empty,827,61,24
1010 lay dam road,empty,828,61,24
1010 lay dam road,empty,829,61,24
1010 lay dam road,empty,830,61,24
1010 lay dam road,empty,831,61,24
1010 lay dam road,empty,832,61,24
1010 lay dam road,empty,833,61,24
1010 lay dam road,empty,834,61,24
1010 lay dam road,empty,835,61,24
1010 lay dam road,empty,836,61,24
1010 lay dam road,empty,837,61,24
1010 lay dam road,empty,838,61,24
1010 lay dam road,empty,839,61,24
1010 lay dam road,empty,840,61,24
1010 lay dam road,empty,841,61,24
1010 lay dam road,empty,842,61,24
1010 lay dam road,empty,843,61,24
1010 lay dam road,empty,844,61,24
1010 lay dam road,empty,845,61,24
1010 lay dam road,empty,846,61,24
1010 lay dam road,empty,847,61,24
1010 lay dam road,empty,848,61,24
x0x0 lay dam road,empty,849,62,1
1010 lay dam road,empty,850,61,24
1010 lay dam road,empty,851,61,24
1256 military street south,empty,852,63,24
1256 military street south,empty,853,63,24
1256 military street south,empty,854,63,24
1256 military street south,empty,855,63,24
1256 military street south,empty,856,63,24
1256 military street sxuth,empty,857,64,1
1256 military street south,empty,858,63,24
1256 military street south,empty,859,63,24
1256 military street south,empty,860,63,24
1256 military street south,empty,861,63,24
1256 military street south,empty,862,63,24
1256 military street south,empty,863,63,24
1256 military street south,empty,864,63,24
1256 military street south,empty,865,63,24
1256 military street south,empty,866,63,24
1256 military street south,empty,867,63,24
1256 military street south,empty,868,63,24
1256 military street south,empty,869,63,24
1256 military street south,empty,870,63,24
1256 military street south,empty,871,63,24
1256 military street south,empty,872,63,24
1256 military street south,empty,873,63,24
1256 military street south,empty,874,63,24
1256 military street south,empty,875,63,24
1256 military street south,empty,876,63,24
1653 temple avenue north,empty,877,65,25
1653 temple avenue north,empty,878,65,25
1653 temple avenue north,empty,879,65,25
1653 temple avenue north,empty,880,65,25
1653 temple avenue north,empty,881,65,25
1653 temple avenue north,empty,882,65,25
1653 temple avenue north,empty,883,65,25
1653 temple avenue north,empty,884,65,25
1653 temple avenue north,empty,885,65,25
1653 temple avenue north,empty,886,65,25
1653 temple avenue north,empty,887,65,25
1653 temple avenue north,empty,888,65,25
1653 temple avenue north,empty,889,65,25
1653 temple avenue north,empty,890,65,25
1653 temple avenue north,empty,891,65,25
1653 temple avenue north,empty,892,65,25
1653 temple avenue north,empty,893,65,25
1653 temple avenue north,empty,894,65,25
1653 temple avenue north,empty,895,65,25
1653 temple avenue north,empty,896,65,25
1653 temple avenue north,empty,897,65,25
1653 temple avenue north,empty,898,65,25
1653 temple avenue north,empty,899,65,25
1653 temple avenue north,empty,900,65,25
1653 temple avenue north,empty,901,65,25
600 south third street,empty,902,66,27
600 south third street,empty,903,66,27
600 south third street,empty,904,66,27
600 south third street,empty,905,66,27
600 south third street,empty,906,66,27
600 south third street,empty,907,66,27
600 south third street,empty,908,66,27
600 south third street,empty,909,66,27
600 south third street,empty,910,66,27
600 south third street,empty,911,66,27
600 south third street,empty,912,66,27
600 south third street,empty,913,66,27
600 south third street,empty,914,66,27
600 souxh xhird sxreex,empty,915,67,1
600 south third street,empty,916,66,27
600 south third street,empty,917,66,27
600 south third street,empty,918,66,27
600 south third street,empty,919,66,27
600 south third street,empty,920,66,27
600 south third street,empty,921,66,27
600 south third street,empty,922,66,27
600 south third street,empty,923,66,27
600 south third street,empty,924,66,27
600 south third street,empty,925,66,27
600 south third street,empty,926,66,27
600 south third street,empty,927,66,27
600 south third street,empty,928,66,27
600 south third street,empty,929,66,27
515 miranda st,empty,930,68,22
515 miranda st,empty,931,68,22
515 miranda st,empty,932,68,22
515 miranda st,empty,933,68,22
515 miranda sx,empty,934,69,1
515 miranxa st,empty,935,70,1
515 miranda st,empty,936,68,22
515 miranda st,empty,937,68,22
515 miranda st,empty,938,68,22
515 miranda st,empty,939,68,22
515 miranda st,empty,940,68,22
515 miranda st,empty,941,68,22
515 miranda st,empty,942,68,22
515 miranda st,empty,943,68,22
515 miranda st,empty,944,68,22
515 mirxndx st,empty,945,71,1
515 miranda st,empty,946,68,22
515 miranda st,empty,947,68,22
515 miranda st,empty,948,68,22
515 miranda st,empty,949,68,22
515 miranda st,empty,950,68,22
515 miranda st,empty,951,68,22
515 miranda st,empty,952,68,22
515 miranda st,empty,953,68,22
515 miranda st,empty,954,68,22
400 n edwards street,empty,955,72,24
400xnxedwardsxstreet,empty,956,73,1
400 n edwards street,empty,957,72,24
400 n edwards street,empty,958,72,24
400 n edwards street,empty,959,72,24
400 n edwards street,empty,960,72,24
400 n edwards street,empty,961,72,24
400 n edwards street,empty,962,72,24
400 n edwards street,empty,963,72,24
400 n edwards street,empty,964,72,24
400 n edwards street,empty,965,72,24
400 n edwards street,empty,966,72,24
400 n edwards street,empty,967,72,24
400 n edwards street,empty,968,72,24
400 n edwards street,empty,969,72,24
400 n edwards street,empty,970,72,24
400 n edwards street,empty,971,72,24
400 n edwards street,empty,972,72,24
400 n edwards street,empty,973,72,24
400 n edwards street,empty,974,72,24
400 n edwards street,empty,975,72,24
400 n edwards street,empty,976,72,24
400 n edwards street,empty,977,72,24
400 n edwards street,empty,978,72,24
400 n edwards street,empty,979,72,24
150 gilbreath drive,empty,980,74,19
150 gilbreath drive,empty,981,74,19
150 gilbreath drive,empty,982,74,19
150 gilbreath drive,empty,983,74,19
150 gilbreath drive,empty,984,74,19
150 gilbreath drive,empty,985,74,19
150 gilxreath drive,empty,986,75,1
150 gilbreath drive,empty,987,74,19
150 gilbreath drive,empty,988,74,19
150 gilbreath drive,empty,989,74,19
150 gilbreath drive,empty,990,74,19
150 gilbreath drive,empty,991,74,19
150 gilbreath drive,empty,992,74,19
150 gilbreath drive,empty,993,74,19
150 gilbreath drive,empty,994,74,19
150 gilbreath drive,empty,995,74,19
150 gilbreath drive,empty,996,74,19
150 gilbreath drive,empty,997,74,19
150 gilbreath drive,empty,998,74,19
150 gilbreath drive,empty,999,74,19
