flight,act_arr_time,original_index,unique_index,count
AA-431-MIA-SFO,11:44 a.m.,502,35,14.0
UA-3373-IAD-PHL,9:13 a.m.,503,117,19.0
AA-649-ORD-SNA,,504,36,
CO-1250-MIA-IAH,4:59 p.m.,505,327,15.0
UA-6273-YYC-SFO,8:45 a.m.,506,328,11.0
UA-828-SFO-ORD,,507,121,
CO-4888-IAH-DAL,,508,213,
UA-858-PVG-SFO,8:02 a.m.,509,329,10.0
UA-2704-DTW-PHX,2:02 p.m.,510,215,8.0
AA-3063-SLC-LAX,9:11 p.m.,511,216,8.0
UA-2708-EWR-CLT,4:24 p.m.,512,217,7.0
UA-62-IAH-EWR,7:10 p.m.,513,330,13.0
UA-1500-IAH-GUA,12:12 p.m.,514,331,5.0
AA-3804-PHL-ORD,3:36 p.m.,515,129,13.0
AA-1917-JFK-MCO,5:34 p.m.,516,220,6.0
AA-2268-PHX-ORD,11:07 a.m.,517,221,7.0
AA-4277-CVG-JFK,1:43 p.m.,518,41,15.0
AA-2957-DFW-CVG,11:00 a.m.,519,223,6.0
UA-37-EDI-EWR,12:09 p.m.,520,332,11.0
AA-789-ORD-DEN,3:01 p.m.,521,225,6.0
AA-415-BOS-ORD,10:10 a.m.,522,226,6.0
AA-85-JFK-SFO,6:43 p.m.,523,44,14.0
AA-3979-CVG-ORD,7:57 a.m.,524,228,6.0
AA-1544-SAN-ORD,4:56 p.m.,525,45,12.0
AA-3786-IAH-ORD,6:09 p.m.,526,230,6.0
AA-271-MIA-LAX,2:27 p.m.,527,19,15.0
AA-2525-DFW-MIA,11:06 a.m.,528,17,13.0
CO-50-CLE-EWR,5:26 p.m.,529,333,14.0
UA-3099-PHX-PHL,6:17 p.m.,530,334,5.0
AA-4198-ORD-CLE,12:48 p.m.,531,235,7.0
AA-404-MIA-MCO,7:32 a.m.,532,236,6.0
CO-45-EWR-MIA,6:36 p.m.,533,335,14.0
AA-3809-PHX-LAX,6:19 a.m.,534,48,15.0
AA-59-JFK-SFO,11:12 a.m.,535,49,14.0
AA-222-LAX-BOS,3:14 p.m.,536,47,14.0
AA-3859-IAH-ORD,9:32 a.m.,537,0,8.0
CO-1586-IAH-MCO,10:29 p.m.,538,300,11.0
AA-518-MIA-JFK,9:28 a.m.,539,3,13.0
UA-397-JFK-SFO,11:58 a.m.,540,301,13.0
UA-3925-IAD-ORF,9:43 a.m.,541,302,13.0
AA-1733-ORD-PHX,10:30 p.m. (Estimated),542,336,4.0
AA-4344-ORD-DTW,2:10 p.m.,543,16,9.0
AA-1640-MIA-MCO,7:25 p.m. (Estimated runway),544,337,3.0
UA-2830-MCO-CLT,5:17 p.m.,545,155,14.0
CO-58-DEN-IAH,3:31 p.m.,546,303,13.0
AA-204-LAX-MCO,6:35 a.m. (Estimated runway),547,338,3.0
UA-414-LAX-SFO,7:17 a.m.,548,305,12.0
CO-1614-LAX-IAH,5:26 a.m.,549,306,12.0
UA-2726-FLL-PHL,6:28 p.m.,550,339,9.0
CO-52-IAH-LAX,9:14 a.m.,551,340,6.0
CO-1090-BOS-IAH,1:19 p.m.,552,307,14.0
AA-3468-CVG-MIA,9:45 a.m.,553,6,15.0
UA-3515-IAD-MSP,9:56 a.m.,554,67,16.0
AA-484-DFW-MIA,7:39 p.m.,555,7,14.0
AA-616-DFW-DTW,1:27 p.m.,556,15,11.0
CO-62-IAH-EWR,7:10 p.m.,557,308,14.0
CO-63-EWR-IAH,8:03 p.m.,558,317,12.0
AA-446-DFW-PHL,4:09 p.m.,559,8,16.0
CO-1023-IAH-DEN,1:14 p.m.,560,311,13.0
AA-466-IAH-MIA,9:05 a.m.,561,9,13.0
UA-3050-PHX-CLT,5:05 p.m.,562,341,9.0
CO-89-IAH-EWR,10:27 a.m.,563,312,13.0
CO-1088-CLE-IAH,10:56 a.m.,564,313,12.0
AA-2957-DFW-CVG,11:01 a.m.,565,11,8.0
AA-1664-MIA-ATL,11:56 a.m.,566,12,9.0
AA-3979-CVG-ORD,8:06 a.m.,567,13,9.0
AA-1279-DFW-PHX,3:20 p.m. (runway),568,342,3.0
AA-404-MIA-MCO,7:40 a.m.,569,18,11.0
AA-3756-ORD-SLC,2:50 p.m.,570,4,15.0
UA-382-IAD-LAX,3:21 p.m.,571,315,11.0
UA-2945-PHL-CLT,1:15 p.m.,572,343,9.0
CO-47-IAH-LAX,9:52 p.m. (Estimated),573,344,2.0
AA-271-MIA-LAX,2:27 p.m.,574,19,15.0
AA-2050-ORD-MIA,2:46 p.m.,575,20,15.0
UA-248-PHX-ORD,5:34 p.m.,576,318,12.0
AA-4330-CVG-ORD,3:33 p.m.,577,21,8.0
AA-1434-DFW-MCO,10:36 a.m.,578,22,9.0
CO-1561-PHX-IAH,11:32 a.m.,579,309,12.0
AA-4307-ORD-DTW,8:53 p.m.,580,23,11.0
AA-3-JFK-LAX,3:16 p.m.,581,24,15.0
CO-1694-LAX-IAH,12:21 a.m. (Estimated),582,345,5.0
UA-843-LAX-ORD,7:58 p.m.,583,319,13.0
CO-1193-EWR-MCO,12:09 p.m.,584,320,15.0
AA-3842-MSP-ORD,7:51 a.m.,585,25,15.0
AA-643-MIA-ORD,9:31 a.m.,586,26,8.0
AA-1007-MIA-PHX,7:55 p.m.,587,27,8.0
AA-2525-DFW-MIA,11:06 a.m.,588,17,13.0
UA-2906-PHL-MCO,6:38 p.m.,589,346,9.0
UA-938-DEN-ORD,7:36 p.m.,590,322,13.0
AA-1221-MCO-ORD,9:53 p.m.,591,28,10.0
CO-16-LAX-EWR,6:34 p.m.,592,323,13.0
UA-2515-DFW-CLT,10:47 a.m.,593,347,6.0
AA-400-DFW-JFK,3:04 p.m.,594,29,14.0
UA-664-ORD-PHL,4:23 p.m.,595,324,15.0
UA-37-EWR-MCO,4:17 p.m.,596,325,13.0
AA-1522-SFO-ORD,5:42 a.m. (Estimated runway),597,348,4.0
UA-233-LAX-JFK,12:01 a.m. (Estimated runway),598,349,5.0
AA-3823-LAX-DEN,11:49 p.m. (Estimated runway),599,350,4.0
AA-2312-DFW-DTW,11:35 p.m. (Estimated runway),600,351,4.0
UA-2314-ATL-PHL,4:47 p.m.,601,352,8.0
AA-1165-JFK-MIA,10:04 a.m.,602,34,13.0
AA-431-MIA-SFO,11:44 a.m.,603,35,14.0
UA-257-JFK-SFO,5:42 p.m.,604,316,15.0
UA-3373-IAD-PHL,9:13 a.m.,605,117,19.0
CO-1250-MIA-IAH,4:59 p.m.,606,327,15.0
UA-828-SFO-ORD,,607,121,
CO-4888-IAH-DAL,6:40 p.m. (Estimated),608,353,2.0
UA-2704-DTW-PHX,2:00 p.m.,609,354,7.0
AA-3063-SLC-LAX,9:19 p.m. (Estimated),610,355,4.0
UA-2708-EWR-CLT,4:44 p.m.,611,356,7.0
UA-62-IAH-EWR,7:10 p.m.,612,330,13.0
AA-3804-PHL-ORD,3:43 p.m.,613,38,11.0
AA-1917-JFK-MCO,5:43 p.m.,614,39,11.0
AA-2268-PHX-ORD,11:06 a.m.,615,40,8.0
AA-4277-CVG-JFK,1:43 p.m.,616,41,15.0
AA-789-ORD-DEN,3:13 p.m.,617,42,11.0
UA-854-SFO-IAH,1:30 p.m.,618,314,14.0
AA-415-BOS-ORD,10:16 a.m.,619,43,8.0
AA-85-JFK-SFO,6:43 p.m.,620,44,14.0
AA-3786-IAH-ORD,6:15 p.m.,621,46,11.0
AA-222-LAX-BOS,3:14 p.m.,622,47,14.0
CO-50-CLE-EWR,5:26 p.m.,623,333,14.0
UA-3099-PHX-PHL,5:38 p.m.,624,357,9.0
AA-4198-ORD-CLE,12:50 p.m.,625,30,9.0
CO-45-EWR-MIA,6:36 p.m.,626,335,14.0
AA-3809-PHX-LAX,6:19 a.m.,627,48,15.0
AA-59-JFK-SFO,11:12 a.m.,628,49,14.0
AA-3859-IAH-ORD,9:22 a.m.,629,50,15.0
CO-1586-IAH-MCO,10:29 p.m.,630,300,11.0
AA-518-MIA-JFK,9:28 a.m.,631,3,13.0
UA-397-JFK-SFO,11:58 a.m.,632,301,13.0
UA-3925-IAD-ORF,9:43 a.m.,633,302,13.0
AA-1733-ORD-PHX,,634,1,
AA-3-JFK-LAX,3:16 p.m.,635,24,15.0
UA-2830-MCO-CLT,5:17 p.m.,636,155,14.0
CO-58-DEN-IAH,3:31 p.m.,637,303,13.0
UA-5487-SFO-MRY,11:21 a.m.,638,304,9.0
AA-204-LAX-MCO,,639,5,
UA-414-LAX-SFO,7:17 a.m.,640,305,12.0
CO-1614-LAX-IAH,5:26 a.m.,641,306,12.0
UA-2726-FLL-PHL,6:25 p.m.,642,63,10.0
CO-52-IAH-LAX,9:09 a.m.,643,161,7.0
CO-1090-BOS-IAH,1:19 p.m.,644,307,14.0
AA-616-DFW-DTW,1:18 p.m.,645,163,6.0
UA-3515-IAD-MSP,9:56 a.m.,646,67,16.0
AA-3468-CVG-MIA,9:45 a.m.,647,6,15.0
AA-484-DFW-MIA,7:39 p.m.,648,7,14.0
AA-1886-BOS-MIA,1:40 p.m.,649,10,11.0
CO-62-IAH-EWR,7:10 p.m.,650,308,14.0
CO-1561-PHX-IAH,11:32 a.m.,651,309,12.0
UA-2314-ATL-PHL,5:00 p.m.,652,310,5.0
AA-446-DFW-PHL,4:09 p.m.,653,8,16.0
CO-1023-IAH-DEN,1:14 p.m.,654,311,13.0
AA-466-IAH-MIA,9:05 a.m.,655,9,13.0
UA-3050-PHX-CLT,5:03 p.m.,656,173,6.0
CO-89-IAH-EWR,10:27 a.m.,657,312,13.0
CO-1088-CLE-IAH,10:56 a.m.,658,313,12.0
AA-1664-MIA-ATL,11:50 a.m.,659,80,16.0
AA-1279-DFW-PHX,3:19 p.m.,660,176,7.0
UA-854-SFO-IAH,1:30 p.m.,661,314,14.0
UA-382-IAD-LAX,3:21 p.m.,662,315,11.0
AA-4344-ORD-DTW,2:01 p.m.,663,179,7.0
UA-257-JFK-SFO,5:42 p.m.,664,316,15.0
UA-2945-PHL-CLT,1:14 p.m.,665,181,7.0
CO-63-EWR-IAH,8:03 p.m.,666,317,12.0
CO-47-IAH-LAX,9:38 p.m.,667,183,6.0
AA-2050-ORD-MIA,2:46 p.m.,668,20,15.0
UA-248-PHX-ORD,5:34 p.m.,669,318,12.0
AA-4330-CVG-ORD,3:25 p.m.,670,186,6.0
AA-1434-DFW-MCO,10:29 a.m.,671,187,9.0
AA-1640-MIA-MCO,,672,2,
AA-4307-ORD-DTW,8:43 p.m.,673,189,6.0
CO-1694-LAX-IAH,,674,96,
UA-843-LAX-ORD,7:58 p.m.,675,319,13.0
CO-1193-EWR-MCO,12:09 p.m.,676,320,15.0
AA-3842-MSP-ORD,7:51 a.m.,677,25,15.0
AA-643-MIA-ORD,9:29 a.m.,678,193,6.0
AA-1007-MIA-PHX,7:53 p.m.,679,194,6.0
UA-2906-PHL-MCO,6:35 p.m.,680,321,5.0
UA-938-DEN-ORD,7:36 p.m.,681,322,13.0
AA-1221-MCO-ORD,9:49 p.m.,682,197,7.0
CO-16-LAX-EWR,6:34 p.m.,683,323,13.0
UA-2515-DFW-CLT,10:45 a.m.,684,199,7.0
AA-400-DFW-JFK,3:04 p.m.,685,29,14.0
UA-664-ORD-PHL,4:23 p.m.,686,324,15.0
AA-3756-ORD-SLC,2:52 p.m.,687,202,7.0
UA-37-EWR-MCO,4:17 p.m.,688,325,13.0
AA-1522-SFO-ORD,,689,31,
UA-233-LAX-JFK,,690,326,
AA-3823-LAX-DEN,,691,32,
AA-2312-DFW-DTW,,692,33,
AA-1165-JFK-MIA,10:04 a.m.,693,34,13.0
AA-431-MIA-SFO,11:44 a.m.,694,35,14.0
UA-3373-IAD-PHL,9:13 a.m.,695,117,19.0
AA-649-ORD-SNA,,696,36,
CO-1250-MIA-IAH,4:59 p.m.,697,327,15.0
UA-6273-YYC-SFO,8:45 a.m.,698,328,11.0
UA-828-SFO-ORD,,699,121,
CO-4888-IAH-DAL,,700,213,
UA-858-PVG-SFO,8:02 a.m.,701,329,10.0
UA-2704-DTW-PHX,2:02 p.m.,702,215,8.0
AA-3063-SLC-LAX,9:11 p.m.,703,216,8.0
UA-2708-EWR-CLT,4:24 p.m.,704,217,7.0
UA-62-IAH-EWR,7:10 p.m.,705,330,13.0
UA-1500-IAH-GUA,12:12 p.m.,706,331,5.0
AA-3804-PHL-ORD,3:36 p.m.,707,129,13.0
AA-1917-JFK-MCO,5:34 p.m.,708,220,6.0
AA-2268-PHX-ORD,11:07 a.m.,709,221,7.0
AA-4277-CVG-JFK,1:43 p.m.,710,41,15.0
AA-2957-DFW-CVG,11:00 a.m.,711,223,6.0
UA-37-EDI-EWR,12:09 p.m.,712,332,11.0
AA-789-ORD-DEN,3:01 p.m.,713,225,6.0
AA-415-BOS-ORD,10:10 a.m.,714,226,6.0
AA-85-JFK-SFO,6:43 p.m.,715,44,14.0
AA-3979-CVG-ORD,7:57 a.m.,716,228,6.0
AA-1544-SAN-ORD,4:56 p.m.,717,45,12.0
AA-3786-IAH-ORD,6:09 p.m.,718,230,6.0
AA-271-MIA-LAX,2:27 p.m.,719,19,15.0
AA-2525-DFW-MIA,11:06 a.m.,720,17,13.0
CO-50-CLE-EWR,5:26 p.m.,721,333,14.0
UA-3099-PHX-PHL,6:17 p.m.,722,334,5.0
AA-4198-ORD-CLE,12:48 p.m.,723,235,7.0
AA-404-MIA-MCO,7:32 a.m.,724,236,6.0
CO-45-EWR-MIA,6:36 p.m.,725,335,14.0
AA-3809-PHX-LAX,6:19 a.m.,726,48,15.0
AA-59-JFK-SFO,11:12 a.m.,727,49,14.0
AA-222-LAX-BOS,3:14 p.m.,728,47,14.0
AA-3859-IAH-ORD,9:22 a.m.,729,50,15.0
AA-1733-ORD-PHX,10:28 p.m.,730,358,3.0
CO-1586-IAH-MCO,10:22 p.m.,731,359,1.0
UA-397-JFK-SFO,11:30 a.m.,732,53,5.0
UA-3925-IAD-ORF,9:39 a.m.,733,360,1.0
AA-1640-MIA-MCO,,734,2,
AA-1544-SAN-ORD,4:54 p.m.,735,58,5.0
UA-5487-SFO-MRY,11:16 a.m.,736,361,1.0
AA-204-LAX-MCO,,737,5,
UA-414-LAX-SFO,7:04 a.m.,738,61,5.0
CO-1614-LAX-IAH,5:25 a.m.,739,362,1.0
AA-3756-ORD-SLC,2:50 p.m.,740,4,15.0
AA-3468-CVG-MIA,9:29 a.m.,741,68,7.0
AA-484-DFW-MIA,7:37 p.m.,742,69,7.0
AA-616-DFW-DTW,1:19 p.m.,743,363,1.0
AA-446-DFW-PHL,4:08 p.m.,744,74,5.0
CO-1023-IAH-DEN,1:06 p.m.,745,364,1.0
AA-466-IAH-MIA,8:50 a.m.,746,76,8.0
AA-2957-DFW-CVG,10:58 a.m.,747,133,7.0
AA-1664-MIA-ATL,11:50 a.m.,748,80,16.0
AA-3979-CVG-ORD,7:59 a.m.,749,138,7.0
AA-1279-DFW-PHX,3:13 p.m.,750,81,8.0
UA-382-IAD-LAX,3:07 p.m.,751,365,3.0
AA-4344-ORD-DTW,1:55 p.m.,752,84,5.0
UA-257-JFK-SFO,5:22 p.m.,753,85,5.0
AA-271-MIA-LAX,2:21 p.m.,754,140,7.0
AA-2050-ORD-MIA,2:39 p.m.,755,89,7.0
UA-248-PHX-ORD,,756,185,
AA-4330-CVG-ORD,3:26 p.m.,757,366,4.0
AA-1434-DFW-MCO,10:34 a.m.,758,92,6.0
AA-4307-ORD-DTW,8:38 p.m.,759,94,8.0
AA-3-JFK-LAX,3:04 p.m.,760,95,7.0
CO-1193-EWR-MCO,12:02 p.m.,761,367,3.0
AA-3842-MSP-ORD,7:49 a.m.,762,99,8.0
AA-643-MIA-ORD,9:26 a.m.,763,100,8.0
AA-1007-MIA-PHX,7:43 p.m.,764,101,7.0
AA-2525-DFW-MIA,10:43 a.m.,765,102,8.0
UA-938-DEN-ORD,7:23 p.m.,766,104,5.0
AA-1221-MCO-ORD,9:47 p.m.,767,105,7.0
AA-1886-BOS-MIA,1:36 p.m.,768,70,5.0
UA-664-ORD-PHL,4:20 p.m.,769,109,8.0
UA-37-EWR-MCO,4:05 p.m.,770,368,1.0
AA-1522-SFO-ORD,,771,31,
AA-3823-LAX-DEN,,772,32,
AA-2312-DFW-DTW,,773,33,
AA-1165-JFK-MIA,9:45 a.m.,774,115,7.0
AA-431-MIA-SFO,11:33 a.m.,775,116,7.0
UA-3373-IAD-PHL,9:13 a.m.,776,117,19.0
AA-649-ORD-SNA,,777,36,
UA-828-SFO-ORD,5:24 a.m.,778,369,1.0
CO-4888-IAH-DAL,,779,213,
CO-1561-PHX-IAH,11:27 a.m.,780,370,1.0
AA-3804-PHL-ORD,3:36 p.m.,781,129,13.0
AA-2268-PHX-ORD,11:04 a.m.,782,131,9.0
UA-233-LAX-JFK,,783,326,
UA-6273-YYC-SFO,8:33 a.m.,784,120,5.0
AA-4277-CVG-JFK,1:42 p.m.,785,132,7.0
AA-789-ORD-DEN,2:49 p.m.,786,135,9.0
AA-222-LAX-BOS,3:12 p.m.,787,148,7.0
AA-4198-ORD-CLE,12:37 p.m.,788,143,7.0
AA-404-MIA-MCO,7:37 a.m.,789,144,5.0
AA-3809-PHX-LAX,6:13 a.m.,790,371,1.0
AA-59-JFK-SFO,10:52 a.m.,791,147,8.0
AA-2050-ORD-MIA,2:46P,792,372,1.0
AA-1165-JFK-MIA,10:08A,793,373,1.0
AA-484-DFW-MIA,7:39P,794,374,1.0
AA-466-IAH-MIA,9:04A,795,375,1.0
AA-2525-DFW-MIA,11:06A,796,376,1.0
UA-382-IAD-LAX,,797,377,
AA-1279-DFW-PHX,,798,378,
AA-2312-DFW-DTW,,799,33,
AA-446-DFW-PHL,,800,256,
AA-400-DFW-JFK,,801,379,
AA-484-DFW-MIA,,802,255,
CO-1586-IAH-MCO,Thu  22:25,803,380,1.0
AA-1917-JFK-MCO,Thu  17:40,804,381,1.0
AA-1640-MIA-MCO,Thu  19:33,805,382,1.0
AA-404-MIA-MCO,Thu  7:31,806,383,1.0
AA-204-LAX-MCO,Thu  6:50,807,384,1.0
AA-1221-MCO-ORD,,808,272,
AA-1434-DFW-MCO,Thu  10:28,809,385,1.0
CO-1193-EWR-MCO,,810,98,
AA-3859-IAH-ORD,9:32 a.m.,811,0,8.0
CO-1586-IAH-MCO,10:29 p.m.,812,300,11.0
AA-518-MIA-JFK,9:28 a.m.,813,3,13.0
UA-397-JFK-SFO,11:58 a.m.,814,301,13.0
UA-3925-IAD-ORF,9:43 a.m.,815,302,13.0
AA-1733-ORD-PHX,,816,1,
AA-3-JFK-LAX,3:16 p.m.,817,24,15.0
UA-2830-MCO-CLT,5:17 p.m.,818,155,14.0
CO-58-DEN-IAH,3:31 p.m.,819,303,13.0
UA-5487-SFO-MRY,11:21 a.m.,820,304,9.0
AA-204-LAX-MCO,,821,5,
UA-414-LAX-SFO,7:17 a.m.,822,305,12.0
CO-1614-LAX-IAH,5:26 a.m.,823,306,12.0
UA-2726-FLL-PHL,6:28 p.m.,824,339,9.0
CO-52-IAH-LAX,9:14 a.m.,825,340,6.0
CO-1090-BOS-IAH,1:19 p.m.,826,307,14.0
AA-616-DFW-DTW,1:27 p.m.,827,15,11.0
UA-3515-IAD-MSP,9:56 a.m.,828,67,16.0
AA-3468-CVG-MIA,9:45 a.m.,829,6,15.0
AA-484-DFW-MIA,7:39 p.m.,830,7,14.0
AA-1886-BOS-MIA,1:40 p.m.,831,10,11.0
CO-62-IAH-EWR,7:10 p.m.,832,308,14.0
CO-1561-PHX-IAH,11:32 a.m.,833,309,12.0
UA-2314-ATL-PHL,4:47 p.m.,834,352,8.0
AA-446-DFW-PHL,4:09 p.m.,835,8,16.0
CO-1023-IAH-DEN,1:14 p.m.,836,311,13.0
AA-466-IAH-MIA,9:05 a.m.,837,9,13.0
UA-3050-PHX-CLT,5:05 p.m.,838,341,9.0
CO-89-IAH-EWR,10:27 a.m.,839,312,13.0
CO-1088-CLE-IAH,10:56 a.m.,840,313,12.0
AA-1664-MIA-ATL,11:56 a.m.,841,12,9.0
AA-1279-DFW-PHX,3:20 p.m. (Runway),842,386,3.0
UA-854-SFO-IAH,1:30 p.m.,843,314,14.0
UA-382-IAD-LAX,3:21 p.m.,844,315,11.0
AA-4344-ORD-DTW,2:10 p.m.,845,16,9.0
UA-257-JFK-SFO,5:42 p.m.,846,316,15.0
UA-2945-PHL-CLT,1:15 p.m.,847,343,9.0
CO-63-EWR-IAH,8:03 p.m.,848,317,12.0
CO-47-IAH-LAX,8:56 p.m.,849,387,3.0
AA-2050-ORD-MIA,2:46 p.m.,850,20,15.0
UA-248-PHX-ORD,5:34 p.m.,851,318,12.0
AA-4330-CVG-ORD,3:33 p.m.,852,21,8.0
AA-1434-DFW-MCO,10:36 a.m.,853,22,9.0
AA-1640-MIA-MCO,,854,2,
AA-4307-ORD-DTW,8:53 p.m.,855,23,11.0
CO-1694-LAX-IAH,,856,96,
UA-843-LAX-ORD,7:58 p.m.,857,319,13.0
CO-1193-EWR-MCO,12:09 p.m.,858,320,15.0
AA-3842-MSP-ORD,7:51 a.m.,859,25,15.0
AA-643-MIA-ORD,9:31 a.m.,860,26,8.0
AA-1007-MIA-PHX,7:55 p.m.,861,27,8.0
UA-2906-PHL-MCO,6:38 p.m.,862,346,9.0
UA-938-DEN-ORD,7:36 p.m.,863,322,13.0
AA-1221-MCO-ORD,9:53 p.m.,864,28,10.0
CO-16-LAX-EWR,6:34 p.m.,865,323,13.0
UA-2515-DFW-CLT,10:47 a.m.,866,347,6.0
AA-400-DFW-JFK,3:04 p.m.,867,29,14.0
UA-664-ORD-PHL,4:23 p.m.,868,324,15.0
AA-3756-ORD-SLC,2:50 p.m.,869,4,15.0
UA-37-EWR-MCO,4:17 p.m.,870,325,13.0
AA-1522-SFO-ORD,,871,31,
UA-233-LAX-JFK,,872,326,
AA-3823-LAX-DEN,,873,32,
AA-2312-DFW-DTW,,874,33,
AA-1165-JFK-MIA,10:04 a.m.,875,34,13.0
AA-431-MIA-SFO,11:44 a.m.,876,35,14.0
UA-3373-IAD-PHL,9:13 a.m.,877,117,19.0
AA-649-ORD-SNA,,878,36,
CO-1250-MIA-IAH,4:59 p.m.,879,327,15.0
UA-6273-YYC-SFO,8:45 a.m.,880,328,11.0
UA-828-SFO-ORD,,881,121,
CO-4888-IAH-DAL,,882,213,
UA-858-PVG-SFO,8:02 a.m.,883,329,10.0
UA-2704-DTW-PHX,2:00 p.m.,884,354,7.0
AA-3063-SLC-LAX,9:20 p.m.,885,388,3.0
UA-2708-EWR-CLT,4:44 p.m.,886,356,7.0
UA-62-IAH-EWR,7:10 p.m.,887,330,13.0
UA-1500-IAH-GUA,11:45 a.m.,888,389,3.0
AA-3804-PHL-ORD,3:43 p.m.,889,38,11.0
AA-1917-JFK-MCO,5:43 p.m.,890,39,11.0
AA-2268-PHX-ORD,11:06 a.m.,891,40,8.0
AA-4277-CVG-JFK,1:43 p.m.,892,41,15.0
AA-2957-DFW-CVG,11:01 a.m.,893,11,8.0
UA-37-EDI-EWR,12:09 p.m.,894,332,11.0
AA-789-ORD-DEN,3:13 p.m.,895,42,11.0
AA-415-BOS-ORD,10:16 a.m.,896,43,8.0
AA-85-JFK-SFO,6:43 p.m.,897,44,14.0
AA-3979-CVG-ORD,8:06 a.m.,898,13,9.0
AA-1544-SAN-ORD,4:56 p.m.,899,45,12.0
AA-3786-IAH-ORD,6:15 p.m.,900,46,11.0
AA-271-MIA-LAX,2:27 p.m.,901,19,15.0
AA-2525-DFW-MIA,11:06 a.m.,902,17,13.0
CO-50-CLE-EWR,5:26 p.m.,903,333,14.0
UA-3099-PHX-PHL,5:38 p.m.,904,357,9.0
AA-4198-ORD-CLE,12:50 p.m.,905,30,9.0
AA-404-MIA-MCO,7:40 a.m.,906,18,11.0
CO-45-EWR-MIA,6:36 p.m.,907,335,14.0
AA-3809-PHX-LAX,6:19 a.m.,908,48,15.0
AA-59-JFK-SFO,11:12 a.m.,909,49,14.0
AA-222-LAX-BOS,3:14 p.m.,910,47,14.0
AA-3859-IAH-ORD,9:22 a.m.,911,50,15.0
AA-1640-MIA-MCO,7:35 p.m.,912,245,3.0
UA-3925-IAD-ORF,,913,244,
AA-4344-ORD-DTW,2:01 p.m.,914,179,7.0
UA-414-LAX-SFO,,915,250,
CO-1614-LAX-IAH,,916,62,
CO-52-IAH-LAX,9:09 a.m.,917,161,7.0
CO-1090-BOS-IAH,,918,65,
AA-3468-CVG-MIA,,919,253,
CO-62-IAH-EWR,,920,71,
AA-466-IAH-MIA,9:00 a.m.,921,172,3.0
AA-1664-MIA-ATL,11:50 a.m.,922,80,16.0
AA-1279-DFW-PHX,3:19 p.m.,923,176,7.0
AA-404-MIA-MCO,7:40 a.m.,924,18,11.0
UA-382-IAD-LAX,3:20 p.m.,925,178,3.0
CO-50-CLE-EWR,5:09 p.m.,926,233,2.0
AA-616-DFW-DTW,1:11 p.m.,927,66,8.0
AA-271-MIA-LAX,2:17 p.m.,928,263,2.0
AA-2050-ORD-MIA,2:36 p.m.,929,264,3.0
AA-4307-ORD-DTW,8:53 p.m.,930,23,11.0
AA-3-JFK-LAX,3:10 p.m.,931,154,2.0
CO-1694-LAX-IAH,12:21 a.m. (Estimated),932,345,5.0
CO-1193-EWR-MCO,,933,98,
UA-2906-PHL-MCO,6:36 p.m.,934,195,2.0
UA-938-DEN-ORD,7:26 p.m.,935,196,2.0
AA-1221-MCO-ORD,,936,272,
CO-16-LAX-EWR,,937,106,
UA-2515-DFW-CLT,10:45 a.m.,938,199,7.0
AA-400-DFW-JFK,2:52 p.m.,939,274,2.0
UA-664-ORD-PHL,4:18 p.m.,940,201,2.0
UA-37-EWR-MCO,4:17 p.m.,941,325,13.0
UA-233-LAX-JFK,12:01 a.m. (Estimated runway),942,349,5.0
AA-2312-DFW-DTW,11:35 p.m. (Estimated runway),943,351,4.0
AA-431-MIA-SFO,11:40 a.m.,944,208,2.0
UA-257-JFK-SFO,5:28 p.m.,945,180,3.0
UA-3373-IAD-PHL,,946,282,
UA-828-SFO-ORD,,947,121,
CO-4888-IAH-DAL,,948,213,
UA-858-PVG-SFO,,949,284,
UA-2704-DTW-PHX,2:02 p.m.,950,215,8.0
AA-3063-SLC-LAX,9:19 p.m. (Estimated),951,355,4.0
UA-1500-IAH-GUA,12:10 p.m.,952,219,3.0
CO-1561-PHX-IAH,11:26 a.m.,953,169,2.0
AA-2268-PHX-ORD,11:04 a.m.,954,131,9.0
UA-2314-ATL-PHL,,955,289,
UA-6273-YYC-SFO,,956,283,
AA-4277-CVG-JFK,1:40 p.m.,957,222,2.0
AA-2957-DFW-CVG,,958,291,
UA-37-EDI-EWR,,959,134,
UA-854-SFO-IAH,1:27 p.m.,960,177,2.0
AA-85-JFK-SFO,6:36 p.m.,961,227,3.0
AA-1544-SAN-ORD,,962,247,
AA-3786-IAH-ORD,,963,294,
CO-1088-CLE-IAH,10:47 a.m.,964,175,2.0
AA-4198-ORD-CLE,12:48 p.m.,965,235,7.0
AA-3809-PHX-LAX,6:19 a.m.,966,48,15.0
AA-59-JFK-SFO,11:00 a.m.,967,239,2.0
AA-222-LAX-BOS,3:09 p.m.,968,240,2.0
AA-3859-IAH-ORD,9:22 a.m.,969,50,15.0
AA-3842-MSP-ORD,7:49 a.m.,970,99,8.0
AA-643-MIA-ORD,9:26 a.m.,971,100,8.0
AA-1640-MIA-MCO,7:25 p.m.,972,93,7.0
AA-2525-DFW-MIA,10:43 a.m.,973,102,8.0
UA-3050-PHX-CLT,4:57 p.m.,974,390,3.0
UA-3925-IAD-ORF,9:44 a.m.,975,391,3.0
UA-664-ORD-PHL,4:20 p.m.,976,109,8.0
AA-789-ORD-DEN,2:49 p.m.,977,135,9.0
AA-2312-DFW-DTW,11:35 p.m.,978,114,7.0
