act_dep_time,original_index,unique_index
Not Available,1192,97
2:38 p.m.,1193,108
9:14 a.m.,1194,147
8:23 p.m.,1195,26
,1196,2
11:01 a.m.,1197,27
,1198,2
12:10 a.m. (Estimated runway),1199,151
2:43 p.m.,1200,59
8:26 a.m.,1201,50
3:17 p.m.,1202,113
7:41 a.m.,1203,79
,1204,2
,1205,2
11:47 a.m.,1206,82
3:04 p.m.,1207,51
9:43 a.m.,1208,115
2:44 p.m.,1209,32
7:23 a.m.,1210,75
Not Available,1211,97
,1212,2
,1213,2
,1214,2
1:19 p.m.,1215,35
7:49 a.m.,1216,161
3:38 p.m.,1217,87
6:56 p.m.,1218,64
,1219,2
,1220,2
,1221,2
7:40 a.m.,1222,91
7:16 a.m.,1223,0
,1224,2
6:54 a.m.,1225,3
8:48 a.m.,1226,41
9:00 a.m.,1227,42
7:59 p.m.,1228,43
3:50 p.m.,1229,44
,1230,2
11:41 a.m.,1231,45
10:53 a.m.,1232,46
11:29 p.m.,1233,47
6:10 a.m.,1234,40
,1235,2
4:10 p.m.,1236,48
,1237,2
,1238,2
10:11 a.m.,1239,49
8:26 a.m.,1240,50
7:25 a.m.,1241,5
4:29 p.m.,1242,6
10:54 a.m.,1243,28
,1244,2
,1245,2
3:04 p.m.,1246,51
12:13 p.m.,1247,14
,1248,2
6:09 a.m.,1249,52
11:45 a.m.,1250,53
,1251,2
,1252,2
10:19 a.m.,1253,54
2:03 p.m.,1254,55
8:07 a.m.,1255,56
12:56 p.m.,1256,57
12:14 p.m.,1257,58
2:43 p.m.,1258,59
12:07 p.m.,1259,60
,1260,2
,1261,2
11:06 a.m.,1262,61
1:43 p.m.,1263,62
,1264,2
7:22 a.m.,1265,29
6:47 p.m.,1266,63
6:56 p.m.,1267,64
12:12 p.m.,1268,7
,1269,2
2:04 p.m.,1270,12
,1271,2
6:57 a.m.,1272,16
7:31 a.m.,1273,39
5:09 p.m.,1274,65
7:39 a.m.,1275,15
4:44 p.m.,1276,66
4:37 p.m.,1277,67
8:23 p.m.,1278,26
,1279,2
7:30 a.m.,1280,24
11:02 a.m.,1281,68
1:48 p.m.,1282,69
12:42 p.m.,1283,70
,1284,2
12:11 a.m.,1285,71
4:28 p.m.,1286,72
9:06 p.m.,1287,73
8:29 p.m.,1288,74
7:23 a.m.,1289,75
8:52 a.m.,1290,76
8:37 a.m.,1291,77
1:41 p.m.,1292,78
,1293,2
7:41 a.m.,1294,79
,1295,2
5:38 p.m.,1296,80
1:50 p.m. (+8:00),1297,81
11:47 a.m.,1298,82
8:40 p.m.,1299,83
3:04 p.m.,1300,51
,1301,2
,1302,2
2:44 p.m.,1303,32
3:28 p.m.,1304,84
7:22 a.m.,1305,29
12:11 p.m.,1306,22
8:04 a.m.,1307,10
,1308,2
1:20 p.m.,1309,85
8:55 a.m.,1310,86
3:38 p.m.,1311,87
8:04 a.m.,1312,10
4:12 p.m.,1313,38
11:52 a.m.,1314,17
,1315,2
11:55 a.m.,1316,88
10:55 a.m.,1317,9
6:58 a.m.,1318,89
,1319,2
6:11 a.m.,1320,90
7:40 a.m.,1321,91
7:32 a.m.,1322,92
7:02aDec 1,1323,221
7:14 p.m.,1324,123
6:40aDec 1,1325,222
8:48aDec 1,1326,223
,1327,2
7:45 p.m.,1328,184
11:54aDec 1,1329,224
3:28 p.m.,1330,84
11:37aDec 1,1331,225
,1332,2
,1333,2
6:09aDec 1,1334,226
12:41aDec 1,1335,227
3:58 p.m.,1336,131
,1337,2
10:19aDec 1,1338,228
9:59aDec 1,1339,229
8:12aDec 1,1340,230
7:04aDec 1,1341,231
4:16 p.m.,1342,190
10:42aDec 1,1343,232
2:48 p.m.,1344,134
8:00aDec 1,1345,233
2:46 p.m.,1346,155
11:54aDec 1,1347,224
11:56aDec 1,1348,234
5:58aDec 1,1349,235
11:30aDec 1,1350,236
6:02aDec 1,1351,237
8:40aDec 1,1352,238
10:10aDec 1,1353,239
1:48 p.m.,1354,69
7:49aDec 1,1355,240
12:35 p.m.,1356,140
11:47aDec 1,1357,241
2:42 p.m.,1358,207
11:51aDec 1,1359,242
5:22 p.m.,1360,135
8:25 p.m.,1361,142
10:46aDec 1,1362,243
1:32 p.m.,1363,143
3:27 p.m.,1364,33
7:08aDec 1,1365,244
,1366,2
6:40 p.m.,1367,199
,1368,2
2:37 p.m.,1369,200
9:14aDec 1,1370,245
5:59aDec 1,1371,246
7:10aDec 1,1372,247
4:56 p.m.,1373,248
4:28 p.m.,1374,72
4:15 p.m.,1375,119
8:01 p.m.,1376,203
10:20aDec 1,1377,249
7:07aDec 1,1378,250
10:47aDec 1,1379,251
1:31 p.m.,1380,150
12:10 p.m.,1381,34
1:48 p.m.,1382,69
,1383,2
,1384,2
,1385,2
,1386,2
6:56aDec 1,1387,252
8:31aDec 1,1388,253
,1389,2
3:01 p.m.,1390,157
7:27aDec 1,1391,254
,1392,2
,1393,2
1:32 p.m.,1394,143
11:15aDec 1,1395,255
8:30 p.m.,1396,210
2:52 p.m.,1397,160
2:48 p.m.,1398,134
9:16aDec 1,1399,256
2:32 p.m.,1400,211
3:00 p.m.,1401,212
7:10aDec 1,1402,247
12:01 p.m.,1403,213
7:51aDec 1,1404,257
8:52aDec 1,1405,258
1:06 p.m.,1406,214
8:32aDec 1,1407,259
3:09 p.m.,1408,216
7:28aDec 1,1409,260
11:20aDec 1,1410,261
3:52 p.m.,1411,217
11:33aDec 1,1412,262
7:22aDec 1,1413,263
3:31 p.m.,1414,162
11:43aDec 1,1415,264
10:35aDec 1,1416,265
6:41aDec 1,1417,266
3:58 p.m.,1418,131
5:56aDec 1,1419,267
7:14aDec 1,1420,268
7:05aDec 1,1421,269
,1422,2
,1423,2
,1424,2
,1425,2
7:14 p.m.,1426,123
7:29 a.m.,1427,132
11:56 a.m.,1428,136
6:02 a.m.,1429,138
7:15 p.m.,1430,270
12:41 a.m.,1431,130
8:40 a.m.,1432,139
11:32 a.m.,1433,127
3:31 p.m.,1434,162
2:48 p.m.,1435,134
9:14 a.m.,1436,147
10:20 a.m.,1437,148
10:19 a.m.,1438,54
3:01 p.m.,1439,157
8:25 p.m.,1440,142
5:30 p.m.,1441,271
3:58 p.m.,1442,131
5:22 p.m.,1443,135
8:00 a.m.,1444,144
6:56 a.m.,1445,23
2:44 p.m.,1446,32
10:19 a.m.,1447,54
3:27 p.m.,1448,33
4:28 p.m.,1449,72
6:02 a.m.,1450,138
4:15 p.m.,1451,119
8:42 a.m.,1452,125
1:19 p.m.,1453,35
7:21 a.m.,1454,20
1:31 p.m.,1455,150
12:41 p.m.,1456,4
12:41 a.m.,1457,130
11:32 a.m.,1458,127
4:28 p.m. (Estimated runway),1459,152
8:04 a.m.,1460,10
9:06 p.m. (Estimated runway),1461,153
4:12 p.m.,1462,38
8:51 a.m.,1463,30
7:58 p.m.,1464,1
8:26 a.m.,1465,50
11:43 a.m.,1466,163
2:46 p.m.,1467,155
10:20 a.m.,1468,148
3:01 p.m.,1469,157
7:25 a.m.,1470,5
11:05 a.m.,1471,18
8:56 a.m.,1472,36
8:39 p.m.,1473,31
6:10 a.m.,1474,40
7:39 a.m.,1475,15
2:48 p.m.,1476,134
10:10 a.m.,1477,13
12:11 p.m.,1478,22
7:15 p.m. (Estimated),1479,145
12:12 p.m.,1480,7
,1481,2
,1482,2
,1483,2
,1484,2
,1485,2
,1486,2
7:16 a.m.,1487,0
,1488,2
6:54 a.m.,1489,3
8:48 a.m.,1490,41
9:00 a.m.,1491,42
7:59 p.m.,1492,43
3:50 p.m.,1493,44
,1494,2
11:41 a.m.,1495,45
10:53 a.m.,1496,46
11:29 p.m.,1497,47
6:10 a.m.,1498,40
,1499,2
4:10 p.m.,1500,48
,1501,2
,1502,2
10:11 a.m.,1503,49
8:26 a.m.,1504,50
7:25 a.m.,1505,5
4:29 p.m.,1506,6
10:54 a.m.,1507,28
,1508,2
,1509,2
3:04 p.m.,1510,51
12:13 p.m.,1511,14
,1512,2
6:09 a.m.,1513,52
11:45 a.m.,1514,53
,1515,2
,1516,2
10:19 a.m.,1517,54
2:03 p.m.,1518,55
8:07 a.m.,1519,56
12:56 p.m.,1520,57
12:14 p.m.,1521,58
2:43 p.m.,1522,59
12:07 p.m.,1523,60
,1524,2
,1525,2
11:06 a.m.,1526,61
1:43 p.m.,1527,62
,1528,2
7:22 a.m.,1529,29
6:47 p.m.,1530,63
6:56 p.m.,1531,64
12:12 p.m.,1532,7
,1533,2
2:04 p.m.,1534,12
,1535,2
6:57 a.m.,1536,16
7:31 a.m.,1537,39
5:09 p.m.,1538,65
7:39 a.m.,1539,15
4:44 p.m.,1540,66
4:37 p.m.,1541,67
8:23 p.m.,1542,26
,1543,2
7:30 a.m.,1544,24
11:02 a.m.,1545,68
1:48 p.m.,1546,69
12:42 p.m.,1547,70
,1548,2
12:11 a.m.,1549,71
4:28 p.m.,1550,72
9:06 p.m.,1551,73
8:29 p.m.,1552,74
7:23 a.m.,1553,75
8:52 a.m.,1554,76
8:37 a.m.,1555,77
1:41 p.m.,1556,78
,1557,2
7:41 a.m.,1558,79
,1559,2
5:38 p.m.,1560,80
1:50 p.m. (+8:00),1561,81
11:47 a.m.,1562,82
8:40 p.m.,1563,83
3:04 p.m.,1564,51
,1565,2
,1566,2
2:44 p.m.,1567,32
3:28 p.m.,1568,84
7:22 a.m.,1569,29
12:11 p.m.,1570,22
8:04 a.m.,1571,10
,1572,2
1:20 p.m.,1573,85
8:55 a.m.,1574,86
3:38 p.m.,1575,87
8:04 a.m.,1576,10
4:12 p.m.,1577,38
11:52 a.m.,1578,17
,1579,2
11:55 a.m.,1580,88
10:55 a.m.,1581,9
6:58 a.m.,1582,89
,1583,2
6:11 a.m.,1584,90
7:40 a.m.,1585,91
7:32 a.m.,1586,92
7:45 p.m.,1587,184
7:14 p.m.,1588,123
,1589,2
,1590,2
Contact Airline,1591,186
,1592,2
,1593,2
12:41aDec 1,1594,227
3:58 p.m.,1595,131
10:19aDec 1,1596,228
7:04aDec 1,1597,231
2:48 p.m.,1598,134
11:56aDec 1,1599,234
5:58aDec 1,1600,235
11:30aDec 1,1601,236
10:10 a.m.,1602,13
7:28aDec 1,1603,260
12:35 p.m.,1604,140
9:59 a.m.,1605,195
11:47aDec 1,1606,241
11:51aDec 1,1607,242
8:25 p.m.,1608,142
11:33 a.m.,1609,196
5:59aDec 1,1610,246
7:10aDec 1,1611,247
4:56 p.m.,1612,248
7:22aDec 1,1613,263
8:01 p.m.,1614,203
7:07aDec 1,1615,250
6:40 p.m.,1616,199
,1617,2
Not Available,1618,97
,1619,2
6:56aDec 1,1620,252
8:31aDec 1,1621,253
2:42 p.m.,1622,207
Not Available,1623,97
3:01 p.m.,1624,157
,1625,2
8:30 p.m.,1626,210
3:00 p.m.,1627,212
7:41 a.m.,1628,79
12:01 p.m.,1629,213
8:52aDec 1,1630,258
7:14aDec 1,1631,268
8:32aDec 1,1632,259
11:20aDec 1,1633,261
3:52 p.m.,1634,217
3:31 p.m.,1635,162
6:41aDec 1,1636,266
,1637,2
,1638,2
,1639,2
,1640,2
,1641,2
,1642,2
,1643,2
,1644,2
,1645,2
,1646,2
,1647,2
,1648,2
,1649,2
,1650,2
,1651,2
,1652,2
,1653,2
,1654,2
,1655,2
,1656,2
,1657,2
,1658,2
,1659,2
,1660,2
7:16 a.m.,1661,0
6:54 a.m.,1662,3
7:42 p.m.,1663,93
8:51 a.m.,1664,30
7:59 p.m.,1665,43
11:57 p.m.,1666,272
4:10 p.m.,1667,48
7:56 a.m.,1668,99
7:25 a.m.,1669,5
4:29 p.m.,1670,6
10:10 a.m.,1671,13
12:13 p.m.,1672,14
12:06 p.m.,1673,104
6:08 a.m.,1674,8
11:45 a.m.,1675,53
8:05 a.m.,1676,116
10:19 a.m.,1677,54
8:04 a.m.,1678,10
2:04 p.m.,1679,12
6:57 a.m.,1680,16
12:42 p.m.,1681,70
12:56 p.m.,1682,57
2:42 p.m.,1683,207
12:07 p.m.,1684,60
5:38 p.m.,1685,80
7:39 a.m.,1686,15
7:27 p.m.,1687,181
11:52 a.m.,1688,17
11:05 a.m.,1689,18
3:36 p.m.,1690,19
7:21 a.m.,1691,20
6:47 p.m.,1692,63
6:56 p.m.,1693,64
12:12 p.m.,1694,7
7:25 p.m.,1695,180
9:57 a.m.,1696,273
6:56 a.m.,1697,23
7:31 a.m.,1698,39
5:08 p.m.,1699,25
4:45 p.m.,1700,274
8:23 p.m.,1701,26
11:01 a.m.,1702,27
1:48 p.m.,1703,69
2:01 p.m.,1704,112
4:35 p.m.,1705,171
9:16 p.m.,1706,275
8:29 p.m.,1707,74
7:22 a.m.,1708,29
8:51 a.m.,1709,30
1:40 p.m.,1710,276
11:35 p.m.,1711,277
6:11 p.m.,1712,278
8:40 p.m.,1713,83
2:44 p.m.,1714,32
3:27 p.m.,1715,33
7:23 a.m.,1716,75
12:10 p.m.,1717,34
1:19 p.m.,1718,35
3:36 p.m.,1719,19
4:12 p.m.,1720,38
7:32 a.m.,1721,92
11:55 a.m.,1722,88
10:55 a.m.,1723,9
4:14 p.m.,1724,279
6:10 a.m.,1725,40
7:39 a.m.,1726,15
8:29 a.m.,1727,124
8:42 a.m.,1728,125
3:27 p.m.,1729,33
10:33 a.m.,1730,177
4:00 p.m.,1731,280
11:30 a.m.,1732,137
12:35 p.m.            Delayed,1733,281
3:11 a.m.,1734,282
7:49 a.m.,1735,161
8:12 a.m.,1736,133
1:32 p.m.            Delayed,1737,283
2:10 p.m.,1738,146
4:28 p.m.            Delayed,1739,284
4:15 p.m.,1740,119
7:05 a.m.,1741,218
1:31 p.m.,1742,150
1:48 p.m.            Delayed,1743,285
4:25 p.m.,1744,286
8:26 a.m.,1745,50
7:27 a.m.,1746,178
11:08 p.m.            On Time,1747,287
1:32 p.m.,1748,143
11:15 a.m.,1749,159
2:55 p.m.,1750,288
2:48 p.m.,1751,134
9:16 a.m.            Delayed,1752,289
2:55 p.m.,1753,288
8:52 a.m.,1754,76
11:55 a.m.,1755,88
5:56 a.m.,1756,129
2:26 p.m.,1757,156
7:16 a.m.,1758,0
7:14 p.m.,1759,123
6:54 a.m.,1760,3
8:29 a.m.,1761,124
8:42 a.m.,1762,125
,1763,2
12:11 p.m.,1764,22
3:28 p.m.,1765,84
11:32 a.m.,1766,127
10:33 a.m.,1767,177
,1768,2
5:56 a.m.,1769,129
12:41 a.m.,1770,130
3:58 p.m.,1771,131
7:29 a.m.,1772,132
10:19 a.m.,1773,54
10:10 a.m.,1774,13
8:12 a.m.,1775,133
7:25 a.m.,1776,5
4:29 p.m.,1777,6
10:55 a.m.,1778,9
2:48 p.m.,1779,134
8:00 a.m.,1780,144
2:46 p.m.,1781,155
12:12 p.m.,1782,7
11:56 a.m.,1783,136
6:08 a.m.,1784,8
11:30 a.m.,1785,137
6:02 a.m.,1786,138
8:40 a.m.,1787,139
10:18 a.m.,1788,11
2:04 p.m.,1789,12
7:49 a.m.,1790,161
12:35 p.m.,1791,140
12:13 p.m.,1792,14
2:26 p.m.,1793,156
11:51 a.m.,1794,141
5:22 p.m.,1795,135
8:25 p.m.,1796,142
11:05 a.m.,1797,18
1:32 p.m.,1798,143
3:36 p.m.,1799,19
7:21 a.m.,1800,20
,1801,2
6:55 p.m.,1802,21
,1803,2
2:10 p.m.,1804,146
9:14 a.m.,1805,147
6:56 a.m.,1806,23
7:30 a.m.,1807,24
5:08 p.m.,1808,25
4:28 p.m.,1809,72
4:15 p.m.,1810,119
8:23 p.m.,1811,26
10:20 a.m.,1812,148
7:07 a.m.,1813,149
11:01 a.m.,1814,27
1:31 p.m.,1815,150
12:41 p.m.,1816,4
1:48 p.m.,1817,69
,1818,2
,1819,2
,1820,2
,1821,2
7:22 a.m.,1822,29
8:51 a.m.,1823,30
8:26 a.m.,1824,50
,1825,2
3:01 p.m.,1826,157
7:27 a.m.,1827,178
,1828,2
,1829,2
1:32 p.m.,1830,143
11:15 a.m.,1831,159
8:39 p.m.,1832,31
2:52 p.m.,1833,160
2:48 p.m.,1834,134
9:16 a.m.,1835,179
2:44 p.m.,1836,32
3:27 p.m.,1837,33
7:22 a.m.,1838,29
12:10 p.m.,1839,34
8:04 a.m.,1840,10
8:52 a.m.,1841,76
1:19 p.m.,1842,35
8:56 a.m.,1843,36
3:36 p.m.,1844,19
8:04 a.m.,1845,10
11:40 a.m.,1846,37
4:12 p.m.,1847,38
11:52 a.m.,1848,17
7:39 a.m.,1849,15
3:31 p.m.,1850,162
11:43 a.m.,1851,163
10:54 a.m.,1852,28
6:57 a.m.,1853,16
3:58 p.m.,1854,131
6:10 a.m.,1855,40
7:39 a.m.,1856,15
7:31 a.m.,1857,39
7:16 a.m.,1858,0
7:14 p.m.,1859,123
6:54 a.m.,1860,3
8:29 a.m.,1861,124
8:42 a.m.,1862,125
7:58 p.m.,1863,1
12:13 p.m.,1864,14
6:47 p.m. (Estimated runway),1865,126
3:28 p.m.,1866,84
11:32 a.m.,1867,127
11:29 p.m. (Estimated runway),1868,128
5:56 a.m.,1869,129
12:41 a.m.,1870,130
3:58 p.m.,1871,131
7:29 a.m.,1872,132
10:19 a.m.,1873,54
7:25 a.m.,1874,5
8:12 a.m.,1875,133
4:29 p.m.,1876,6
10:10 a.m.,1877,13
2:48 p.m.,1878,134
5:22 p.m.,1879,135
12:12 p.m.,1880,7
11:56 a.m.,1881,136
6:08 a.m.,1882,8
11:30 a.m.,1883,137
6:02 a.m.,1884,138
8:40 a.m.,1885,139
8:04 a.m.,1886,10
10:18 a.m.,1887,11
8:04 a.m.,1888,10
2:04 p.m.,1889,12
6:57 a.m.,1890,16
12:41 p.m.,1891,4
12:35 p.m.,1892,140
11:51 a.m.,1893,141
8:25 p.m.,1894,142
11:52 a.m.,1895,17
11:05 a.m.,1896,18
1:32 p.m.,1897,143
3:36 p.m.,1898,19
7:21 a.m.,1899,20
8:00 a.m.,1900,144
6:55 p.m.,1901,21
12:11 p.m.,1902,22
7:15 p.m. (Estimated),1903,145
2:10 p.m.,1904,146
9:14 a.m.,1905,147
6:56 a.m.,1906,23
7:30 a.m.,1907,24
5:08 p.m.,1908,25
7:39 a.m.,1909,15
4:28 p.m.,1910,72
4:15 p.m.,1911,119
8:23 p.m.,1912,26
10:20 a.m.,1913,148
7:07 a.m.,1914,149
11:01 a.m.,1915,27
1:31 p.m.,1916,150
1:48 p.m.,1917,69
12:10 a.m. (Estimated runway),1918,151
4:28 p.m. (Estimated runway),1919,152
9:06 p.m. (Estimated runway),1920,153
8:29 p.m. (Estimated runway),1921,154
2:46 p.m.,1922,155
7:22 a.m.,1923,29
8:51 a.m.,1924,30
2:26 p.m.,1925,156
8:26 a.m.,1926,50
3:01 p.m.,1927,157
,1928,2
5:30 p.m. (Estimated),1929,158
11:15 a.m.,1930,159
8:39 p.m.,1931,31
2:52 p.m.,1932,160
2:48 p.m.,1933,134
2:44 p.m.,1934,32
3:27 p.m.,1935,33
7:22 a.m.,1936,29
12:10 p.m.,1937,34
1:19 p.m.,1938,35
7:49 a.m.,1939,161
8:56 a.m.,1940,36
3:36 p.m.,1941,19
4:12 p.m.,1942,38
7:31 a.m.,1943,39
3:31 p.m.,1944,162
11:43 a.m.,1945,163
10:54 a.m.,1946,28
3:58 p.m.,1947,131
6:10 a.m.,1948,40
7:39 a.m.,1949,15
7:16 a.m.,1950,0
7:42 p.m.,1951,93
6:54 a.m.,1952,3
8:49 a.m.,1953,94
9:01 a.m.,1954,95
7:59 p.m.,1955,43
12:12 p.m.,1956,7
3:50 p.m.,1957,44
12:37 p.m.,1958,96
10:53 a.m.,1959,46
,1960,2
6:10 a.m.,1961,40
12:58 a.m.,1962,98
4:10 p.m.,1963,48
7:56 a.m.,1964,99
10:35 a.m.,1965,100
10:11 a.m.,1966,49
8:26 a.m.,1967,50
7:25 a.m.,1968,5
4:30 p.m.,1969,101
10:55 a.m.,1970,9
2:59 p.m.,1971,102
8:18 a.m.,1972,103
3:04 p.m.,1973,51
12:13 p.m.,1974,14
12:06 p.m.,1975,104
6:09 a.m.,1976,52
11:45 a.m.,1977,53
6:17 a.m.,1978,105
9:01 a.m.,1979,95
10:19 a.m.,1980,54
2:04 p.m.,1981,12
8:07 a.m.,1982,56
12:56 p.m.,1983,57
12:14 p.m.,1984,58
2:43 p.m.,1985,59
12:08 p.m.,1986,106
5:38 p.m.,1987,80
8:36 p.m.,1988,107
11:06 a.m.,1989,61
1:43 p.m.,1990,62
3:36 p.m.,1991,19
7:22 a.m.,1992,29
,1993,2
6:56 p.m.,1994,64
,1995,2
2:38 p.m.,1996,108
9:58 a.m.,1997,109
6:57 a.m.,1998,16
7:31 a.m.,1999,39
5:09 p.m.,2000,65
4:46 p.m.,2001,110
4:37 p.m.,2002,67
8:23 p.m.,2003,26
10:37 a.m.,2004,111
7:31 a.m.,2005,39
11:02 a.m.,2006,68
1:48 p.m.,2007,69
12:42 p.m.,2008,70
2:01 p.m.,2009,112
,2010,2
,2011,2
,2012,2
,2013,2
7:23 a.m.,2014,75
8:52 a.m.,2015,76
8:37 a.m.,2016,77
,2017,2
3:17 p.m.,2018,113
7:41 a.m.,2019,79
,2020,2
,2021,2
1:45 p.m.,2022,122
11:47 a.m.,2023,82
8:40 p.m.,2024,83
3:04 p.m.,2025,51
2:59 p.m.,2026,102
9:43 a.m.,2027,115
2:44 p.m.,2028,32
3:28 p.m.,2029,84
7:23 a.m.,2030,75
12:11 p.m.,2031,22
8:05 a.m.,2032,116
9:05 a.m.,2033,117
1:20 p.m.,2034,85
8:56 a.m.,2035,36
3:38 p.m.,2036,87
8:04 a.m.,2037,10
11:41 a.m.,2038,45
4:12 p.m.,2039,38
11:52 a.m.,2040,17
7:40 a.m.,2041,91
4:02 p.m.,2042,118
11:55 a.m.,2043,88
10:55 a.m.,2044,9
6:58 a.m.,2045,89
4:15 p.m.,2046,119
6:11 a.m.,2047,90
7:40 a.m.,2048,91
7:32 a.m.,2049,92
7:16 a.m.,2050,0
7:14 p.m.,2051,123
6:54 a.m.,2052,3
8:29 a.m.,2053,124
8:42 a.m.,2054,125
,2055,2
12:11 p.m.,2056,22
3:28 p.m.,2057,84
11:32 a.m.,2058,127
10:33 a.m.,2059,177
,2060,2
5:56 a.m.,2061,129
12:41 a.m.,2062,130
3:58 p.m.,2063,131
7:29 a.m.,2064,132
10:19 a.m.,2065,54
10:10 a.m.,2066,13
8:12 a.m.,2067,133
7:25 a.m.,2068,5
4:29 p.m.,2069,6
10:55 a.m.,2070,9
2:48 p.m.,2071,134
8:00 a.m.,2072,144
2:46 p.m.,2073,155
12:12 p.m.,2074,7
11:56 a.m.,2075,136
6:08 a.m.,2076,8
11:30 a.m.,2077,137
6:02 a.m.,2078,138
8:40 a.m.,2079,139
10:18 a.m.,2080,11
2:04 p.m.,2081,12
7:49 a.m.,2082,161
12:35 p.m.,2083,140
12:13 p.m.,2084,14
2:26 p.m.,2085,156
11:51 a.m.,2086,141
5:22 p.m.,2087,135
8:25 p.m.,2088,142
11:05 a.m.,2089,18
1:32 p.m.,2090,143
3:36 p.m.,2091,19
7:21 a.m.,2092,20
,2093,2
6:55 p.m.,2094,21
,2095,2
2:10 p.m.,2096,146
9:14 a.m.,2097,147
6:56 a.m.,2098,23
7:30 a.m.,2099,24
5:08 p.m.,2100,25
4:28 p.m.,2101,72
4:15 p.m.,2102,119
8:23 p.m.,2103,26
10:20 a.m.,2104,148
7:07 a.m.,2105,149
11:01 a.m.,2106,27
1:31 p.m.,2107,150
12:41 p.m.,2108,4
1:48 p.m.,2109,69
,2110,2
,2111,2
,2112,2
,2113,2
7:22 a.m.,2114,29
8:51 a.m.,2115,30
8:26 a.m.,2116,50
,2117,2
3:01 p.m.,2118,157
7:27 a.m.,2119,178
,2120,2
,2121,2
1:32 p.m.,2122,143
11:15 a.m.,2123,159
8:39 p.m.,2124,31
2:52 p.m.,2125,160
2:48 p.m.,2126,134
9:16 a.m.,2127,179
2:44 p.m.,2128,32
3:27 p.m.,2129,33
7:22 a.m.,2130,29
12:10 p.m.,2131,34
8:04 a.m.,2132,10
8:52 a.m.,2133,76
1:19 p.m.,2134,35
8:56 a.m.,2135,36
3:36 p.m.,2136,19
8:04 a.m.,2137,10
11:40 a.m.,2138,37
4:12 p.m.,2139,38
11:52 a.m.,2140,17
7:39 a.m.,2141,15
3:31 p.m.,2142,162
11:43 a.m.,2143,163
10:54 a.m.,2144,28
6:57 a.m.,2145,16
3:58 p.m.,2146,131
6:10 a.m.,2147,40
7:39 a.m.,2148,15
7:31 a.m.,2149,39
,2150,2
,2151,2
,2152,2
,2153,2
,2154,2
7:16 a.m.,2155,0
7:42 p.m.,2156,93
6:54 a.m.,2157,3
8:49 a.m.,2158,94
9:01 a.m.,2159,95
7:59 p.m.,2160,43
12:12 p.m.,2161,7
3:50 p.m.,2162,44
12:37 p.m.,2163,96
10:53 a.m.,2164,46
,2165,2
6:10 a.m.,2166,40
12:58 a.m.,2167,98
4:10 p.m.,2168,48
7:56 a.m.,2169,99
10:35 a.m.,2170,100
10:11 a.m.,2171,49
8:26 a.m.,2172,50
7:25 a.m.,2173,5
4:30 p.m.,2174,101
10:55 a.m.,2175,9
2:59 p.m.,2176,102
8:18 a.m.,2177,103
3:04 p.m.,2178,51
12:13 p.m.,2179,14
12:06 p.m.,2180,104
6:09 a.m.,2181,52
11:45 a.m.,2182,53
6:17 a.m.,2183,105
9:01 a.m.,2184,95
10:19 a.m.,2185,54
2:04 p.m.,2186,12
8:07 a.m.,2187,56
12:56 p.m.,2188,57
12:14 p.m.,2189,58
2:43 p.m.,2190,59
12:08 p.m.,2191,106
5:38 p.m.,2192,80
8:36 p.m.,2193,107
11:06 a.m.,2194,61
1:43 p.m.,2195,62
3:36 p.m.,2196,19
7:22 a.m.,2197,29
,2198,2
6:56 p.m.,2199,64
,2200,2
2:38 p.m.,2201,108
9:58 a.m.,2202,109
6:57 a.m.,2203,16
7:31 a.m.,2204,39
5:09 p.m.,2205,65
4:46 p.m.,2206,110
4:37 p.m.,2207,67
8:23 p.m.,2208,26
10:37 a.m.,2209,111
7:31 a.m.,2210,39
11:02 a.m.,2211,68
1:48 p.m.,2212,69
12:42 p.m.,2213,70
2:01 p.m.,2214,112
,2215,2
,2216,2
,2217,2
,2218,2
7:23 a.m.,2219,75
8:52 a.m.,2220,76
8:37 a.m.,2221,77
,2222,2
3:17 p.m.,2223,113
7:41 a.m.,2224,79
,2225,2
,2226,2
1:45 p.m.,2227,122
11:47 a.m.,2228,82
8:40 p.m.,2229,83
3:04 p.m.,2230,51
2:59 p.m.,2231,102
9:43 a.m.,2232,115
2:44 p.m.,2233,32
3:28 p.m.,2234,84
7:23 a.m.,2235,75
12:11 p.m.,2236,22
8:05 a.m.,2237,116
9:05 a.m.,2238,117
1:20 p.m.,2239,85
8:56 a.m.,2240,36
3:38 p.m.,2241,87
8:04 a.m.,2242,10
11:41 a.m.,2243,45
4:12 p.m.,2244,38
11:52 a.m.,2245,17
7:40 a.m.,2246,91
4:02 p.m.,2247,118
11:55 a.m.,2248,88
10:55 a.m.,2249,9
6:58 a.m.,2250,89
4:15 p.m.,2251,119
6:11 a.m.,2252,90
7:40 a.m.,2253,91
7:32 a.m.,2254,92
7:16 a.m.,2255,0
6:54 a.m.,2256,3
7:42 p.m.,2257,93
8:51 a.m.,2258,30
7:59 p.m.,2259,43
11:57 p.m.,2260,272
4:10 p.m.,2261,48
7:56 a.m.,2262,99
7:25 a.m.,2263,5
4:29 p.m.,2264,6
10:10 a.m.,2265,13
12:13 p.m.,2266,14
12:06 p.m.,2267,104
6:08 a.m.,2268,8
11:45 a.m.,2269,53
8:05 a.m.,2270,116
10:19 a.m.,2271,54
8:04 a.m.,2272,10
2:04 p.m.,2273,12
6:57 a.m.,2274,16
