HospitalName,PhoneNumber,original_index,unique_index,count
university of alabama hospital,2059344011,680,63,24
university of alabama hospital,2059344011,681,63,24
university of alabama hospital,2059344011,682,63,24
university of alabama hospital,2059344011,683,63,24
university of alabama hospital,2059344011,684,63,24
university of alabama hospital,2059344011,685,63,24
university of alabama hospital,2059344011,686,63,24
university of alabama hospital,2059344011,687,63,24
university of alabama hospital,2059344011,688,63,24
university of alabama hospital,2059344011,689,63,24
university of alabama hospital,2059344011,690,63,24
community hospital inc,3342836541,691,64,21
community hospital inc,3342836541,692,64,21
community hospital inc,3342836541,693,64,21
community hospital inc,3342836541,694,64,21
community hospital inc,3342836541,695,64,21
community hospital inc,3342836541,696,64,21
communitx hospital inc,3342836541,697,65,1
community hospital inc,3342836541,698,64,21
community hospital inc,334x836541,699,66,1
community hospital inc,3342836541,700,64,21
community hospital inc,3342836541,701,64,21
community hospital inc,3342836541,702,64,21
community hospital inc,3342836541,703,64,21
community hospital inc,3342836541,704,64,21
community hospital inc,3342836541,705,64,21
community hospital inc,3342836541,706,64,21
community hospital inc,3342836541,707,64,21
community hospital inc,3342836541,708,64,21
community hospital inc,3342836541,709,64,21
communixy hospixal inc,3342836541,710,67,1
community hospital inc,3342836541,711,64,21
community hospital inc,3342836541,712,64,21
community hospital inc,33x28365x1,713,68,1
community hospital inc,3342836541,714,64,21
community hospital inc,3342836541,715,64,21
cullman regional medical center,2567372000,716,69,24
cullman regional medical center,2567372000,717,69,24
cullman regional medical center,2567372000,718,69,24
cullman regional medical center,2567372000,719,69,24
cullman regional medical center,2567372000,720,69,24
cullman regional medical center,2567372000,721,69,24
cullman regional medical center,2567372000,722,69,24
cullman regional medical center,2567372000,723,69,24
cullman regional medical center,2567372000,724,69,24
cullman regional medical center,2567372000,725,69,24
cullman regional medical center,2567372000,726,69,24
cullman regional medical center,2567372000,727,69,24
cullman regional medical center,2567372000,728,69,24
cullman regional medical center,2567372000,729,69,24
cullmxn regionxl medicxl center,2567372000,730,70,1
cullman regional medical center,2567372000,731,69,24
cullman regional medical center,2567372000,732,69,24
cullman regional medical center,2567372000,733,69,24
cullman regional medical center,2567372000,734,69,24
cullman regional medical center,2567372000,735,69,24
cullman regional medical center,2567372000,736,69,24
cullman regional medical center,2567372000,737,69,24
cullman regional medical center,2567372000,738,69,24
cullman regional medical center,2567372000,739,69,24
cullman regional medical center,2567372000,740,69,24
andalusia regional hospital,3342228466,741,71,21
andalusia regional hospital,3342228466,742,71,21
andalusia regional hospital,3342228466,743,71,21
andalusia regional hospital,3342228466,744,71,21
andalusia regional hospital,3342228466,745,71,21
andalusia regional hospital,3342228466,746,71,21
andalusia regional hospital,3342228466,747,71,21
andalusia regional hospital,3342228466,748,71,21
andalusia regional hospital,3342228466,749,71,21
andalusia regional hospital,3342228466,750,71,21
andalusia regional hospital,334xxx8466,751,72,1
andalusia regional hospital,3342228466,752,71,21
andalusia regional hospital,3342228466,753,71,21
andalusia regional hospital,3342228466,754,71,21
andalusia regional hospital,3342228466,755,71,21
andalusia regional hospital,3342228466,756,71,21
andalusia regional hospital,3342228466,757,71,21
andaxusia regionax hospitax,3342228466,758,73,1
andalusia regional hospital,3342228466,759,71,21
andalusia regional hospital,3342228466,760,71,21
andalusia regional hospital,3342228466,761,71,21
andalusia regional hospital,3342228466,762,71,21
andalusia regional hospital,33422284xx,763,74,1
andalusia regional hospital,3342228466,764,71,21
andaluxia regional hoxpital,3342228466,765,75,1
stringfellow memorial hospital,2562358900,766,26,27
stringfellow memorial hospital,2562358900,767,26,27
stringfellow memorial hospital,2562358900,768,26,27
stringfellow memorial hospital,2562358900,769,26,27
stringfellow memorial hospital,2562358900,770,26,27
stringfellow memorial hospital,2562358900,771,26,27
stringfellow memorial hospital,2562358900,772,26,27
stringfellow memorial hospital,2562358900,773,26,27
huntsville hospital,2562651000,774,76,27
huntsville hospital,2562651000,775,76,27
huntsville hospital,2562651000,776,76,27
huntsvxlle hospxtal,2562651000,777,77,1
huntsville hospital,2562651000,778,76,27
huntsville hospital,2562651000,779,76,27
huntsville hospital,2562651000,780,76,27
huntsville hospital,2562651000,781,76,27
huntsville hospital,2562651000,782,76,27
huntsville hospital,2562651000,783,76,27
huntsville hospital,2562651000,784,76,27
huntsville hospital,2562651000,785,76,27
huntsville hospital,2562651000,786,76,27
huntsville hospital,2562651000,787,76,27
huntsville hospital,2562651000,788,76,27
huntsville hospital,2562651000,789,76,27
huntsville hospital,2562651000,790,76,27
huntsville hospital,2562651000,791,76,27
huntsville hospital,2562651000,792,76,27
huntsville hospital,2562651000,793,76,27
huntsville hospital,2562651000,794,76,27
huntsville hospital,2562651000,795,76,27
huntsville hospital,2562651000,796,76,27
huntsville hospital,2562651000,797,76,27
huntsville hospital,2562651000,798,76,27
huntsville hospital,2562651000,799,76,27
huntsville hospital,2562651000,800,76,27
huntsville hospital,2562651000,801,76,27
gadsden regional medical center,2564944000,802,78,24
gadsden regional medical center,2564944000,803,78,24
gadsden regional medical center,2564944000,804,78,24
gadsden regional medical center,2564944000,805,78,24
gadsden regional medical center,2564944000,806,78,24
gadsden regional medical center,2564944000,807,78,24
gadsden regional medical center,2564944000,808,78,24
gadsden regional medical center,2564944000,809,78,24
gadsden regional medical center,2564944000,810,78,24
gadsden regional medical center,2564944000,811,78,24
gadsden regional medical center,2564944000,812,78,24
gadsden regional medical center,2564944000,813,78,24
gadsden regional medical center,2564944000,814,78,24
gadsden regional medical center,2564944000,815,78,24
gadsden regional medical center,2564944000,816,78,24
gadsden regional medical center,2564944000,817,78,24
gadsden regional medical center,2564944000,818,78,24
gadsden regional medical center,2564944000,819,78,24
gadsden regional medical center,2564944000,820,78,24
gadsden regional medical center,2564944000,821,78,24
gadsden regional medical center,2564944000,822,78,24
gadsden regional medical center,2564944000,823,78,24
gadsden regional medical center,2564944xxx,824,79,1
gadsden regional medical center,2564944000,825,78,24
gadsden regional medical center,2564944000,826,78,24
chilton medical center,2057552500,827,80,25
chilton medical center,2057552500,828,80,25
chilton medical center,2057552500,829,80,25
chilton medical center,2057552500,830,80,25
chilton medical center,2057552500,831,80,25
chilton medical center,2057552500,832,80,25
chilton medical center,2057552500,833,80,25
chilton medical center,2057552500,834,80,25
chilton medical center,2057552500,835,80,25
chilton medical center,2057552500,836,80,25
chilton medical center,2057552500,837,80,25
chilton medical center,2057552500,838,80,25
chilton medical center,2057552500,839,80,25
chilton medical center,2057552500,840,80,25
chilton medical center,2057552500,841,80,25
chilton medical center,2057552500,842,80,25
chilton medical center,2057552500,843,80,25
chilton medical center,2057552500,844,80,25
chilton medical center,2057552500,845,80,25
chilton medical center,2057552500,846,80,25
chilton medical center,2057552500,847,80,25
chilton medical center,2057552500,848,80,25
chilton medical center,2057552500,849,80,25
chilton medical center,2057552500,850,80,25
chilton medical center,2057552500,851,80,25
marion regional medical center,2059216200,852,81,23
marion regional medical center,2059216200,853,81,23
marion regional medical center,2059216200,854,81,23
marion regional medical center,x059x16x00,855,82,1
marion regional medical center,2059216200,856,81,23
marion regional medical center,2059216200,857,81,23
marion regional medical center,2059216200,858,81,23
marion regional medical center,2059216200,859,81,23
marion regional medical center,2059216200,860,81,23
marion regional medical center,2059216200,861,81,23
marion regional medical center,2059216200,862,81,23
marion regional medical center,2059216200,863,81,23
marion regional medical center,2059216200,864,81,23
marion regional medical center,20x9216200,865,83,1
marion regional medical center,2059216200,866,81,23
marion regional medical center,2059216200,867,81,23
marion regional medical center,2059216200,868,81,23
marion regional medical center,2059216200,869,81,23
marion regional medical center,2059216200,870,81,23
marion regional medical center,2059216200,871,81,23
marion regional medical center,2059216200,872,81,23
marion regional medical center,2059216200,873,81,23
marion regional medical center,2059216200,874,81,23
marion regional medical center,2059216200,875,81,23
marion regional medical center,2059216200,876,81,23
fayette medical center,2059325966,877,84,23
fayette medical center,2059325966,878,84,23
fayette medical center,2059325966,879,84,23
fayette medical center,2059325966,880,84,23
fayette medical center,x0593x5966,881,85,2
fayette medical center,2059325966,882,84,23
fayette medical center,x0593x5966,883,85,2
fayette medical center,2059325966,884,84,23
fayette medical center,2059325966,885,84,23
fayette medical center,2059325966,886,84,23
fayette medical center,2059325966,887,84,23
fayette medical center,2059325966,888,84,23
fayette medical center,2059325966,889,84,23
fayette medical center,2059325966,890,84,23
fayette medical center,2059325966,891,84,23
fayette medical center,2059325966,892,84,23
fayette medical center,2059325966,893,84,23
fayette medical center,2059325966,894,84,23
fayette medical center,2059325966,895,84,23
fayette medical center,2059325966,896,84,23
fayette medical center,2059325966,897,84,23
fayette medical center,2059325966,898,84,23
fayette medical center,2059325966,899,84,23
fayette medical center,2059325966,900,84,23
fayette medical center,2059325966,901,84,23
riverview regional medical center,2565435200,902,86,24
rivxrvixw rxgional mxdical cxntxr,2565435200,903,87,1
riverview regional medical center,2565435200,904,86,24
riverview regional medical center,2565435200,905,86,24
riverview regional medical center,2565435200,906,86,24
riverview regional medical center,2565435200,907,86,24
riverview regional medical center,2565435200,908,86,24
riverview regional medical center,2565435200,909,86,24
riverview regional medical center,2565435200,910,86,24
riverview regional medical center,2565435200,911,86,24
riverview regional medical center,2565435200,912,86,24
riverview regional medical center,2565435200,913,86,24
riverview regional medical center,2565435200,914,86,24
riverview regional medical center,2565435200,915,86,24
riverview regional medical center,x565435x00,916,88,1
riverview regional medical center,2565435200,917,86,24
riverview regional medical center,2565435200,918,86,24
riverview regional medical center,2565435200,919,86,24
riverview regional medical center,2565435200,920,86,24
xivexview xegional medical centex,2565435200,921,89,1
riverview rexional medical center,2565435200,922,90,1
riverview regional medical center,2565435200,923,86,24
riverview regional medical center,2565435200,924,86,24
riverview regional medical center,2565435200,925,86,24
riverview regional medical center,2565435200,926,86,24
riverview regional medical center,2565435200,927,86,24
riverview regional medical center,2565435200,928,86,24
riverview regional medical center,2565435200,929,86,24
georgiana hospital,3343762205,930,91,24
georgiana hospital,3343762205,931,91,24
georgiana hospital,3343762205,932,91,24
georgiana hospital,3343762205,933,91,24
georgiana hospital,3343762205,934,91,24
georgiana hospital,3343762205,935,91,24
georgiana hospital,3343762205,936,91,24
georgiana hospital,3343762205,937,91,24
georgiaxa hospital,3343762205,938,92,1
georgiana hospital,3343762205,939,91,24
georgiana hospital,3343762205,940,91,24
georgiana hospital,3343762205,941,91,24
georgiana hospital,3343762205,942,91,24
georgiana hospital,3343762205,943,91,24
georgiana hospital,3343762205,944,91,24
georgiana hospital,3343762205,945,91,24
georgiana hospital,3343762205,946,91,24
georgiana hospital,3343762205,947,91,24
georgiana hospital,3343762205,948,91,24
georgiana hospital,3343762205,949,91,24
georgiana hospital,3343762205,950,91,24
georgiana hospital,3343762205,951,91,24
georgiana hospital,3343762205,952,91,24
georgiana hospital,3343762205,953,91,24
georgiana hospital,3343762205,954,91,24
medical center enterprise,3343470584,955,93,23
medixal xenter enterprise,3343470584,956,94,1
medical center enterprise,3343470584,957,93,23
medical center enterprise,3343470584,958,93,23
medical center enterprise,3343470584,959,93,23
medical center enterprise,3343470584,960,93,23
medical center enterprise,3343470584,961,93,23
medxcal center enterprxse,3343470584,962,95,1
medical center enterprise,3343470584,963,93,23
medical center enterprise,3343470584,964,93,23
medical center enterprise,3343470584,965,93,23
medical center enterprise,3343470584,966,93,23
medical center enterprise,3343470584,967,93,23
medical center enterprise,3343470584,968,93,23
medical center enterprise,3343470584,969,93,23
medical center enterprise,3343470584,970,93,23
medical center enterprise,3343470584,971,93,23
medical center enterprise,3343470584,972,93,23
medical center enterprise,3343470584,973,93,23
medical center enterprise,3343470584,974,93,23
medical center enterprise,3343470584,975,93,23
medical center enterprise,3343470584,976,93,23
medical center enterprise,3343470584,977,93,23
medical center enterprise,3343470584,978,93,23
medical center enterprise,3343470584,979,93,23
st vincents blount,2052743000,980,96,19
st vincents blount,2052743000,981,96,19
st vincents blount,2052743000,982,96,19
st vincents blount,2052743000,983,96,19
st vincents blount,2052743000,984,96,19
st vincents blount,2052743000,985,96,19
st vincents blount,2052743000,986,96,19
st vincents bxount,2052743000,987,97,1
st vincents blount,2052743000,988,96,19
st vincents blount,2052743000,989,96,19
st vincents blount,2052743000,990,96,19
st vincents blount,2052743000,991,96,19
st vincents blount,2052743000,992,96,19
st vincents blount,2052743000,993,96,19
st vincents blount,2052743000,994,96,19
st vincents blount,2052743000,995,96,19
st vincents blount,2052743000,996,96,19
st vincents blount,2052743000,997,96,19
st vincents blount,2052743000,998,96,19
st vincents blount,2052743000,999,96,19
