City,HospitalType,original_index,unique_index,count
andaluxia,acute care hospitals,756,76,1
andalusia,acute care hospitals,757,75,24
andalusia,acute care hospitals,758,75,24
andalusia,acute care hospitals,759,75,24
andalusia,acute care hospitals,760,75,24
andalusia,acute care hospitals,761,75,24
andalusia,acute care hospitals,762,75,24
andalusia,acute care hospitals,763,75,24
andalusia,acute care hospitals,764,75,24
andalusia,acute care hospitals,765,75,24
anniston,acute care hospitals,766,32,26
anniston,acute care hospitals,767,32,26
anniston,acute care hospitals,768,32,26
anniston,acute care hospitals,769,32,26
anniston,acute care hospitals,770,32,26
anniston,acute care hospitals,771,32,26
annxston,acute care hospitals,772,77,1
anniston,acute care hospitals,773,32,26
huntsville,acute care hospitals,774,78,26
huntsville,acute care hospitals,775,78,26
huntsville,acute care hospitals,776,78,26
huntsville,acute care hospitals,777,78,26
huntsville,acute care hospitals,778,78,26
huntsville,acutexcarexhospitals,779,79,1
huntsville,acute care hospitals,780,78,26
huntsville,acute care hospitals,781,78,26
huntsville,acute care hospitaxs,782,80,1
huntsville,acute care hospitals,783,78,26
huntsville,acute care hospitals,784,78,26
huntsville,acute care hospitals,785,78,26
huntsville,acute care hospitals,786,78,26
huntsville,acute care hospitals,787,78,26
huntsville,acute care hospitals,788,78,26
huntsville,acute care hospitals,789,78,26
huntsville,acute care hospitals,790,78,26
huntsville,acute care hospitals,791,78,26
huntsville,acute care hospitals,792,78,26
huntsville,acute care hospitals,793,78,26
huntsville,acute care hospitals,794,78,26
huntsville,acute care hospitals,795,78,26
huntsville,acute care hospitals,796,78,26
huntsville,acute care hospitals,797,78,26
huntsville,acute care hospitals,798,78,26
huntsville,acute care hospitals,799,78,26
huntsville,acute care hospitals,800,78,26
huntsville,acute care hospitals,801,78,26
gadsden,acute care hospitals,802,81,49
gadsden,acute care hospitals,803,81,49
gadsden,acute care hospitals,804,81,49
gadsden,acute care hospitals,805,81,49
gadsden,acute care hospitals,806,81,49
gadsden,acute care hospitals,807,81,49
gadsden,acute care hospitals,808,81,49
gadsden,acute care hospitals,809,81,49
gadsden,acute care hospitals,810,81,49
gadsden,acute care hospitals,811,81,49
gadsden,acute care hospitals,812,81,49
gadsden,acute care hospitals,813,81,49
gadsden,axute care hospitals,814,82,1
gadsden,acute care hospitals,815,81,49
gadsden,acute care hospitals,816,81,49
gadsden,acute care hospitals,817,81,49
gadsden,acute care hospitals,818,81,49
gadsden,acute care hospitals,819,81,49
gadsden,acute care hospitals,820,81,49
gxdsden,acute care hospitals,821,83,1
gadsden,acute care hospitals,822,81,49
gadsden,acute care hospitals,823,81,49
gadsden,acute care hospitals,824,81,49
gadsden,acute care hospitals,825,81,49
gadsden,acute care hospitals,826,81,49
clanton,acute care hospitals,827,84,24
clanton,acute care hospitals,828,84,24
clanton,acute care hospitals,829,84,24
clanton,acute care hospitals,830,84,24
clanton,acute care hospitals,831,84,24
clanton,acute care hospitals,832,84,24
clanton,acute care hospitals,833,84,24
clanton,acute care hospitals,834,84,24
clanton,acute care hospitals,835,84,24
clanton,acute care hospitals,836,84,24
clanton,acute care hospitals,837,84,24
clanton,acute care hospitals,838,84,24
clanton,acute care hospitals,839,84,24
clanton,acute care hospitals,840,84,24
clanton,acute care hospitals,841,84,24
clanton,acute care hospitals,842,84,24
clanton,acute care hospitals,843,84,24
clanton,acute care hospitals,844,84,24
clanton,acute care hospitals,845,84,24
clanton,acute care hospitals,846,84,24
clanton,acute care hospitals,847,84,24
clanton,acute caxe hospitals,848,85,1
clanton,acute care hospitals,849,84,24
clanton,acute care hospitals,850,84,24
clanton,acute care hospitals,851,84,24
hamilton,acute care hospitals,852,86,24
hamilton,acute care hospitals,853,86,24
hamilton,acute care hospitals,854,86,24
hamilxon,acute care hospitals,855,87,1
hamilton,acute care hospitals,856,86,24
hamilton,acute care hospitals,857,86,24
hamilton,acute care hospitals,858,86,24
hamilton,acute care hospitals,859,86,24
hamilton,acute care hospitals,860,86,24
hamilton,acute care hospitals,861,86,24
hamilton,acute care hospitals,862,86,24
hamilton,acute care hospitals,863,86,24
hamilton,acute care hospitals,864,86,24
hamilton,acute care hospitals,865,86,24
hamilton,acute care hospitals,866,86,24
hamilton,acute care hospitals,867,86,24
hamilton,acute care hospitals,868,86,24
hamilton,acute care hospitals,869,86,24
hamilton,acute care hospitals,870,86,24
hamilton,acute care hospitals,871,86,24
hamilton,acute care hospitals,872,86,24
hamilton,acute care hospitals,873,86,24
hamilton,acute care hospitals,874,86,24
hamilton,acute care hospitals,875,86,24
hamilton,acute care hospitals,876,86,24
fayette,acute care hoxpitalx,877,88,1
fayette,acute care hospitals,878,89,23
fayette,acute care hospitals,879,89,23
fayette,acute care hospitals,880,89,23
fayette,acute care hospitals,881,89,23
fayette,acute care hospitals,882,89,23
fayette,acute care hospitals,883,89,23
fayette,acute care hospitals,884,89,23
fayette,acute care hospitals,885,89,23
fayette,acute care hospitals,886,89,23
fayette,acute care hospitals,887,89,23
fayette,acute care hospitals,888,89,23
fayette,acute care hospitals,889,89,23
fayette,acute care hospitals,890,89,23
fayette,acute care hospitals,891,89,23
fayette,acute care hospitals,892,89,23
fayette,acute care hospitals,893,89,23
fayette,acute care hospitals,894,89,23
faxette,acute care hospitals,895,90,1
fayette,acute care hospitals,896,89,23
fayette,acute care hospitals,897,89,23
fayette,acute care hospitals,898,89,23
fayette,acute care hospitals,899,89,23
fayette,acute care hospitals,900,89,23
fayette,acute care hospitals,901,89,23
gadsden,acutexcarexhospitals,902,91,1
gadsden,acute care hospitals,903,81,49
gadsden,acute care hospitals,904,81,49
gadsden,acute care hospitals,905,81,49
gadsden,acute care hospitals,906,81,49
gadsden,acute care hospitals,907,81,49
gadsden,acute care hospitals,908,81,49
gadsden,acute care hospitals,909,81,49
gadsden,acute care hospitals,910,81,49
gadsden,acute care hospitals,911,81,49
gadsden,acute care hospitals,912,81,49
gadsden,acute care hospitals,913,81,49
gadsden,acute care hospitals,914,81,49
gadsden,acute care hospitals,915,81,49
gadsden,acute care hospitals,916,81,49
gadsden,acute care hospitals,917,81,49
gadsden,acute care hospitals,918,81,49
gadsden,acute care hospitals,919,81,49
gadsden,acute care hospitals,920,81,49
gadsden,acute care hospitals,921,81,49
gadsden,acute care hospitals,922,81,49
gadsden,acute care hospitals,923,81,49
gadsden,acute care hospitals,924,81,49
gadsden,acute care hospitals,925,81,49
gadsden,acuxe care hospixals,926,92,1
gadsden,acute care hospitals,927,81,49
gadsden,acute care hospitals,928,81,49
gadsden,acute care hospitals,929,81,49
georgiana,acute care hospitals,930,93,24
georgiana,acute care hospitals,931,93,24
georgiana,acute care hospitals,932,93,24
georgiana,acute care hospitals,933,93,24
georgiana,acute care hospitals,934,93,24
georgiana,acute care hospitals,935,93,24
georgiana,acute care hospitals,936,93,24
georgiana,acute care hospitals,937,93,24
georgiana,acute care hospitals,938,93,24
georgiana,acute care hospitals,939,93,24
georgiana,acute care hospitals,940,93,24
georgiana,acute care hospitals,941,93,24
georgiana,acute care hospitals,942,93,24
georgiana,acute care hospitals,943,93,24
georgiana,acute care hospitals,944,93,24
georgiana,acute care hospitals,945,93,24
georgiana,acute care hospitals,946,93,24
georgiana,acute care hospitals,947,93,24
georgiana,acute care hospitals,948,93,24
geoxgiana,acute care hosxitals,949,94,1
georgiana,acute care hospitals,950,93,24
georgiana,acute care hospitals,951,93,24
georgiana,acute care hospitals,952,93,24
georgiana,acute care hospitals,953,93,24
georgiana,acute care hospitals,954,93,24
enterprise,acute care hospitals,955,95,20
enterprise,acute xare hospitals,956,96,1
enterprise,acute care hospitals,957,95,20
enterprise,acute care hospitals,958,95,20
enterprise,acute care hospitals,959,95,20
enterprxse,acute care hospitals,960,97,1
enterprise,acute care hospitals,961,95,20
enterprise,acute care hospitals,962,95,20
enterprise,acute care hospitals,963,95,20
enterprise,acutexcarexhospitals,964,98,2
enterprise,acute care hospitals,965,95,20
enterprise,acute care hospitals,966,95,20
enterprise,acute care hospitals,967,95,20
xntxrprisx,acute care hospitals,968,99,1
enterprise,acute care hospitals,969,95,20
enterprise,acute care hospitals,970,95,20
enterprise,acute care hospitals,971,95,20
enterprise,acute care hospitals,972,95,20
enterprise,acute care hospitals,973,95,20
enterprise,acute care hospitals,974,95,20
enterprise,acute care hospitals,975,95,20
enterprise,acutexcarexhospitals,976,98,2
enterprise,acute care hospitals,977,95,20
enterprise,acute care hospitals,978,95,20
enterprise,acute care hospitals,979,95,20
oneonta,acute care hospitals,980,100,19
oneonta,acute care hospitals,981,100,19
oneonta,acute care hospitals,982,100,19
oneonta,acute care hospitals,983,100,19
oneonta,acute care hospitals,984,100,19
onxonta,acute care hospitals,985,101,1
oneonta,acute care hospitals,986,100,19
oneonta,acute care hospitals,987,100,19
oneonta,acute care hospitals,988,100,19
oneonta,acute care hospitals,989,100,19
oneonta,acute care hospitals,990,100,19
oneonta,acute care hospitals,991,100,19
oneonta,acute care hospitals,992,100,19
oneonta,acute care hospitals,993,100,19
oneonta,acute care hospitals,994,100,19
oneonta,acute care hospitals,995,100,19
oneonta,acute care hospitals,996,100,19
oneonta,acute care hospitals,997,100,19
oneonta,acute care hospitals,998,100,19
oneonta,acute care hospitals,999,100,19
