sched_arr_time,original_index,unique_index
3:50 p.m.,1347,8
1:17 p.m.,1348,54
9:20aDec 1,1349,165
4:57 p.m.,1350,73
10:20aDec 1,1351,166
10:54aDec 1,1352,167
12:10 p.m.,1353,12
2:35 p.m.,1354,14
1:39 p.m.,1355,104
3:03 p.m.,1356,168
2:00 p.m.,1357,16
6:15 p.m.,1358,74
1:45 p.m.,1359,75
8:22 p.m.,1360,57
10:48 p.m.,1361,169
2:45 p.m.,1362,4
5:15 p.m.,1363,107
4:00 p.m.,1364,20
10:35aDec 1,1365,170
7:25 p.m.,1366,2
9:10 p.m.,1367,22
12:21aDec 2,1368,171
7:53 p.m.,1369,92
12:18 p.m.,1370,60
7:30aDec 1,1371,172
9:35aDec 1,1372,173
8:05 p.m.,1373,26
6:23 p.m.,1374,78
7:35 p.m.,1375,93
9:45 p.m.,1376,27
6:44 p.m.,1377,61
10:31aDec 1,1378,174
2:59 p.m.,1379,28
4:31 p.m.,1380,79
2:45 p.m.,1381,4
4:17 p.m.,1382,62
5:50aDec 2,1383,175
12:29aDec 2,1384,176
12:15aDec 2,1385,177
11:50 p.m.,1386,32
10:34aDec 1,1387,178
11:50aDec 1,1388,179
3:50 p.m.,1389,8
4:48 p.m.,1390,63
9:43aDec 1,1391,180
5:11aDec 2,1392,181
6:40 p.m.,1393,43
8:27aDec 1,1394,182
1:40 p.m.,1395,101
9:18 p.m.,1396,183
4:53 p.m.,1397,102
7:03 p.m.,1398,53
12:05 p.m.,1399,184
4:05 p.m.,1400,36
5:55 p.m.,1401,37
11:35aDec 1,1402,164
2:15 p.m.,1403,39
11:05aDec 1,1404,185
11:53aDec 1,1405,186
2:35 p.m.,1406,14
10:40aDec 1,1407,187
6:30 p.m.,1408,41
8:00aDec 1,1409,188
5:25 p.m.,1410,42
6:40 p.m.,1411,43
2:25 p.m.,1412,19
11:10aDec 1,1413,189
4:49 p.m.,1414,67
6:17 p.m.,1415,85
12:55 p.m.,1416,29
7:45aDec 1,1417,190
7:05 p.m.,1418,68
6:40aDec 1,1419,191
10:45aDec 1,1420,192
3:30 p.m.,1421,44
3:50 p.m.,1422,8
9:24 a.m.,1423,98
,1424,47
4:31 p.m.,1425,79
10:15 p.m.,1426,48
9:21 a.m.,1427,51
1:17 p.m.,1428,54
10:20 a.m.,1429,55
12:21 a.m.,1430,91
5:35 a.m.,1431,50
10:54 a.m.,1432,56
2:50 p.m.,1433,49
4:49 p.m.,1434,67
7:03 p.m.,1435,53
12:18 p.m.,1436,60
6:44 p.m.,1437,61
1:16 p.m.,1438,52
4:48 p.m.,1439,63
8:56 p.m.,1440,58
6:40 p.m.,1441,43
7:05 p.m.,1442,68
8:22 p.m.,1443,57
11:35 a.m.,1444,38
7:30 a.m.,1445,24
4:05 p.m.,1446,36
1:16 p.m.,1447,52
5:55 p.m.,1448,37
6:23 p.m.,1449,78
10:20 a.m.,1450,55
7:35 p.m.,1451,93
9:54 a.m.,1452,86
2:35 p.m.,1453,14
10:35 a.m.,1454,21
4:31 p.m.,1455,79
2:45 p.m.,1456,4
5:35 a.m.,1457,50
2:50 p.m.,1458,49
12:29 a.m.,1459,96
8:00 a.m.,1460,13
12:15 a.m.,1461,97
6:40 p.m.,1462,43
11:50 a.m.,1463,34
10:30 p.m.,1464,1
9:24 a.m.,1465,98
6:17 p.m.,1466,85
5:00 p.m.,1467,103
6:44 p.m.,1468,61
4:48 p.m.,1469,63
9:55 a.m.,1470,6
2:45 p.m.,1471,4
10:40 a.m.,1472,40
9:20 p.m.,1473,35
6:40 a.m.,1474,45
10:45 a.m.,1475,46
7:03 p.m.,1476,53
12:35 p.m.,1477,15
3:15 p.m.,1478,23
12:21 a.m.,1479,91
3:50 p.m.,1480,8
11:55 a.m.,1481,69
6:30 p.m.,1482,41
11:50 a.m.,1483,34
10:45 a.m.,1484,46
6:15 p.m.,1485,74
7:23 a.m.,1486,89
,1487,47
10:15 p.m.,1488,48
,1489,47
,1490,47
,1491,47
,1492,47
,1493,47
2:50 p.m.,1494,49
,1495,47
,1496,47
,1497,47
,1498,47
5:35 a.m.,1499,50
,1500,47
9:21 a.m.,1501,51
1:16 p.m.,1502,52
,1503,47
,1504,47
,1505,47
,1506,47
,1507,47
7:03 p.m.,1508,53
11:35 a.m.,1509,38
,1510,47
,1511,47
1:17 p.m.,1512,54
,1513,47
,1514,47
10:20 a.m.,1515,55
10:54 a.m.,1516,56
,1517,47
,1518,47
,1519,47
,1520,47
,1521,47
,1522,47
,1523,47
8:22 p.m.,1524,57
8:56 p.m.,1525,58
,1526,47
,1527,47
4:00 p.m.,1528,20
,1529,47
,1530,47
,1531,47
,1532,47
12/2/11 12:21 a.m.,1533,59
,1534,47
12:18 p.m.,1535,60
,1536,47
,1537,47
,1538,47
,1539,47
,1540,47
,1541,47
,1542,47
6:44 p.m.,1543,61
,1544,47
,1545,47
,1546,47
,1547,47
4:17 p.m.,1548,62
,1549,47
,1550,47
,1551,47
,1552,47
,1553,47
,1554,47
,1555,47
,1556,47
4:48 p.m.,1557,63
,1558,47
12/2/11 5:11 a.m.,1559,64
,1560,47
,1561,47
,1562,47
,1563,47
,1564,47
7:03 p.m.,1565,53
11:45 a.m.,1566,65
,1567,47
,1568,47
,1569,47
,1570,47
,1571,47
11:53 a.m.,1572,66
,1573,47
,1574,47
,1575,47
,1576,47
,1577,47
,1578,47
4:49 p.m.,1579,67
,1580,47
,1581,47
,1582,47
7:05 p.m.,1583,68
,1584,47
,1585,47
,1586,47
10:30 p.m.,1587,1
10:15 p.m.,1588,48
9:54aDec 1,1589,156
7:25 p.m.,1590,2
5:05 p.m.,1591,70
11:19aDec 1,1592,157
6:55aDec 2,1593,158
5:35aDec 1,1594,160
6:46 p.m.,1595,72
1:16 p.m.,1596,52
9:55aDec 1,1597,163
7:03 p.m.,1598,53
1:17 p.m.,1599,54
9:20aDec 1,1600,165
4:57 p.m.,1601,73
12:10 p.m.,1602,12
8:00aDec 1,1603,188
3:03 p.m.,1604,168
12:35 p.m.,1605,15
2:00 p.m.,1606,16
1:45 p.m.,1607,75
10:48 p.m.,1608,169
2:25 p.m.,1609,19
7:30aDec 1,1610,172
9:35aDec 1,1611,173
8:05 p.m.,1612,26
11:10aDec 1,1613,189
9:45 p.m.,1614,27
10:31aDec 1,1615,174
9:10 p.m.,1616,22
12:29aDec 2,1617,176
Dec 02 12:15 a.m.,1618,152
11:50 p.m.,1619,32
10:34aDec 1,1620,178
11:50aDec 1,1621,179
Not Available,1622,148
3:50 p.m.,1623,8
4:48 p.m.,1624,63
5:11aDec 2,1625,181
9:18 p.m.,1626,183
5:55 p.m.,1627,37
Not Available,1628,148
2:15 p.m.,1629,39
11:53aDec 1,1630,186
10:45aDec 1,1631,192
10:40aDec 1,1632,187
5:25 p.m.,1633,42
6:40 p.m.,1634,43
4:49 p.m.,1635,67
7:45aDec 1,1636,190
9:40 a.m.,1637,0
7:30 a.m.,1638,24
9:35 a.m.,1639,25
4:05 p.m.,1640,36
11:35 a.m.,1641,38
11/30 9:45 p.m.,1642,193
11/30 7:35 p.m.,1643,194
2:35 p.m.,1644,14
11/30 9:10 p.m.,1645,195
8:00 a.m.,1646,13
4:31 p.m.,1647,79
2:45 p.m.,1648,4
11/30 6:40 p.m.,1649,196
5:50 a.m.,1650,95
11/30 5:25 p.m.,1651,197
2:00 p.m.,1652,16
11/30 10:30 p.m.,1653,198
12:55 p.m.,1654,29
5:11 a.m.,1655,108
2:45 p.m.,1656,4
11/30 5:15 p.m.,1657,199
10:40 a.m.,1658,40
4:00 p.m.,1659,20
11/30 7:53 p.m.,1660,200
9:30 a.m.,1661,130
8:54 a.m.,1662,201
9:40 p.m.,1663,202
9:34 a.m.,1664,136
10:15 p.m.,1665,48
6:30 a.m.,1666,144
6:34 p.m.,1667,203
9:11 a.m.,1668,204
9:45 a.m.,1669,205
7:26 p.m.,1670,206
12:12 p.m.,1671,207
3:33 p.m.,1672,208
12:51 p.m.,1673,209
8:51 a.m.,1674,210
4:37 p.m.,1675,135
10:55 a.m.,1676,211
11:43 a.m.,1677,212
7:50 a.m.,1678,213
2:14 p.m.,1679,214
7:25 a.m.,1680,215
2:35 p.m.,1681,14
2:48 p.m.,1682,216
5:40 p.m.,1683,217
1:35 p.m.,1684,218
8:04 p.m.,1685,141
10:43 a.m.,1686,134
8:46 p.m.,1687,142
1:57 p.m.,1688,219
2:10 p.m.,1689,220
3:50 p.m.,1690,8
10:18 a.m.,1691,143
7:08 p.m.,1692,133
9:00 p.m.,1693,146
2:47 p.m.,1694,221
11:52 p.m.,1695,140
12:08 p.m.,1696,222
6:50 a.m.,1697,131
9:00 a.m.,1698,132
7:38 p.m.,1699,223
6:00 p.m.,1700,224
9:25 p.m.,1701,225
2:35 p.m.,1702,14
4:20 p.m.,1703,137
3:55 p.m.,1704,226
12:09 a.m.,1705,227
12:05 a.m.,1706,228
11:31 p.m.,1707,139
9:25 a.m.,1708,3
11:22 a.m.,1709,229
3:30 p.m.,1710,44
5:08 a.m.,1711,230
6:15 p.m.,1712,74
9:10 p.m.,1713,22
3:55 p.m.,1714,226
5:17 p.m.,1715,231
10:57 a.m.,1716,232
2:05 p.m.,1717,233
2:17 p.m.,1718,138
5:57 p.m.,1719,147
6:30 p.m.,1720,41
2:52 p.m.,1721,234
6:07 p.m.,1722,235
12:45 p.m.,1723,236
6:31 p.m.,1724,237
6:30 a.m.,1725,144
10:09 a.m.,1726,145
11:55 a.m.,1727,69
9:54 a.m.,1728,86
5:05 p.m.,1729,70
11:19 a.m.,1730,87
6:46 p.m.,1731,72
4:57 p.m.,1732,73
3:19 p.m.,1733,106
1:45 p.m.,1734,75
1:39 p.m.,1735,104
10:06 a.m.,1736,90
5:15 p.m.,1737,107
7:53 p.m.,1738,92
6:23 p.m.,1739,78
7:35 p.m.,1740,93
10:31 a.m.,1741,94
4:31 p.m.,1742,79
4:17 p.m.,1743,62
Fri Dec 2 12:29 a.m.,1744,238
9:24 a.m.,1745,98
9:43 a.m.,1746,99
Fri Dec 2 5:11 a.m.,1747,239
8:27 a.m.,1748,100
1:40 p.m.,1749,101
4:53 p.m.,1750,102
7:03 p.m.,1751,53
11:45 a.m.,1752,65
5:00 p.m.,1753,103
11:53 a.m.,1754,66
6:17 p.m.,1755,85
7:23 a.m.,1756,89
6:15 p.m.,1757,74
9:40 a.m.,1758,0
,1759,47
9:25 a.m.,1760,3
11:55 a.m.,1761,69
,1762,47
10:30 p.m.,1763,1
3:15 p.m.,1764,23
5:05 p.m.,1765,70
,1766,47
,1767,47
6:55 a.m.  Fri 02-Dec-2011,1768,125
,1769,47
,1770,47
6:46 p.m.,1771,72
,1772,47
,1773,47
12:35 p.m.,1774,15
,1775,47
9:55 a.m.,1776,6
7:55 p.m.,1777,7
,1778,47
,1779,47
,1780,47
,1781,47
3:50 p.m.,1782,8
,1783,47
9:20 a.m.,1784,9
4:57 p.m.,1785,73
,1786,47
,1787,47
12:10 p.m.,1788,12
2:35 p.m.,1789,14
,1790,47
,1791,47
,1792,47
6:15 p.m.,1793,74
1:45 p.m.,1794,75
,1795,47
,1796,47
2:45 p.m.,1797,4
,1798,47
,1799,47
10:35 a.m.,1800,21
7:25 p.m.,1801,2
9:10 p.m.,1802,22
12:21 a.m.  Fri 02-Dec-2011,1803,126
,1804,47
12:18 p.m.,1805,60
7:30 a.m.,1806,24
9:35 a.m.,1807,25
,1808,47
6:23 p.m.,1809,78
,1810,47
9:45 p.m.,1811,27
,1812,47
,1813,47
,1814,47
4:31 p.m.,1815,79
2:45 p.m.,1816,4
,1817,47
5:50 a.m.  Fri 02-Dec-2011,1818,127
12:29 a.m.  Fri 02-Dec-2011,1819,128
12:15 a.m.  Fri 02-Dec-2011,1820,129
11:50 p.m.,1821,32
10:34 a.m.,1822,33
11:50 a.m.,1823,34
,1824,47
3:50 p.m.,1825,8
,1826,47
,1827,47
5:11 a.m.,1828,108
6:40 p.m.,1829,43
,1830,47
,1831,47
,1832,47
,1833,47
,1834,47
,1835,47
4:05 p.m.,1836,36
5:55 p.m.,1837,37
11:35 a.m.,1838,38
2:15 p.m.,1839,39
11:05 a.m.,1840,11
,1841,47
2:35 p.m.,1842,14
,1843,47
6:30 p.m.,1844,41
8:00 a.m.,1845,13
,1846,47
6:40 p.m.,1847,43
2:25 p.m.,1848,19
11:10 a.m.,1849,17
,1850,47
6:17 p.m.,1851,85
12:55 p.m.,1852,29
7:45 a.m.,1853,18
7:05 p.m.,1854,68
6:40 a.m.,1855,45
10:45 a.m.,1856,46
3:30 p.m.,1857,44
9:40 a.m.,1858,0
10:15 p.m.,1859,48
9:25 a.m.,1860,3
11:55 a.m.,1861,69
9:54 a.m.,1862,86
10:30 p.m.,1863,1
2:00 p.m.,1864,16
7:25 p.m.,1865,2
5:05 p.m.,1866,70
2:50 p.m.,1867,49
6:55 a.m.,1868,88
7:23 a.m.,1869,89
5:35 a.m.,1870,50
6:46 p.m.,1871,72
9:21 a.m.,1872,51
1:16 p.m.,1873,52
9:55 a.m.,1874,6
10:06 a.m.,1875,90
7:55 p.m.,1876,7
12:35 p.m.,1877,15
7:03 p.m.,1878,53
8:22 p.m.,1879,57
3:50 p.m.,1880,8
1:17 p.m.,1881,54
9:20 a.m.,1882,9
4:57 p.m.,1883,73
10:20 a.m.,1884,55
10:54 a.m.,1885,56
11:05 a.m.,1886,11
12:10 p.m.,1887,12
8:00 a.m.,1888,13
2:35 p.m.,1889,14
7:45 a.m.,1890,18
2:45 p.m.,1891,4
3:19 p.m.,1892,106
1:45 p.m.,1893,75
8:56 p.m.,1894,58
2:25 p.m.,1895,19
2:45 p.m.,1896,4
5:15 p.m.,1897,107
4:00 p.m.,1898,20
10:35 a.m.,1899,21
11:35 a.m.,1900,38
9:10 p.m.,1901,22
3:15 p.m.,1902,23
12:21 a.m.,1903,91
7:53 p.m.,1904,92
12:18 p.m.,1905,60
7:30 a.m.,1906,24
9:35 a.m.,1907,25
8:05 p.m.,1908,26
11:10 a.m.,1909,17
6:23 p.m.,1910,78
7:35 p.m.,1911,93
9:45 p.m.,1912,27
6:44 p.m.,1913,61
10:31 a.m.,1914,94
2:59 p.m.,1915,28
4:31 p.m.,1916,79
4:17 p.m.,1917,62
5:50 a.m.,1918,95
12:29 a.m.,1919,96
12:15 a.m.,1920,97
11:50 p.m.,1921,32
5:00 p.m.,1922,103
10:34 a.m.,1923,33
11:50 a.m.,1924,34
6:15 p.m.,1925,74
9:24 a.m.,1926,98
4:48 p.m.,1927,63
5:11 a.m.,1928,108
6:40 p.m.,1929,43
1:40 p.m.,1930,101
9:20 p.m.,1931,35
4:53 p.m.,1932,102
7:03 p.m.,1933,53
4:05 p.m.,1934,36
5:55 p.m.,1935,37
11:35 a.m.,1936,38
2:15 p.m.,1937,39
2:35 p.m.,1938,14
1:39 p.m.,1939,104
10:40 a.m.,1940,40
6:30 p.m.,1941,41
6:40 p.m.,1942,43
3:30 p.m.,1943,44
4:49 p.m.,1944,67
6:17 p.m.,1945,85
12:55 p.m.,1946,29
7:05 p.m.,1947,68
6:40 a.m.,1948,45
10:45 a.m.,1949,46
9:40 a.m.,1950,0
,1951,47
9:25 a.m.,1952,3
11:55 a.m.,1953,69
,1954,47
10:30 p.m.,1955,1
3:15 p.m.,1956,23
5:05 p.m.,1957,70
,1958,47
,1959,47
6:55 a.m. Dec 02,1960,71
,1961,47
,1962,47
6:46 p.m.,1963,72
,1964,47
,1965,47
12:35 p.m.,1966,15
,1967,47
9:55 a.m.,1968,6
7:55 p.m.,1969,7
,1970,47
,1971,47
,1972,47
,1973,47
3:50 p.m.,1974,8
,1975,47
9:20 a.m.,1976,9
4:57 p.m.,1977,73
,1978,47
,1979,47
12:10 p.m.,1980,12
2:35 p.m.,1981,14
,1982,47
,1983,47
,1984,47
6:15 p.m.,1985,74
1:45 p.m.,1986,75
,1987,47
,1988,47
2:45 p.m.,1989,4
,1990,47
,1991,47
10:35 a.m.,1992,21
7:25 p.m.,1993,2
9:10 p.m.,1994,22
12:21 a.m. Dec 02,1995,77
,1996,47
12:18 p.m.,1997,60
7:30 a.m.,1998,24
9:35 a.m.,1999,25
,2000,47
6:23 p.m.,2001,78
,2002,47
9:45 p.m.,2003,27
,2004,47
,2005,47
2:59 p.m.,2006,28
4:31 p.m.,2007,79
2:45 p.m.,2008,4
,2009,47
5:50 a.m. Dec 02,2010,105
12:29 a.m. Dec 02,2011,81
12:15 a.m. Dec 02,2012,82
11:50 p.m.,2013,32
10:34 a.m.,2014,33
11:50 a.m.,2015,34
,2016,47
3:50 p.m.,2017,8
,2018,47
,2019,47
5:11 a.m.Dec 02,2020,83
6:40 p.m.,2021,43
,2022,47
,2023,47
,2024,47
,2025,47
,2026,47
,2027,47
4:05 p.m.,2028,36
5:55 p.m.,2029,37
11:35 a.m.,2030,38
2:15 p.m.,2031,39
11:05 a.m.,2032,11
,2033,47
2:35 p.m.,2034,14
,2035,47
6:30 p.m.,2036,41
8:00 a.m.,2037,13
,2038,47
6:40 p.m.,2039,43
2:25 p.m.,2040,19
11:10 a.m.,2041,17
,2042,47
6:17 p.m.,2043,85
12:55 p.m.,2044,29
7:45 a.m.,2045,18
7:05 p.m.,2046,68
6:40 a.m.,2047,45
10:45 a.m.,2048,46
3:30 p.m.,2049,44
9:40 a.m.,2050,0
,2051,47
9:25 a.m.,2052,3
11:55 a.m.,2053,69
,2054,47
10:30 p.m.,2055,1
3:15 p.m.,2056,23
5:05 p.m.,2057,70
,2058,47
,2059,47
6:55 a.m.  Fri 02-Dec-2011,2060,125
,2061,47
,2062,47
6:46 p.m.,2063,72
,2064,47
,2065,47
12:35 p.m.,2066,15
,2067,47
9:55 a.m.,2068,6
7:55 p.m.,2069,7
,2070,47
,2071,47
,2072,47
,2073,47
3:50 p.m.,2074,8
,2075,47
9:20 a.m.,2076,9
4:57 p.m.,2077,73
,2078,47
,2079,47
12:10 p.m.,2080,12
2:35 p.m.,2081,14
,2082,47
,2083,47
,2084,47
6:15 p.m.,2085,74
1:45 p.m.,2086,75
,2087,47
,2088,47
2:45 p.m.,2089,4
,2090,47
,2091,47
10:35 a.m.,2092,21
7:25 p.m.,2093,2
9:10 p.m.,2094,22
12:21 a.m.  Fri 02-Dec-2011,2095,126
,2096,47
12:18 p.m.,2097,60
7:30 a.m.,2098,24
9:35 a.m.,2099,25
,2100,47
6:23 p.m.,2101,78
,2102,47
9:45 p.m.,2103,27
,2104,47
,2105,47
,2106,47
4:31 p.m.,2107,79
2:45 p.m.,2108,4
,2109,47
5:50 a.m.  Fri 02-Dec-2011,2110,127
12:29 a.m.  Fri 02-Dec-2011,2111,128
12:15 a.m.  Fri 02-Dec-2011,2112,129
11:50 p.m.,2113,32
10:34 a.m.,2114,33
11:50 a.m.,2115,34
,2116,47
3:50 p.m.,2117,8
,2118,47
,2119,47
5:11 a.m.,2120,108
6:40 p.m.,2121,43
,2122,47
,2123,47
,2124,47
,2125,47
,2126,47
,2127,47
4:05 p.m.,2128,36
5:55 p.m.,2129,37
11:35 a.m.,2130,38
2:15 p.m.,2131,39
11:05 a.m.,2132,11
,2133,47
2:35 p.m.,2134,14
,2135,47
6:30 p.m.,2136,41
8:00 a.m.,2137,13
,2138,47
6:40 p.m.,2139,43
2:25 p.m.,2140,19
11:10 a.m.,2141,17
,2142,47
6:17 p.m.,2143,85
12:55 p.m.,2144,29
7:45 a.m.,2145,18
7:05 p.m.,2146,68
6:40 a.m.,2147,45
10:45 a.m.,2148,46
3:30 p.m.,2149,44
,2150,47
1:17 p.m.,2151,54
12:15 a.m.,2152,97
,2153,47
2:35 p.m.,2154,14
9:40 a.m.,2155,0
,2156,47
9:25 a.m.,2157,3
11:55 a.m.,2158,69
,2159,47
10:30 p.m.,2160,1
3:15 p.m.,2161,23
5:05 p.m.,2162,70
,2163,47
,2164,47
6:55 a.m. Dec 02,2165,71
,2166,47
,2167,47
6:46 p.m.,2168,72
,2169,47
,2170,47
12:35 p.m.,2171,15
,2172,47
9:55 a.m.,2173,6
7:55 p.m.,2174,7
,2175,47
,2176,47
,2177,47
,2178,47
3:50 p.m.,2179,8
,2180,47
9:20 a.m.,2181,9
4:57 p.m.,2182,73
,2183,47
,2184,47
12:10 p.m.,2185,12
2:35 p.m.,2186,14
,2187,47
,2188,47
,2189,47
6:15 p.m.,2190,74
1:45 p.m.,2191,75
,2192,47
,2193,47
2:45 p.m.,2194,4
,2195,47
,2196,47
10:35 a.m.,2197,21
7:25 p.m.,2198,2
9:10 p.m.,2199,22
12:21 a.m. Dec 02,2200,77
,2201,47
12:18 p.m.,2202,60
7:30 a.m.,2203,24
9:35 a.m.,2204,25
,2205,47
6:23 p.m.,2206,78
,2207,47
9:45 p.m.,2208,27
,2209,47
,2210,47
2:59 p.m.,2211,28
4:31 p.m.,2212,79
2:45 p.m.,2213,4
,2214,47
5:50 a.m. Dec 02,2215,105
12:29 a.m. Dec 02,2216,81
12:15 a.m. Dec 02,2217,82
11:50 p.m.,2218,32
10:34 a.m.,2219,33
11:50 a.m.,2220,34
,2221,47
3:50 p.m.,2222,8
,2223,47
,2224,47
5:11 a.m.Dec 02,2225,83
6:40 p.m.,2226,43
,2227,47
,2228,47
,2229,47
,2230,47
,2231,47
,2232,47
4:05 p.m.,2233,36
5:55 p.m.,2234,37
11:35 a.m.,2235,38
2:15 p.m.,2236,39
11:05 a.m.,2237,11
,2238,47
2:35 p.m.,2239,14
,2240,47
6:30 p.m.,2241,41
8:00 a.m.,2242,13
,2243,47
6:40 p.m.,2244,43
2:25 p.m.,2245,19
11:10 a.m.,2246,17
,2247,47
6:17 p.m.,2248,85
12:55 p.m.,2249,29
7:45 a.m.,2250,18
7:05 p.m.,2251,68
6:40 a.m.,2252,45
10:45 a.m.,2253,46
3:30 p.m.,2254,44
9:30 a.m.,2255,130
8:54 a.m.,2256,201
9:40 p.m.,2257,202
9:34 a.m.,2258,136
10:15 p.m.,2259,48
6:30 a.m.,2260,144
6:34 p.m.,2261,203
9:11 a.m.,2262,204
9:45 a.m.,2263,205
7:26 p.m.,2264,206
12:12 p.m.,2265,207
3:33 p.m.,2266,208
12:51 p.m.,2267,209
8:51 a.m.,2268,210
4:37 p.m.,2269,135
10:55 a.m.,2270,211
11:43 a.m.,2271,212
7:50 a.m.,2272,213
2:14 p.m.,2273,214
7:25 a.m.,2274,215
2:35 p.m.,2275,14
2:48 p.m.,2276,216
5:40 p.m.,2277,217
1:35 p.m.,2278,218
8:04 p.m.,2279,141
10:43 a.m.,2280,134
8:46 p.m.,2281,142
1:57 p.m.,2282,219
2:10 p.m.,2283,220
3:50 p.m.,2284,8
10:18 a.m.,2285,143
7:08 p.m.,2286,133
9:00 p.m.,2287,146
2:47 p.m.,2288,221
11:52 p.m.,2289,140
12:08 p.m.,2290,222
6:50 a.m.,2291,131
9:00 a.m.,2292,132
7:38 p.m.,2293,223
6:00 p.m.,2294,224
9:25 p.m.,2295,225
2:35 p.m.,2296,14
4:20 p.m.,2297,137
3:55 p.m.,2298,226
12:09 a.m.,2299,227
12:05 a.m.,2300,228
11:31 p.m.,2301,139
9:25 a.m.,2302,3
11:22 a.m.,2303,229
3:30 p.m.,2304,44
5:08 a.m.,2305,230
6:15 p.m.,2306,74
9:10 p.m.,2307,22
3:55 p.m.,2308,226
5:17 p.m.,2309,231
10:57 a.m.,2310,232
2:05 p.m.,2311,233
2:17 p.m.,2312,138
5:57 p.m.,2313,147
6:30 p.m.,2314,41
2:52 p.m.,2315,234
6:07 p.m.,2316,235
12:45 p.m.,2317,236
6:31 p.m.,2318,237
6:30 a.m.,2319,144
10:09 a.m.,2320,145
9:40 a.m.,2321,0
9:25 a.m.,2322,3
11:55 a.m.,2323,69
10:30 p.m.,2324,1
7:25 p.m.,2325,2
12:21 a.m.,2326,91
5:05 p.m.,2327,70
6:55 a.m.,2328,88
6:46 p.m.,2329,72
9:55 a.m.,2330,6
7:55 p.m.,2331,7
12:35 p.m.,2332,15
3:50 p.m.,2333,8
9:20 a.m.,2334,9
4:57 p.m.,2335,73
11:05 a.m.,2336,11
12:10 p.m.,2337,12
8:00 a.m.,2338,13
2:35 p.m.,2339,14
7:45 a.m.,2340,18
2:45 p.m.,2341,4
1:45 p.m.,2342,75
11:10 a.m.,2343,17
2:25 p.m.,2344,19
2:45 p.m.,2345,4
10:35 a.m.,2346,21
9:10 p.m.,2347,22
3:15 p.m.,2348,23
12:18 p.m.,2349,60
7:30 a.m.,2350,24
9:35 a.m.,2351,25
6:23 p.m.,2352,78
9:45 p.m.,2353,27
4:31 p.m.,2354,79
5:50 a.m.,2355,95
12:29 a.m.,2356,96
12:15 a.m.,2357,97
11:50 p.m.,2358,32
10:34 a.m.,2359,33
11:50 a.m.,2360,34
6:15 p.m.,2361,74
3:50 p.m.,2362,8
4:05 p.m.,2363,36
5:55 p.m.,2364,37
11:35 a.m.,2365,38
2:15 p.m.,2366,39
2:35 p.m.,2367,14
6:30 p.m.,2368,41
6:40 p.m.,2369,43
3:30 p.m.,2370,44
6:17 p.m.,2371,85
12:55 p.m.,2372,29
7:05 p.m.,2373,68
6:40 a.m.,2374,45
10:45 a.m.,2375,46
