ProviderNumber,Address1,original_index,unique_index,count
100x9,101 sivley rd,793,81,1
10039,101 sivley rd,794,78,25
10039,101 sivley rd,795,78,25
10039,101 sivley rd,796,78,25
10039,101 sivley rd,797,78,25
10039,101 sivley rd,798,78,25
10039,101 sivley rd,799,78,25
10039,101 sivley rd,800,78,25
10039,101 sivley rd,801,78,25
10040,1007 goodyear avenue,802,82,25
10040,1007 goodyear avenue,803,82,25
10040,1007 goodyear avenue,804,82,25
10040,1007 goodyear avenue,805,82,25
10040,1007 goodyear avenue,806,82,25
10040,1007 goodyear avenue,807,82,25
10040,1007 goodyear avenue,808,82,25
10040,1007 goodyear avenue,809,82,25
10040,1007 goodyear avenue,810,82,25
10040,1007 goodyear avenue,811,82,25
10040,1007 goodyear avenue,812,82,25
10040,1007 goodyear avenue,813,82,25
10040,1007 goodyear avenue,814,82,25
10040,1007 goodyear avenue,815,82,25
10040,1007 goodyear avenue,816,82,25
10040,1007 goodyear avenue,817,82,25
10040,1007 goodyear avenue,818,82,25
10040,1007 goodyear avenue,819,82,25
10040,1007 goodyear avenue,820,82,25
10040,1007 goodyear avenue,821,82,25
10040,1007 goodyear avenue,822,82,25
10040,1007 goodyear avenue,823,82,25
10040,1007 goodyear avenue,824,82,25
10040,1007 goodyear avenue,825,82,25
10040,1007 goodyear avenue,826,82,25
10043,1010 lay dam road,827,83,24
10043,1010 lay dam road,828,83,24
10043,1010 lay dam road,829,83,24
10043,1010 lay dam road,830,83,24
10043,1010 lay dam road,831,83,24
10043,1010 lay dam road,832,83,24
10043,1010 lay dam road,833,83,24
10043,1010 lay dam road,834,83,24
10043,1010 lay dam road,835,83,24
10043,1010 lay dam road,836,83,24
10043,1010 lay dam road,837,83,24
10043,1010 lay dam road,838,83,24
10043,1010 lay dam road,839,83,24
10043,1010 lay dam road,840,83,24
10043,1010 lay dam road,841,83,24
10043,1010 lay dam road,842,83,24
10043,1010 lay dam road,843,83,24
10043,1010 lay dam road,844,83,24
10043,1010 lay dam road,845,83,24
10043,1010 lay dam road,846,83,24
10043,1010 lay dam road,847,83,24
10043,1010 lay dam road,848,83,24
10043,x0x0 lay dam road,849,84,1
10043,1010 lay dam road,850,83,24
10043,1010 lay dam road,851,83,24
10044,1256 military street south,852,85,23
10044,1256 military street south,853,85,23
10044,1256 military street south,854,85,23
10044,1256 military street south,855,85,23
10044,1256 military street south,856,85,23
10044,1256 military street sxuth,857,86,1
10044,1256 military street south,858,85,23
1xx44,1256 military street south,859,87,1
10044,1256 military street south,860,85,23
10044,1256 military street south,861,85,23
10044,1256 military street south,862,85,23
10044,1256 military street south,863,85,23
10044,1256 military street south,864,85,23
10044,1256 military street south,865,85,23
10044,1256 military street south,866,85,23
10044,1256 military street south,867,85,23
10044,1256 military street south,868,85,23
10044,1256 military street south,869,85,23
10044,1256 military street south,870,85,23
10044,1256 military street south,871,85,23
10044,1256 military street south,872,85,23
10044,1256 military street south,873,85,23
10044,1256 military street south,874,85,23
10044,1256 military street south,875,85,23
10044,1256 military street south,876,85,23
10045,1653 temple avenue north,877,88,23
1xx45,1653 temple avenue north,878,89,1
10045,1653 temple avenue north,879,88,23
10045,1653 temple avenue north,880,88,23
10045,1653 temple avenue north,881,88,23
10045,1653 temple avenue north,882,88,23
10045,1653 temple avenue north,883,88,23
10045,1653 temple avenue north,884,88,23
10045,1653 temple avenue north,885,88,23
10045,1653 temple avenue north,886,88,23
10045,1653 temple avenue north,887,88,23
x0045,1653 temple avenue north,888,90,1
10045,1653 temple avenue north,889,88,23
10045,1653 temple avenue north,890,88,23
10045,1653 temple avenue north,891,88,23
10045,1653 temple avenue north,892,88,23
10045,1653 temple avenue north,893,88,23
10045,1653 temple avenue north,894,88,23
10045,1653 temple avenue north,895,88,23
10045,1653 temple avenue north,896,88,23
10045,1653 temple avenue north,897,88,23
10045,1653 temple avenue north,898,88,23
10045,1653 temple avenue north,899,88,23
10045,1653 temple avenue north,900,88,23
10045,1653 temple avenue north,901,88,23
10046,600 south third street,902,91,27
10046,600 south third street,903,91,27
10046,600 south third street,904,91,27
10046,600 south third street,905,91,27
10046,600 south third street,906,91,27
10046,600 south third street,907,91,27
10046,600 south third street,908,91,27
10046,600 south third street,909,91,27
10046,600 south third street,910,91,27
10046,600 south third street,911,91,27
10046,600 south third street,912,91,27
10046,600 south third street,913,91,27
10046,600 south third street,914,91,27
10046,600 souxh xhird sxreex,915,92,1
10046,600 south third street,916,91,27
10046,600 south third street,917,91,27
10046,600 south third street,918,91,27
10046,600 south third street,919,91,27
10046,600 south third street,920,91,27
10046,600 south third street,921,91,27
10046,600 south third street,922,91,27
10046,600 south third street,923,91,27
10046,600 south third street,924,91,27
10046,600 south third street,925,91,27
10046,600 south third street,926,91,27
10046,600 south third street,927,91,27
10046,600 south third street,928,91,27
10046,600 south third street,929,91,27
10047,515 miranda st,930,93,21
10047,515 miranda st,931,93,21
10047,515 miranda st,932,93,21
1xx47,515 miranda st,933,94,1
10047,515 miranda sx,934,95,1
10047,515 miranxa st,935,96,1
10047,515 miranda st,936,93,21
10047,515 miranda st,937,93,21
10047,515 miranda st,938,93,21
10047,515 miranda st,939,93,21
10047,515 miranda st,940,93,21
10047,515 miranda st,941,93,21
10047,515 miranda st,942,93,21
10047,515 miranda st,943,93,21
10047,515 miranda st,944,93,21
10047,515 mirxndx st,945,97,1
10047,515 miranda st,946,93,21
10047,515 miranda st,947,93,21
10047,515 miranda st,948,93,21
10047,515 miranda st,949,93,21
10047,515 miranda st,950,93,21
10047,515 miranda st,951,93,21
10047,515 miranda st,952,93,21
10047,515 miranda st,953,93,21
10047,515 miranda st,954,93,21
1004x,400 n edwards street,955,98,1
10049,400xnxedwardsxstreet,956,99,1
10049,400 n edwards street,957,100,23
10049,400 n edwards street,958,100,23
10049,400 n edwards street,959,100,23
10049,400 n edwards street,960,100,23
10049,400 n edwards street,961,100,23
10049,400 n edwards street,962,100,23
10049,400 n edwards street,963,100,23
10049,400 n edwards street,964,100,23
10049,400 n edwards street,965,100,23
10049,400 n edwards street,966,100,23
10049,400 n edwards street,967,100,23
10049,400 n edwards street,968,100,23
10049,400 n edwards street,969,100,23
10049,400 n edwards street,970,100,23
10049,400 n edwards street,971,100,23
10049,400 n edwards street,972,100,23
10049,400 n edwards street,973,100,23
10049,400 n edwards street,974,100,23
10049,400 n edwards street,975,100,23
10049,400 n edwards street,976,100,23
10049,400 n edwards street,977,100,23
10049,400 n edwards street,978,100,23
10049,400 n edwards street,979,100,23
10050,150 gilbreath drive,980,101,19
10050,150 gilbreath drive,981,101,19
10050,150 gilbreath drive,982,101,19
10050,150 gilbreath drive,983,101,19
10050,150 gilbreath drive,984,101,19
10050,150 gilbreath drive,985,101,19
10050,150 gilxreath drive,986,102,1
10050,150 gilbreath drive,987,101,19
10050,150 gilbreath drive,988,101,19
10050,150 gilbreath drive,989,101,19
10050,150 gilbreath drive,990,101,19
10050,150 gilbreath drive,991,101,19
10050,150 gilbreath drive,992,101,19
10050,150 gilbreath drive,993,101,19
10050,150 gilbreath drive,994,101,19
10050,150 gilbreath drive,995,101,19
10050,150 gilbreath drive,996,101,19
10050,150 gilbreath drive,997,101,19
10050,150 gilbreath drive,998,101,19
10050,150 gilbreath drive,999,101,19
