City,CountyName,original_index,unique_index,count
georgiana,butler,954,94,23
enterprise,coffee,955,97,22
enterprise,coffee,956,97,22
enterprise,coffee,957,97,22
enterprise,coffee,958,97,22
enterprise,coffee,959,97,22
enterprxse,coffee,960,98,1
enterprise,coffee,961,97,22
enterprise,coffee,962,97,22
enterprise,coffee,963,97,22
enterprise,coffee,964,97,22
enterprise,coffee,965,97,22
enterprise,cxffee,966,99,1
enterprise,coffee,967,97,22
xntxrprisx,coffee,968,100,1
enterprise,coffee,969,97,22
enterprise,coffee,970,97,22
enterprise,coffee,971,97,22
enterprise,coffee,972,97,22
enterprise,coffee,973,97,22
enterprise,coffee,974,97,22
enterprise,coffee,975,97,22
enterprise,coffee,976,97,22
enterprise,coffee,977,97,22
enterprise,coffee,978,97,22
enterprise,coffee,979,97,22
oneonta,blount,980,101,19
oneonta,blount,981,101,19
oneonta,blount,982,101,19
oneonta,blount,983,101,19
oneonta,blount,984,101,19
onxonta,blount,985,102,1
oneonta,blount,986,101,19
oneonta,blount,987,101,19
oneonta,blount,988,101,19
oneonta,blount,989,101,19
oneonta,blount,990,101,19
oneonta,blount,991,101,19
oneonta,blount,992,101,19
oneonta,blount,993,101,19
oneonta,blount,994,101,19
oneonta,blount,995,101,19
oneonta,blount,996,101,19
oneonta,blount,997,101,19
oneonta,blount,998,101,19
oneonta,blount,999,101,19
