HospitalName,City,original_index,unique_index,count
community hospital inc,tallassee,705,65,22
community hospital inc,tallassee,706,65,22
community hospital inc,tallassee,707,65,22
community hospital inc,tallassee,708,65,22
community hospital inc,tallassee,709,65,22
communixy hospixal inc,tallassee,710,68,1
community hospital inc,tallassee,711,65,22
community hospital inc,tallassee,712,65,22
community hospital inc,tallassee,713,65,22
community hospital inc,tallassee,714,65,22
community hospital inc,tallassee,715,65,22
cullman regional medical center,cullman,716,69,23
cullman regional medical center,cullman,717,69,23
cullman regional medical center,cullman,718,69,23
cullman regional medical center,cullman,719,69,23
cullman regional medical center,cullman,720,69,23
cullman regional medical center,cullman,721,69,23
cullman regional medical center,cullman,722,69,23
cullman regional medical center,cullman,723,69,23
cullman regional medical center,cullman,724,69,23
cullman regional medical center,cullman,725,69,23
cullman regional medical center,cullman,726,69,23
cullman regional medical center,cullman,727,69,23
cullman regional medical center,cullman,728,69,23
cullman regional medical center,cullman,729,69,23
cullmxn regionxl medicxl center,cullman,730,70,1
cullman regional medical center,cullman,731,69,23
cullman regional medical center,cullman,732,69,23
cullman regional medical center,cullman,733,69,23
cullman regional medical center,cullman,734,69,23
cullman regional medical center,cullman,735,69,23
cullman regional medical center,cuxxman,736,71,1
cullman regional medical center,cullman,737,69,23
cullman regional medical center,cullman,738,69,23
cullman regional medical center,cullman,739,69,23
cullman regional medical center,cullman,740,69,23
andalusia regional hospital,andalusia,741,72,22
andalusia regional hospital,andalusia,742,72,22
andalusia regional hospital,andalusia,743,72,22
andalusia regional hospital,andalusia,744,72,22
andalusia regional hospital,andalusia,745,72,22
andalusia regional hospital,andalusia,746,72,22
andalusia regional hospital,andalusia,747,72,22
andalusia regional hospital,andalusia,748,72,22
andalusia regional hospital,andalusia,749,72,22
andalusia regional hospital,andalusia,750,72,22
andalusia regional hospital,andalusia,751,72,22
andalusia regional hospital,andalusia,752,72,22
andalusia regional hospital,andalusia,753,72,22
andalusia regional hospital,andalusia,754,72,22
andalusia regional hospital,andalusia,755,72,22
andalusia regional hospital,andaluxia,756,73,1
andalusia regional hospital,andalusia,757,72,22
andaxusia regionax hospitax,andalusia,758,74,1
andalusia regional hospital,andalusia,759,72,22
andalusia regional hospital,andalusia,760,72,22
andalusia regional hospital,andalusia,761,72,22
andalusia regional hospital,andalusia,762,72,22
andalusia regional hospital,andalusia,763,72,22
andalusia regional hospital,andalusia,764,72,22
andaluxia regional hoxpital,andalusia,765,75,1
stringfellow memorial hospital,anniston,766,29,26
stringfellow memorial hospital,anniston,767,29,26
stringfellow memorial hospital,anniston,768,29,26
stringfellow memorial hospital,anniston,769,29,26
stringfellow memorial hospital,anniston,770,29,26
stringfellow memorial hospital,anniston,771,29,26
stringfellow memorial hospital,annxston,772,76,1
stringfellow memorial hospital,anniston,773,29,26
huntsville hospital,huntsville,774,77,27
huntsville hospital,huntsville,775,77,27
huntsville hospital,huntsville,776,77,27
huntsvxlle hospxtal,huntsville,777,78,1
huntsville hospital,huntsville,778,77,27
huntsville hospital,huntsville,779,77,27
huntsville hospital,huntsville,780,77,27
huntsville hospital,huntsville,781,77,27
huntsville hospital,huntsville,782,77,27
huntsville hospital,huntsville,783,77,27
huntsville hospital,huntsville,784,77,27
huntsville hospital,huntsville,785,77,27
huntsville hospital,huntsville,786,77,27
huntsville hospital,huntsville,787,77,27
huntsville hospital,huntsville,788,77,27
huntsville hospital,huntsville,789,77,27
huntsville hospital,huntsville,790,77,27
huntsville hospital,huntsville,791,77,27
huntsville hospital,huntsville,792,77,27
huntsville hospital,huntsville,793,77,27
huntsville hospital,huntsville,794,77,27
huntsville hospital,huntsville,795,77,27
huntsville hospital,huntsville,796,77,27
huntsville hospital,huntsville,797,77,27
huntsville hospital,huntsville,798,77,27
huntsville hospital,huntsville,799,77,27
huntsville hospital,huntsville,800,77,27
huntsville hospital,huntsville,801,77,27
gadsden regional medical center,gadsden,802,79,24
gadsden regional medical center,gadsden,803,79,24
gadsden regional medical center,gadsden,804,79,24
gadsden regional medical center,gadsden,805,79,24
gadsden regional medical center,gadsden,806,79,24
gadsden regional medical center,gadsden,807,79,24
gadsden regional medical center,gadsden,808,79,24
gadsden regional medical center,gadsden,809,79,24
gadsden regional medical center,gadsden,810,79,24
gadsden regional medical center,gadsden,811,79,24
gadsden regional medical center,gadsden,812,79,24
gadsden regional medical center,gadsden,813,79,24
gadsden regional medical center,gadsden,814,79,24
gadsden regional medical center,gadsden,815,79,24
gadsden regional medical center,gadsden,816,79,24
gadsden regional medical center,gadsden,817,79,24
gadsden regional medical center,gadsden,818,79,24
gadsden regional medical center,gadsden,819,79,24
gadsden regional medical center,gadsden,820,79,24
gadsden regional medical center,gxdsden,821,80,1
gadsden regional medical center,gadsden,822,79,24
gadsden regional medical center,gadsden,823,79,24
gadsden regional medical center,gadsden,824,79,24
gadsden regional medical center,gadsden,825,79,24
gadsden regional medical center,gadsden,826,79,24
chilton medical center,clanton,827,81,25
chilton medical center,clanton,828,81,25
chilton medical center,clanton,829,81,25
chilton medical center,clanton,830,81,25
chilton medical center,clanton,831,81,25
chilton medical center,clanton,832,81,25
chilton medical center,clanton,833,81,25
chilton medical center,clanton,834,81,25
chilton medical center,clanton,835,81,25
chilton medical center,clanton,836,81,25
chilton medical center,clanton,837,81,25
chilton medical center,clanton,838,81,25
chilton medical center,clanton,839,81,25
chilton medical center,clanton,840,81,25
chilton medical center,clanton,841,81,25
chilton medical center,clanton,842,81,25
chilton medical center,clanton,843,81,25
chilton medical center,clanton,844,81,25
chilton medical center,clanton,845,81,25
chilton medical center,clanton,846,81,25
chilton medical center,clanton,847,81,25
chilton medical center,clanton,848,81,25
chilton medical center,clanton,849,81,25
chilton medical center,clanton,850,81,25
chilton medical center,clanton,851,81,25
marion regional medical center,hamilton,852,82,24
marion regional medical center,hamilton,853,82,24
marion regional medical center,hamilton,854,82,24
marion regional medical center,hamilxon,855,83,1
marion regional medical center,hamilton,856,82,24
marion regional medical center,hamilton,857,82,24
marion regional medical center,hamilton,858,82,24
marion regional medical center,hamilton,859,82,24
marion regional medical center,hamilton,860,82,24
marion regional medical center,hamilton,861,82,24
marion regional medical center,hamilton,862,82,24
marion regional medical center,hamilton,863,82,24
marion regional medical center,hamilton,864,82,24
marion regional medical center,hamilton,865,82,24
marion regional medical center,hamilton,866,82,24
marion regional medical center,hamilton,867,82,24
marion regional medical center,hamilton,868,82,24
marion regional medical center,hamilton,869,82,24
marion regional medical center,hamilton,870,82,24
marion regional medical center,hamilton,871,82,24
marion regional medical center,hamilton,872,82,24
marion regional medical center,hamilton,873,82,24
marion regional medical center,hamilton,874,82,24
marion regional medical center,hamilton,875,82,24
marion regional medical center,hamilton,876,82,24
fayette medical center,fayette,877,84,24
fayette medical center,fayette,878,84,24
fayette medical center,fayette,879,84,24
fayette medical center,fayette,880,84,24
fayette medical center,fayette,881,84,24
fayette medical center,fayette,882,84,24
fayette medical center,fayette,883,84,24
fayette medical center,fayette,884,84,24
fayette medical center,fayette,885,84,24
fayette medical center,fayette,886,84,24
fayette medical center,fayette,887,84,24
fayette medical center,fayette,888,84,24
fayette medical center,fayette,889,84,24
fayette medical center,fayette,890,84,24
fayette medical center,fayette,891,84,24
fayette medical center,fayette,892,84,24
fayette medical center,fayette,893,84,24
fayette medical center,fayette,894,84,24
fayette medical center,faxette,895,85,1
fayette medical center,fayette,896,84,24
fayette medical center,fayette,897,84,24
fayette medical center,fayette,898,84,24
fayette medical center,fayette,899,84,24
fayette medical center,fayette,900,84,24
fayette medical center,fayette,901,84,24
riverview regional medical center,gadsden,902,86,25
rivxrvixw rxgional mxdical cxntxr,gadsden,903,87,1
riverview regional medical center,gadsden,904,86,25
riverview regional medical center,gadsden,905,86,25
riverview regional medical center,gadsden,906,86,25
riverview regional medical center,gadsden,907,86,25
riverview regional medical center,gadsden,908,86,25
riverview regional medical center,gadsden,909,86,25
riverview regional medical center,gadsden,910,86,25
riverview regional medical center,gadsden,911,86,25
riverview regional medical center,gadsden,912,86,25
riverview regional medical center,gadsden,913,86,25
riverview regional medical center,gadsden,914,86,25
riverview regional medical center,gadsden,915,86,25
riverview regional medical center,gadsden,916,86,25
riverview regional medical center,gadsden,917,86,25
riverview regional medical center,gadsden,918,86,25
riverview regional medical center,gadsden,919,86,25
riverview regional medical center,gadsden,920,86,25
xivexview xegional medical centex,gadsden,921,88,1
riverview rexional medical center,gadsden,922,89,1
riverview regional medical center,gadsden,923,86,25
riverview regional medical center,gadsden,924,86,25
riverview regional medical center,gadsden,925,86,25
riverview regional medical center,gadsden,926,86,25
riverview regional medical center,gadsden,927,86,25
riverview regional medical center,gadsden,928,86,25
riverview regional medical center,gadsden,929,86,25
georgiana hospital,georgiana,930,90,23
georgiana hospital,georgiana,931,90,23
georgiana hospital,georgiana,932,90,23
georgiana hospital,georgiana,933,90,23
georgiana hospital,georgiana,934,90,23
georgiana hospital,georgiana,935,90,23
georgiana hospital,georgiana,936,90,23
georgiana hospital,georgiana,937,90,23
georgiaxa hospital,georgiana,938,91,1
georgiana hospital,georgiana,939,90,23
georgiana hospital,georgiana,940,90,23
georgiana hospital,georgiana,941,90,23
georgiana hospital,georgiana,942,90,23
georgiana hospital,georgiana,943,90,23
georgiana hospital,georgiana,944,90,23
georgiana hospital,georgiana,945,90,23
georgiana hospital,georgiana,946,90,23
georgiana hospital,georgiana,947,90,23
georgiana hospital,georgiana,948,90,23
georgiana hospital,geoxgiana,949,92,1
georgiana hospital,georgiana,950,90,23
georgiana hospital,georgiana,951,90,23
georgiana hospital,georgiana,952,90,23
georgiana hospital,georgiana,953,90,23
georgiana hospital,georgiana,954,90,23
medical center enterprise,enterprise,955,93,21
medixal xenter enterprise,enterprise,956,94,1
medical center enterprise,enterprise,957,93,21
medical center enterprise,enterprise,958,93,21
medical center enterprise,enterprise,959,93,21
medical center enterprise,enterprxse,960,95,1
medical center enterprise,enterprise,961,93,21
medxcal center enterprxse,enterprise,962,96,1
medical center enterprise,enterprise,963,93,21
medical center enterprise,enterprise,964,93,21
medical center enterprise,enterprise,965,93,21
medical center enterprise,enterprise,966,93,21
medical center enterprise,enterprise,967,93,21
medical center enterprise,xntxrprisx,968,97,1
medical center enterprise,enterprise,969,93,21
medical center enterprise,enterprise,970,93,21
medical center enterprise,enterprise,971,93,21
medical center enterprise,enterprise,972,93,21
medical center enterprise,enterprise,973,93,21
medical center enterprise,enterprise,974,93,21
medical center enterprise,enterprise,975,93,21
medical center enterprise,enterprise,976,93,21
medical center enterprise,enterprise,977,93,21
medical center enterprise,enterprise,978,93,21
medical center enterprise,enterprise,979,93,21
st vincents blount,oneonta,980,98,18
st vincents blount,oneonta,981,98,18
st vincents blount,oneonta,982,98,18
st vincents blount,oneonta,983,98,18
st vincents blount,oneonta,984,98,18
st vincents blount,onxonta,985,99,1
st vincents blount,oneonta,986,98,18
st vincents bxount,oneonta,987,100,1
st vincents blount,oneonta,988,98,18
st vincents blount,oneonta,989,98,18
st vincents blount,oneonta,990,98,18
st vincents blount,oneonta,991,98,18
st vincents blount,oneonta,992,98,18
st vincents blount,oneonta,993,98,18
st vincents blount,oneonta,994,98,18
st vincents blount,oneonta,995,98,18
st vincents blount,oneonta,996,98,18
st vincents blount,oneonta,997,98,18
st vincents blount,oneonta,998,98,18
st vincents blount,oneonta,999,98,18
