MeasureCode,MeasureName,original_index,unique_index
ami-2,heart attack patients given aspirin at discharge,355,9
ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),356,10
ami-4,heart attack patients given smoking cessation advice/counseling,357,11
ami-5,heart attack patients given beta blocker at discharge,358,12
ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,359,13
ami-8a,heart attack patients given pci within 90 minutes of arrival,360,14
hf-1,heart failure patients given discharge instructions,361,15
hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,362,16
hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),363,17
hf-4,heart failure patients given smoking cessation advice/counseling,364,18
pn-2,pneumonia patients assessed and given pneumococcal vaccination,365,19
pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,366,20
pn-4,pneumonia patients given smoking cessation advice/counseling,367,21
pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,368,22
pn-6,pneumonia patients given the most appropriate initial antibiotic(s),369,23
pn-7,pneumonia patients assessed and given influenza vaccination,370,24
scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,371,25
scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,372,1
scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,373,2
scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),374,3
scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,375,4
scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),376,5
scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,377,6
scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,378,7
ami-1,heart attack patients given aspirin at arrival,379,8
ami-2,heaxt attack patients given aspixin at dischaxge,380,46
ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),381,10
ami-4,heart attack patients given smoking cessation advice/counseling,382,11
ami-5,heart attack patients given beta blocker at discharge,383,12
ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,384,13
ami-8a,heart attack patients given pci within 90 minutes of arrival,385,14
hf-1,heart failure patients given discharge instructions,386,15
hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,387,16
hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),388,17
hf-4,heart xailure patients given smoking cessation advice/counseling,389,47
pn-2,pneumonia patients assessed and given pneumococcal vaccination,390,19
pn-xb,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,391,48
ami-2,heart attack patients given aspirin at discharge,392,9
ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),393,10
ami-4,heart attack patients given smoking cessation advice/counseling,394,11
ami-5,heart attack patients given beta blocker at discharge,395,12
ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,396,13
ami-8a,heart attack patients given pci within 90 minutes of arrival,397,14
hx-1,heart failure patients given discharge instructions,398,49
hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,399,16
hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),400,17
hf-4,heart failure patients given smoking cessation advice/counseling,401,18
pn-2,pneumonia patients assessed and given pneumococcal vaccination,402,19
pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,403,20
pn-4,pneumonia patients given smoking cessation advice/counseling,404,21
pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,405,22
pn-6,pneumonia patients given the most appropriate initial antibiotic(s),406,23
pn-7,pneumonia patients assessed and given influenza vaccination,407,24
scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,408,25
scipxinfx1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,409,50
scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,410,2
scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),411,3
scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,412,6
scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,413,7
ami-1,heart attack patients given aspirin at arrival,414,8
ami-2,heart attack patients given aspirin at discharge,415,9
ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),416,10
ami-4,heart attack patients given smoking cessation advice/counseling,417,11
ami-5,heart attack patients given beta blocker at discharge,418,12
ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,419,13
ami-8a,heart attack patients given pci within 90 minutes of arrival,420,14
hf-1,heart failure patients given discharge instructions,421,15
hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,422,16
hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),423,17
hf-4,heart failure patients given smoking cessation advice/counseling,424,18
pn-2,pneumonia patients assessed and given pneumococcal vaccination,425,19
pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,426,20
pn-4,pneumonia patients given smoking cessation advice/counseling,427,21
pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,428,22
pn-6,pneumonia patients given the most appropriate initial antibiotic(s),429,23
pn-7,pneumonia patients assessed and given influenza vaccination,430,24
scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,431,25
hf-1,heart failure patients given discharge instructions,432,15
hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,433,16
hf-3,heart faxlure patxents gxven ace inhxbxtor or arb for left ventrxcular systolxc dysfunctxon (lvsd),434,51
hf-4,heart failure patients given smoking cessation advice/counseling,435,18
pn-2,pneumonia patients assessed and given pneumococcal vaccination,436,19
pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,437,20
pn-4,pneumonia patients given smoking cessation advice/counseling,438,21
pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,439,22
pn-6,pneumonia patients given the most appropriate initial antibiotic(s),440,23
pn-7,pneumonia patients assessed and given influenza vaccination,441,24
scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,442,25
scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,443,1
scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,444,2
scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),445,3
scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,446,4
scip-inf-6,surgeryxpatientsxneedingxhairxremovedxfromxthexsurgicalxareaxbeforexsurgery& xwhoxhadxhairxremovedxusingxaxsaferxmethodx(electricxclippersxorxhairxremovalxcreamxï¿½cxnotxaxrazor),447,52
scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,448,6
scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,449,7
ami-1,heart attack patients given aspirin at arrival,450,8
ami-2,heart attack patients given aspirin at discharge,451,9
pn-2,pneumonia patients assessed and given pneumococcal vaccination,452,19
pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,453,20
pn-4,pneumonia patients given smoking cessation advice/counseling,454,21
pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,455,22
pn-6,pneumonia patients given the most appropriate initial antibiotic(s),456,23
pn-7,pneumonia patients assessed and given influenza vaccination,457,24
scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,458,25
scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,459,1
scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,460,2
scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),461,3
scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,462,4
scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),463,5
sxip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,464,53
scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,465,7
ami-1,heart attack patients given aspirin at arrival,466,8
ami-2,heart attack patients given aspirin at discharge,467,9
ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),468,10
ami-4,heart attack patients given smoking cessation advice/counseling,469,11
ami-5,heart attack patients given beta blocker at discharge,470,12
ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,471,13
ami-8a,heart attack patients given pci within 90 minutes of arrival,472,14
hf-1,heaxt failuxe patients given dischaxge instxuctions,473,54
hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,474,16
hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),475,17
hf-4,heart failure patients given smoking cessation advice/counseling,476,18
pn-2,pneumonia patients assessed and given pneumococcal vaccination,477,19
pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,478,20
pn-4,pneumonia patients given smoking cessation advice/counseling,479,21
pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,480,22
pn-6,pneumonia patients given the most appropriate initial antibiotic(s),481,23
pn-7,pneumonia patients assessed and given influenza vaccination,482,24
scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,483,25
scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,484,1
scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,485,2
scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),486,3
scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,487,4
scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),488,5
scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,489,6
scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,490,7
ami-1,heart attack patients given aspirin at arrival,491,8
ami-2,heart attack patients given aspirin at discharge,492,9
ami-3,hxart attack patixnts givxn ace inhibitor or arb for lxft vxntricular systolic dysfunction (lvsd),493,55
ami-4,heart attack patients given smoking cessation advice/counseling,494,11
ami-x,heart attack patients given beta blocker at discharge,495,56
ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,496,13
ami-8a,heart attack patients given pci within 90 minutes of arrival,497,14
hf-1,heart failure patients given discharge instructions,498,15
hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,499,16
hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),500,17
hf-4,heart failure patients given smoking cessation advice/counseling,501,18
pn-2,pneumonia patients assessed and given pneumococcal vaccination,502,19
pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,503,20
pn-4,pneumonia patients given smoking cessation advice/counseling,504,21
pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,505,22
pn-6,pneumonia patients given the most appropriate initial antibiotic(s),506,23
pn-7,pneumonix pxtients assessed xnd given influenzx vxccinxtion,507,57
scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,508,25
scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,509,1
scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,510,2
scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),511,3
scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,512,4
scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),513,5
scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,514,6
scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,515,7
ami-1,heart attack patients given aspirin at arrival,516,8
ami-2,heart attack patients given aspirin at discharge,517,9
ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),518,10
ami-4,heart attack patients given smoking cessation advice/counseling,519,11
ami-5,heart attack patients given beta blocker at discharge,520,12
ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,521,13
ami-8a,heart attack patients given pci within 90 minutes of arrival,522,14
hf-1,heart failure patients given discharge instructions,523,15
hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,524,16
hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),525,17
hf-4,heart failure patients given smoking cessation advice/counseling,526,18
pn-2,pneumonia patients assessed and given pneumococcal vaccination,527,19
pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,528,20
pn-4,pneumonia patients given smoking cessation advice/counseling,529,21
pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,530,22
pn-6,pneumonia patients given the most appropriate initial antibiotic(s),531,23
pn-7,pxeumoxia patiexts assessed axd givex ixfluexza vaccixatiox,532,58
scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,533,25
scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,534,1
scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,535,2
scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),536,3
scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,537,4
scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),538,5
scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,539,6
scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,540,7
ami-1,hexrt attxck pxtients given aspirin xt arrivxl,541,59
ami-2,heart attack patients given aspirin at discharge,542,9
ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),543,10
ami-4,heart attack patients given smoking cessation advice/counseling,544,11
ami-5,heaxt attack patients given beta blockex at dischaxge,545,60
ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,546,13
ami-8a,heart attack patients given pci within 90 minutes of arrival,547,14
hf-1,heart failure patients given discharge instructions,548,15
hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,549,16
hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),550,17
hf-4,heart failure patients given smoking cessation advice/counseling,551,18
pn-2,pneumonia patients assessed and given pneumococcal vaccination,552,19
pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,553,20
pn-4,pneumonia patients given smoking cessation advice/counseling,554,21
pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,555,22
pn-6,pneumonia patients given the most appropriate initial antibiotic(s),556,23
pn-7,pneumonia patients assessed and given influenza vaccination,557,24
scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,558,25
scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,559,1
scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,560,2
scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),561,3
scip-inf-4,allxheartxsurgeryxpatientsxwhosexbloodxsugarx(bloodxglucose)xisxkeptxunderxgoodxcontrolxinxthexdaysxrightxafterxsurgery,562,61
scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),563,5
scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,564,6
scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,565,7
ami-1,heart attack patients given aspirin at arrival,566,8
ami-2,heart attack patients given aspirin at discharge,567,9
ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),568,10
ami-4,heart attack patients given smoking cessation advice/counseling,569,11
ami-5,heart attack patients given beta blocker at discharge,570,12
ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,571,13
ami-8a,heart attack patients given pci within 90 minutes of arrival,572,14
hf-1,heart failure patients given discharge instructions,573,15
hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,574,16
hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),575,17
hf-4,heart failure patients given smoking cessation advice/counseling,576,18
pn-2,pneumonia patients assessed and given pneumococcal vaccination,577,19
pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,578,20
pn-4,pneumonia patients given smoking cessation advice/counseling,579,21
px-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,580,62
pn-6,pneumonia patients given the most appropriate initial antibiotic(s),581,23
pn-7,pneumonia patients assessed and given influenza vaccination,582,24
scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,583,25
scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,584,1
scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,585,2
scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),586,3
scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,587,4
scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),588,5
scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,589,6
scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,590,7
ami-1,heart attack patients given aspirin at arrival,591,8
ami-2,heart attack patients given aspirin at discharge,592,9
ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),593,10
ami-4,heart attack patients given smoking cessation advice/counseling,594,11
ami-5,heart attack patients given beta blocker at discharge,595,12
ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,596,13
ami-8a,heart attack patients given pci within 90 minutes of arrival,597,14
hf-1,heart failure patients given discharge instructions,598,15
hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,599,16
hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),600,17
hf-4,heart failure patients given smoking cessation advice/counseling,601,18
pn-2,pneumonia patients assessed and given pneumococcal vaccination,602,19
pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,603,20
pn-4,pneumonia patients given smoking cessation advice/counseling,604,21
pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,605,22
pn-6,pneumonia patients given the most appropriate initial antibiotic(s),606,23
pn-7,pneumonia patients assessed and given influenza vaccination,607,24
scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,608,25
scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,609,1
scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,610,2
scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),611,3
scip-inf-4,all heaxt suxgexy patients whose blood sugax (blood glucose) is kept undex good contxol in the days xight aftex suxgexy,612,63
scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),613,5
scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,614,6
scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,615,7
ami-1,heart attack patients given aspirin at arrival,616,8
ami-2,heart attack patients given aspirin at discharge,617,9
ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),618,10
ami-4,heart attack patients given smoking cessation advice/counseling,619,11
ami-5,heart attack patients given beta blocker at discharge,620,12
ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,621,13
ami-8a,heart attack patients given pci within 90 minutes of arrival,622,14
hf-1,heart failure patients given discharge instructions,623,15
hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,624,16
hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),625,17
hf-4,heart failure patients given smoking cessation advice/counseling,626,18
pn-2,pneumonia patients assessed and given pneumococcal vaccination,627,19
pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,628,20
pn-4,pneumonia patients given smoking cessation advice/counseling,629,21
pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,630,22
pn-6,pneumonia patients given the most appropriate initial antibiotic(s),631,23
pn-7,pneumonia patients assessed and given influenza vaccination,632,24
scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,633,25
scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,634,1
scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,635,2
scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),636,3
scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,637,4
scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),638,5
scip-vtx-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,639,64
scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,640,7
ami-1,heart attack patients given aspirin at arrival,641,8
ami-2,heart attack patients given aspirin at discharge,642,9
ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),643,10
ami-4,heart attack patients given smoking cessation advice/counseling,644,11
ami-5,heart attack patients given beta blocker at discharge,645,12
ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,646,13
ami-8a,heart attack patients given pci within 90 minutes of arrival,647,14
hfx1,heart failure patients given discharge instructions,648,28
hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,649,16
hf-3,heart failure patients given ace inhibitor or arb for left xentricular systolic dysfunction (lxsd),650,65
hf-4,heart faxlure patxents gxven smokxng cessatxon advxce/counselxng,651,66
pn-2,pneumonia patients assessed and given pneumococcal vaccination,652,19
pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,653,20
pn-4,pneumonia patients given smoking cessation advice/counseling,654,21
pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,655,22
pn-6,pneumonia patients given the most appropriate initial antibiotic(s),656,23
pn-7,pneumonia patients assessed and given influenza vaccination,657,24
scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,658,25
scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,659,1
scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,660,2
scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),661,3
scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,662,4
scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),663,5
scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,664,6
scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,665,7
ami-1,heart attack patients given aspirin at arrival,666,8
ami-2,heart attack patients given aspirin at discharge,667,9
ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),668,10
ami-4,heart attack patients given smoking cessation advice/counseling,669,11
ami-5,heart attack patients given beta blocker at discharge,670,12
ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,671,13
ami-8a,heartxattackxpatientsxgivenxpcixwithinx90xminutesxofxarrival,672,67
xf-1,heart failure patients given discharge instructions,673,68
hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,674,16
hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),675,17
hfx4,heart failure patients given smoking cessation advice/counseling,676,69
pn-2,pneumonia patients assessed and given pneumococcal vaccination,677,19
pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,678,20
pn-4,pneumonia patients given smoking cessation advice/counseling,679,21
pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,680,22
pn-6,pneumonia patients given the most appropriate initial antibiotic(s),681,23
pn-7,pneumonia patients assessed and given influenza vaccination,682,24
scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,683,25
scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,684,1
scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,685,2
scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),686,3
scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,687,4
scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),688,5
scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,689,6
scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,690,7
amix1,heart attack patients given aspirin at arrival,691,70
ami-2,heart attack patients given aspirin at discharge,692,9
ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),693,10
amx-4,heart attack patients given smoking cessation advice/counseling,694,71
ami-5,heart attack patients given beta blocker at discharge,695,12
ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,696,13
ami-8a,heart attack patients given pci within 90 minutes of arrival,697,14
hf-1,heart failure patients given discharge instructions,698,15
hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,699,16
hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),700,17
hf-4,heart failure patients given smoking cessation advice/counseling,701,18
pn-2,pneumonia patients assessed and given pneumococcal vaccination,702,19
pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,703,20
pn-4,pneumonia patients given smoking cessation advice/counseling,704,21
pn-5c,pxeumoxia patiexts givex ixitial axtibiotic(s) withix 6 hours after arrival,705,72
pn-6,pxeumoxia patiexts givex the most appropriate ixitial axtibiotic(s),706,73
pn-7,pneumonia patients assessed and given influenza vaccination,707,24
