brewery_name,original_index,unique_index,count
Flat 12 Bierwerks,809,191,3
Flat 12 Bierwerks,810,191,3
Flat 12 Bierwerks,811,191,3
Flat Rock Brewing Company,812,192,1
Flesk Brewing Company,813,193,1
Flying Dog Brewery,814,194,2
Flying Dog Brewery,815,194,2
Flying Mouse Brewery,816,195,2
Flying Mouse Brewery,817,195,2
Foolproof Brewing Company,818,196,4
Foolproof Brewing Company,819,196,4
Foolproof Brewing Company,820,196,4
Foolproof Brewing Company,821,196,4
Forgotten Boardwalk,822,197,2
Forgotten Boardwalk,823,197,2
Fort George Brewery,824,198,12
Fort George Brewery,825,198,12
Fort George Brewery,826,198,12
Fort George Brewery,827,198,12
Fort George Brewery,828,198,12
Fort George Brewery,829,198,12
Fort George Brewery,830,198,12
Fort George Brewery,831,198,12
Fort George Brewery,832,198,12
Fort George Brewery,833,198,12
Fort George Brewery,834,198,12
Fort George Brewery,835,198,12
Fort Pitt Brewing Company,836,199,1
Fort Point Beer Company,837,200,4
Fort Point Beer Company,838,200,4
Fort Point Beer Company,839,200,4
Fort Point Beer Company,840,200,4
Founders Brewing Company,841,201,3
Founders Brewing Company,842,201,3
Founders Brewing Company,843,201,3
Four Corners Brewing Company,844,202,3
Four Corners Brewing Company,845,202,3
Four Corners Brewing Company,846,202,3
Four Fathers Brewing,847,203,4
Four Fathers Brewing,848,203,4
Four Fathers Brewing,849,203,4
Four Fathers Brewing,850,203,4
Four Horsemen Brewing Company,851,204,1
Four Peaks Brewing Company,852,205,7
Four Peaks Brewing Company,853,205,7
Four Peaks Brewing Company,854,205,7
Four Peaks Brewing Company,855,205,7
Four Peaks Brewing Company,856,205,7
Four Peaks Brewing Company,857,205,7
Four Peaks Brewing Company,858,205,7
Four String Brewing Company,859,206,4
Four String Brewing Company,860,206,4
Four String Brewing Company,861,206,4
Four String Brewing Company,862,206,4
Frankenmuth Brewery,863,207,3
Frankenmuth Brewery,864,207,3
Frankenmuth Brewery,865,207,3
Freetail Brewing Company,866,208,8
Freetail Brewing Company,867,208,8
Freetail Brewing Company,868,208,8
Freetail Brewing Company,869,208,8
Freetail Brewing Company,870,208,8
Freetail Brewing Company,871,208,8
Freetail Brewing Company,872,208,8
Freetail Brewing Company,873,208,8
Fremont Brewing Company,874,209,7
Fremont Brewing Company,875,209,7
Fremont Brewing Company,876,209,7
Fremont Brewing Company,877,209,7
Fremont Brewing Company,878,209,7
Fremont Brewing Company,879,209,7
Fremont Brewing Company,880,209,7
French Broad Brewery,881,210,3
French Broad Brewery,882,210,3
French Broad Brewery,883,210,3
Frog Level Brewing Company,884,211,1
Fullsteam Brewery,885,212,1
Geneva Lake Brewing Company,886,213,3
Geneva Lake Brewing Company,887,213,3
Geneva Lake Brewing Company,888,213,3
Glabrous Brewing Company,889,214,1
Golden Road Brewing,890,215,15
Golden Road Brewing,891,215,15
Golden Road Brewing,892,215,15
Golden Road Brewing,893,215,15
Golden Road Brewing,894,215,15
Golden Road Brewing,895,215,15
Golden Road Brewing,896,215,15
Golden Road Brewing,897,215,15
Golden Road Brewing,898,215,15
Golden Road Brewing,899,215,15
Golden Road Brewing,900,215,15
Golden Road Brewing,901,215,15
Golden Road Brewing,902,215,15
Golden Road Brewing,903,215,15
Golden Road Brewing,904,215,15
Gonzo's BiggDogg Brewing,905,216,1
Good Life Brewing Company,906,217,2
Good Life Brewing Company,907,217,2
Good People Brewing Company,908,218,5
Good People Brewing Company,909,218,5
Good People Brewing Company,910,218,5
Good People Brewing Company,911,218,5
Good People Brewing Company,912,218,5
Goodlife Brewing Co.,913,219,1
Goose Island Brewery Company,914,220,1
Goose Island Brewing Company,915,221,5
Goose Island Brewing Company,916,221,5
Goose Island Brewing Company,917,221,5
Goose Island Brewing Company,918,221,5
Goose Island Brewing Company,919,221,5
Gore Range Brewery,920,222,1
Grand Canyon Brewing Company,921,223,4
Grand Canyon Brewing Company,922,223,4
Grand Canyon Brewing Company,923,223,4
Grand Canyon Brewing Company,924,223,4
Grapevine Craft Brewery,925,224,3
Grapevine Craft Brewery,926,224,3
Grapevine Craft Brewery,927,224,3
Great Crescent Brewery,928,225,20
Great Crescent Brewery,929,225,20
Great Crescent Brewery,930,225,20
Great Crescent Brewery,931,225,20
Great Crescent Brewery,932,225,20
Great Crescent Brewery,933,225,20
Great Crescent Brewery,934,225,20
Great Crescent Brewery,935,225,20
Great Crescent Brewery,936,225,20
Great Crescent Brewery,937,225,20
Great Crescent Brewery,938,225,20
Great Crescent Brewery,939,225,20
Great Crescent Brewery,940,225,20
Great Crescent Brewery,941,225,20
Great Crescent Brewery,942,225,20
Great Crescent Brewery,943,225,20
Great Crescent Brewery,944,225,20
Great Crescent Brewery,945,225,20
Great Crescent Brewery,946,225,20
Great Crescent Brewery,947,225,20
Great Divide Brewing Company,948,226,9
Great Divide Brewing Company,949,226,9
Great Divide Brewing Company,950,226,9
Great Divide Brewing Company,951,226,9
Great Divide Brewing Company,952,226,9
Great Divide Brewing Company,953,226,9
Great Divide Brewing Company,954,226,9
Great Divide Brewing Company,955,226,9
Great Divide Brewing Company,956,226,9
Great Northern Brewing Company,957,227,2
Great Northern Brewing Company,958,227,2
Great Raft Brewing Company,959,228,2
Great Raft Brewing Company,960,228,2
Great River Brewery,961,229,18
Great River Brewery,962,229,18
Great River Brewery,963,229,18
Great River Brewery,964,229,18
Great River Brewery,965,229,18
Great River Brewery,966,229,18
Great River Brewery,967,229,18
Great River Brewery,968,229,18
Great River Brewery,969,229,18
Great River Brewery,970,229,18
Great River Brewery,971,229,18
Great River Brewery,972,229,18
Great River Brewery,973,229,18
Great River Brewery,974,229,18
Great River Brewery,975,229,18
Great River Brewery,976,229,18
Great River Brewery,977,229,18
Great River Brewery,978,229,18
Green Room Brewing,979,230,1
Greenbrier Valley Brewing Company,980,231,2
Greenbrier Valley Brewing Company,981,231,2
Grey Sail Brewing Company,982,232,2
Grey Sail Brewing Company,983,232,2
Grey Sail Brewing of Rhode Island,984,233,7
Grey Sail Brewing of Rhode Island,985,233,7
Grey Sail Brewing of Rhode Island,986,233,7
Grey Sail Brewing of Rhode Island,987,233,7
Grey Sail Brewing of Rhode Island,988,233,7
Grey Sail Brewing of Rhode Island,989,233,7
Grey Sail Brewing of Rhode Island,990,233,7
Griffin Claw Brewing Company,991,234,9
Griffin Claw Brewing Company,992,234,9
Griffin Claw Brewing Company,993,234,9
Griffin Claw Brewing Company,994,234,9
Griffin Claw Brewing Company,995,234,9
Griffin Claw Brewing Company,996,234,9
Griffin Claw Brewing Company,997,234,9
Griffin Claw Brewing Company,998,234,9
Griffin Claw Brewing Company,999,234,9
Grimm Brothers Brewhouse,1000,235,1
Hale's Ales,1001,236,2
Hale's Ales,1002,236,2
Half Acre Beer Company,1003,237,8
Half Acre Beer Company,1004,237,8
Half Acre Beer Company,1005,237,8
Half Acre Beer Company,1006,237,8
Half Acre Beer Company,1007,237,8
Half Acre Beer Company,1008,237,8
Half Acre Beer Company,1009,237,8
Half Acre Beer Company,1010,237,8
Half Full Brewery,1011,238,2
Half Full Brewery,1012,238,2
Hangar 24 Craft Brewery,1013,239,2
Hangar 24 Craft Brewery,1014,239,2
Hardywood Park Craft Brewery,1015,240,3
Hardywood Park Craft Brewery,1016,240,3
Hardywood Park Craft Brewery,1017,240,3
Harpoon Brewery,1018,241,12
Harpoon Brewery,1019,241,12
Harpoon Brewery,1020,241,12
Harpoon Brewery,1021,241,12
Harpoon Brewery,1022,241,12
Harpoon Brewery,1023,241,12
Harpoon Brewery,1024,241,12
Harpoon Brewery,1025,241,12
Harpoon Brewery,1026,241,12
Harpoon Brewery,1027,241,12
Harpoon Brewery,1028,241,12
Harpoon Brewery,1029,241,12
Harvest Moon Brewing Company,1030,242,2
Harvest Moon Brewing Company,1031,242,2
Hawai'i Nui Brewing Co.,1032,243,5
Hawai'i Nui Brewing Co.,1033,243,5
Hawai'i Nui Brewing Co.,1034,243,5
Hawai'i Nui Brewing Co.,1035,243,5
Hawai'i Nui Brewing Co.,1036,243,5
Headlands Brewing Company,1037,244,3
Headlands Brewing Company,1038,244,3
Headlands Brewing Company,1039,244,3
Heavy Seas Beer,1040,245,3
Heavy Seas Beer,1041,245,3
Heavy Seas Beer,1042,245,3
Hess Brewing Company,1043,246,3
Hess Brewing Company,1044,246,3
Hess Brewing Company,1045,246,3
High Hops Brewery,1046,247,2
High Hops Brewery,1047,247,2
High Noon Saloon And Brewery,1048,248,3
High Noon Saloon And Brewery,1049,248,3
High Noon Saloon And Brewery,1050,248,3
Hilliard's Beer,1051,249,5
Hilliard's Beer,1052,249,5
Hilliard's Beer,1053,249,5
Hilliard's Beer,1054,249,5
Hilliard's Beer,1055,249,5
Hinterland Brewery,1056,250,1
Hop Farm Brewing Company,1057,251,3
Hop Farm Brewing Company,1058,251,3
Hop Farm Brewing Company,1059,251,3
Hop Valley Brewing Company,1060,252,8
Hop Valley Brewing Company,1061,252,8
Hop Valley Brewing Company,1062,252,8
Hop Valley Brewing Company,1063,252,8
Hop Valley Brewing Company,1064,252,8
Hop Valley Brewing Company,1065,252,8
Hop Valley Brewing Company,1066,252,8
Hop Valley Brewing Company,1067,252,8
Hops & Grain Brewery,1068,253,4
Hops & Grain Brewery,1069,253,4
Hops & Grain Brewery,1070,253,4
Hops & Grain Brewery,1071,253,4
Hops & Grains Brewing Company,1072,254,1
Hopworks Urban Brewery,1073,255,23
Hopworks Urban Brewery,1074,255,23
Hopworks Urban Brewery,1075,255,23
Hopworks Urban Brewery,1076,255,23
Hopworks Urban Brewery,1077,255,23
Hopworks Urban Brewery,1078,255,23
Hopworks Urban Brewery,1079,255,23
Hopworks Urban Brewery,1080,255,23
Hopworks Urban Brewery,1081,255,23
Hopworks Urban Brewery,1082,255,23
Hopworks Urban Brewery,1083,255,23
Hopworks Urban Brewery,1084,255,23
Hopworks Urban Brewery,1085,255,23
Hopworks Urban Brewery,1086,255,23
Hopworks Urban Brewery,1087,255,23
Hopworks Urban Brewery,1088,255,23
Hopworks Urban Brewery,1089,255,23
Hopworks Urban Brewery,1090,255,23
Hopworks Urban Brewery,1091,255,23
Hopworks Urban Brewery,1092,255,23
Hopworks Urban Brewery,1093,255,23
Hopworks Urban Brewery,1094,255,23
Hopworks Urban Brewery,1095,255,23
Horny Goat Brew Pub,1096,256,3
Horny Goat Brew Pub,1097,256,3
Horny Goat Brew Pub,1098,256,3
Howard Brewing Company,1099,257,2
Howard Brewing Company,1100,257,2
Indeed Brewing Company,1101,258,6
Indeed Brewing Company,1102,258,6
Indeed Brewing Company,1103,258,6
Indeed Brewing Company,1104,258,6
Indeed Brewing Company,1105,258,6
Indeed Brewing Company,1106,258,6
Independence Brewing Company,1107,259,3
Independence Brewing Company,1108,259,3
Independence Brewing Company,1109,259,3
Indiana City Brewing,1110,260,1
Infamous Brewing Company,1111,261,2
Infamous Brewing Company,1112,261,2
Intuition Ale Works,1113,262,3
Intuition Ale Works,1114,262,3
Intuition Ale Works,1115,262,3
Ipswich Ale Brewery,1116,263,1
Iron Hill Brewery & Restaurant,1117,264,1
Jack's Abby Craft Lagers,1118,265,5
Jack's Abby Craft Lagers,1119,265,5
Jack's Abby Craft Lagers,1120,265,5
Jack's Abby Craft Lagers,1121,265,5
Jack's Abby Craft Lagers,1122,265,5
Jack's Hard Cider (Hauser Estate...,1123,266,2
Jack's Hard Cider (Hauser Estate...,1124,266,2
Jackalope Brewing Company,1125,267,1
Jackie O's Pub & Brewery,1126,268,5
Jackie O's Pub & Brewery,1127,268,5
Jackie O's Pub & Brewery,1128,268,5
Jackie O's Pub & Brewery,1129,268,5
Jackie O's Pub & Brewery,1130,268,5
Jailbreak Brewing Company,1131,269,1
James Page Brewing Company,1132,270,6
James Page Brewing Company,1133,270,6
James Page Brewing Company,1134,270,6
James Page Brewing Company,1135,270,6
James Page Brewing Company,1136,270,6
James Page Brewing Company,1137,270,6
Joseph James Brewing Company,1138,271,4
Joseph James Brewing Company,1139,271,4
Joseph James Brewing Company,1140,271,4
Joseph James Brewing Company,1141,271,4
Kalona Brewing Company,1142,272,2
Kalona Brewing Company,1143,272,2
Karbach Brewing Company,1144,273,10
Karbach Brewing Company,1145,273,10
Karbach Brewing Company,1146,273,10
Karbach Brewing Company,1147,273,10
Karbach Brewing Company,1148,273,10
Karbach Brewing Company,1149,273,10
Karbach Brewing Company,1150,273,10
Karbach Brewing Company,1151,273,10
Karbach Brewing Company,1152,273,10
Karbach Brewing Company,1153,273,10
KelSo Beer Company,1154,274,3
KelSo Beer Company,1155,274,3
KelSo Beer Company,1156,274,3
Kenai River Brewing Company,1157,275,4
Kenai River Brewing Company,1158,275,4
Kenai River Brewing Company,1159,275,4
Kenai River Brewing Company,1160,275,4
Kettle House Brewing Company,1161,276,6
Kettle House Brewing Company,1162,276,6
Kettle House Brewing Company,1163,276,6
Kettle House Brewing Company,1164,276,6
Kettle House Brewing Company,1165,276,6
Kettle House Brewing Company,1166,276,6
Keweenaw Brewing Company,1167,277,7
Keweenaw Brewing Company,1168,277,7
Keweenaw Brewing Company,1169,277,7
Keweenaw Brewing Company,1170,277,7
Keweenaw Brewing Company,1171,277,7
Keweenaw Brewing Company,1172,277,7
Keweenaw Brewing Company,1173,277,7
King Street Brewing Company,1174,278,5
King Street Brewing Company,1175,278,5
King Street Brewing Company,1176,278,5
King Street Brewing Company,1177,278,5
King Street Brewing Company,1178,278,5
Kirkwood Station Brewing Company,1179,279,2
Kirkwood Station Brewing Company,1180,279,2
Kona Brewing Company,1181,280,4
Kona Brewing Company,1182,280,4
Kona Brewing Company,1183,280,4
Kona Brewing Company,1184,280,4
Krebs Brewing Company (Pete's Pl...,1185,281,1
Kulshan Brewery,1186,282,1
La Cumbre Brewing Company,1187,283,2
La Cumbre Brewing Company,1188,283,2
Lancaster Brewing Company,1189,284,2
Lancaster Brewing Company,1190,284,2
Latitude 42 Brewing Company,1191,285,4
Latitude 42 Brewing Company,1192,285,4
Latitude 42 Brewing Company,1193,285,4
Latitude 42 Brewing Company,1194,285,4
Laughing Dog Brewing Company,1195,286,3
Laughing Dog Brewing Company,1196,286,3
Laughing Dog Brewing Company,1197,286,3
Lavery Brewing Company,1198,287,2
Lavery Brewing Company,1199,287,2
Lazy Monk Brewing,1200,288,1
Lewis and Clark Brewing Company,1201,289,5
Lewis and Clark Brewing Company,1202,289,5
Lewis and Clark Brewing Company,1203,289,5
Lewis and Clark Brewing Company,1204,289,5
Lewis and Clark Brewing Company,1205,289,5
Lift Bridge Brewing Company,1206,290,2
Lift Bridge Brewing Company,1207,290,2
Liquid Hero Brewery,1208,291,4
Liquid Hero Brewery,1209,291,4
Liquid Hero Brewery,1210,291,4
Liquid Hero Brewery,1211,291,4
Lone Tree Brewing Company,1212,292,1
Lonerider Brewing Company,1213,293,5
Lonerider Brewing Company,1214,293,5
Lonerider Brewing Company,1215,293,5
Lonerider Brewing Company,1216,293,5
Lonerider Brewing Company,1217,293,5
Long Trail Brewing Company,1218,294,5
Long Trail Brewing Company,1219,294,5
Long Trail Brewing Company,1220,294,5
Long Trail Brewing Company,1221,294,5
Long Trail Brewing Company,1222,294,5
Lost Nation Brewing,1223,295,4
Lost Nation Brewing,1224,295,4
Lost Nation Brewing,1225,295,4
Lost Nation Brewing,1226,295,4
Lost Rhino Brewing Company,1227,296,2
Lost Rhino Brewing Company,1228,296,2
Lucette Brewing Company,1229,297,4
Lucette Brewing Company,1230,297,4
Lucette Brewing Company,1231,297,4
Lucette Brewing Company,1232,297,4
Lucky Town Brewing Company,1233,298,2
Lucky Town Brewing Company,1234,298,2
Lumberyard Brewing Company,1235,299,4
Lumberyard Brewing Company,1236,299,4
Lumberyard Brewing Company,1237,299,4
Lumberyard Brewing Company,1238,299,4
MacTarnahans Brewing Company,1239,300,2
MacTarnahans Brewing Company,1240,300,2
Macon Beer Company,1241,301,2
Macon Beer Company,1242,301,2
Madtree Brewing Company,1243,302,9
Madtree Brewing Company,1244,302,9
Madtree Brewing Company,1245,302,9
Madtree Brewing Company,1246,302,9
Madtree Brewing Company,1247,302,9
Madtree Brewing Company,1248,302,9
Madtree Brewing Company,1249,302,9
Madtree Brewing Company,1250,302,9
Madtree Brewing Company,1251,302,9
Magic Hat Brewing Company,1252,303,3
Magic Hat Brewing Company,1253,303,3
Magic Hat Brewing Company,1254,303,3
Mammoth Brewing Company,1255,304,4
Mammoth Brewing Company,1256,304,4
Mammoth Brewing Company,1257,304,4
Mammoth Brewing Company,1258,304,4
Manayunk Brewing Company,1259,305,9
Manayunk Brewing Company,1260,305,9
Manayunk Brewing Company,1261,305,9
Manayunk Brewing Company,1262,305,9
Manayunk Brewing Company,1263,305,9
Manayunk Brewing Company,1264,305,9
Manayunk Brewing Company,1265,305,9
Manayunk Brewing Company,1266,305,9
Manayunk Brewing Company,1267,305,9
Manzanita Brewing Company,1268,306,5
Manzanita Brewing Company,1269,306,5
Manzanita Brewing Company,1270,306,5
Manzanita Brewing Company,1271,306,5
Manzanita Brewing Company,1272,306,5
Marble Brewery,1273,307,2
Marble Brewery,1274,307,2
Marshall Wharf Brewing Company,1275,308,5
Marshall Wharf Brewing Company,1276,308,5
Marshall Wharf Brewing Company,1277,308,5
Marshall Wharf Brewing Company,1278,308,5
Marshall Wharf Brewing Company,1279,308,5
Martin House Brewing Company,1280,309,8
Martin House Brewing Company,1281,309,8
Martin House Brewing Company,1282,309,8
Martin House Brewing Company,1283,309,8
Martin House Brewing Company,1284,309,8
Martin House Brewing Company,1285,309,8
Martin House Brewing Company,1286,309,8
Martin House Brewing Company,1287,309,8
Matt Brewing Company,1288,310,13
Matt Brewing Company,1289,310,13
Matt Brewing Company,1290,310,13
Matt Brewing Company,1291,310,13
Matt Brewing Company,1292,310,13
Matt Brewing Company,1293,310,13
Matt Brewing Company,1294,310,13
Matt Brewing Company,1295,310,13
Matt Brewing Company,1296,310,13
Matt Brewing Company,1297,310,13
Matt Brewing Company,1298,310,13
Matt Brewing Company,1299,310,13
Matt Brewing Company,1300,310,13
Maui Brewing Company,1301,311,12
Maui Brewing Company,1302,311,12
Maui Brewing Company,1303,311,12
Maui Brewing Company,1304,311,12
Maui Brewing Company,1305,311,12
Maui Brewing Company,1306,311,12
Maui Brewing Company,1307,311,12
Maui Brewing Company,1308,311,12
Maui Brewing Company,1309,311,12
Maui Brewing Company,1310,311,12
Maui Brewing Company,1311,311,12
Maui Brewing Company,1312,311,12
Mavericks Beer Company,1313,312,3
Mavericks Beer Company,1314,312,3
Mavericks Beer Company,1315,312,3
Meckley's Cidery,1316,313,3
Meckley's Cidery,1317,313,3
Meckley's Cidery,1318,313,3
Mehana Brewing Co.,1319,314,6
Mehana Brewing Co.,1320,314,6
Mehana Brewing Co.,1321,314,6
Mehana Brewing Co.,1322,314,6
Mehana Brewing Co.,1323,314,6
Mehana Brewing Co.,1324,314,6
Miami Brewing Company,1325,315,4
Miami Brewing Company,1326,315,4
Miami Brewing Company,1327,315,4
Miami Brewing Company,1328,315,4
Mickey Finn's Brewery,1329,316,1
Midnight Sun Brewing Company,1330,317,5
Midnight Sun Brewing Company,1331,317,5
Midnight Sun Brewing Company,1332,317,5
Midnight Sun Brewing Company,1333,317,5
Midnight Sun Brewing Company,1334,317,5
Mike Hess Brewing Company,1335,318,6
Mike Hess Brewing Company,1336,318,6
Mike Hess Brewing Company,1337,318,6
Mike Hess Brewing Company,1338,318,6
Mike Hess Brewing Company,1339,318,6
Mike Hess Brewing Company,1340,318,6
Mikerphone Brewing,1341,319,8
Mikerphone Brewing,1342,319,8
Mikerphone Brewing,1343,319,8
Mikerphone Brewing,1344,319,8
Mikerphone Brewing,1345,319,8
Mikerphone Brewing,1346,319,8
Mikerphone Brewing,1347,319,8
Mikerphone Brewing,1348,319,8
Mikkeller,1349,320,2
Mikkeller,1350,320,2
MillKing It Productions,1351,321,3
MillKing It Productions,1352,321,3
MillKing It Productions,1353,321,3
Milwaukee Brewing Company,1354,322,7
Milwaukee Brewing Company,1355,322,7
Milwaukee Brewing Company,1356,322,7
Milwaukee Brewing Company,1357,322,7
Milwaukee Brewing Company,1358,322,7
Milwaukee Brewing Company,1359,322,7
Milwaukee Brewing Company,1360,322,7
Minhas Craft Brewery,1361,323,13
Minhas Craft Brewery,1362,323,13
Minhas Craft Brewery,1363,323,13
Minhas Craft Brewery,1364,323,13
Minhas Craft Brewery,1365,323,13
Minhas Craft Brewery,1366,323,13
Minhas Craft Brewery,1367,323,13
Minhas Craft Brewery,1368,323,13
Minhas Craft Brewery,1369,323,13
Minhas Craft Brewery,1370,323,13
Minhas Craft Brewery,1371,323,13
Minhas Craft Brewery,1372,323,13
Minhas Craft Brewery,1373,323,13
Mission Brewery,1374,324,4
Mission Brewery,1375,324,4
Mission Brewery,1376,324,4
Mission Brewery,1377,324,4
Moab Brewery,1378,325,4
Moab Brewery,1379,325,4
Moab Brewery,1380,325,4
Moab Brewery,1381,325,4
Moat Mountain Smoke House & Brew...,1382,326,2
Moat Mountain Smoke House & Brew...,1383,326,2
Modern Monks Brewery,1384,327,1
Modern Times Beer,1385,328,8
Modern Times Beer,1386,328,8
Modern Times Beer,1387,328,8
Modern Times Beer,1388,328,8
Modern Times Beer,1389,328,8
Modern Times Beer,1390,328,8
Modern Times Beer,1391,328,8
Modern Times Beer,1392,328,8
Mogollon Brewing Company,1393,329,1
Monkey Paw Pub & Brewery,1394,330,3
Monkey Paw Pub & Brewery,1395,330,3
Monkey Paw Pub & Brewery,1396,330,3
Montauk Brewing Company,1397,331,2
Montauk Brewing Company,1398,331,2
Morgan Street Brewery,1399,332,5
Morgan Street Brewery,1400,332,5
Morgan Street Brewery,1401,332,5
Morgan Street Brewery,1402,332,5
Morgan Street Brewery,1403,332,5
Mother Earth Brew Company,1404,333,1
Mother Earth Brewing Company,1405,334,2
Mother Earth Brewing Company,1406,334,2
Mother's Brewing,1407,335,2
Mother's Brewing,1408,335,2
Mountain Town Brewing Company,1409,336,1
Mudshark Brewing Company,1410,337,5
Mudshark Brewing Company,1411,337,5
Mudshark Brewing Company,1412,337,5
Mudshark Brewing Company,1413,337,5
Mudshark Brewing Company,1414,337,5
Mustang Brewing Company,1415,338,5
Mustang Brewing Company,1416,338,5
Mustang Brewing Company,1417,338,5
Mustang Brewing Company,1418,338,5
Mustang Brewing Company,1419,338,5
Narragansett Brewing Company,1420,339,10
Narragansett Brewing Company,1421,339,10
Narragansett Brewing Company,1422,339,10
Narragansett Brewing Company,1423,339,10
Narragansett Brewing Company,1424,339,10
Narragansett Brewing Company,1425,339,10
Narragansett Brewing Company,1426,339,10
Narragansett Brewing Company,1427,339,10
Narragansett Brewing Company,1428,339,10
Narragansett Brewing Company,1429,339,10
Natian Brewery,1430,340,6
Natian Brewery,1431,340,6
Natian Brewery,1432,340,6
Natian Brewery,1433,340,6
Natian Brewery,1434,340,6
Natian Brewery,1435,340,6
Nebraska Brewing Company,1436,341,5
Nebraska Brewing Company,1437,341,5
Nebraska Brewing Company,1438,341,5
Nebraska Brewing Company,1439,341,5
Nebraska Brewing Company,1440,341,5
Neshaminy Creek Brewing Company,1441,342,2
Neshaminy Creek Brewing Company,1442,342,2
New Belgium Brewing Company,1443,343,17
New Belgium Brewing Company,1444,343,17
New Belgium Brewing Company,1445,343,17
New Belgium Brewing Company,1446,343,17
New Belgium Brewing Company,1447,343,17
New Belgium Brewing Company,1448,343,17
New Belgium Brewing Company,1449,343,17
New Belgium Brewing Company,1450,343,17
New Belgium Brewing Company,1451,343,17
New Belgium Brewing Company,1452,343,17
New Belgium Brewing Company,1453,343,17
New Belgium Brewing Company,1454,343,17
New Belgium Brewing Company,1455,343,17
New Belgium Brewing Company,1456,343,17
New Belgium Brewing Company,1457,343,17
New Belgium Brewing Company,1458,343,17
New Belgium Brewing Company,1459,343,17
New England Brewing Company,1460,344,11
New England Brewing Company,1461,344,11
New England Brewing Company,1462,344,11
New England Brewing Company,1463,344,11
New England Brewing Company,1464,344,11
New England Brewing Company,1465,344,11
New England Brewing Company,1466,344,11
New England Brewing Company,1467,344,11
New England Brewing Company,1468,344,11
New England Brewing Company,1469,344,11
New England Brewing Company,1470,344,11
New Orleans Lager & Ale Brewing ...,1471,345,6
New Orleans Lager & Ale Brewing ...,1472,345,6
New Orleans Lager & Ale Brewing ...,1473,345,6
New Orleans Lager & Ale Brewing ...,1474,345,6
New Orleans Lager & Ale Brewing ...,1475,345,6
New Orleans Lager & Ale Brewing ...,1476,345,6
New Republic Brewing Company,1477,346,3
New Republic Brewing Company,1478,346,3
New Republic Brewing Company,1479,346,3
New South Brewing Company,1480,347,2
New South Brewing Company,1481,347,2
Newburgh Brewing Company,1482,348,1
Newburyport Brewing Company,1483,349,3
Newburyport Brewing Company,1484,349,3
Newburyport Brewing Company,1485,349,3
Night Shift Brewing,1486,350,1
NoDa Brewing Company,1487,351,2
NoDa Brewing Company,1488,351,2
North Country Brewing Company,1489,352,4
North Country Brewing Company,1490,352,4
North Country Brewing Company,1491,352,4
North Country Brewing Company,1492,352,4
NorthGate Brewing,1493,353,6
NorthGate Brewing,1494,353,6
NorthGate Brewing,1495,353,6
NorthGate Brewing,1496,353,6
NorthGate Brewing,1497,353,6
NorthGate Brewing,1498,353,6
Northampton Brewery,1499,354,1
Northwest Brewing Company,1500,355,2
Northwest Brewing Company,1501,355,2
Northwoods Brewpub,1502,356,2
Northwoods Brewpub,1503,356,2
Notch Brewing Company,1504,357,2
Notch Brewing Company,1505,357,2
O'Fallon Brewery,1506,358,3
O'Fallon Brewery,1507,358,3
O'Fallon Brewery,1508,358,3
Oakshire Brewing,1509,359,4
Oakshire Brewing,1510,359,4
Oakshire Brewing,1511,359,4
Oakshire Brewing,1512,359,4
Oasis Texas Brewing Company,1513,360,4
Oasis Texas Brewing Company,1514,360,4
Oasis Texas Brewing Company,1515,360,4
Oasis Texas Brewing Company,1516,360,4
Occidental Brewing Company,1517,361,4
Occidental Brewing Company,1518,361,4
Occidental Brewing Company,1519,361,4
Occidental Brewing Company,1520,361,4
Odyssey Beerwerks,1521,362,7
Odyssey Beerwerks,1522,362,7
Odyssey Beerwerks,1523,362,7
Odyssey Beerwerks,1524,362,7
Odyssey Beerwerks,1525,362,7
Odyssey Beerwerks,1526,362,7
Odyssey Beerwerks,1527,362,7
Okoboji Brewing Company,1528,363,6
Okoboji Brewing Company,1529,363,6
Okoboji Brewing Company,1530,363,6
Okoboji Brewing Company,1531,363,6
Okoboji Brewing Company,1532,363,6
Okoboji Brewing Company,1533,363,6
Old Forge Brewing Company,1534,364,10
Old Forge Brewing Company,1535,364,10
Old Forge Brewing Company,1536,364,10
Old Forge Brewing Company,1537,364,10
Old Forge Brewing Company,1538,364,10
Old Forge Brewing Company,1539,364,10
Old Forge Brewing Company,1540,364,10
Old Forge Brewing Company,1541,364,10
Old Forge Brewing Company,1542,364,10
Old Forge Brewing Company,1543,364,10
Orlison Brewing Company,1544,365,5
Orlison Brewing Company,1545,365,5
Orlison Brewing Company,1546,365,5
Orlison Brewing Company,1547,365,5
Orlison Brewing Company,1548,365,5
Orpheus Brewing,1549,366,2
Orpheus Brewing,1550,366,2
Oskar Blues Brewery,1551,367,46
Oskar Blues Brewery,1552,367,46
Oskar Blues Brewery,1553,367,46
Oskar Blues Brewery,1554,367,46
Oskar Blues Brewery,1555,367,46
Oskar Blues Brewery,1556,367,46
Oskar Blues Brewery,1557,367,46
Oskar Blues Brewery,1558,367,46
Oskar Blues Brewery,1559,367,46
Oskar Blues Brewery,1560,367,46
Oskar Blues Brewery,1561,367,46
Oskar Blues Brewery,1562,367,46
Oskar Blues Brewery,1563,367,46
Oskar Blues Brewery,1564,367,46
Oskar Blues Brewery,1565,367,46
Oskar Blues Brewery,1566,367,46
Oskar Blues Brewery,1567,367,46
