Address1,original_index,unique_index,count
400 n edwards street,962,72,24
400 n edwards street,963,72,24
400 n edwards street,964,72,24
400 n edwards street,965,72,24
400 n edwards street,966,72,24
400 n edwards street,967,72,24
400 n edwards street,968,72,24
400 n edwards street,969,72,24
400 n edwards street,970,72,24
400 n edwards street,971,72,24
400 n edwards street,972,72,24
400 n edwards street,973,72,24
400 n edwards street,974,72,24
400 n edwards street,975,72,24
400 n edwards street,976,72,24
400 n edwards street,977,72,24
400 n edwards street,978,72,24
400 n edwards street,979,72,24
150 gilbreath drive,980,74,19
150 gilbreath drive,981,74,19
150 gilbreath drive,982,74,19
150 gilbreath drive,983,74,19
150 gilbreath drive,984,74,19
150 gilbreath drive,985,74,19
150 gilxreath drive,986,75,1
150 gilbreath drive,987,74,19
150 gilbreath drive,988,74,19
150 gilbreath drive,989,74,19
150 gilbreath drive,990,74,19
150 gilbreath drive,991,74,19
150 gilbreath drive,992,74,19
150 gilbreath drive,993,74,19
150 gilbreath drive,994,74,19
150 gilbreath drive,995,74,19
150 gilbreath drive,996,74,19
150 gilbreath drive,997,74,19
150 gilbreath drive,998,74,19
150 gilbreath drive,999,74,19
