brewery_name,city,original_index,unique_index,count
Cigar City Brewing Company,Tampa,607,160,24
Cigar City Brewing Company,Tampa,608,160,24
Cigar City Brewing Company,Tampa,609,160,24
Cigar City Brewing Company,Tampa,610,160,24
Cigar City Brewing Company,Tampa,611,160,24
Cigar City Brewing Company,Tampa,612,160,24
Cigar City Brewing Company,Tampa,613,160,24
Cigar City Brewing Company,Tampa,614,160,24
Cigar City Brewing Company,Tampa,615,160,24
Cigar City Brewing Company,Tampa,616,160,24
Cigar City Brewing Company,Tampa FL,617,161,1
Cigar City Brewing Company,Tampa,618,160,24
Cigar City Brewing Company,Tampa,619,160,24
Cigar City Brewing Company,Tampa,620,160,24
Cigar City Brewing Company,Tampa,621,160,24
Cigar City Brewing Company,Tampa,622,160,24
Cisco Brewers,Nantucket,623,162,7
Cisco Brewers,Nantucket,624,162,7
Cisco Brewers,Nantucket,625,162,7
Cisco Brewers,Nantucket,626,162,7
Cisco Brewers,Nantucket,627,162,7
Cisco Brewers,Nantucket,628,162,7
Cisco Brewers,Nantucket,629,162,7
Claremont Craft Ales,Claremont,630,163,1
Coalition Brewing Company,Portland,631,164,2
Coalition Brewing Company,Portland,632,164,2
Coastal Empire Beer Company,Savannah,633,165,2
Coastal Empire Beer Company,Savannah,634,165,2
Coastal Extreme Brewing Company,Newport,635,166,4
Coastal Extreme Brewing Company,Newport,636,166,4
Coastal Extreme Brewing Company,Newport,637,166,4
Coastal Extreme Brewing Company,Newport,638,166,4
College Street Brewhouse and Pub,Lake Havasu City,639,167,1
Confluence Brewing Company,Des Moines,640,168,2
Confluence Brewing Company,Des Moines,641,168,2
Confluence Brewing Company,Des Moines IA,642,169,1
Core Brewing & Distilling Company,Springdale,643,170,3
Core Brewing & Distilling Company,Springdale,644,170,3
Core Brewing & Distilling Company,Springdale,645,170,3
Core Brewing & Distilling Company,Springdale AR,646,171,1
Cottrell Brewing,Pawcatuck,647,172,1
Covington Brewhouse,Covington,648,173,1
Crabtree Brewing Company,Greeley,649,174,3
Crabtree Brewing Company,Greeley,650,174,3
Crabtree Brewing Company,Greeley,651,174,3
Crazy Mountain Brewing Company,Edwards,652,175,8
Crazy Mountain Brewing Company,Edwards,653,175,8
Crazy Mountain Brewing Company,Edwards,654,175,8
Crazy Mountain Brewing Company,Edwards,655,175,8
Crazy Mountain Brewing Company,Edwards,656,175,8
Crazy Mountain Brewing Company,Edwards,657,175,8
Crazy Mountain Brewing Company,Edwards,658,175,8
Crazy Mountain Brewing Company,Edwards,659,175,8
Creature Comforts,Athens,660,176,2
Creature Comforts,Athens,661,176,2
Crooked Fence Brewing Company,Garden City,662,177,3
Crooked Fence Brewing Company,Garden City,663,177,3
Crooked Fence Brewing Company,Garden City,664,177,3
Crow Peak Brewing Company,Spearfish,665,178,7
Crow Peak Brewing Company,Spearfish,666,178,7
Crow Peak Brewing Company,Spearfish,667,178,7
Crow Peak Brewing Company,Spearfish,668,178,7
Crow Peak Brewing Company,Spearfish,669,178,7
Crow Peak Brewing Company,Spearfish,670,178,7
Crow Peak Brewing Company,Spearfish,671,178,7
Crystal Springs Brewing Company,Boulder,672,179,2
Crystal Springs Brewing Company,Boulder,673,179,2
Cutters Brewing Company,Avon,674,180,4
Cutters Brewing Company,Avon,675,180,4
Cutters Brewing Company,Avon,676,180,4
Cutters Brewing Company,Avon,677,180,4
D.L. Geary Brewing Company,Portland,678,181,2
D.L. Geary Brewing Company,Portland,679,181,2
DC Brau Brewing Company,Washington,680,182,8
DC Brau Brewing Company,Washington,681,182,8
DC Brau Brewing Company,Washington,682,182,8
DC Brau Brewing Company,Washington,683,182,8
DC Brau Brewing Company,Washington,684,182,8
DC Brau Brewing Company,Washington,685,182,8
DC Brau Brewing Company,Washington,686,182,8
DC Brau Brewing Company,Washington,687,182,8
Dad & Dude's Breweria,Aurora,688,183,2
Dad & Dude's Breweria,Aurora,689,183,2
Daredevil Brewing Company,Shelbyville,690,184,1
Dave's Brewfarm,Wilson,691,185,1
David's Ale Works,Diamond Springs,692,186,2
David's Ale Works,Diamond Springs,693,186,2
Dead Armadillo Craft Brewing,Tulsa,694,187,1
Deep Ellum Brewing Company,Dallas,695,188,9
Deep Ellum Brewing Company,Dallas,696,188,9
Deep Ellum Brewing Company,Dallas,697,188,9
Deep Ellum Brewing Company,Dallas,698,188,9
Deep Ellum Brewing Company,Dallas,699,188,9
Deep Ellum Brewing Company,Dallas,700,188,9
Deep Ellum Brewing Company,Dallas,701,188,9
Deep Ellum Brewing Company,Dallas,702,188,9
Deep Ellum Brewing Company,Dallas,703,188,9
Defiance Brewing Company,Hays,704,189,2
Defiance Brewing Company,Hays,705,189,2
Denali Brewing Company,Talkeetna,706,190,4
Denali Brewing Company,Talkeetna,707,190,4
Denali Brewing Company,Talkeetna,708,190,4
Denali Brewing Company,Talkeetna,709,190,4
Denver Beer Company,Denver,710,191,2
Denver Beer Company,Denver,711,191,2
Deschutes Brewery,Bend,712,192,1
Destihl Brewery,Bloomington,713,193,5
Destihl Brewery,Bloomington,714,193,5
Destihl Brewery,Bloomington IL,715,194,2
Destihl Brewery,Bloomington IL,716,194,2
Destihl Brewery,Bloomington,717,193,5
Destihl Brewery,Bloomington,718,193,5
Destihl Brewery,Bloomington,719,193,5
Devil's Backbone Brewing Company,Lexington,720,195,2
Devil's Backbone Brewing Company,Lexington,721,195,2
Devil's Canyon Brewery,Belmont,722,196,3
Devil's Canyon Brewery,Belmont CA,723,197,1
Devil's Canyon Brewery,Belmont,724,196,3
Devil's Canyon Brewery,Belmont,725,196,3
Dick's Brewing Company,Centralia,726,198,1
Dirty Bucket Brewing Company,Woodinville,727,199,1
Dock Street Brewery,Philadelphia,728,200,1
Dolores River Brewery,Dolores,729,201,6
Dolores River Brewery,Dolores,730,201,6
Dolores River Brewery,Dolores,731,201,6
Dolores River Brewery,Dolores,732,201,6
Dolores River Brewery,Dolores,733,201,6
Dolores River Brewery,Dolores,734,201,6
Downeast Cider House,Leominster,735,202,2
Downeast Cider House,Leominster,736,202,2
Dry Dock Brewing Company,Aurora,737,203,4
Dry Dock Brewing Company,Aurora,738,203,4
Dry Dock Brewing Company,Aurora,739,203,4
Dry Dock Brewing Company,Aurora,740,203,4
Due South Brewing Company,Boynton Beach,741,204,1
Dundee Brewing Company,Rochester,742,205,1
Eddyline Brewery & Restaurant,Buena Vista,743,206,7
Eddyline Brewery & Restaurant,Buena Vista,744,206,7
Eddyline Brewery & Restaurant,Buena Vista,745,206,7
Eddyline Brewery & Restaurant,Buena Vista,746,206,7
Eddyline Brewery & Restaurant,Buena Vista,747,206,7
Eddyline Brewery & Restaurant,Buena Vista,748,206,7
Eddyline Brewery & Restaurant,Buena Vista,749,206,7
Elevator Brewing Company,Columbus,750,207,1
Emerald City Beer Company,Seattle,751,208,1
Engine 15 Brewing,Jacksonville Beach,752,209,1
Engine House 9,Tacoma,753,210,1
Epic Brewing,Denver,754,211,4
Epic Brewing,Denver,755,211,4
Epic Brewing,Denver,756,211,4
Epic Brewing,Denver,757,211,4
Everybody's Brewing,White Salmon,758,212,2
Everybody's Brewing,White Salmon,759,212,2
Evil Czech Brewery,Mishawaka,760,213,6
Evil Czech Brewery,Mishawaka,761,213,6
Evil Czech Brewery,Mishawaka,762,213,6
Evil Czech Brewery,Mishawaka,763,213,6
Evil Czech Brewery,Mishawaka,764,213,6
Evil Czech Brewery,Mishawaka,765,213,6
Evil Twin Brewing,Brooklyn,766,214,5
Evil Twin Brewing,Brooklyn,767,214,5
Evil Twin Brewing,Brooklyn,768,214,5
Evil Twin Brewing,Brooklyn,769,214,5
Evil Twin Brewing,Brooklyn,770,214,5
Fargo Brewing Company,Fargo,771,215,3
Fargo Brewing Company,Fargo,772,215,3
Fargo Brewing Company,Fargo,773,215,3
Fat Head's Brewery,Middleburg Heights,774,216,2
Fat Head's Brewery,Middleburg Heights,775,216,2
Fate Brewing Company,Boulder,776,217,4
Fate Brewing Company,Boulder,777,217,4
Fate Brewing Company,Boulder,778,217,4
Fate Brewing Company,Boulder CO,779,218,1
Fate Brewing Company,Boulder,780,217,4
Fearless Brewing Company,Estacada,781,219,6
Fearless Brewing Company,Estacada,782,219,6
Fearless Brewing Company,Estacada,783,219,6
Fearless Brewing Company,Estacada,784,219,6
Fearless Brewing Company,Estacada,785,219,6
Fearless Brewing Company,Estacada,786,219,6
Fiddlehead Brewing Company,Shelburne,787,220,4
Fiddlehead Brewing Company,Shelburne,788,220,4
Fiddlehead Brewing Company,Shelburne,789,220,4
Fiddlehead Brewing Company,Shelburne,790,220,4
Figueroa Mountain Brewing Company,Buellton,791,221,2
Figueroa Mountain Brewing Company,Buellton,792,221,2
Figueroa Mountain Brewing Company,Buellton CA,793,222,1
Finch's Beer Company,Chicago,794,223,10
Finch's Beer Company,Chicago,795,223,10
Finch's Beer Company,Chicago,796,223,10
Finch's Beer Company,Chicago,797,223,10
Finch's Beer Company,Chicago,798,223,10
Finch's Beer Company,Chicago,799,223,10
Finch's Beer Company,Chicago,800,223,10
Finch's Beer Company,Chicago,801,223,10
Finch's Beer Company,Chicago,802,223,10
Finch's Beer Company,Chicago,803,223,10
Firestone Walker Brewing Company,Paso Robles,804,224,4
Firestone Walker Brewing Company,Paso Robles CA,805,225,1
Firestone Walker Brewing Company,Paso Robles,806,224,4
Firestone Walker Brewing Company,Paso Robles,807,224,4
Firestone Walker Brewing Company,Paso Robles,808,224,4
Flat 12 Bierwerks,Indianapolis,809,226,3
Flat 12 Bierwerks,Indianapolis,810,226,3
Flat 12 Bierwerks,Indianapolis,811,226,3
Flat Rock Brewing Company,Smithton,812,227,1
Flesk Brewing Company,Lombard,813,228,1
Flying Dog Brewery,Frederick,814,229,2
Flying Dog Brewery,Frederick,815,229,2
Flying Mouse Brewery,Troutville,816,230,2
Flying Mouse Brewery,Troutville,817,230,2
Foolproof Brewing Company,Pawtucket,818,231,4
Foolproof Brewing Company,Pawtucket,819,231,4
Foolproof Brewing Company,Pawtucket,820,231,4
Foolproof Brewing Company,Pawtucket,821,231,4
Forgotten Boardwalk,Cherry Hill,822,232,2
Forgotten Boardwalk,Cherry Hill,823,232,2
Fort George Brewery,Astoria,824,233,12
Fort George Brewery,Astoria,825,233,12
Fort George Brewery,Astoria,826,233,12
Fort George Brewery,Astoria,827,233,12
Fort George Brewery,Astoria,828,233,12
Fort George Brewery,Astoria,829,233,12
Fort George Brewery,Astoria,830,233,12
Fort George Brewery,Astoria,831,233,12
Fort George Brewery,Astoria,832,233,12
Fort George Brewery,Astoria,833,233,12
Fort George Brewery,Astoria,834,233,12
Fort George Brewery,Astoria,835,233,12
Fort Pitt Brewing Company,Latrobe PA,836,234,1
Fort Point Beer Company,San Francisco,837,235,4
Fort Point Beer Company,San Francisco,838,235,4
Fort Point Beer Company,San Francisco,839,235,4
Fort Point Beer Company,San Francisco,840,235,4
Founders Brewing Company,Grand Rapids,841,236,3
Founders Brewing Company,Grand Rapids,842,236,3
Founders Brewing Company,Grand Rapids,843,236,3
Four Corners Brewing Company,Dallas,844,237,2
Four Corners Brewing Company,Dallas,845,237,2
Four Corners Brewing Company,Dallas TX,846,238,1
Four Fathers Brewing,Valparaiso,847,239,4
Four Fathers Brewing,Valparaiso,848,239,4
Four Fathers Brewing,Valparaiso,849,239,4
Four Fathers Brewing,Valparaiso,850,239,4
Four Horsemen Brewing Company,South Bend,851,240,1
Four Peaks Brewing Company,Tempe,852,241,7
Four Peaks Brewing Company,Tempe,853,241,7
Four Peaks Brewing Company,Tempe,854,241,7
Four Peaks Brewing Company,Tempe,855,241,7
Four Peaks Brewing Company,Tempe,856,241,7
Four Peaks Brewing Company,Tempe,857,241,7
Four Peaks Brewing Company,Tempe,858,241,7
Four String Brewing Company,Columbus,859,242,4
Four String Brewing Company,Columbus,860,242,4
Four String Brewing Company,Columbus,861,242,4
Four String Brewing Company,Columbus,862,242,4
Frankenmuth Brewery,Frankenmuth,863,243,2
Frankenmuth Brewery,Frankenmuth MI,864,244,1
Frankenmuth Brewery,Frankenmuth,865,243,2
Freetail Brewing Company,San Antonio,866,245,8
Freetail Brewing Company,San Antonio,867,245,8
Freetail Brewing Company,San Antonio,868,245,8
Freetail Brewing Company,San Antonio,869,245,8
Freetail Brewing Company,San Antonio,870,245,8
Freetail Brewing Company,San Antonio,871,245,8
Freetail Brewing Company,San Antonio,872,245,8
Freetail Brewing Company,San Antonio,873,245,8
Fremont Brewing Company,Seattle,874,246,7
Fremont Brewing Company,Seattle,875,246,7
Fremont Brewing Company,Seattle,876,246,7
Fremont Brewing Company,Seattle,877,246,7
Fremont Brewing Company,Seattle,878,246,7
Fremont Brewing Company,Seattle,879,246,7
Fremont Brewing Company,Seattle,880,246,7
French Broad Brewery,Asheville,881,247,3
French Broad Brewery,Asheville,882,247,3
French Broad Brewery,Asheville,883,247,3
Frog Level Brewing Company,Waynesville,884,248,1
Fullsteam Brewery,Durham,885,249,1
Geneva Lake Brewing Company,Lake Geneva WI,886,250,1
Geneva Lake Brewing Company,Lake Geneva,887,251,2
Geneva Lake Brewing Company,Lake Geneva,888,251,2
Glabrous Brewing Company,Pineland ME,889,252,1
Golden Road Brewing,Los Angeles CA,890,253,2
Golden Road Brewing,Los Angeles,891,254,13
Golden Road Brewing,Los Angeles,892,254,13
Golden Road Brewing,Los Angeles,893,254,13
Golden Road Brewing,Los Angeles,894,254,13
Golden Road Brewing,Los Angeles,895,254,13
Golden Road Brewing,Los Angeles,896,254,13
Golden Road Brewing,Los Angeles CA,897,253,2
Golden Road Brewing,Los Angeles,898,254,13
Golden Road Brewing,Los Angeles,899,254,13
Golden Road Brewing,Los Angeles,900,254,13
Golden Road Brewing,Los Angeles,901,254,13
Golden Road Brewing,Los Angeles,902,254,13
Golden Road Brewing,Los Angeles,903,254,13
Golden Road Brewing,Los Angeles,904,254,13
Gonzo's BiggDogg Brewing,Kalamazoo,905,255,1
Good Life Brewing Company,Bend,906,256,2
Good Life Brewing Company,Bend,907,256,2
Good People Brewing Company,Birmingham,908,257,5
Good People Brewing Company,Birmingham,909,257,5
Good People Brewing Company,Birmingham,910,257,5
Good People Brewing Company,Birmingham,911,257,5
Good People Brewing Company,Birmingham,912,257,5
Goodlife Brewing Co.,Bend,913,258,1
Goose Island Brewery Company,Chicago,914,259,1
Goose Island Brewing Company,Chicago,915,260,4
Goose Island Brewing Company,Chicago,916,260,4
Goose Island Brewing Company,Chicago,917,260,4
Goose Island Brewing Company,Chicago IL,918,261,1
Goose Island Brewing Company,Chicago,919,260,4
Gore Range Brewery,Edwards,920,262,1
Grand Canyon Brewing Company,Williams,921,263,4
Grand Canyon Brewing Company,Williams,922,263,4
Grand Canyon Brewing Company,Williams,923,263,4
Grand Canyon Brewing Company,Williams,924,263,4
Grapevine Craft Brewery,Farmers Branch,925,264,3
Grapevine Craft Brewery,Farmers Branch,926,264,3
Grapevine Craft Brewery,Farmers Branch,927,264,3
Great Crescent Brewery,Aurora,928,265,19
Great Crescent Brewery,Aurora,929,265,19
Great Crescent Brewery,Aurora,930,265,19
Great Crescent Brewery,Aurora,931,265,19
Great Crescent Brewery,Aurora,932,265,19
Great Crescent Brewery,Aurora,933,265,19
Great Crescent Brewery,Aurora,934,265,19
Great Crescent Brewery,Aurora,935,265,19
Great Crescent Brewery,Aurora,936,265,19
Great Crescent Brewery,Aurora,937,265,19
Great Crescent Brewery,Aurora,938,265,19
Great Crescent Brewery,Aurora,939,265,19
Great Crescent Brewery,Aurora IN,940,266,1
Great Crescent Brewery,Aurora,941,265,19
Great Crescent Brewery,Aurora,942,265,19
Great Crescent Brewery,Aurora,943,265,19
Great Crescent Brewery,Aurora,944,265,19
Great Crescent Brewery,Aurora,945,265,19
Great Crescent Brewery,Aurora,946,265,19
Great Crescent Brewery,Aurora,947,265,19
Great Divide Brewing Company,Denver,948,267,8
Great Divide Brewing Company,Denver,949,267,8
Great Divide Brewing Company,Denver,950,267,8
Great Divide Brewing Company,Denver,951,267,8
Great Divide Brewing Company,Denver CO,952,268,1
Great Divide Brewing Company,Denver,953,267,8
Great Divide Brewing Company,Denver,954,267,8
Great Divide Brewing Company,Denver,955,267,8
Great Divide Brewing Company,Denver,956,267,8
Great Northern Brewing Company,Whitefish,957,269,2
Great Northern Brewing Company,Whitefish,958,269,2
Great Raft Brewing Company,Shreveport,959,270,2
Great Raft Brewing Company,Shreveport,960,270,2
Great River Brewery,Davenport,961,271,18
Great River Brewery,Davenport,962,271,18
Great River Brewery,Davenport,963,271,18
Great River Brewery,Davenport,964,271,18
Great River Brewery,Davenport,965,271,18
Great River Brewery,Davenport,966,271,18
Great River Brewery,Davenport,967,271,18
Great River Brewery,Davenport,968,271,18
Great River Brewery,Davenport,969,271,18
Great River Brewery,Davenport,970,271,18
Great River Brewery,Davenport,971,271,18
Great River Brewery,Davenport,972,271,18
Great River Brewery,Davenport,973,271,18
Great River Brewery,Davenport,974,271,18
Great River Brewery,Davenport,975,271,18
Great River Brewery,Davenport,976,271,18
Great River Brewery,Davenport,977,271,18
Great River Brewery,Davenport,978,271,18
Green Room Brewing,Jacksonville,979,272,1
Greenbrier Valley Brewing Company,Lewisburg,980,273,2
Greenbrier Valley Brewing Company,Lewisburg,981,273,2
Grey Sail Brewing Company,Westerly,982,274,2
Grey Sail Brewing Company,Westerly,983,274,2
Grey Sail Brewing of Rhode Island,Westerly,984,275,7
Grey Sail Brewing of Rhode Island,Westerly,985,275,7
Grey Sail Brewing of Rhode Island,Westerly,986,275,7
Grey Sail Brewing of Rhode Island,Westerly,987,275,7
Grey Sail Brewing of Rhode Island,Westerly,988,275,7
Grey Sail Brewing of Rhode Island,Westerly,989,275,7
Grey Sail Brewing of Rhode Island,Westerly,990,275,7
Griffin Claw Brewing Company,Birmingham,991,276,9
Griffin Claw Brewing Company,Birmingham,992,276,9
Griffin Claw Brewing Company,Birmingham,993,276,9
Griffin Claw Brewing Company,Birmingham,994,276,9
Griffin Claw Brewing Company,Birmingham,995,276,9
Griffin Claw Brewing Company,Birmingham,996,276,9
Griffin Claw Brewing Company,Birmingham,997,276,9
Griffin Claw Brewing Company,Birmingham,998,276,9
Griffin Claw Brewing Company,Birmingham,999,276,9
Grimm Brothers Brewhouse,Loveland,1000,277,1
Hale's Ales,Seattle,1001,278,2
Hale's Ales,Seattle,1002,278,2
Half Acre Beer Company,Chicago,1003,279,8
Half Acre Beer Company,Chicago,1004,279,8
Half Acre Beer Company,Chicago,1005,279,8
Half Acre Beer Company,Chicago,1006,279,8
Half Acre Beer Company,Chicago,1007,279,8
Half Acre Beer Company,Chicago,1008,279,8
Half Acre Beer Company,Chicago,1009,279,8
Half Acre Beer Company,Chicago,1010,279,8
Half Full Brewery,Stamford,1011,280,2
Half Full Brewery,Stamford,1012,280,2
Hangar 24 Craft Brewery,Redlands,1013,281,2
Hangar 24 Craft Brewery,Redlands,1014,281,2
Hardywood Park Craft Brewery,Richmond,1015,282,3
Hardywood Park Craft Brewery,Richmond,1016,282,3
Hardywood Park Craft Brewery,Richmond,1017,282,3
Harpoon Brewery,Boston,1018,283,11
Harpoon Brewery,Boston,1019,283,11
Harpoon Brewery,Boston,1020,283,11
Harpoon Brewery,Boston,1021,283,11
Harpoon Brewery,Boston,1022,283,11
Harpoon Brewery,Boston,1023,283,11
Harpoon Brewery,Boston,1024,283,11
Harpoon Brewery,Boston,1025,283,11
Harpoon Brewery,Boston,1026,283,11
Harpoon Brewery,Boston,1027,283,11
Harpoon Brewery,Boston MA,1028,284,1
Harpoon Brewery,Boston,1029,283,11
Harvest Moon Brewing Company,Belt,1030,285,2
Harvest Moon Brewing Company,Belt,1031,285,2
Hawai'i Nui Brewing Co.,Hilo,1032,286,5
Hawai'i Nui Brewing Co.,Hilo,1033,286,5
Hawai'i Nui Brewing Co.,Hilo,1034,286,5
Hawai'i Nui Brewing Co.,Hilo,1035,286,5
Hawai'i Nui Brewing Co.,Hilo,1036,286,5
Headlands Brewing Company,Mill Valley,1037,287,2
Headlands Brewing Company,Mill Valley,1038,287,2
Headlands Brewing Company,Mill Valley CA,1039,288,1
Heavy Seas Beer,Halethorpe,1040,289,3
Heavy Seas Beer,Halethorpe,1041,289,3
Heavy Seas Beer,Halethorpe,1042,289,3
Hess Brewing Company,San Diego,1043,290,3
Hess Brewing Company,San Diego,1044,290,3
Hess Brewing Company,San Diego,1045,290,3
High Hops Brewery,Windsor,1046,291,2
High Hops Brewery,Windsor,1047,291,2
High Noon Saloon And Brewery,Leavenworth,1048,292,3
High Noon Saloon And Brewery,Leavenworth,1049,292,3
High Noon Saloon And Brewery,Leavenworth,1050,292,3
Hilliard's Beer,Seattle,1051,293,5
Hilliard's Beer,Seattle,1052,293,5
Hilliard's Beer,Seattle,1053,293,5
Hilliard's Beer,Seattle,1054,293,5
Hilliard's Beer,Seattle,1055,293,5
Hinterland Brewery,Green Bay,1056,294,1
Hop Farm Brewing Company,Pittsburgh,1057,295,2
Hop Farm Brewing Company,Pittsburgh,1058,295,2
Hop Farm Brewing Company,Pittsburgh PA,1059,296,1
Hop Valley Brewing Company,Springfield,1060,297,8
Hop Valley Brewing Company,Springfield,1061,297,8
Hop Valley Brewing Company,Springfield,1062,297,8
Hop Valley Brewing Company,Springfield,1063,297,8
Hop Valley Brewing Company,Springfield,1064,297,8
Hop Valley Brewing Company,Springfield,1065,297,8
Hop Valley Brewing Company,Springfield,1066,297,8
Hop Valley Brewing Company,Springfield,1067,297,8
Hops & Grain Brewery,Austin,1068,298,4
Hops & Grain Brewery,Austin,1069,298,4
Hops & Grain Brewery,Austin,1070,298,4
Hops & Grain Brewery,Austin,1071,298,4
Hops & Grains Brewing Company,Austin,1072,299,1
Hopworks Urban Brewery,Portland,1073,300,20
Hopworks Urban Brewery,Portland,1074,300,20
Hopworks Urban Brewery,Portland OR,1075,301,3
Hopworks Urban Brewery,Portland,1076,300,20
Hopworks Urban Brewery,Portland OR,1077,301,3
Hopworks Urban Brewery,Portland,1078,300,20
Hopworks Urban Brewery,Portland,1079,300,20
Hopworks Urban Brewery,Portland,1080,300,20
Hopworks Urban Brewery,Portland,1081,300,20
Hopworks Urban Brewery,Portland,1082,300,20
Hopworks Urban Brewery,Portland,1083,300,20
Hopworks Urban Brewery,Portland,1084,300,20
Hopworks Urban Brewery,Portland,1085,300,20
Hopworks Urban Brewery,Portland,1086,300,20
Hopworks Urban Brewery,Portland,1087,300,20
Hopworks Urban Brewery,Portland OR,1088,301,3
Hopworks Urban Brewery,Portland,1089,300,20
Hopworks Urban Brewery,Portland,1090,300,20
Hopworks Urban Brewery,Portland,1091,300,20
Hopworks Urban Brewery,Portland,1092,300,20
Hopworks Urban Brewery,Portland,1093,300,20
Hopworks Urban Brewery,Portland,1094,300,20
Hopworks Urban Brewery,Portland,1095,300,20
Horny Goat Brew Pub,Milwaukee,1096,302,3
Horny Goat Brew Pub,Milwaukee,1097,302,3
Horny Goat Brew Pub,Milwaukee,1098,302,3
Howard Brewing Company,Lenoir,1099,303,2
Howard Brewing Company,Lenoir,1100,303,2
Indeed Brewing Company,Minneapolis,1101,304,6
Indeed Brewing Company,Minneapolis,1102,304,6
Indeed Brewing Company,Minneapolis,1103,304,6
Indeed Brewing Company,Minneapolis,1104,304,6
Indeed Brewing Company,Minneapolis,1105,304,6
Indeed Brewing Company,Minneapolis,1106,304,6
Independence Brewing Company,Austin,1107,305,3
Independence Brewing Company,Austin,1108,305,3
Independence Brewing Company,Austin,1109,305,3
Indiana City Brewing,Indianapolis,1110,306,1
Infamous Brewing Company,Austin,1111,307,2
Infamous Brewing Company,Austin,1112,307,2
Intuition Ale Works,Jacksonville,1113,308,3
Intuition Ale Works,Jacksonville,1114,308,3
Intuition Ale Works,Jacksonville,1115,308,3
Ipswich Ale Brewery,Ipswich,1116,309,1
Iron Hill Brewery & Restaurant,Wilmington,1117,310,1
Jack's Abby Craft Lagers,Framingham,1118,311,4
Jack's Abby Craft Lagers,Framingham,1119,311,4
Jack's Abby Craft Lagers,Framingham MA,1120,312,1
Jack's Abby Craft Lagers,Framingham,1121,311,4
Jack's Abby Craft Lagers,Framingham,1122,311,4
Jack's Hard Cider (Hauser Estate...,Biglerville,1123,313,2
Jack's Hard Cider (Hauser Estate...,Biglerville,1124,313,2
Jackalope Brewing Company,Nashville,1125,314,1
Jackie O's Pub & Brewery,Athens,1126,315,5
Jackie O's Pub & Brewery,Athens,1127,315,5
Jackie O's Pub & Brewery,Athens,1128,315,5
Jackie O's Pub & Brewery,Athens,1129,315,5
Jackie O's Pub & Brewery,Athens,1130,315,5
Jailbreak Brewing Company,Laurel,1131,316,1
James Page Brewing Company,Stevens Point,1132,317,5
James Page Brewing Company,Stevens Point,1133,317,5
James Page Brewing Company,Stevens Point,1134,317,5
James Page Brewing Company,Stevens Point,1135,317,5
James Page Brewing Company,Stevens Point,1136,317,5
James Page Brewing Company,Stevens Point WI,1137,318,1
Joseph James Brewing Company,Henderson,1138,319,4
Joseph James Brewing Company,Henderson,1139,319,4
Joseph James Brewing Company,Henderson,1140,319,4
Joseph James Brewing Company,Henderson,1141,319,4
Kalona Brewing Company,Kalona,1142,320,2
Kalona Brewing Company,Kalona,1143,320,2
Karbach Brewing Company,Houston,1144,321,9
Karbach Brewing Company,Houston,1145,321,9
Karbach Brewing Company,Houston,1146,321,9
Karbach Brewing Company,Houston,1147,321,9
Karbach Brewing Company,Houston TX,1148,322,1
Karbach Brewing Company,Houston,1149,321,9
Karbach Brewing Company,Houston,1150,321,9
Karbach Brewing Company,Houston,1151,321,9
Karbach Brewing Company,Houston,1152,321,9
Karbach Brewing Company,Houston,1153,321,9
KelSo Beer Company,Brooklyn,1154,323,2
KelSo Beer Company,Brooklyn,1155,323,2
KelSo Beer Company,Brooklyn NY,1156,324,1
Kenai River Brewing Company,Soldotna,1157,325,3
Kenai River Brewing Company,Soldotna AK,1158,326,1
Kenai River Brewing Company,Soldotna,1159,325,3
Kenai River Brewing Company,Soldotna,1160,325,3
Kettle House Brewing Company,Missoula,1161,327,6
Kettle House Brewing Company,Missoula,1162,327,6
Kettle House Brewing Company,Missoula,1163,327,6
Kettle House Brewing Company,Missoula,1164,327,6
Kettle House Brewing Company,Missoula,1165,327,6
Kettle House Brewing Company,Missoula,1166,327,6
Keweenaw Brewing Company,Houghton,1167,328,7
Keweenaw Brewing Company,Houghton,1168,328,7
Keweenaw Brewing Company,Houghton,1169,328,7
Keweenaw Brewing Company,Houghton,1170,328,7
Keweenaw Brewing Company,Houghton,1171,328,7
Keweenaw Brewing Company,Houghton,1172,328,7
Keweenaw Brewing Company,Houghton,1173,328,7
King Street Brewing Company,Anchorage,1174,329,5
King Street Brewing Company,Anchorage,1175,329,5
King Street Brewing Company,Anchorage,1176,329,5
King Street Brewing Company,Anchorage,1177,329,5
King Street Brewing Company,Anchorage,1178,329,5
Kirkwood Station Brewing Company,Kirkwood,1179,330,2
Kirkwood Station Brewing Company,Kirkwood,1180,330,2
Kona Brewing Company,Kona,1181,331,4
Kona Brewing Company,Kona,1182,331,4
Kona Brewing Company,Kona,1183,331,4
Kona Brewing Company,Kona,1184,331,4
Krebs Brewing Company (Pete's Pl...,Krebs,1185,332,1
Kulshan Brewery,Bellingham,1186,333,1
La Cumbre Brewing Company,Albuquerque NM,1187,334,1
La Cumbre Brewing Company,Albuquerque,1188,335,1
Lancaster Brewing Company,Lancaster,1189,336,2
Lancaster Brewing Company,Lancaster,1190,336,2
Latitude 42 Brewing Company,Portage,1191,337,4
Latitude 42 Brewing Company,Portage,1192,337,4
Latitude 42 Brewing Company,Portage,1193,337,4
Latitude 42 Brewing Company,Portage,1194,337,4
Laughing Dog Brewing Company,Ponderay,1195,338,3
Laughing Dog Brewing Company,Ponderay,1196,338,3
Laughing Dog Brewing Company,Ponderay,1197,338,3
