ibu,original_index,unique_index,count
29.0,1440,81,11.0
,1441,0,
,1442,0,
40.0,1443,30,41.0
70.0,1444,6,48.0
29.0,1445,81,11.0
21.0,1446,25,22.0
,1447,0,
,1448,0,
,1449,0,
,1450,0,
18.0,1451,13,46.0
29.0,1452,81,11.0
18.0,1453,13,46.0
29.0,1454,81,11.0
70.0,1455,6,48.0
18.0,1456,13,46.0
70.0,1457,6,48.0
,1458,0,
18.0,1459,13,46.0
6.0,1460,33,3.0
,1461,0,
,1462,0,
,1463,0,
,1464,0,
85.0,1465,52,30.0
,1466,0,
85.0,1467,52,30.0
,1468,0,
,1469,0,
,1470,0,
,1471,0,
,1472,0,
,1473,0,
,1474,0,
,1475,0,
,1476,0,
20.0,1477,22,82.0
30.0,1478,18,53.0
50.0,1479,15,23.0
,1480,0,
,1481,0,
35.0,1482,10,60.0
,1483,0,
,1484,0,
,1485,0,
,1486,0,
31.0,1487,83,9.0
80.0,1488,23,21.0
,1489,0,
,1490,0,
,1491,0,
,1492,0,
50.0,1493,15,23.0
26.0,1494,19,15.0
19.0,1495,34,11.0
38.0,1496,26,8.0
25.0,1497,24,45.0
47.0,1498,63,9.0
,1499,0,
,1500,0,
42.0,1501,4,25.0
,1502,0,
,1503,0,
,1504,0,
,1505,0,
,1506,0,
66.0,1507,90,5.0
7.0,1508,67,7.0
70.0,1509,6,48.0
24.0,1510,74,23.0
27.0,1511,38,20.0
70.0,1512,6,48.0
25.0,1513,24,45.0
27.0,1514,38,20.0
35.0,1515,10,60.0
35.0,1516,10,60.0
,1517,0,
,1518,0,
,1519,0,
,1520,0,
72.0,1521,66,8.0
29.0,1522,81,11.0
36.0,1523,28,15.0
,1524,0,
,1525,0,
,1526,0,
,1527,0,
19.0,1528,34,11.0
26.0,1529,19,15.0
29.0,1530,81,11.0
45.0,1531,3,39.0
26.0,1532,19,15.0
23.0,1533,35,26.0
,1534,0,
65.0,1535,9,54.0
,1536,0,
,1537,0,
20.0,1538,22,82.0
,1539,0,
,1540,0,
,1541,0,
,1542,0,
,1543,0,
,1544,0,
,1545,0,
,1546,0,
,1547,0,
,1548,0,
,1549,0,
,1550,0,
35.0,1551,10,60.0
,1552,0,
,1553,0,
,1554,0,
,1555,0,
,1556,0,
,1557,0,
,1558,0,
65.0,1559,9,54.0
65.0,1560,9,54.0
35.0,1561,10,60.0
,1562,0,
,1563,0,
65.0,1564,9,54.0
,1565,0,
65.0,1566,9,54.0
65.0,1567,9,54.0
85.0,1568,52,30.0
65.0,1569,9,54.0
65.0,1570,9,54.0
85.0,1571,52,30.0
,1572,0,
,1573,0,
70.0,1574,6,48.0
,1575,0,
60.0,1576,1,44.0
85.0,1577,52,30.0
98.0,1578,94,4.0
35.0,1579,10,60.0
100.0,1580,73,23.0
35.0,1581,10,60.0
85.0,1582,52,30.0
65.0,1583,9,54.0
85.0,1584,52,30.0
98.0,1585,94,4.0
98.0,1586,94,4.0
35.0,1587,10,60.0
35.0,1588,10,60.0
35.0,1589,10,60.0
65.0,1590,9,54.0
65.0,1591,9,54.0
65.0,1592,9,54.0
65.0,1593,9,54.0
65.0,1594,9,54.0
,1595,0,
60.0,1596,1,44.0
85.0,1597,52,30.0
98.0,1598,94,4.0
85.0,1599,52,30.0
35.0,1600,10,60.0
65.0,1601,9,54.0
65.0,1602,9,54.0
45.0,1603,3,39.0
55.0,1604,36,31.0
39.0,1605,95,2.0
,1606,0,
,1607,0,
23.0,1608,35,26.0
48.0,1609,50,8.0
22.0,1610,46,35.0
28.0,1611,14,25.0
24.0,1612,74,23.0
35.0,1613,10,60.0
65.0,1614,9,54.0
,1615,0,
35.0,1616,10,60.0
25.0,1617,24,45.0
,1618,0,
,1619,0,
61.0,1620,86,5.0
12.0,1621,43,16.0
17.0,1622,5,25.0
77.0,1623,78,5.0
62.0,1624,45,7.0
,1625,0,
,1626,0,
10.0,1627,37,18.0
15.0,1628,16,40.0
,1629,0,
65.0,1630,9,54.0
40.0,1631,30,41.0
35.0,1632,10,60.0
,1633,0,
,1634,0,
,1635,0,
,1636,0,
,1637,0,
,1638,0,
,1639,0,
12.0,1640,43,16.0
25.0,1641,24,45.0
20.0,1642,22,82.0
74.0,1643,85,5.0
60.0,1644,1,44.0
,1645,0,
,1646,0,
75.0,1647,17,31.0
,1648,0,
,1649,0,
20.0,1650,22,82.0
,1651,0,
24.0,1652,74,23.0
18.0,1653,13,46.0
25.0,1654,24,45.0
18.0,1655,13,46.0
20.0,1656,22,82.0
70.0,1657,6,48.0
,1658,0,
51.0,1659,64,4.0
31.0,1660,83,9.0
,1661,0,
,1662,0,
,1663,0,
,1664,0,
45.0,1665,3,39.0
,1666,0,
,1667,0,
,1668,0,
14.0,1669,72,9.0
17.0,1670,5,25.0
15.0,1671,16,40.0
21.0,1672,25,22.0
68.0,1673,21,10.0
21.0,1674,25,22.0
14.0,1675,72,9.0
18.0,1676,13,46.0
18.0,1677,13,46.0
35.0,1678,10,60.0
30.0,1679,18,53.0
,1680,0,
60.0,1681,1,44.0
5.0,1682,47,5.0
25.0,1683,24,45.0
85.0,1684,52,30.0
21.0,1685,25,22.0
,1686,0,
52.0,1687,7,9.0
50.0,1688,15,23.0
21.0,1689,25,22.0
55.0,1690,36,31.0
55.0,1691,36,31.0
,1692,0,
17.0,1693,5,25.0
45.0,1694,3,39.0
,1695,0,
25.0,1696,24,45.0
18.0,1697,13,46.0
,1698,0,
44.0,1699,54,12.0
44.0,1700,54,12.0
27.0,1701,38,20.0
,1702,0,
,1703,0,
,1704,0,
16.0,1705,53,24.0
40.0,1706,30,41.0
60.0,1707,1,44.0
100.0,1708,73,23.0
100.0,1709,73,23.0
25.0,1710,24,45.0
100.0,1711,73,23.0
,1712,0,
,1713,0,
,1714,0,
,1715,0,
,1716,0,
,1717,0,
,1718,0,
,1719,0,
40.0,1720,30,41.0
,1721,0,
15.0,1722,16,40.0
31.0,1723,83,9.0
25.0,1724,24,45.0
28.0,1725,14,25.0
70.0,1726,6,48.0
14.0,1727,72,9.0
42.0,1728,4,25.0
42.0,1729,4,25.0
60.0,1730,1,44.0
35.0,1731,10,60.0
21.0,1732,25,22.0
45.0,1733,3,39.0
75.0,1734,17,31.0
25.0,1735,24,45.0
,1736,0,
,1737,0,
,1738,0,
,1739,0,
,1740,0,
55.0,1741,36,31.0
60.0,1742,1,44.0
100.0,1743,73,23.0
,1744,0,
,1745,0,
,1746,0,
,1747,0,
,1748,0,
,1749,0,
,1750,0,
,1751,0,
,1752,0,
,1753,0,
,1754,0,
,1755,0,
,1756,0,
,1757,0,
,1758,0,
,1759,0,
,1760,0,
,1761,0,
,1762,0,
,1763,0,
,1764,0,
,1765,0,
,1766,0,
78.0,1767,96,1.0
80.0,1768,23,21.0
,1769,0,
36.0,1770,28,15.0
,1771,0,
,1772,0,
40.0,1773,30,41.0
,1774,0,
,1775,0,
28.0,1776,14,25.0
35.0,1777,10,60.0
55.0,1778,36,31.0
42.0,1779,4,25.0
55.0,1780,36,31.0
35.0,1781,10,60.0
15.0,1782,16,40.0
66.0,1783,90,5.0
40.0,1784,30,41.0
22.0,1785,46,35.0
20.0,1786,22,82.0
25.0,1787,24,45.0
99.0,1788,77,4.0
,1789,0,
15.0,1790,16,40.0
,1791,0,
,1792,0,
20.0,1793,22,82.0
15.0,1794,16,40.0
85.0,1795,52,30.0
20.0,1796,22,82.0
45.0,1797,3,39.0
,1798,0,
20.0,1799,22,82.0
45.0,1800,3,39.0
85.0,1801,52,30.0
15.0,1802,16,40.0
45.0,1803,3,39.0
20.0,1804,22,82.0
20.0,1805,22,82.0
65.0,1806,9,54.0
88.0,1807,93,3.0
,1808,0,
,1809,0,
30.0,1810,18,53.0
95.0,1811,91,3.0
,1812,0,
,1813,0,
,1814,0,
,1815,0,
,1816,0,
11.0,1817,12,15.0
,1818,0,
,1819,0,
,1820,0,
45.0,1821,3,39.0
,1822,0,
30.0,1823,18,53.0
30.0,1824,18,53.0
16.0,1825,53,24.0
17.0,1826,5,25.0
,1827,0,
60.0,1828,1,44.0
,1829,0,
,1830,0,
105.0,1831,97,1.0
55.0,1832,36,31.0
40.0,1833,30,41.0
20.0,1834,22,82.0
40.0,1835,30,41.0
53.0,1836,87,4.0
68.0,1837,21,10.0
,1838,0,
,1839,0,
65.0,1840,9,54.0
,1841,0,
,1842,0,
,1843,0,
,1844,0,
65.0,1845,9,54.0
,1846,0,
,1847,0,
37.0,1848,65,12.0
26.0,1849,19,15.0
28.0,1850,14,25.0
65.0,1851,9,54.0
37.0,1852,65,12.0
,1853,0,
,1854,0,
,1855,0,
,1856,0,
52.0,1857,7,9.0
16.0,1858,53,24.0
,1859,0,
7.0,1860,67,7.0
62.0,1861,45,7.0
50.0,1862,15,23.0
111.0,1863,98,1.0
70.0,1864,6,48.0
74.0,1865,85,5.0
42.0,1866,4,25.0
34.0,1867,57,12.0
57.0,1868,99,2.0
62.0,1869,45,7.0
85.0,1870,52,30.0
47.0,1871,63,9.0
11.0,1872,12,15.0
35.0,1873,10,60.0
103.0,1874,29,3.0
69.0,1875,39,13.0
48.0,1876,50,8.0
42.0,1877,4,25.0
34.0,1878,57,12.0
57.0,1879,99,2.0
62.0,1880,45,7.0
,1881,0,
,1882,0,
65.0,1883,9,54.0
15.0,1884,16,40.0
,1885,0,
,1886,0,
,1887,0,
18.0,1888,13,46.0
,1889,0,
,1890,0,
58.0,1891,79,4.0
65.0,1892,9,54.0
39.0,1893,95,2.0
92.0,1894,2,3.0
,1895,0,
,1896,0,
,1897,0,
70.0,1898,6,48.0
16.0,1899,53,24.0
25.0,1900,24,45.0
,1901,0,
18.0,1902,13,46.0
16.0,1903,53,24.0
90.0,1904,76,12.0
25.0,1905,24,45.0
113.0,1906,100,1.0
21.0,1907,25,22.0
11.0,1908,12,15.0
44.0,1909,54,12.0
40.0,1910,30,41.0
88.0,1911,93,3.0
35.0,1912,10,60.0
33.0,1913,27,13.0
,1914,0,
55.0,1915,36,31.0
36.0,1916,28,15.0
22.0,1917,46,35.0
18.0,1918,13,46.0
32.0,1919,56,15.0
60.0,1920,1,44.0
,1921,0,
,1922,0,
100.0,1923,73,23.0
100.0,1924,73,23.0
,1925,0,
,1926,0,
,1927,0,
,1928,0,
,1929,0,
,1930,0,
100.0,1931,73,23.0
,1932,0,
32.0,1933,56,15.0
12.0,1934,43,16.0
,1935,0,
90.0,1936,76,12.0
100.0,1937,73,23.0
18.0,1938,13,46.0
40.0,1939,30,41.0
,1940,0,
22.0,1941,46,35.0
,1942,0,
32.0,1943,56,15.0
65.0,1944,9,54.0
72.0,1945,66,8.0
65.0,1946,9,54.0
45.0,1947,3,39.0
60.0,1948,1,44.0
20.0,1949,22,82.0
80.0,1950,23,21.0
40.0,1951,30,41.0
20.0,1952,22,82.0
60.0,1953,1,44.0
45.0,1954,3,39.0
,1955,0,
23.0,1956,35,26.0
110.0,1957,101,3.0
100.0,1958,73,23.0
110.0,1959,101,3.0
40.0,1960,30,41.0
20.0,1961,22,82.0
100.0,1962,73,23.0
,1963,0,
23.0,1964,35,26.0
50.0,1965,15,23.0
45.0,1966,3,39.0
20.0,1967,22,82.0
35.0,1968,10,60.0
,1969,0,
,1970,0,
,1971,0,
,1972,0,
,1973,0,
,1974,0,
,1975,0,
,1976,0,
,1977,0,
,1978,0,
,1979,0,
,1980,0,
,1981,0,
22.0,1982,46,35.0
22.0,1983,46,35.0
,1984,0,
,1985,0,
20.0,1986,22,82.0
52.0,1987,7,9.0
12.0,1988,43,16.0
52.0,1989,7,9.0
65.0,1990,9,54.0
17.0,1991,5,25.0
25.0,1992,24,45.0
65.0,1993,9,54.0
9.0,1994,68,13.0
9.0,1995,68,13.0
33.0,1996,27,13.0
9.0,1997,68,13.0
9.0,1998,68,13.0
64.0,1999,69,7.0
9.0,2000,68,13.0
9.0,2001,68,13.0
9.0,2002,68,13.0
,2003,0,
15.0,2004,16,40.0
7.0,2005,67,7.0
7.0,2006,67,7.0
7.0,2007,67,7.0
,2008,0,
13.0,2009,20,12.0
15.0,2010,16,40.0
32.0,2011,56,15.0
7.0,2012,67,7.0
33.0,2013,27,13.0
14.0,2014,72,9.0
9.0,2015,68,13.0
31.0,2016,83,9.0
,2017,0,
,2018,0,
,2019,0,
,2020,0,
25.0,2021,24,45.0
30.0,2022,18,53.0
70.0,2023,6,48.0
,2024,0,
8.0,2025,44,9.0
8.0,2026,44,9.0
13.0,2027,20,12.0
49.0,2028,84,5.0
40.0,2029,30,41.0
55.0,2030,36,31.0
100.0,2031,73,23.0
29.0,2032,81,11.0
,2033,0,
23.0,2034,35,26.0
20.0,2035,22,82.0
23.0,2036,35,26.0
36.0,2037,28,15.0
30.0,2038,18,53.0
23.0,2039,35,26.0
75.0,2040,17,31.0
75.0,2041,17,31.0
75.0,2042,17,31.0
75.0,2043,17,31.0
,2044,0,
30.0,2045,18,53.0
55.0,2046,36,31.0
77.0,2047,78,5.0
50.0,2048,15,23.0
75.0,2049,17,31.0
23.0,2050,35,26.0
,2051,0,
,2052,0,
27.0,2053,38,20.0
23.0,2054,35,26.0
60.0,2055,1,44.0
,2056,0,
24.0,2057,74,23.0
23.0,2058,35,26.0
24.0,2059,74,23.0
24.0,2060,74,23.0
,2061,0,
91.0,2062,102,1.0
30.0,2063,18,53.0
77.0,2064,78,5.0
23.0,2065,35,26.0
60.0,2066,1,44.0
23.0,2067,35,26.0
20.0,2068,22,82.0
50.0,2069,15,23.0
,2070,0,
,2071,0,
,2072,0,
,2073,0,
85.0,2074,52,30.0
69.0,2075,39,13.0
90.0,2076,76,12.0
37.0,2077,65,12.0
34.0,2078,57,12.0
45.0,2079,3,39.0
45.0,2080,3,39.0
120.0,2081,103,3.0
20.0,2082,22,82.0
33.0,2083,27,13.0
99.0,2084,77,4.0
50.0,2085,15,23.0
10.0,2086,37,18.0
35.0,2087,10,60.0
38.0,2088,26,8.0
18.0,2089,13,46.0
,2090,0,
35.0,2091,10,60.0
,2092,0,
,2093,0,
,2094,0,
95.0,2095,91,3.0
,2096,0,
44.0,2097,54,12.0
44.0,2098,54,12.0
28.0,2099,14,25.0
19.0,2100,34,11.0
19.0,2101,34,11.0
28.0,2102,14,25.0
34.0,2103,57,12.0
20.0,2104,22,82.0
35.0,2105,10,60.0
20.0,2106,22,82.0
20.0,2107,22,82.0
110.0,2108,101,3.0
12.0,2109,43,16.0
93.0,2110,92,4.0
20.0,2111,22,82.0
20.0,2112,22,82.0
,2113,0,
,2114,0,
20.0,2115,22,82.0
16.0,2116,53,24.0
93.0,2117,92,4.0
22.0,2118,46,35.0
20.0,2119,22,82.0
60.0,2120,1,44.0
,2121,0,
,2122,0,
,2123,0,
80.0,2124,23,21.0
35.0,2125,10,60.0
,2126,0,
,2127,0,
22.0,2128,46,35.0
,2129,0,
,2130,0,
,2131,0,
,2132,0,
,2133,0,
,2134,0,
42.0,2135,4,25.0
35.0,2136,10,60.0
23.0,2137,35,26.0
12.0,2138,43,16.0
69.0,2139,39,13.0
,2140,0,
,2141,0,
,2142,0,
,2143,0,
120.0,2144,103,3.0
120.0,2145,103,3.0
20.0,2146,22,82.0
75.0,2147,17,31.0
16.0,2148,53,24.0
15.0,2149,16,40.0
,2150,0,
,2151,0,
,2152,0,
16.0,2153,53,24.0
46.0,2154,49,6.0
50.0,2155,15,23.0
35.0,2156,10,60.0
,2157,0,
,2158,0,
34.0,2159,57,12.0
101.0,2160,104,1.0
45.0,2161,3,39.0
,2162,0,
,2163,0,
,2164,0,
,2165,0,
,2166,0,
,2167,0,
,2168,0,
18.0,2169,13,46.0
,2170,0,
,2171,0,
,2172,0,
11.0,2173,12,15.0
18.0,2174,13,46.0
40.0,2175,30,41.0
82.0,2176,11,5.0
22.0,2177,46,35.0
50.0,2178,15,23.0
64.0,2179,69,7.0
31.0,2180,83,9.0
37.0,2181,65,12.0
27.0,2182,38,20.0
,2183,0,
,2184,0,
,2185,0,
,2186,0,
20.0,2187,22,82.0
12.0,2188,43,16.0
90.0,2189,76,12.0
,2190,0,
115.0,2191,42,5.0
36.0,2192,28,15.0
22.0,2193,46,35.0
50.0,2194,15,23.0
35.0,2195,10,60.0
,2196,0,
60.0,2197,1,44.0
35.0,2198,10,60.0
21.0,2199,25,22.0
18.0,2200,13,46.0
37.0,2201,65,12.0
28.0,2202,14,25.0
87.0,2203,55,2.0
33.0,2204,27,13.0
,2205,0,
,2206,0,
72.0,2207,66,8.0
,2208,0,
30.0,2209,18,53.0
,2210,0,
,2211,0,
,2212,0,
,2213,0,
93.0,2214,92,4.0
45.0,2215,3,39.0
25.0,2216,24,45.0
85.0,2217,52,30.0
52.0,2218,7,9.0
65.0,2219,9,54.0
26.0,2220,19,15.0
63.0,2221,105,1.0
19.0,2222,34,11.0
41.0,2223,48,3.0
48.0,2224,50,8.0
27.0,2225,38,20.0
70.0,2226,6,48.0
,2227,0,
70.0,2228,6,48.0
36.0,2229,28,15.0
20.0,2230,22,82.0
27.0,2231,38,20.0
70.0,2232,6,48.0
48.0,2233,50,8.0
,2234,0,
69.0,2235,39,13.0
43.0,2236,31,7.0
43.0,2237,31,7.0
17.0,2238,5,25.0
36.0,2239,28,15.0
23.0,2240,35,26.0
,2241,0,
,2242,0,
68.0,2243,21,10.0
,2244,0,
,2245,0,
,2246,0,
,2247,0,
,2248,0,
,2249,0,
,2250,0,
10.0,2251,37,18.0
22.0,2252,46,35.0
42.0,2253,4,25.0
83.0,2254,62,3.0
17.0,2255,5,25.0
32.0,2256,56,15.0
82.0,2257,11,5.0
34.0,2258,57,12.0
29.0,2259,81,11.0
,2260,0,
75.0,2261,17,31.0
25.0,2262,24,45.0
,2263,0,
,2264,0,
,2265,0,
,2266,0,
,2267,0,
,2268,0,
,2269,0,
,2270,0,
90.0,2271,76,12.0
10.0,2272,37,18.0
,2273,0,
,2274,0,
50.0,2275,15,23.0
15.0,2276,16,40.0
,2277,0,
,2278,0,
,2279,0,
24.0,2280,74,23.0
51.0,2281,64,4.0
,2282,0,
,2283,0,
33.0,2284,27,13.0
30.0,2285,18,53.0
90.0,2286,76,12.0
,2287,0,
,2288,0,
30.0,2289,18,53.0
,2290,0,
15.0,2291,16,40.0
22.0,2292,46,35.0
,2293,0,
,2294,0,
,2295,0,
22.0,2296,46,35.0
70.0,2297,6,48.0
,2298,0,
75.0,2299,17,31.0
,2300,0,
,2301,0,
,2302,0,
,2303,0,
75.0,2304,17,31.0
,2305,0,
,2306,0,
,2307,0,
,2308,0,
,2309,0,
,2310,0,
,2311,0,
25.0,2312,24,45.0
23.0,2313,35,26.0
31.0,2314,83,9.0
25.0,2315,24,45.0
85.0,2316,52,30.0
85.0,2317,52,30.0
37.0,2318,65,12.0
55.0,2319,36,31.0
50.0,2320,15,23.0
,2321,0,
85.0,2322,52,30.0
,2323,0,
17.0,2324,5,25.0
37.0,2325,65,12.0
20.0,2326,22,82.0
10.0,2327,37,18.0
55.0,2328,36,31.0
,2329,0,
67.0,2330,40,3.0
20.0,2331,22,82.0
,2332,0,
,2333,0,
,2334,0,
,2335,0,
,2336,0,
,2337,0,
,2338,0,
5.0,2339,47,5.0
16.0,2340,53,24.0
65.0,2341,9,54.0
22.0,2342,46,35.0
,2343,0,
55.0,2344,36,31.0
,2345,0,
,2346,0,
,2347,0,
89.0,2348,106,1.0
,2349,0,
28.0,2350,14,25.0
,2351,0,
,2352,0,
,2353,0,
,2354,0,
,2355,0,
,2356,0,
30.0,2357,18,53.0
30.0,2358,18,53.0
30.0,2359,18,53.0
100.0,2360,73,23.0
,2361,0,
,2362,0,
27.0,2363,38,20.0
100.0,2364,73,23.0
100.0,2365,73,23.0
13.0,2366,20,12.0
23.0,2367,35,26.0
,2368,0,
41.0,2369,48,3.0
21.0,2370,25,22.0
20.0,2371,22,82.0
25.0,2372,24,45.0
45.0,2373,3,39.0
,2374,0,
,2375,0,
,2376,0,
,2377,0,
,2378,0,
83.0,2379,62,3.0
31.0,2380,83,9.0
,2381,0,
60.0,2382,1,44.0
,2383,0,
38.0,2384,26,8.0
,2385,0,
61.0,2386,86,5.0
23.0,2387,35,26.0
72.0,2388,66,8.0
,2389,0,
135.0,2390,107,1.0
15.0,2391,16,40.0
,2392,0,
82.0,2393,11,5.0
15.0,2394,16,40.0
69.0,2395,39,13.0
69.0,2396,39,13.0
25.0,2397,24,45.0
30.0,2398,18,53.0
69.0,2399,39,13.0
50.0,2400,15,23.0
,2401,0,
,2402,0,
,2403,0,
,2404,0,
45.0,2405,3,39.0
,2406,0,
,2407,0,
40.0,2408,30,41.0
,2409,0,
