sched_dep_time,act_arr_time,original_index,unique_index
7:45 p.m.,,816,1
12:00 p.m.,3:16 p.m.,817,24
3:27 p.m.,5:17 p.m.,818,153
,3:31 p.m.,819,297
,11:21 a.m.,820,298
11:25 p.m.,,821,5
,7:17 a.m.,822,299
,5:26 a.m.,823,300
4:00 p.m.,6:28 p.m.,824,337
,9:14 a.m.,825,52
,1:19 p.m.,826,301
9:05 a.m.,1:27 p.m.,827,15
,9:56 a.m.,828,67
7:00 a.m.,9:45 a.m.,829,6
4:15 p.m.,7:39 p.m.,830,7
,1:40 p.m.,831,302
,7:10 p.m.,832,303
,11:32 a.m.,833,304
,4:47 p.m.,834,403
11:50 a.m.,4:09 p.m.,835,8
,1:14 p.m.,836,305
6:00 a.m.,9:05 a.m.,837,9
11:05 a.m.,5:05 p.m.,838,344
,10:27 a.m.,839,306
,10:56 a.m.,840,307
10:15 a.m.,11:56 a.m.,841,12
1:00 p.m.,3:20 p.m. (Runway),842,404
,1:30 p.m.,843,308
,3:21 p.m.,844,309
,2:10 p.m.,845,405
2:30 p.m.,5:42 p.m.,846,310
12:00 p.m.,1:15 p.m.,847,349
,8:03 p.m.,848,311
,8:56 p.m.,849,406
10:40 a.m.,2:46 p.m.,850,20
,5:34 p.m.,851,139
,3:33 p.m.,852,407
7:15 a.m.,10:36 a.m.,853,22
6:30 p.m.,,854,2
6:45 p.m.,8:53 p.m.,855,23
7:15 p.m.,,856,94
,7:58 p.m.,857,312
9:15 a.m.,12:09 p.m.,858,313
6:00 a.m.,7:51 a.m.,859,25
7:10 a.m.,9:31 a.m.,860,26
,7:55 p.m.,861,182
3:50 p.m.,6:38 p.m.,862,355
,7:36 p.m.,863,315
8:00 p.m.,9:53 p.m.,864,28
,6:34 p.m.,865,316
,10:47 a.m.,866,174
,3:04 p.m.,867,93
1:33 p.m.,4:23 p.m.,868,317
12:15 p.m.,2:50 p.m.,869,4
,4:17 p.m.,870,318
11:55 p.m.,,871,31
4:25 p.m.,,872,319
9:00 p.m.,,873,32
8:25 p.m.,,874,33
6:59 a.m.,10:04 a.m.,875,34
8:35 a.m.,11:44 a.m.,876,35
,9:13 a.m.,877,115
1:30 p.m.,,878,36
,4:59 p.m.,879,320
,8:45 a.m.,880,321
11:08 p.m.,,881,119
5:30 p.m.,,882,211
,8:02 a.m.,883,322
,2:00 p.m.,884,408
,9:20 p.m.,885,409
,4:44 p.m.,886,410
,7:10 p.m.,887,303
,11:45 a.m.,888,411
2:35 p.m.,3:43 p.m.,889,38
2:55 p.m.,5:43 p.m.,890,39
7:15 a.m.,11:06 a.m.,891,40
12:10 p.m.,1:43 p.m.,892,41
7:55 a.m.,11:01 a.m.,893,11
,12:09 p.m.,894,324
1:05 p.m.,3:13 p.m.,895,42
,10:16 a.m.,896,412
3:05 p.m.,6:43 p.m.,897,44
7:30 a.m.,8:06 a.m.,898,13
,4:56 p.m.,899,325
4:00 p.m.,6:15 p.m.,900,46
11:35 a.m.,2:27 p.m.,901,19
7:25 a.m.,11:06 a.m.,902,17
,5:26 p.m.,903,326
11:55 a.m.,5:38 p.m.,904,373
10:40 a.m.,12:50 p.m.,905,30
6:45 a.m.,7:40 a.m.,906,18
4:00 p.m.,6:36 p.m.,907,328
6:00 a.m.,6:19 a.m.,908,48
7:10 a.m.,11:12 a.m.,909,49
7:10 a.m.,3:14 p.m.,910,47
7:10 a.m.,9:22 a.m.,911,146
6:30 p.m.,7:35 p.m.,912,243
8:41 a.m.,,913,242
,2:01 p.m.,914,179
6:00 a.m.,,915,77
12:30 a.m.,,916,62
,9:09 a.m.,917,160
9:45 a.m.,,918,65
7:00 a.m.,,919,248
2:30 p.m.,,920,70
6:00 a.m.,9:00 a.m.,921,171
10:15 a.m.,11:50 a.m.,922,175
1:00 p.m.,3:19 p.m.,923,176
6:45 a.m.,7:40 a.m.,924,18
,3:20 p.m.,925,178
,5:09 p.m.,926,231
9:05 a.m.,1:11 p.m.,927,257
11:35 a.m.,2:17 p.m.,928,261
10:40 a.m.,2:36 p.m.,929,262
6:45 p.m.,8:53 p.m.,930,23
12:00 p.m.,3:10 p.m.,931,152
7:15 p.m.,12:21 a.m. (Estimated),932,353
9:15 a.m.,,933,96
3:50 p.m.,6:36 p.m.,934,193
,7:26 p.m.,935,194
8:00 p.m.,,936,270
10:25 a.m.,,937,104
,10:45 a.m.,938,197
10:40 a.m.,2:52 p.m.,939,272
1:33 p.m.,4:18 p.m.,940,199
1:29 p.m.,4:17 p.m.,941,359
4:25 p.m.,12:01 a.m. (Estimated runway),942,361
8:25 p.m.,11:35 p.m. (Estimated runway),943,363
8:35 a.m.,11:40 a.m.,944,206
2:30 p.m.,5:28 p.m.,945,180
8:29 a.m.,,946,279
11:08 p.m.,,947,119
5:30 p.m.,,948,211
1:45 p.m.,,949,280
,2:02 p.m.,950,213
8:20 p.m.,9:19 p.m. (Estimated),951,369
,12:10 p.m.,952,216
,11:26 a.m.,953,168
7:15 a.m.,11:04 a.m.,954,283
2:55 p.m.,,955,138
7:35 a.m.,,956,64
12:10 p.m.,1:40 p.m.,957,220
7:55 a.m.,,958,285
9:05 a.m.,,959,286
,1:27 p.m.,960,177
3:05 p.m.,6:36 p.m.,961,225
11:25 a.m.,,962,57
4:00 p.m.,,963,142
,10:47 a.m.,964,174
10:40 a.m.,12:48 p.m.,965,233
6:00 a.m.,6:19 a.m.,966,48
7:10 a.m.,11:00 a.m.,967,237
7:10 a.m.,3:09 p.m.,968,238
7:10 a.m.,9:22 a.m.,969,146
6:00 a.m.,7:49 a.m.,970,413
7:10 a.m.,9:26 a.m.,971,414
6:30 p.m.,7:25 p.m.,972,415
7:25 a.m.,10:43 a.m.,973,416
11:05 a.m.,4:57 p.m.,974,417
8:41 a.m.,9:44 a.m.,975,418
1:33 p.m.,4:20 p.m.,976,419
1:05 p.m.,2:49 p.m.,977,287
8:25 p.m.,11:35 p.m.,978,420
7:15 p.m.,12:02 a.m.,979,421
5:25 p.m.,7:43 p.m.,980,422
4:00 p.m.,6:11 p.m.,981,423
7:27 p.m.,8:46 p.m.,982,424
7:15 a.m.,10:29 a.m.,983,186
3:35 p.m.,3:26 p.m.,984,425
6:00 a.m.,6:09 a.m.,985,426
7:10 a.m.,10:52 a.m.,986,427
6:45 p.m.,8:38 p.m.,987,428
3:05 p.m.,6:30 p.m.,988,429
7:10 a.m.,9:32 a.m.,989,0
6:40 a.m.,9:28 a.m.,990,3
Not Available,11:58 a.m.,991,430
Not Available,9:43 a.m.,992,431
7:45 p.m.,10:30 p.m.*,993,432
6:30 p.m.,Not Available,994,187
12:00noon,3:16 p.m.,995,433
3:27 p.m.,Contact Airline,996,434
11:25 a.m.,4:56 p.m.,997,45
11:25 p.m.,Dec 02 Not Available,998,435
Not Available,7:17 a.m.,999,436
12:15 p.m.,2:50 p.m.,1000,4
4:00 p.m.,Contact Airline,1001,437
7:00 a.m.,9:45 a.m.,1002,6
Not Available,9:56 a.m.,1003,438
4:15 p.m.,7:39 p.m.,1004,7
2:30 p.m.,7:10 p.m.,1005,341
11:50 a.m.,4:09 p.m.,1006,8
6:00 a.m.,9:05 a.m.,1007,9
11:05 a.m.,Contact Airline,1008,439
6:00 a.m.,10:27 a.m.,1009,345
8:40 a.m.,10:56 a.m.,1010,346
10:45 a.m.,1:40 p.m.,1011,10
7:55 a.m.,11:01 a.m.,1012,11
10:15 a.m.,11:56 a.m.,1013,12
7:30 a.m.,8:06 a.m.,1014,13
1:00 p.m.,3:30 p.m.,1015,14
9:05 a.m.,1:27 p.m.,1016,15
11:45 a.m.,2:10 p.m.,1017,16
12:00noon,Contact Airline,1018,440
7:25 a.m.,11:06 a.m.,1019,17
11:35 a.m.,2:27 p.m.,1020,19
10:40 a.m.,2:46 p.m.,1021,20
7:15 a.m.,10:36 a.m.,1022,22
8:05 a.m.,11:32 a.m.,1023,352
6:45 p.m.,8:53 p.m.,1024,23
7:15 p.m.,Dec 02 Contact Airline,1025,441
Not Available,7:58 p.m.,1026,442
9:15 a.m.,12:09 p.m.,1027,313
6:00 a.m.,7:51 a.m.,1028,25
7:10 a.m.,9:31 a.m.,1029,26
3:50 p.m.,Contact Airline,1030,443
8:00 p.m.,9:53 p.m.,1031,28
7:05 a.m.,Contact Airline,1032,444
10:40 a.m.,3:04 p.m.,1033,29
Not Available,4:23 p.m.,1034,445
11:55 p.m.,Dec 02 Not Available,1035,446
4:25 p.m.,Not Available,1036,202
9:00 p.m.,Dec 02 Not Available,1037,447
8:25 p.m.,Not Available,1038,204
6:59 a.m.,10:04 a.m.,1039,34
8:35 a.m.,11:44 a.m.,1040,35
Not Available,5:42 p.m.,1041,448
Not Available,9:13 a.m.,1042,449
1:30 p.m.,Not Available,1043,208
2:53 p.m.,4:59 p.m.,1044,366
Not Available,8:45 a.m.,1045,450
Not Available,8:02 a.m.,1046,451
11:15 a.m.,Contact Airline,1047,452
8:20 p.m.,9:19 p.m.*,1048,453
2:55 p.m.,Contact Airline,1049,454
2:30 p.m.,Contact Airline,1050,455
2:35 p.m.,3:43 p.m.,1051,38
2:55 p.m.,5:43 p.m.,1052,39
7:15 a.m.,11:06 a.m.,1053,40
2:55 p.m.,Contact Airline,1054,454
12:10 p.m.,1:43 p.m.,1055,41
9:05 a.m.,Contact Airline,1056,456
1:05 p.m.,3:13 p.m.,1057,42
Not Available,1:30 p.m.,1058,457
8:35 a.m.,10:16 a.m.,1059,43
3:05 p.m.,6:43 p.m.,1060,44
4:00 p.m.,6:15 p.m.,1061,46
2:55 p.m.,5:26 p.m.,1062,372
11:55 a.m.,Contact Airline,1063,458
10:40 a.m.,12:50 p.m.,1064,30
7:10 a.m.,3:14 p.m.,1065,47
6:45 a.m.,7:40 a.m.,1066,18
4:00 p.m.,6:36 p.m.,1067,328
6:00 a.m.,6:19 a.m.,1068,48
7:10 a.m.,11:12 a.m.,1069,49
7:10 a.m.,9:22 a.m.,1070,146
,10:29 p.m.,1071,294
6:40 a.m.,9:28 a.m.,1072,3
8:00 a.m.,11:58 a.m.,1073,295
,9:43 a.m.,1074,296
7:45 p.m.,,1075,1
12:00 p.m.,3:16 p.m.,1076,24
3:27 p.m.,5:17 p.m.,1077,153
,3:31 p.m.,1078,297
,11:21 a.m.,1079,298
11:25 p.m.,,1080,5
,7:17 a.m.,1081,299
,5:26 a.m.,1082,300
4:00 p.m.,6:25 p.m.,1083,159
,9:09 a.m.,1084,160
,1:19 p.m.,1085,301
9:05 a.m.,1:18 p.m.,1086,162
,9:56 a.m.,1087,67
7:00 a.m.,9:45 a.m.,1088,6
4:15 p.m.,7:39 p.m.,1089,7
,1:40 p.m.,1090,302
,7:10 p.m.,1091,303
,11:32 a.m.,1092,304
,5:00 p.m.,1093,76
11:50 a.m.,4:09 p.m.,1094,8
,1:14 p.m.,1095,305
6:00 a.m.,9:05 a.m.,1096,9
11:05 a.m.,5:03 p.m.,1097,172
,10:27 a.m.,1098,306
,10:56 a.m.,1099,307
10:15 a.m.,11:50 a.m.,1100,175
1:00 p.m.,3:19 p.m.,1101,176
,1:30 p.m.,1102,308
,3:21 p.m.,1103,309
,2:01 p.m.,1104,179
2:30 p.m.,5:42 p.m.,1105,310
12:00 p.m.,1:14 p.m.,1106,181
,8:03 p.m.,1107,311
,9:38 p.m.,1108,183
10:40 a.m.,2:46 p.m.,1109,20
,5:34 p.m.,1110,139
,3:25 p.m.,1111,154
7:15 a.m.,10:29 a.m.,1112,186
6:30 p.m.,,1113,2
6:45 p.m.,8:43 p.m.,1114,188
7:15 p.m.,,1115,94
,7:58 p.m.,1116,312
9:15 a.m.,12:09 p.m.,1117,313
6:00 a.m.,7:51 a.m.,1118,25
7:10 a.m.,9:29 a.m.,1119,192
,7:53 p.m.,1120,190
3:50 p.m.,6:35 p.m.,1121,314
,7:36 p.m.,1122,315
8:00 p.m.,9:49 p.m.,1123,195
,6:34 p.m.,1124,316
,10:45 a.m.,1125,197
10:40 a.m.,3:04 p.m.,1126,29
1:33 p.m.,4:23 p.m.,1127,317
12:15 p.m.,2:52 p.m.,1128,200
,4:17 p.m.,1129,318
11:55 p.m.,,1130,31
4:25 p.m.,,1131,319
9:00 p.m.,,1132,32
8:25 p.m.,,1133,33
6:59 a.m.,10:04 a.m.,1134,34
8:35 a.m.,11:44 a.m.,1135,35
,9:13 a.m.,1136,115
1:30 p.m.,,1137,36
,4:59 p.m.,1138,320
,8:45 a.m.,1139,321
11:08 p.m.,,1140,119
5:30 p.m.,,1141,211
,8:02 a.m.,1142,322
,2:02 p.m.,1143,213
,9:11 p.m.,1144,214
,4:24 p.m.,1145,215
,7:10 p.m.,1146,303
,12:12 p.m.,1147,323
2:35 p.m.,3:36 p.m.,1148,217
2:55 p.m.,5:34 p.m.,1149,218
7:15 a.m.,11:07 a.m.,1150,219
12:10 p.m.,1:43 p.m.,1151,41
7:55 a.m.,11:00 a.m.,1152,221
,12:09 p.m.,1153,324
1:05 p.m.,3:01 p.m.,1154,223
,10:10 a.m.,1155,224
3:05 p.m.,6:43 p.m.,1156,44
7:30 a.m.,7:57 a.m.,1157,226
,4:56 p.m.,1158,325
4:00 p.m.,6:09 p.m.,1159,228
11:35 a.m.,2:27 p.m.,1160,19
7:25 a.m.,11:06 a.m.,1161,17
,5:26 p.m.,1162,326
11:55 a.m.,6:17 p.m.,1163,327
10:40 a.m.,12:48 p.m.,1164,233
6:45 a.m.,7:32 a.m.,1165,234
4:00 p.m.,6:36 p.m.,1166,328
6:00 a.m.,6:19 a.m.,1167,48
7:10 a.m.,11:12 a.m.,1168,49
7:10 a.m.,3:14 p.m.,1169,47
7:10 a.m.,,1170,239
6:40 a.m.,9:09 a.m.,1171,240
,10:23 p.m.,1172,147
8:41 a.m.,,1173,242
7:45 p.m.,,1174,1
,7:10 a.m.,1175,157
,9:54 a.m.,1176,163
7:00 a.m.,9:45 a.m.,1177,6
4:15 p.m.,,1178,250
,7:55 p.m.,1179,182
6:00 a.m.,9:00 a.m.,1180,171
11:05 a.m.,,1181,253
10:45 a.m.,,1182,254
10:15 a.m.,11:50 a.m.,1183,175
6:45 a.m.,7:40 a.m.,1184,18
12:15 p.m.,2:52 p.m.,1185,200
,3:20 p.m.,1186,178
12:00 p.m.,1:14 p.m.,1187,181
10:40 a.m.,2:36 p.m.,1188,262
12:57 p.m.,,1189,185
3:35 p.m.,3:33 p.m.,1190,21
6:45 p.m.,,1191,264
7:15 p.m.,Not Available,1192,189
,7:53 p.m.,1193,190
9:15 a.m.,12:09 p.m.,1194,313
8:00 p.m.,9:49 p.m.,1195,195
10:25 a.m.,,1196,104
10:40 a.m.,3:04 p.m.,1197,29
1:33 p.m.,,1198,273
11:55 p.m.,5:42 a.m. (Estimated runway),1199,360
2:30 p.m.,5:28 p.m.,1200,180
8:29 a.m.,9:13 a.m.,1201,365
,4:55 p.m.,1202,209
,8:41 a.m.,1203,210
11:08 p.m.,,1204,119
5:30 p.m.,,1205,211
,2:02 p.m.,1206,213
,4:24 p.m.,1207,215
,12:10 p.m.,1208,216
2:35 p.m.,3:43 p.m.,1209,38
7:15 a.m.,11:07 a.m.,1210,219
4:25 p.m.,Not Available,1211,202
12:10 p.m.,,1212,284
7:55 a.m.,,1213,285
9:05 a.m.,,1214,286
1:05 p.m.,3:13 p.m.,1215,42
7:53 a.m.,1:30 p.m.,1216,371
3:05 p.m.,6:36 p.m.,1217,225
6:30 p.m.,7:35 p.m.,1218,243
11:25 a.m.,,1219,57
4:00 p.m.,,1220,142
6:00 a.m.,,1221,77
7:10 a.m.,10:49 a.m.,1222,293
,9:22 a.m.,1223,50
7:00 p.m.,,1224,51
,9:14 a.m.,1225,52
,11:30 a.m.,1226,53
,9:29 a.m.,1227,54
,10:31 p.m.,1228,55
,5:14 p.m.,1229,56
11:25 a.m.,,1230,57
,4:54 p.m.,1231,58
,11:11 a.m.,1232,59
,12/2/11 6:35 a.m.,1233,60
,7:04 a.m.,1234,61
12:30 a.m.,,1235,62
,6:25 p.m.,1236,63
7:35 a.m.,,1237,64
9:45 a.m.,,1238,65
,1:11 p.m.,1239,66
,9:56 a.m.,1240,67
,9:29 a.m.,1241,54
,7:37 p.m.,1242,68
,1:36 p.m.,1243,69
2:30 p.m.,,1244,70
8:05 a.m.,,1245,71
,4:43 p.m.,1246,72
,4:08 p.m.,1247,73
11:40 a.m.,,1248,74
,8:50 a.m.,1249,75
,5:00 p.m.,1250,76
6:00 a.m.,,1251,77
8:40 a.m.,,1252,78
,11:50 a.m.,1253,79
,3:13 p.m.,1254,80
,1:23 p.m.,1255,81
,3:09 p.m.,1256,82
,1:55 p.m.,1257,83
,5:22 p.m.,1258,84
,1:11 p.m.,1259,66
5:25 p.m.,,1260,85
7:10 p.m.,,1261,86
,2:39 p.m.,1262,87
,5:24 p.m.,1263,88
3:35 p.m.,,1264,89
,10:34 a.m.,1265,90
,7:25 p.m.,1266,91
,8:38 p.m.,1267,92
,3:04 p.m.,1268,93
7:15 p.m.,,1269,94
,7:20 p.m.,1270,95
9:15 a.m.,,1271,96
,7:49 a.m.,1272,97
,9:26 a.m.,1273,98
,7:43 p.m.,1274,99
,10:43 a.m.,1275,100
,6:28 p.m.,1276,101
,7:23 p.m.,1277,102
,9:47 p.m.,1278,103
10:25 a.m.,,1279,104
,10:43 a.m.,1280,100
,2:58 p.m.,1281,105
,4:20 p.m.,1282,106
,2:50 p.m.,1283,107
1:29 p.m.,,1284,108
,5:52 a.m.,1285,109
,12/2/11 12:01 a.m.,1286,110
,11:49 p.m.,1287,111
,11:35 p.m.,1288,112
,9:45 a.m.,1289,113
,11:33 a.m.,1290,114
,9:13 a.m.,1291,115
,3:29 p.m.,1292,116
2:53 p.m.,,1293,117
,8:33 a.m.,1294,118
11:08 p.m.,,1295,119
,6:19 p.m.,1296,120
,7:50 a.m.,1297,121
,1:52 p.m.,1298,122
,9:12 p.m.,1299,123
,4:22 p.m.,1300,124
2:30 p.m.,,1301,70
8:55 a.m.,,1302,125
,3:36 p.m.,1303,126
,5:39 p.m.,1304,127
,11:04 a.m.,1305,128
,1:42 p.m.,1306,129
,10:58 a.m.,1307,130
9:05 a.m. (-00:00),,1308,131
,2:49 p.m.,1309,132
,10:12 a.m.,1310,133
,6:30 p.m.,1311,134
,7:59 a.m.,1312,135
,6:11 p.m.,1313,136
,2:21 p.m.,1314,137
2:55 p.m.,,1315,138
,5:34 p.m.,1316,139
,12:37 p.m.,1317,140
,7:37 a.m.,1318,141
4:00 p.m.,,1319,142
,6:15 a.m.,1320,143
,10:52 a.m.,1321,144
,3:12 p.m.,1322,145
7:10aDec 1,9:32aDec 1,1323,459
7:00 p.m.,10:02 p.m.,1324,460
6:40aDec 1,9:28aDec 1,1325,461
8:19aDec 1,11:58aDec 1,1326,462
8:41aDec 1,,1327,463
7:45 p.m.,,1328,1
12:00 p.m.,3:16 p.m.,1329,24
3:27 p.m.,5:17 p.m.,1330,153
11:25aDec 1,3:31 p.m.,1331,464
10:39aDec 1,,1332,465
11:25 p.m.,,1333,5
6:14aDec 1,7:17aDec 1,1334,466
12:30aDec 1,5:26aDec 1,1335,467
4:00 p.m.,6:28 p.m.,1336,337
7:35aDec 1,,1337,468
9:45aDec 1,1:19 p.m.,1338,469
10:00aDec 1,1:27 p.m.,1339,470
8:15aDec 1,9:56aDec 1,1340,471
7:00aDec 1,9:45aDec 1,1341,472
4:15 p.m.,7:39 p.m.,1342,7
10:45aDec 1,1:40 p.m.,1343,473
2:30 p.m.,7:10 p.m.,1344,341
8:05aDec 1,11:32aDec 1,1345,474
2:55 p.m.,4:47 p.m.,1346,364
11:50aDec 1,4:09 p.m.,1347,475
11:40aDec 1,1:14 p.m.,1348,476
6:00aDec 1,9:05aDec 1,1349,477
11:05aDec 1,5:05 p.m.,1350,478
6:00aDec 1,10:27aDec 1,1351,479
8:40aDec 1,10:56aDec 1,1352,480
10:15aDec 1,11:56aDec 1,1353,481
1:00 p.m.,3:30 p.m.,1354,14
7:53aDec 1,1:30 p.m.,1355,482
12:30 p.m.,,1356,483
11:45aDec 1,2:10 p.m.,1357,484
2:46 p.m.,5:42 p.m.,1358,485
12:00 p.m.,1:15 p.m.,1359,349
5:25 p.m.,8:03 p.m.,1360,342
7:10 p.m.,,1361,86
10:40aDec 1,2:46 p.m.,1362,486
12:57 p.m.,5:34 p.m.,1363,351
3:35 p.m.,3:33 p.m.,1364,21
7:15aDec 1,10:36aDec 1,1365,487
6:30 p.m.,,1366,2
6:45 p.m.,8:53 p.m.,1367,23
7:15 p.m.,,1368,94
2:22 p.m.,7:58 p.m.,1369,488
9:15aDec 1,12:09 p.m.,1370,489
6:00aDec 1,7:51aDec 1,1371,490
7:10aDec 1,9:31aDec 1,1372,491
4:55 p.m.,7:55 p.m.,1373,27
3:50 p.m.,6:38 p.m.,1374,355
4:16 p.m.,7:36 p.m.,1375,356
8:00 p.m.,9:53 p.m.,1376,28
10:25aDec 1,6:34 p.m.,1377,492
7:05aDec 1,10:47aDec 1,1378,493
10:40aDec 1,3:04 p.m.,1379,494
1:33 p.m.,4:23 p.m.,1380,317
12:15 p.m.,2:50 p.m.,1381,4
1:29 p.m.,4:17 p.m.,1382,359
11:55 p.m.,,1383,31
4:25 p.m.,,1384,319
9:00 p.m.,,1385,32
8:25 p.m.,,1386,33
6:59aDec 1,10:04aDec 1,1387,495
8:35aDec 1,11:44aDec 1,1388,496
1:30 p.m.,,1389,36
2:53 p.m.,4:59 p.m.,1390,366
7:35aDec 1,8:45aDec 1,1391,497
11:08 p.m.,,1392,119
5:30 p.m.,,1393,211
1:45 p.m.,8:02aDec 1,1394,498
11:15aDec 1,2:00 p.m.,1395,499
8:20 p.m.,,1396,37
2:55 p.m.,4:44 p.m.,1397,370
2:30 p.m.,7:10 p.m.,1398,341
8:55aDec 1,,1399,500
2:35 p.m.,3:43 p.m.,1400,38
2:55 p.m.,5:43 p.m.,1401,39
7:15aDec 1,11:06aDec 1,1402,501
12:10 p.m.,1:43 p.m.,1403,41
7:55aDec 1,11:01aDec 1,1404,502
9:05aDec 1,12:09 p.m.,1405,503
1:05 p.m.,3:13 p.m.,1406,42
8:35aDec 1,10:16aDec 1,1407,504
3:05 p.m.,6:43 p.m.,1408,44
7:30aDec 1,8:06aDec 1,1409,505
11:25aDec 1,4:56 p.m.,1410,506
4:00 p.m.,6:15 p.m.,1411,46
11:35aDec 1,2:27 p.m.,1412,507
7:25aDec 1,11:06aDec 1,1413,508
2:55 p.m.,5:26 p.m.,1414,372
11:55aDec 1,5:38 p.m.,1415,509
10:40aDec 1,12:50 p.m.,1416,510
6:45aDec 1,7:40aDec 1,1417,511
4:00 p.m.,6:36 p.m.,1418,328
6:00aDec 1,6:19aDec 1,1419,512
7:10aDec 1,11:12aDec 1,1420,513
7:10aDec 1,3:14 p.m.,1421,514
,,1422,402
,,1423,402
2:35 p.m.,,1424,282
,,1425,402
7:00 p.m.,10:29 p.m.,1426,329
7:35 a.m.,9:14 a.m.,1427,338
11:40 a.m.,1:14 p.m.,1428,343
6:00 a.m.,10:27 a.m.,1429,345
7:15 p.m.,12:21 a.m.,1430,515
12:30 a.m.,5:26 a.m.,1431,336
8:40 a.m.,10:56 a.m.,1432,346
11:25 a.m.,3:31 p.m.,1433,333
2:55 p.m.,5:26 p.m.,1434,372
2:30 p.m.,7:10 p.m.,1435,341
9:15 a.m.,12:09 p.m.,1436,313
10:25 a.m.,6:34 p.m.,1437,357
9:45 a.m.,1:19 p.m.,1438,339
2:53 p.m.,4:59 p.m.,1439,366
7:10 p.m.,9:52 p.m.,1440,516
5:30 p.m.,6:40 p.m.,1441,517
4:00 p.m.,6:36 p.m.,1442,328
5:25 p.m.,8:03 p.m.,1443,342
8:05 a.m.,11:32 a.m.,1444,352
6:00 a.m.,7:51 a.m.,1445,25
2:35 p.m.,3:43 p.m.,1446,38
9:45 a.m.,1:19 p.m.,1447,339
2:55 p.m.,5:43 p.m.,1448,39
3:50 p.m.,6:38 p.m.,1449,355
6:00 a.m.,10:27 a.m.,1450,345
4:16 p.m.,7:36 p.m.,1451,356
8:41 a.m.,9:43 a.m.,1452,330
1:05 p.m.,3:13 p.m.,1453,42
7:15 a.m.,10:36 a.m.,1454,22
1:33 p.m.,4:23 p.m.,1455,317
12:15 p.m.,2:50 p.m.,1456,4
12:30 a.m.,5:26 a.m.,1457,336
11:25 a.m.,3:31 p.m.,1458,333
4:25 p.m.,12:01 a.m. (Estimated runway),1459,361
7:30 a.m.,8:06 a.m.,1460,13
9:00 p.m.,11:49 p.m. (Estimated runway),1461,362
4:00 p.m.,6:15 p.m.,1462,46
8:35 a.m.,11:44 a.m.,1463,35
7:45 p.m.,10:30 p.m. (Estimated),1464,331
8:29 a.m.,9:13 a.m.,1465,365
11:55 a.m.,5:38 p.m.,1466,373
2:55 p.m.,4:47 p.m.,1467,364
10:25 a.m.,6:34 p.m.,1468,357
2:53 p.m.,4:59 p.m.,1469,366
7:00 a.m.,9:45 a.m.,1470,6
10:40 a.m.,2:46 p.m.,1471,20
8:35 a.m.,10:16 a.m.,1472,43
8:20 p.m.,9:19 p.m. (Estimated),1473,369
6:00 a.m.,6:19 a.m.,1474,48
7:10 a.m.,11:12 a.m.,1475,49
2:30 p.m.,7:10 p.m.,1476,341
9:05 a.m.,1:27 p.m.,1477,15
12:00 p.m.,3:16 p.m.,1478,24
7:15 p.m.,12:21 a.m. (Estimated),1479,353
11:50 a.m.,4:09 p.m.,1480,8
,,1481,402
,,1482,402
,,1483,402
,,1484,402
,,1485,402
,,1486,402
,9:22 a.m.,1487,50
7:00 p.m.,,1488,51
,9:14 a.m.,1489,52
,11:30 a.m.,1490,53
,9:29 a.m.,1491,54
,10:31 p.m.,1492,55
,5:14 p.m.,1493,56
11:25 a.m.,,1494,57
,4:54 p.m.,1495,58
,11:11 a.m.,1496,59
,12/2/11 6:35 a.m.,1497,60
,7:04 a.m.,1498,61
12:30 a.m.,,1499,62
,6:25 p.m.,1500,63
7:35 a.m.,,1501,64
9:45 a.m.,,1502,65
,1:11 p.m.,1503,66
,9:56 a.m.,1504,67
,9:29 a.m.,1505,54
,7:37 p.m.,1506,68
,1:36 p.m.,1507,69
2:30 p.m.,,1508,70
8:05 a.m.,,1509,71
,4:43 p.m.,1510,72
,4:08 p.m.,1511,73
11:40 a.m.,,1512,74
,8:50 a.m.,1513,75
,5:00 p.m.,1514,76
6:00 a.m.,,1515,77
8:40 a.m.,,1516,78
,11:50 a.m.,1517,79
,3:13 p.m.,1518,80
,1:23 p.m.,1519,81
,3:09 p.m.,1520,82
,1:55 p.m.,1521,83
,5:22 p.m.,1522,84
,1:11 p.m.,1523,66
5:25 p.m.,,1524,85
7:10 p.m.,,1525,86
,2:39 p.m.,1526,87
,5:24 p.m.,1527,88
3:35 p.m.,,1528,89
,10:34 a.m.,1529,90
,7:25 p.m.,1530,91
,8:38 p.m.,1531,92
,3:04 p.m.,1532,93
7:15 p.m.,,1533,94
,7:20 p.m.,1534,95
9:15 a.m.,,1535,96
,7:49 a.m.,1536,97
,9:26 a.m.,1537,98
,7:43 p.m.,1538,99
,10:43 a.m.,1539,100
,6:28 p.m.,1540,101
,7:23 p.m.,1541,102
,9:47 p.m.,1542,103
10:25 a.m.,,1543,104
,10:43 a.m.,1544,100
,2:58 p.m.,1545,105
,4:20 p.m.,1546,106
,2:50 p.m.,1547,107
1:29 p.m.,,1548,108
,5:52 a.m.,1549,109
,12/2/11 12:01 a.m.,1550,110
,11:49 p.m.,1551,111
,11:35 p.m.,1552,112
,9:45 a.m.,1553,113
,11:33 a.m.,1554,114
,9:13 a.m.,1555,115
,3:29 p.m.,1556,116
2:53 p.m.,,1557,117
,8:33 a.m.,1558,118
11:08 p.m.,,1559,119
,6:19 p.m.,1560,120
,7:50 a.m.,1561,121
