CountyName,PhoneNumber,original_index,unique_index,count
etowah,2565435200,914,101,26
etowah,2565435200,915,101,26
etowah,x565435x00,916,102,1
etowxh,2565435200,917,103,1
etowah,2565435200,918,101,26
etowah,2565435200,919,101,26
etowah,2565435200,920,101,26
etowah,2565435200,921,101,26
etowah,2565435200,922,101,26
etowah,2565435200,923,101,26
etowah,2565435200,924,101,26
etowah,2565435200,925,101,26
etowah,2565435200,926,101,26
etowah,2565435200,927,101,26
etowah,2565435200,928,101,26
etowah,2565435200,929,101,26
butler,3343762205,930,104,24
butler,3343762205,931,104,24
butler,3343762205,932,104,24
butler,3343762205,933,104,24
butler,3343762205,934,104,24
butler,3343762205,935,104,24
butler,3343762205,936,104,24
butler,3343762205,937,104,24
butler,3343762205,938,104,24
butler,3343762205,939,104,24
butler,3343762205,940,104,24
butler,3343762205,941,104,24
butler,3343762205,942,104,24
butxer,3343762205,943,105,1
butler,3343762205,944,104,24
butler,3343762205,945,104,24
butler,3343762205,946,104,24
butler,3343762205,947,104,24
butler,3343762205,948,104,24
butler,3343762205,949,104,24
butler,3343762205,950,104,24
butler,3343762205,951,104,24
butler,3343762205,952,104,24
butler,3343762205,953,104,24
butler,3343762205,954,104,24
coffee,3343470584,955,106,24
coffee,3343470584,956,106,24
coffee,3343470584,957,106,24
coffee,3343470584,958,106,24
coffee,3343470584,959,106,24
coffee,3343470584,960,106,24
coffee,3343470584,961,106,24
coffee,3343470584,962,106,24
coffee,3343470584,963,106,24
coffee,3343470584,964,106,24
coffee,3343470584,965,106,24
cxffee,3343470584,966,107,1
coffee,3343470584,967,106,24
coffee,3343470584,968,106,24
coffee,3343470584,969,106,24
coffee,3343470584,970,106,24
coffee,3343470584,971,106,24
coffee,3343470584,972,106,24
coffee,3343470584,973,106,24
coffee,3343470584,974,106,24
coffee,3343470584,975,106,24
coffee,3343470584,976,106,24
coffee,3343470584,977,106,24
coffee,3343470584,978,106,24
coffee,3343470584,979,106,24
blount,2052743000,980,108,20
blount,2052743000,981,108,20
blount,2052743000,982,108,20
blount,2052743000,983,108,20
blount,2052743000,984,108,20
blount,2052743000,985,108,20
blount,2052743000,986,108,20
blount,2052743000,987,108,20
blount,2052743000,988,108,20
blount,2052743000,989,108,20
blount,2052743000,990,108,20
blount,2052743000,991,108,20
blount,2052743000,992,108,20
blount,2052743000,993,108,20
blount,2052743000,994,108,20
blount,2052743000,995,108,20
blount,2052743000,996,108,20
blount,2052743000,997,108,20
blount,2052743000,998,108,20
blount,2052743000,999,108,20
