HospitalName,HospitalType,original_index,unique_index,count
elba general hospital,acute care hospitals,591,55,25
elba general hospital,acute care hospitals,592,55,25
elba general hospital,acute care hospitals,593,55,25
elba general hospital,acute care hospitals,594,55,25
elba general hospital,acute care hospitals,595,55,25
elba general hospital,acute care hospitals,596,55,25
elba general hospital,acute care hospitals,597,55,25
elba general hospital,acute care hospitals,598,55,25
elba general hospital,acute care hospitals,599,55,25
elba general hospital,acute care hospitals,600,55,25
elba general hospital,acute care hospitals,601,55,25
elba general hospital,acute care hospitals,602,55,25
elba general hospital,acute care hospitals,603,55,25
elba general hospital,acute care hospitals,604,55,25
elba general hospital,acute care hospitals,605,55,25
elba general hospital,acute care hospitals,606,55,25
elba general hospital,acute care hospitals,607,55,25
elba general hospital,acute care hospitals,608,55,25
elba general hospital,acute care hospitals,609,55,25
elba general hospital,acute care hospitals,610,55,25
elba general hospital,acute care hospitals,611,55,25
elba general hospital,acute care hospitals,612,55,25
elba general hospital,acute care hospitals,613,55,25
elba general hospital,acute care hospitals,614,55,25
elba general hospital,acute care hospitals,615,55,25
east alabama medical center and snf,acute care hospitals,616,56,24
east alabama medical center and snf,acute care hospitals,617,56,24
east alabama medical center and snf,acute care hospitals,618,56,24
east alabama medical center and snf,acute care hospitals,619,56,24
east alabama medical center and snf,acute care hospitals,620,56,24
east alabama medical center and snf,acute care hospitals,621,56,24
east alabama medical center and snf,acute care hospitals,622,56,24
east alabama medical center and snf,acute care hospitals,623,56,24
east alabama medical center and snf,acute care hospitals,624,56,24
east alabama medical center and snf,acute care hospitals,625,56,24
east alabama medical center and snf,acute care hospitals,626,56,24
east alabama medical center and snf,acute care hospitals,627,56,24
east alabama medical center and snf,acute care hospitals,628,56,24
east alabama medical center and snf,acute care hospitals,629,56,24
east alabama medical center and snf,acute care hospitals,630,56,24
east alabama medical center and snf,acute care hospitals,631,56,24
east alabama medical center and snf,acute care hospitals,632,56,24
east alabama medical center and snf,acute care hospitals,633,56,24
east alabama medical center and snf,acuxe care hospixals,634,57,1
east alabama medical center and snf,acute care hospitals,635,56,24
east alabama medical center and snf,acute care hospitals,636,56,24
east alabama medical center and snf,acute care hospitals,637,56,24
east alabama medical center and snf,acute care hospitals,638,56,24
east alabama medical center and snf,acute care hospitals,639,56,24
east alabama medical center and snf,acute care hospitals,640,56,24
wedowee hospital,acute care hospitals,641,58,24
wedowee hospital,acute care hospitals,642,58,24
wedowee hospital,acute care hospitals,643,58,24
wedowee hospital,acute care hospitals,644,58,24
wedowee hospital,acute care hospitals,645,58,24
wedowee hospital,acute care hospitals,646,58,24
wedowee hospital,acute care hospitals,647,58,24
wedowee hospital,acute care hospitals,648,58,24
wedowee hospital,acute care hospitals,649,58,24
wedowee hospital,acute care hospitals,650,58,24
wedowee hospital,acute care hospitals,651,58,24
wedowee hospital,acute care hospitals,652,58,24
wedowee hospital,acute care hospitals,653,58,24
wedowee hosxital,acute care hospitals,654,59,1
wedowee hospital,acute care hospitals,655,58,24
wedowee hospital,acute care hospitals,656,58,24
wedowee hospital,acute care hospitals,657,58,24
wedowee hospital,acute care hospitals,658,58,24
wedowee hospital,acute care hospitals,659,58,24
wedowee hospital,acute care hospitals,660,58,24
wedowee hospital,acute care hospitals,661,58,24
wedowee hospital,acute care hospitals,662,58,24
wedowee hospital,acute care hospitals,663,58,24
wedowee hospital,acute care hospitals,664,58,24
wedowee hospital,acute care hospitals,665,58,24
university of alabama hospital,acute care hospitals,666,60,25
university of alabama hospital,acute care hospitals,667,60,25
university of alabama hospital,acute care hospitals,668,60,25
university of alabama hospital,acute care hospitals,669,60,25
university of alabama hospital,acute care hospitals,670,60,25
university of alabama hospital,acute care hospitals,671,60,25
university of alabama hospital,acute care hospitals,672,60,25
university of alabama hospital,acute care hospitals,673,60,25
university of alabama hospital,acute care hospitals,674,60,25
university of alabama hospital,acute care hospitals,675,60,25
university of alabama hospital,acute care hospitals,676,60,25
university of alabama hospital,acute care hospitals,677,60,25
university of alabama hospital,acute care hospitals,678,60,25
university of alabama hospital,acute care hospitals,679,60,25
university of alabama hospital,acute care hospitals,680,60,25
university of alabama hospital,acute care hospitals,681,60,25
university of alabama hospital,acute care hospitals,682,60,25
university of alabama hospital,acute care hospitals,683,60,25
university of alabama hospital,acute care hospitals,684,60,25
university of alabama hospital,acute care hospitals,685,60,25
university of alabama hospital,acute care hospitals,686,60,25
university of alabama hospital,acute care hospitals,687,60,25
university of alabama hospital,acute care hospitals,688,60,25
university of alabama hospital,acute care hospitals,689,60,25
university of alabama hospital,acute care hospitals,690,60,25
community hospital inc,acute care hospitals,691,61,21
community hospital inc,acute care hospitals,692,61,21
community hospital inc,acute care hospitals,693,61,21
community hospital inc,acute care hospitals,694,61,21
community hospital inc,acute cxre hospitxls,695,62,1
community hospital inc,acute care hospitals,696,61,21
communitx hospital inc,acute care hospitals,697,63,1
community hospital inc,acute care hospitals,698,61,21
community hospital inc,acute care hospitals,699,61,21
community hospital inc,acute care hospitals,700,61,21
community hospital inc,acute care hospitals,701,61,21
community hospital inc,acute care hospitals,702,61,21
community hospital inc,acute care hospitals,703,61,21
community hospital inc,acute care hospitals,704,61,21
community hospital inc,acutexcarexhospitals,705,64,1
community hospital inc,acute care hospitals,706,61,21
community hospital inc,acute care hospitals,707,61,21
community hospital inc,acute care hospitals,708,61,21
community hospital inc,acute care hospitals,709,61,21
communixy hospixal inc,acute care hospitals,710,65,1
community hospital inc,acute care hospitals,711,61,21
community hospital inc,acute care hospitals,712,61,21
community hospital inc,acute care hospitals,713,61,21
community hospital inc,acute care hospitals,714,61,21
community hospital inc,acute care hospitals,715,61,21
cullman regional medical center,acute care hospitals,716,66,23
cullman regional medical center,acute care hospitals,717,66,23
cullman regional medical center,acute care hospitals,718,66,23
cullman regional medical center,acute care hospitals,719,66,23
cullman regional medical center,acute care hospitals,720,66,23
cullman regional medical center,acute care hospitals,721,66,23
cullman regional medical center,acute care hospitals,722,66,23
cullman regional medical center,acute care hospitals,723,66,23
cullman regional medical center,acute care hospitals,724,66,23
cullman regional medical center,acute care hospitals,725,66,23
cullman regional medical center,acute care hospitals,726,66,23
cullman regional medical center,acute care hospitals,727,66,23
cullman regional medical center,acute care hospitals,728,66,23
cullman regional medical center,acutexcarexhospitals,729,67,1
cullmxn regionxl medicxl center,acute care hospitals,730,68,1
cullman regional medical center,acute care hospitals,731,66,23
cullman regional medical center,acute care hospitals,732,66,23
cullman regional medical center,acute care hospitals,733,66,23
cullman regional medical center,acute care hospitals,734,66,23
cullman regional medical center,acute care hospitals,735,66,23
cullman regional medical center,acute care hospitals,736,66,23
cullman regional medical center,acute care hospitals,737,66,23
cullman regional medical center,acute care hospitals,738,66,23
cullman regional medical center,acute care hospitals,739,66,23
cullman regional medical center,acute care hospitals,740,66,23
andalusia regional hospital,acute care hospitals,741,69,23
andalusia regional hospital,acute care hospitals,742,69,23
andalusia regional hospital,acute care hospitals,743,69,23
andalusia regional hospital,acute care hospitals,744,69,23
andalusia regional hospital,acute care hospitals,745,69,23
andalusia regional hospital,acute care hospitals,746,69,23
andalusia regional hospital,acute care hospitals,747,69,23
andalusia regional hospital,acute care hospitals,748,69,23
andalusia regional hospital,acute care hospitals,749,69,23
andalusia regional hospital,acute care hospitals,750,69,23
andalusia regional hospital,acute care hospitals,751,69,23
andalusia regional hospital,acute care hospitals,752,69,23
andalusia regional hospital,acute care hospitals,753,69,23
andalusia regional hospital,acute care hospitals,754,69,23
andalusia regional hospital,acute care hospitals,755,69,23
andalusia regional hospital,acute care hospitals,756,69,23
andalusia regional hospital,acute care hospitals,757,69,23
andaxusia regionax hospitax,acute care hospitals,758,70,1
andalusia regional hospital,acute care hospitals,759,69,23
andalusia regional hospital,acute care hospitals,760,69,23
andalusia regional hospital,acute care hospitals,761,69,23
andalusia regional hospital,acute care hospitals,762,69,23
andalusia regional hospital,acute care hospitals,763,69,23
andalusia regional hospital,acute care hospitals,764,69,23
andaluxia regional hoxpital,acute care hospitals,765,71,1
stringfellow memorial hospital,acute care hospitals,766,25,28
stringfellow memorial hospital,acute care hospitals,767,25,28
stringfellow memorial hospital,acute care hospitals,768,25,28
stringfellow memorial hospital,acute care hospitals,769,25,28
stringfellow memorial hospital,acute care hospitals,770,25,28
stringfellow memorial hospital,acute care hospitals,771,25,28
stringfellow memorial hospital,acute care hospitals,772,25,28
stringfellow memorial hospital,acute care hospitals,773,25,28
huntsville hospital,acute care hospitals,774,72,25
huntsville hospital,acute care hospitals,775,72,25
huntsville hospital,acute care hospitals,776,72,25
huntsvxlle hospxtal,acute care hospitals,777,73,1
huntsville hospital,acute care hospitals,778,72,25
huntsville hospital,acutexcarexhospitals,779,74,1
huntsville hospital,acute care hospitals,780,72,25
huntsville hospital,acute care hospitals,781,72,25
huntsville hospital,acute care hospitaxs,782,75,1
huntsville hospital,acute care hospitals,783,72,25
huntsville hospital,acute care hospitals,784,72,25
huntsville hospital,acute care hospitals,785,72,25
huntsville hospital,acute care hospitals,786,72,25
huntsville hospital,acute care hospitals,787,72,25
huntsville hospital,acute care hospitals,788,72,25
huntsville hospital,acute care hospitals,789,72,25
huntsville hospital,acute care hospitals,790,72,25
huntsville hospital,acute care hospitals,791,72,25
huntsville hospital,acute care hospitals,792,72,25
huntsville hospital,acute care hospitals,793,72,25
huntsville hospital,acute care hospitals,794,72,25
huntsville hospital,acute care hospitals,795,72,25
huntsville hospital,acute care hospitals,796,72,25
huntsville hospital,acute care hospitals,797,72,25
huntsville hospital,acute care hospitals,798,72,25
huntsville hospital,acute care hospitals,799,72,25
huntsville hospital,acute care hospitals,800,72,25
huntsville hospital,acute care hospitals,801,72,25
gadsden regional medical center,acute care hospitals,802,76,24
gadsden regional medical center,acute care hospitals,803,76,24
gadsden regional medical center,acute care hospitals,804,76,24
gadsden regional medical center,acute care hospitals,805,76,24
gadsden regional medical center,acute care hospitals,806,76,24
gadsden regional medical center,acute care hospitals,807,76,24
gadsden regional medical center,acute care hospitals,808,76,24
gadsden regional medical center,acute care hospitals,809,76,24
gadsden regional medical center,acute care hospitals,810,76,24
gadsden regional medical center,acute care hospitals,811,76,24
gadsden regional medical center,acute care hospitals,812,76,24
gadsden regional medical center,acute care hospitals,813,76,24
gadsden regional medical center,axute care hospitals,814,77,1
gadsden regional medical center,acute care hospitals,815,76,24
gadsden regional medical center,acute care hospitals,816,76,24
gadsden regional medical center,acute care hospitals,817,76,24
gadsden regional medical center,acute care hospitals,818,76,24
gadsden regional medical center,acute care hospitals,819,76,24
gadsden regional medical center,acute care hospitals,820,76,24
gadsden regional medical center,acute care hospitals,821,76,24
gadsden regional medical center,acute care hospitals,822,76,24
gadsden regional medical center,acute care hospitals,823,76,24
gadsden regional medical center,acute care hospitals,824,76,24
gadsden regional medical center,acute care hospitals,825,76,24
gadsden regional medical center,acute care hospitals,826,76,24
chilton medical center,acute care hospitals,827,78,24
chilton medical center,acute care hospitals,828,78,24
chilton medical center,acute care hospitals,829,78,24
chilton medical center,acute care hospitals,830,78,24
chilton medical center,acute care hospitals,831,78,24
chilton medical center,acute care hospitals,832,78,24
chilton medical center,acute care hospitals,833,78,24
chilton medical center,acute care hospitals,834,78,24
chilton medical center,acute care hospitals,835,78,24
chilton medical center,acute care hospitals,836,78,24
chilton medical center,acute care hospitals,837,78,24
chilton medical center,acute care hospitals,838,78,24
chilton medical center,acute care hospitals,839,78,24
chilton medical center,acute care hospitals,840,78,24
chilton medical center,acute care hospitals,841,78,24
chilton medical center,acute care hospitals,842,78,24
chilton medical center,acute care hospitals,843,78,24
chilton medical center,acute care hospitals,844,78,24
chilton medical center,acute care hospitals,845,78,24
chilton medical center,acute care hospitals,846,78,24
chilton medical center,acute care hospitals,847,78,24
chilton medical center,acute caxe hospitals,848,79,1
chilton medical center,acute care hospitals,849,78,24
chilton medical center,acute care hospitals,850,78,24
chilton medical center,acute care hospitals,851,78,24
marion regional medical center,acute care hospitals,852,80,25
marion regional medical center,acute care hospitals,853,80,25
marion regional medical center,acute care hospitals,854,80,25
marion regional medical center,acute care hospitals,855,80,25
marion regional medical center,acute care hospitals,856,80,25
marion regional medical center,acute care hospitals,857,80,25
marion regional medical center,acute care hospitals,858,80,25
marion regional medical center,acute care hospitals,859,80,25
marion regional medical center,acute care hospitals,860,80,25
marion regional medical center,acute care hospitals,861,80,25
marion regional medical center,acute care hospitals,862,80,25
marion regional medical center,acute care hospitals,863,80,25
marion regional medical center,acute care hospitals,864,80,25
marion regional medical center,acute care hospitals,865,80,25
marion regional medical center,acute care hospitals,866,80,25
marion regional medical center,acute care hospitals,867,80,25
marion regional medical center,acute care hospitals,868,80,25
marion regional medical center,acute care hospitals,869,80,25
marion regional medical center,acute care hospitals,870,80,25
marion regional medical center,acute care hospitals,871,80,25
marion regional medical center,acute care hospitals,872,80,25
marion regional medical center,acute care hospitals,873,80,25
marion regional medical center,acute care hospitals,874,80,25
marion regional medical center,acute care hospitals,875,80,25
marion regional medical center,acute care hospitals,876,80,25
fayette medical center,acute care hoxpitalx,877,81,1
fayette medical center,acute care hospitals,878,82,24
fayette medical center,acute care hospitals,879,82,24
fayette medical center,acute care hospitals,880,82,24
fayette medical center,acute care hospitals,881,82,24
fayette medical center,acute care hospitals,882,82,24
fayette medical center,acute care hospitals,883,82,24
fayette medical center,acute care hospitals,884,82,24
fayette medical center,acute care hospitals,885,82,24
fayette medical center,acute care hospitals,886,82,24
fayette medical center,acute care hospitals,887,82,24
fayette medical center,acute care hospitals,888,82,24
fayette medical center,acute care hospitals,889,82,24
fayette medical center,acute care hospitals,890,82,24
fayette medical center,acute care hospitals,891,82,24
fayette medical center,acute care hospitals,892,82,24
fayette medical center,acute care hospitals,893,82,24
fayette medical center,acute care hospitals,894,82,24
fayette medical center,acute care hospitals,895,82,24
fayette medical center,acute care hospitals,896,82,24
fayette medical center,acute care hospitals,897,82,24
fayette medical center,acute care hospitals,898,82,24
fayette medical center,acute care hospitals,899,82,24
fayette medical center,acute care hospitals,900,82,24
fayette medical center,acute care hospitals,901,82,24
riverview regional medical center,acutexcarexhospitals,902,83,1
rivxrvixw rxgional mxdical cxntxr,acute care hospitals,903,84,1
riverview regional medical center,acute care hospitals,904,85,23
riverview regional medical center,acute care hospitals,905,85,23
riverview regional medical center,acute care hospitals,906,85,23
riverview regional medical center,acute care hospitals,907,85,23
riverview regional medical center,acute care hospitals,908,85,23
riverview regional medical center,acute care hospitals,909,85,23
riverview regional medical center,acute care hospitals,910,85,23
riverview regional medical center,acute care hospitals,911,85,23
riverview regional medical center,acute care hospitals,912,85,23
riverview regional medical center,acute care hospitals,913,85,23
riverview regional medical center,acute care hospitals,914,85,23
riverview regional medical center,acute care hospitals,915,85,23
riverview regional medical center,acute care hospitals,916,85,23
riverview regional medical center,acute care hospitals,917,85,23
riverview regional medical center,acute care hospitals,918,85,23
riverview regional medical center,acute care hospitals,919,85,23
riverview regional medical center,acute care hospitals,920,85,23
xivexview xegional medical centex,acute care hospitals,921,86,1
riverview rexional medical center,acute care hospitals,922,87,1
riverview regional medical center,acute care hospitals,923,85,23
riverview regional medical center,acute care hospitals,924,85,23
riverview regional medical center,acute care hospitals,925,85,23
riverview regional medical center,acuxe care hospixals,926,88,1
riverview regional medical center,acute care hospitals,927,85,23
riverview regional medical center,acute care hospitals,928,85,23
riverview regional medical center,acute care hospitals,929,85,23
georgiana hospital,acute care hospitals,930,89,23
georgiana hospital,acute care hospitals,931,89,23
georgiana hospital,acute care hospitals,932,89,23
georgiana hospital,acute care hospitals,933,89,23
georgiana hospital,acute care hospitals,934,89,23
georgiana hospital,acute care hospitals,935,89,23
georgiana hospital,acute care hospitals,936,89,23
georgiana hospital,acute care hospitals,937,89,23
georgiaxa hospital,acute care hospitals,938,90,1
georgiana hospital,acute care hospitals,939,89,23
georgiana hospital,acute care hospitals,940,89,23
georgiana hospital,acute care hospitals,941,89,23
georgiana hospital,acute care hospitals,942,89,23
georgiana hospital,acute care hospitals,943,89,23
georgiana hospital,acute care hospitals,944,89,23
georgiana hospital,acute care hospitals,945,89,23
georgiana hospital,acute care hospitals,946,89,23
georgiana hospital,acute care hospitals,947,89,23
georgiana hospital,acute care hospitals,948,89,23
georgiana hospital,acute care hosxitals,949,91,1
georgiana hospital,acute care hospitals,950,89,23
georgiana hospital,acute care hospitals,951,89,23
georgiana hospital,acute care hospitals,952,89,23
georgiana hospital,acute care hospitals,953,89,23
georgiana hospital,acute care hospitals,954,89,23
medical center enterprise,acute care hospitals,955,92,21
medixal xenter enterprise,acute xare hospitals,956,93,1
medical center enterprise,acute care hospitals,957,92,21
medical center enterprise,acute care hospitals,958,92,21
medical center enterprise,acute care hospitals,959,92,21
medical center enterprise,acute care hospitals,960,92,21
medical center enterprise,acute care hospitals,961,92,21
medxcal center enterprxse,acute care hospitals,962,94,1
medical center enterprise,acute care hospitals,963,92,21
medical center enterprise,acutexcarexhospitals,964,95,2
medical center enterprise,acute care hospitals,965,92,21
medical center enterprise,acute care hospitals,966,92,21
medical center enterprise,acute care hospitals,967,92,21
medical center enterprise,acute care hospitals,968,92,21
medical center enterprise,acute care hospitals,969,92,21
medical center enterprise,acute care hospitals,970,92,21
medical center enterprise,acute care hospitals,971,92,21
medical center enterprise,acute care hospitals,972,92,21
medical center enterprise,acute care hospitals,973,92,21
medical center enterprise,acute care hospitals,974,92,21
medical center enterprise,acute care hospitals,975,92,21
medical center enterprise,acutexcarexhospitals,976,95,2
medical center enterprise,acute care hospitals,977,92,21
medical center enterprise,acute care hospitals,978,92,21
medical center enterprise,acute care hospitals,979,92,21
st vincents blount,acute care hospitals,980,96,19
st vincents blount,acute care hospitals,981,96,19
st vincents blount,acute care hospitals,982,96,19
st vincents blount,acute care hospitals,983,96,19
st vincents blount,acute care hospitals,984,96,19
st vincents blount,acute care hospitals,985,96,19
st vincents blount,acute care hospitals,986,96,19
st vincents bxount,acute care hospitals,987,97,1
st vincents blount,acute care hospitals,988,96,19
st vincents blount,acute care hospitals,989,96,19
st vincents blount,acute care hospitals,990,96,19
st vincents blount,acute care hospitals,991,96,19
st vincents blount,acute care hospitals,992,96,19
st vincents blount,acute care hospitals,993,96,19
st vincents blount,acute care hospitals,994,96,19
st vincents blount,acute care hospitals,995,96,19
st vincents blount,acute care hospitals,996,96,19
st vincents blount,acute care hospitals,997,96,19
st vincents blount,acute care hospitals,998,96,19
st vincents blount,acute care hospitals,999,96,19
