ounces,brewery_id,original_index,unique_index,count
12.0 oz,160,858,498,4
12.0 ounce,105,859,500,2
12.0 oz.,105,860,501,1
12.0 oz. Alumi-Tek,105,861,502,1
12.0 ounce,105,862,500,2
12.0 oz.,253,863,503,1
12.0 oz. Alumi-Tek,253,864,504,1
12.0 ounce,253,865,505,1
12.0 oz. Alumi-Tek,66,866,506,1
12.0 oz.,66,867,507,4
12.0 oz.,66,868,507,4
12.0 oz.,66,869,507,4
12.0 oz.,66,870,507,4
12.0 ounce,66,871,508,2
12.0 oz,66,872,509,1
12.0 ounce,66,873,508,2
12.0 ounce,460,874,510,2
12.0 oz,460,875,511,4
12.0 ounce,460,876,510,2
12.0 oz,460,877,511,4
12.0 oz,460,878,511,4
12.0 oz.,460,879,512,1
12.0 oz,460,880,511,4
12.0 oz.,433,881,513,2
12.0 oz,433,882,514,1
12.0 oz.,433,883,513,2
16.0 oz. Alumi-Tek,180,884,515,1
12.0 OZ.,347,885,516,1
12.0 oz.,228,886,517,1
12.0 ounce,228,887,518,2
12.0 ounce,228,888,518,2
12.0 oz,106,889,519,1
16.0 oz,240,890,520,4
12.0 OZ.,240,891,521,1
16.0 oz.,240,892,522,7
16.0 oz.,240,893,522,7
16.0 oz,240,894,520,4
16.0 oz.,240,895,522,7
16.0 ounce,240,896,523,2
16.0 oz,240,897,520,4
12.0 oz,240,898,524,1
16.0 oz,240,899,520,4
16.0 oz.,240,900,522,7
16.0 oz.,240,901,522,7
16.0 oz.,240,902,522,7
16.0 oz.,240,903,522,7
16.0 ounce,240,904,523,2
16.0 ounce,39,905,525,1
12.0 ounce,464,906,526,1
12.0 oz.,464,907,527,1
12.0 oz.,478,908,528,2
12.0 oz,478,909,529,1
12.0 oz.,478,910,528,2
12.0 ounce,478,911,530,2
12.0 ounce,478,912,530,2
12.0 OZ.,194,913,531,1
12.0 oz.,196,914,532,1
16.0 oz.,88,915,533,1
12.0 oz.,88,916,534,2
16.0 oz,88,917,535,1
12.0 ounce,88,918,536,1
12.0 oz.,88,919,534,2
12.0 ounce,420,920,537,1
12.0 oz.,536,921,538,3
12.0 oz.,536,922,538,3
12.0 oz. Silo Can,536,923,539,1
12.0 oz.,536,924,538,3
12.0 oz.,213,925,540,3
12.0 oz.,213,926,540,3
12.0 oz.,213,927,540,3
16.0 oz.,165,928,541,11
16.0 OZ.,165,929,542,2
16.0 oz,165,930,543,7
16.0 oz.,165,931,541,11
16.0 oz,165,932,543,7
16.0 oz.,165,933,541,11
16.0 oz.,165,934,541,11
16.0 oz.,165,935,541,11
16.0 OZ.,165,936,542,2
16.0 oz.,165,937,541,11
16.0 oz.,165,938,541,11
16.0 oz.,165,939,541,11
16.0 oz,165,940,543,7
16.0 oz,165,941,543,7
16.0 oz,165,942,543,7
16.0 oz.,165,943,541,11
16.0 oz,165,944,543,7
16.0 oz.,165,945,541,11
16.0 oz.,165,946,541,11
16.0 oz,165,947,543,7
12.0 oz,6,948,544,3
12.0 oz,6,949,544,3
12.0 oz.,6,950,545,3
12.0 ounce,6,951,546,2
12.0 oz,6,952,544,3
12.0 oz.,6,953,545,3
12.0 ounce,6,954,546,2
12.0 OZ.,6,955,547,1
12.0 oz.,6,956,545,3
24.0 oz.,543,957,548,1
12.0 ounce,543,958,549,1
12.0 ounce,269,959,550,1
12.0 oz,269,960,551,1
12.0 oz,365,961,552,1
16.0 ounce,365,962,553,3
12.0 ounce,365,963,554,1
12.0 oz.,365,964,555,2
12.0 oz.,365,965,555,2
16.0 ounce,365,966,553,3
16.0 OZ.,365,967,556,1
16.0 oz.,365,968,557,6
16.0 oz. Alumi-Tek,365,969,558,1
16.0 oz.,365,970,557,6
16.0 oz.,365,971,557,6
16.0 ounce,365,972,553,3
16.0 oz,365,973,559,3
16.0 oz.,365,974,557,6
16.0 oz.,365,975,557,6
16.0 oz.,365,976,557,6
16.0 oz,365,977,559,3
16.0 oz,365,978,559,3
12.0 oz.,466,979,560,1
12.0 ounce,156,980,561,2
12.0 ounce,156,981,561,2
16.0 ounce,86,982,562,1
12.0 oz,86,983,563,1
16.0 oz. Alumi-Tek,379,984,564,1
12.0 oz.,379,985,565,3
16.0 ounce,379,986,566,2
16.0 ounce,379,987,566,2
16.0 OZ.,379,988,567,1
12.0 oz.,379,989,565,3
12.0 oz.,379,990,565,3
16.0 oz.,124,991,568,1
16.0 ounce,124,992,569,5
16.0 ounce,124,993,569,5
16.0 ounce,124,994,569,5
16.0 ounce,124,995,569,5
16.0 OZ.,124,996,570,1
16.0 ounce,124,997,569,5
12.0 oz,124,998,571,1
16.0 oz,124,999,572,1
12.0 oz.,144,1000,573,1
12.0 oz,290,1001,574,1
12.0 ounce,290,1002,575,1
16.0 oz.,327,1003,576,4
16.0 oz.,327,1004,576,4
16.0 oz.,327,1005,576,4
16.0 oz,327,1006,577,4
16.0 oz,327,1007,577,4
16.0 oz.,327,1008,576,4
16.0 oz,327,1009,577,4
16.0 oz,327,1010,577,4
12.0 oz. Alumi-Tek,248,1011,578,1
12.0 oz,248,1012,579,1
12.0 oz. Alumi-Tek,476,1013,580,1
12.0 oz,476,1014,581,1
16.0 oz.,343,1015,582,1
12.0 oz,343,1016,583,1
12.0 ounce,343,1017,584,1
12.0 oz,234,1018,585,3
12.0 ounce,234,1019,586,3
12.0 oz.,234,1020,587,5
12.0 oz.,234,1021,587,5
12.0 ounce,234,1022,586,3
12.0 oz.,234,1023,587,5
12.0 oz.,234,1024,587,5
12.0 ounce,234,1025,586,3
12.0 oz,234,1026,585,3
12.0 oz.,234,1027,587,5
12.0 OZ.,234,1028,588,1
12.0 oz,234,1029,585,3
12.0 oz.,535,1030,589,2
12.0 oz.,535,1031,589,2
12.0 ounce,204,1032,590,2
12.0 oz,204,1033,591,1
19.2 oz.,204,1034,592,1
12.0 ounce,204,1035,590,2
19.2 oz,204,1036,593,1
16.0 oz.,280,1037,594,1
16.0 oz,280,1038,595,1
16.0 ounce,280,1039,596,1
12.0 oz,479,1040,597,2
12.0 oz,479,1041,597,2
12.0 OZ.,479,1042,598,1
16.0 OZ.,423,1043,599,1
16.0 oz,423,1044,600,2
16.0 oz,423,1045,600,2
12.0 ounce,168,1046,601,1
12.0 oz. Alumi-Tek,168,1047,602,1
12.0 oz,500,1048,603,1
12.0 oz.,500,1049,604,1
12.0 ounce,500,1050,605,1
16.0 oz. Alumi-Tek,362,1051,606,1
16.0 oz.,362,1052,607,3
16.0 oz.,362,1053,607,3
16.0 oz.,362,1054,607,3
16.0 oz,362,1055,608,1
16.0 oz.,349,1056,609,1
12.0 oz.,297,1057,610,1
12.0 ounce,297,1058,611,1
12.0 oz,297,1059,612,1
12.0 oz,198,1060,613,1
12.0 oz.,198,1061,614,6
12.0 oz.,198,1062,614,6
12.0 oz.,198,1063,614,6
12.0 ounce,198,1064,615,1
12.0 oz.,198,1065,614,6
12.0 oz.,198,1066,614,6
12.0 oz.,198,1067,614,6
12.0 oz,395,1068,616,1
12.0 oz.,395,1069,617,2
12.0 oz.,395,1070,617,2
12.0 ounce,395,1071,618,1
12.0 oz.,136,1072,619,1
16.0 oz,80,1073,620,11
16.0 oz,80,1074,620,11
16.0 ounce,80,1075,621,6
16.0 oz.,80,1076,622,5
16.0 ounce,80,1077,621,6
16.0 ounce,80,1078,621,6
16.0 ounce,80,1079,621,6
16.0 oz,80,1080,620,11
16.0 ounce,80,1081,621,6
16.0 oz,80,1082,620,11
16.0 oz. Alumi-Tek,80,1083,623,1
16.0 oz,80,1084,620,11
16.0 oz,80,1085,620,11
16.0 oz,80,1086,620,11
16.0 oz,80,1087,620,11
16.0 oz.,80,1088,622,5
16.0 oz.,80,1089,622,5
16.0 oz.,80,1090,622,5
16.0 oz,80,1091,620,11
16.0 ounce,80,1092,621,6
16.0 oz,80,1093,620,11
16.0 oz,80,1094,620,11
16.0 oz.,80,1095,622,5
12.0 oz.,120,1096,624,2
12.0 oz.,120,1097,624,2
16.0 oz.,120,1098,625,1
12.0 oz.,445,1099,626,2
12.0 oz.,445,1100,626,2
12.0 oz,277,1101,627,2
12.0 ounce,277,1102,628,3
12.0 ounce,277,1103,628,3
12.0 oz.,277,1104,629,1
12.0 ounce,277,1105,628,3
12.0 oz,277,1106,627,2
12.0 oz,140,1107,630,1
12.0 oz.,140,1108,631,1
12.0 oz. Alumi-Tek,140,1109,632,1
12.0 oz,23,1110,633,1
12.0 oz.,242,1111,634,2
12.0 oz.,242,1112,634,2
12.0 oz.,527,1113,635,1
12.0 oz,527,1114,636,2
12.0 oz,527,1115,636,2
12.0 oz,123,1116,637,1
16.0 oz.,316,1117,638,1
16.0 oz,2,1118,639,1
12.0 OZ.,2,1119,640,1
16.0 oz.,2,1120,641,1
12.0 ounce,2,1121,642,1
12.0 oz. Alumi-Tek,2,1122,643,1
12.0 OZ.,416,1123,644,1
12.0 oz.,416,1124,645,1
12.0 oz.,312,1125,646,1
12.0 ounce,92,1126,647,3
12.0 ounce,92,1127,647,3
12.0 oz.,92,1128,648,1
12.0 oz,92,1129,649,1
12.0 ounce,92,1130,647,3
12.0 oz.,114,1131,650,1
12.0 ounce,32,1132,651,1
12.0 oz.,32,1133,652,2
12.0 oz,32,1134,653,2
12.0 OZ.,32,1135,654,1
12.0 oz.,32,1136,652,2
12.0 oz,32,1137,653,2
12.0 ounce,233,1138,655,1
12.0 oz,233,1139,656,3
12.0 oz,233,1140,656,3
12.0 oz,233,1141,656,3
12.0 oz. Alumi-Tek,208,1142,657,1
12.0 oz.,208,1143,658,1
12.0 oz.,125,1144,659,5
12.0 oz.,125,1145,659,5
12.0 oz.,125,1146,659,5
12.0 ounce,125,1147,660,2
12.0 ounce,125,1148,660,2
12.0 oz. Alumi-Tek,125,1149,661,1
12.0 OZ.,125,1150,662,1
12.0 oz.,125,1151,659,5
12.0 oz.,125,1152,659,5
12.0 oz,125,1153,663,1
12.0 oz.,342,1154,664,1
12.0 oz,342,1155,665,1
12.0 ounce,342,1156,666,1
12.0 oz,458,1157,667,2
12.0 ounce,458,1158,668,1
12.0 oz. Alumi-Tek,458,1159,669,1
12.0 oz,458,1160,667,2
16.0 oz.,510,1161,670,4
16.0 ounce,510,1162,671,2
16.0 oz.,510,1163,670,4
16.0 oz.,510,1164,670,4
16.0 ounce,510,1165,671,2
16.0 oz.,510,1166,670,4
12.0 oz.,84,1167,672,3
12.0 oz.,84,1168,672,3
12.0 oz.,84,1169,672,3
12.0 oz,84,1170,673,3
12.0 oz. Alumi-Tek,84,1171,674,1
12.0 oz,84,1172,673,3
12.0 oz,84,1173,673,3
12.0 oz.,102,1174,675,3
12.0 oz.,102,1175,675,3
12.0 OZ.,102,1176,676,1
12.0 oz. Alumi-Tek,102,1177,677,1
12.0 oz.,102,1178,675,3
16.0 ounce,87,1179,678,1
16.0 oz.,87,1180,679,1
24.0 oz.,439,1181,680,1
16.0 oz,439,1182,681,1
12.0 oz.,439,1183,682,1
12.0 oz,439,1184,683,1
12.0 oz.,505,1185,684,1
16.0 oz.,354,1186,685,1
16.0 oz.,332,1187,686,1
16.0 ounce,332,1188,687,1
12.0 oz.,545,1189,688,2
12.0 oz.,545,1190,688,2
12.0 ounce,59,1191,689,3
12.0 ounce,59,1192,689,3
12.0 oz,59,1193,690,1
12.0 ounce,59,1194,689,3
12.0 oz,218,1195,691,2
12.0 ounce,218,1196,692,1
12.0 oz,218,1197,691,2
12.0 oz. Alumi-Tek,345,1198,693,1
12.0 oz.,345,1199,694,1
16.0 oz,406,1200,695,1
12.0 oz.,537,1201,696,3
12.0 oz.,537,1202,696,3
12.0 oz,537,1203,697,1
12.0 oz.,537,1204,696,3
12.0 OZ.,537,1205,698,1
16.0 ounce,244,1206,699,1
16.0 oz.,244,1207,700,1
12.0 oz,298,1208,701,2
12.0 oz,298,1209,701,2
12.0 oz.,298,1210,702,2
12.0 oz.,298,1211,702,2
12.0 oz.,104,1212,703,1
12.0 oz,149,1213,704,1
16.0 oz,149,1214,705,1
12.0 oz.,149,1215,706,1
12.0 ounce,149,1216,707,2
12.0 ounce,149,1217,707,2
12.0 oz,268,1218,708,1
12.0 oz.,268,1219,709,1
16.0 ounce,268,1220,710,1
12.0 OZ.,268,1221,711,1
12.0 ounce,268,1222,712,1
16.0 oz,41,1223,713,2
16.0 oz,41,1224,713,2
16.0 OZ.,41,1225,714,1
16.0 oz.,41,1226,715,1
12.0 oz,430,1227,716,1
12.0 oz.,430,1228,717,1
16.0 oz.,377,1229,718,1
16.0 ounce,456,1230,719,2
16.0 oz.,456,1231,720,1
16.0 ounce,456,1232,719,2
12.0 oz. Silo Can,245,1233,721,1
12.0 oz.,245,1234,722,1
12.0 oz. Alumi-Tek,158,1235,723,1
12.0 oz.,158,1236,724,1
12.0 ounce,158,1237,725,1
12.0 oz. Silo Can,158,1238,726,1
12.0 oz,485,1239,727,2
12.0 oz,485,1240,727,2
12.0 ounce,400,1241,728,1
12.0 oz,400,1242,729,1
12.0 oz.,91,1243,730,4
12.0 oz,91,1244,731,1
12.0 ounce,91,1245,732,3
16.0 OZ.,91,1246,733,1
12.0 oz.,91,1247,730,4
12.0 oz.,91,1248,730,4
12.0 ounce,91,1249,732,3
12.0 ounce,91,1250,732,3
12.0 oz.,91,1251,730,4
16.0 OZ.,303,1252,734,1
12.0 oz.,303,1253,735,1
12.0 ounce,303,1254,736,1
12.0 oz.,534,1255,737,2
12.0 oz.,534,1256,737,2
12.0 ounce,534,1257,738,2
12.0 ounce,534,1258,738,2
12.0 oz.,356,1259,739,3
12.0 oz.,356,1260,739,3
12.0 oz.,356,1261,739,3
12.0 ounce,356,1262,740,3
12.0 ounce,356,1263,740,3
12.0 oz,356,1264,741,3
12.0 oz,356,1265,741,3
12.0 oz,356,1266,741,3
12.0 ounce,356,1267,740,3
12.0 ounce,346,1268,742,3
12.0 ounce,346,1269,742,3
12.0 ounce,346,1270,742,3
12.0 oz,346,1271,743,1
12.0 OZ.,346,1272,744,1
12.0 oz,443,1273,745,1
12.0 oz.,443,1274,746,1
16.0 oz,317,1275,747,2
16.0 ounce,317,1276,748,1
16.0 oz,317,1277,747,2
16.0 oz.,317,1278,749,2
16.0 oz.,317,1279,749,2
16.0 oz,161,1280,750,1
16.0 OZ.,161,1281,751,2
16.0 oz.,161,1282,752,2
16.0 OZ.,161,1283,751,2
12.0 oz,161,1284,753,1
16.0 oz.,161,1285,752,2
12.0 ounce,161,1286,754,1
12.0 oz.,161,1287,755,1
12.0 oz.,299,1288,756,3
12.0 ounce,299,1289,757,2
16.0 ounce,299,1290,758,1
12.0 OZ.,299,1291,759,1
12.0 oz,299,1292,760,4
12.0 oz.,299,1293,756,3
12.0 ounce,299,1294,757,2
12.0 oz,299,1295,760,4
12.0 oz,299,1296,760,4
12.0 oz. Alumi-Tek,299,1297,761,1
12.0 oz,299,1298,760,4
12.0 oz.,299,1299,756,3
16.0 oz,299,1300,762,1
12.0 oz,375,1301,763,5
12.0 oz. Alumi-Tek,375,1302,764,2
12.0 oz. Alumi-Tek,375,1303,764,2
12.0 oz.,375,1304,765,3
12.0 oz,375,1305,763,5
12.0 oz.,375,1306,765,3
12.0 oz,375,1307,763,5
12.0 OZ.,375,1308,766,1
12.0 ounce,375,1309,767,1
12.0 oz,375,1310,763,5
12.0 oz.,375,1311,765,3
12.0 oz,375,1312,763,5
12.0 ounce,448,1313,768,1
12.0 oz.,448,1314,769,2
12.0 oz.,448,1315,769,2
16.0 OZ.,254,1316,770,1
16.0 oz.,254,1317,771,1
16.0 ounce,254,1318,772,1
19.2 oz,203,1319,773,1
12.0 OZ.,203,1320,774,1
12.0 oz.,203,1321,775,2
12.0 oz.,203,1322,775,2
12.0 oz,203,1323,776,1
12.0 ounce,203,1324,777,1
12.0 oz,393,1325,778,2
12.0 ounce,393,1326,779,1
12.0 oz.,393,1327,780,1
12.0 oz,393,1328,778,2
12.0 oz.,552,1329,781,1
12.0 oz.,223,1330,782,4
12.0 oz.,223,1331,782,4
12.0 oz.,223,1332,782,4
12.0 ounce,223,1333,783,1
12.0 oz.,223,1334,782,4
16.0 oz.,3,1335,784,3
16.0 oz.,3,1336,784,3
16.0 ounce,3,1337,785,1
16.0 oz.,3,1338,784,3
16.0 oz,3,1339,786,1
16.0 OZ.,3,1340,787,1
24.0 ounce,65,1341,788,3
24.0 oz,65,1342,789,3
24.0 ounce,65,1343,788,3
24.0 oz,65,1344,789,3
24.0 oz.,65,1345,790,1
24.0 oz. Alumi-Tek,65,1346,791,1
24.0 oz,65,1347,789,3
24.0 ounce,65,1348,788,3
12.0 ounce,363,1349,792,1
12.0 oz. Alumi-Tek,363,1350,793,1
16.0 oz.,440,1351,794,2
16.0 oz.,440,1352,794,2
16.0 OZ.,440,1353,795,1
16.0 ounce,284,1354,796,2
16.0 oz.,284,1355,797,3
16.0 oz.,284,1356,797,3
16.0 oz,284,1357,798,2
16.0 ounce,284,1358,796,2
16.0 oz.,284,1359,797,3
16.0 oz,284,1360,798,2
24.0 oz.,134,1361,799,2
16.0 ounce,134,1362,800,1
12.0 oz.,134,1363,801,4
12.0 ounce,134,1364,802,1
16.0 oz.,134,1365,803,2
12.0 oz.,134,1366,801,4
16.0 oz.,134,1367,803,2
12.0 oz. Alumi-Tek,134,1368,804,1
12.0 oz.,134,1369,801,4
24.0 oz.,134,1370,799,2
12.0 oz.,134,1371,801,4
12.0 OZ.,134,1372,805,2
12.0 OZ.,134,1373,805,2
32.0 oz. Alumi-Tek,98,1374,806,1
32.0 OZ.,98,1375,807,1
32.0 oz.,98,1376,808,2
32.0 oz.,98,1377,808,2
16.0 OZ.,399,1378,809,1
16.0 oz.,399,1379,810,2
16.0 ounce,399,1380,811,1
16.0 oz.,399,1381,810,2
24.0 ounce,547,1382,812,1
24.0 oz. Alumi-Tek,547,1383,813,1
12.0 oz.,189,1384,814,1
16.0 oz.,209,1385,815,4
16.0 oz.,209,1386,815,4
16.0 ounce,209,1387,816,4
16.0 ounce,209,1388,816,4
16.0 oz.,209,1389,815,4
16.0 ounce,209,1390,816,4
16.0 oz.,209,1391,815,4
16.0 ounce,209,1392,816,4
12.0 oz,549,1393,817,1
16.0 OZ.,514,1394,818,1
16.0 ounce,514,1395,819,1
16.0 oz,514,1396,820,1
12.0 oz.,276,1397,821,1
12.0 ounce,276,1398,822,1
12.0 ounce,326,1399,823,1
12.0 oz.,326,1400,824,2
12.0 oz,326,1401,825,2
12.0 oz.,326,1402,824,2
12.0 oz,326,1403,825,2
12.0 oz,111,1404,826,1
12.0 oz,540,1405,827,1
12.0 oz.,540,1406,828,1
12.0 oz,188,1407,829,1
12.0 ounce,188,1408,830,1
16.0 oz.,260,1409,831,1
12.0 ounce,507,1410,832,2
12.0 oz.,507,1411,833,2
12.0 ounce,507,1412,832,2
12.0 oz.,507,1413,833,2
12.0 OZ.,507,1414,834,1
12.0 ounce,366,1415,835,2
12.0 ounce,366,1416,835,2
12.0 oz.,366,1417,836,1
12.0 oz,366,1418,837,1
12.0 OZ.,366,1419,838,1
16.0 oz,143,1420,839,2
16.0 oz.,143,1421,840,4
16.0 oz.,143,1422,840,4
16.0 ounce,143,1423,841,2
12.0 oz.,143,1424,842,1
16.0 ounce,143,1425,841,2
16.0 oz.,143,1426,840,4
16.0 oz,143,1427,839,2
16.0 oz.,143,1428,840,4
16.0 oz. Alumi-Tek,143,1429,843,1
16.0 oz.,387,1430,844,3
16.0 oz,387,1431,845,2
16.0 oz,387,1432,845,2
16.0 ounce,387,1433,846,1
16.0 oz.,387,1434,844,3
16.0 oz.,387,1435,844,3
12.0 oz,337,1436,847,2
12.0 ounce,337,1437,848,2
12.0 ounce,337,1438,848,2
12.0 oz,337,1439,847,2
12.0 oz. Alumi-Tek,337,1440,849,1
12.0 ounce,325,1441,850,1
12.0 oz.,325,1442,851,1
12.0 oz.,82,1443,852,9
12.0 ounce,82,1444,853,3
12.0 oz,82,1445,854,1
12.0 oz.,82,1446,852,9
12.0 oz.,82,1447,852,9
12.0 oz.,82,1448,852,9
16.0 ounce,82,1449,855,1
12.0 oz.,82,1450,852,9
12.0 oz.,82,1451,852,9
12.0 oz.,82,1452,852,9
12.0 oz.,82,1453,852,9
16.0 oz,82,1454,856,1
16.0 oz.,82,1455,857,2
16.0 oz.,82,1456,857,2
12.0 oz.,82,1457,852,9
12.0 ounce,82,1458,853,3
12.0 ounce,82,1459,853,3
12.0 oz.,410,1460,858,3
12.0 oz.,410,1461,858,3
12.0 ounce,410,1462,859,3
12.0 OZ.,410,1463,860,2
12.0 oz.,410,1464,858,3
12.0 ounce,410,1465,859,3
16.0 oz.,410,1466,861,2
16.0 oz.,410,1467,861,2
12.0 oz,410,1468,862,1
12.0 ounce,410,1469,859,3
12.0 OZ.,410,1470,860,2
12.0 oz.,174,1471,863,1
16.0 oz.,174,1472,864,3
16.0 oz.,174,1473,864,3
16.0 oz.,174,1474,864,3
12.0 OZ.,174,1475,865,1
12.0 oz,174,1476,866,1
12.0 oz. Alumi-Tek,241,1477,867,2
12.0 oz.,241,1478,868,1
12.0 oz. Alumi-Tek,241,1479,867,2
12.0 oz,518,1480,869,1
12.0 ounce,518,1481,870,1
12.0 oz,238,1482,871,1
12.0 oz,495,1483,872,1
12.0 oz.,495,1484,873,2
12.0 oz.,495,1485,873,2
16.0 oz,305,1486,874,1
16.0 oz.,359,1487,875,2
16.0 oz.,359,1488,875,2
12.0 ounce,431,1489,876,1
12.0 oz.,431,1490,877,1
12.0 oz,431,1491,878,2
12.0 oz,431,1492,878,2
16.0 ounce,0,1493,879,1
16.0 oz,0,1494,880,2
16.0 oz.,0,1495,881,3
16.0 oz.,0,1496,881,3
16.0 oz,0,1497,880,2
16.0 oz.,0,1498,881,3
16.0 oz.,293,1499,882,1
16.0 oz.,450,1500,883,2
16.0 oz.,450,1501,883,2
12.0 ounce,529,1502,884,1
12.0 oz.,529,1503,885,1
12.0 ounce,271,1504,886,1
12.0 oz.,271,1505,887,1
12.0 ounce,442,1506,888,1
12.0 oz,442,1507,889,1
12.0 oz.,442,1508,890,1
12.0 ounce,150,1509,891,2
12.0 oz,150,1510,892,2
12.0 oz,150,1511,892,2
12.0 ounce,150,1512,891,2
16.0 oz,184,1513,893,1
12.0 oz.,184,1514,894,1
12.0 OZ.,184,1515,895,1
12.0 oz,184,1516,896,1
16.0 ounce,200,1517,897,3
16.0 ounce,200,1518,897,3
16.0 oz,200,1519,898,1
16.0 ounce,200,1520,897,3
12.0 oz.,148,1521,899,3
12.0 oz.,148,1522,899,3
12.0 oz,148,1523,900,3
12.0 oz.,148,1524,899,3
12.0 oz,148,1525,900,3
12.0 ounce,148,1526,901,1
12.0 oz,148,1527,900,3
16.0 oz,471,1528,902,3
16.0 oz.,471,1529,903,2
16.0 oz,471,1530,902,3
16.0 ounce,471,1531,904,1
16.0 oz,471,1532,902,3
16.0 oz.,471,1533,903,2
16.0 oz.,301,1534,905,4
16.0 oz.,301,1535,905,4
16.0 oz.,301,1536,905,4
16.0 oz,301,1537,906,3
16.0 ounce,301,1538,907,2
16.0 oz.,301,1539,905,4
16.0 OZ.,301,1540,908,1
16.0 oz,301,1541,906,3
16.0 ounce,301,1542,907,2
16.0 oz,301,1543,906,3
16.0 oz.,390,1544,909,3
16.0 oz.,390,1545,909,3
16.0 oz,390,1546,910,2
16.0 oz.,390,1547,909,3
16.0 oz,390,1548,910,2
12.0 oz.,216,1549,911,1
12.0 ounce,216,1550,912,1
12.0 oz,166,1551,913,5
19.2 oz. Alumi-Tek,166,1552,914,1
16.0 oz,166,1553,915,3
32.0 oz.,166,1554,916,1
12.0 ounce,166,1555,917,8
16.0 ounce,166,1556,918,3
12.0 oz. Alumi-Tek,166,1557,919,1
12.0 ounce,166,1558,917,8
12.0 OZ.,166,1559,920,2
12.0 oz,166,1560,913,5
19.2 OZ.,166,1561,921,2
19.2 oz.,166,1562,922,1
16.0 ounce,166,1563,918,3
19.2 OZ.,166,1564,921,2
16.0 oz,166,1565,915,3
12.0 ounce,166,1566,917,8
12.0 oz,166,1567,913,5
12.0 oz,166,1568,913,5
12.0 oz.,166,1569,923,4
12.0 ounce,166,1570,917,8
16.0 oz.,166,1571,924,2
16.0 oz,166,1572,915,3
16.0 oz.,166,1573,924,2
12.0 ounce,166,1574,917,8
16.0 ounce,166,1575,918,3
12.0 ounce,166,1576,917,8
12.0 oz.,166,1577,923,4
12.0 ounce,166,1578,917,8
12.0 OZ.,166,1579,920,2
12.0 ounce,166,1580,917,8
12.0 oz.,166,1581,923,4
12.0 oz,166,1582,913,5
12.0 oz.,166,1583,923,4
12.0 oz.,503,1584,925,7
12.0 oz.,503,1585,925,7
12.0 oz.,503,1586,925,7
12.0 oz.,503,1587,925,7
12.0 oz.,503,1588,925,7
12.0 oz,503,1589,926,4
12.0 ounce,503,1590,927,2
12.0 oz.,503,1591,925,7
12.0 oz,503,1592,926,4
12.0 oz.,503,1593,925,7
12.0 oz,503,1594,926,4
12.0 oz,503,1595,926,4
12.0 ounce,503,1596,927,2
12.0 OZ.,389,1597,928,1
12.0 oz,389,1598,929,2
16.0 oz,389,1599,930,1
12.0 oz,389,1600,929,2
19.2 oz.,389,1601,931,1
12.0 oz.,389,1602,932,1
12.0 oz,275,1603,933,1
12.0 oz,261,1604,934,1
12.0 oz.,259,1605,935,1
12.0 oz. Alumi-Tek,341,1606,936,1
12.0 oz,341,1607,937,1
16.0 ounce,441,1608,938,3
16.0 ounce,441,1609,938,3
16.0 oz.,441,1610,939,2
16.0 ounce,441,1611,938,3
16.0 oz.,441,1612,939,2
12.0 oz.,307,1613,940,3
12.0 oz,307,1614,941,2
12.0 oz,307,1615,941,2
12.0 oz.,307,1616,940,3
12.0 oz.,307,1617,940,3
12.0 ounce,468,1618,942,1
12.0 OZ.,266,1619,943,1
12.0 oz.,266,1620,944,1
12.0 ounce,187,1621,945,1
12.0 oz.,187,1622,946,1
12.0 oz.,205,1623,947,1
12.0 ounce,205,1624,948,2
12.0 ounce,205,1625,948,2
12.0 oz,205,1626,949,1
12.0 oz,13,1627,950,1
12.0 oz.,13,1628,951,4
12.0 oz.,13,1629,951,4
12.0 ounce,13,1630,952,1
12.0 oz.,13,1631,951,4
12.0 oz.,13,1632,951,4
12.0 OZ.,470,1633,953,1
12.0 ounce,470,1634,954,2
12.0 oz. Alumi-Tek,470,1635,955,1
12.0 oz,470,1636,956,3
12.0 ounce,470,1637,954,2
12.0 oz,470,1638,956,3
12.0 oz,470,1639,956,3
16.0 oz.,11,1640,957,3
16.0 oz.,11,1641,957,3
16.0 oz.,11,1642,957,3
16.0 oz. Alumi-Tek,11,1643,958,1
12.0 oz.,157,1644,959,1
16.0 oz.,355,1645,960,1
16.0 oz,355,1646,961,1
12.0 oz.,355,1647,962,1
12.0 oz.,310,1648,963,1
12.0 ounce,310,1649,964,1
16.0 oz,314,1650,965,3
16.0 ounce,314,1651,966,3
16.0 oz.,314,1652,967,2
16.0 oz.,314,1653,967,2
16.0 oz,314,1654,965,3
16.0 oz,314,1655,965,3
16.0 ounce,314,1656,966,3
16.0 ounce,314,1657,966,3
16.0 oz.,52,1658,968,1
12.0 oz.,324,1659,969,1
12.0 ounce,324,1660,970,1
16.0 oz,370,1661,971,2
16.0 oz,370,1662,971,2
16.0 ounce,370,1663,972,1
12.0 OZ.,147,1664,973,1
12.0 ounce,55,1665,974,1
12.0 ounce,274,1666,975,1
12.0 oz.,548,1667,976,2
12.0 oz.,548,1668,976,2
12.0 OZ.,135,1669,977,2
12.0 oz.,135,1670,978,4
12.0 ounce,135,1671,979,1
12.0 oz.,135,1672,978,4
12.0 OZ.,135,1673,977,2
12.0 oz.,135,1674,978,4
12.0 oz.,135,1675,978,4
12.0 oz.,544,1676,980,1
16.0 oz.,544,1677,981,1
12.0 oz,246,1678,982,2
