CountyName,HospitalType,original_index,unique_index,count
covington,acute care hospitals,760,9,48
covington,acute care hospitals,761,9,48
covington,acute care hospitals,762,9,48
covington,acute care hospitals,763,9,48
covington,acute care hospitals,764,9,48
covington,acute care hospitals,765,9,48
calhoun,acute care hospitals,766,26,26
calhoun,acute care hospitals,767,26,26
calhoun,acute care hospitals,768,26,26
calhoun,acute care hospitals,769,26,26
calhoun,acute care hospitals,770,26,26
calhoun,acute care hospitals,771,26,26
calhoun,acute care hospitals,772,26,26
calhoun,acute care hospitals,773,26,26
madison,acute care hospitals,774,74,24
madison,acute care hospitals,775,74,24
madison,acute care hospitals,776,74,24
madison,acute care hospitals,777,74,24
madison,acute care hospitals,778,74,24
madison,acutexcarexhospitals,779,75,1
madison,acute care hospitals,780,74,24
madison,acute care hospitals,781,74,24
madison,acute care hospitaxs,782,76,1
madison,acute care hospitals,783,74,24
madison,acute care hospitals,784,74,24
madisxn,acute care hospitals,785,77,1
madison,acute care hospitals,786,74,24
madison,acute care hospitals,787,74,24
madison,acute care hospitals,788,74,24
madison,acute care hospitals,789,74,24
madison,acute care hospitals,790,74,24
madison,acute care hospitals,791,74,24
madison,acute care hospitals,792,74,24
madison,acute care hospitals,793,74,24
madison,acute care hospitals,794,74,24
madison,acute care hospitals,795,74,24
madison,acute care hospitals,796,74,24
madison,acute care hospitals,797,74,24
madisox,acute care hospitals,798,78,1
madison,acute care hospitals,799,74,24
madison,acute care hospitals,800,74,24
madison,acute care hospitals,801,74,24
etowah,acute care hospitals,802,79,49
etowah,acute care hospitals,803,79,49
etowah,acute care hospitals,804,79,49
etowah,acute care hospitals,805,79,49
etowah,acute care hospitals,806,79,49
etowah,acute care hospitals,807,79,49
etowah,acute care hospitals,808,79,49
etowah,acute care hospitals,809,79,49
etowah,acute care hospitals,810,79,49
etowah,acute care hospitals,811,79,49
etowah,acute care hospitals,812,79,49
etowah,acute care hospitals,813,79,49
etowah,axute care hospitals,814,80,1
etowah,acute care hospitals,815,79,49
etowah,acute care hospitals,816,79,49
etowah,acute care hospitals,817,79,49
etowah,acute care hospitals,818,79,49
etowah,acute care hospitals,819,79,49
etowah,acute care hospitals,820,79,49
etowah,acute care hospitals,821,79,49
etowah,acute care hospitals,822,79,49
etowah,acute care hospitals,823,79,49
etowah,acute care hospitals,824,79,49
etowah,acute care hospitals,825,79,49
etowah,acute care hospitals,826,79,49
chilton,acute care hospitals,827,81,24
chilton,acute care hospitals,828,81,24
chilton,acute care hospitals,829,81,24
chilton,acute care hospitals,830,81,24
chilton,acute care hospitals,831,81,24
chilton,acute care hospitals,832,81,24
chilton,acute care hospitals,833,81,24
chilton,acute care hospitals,834,81,24
chilton,acute care hospitals,835,81,24
chilton,acute care hospitals,836,81,24
chilton,acute care hospitals,837,81,24
chilton,acute care hospitals,838,81,24
chilton,acute care hospitals,839,81,24
chilton,acute care hospitals,840,81,24
chilton,acute care hospitals,841,81,24
chilton,acute care hospitals,842,81,24
chilton,acute care hospitals,843,81,24
chilton,acute care hospitals,844,81,24
chilton,acute care hospitals,845,81,24
chilton,acute care hospitals,846,81,24
chilton,acute care hospitals,847,81,24
chilton,acute caxe hospitals,848,82,1
chilton,acute care hospitals,849,81,24
chilton,acute care hospitals,850,81,24
chilton,acute care hospitals,851,81,24
marion,acute care hospitals,852,30,50
marion,acute care hospitals,853,30,50
marion,acute care hospitals,854,30,50
marion,acute care hospitals,855,30,50
marion,acute care hospitals,856,30,50
marion,acute care hospitals,857,30,50
marion,acute care hospitals,858,30,50
marion,acute care hospitals,859,30,50
marion,acute care hospitals,860,30,50
marion,acute care hospitals,861,30,50
marion,acute care hospitals,862,30,50
marion,acute care hospitals,863,30,50
marion,acute care hospitals,864,30,50
marion,acute care hospitals,865,30,50
marion,acute care hospitals,866,30,50
marion,acute care hospitals,867,30,50
marion,acute care hospitals,868,30,50
marion,acute care hospitals,869,30,50
marion,acute care hospitals,870,30,50
marion,acute care hospitals,871,30,50
marion,acute care hospitals,872,30,50
marion,acute care hospitals,873,30,50
marion,acute care hospitals,874,30,50
marion,acute care hospitals,875,30,50
marion,acute care hospitals,876,30,50
fayette,acute care hoxpitalx,877,83,1
fayette,acute care hospitals,878,84,23
fayette,acute care hospitals,879,84,23
fayette,acute care hospitals,880,84,23
fayette,acute care hospitals,881,84,23
fayette,acute care hospitals,882,84,23
fayette,acute care hospitals,883,84,23
fayette,acute care hospitals,884,84,23
fayette,acute care hospitals,885,84,23
fayette,acute care hospitals,886,84,23
fayette,acute care hospitals,887,84,23
fayette,acute care hospitals,888,84,23
fayette,acute care hospitals,889,84,23
fayette,acute care hospitals,890,84,23
fayette,acute care hospitals,891,84,23
fayette,acute care hospitals,892,84,23
fayette,acute care hospitals,893,84,23
fayette,acute care hospitals,894,84,23
fayexxe,acute care hospitals,895,85,1
fayette,acute care hospitals,896,84,23
fayette,acute care hospitals,897,84,23
fayette,acute care hospitals,898,84,23
fayette,acute care hospitals,899,84,23
fayette,acute care hospitals,900,84,23
fayette,acute care hospitals,901,84,23
etowah,acutexcarexhospitals,902,86,1
etowah,acute care hospitals,903,79,49
etowah,acute care hospitals,904,79,49
etowah,acute care hospitals,905,79,49
etowah,acute care hospitals,906,79,49
etowah,acute care hospitals,907,79,49
etowah,acute care hospitals,908,79,49
etowah,acute care hospitals,909,79,49
etowah,acute care hospitals,910,79,49
etowah,acute care hospitals,911,79,49
etowah,acute care hospitals,912,79,49
etowah,acute care hospitals,913,79,49
etowah,acute care hospitals,914,79,49
etowah,acute care hospitals,915,79,49
etowah,acute care hospitals,916,79,49
etowxh,acute care hospitals,917,87,1
etowah,acute care hospitals,918,79,49
etowah,acute care hospitals,919,79,49
etowah,acute care hospitals,920,79,49
etowah,acute care hospitals,921,79,49
etowah,acute care hospitals,922,79,49
etowah,acute care hospitals,923,79,49
etowah,acute care hospitals,924,79,49
etowah,acute care hospitals,925,79,49
etowah,acuxe care hospixals,926,88,1
etowah,acute care hospitals,927,79,49
etowah,acute care hospitals,928,79,49
etowah,acute care hospitals,929,79,49
butler,acute care hospitals,930,89,23
butler,acute care hospitals,931,89,23
butler,acute care hospitals,932,89,23
butler,acute care hospitals,933,89,23
butler,acute care hospitals,934,89,23
butler,acute care hospitals,935,89,23
butler,acute care hospitals,936,89,23
butler,acute care hospitals,937,89,23
butler,acute care hospitals,938,89,23
butler,acute care hospitals,939,89,23
butler,acute care hospitals,940,89,23
butler,acute care hospitals,941,89,23
butler,acute care hospitals,942,89,23
butxer,acute care hospitals,943,90,1
butler,acute care hospitals,944,89,23
butler,acute care hospitals,945,89,23
butler,acute care hospitals,946,89,23
butler,acute care hospitals,947,89,23
butler,acute care hospitals,948,89,23
butler,acute care hosxitals,949,91,1
butler,acute care hospitals,950,89,23
butler,acute care hospitals,951,89,23
butler,acute care hospitals,952,89,23
butler,acute care hospitals,953,89,23
butler,acute care hospitals,954,89,23
coffee,acute care hospitals,955,59,45
coffee,acute xare hospitals,956,92,1
coffee,acute care hospitals,957,59,45
coffee,acute care hospitals,958,59,45
coffee,acute care hospitals,959,59,45
coffee,acute care hospitals,960,59,45
coffee,acute care hospitals,961,59,45
coffee,acute care hospitals,962,59,45
coffee,acute care hospitals,963,59,45
coffee,acutexcarexhospitals,964,93,2
coffee,acute care hospitals,965,59,45
cxffee,acute care hospitals,966,94,1
coffee,acute care hospitals,967,59,45
coffee,acute care hospitals,968,59,45
coffee,acute care hospitals,969,59,45
coffee,acute care hospitals,970,59,45
coffee,acute care hospitals,971,59,45
coffee,acute care hospitals,972,59,45
coffee,acute care hospitals,973,59,45
coffee,acute care hospitals,974,59,45
coffee,acute care hospitals,975,59,45
coffee,acutexcarexhospitals,976,93,2
coffee,acute care hospitals,977,59,45
coffee,acute care hospitals,978,59,45
coffee,acute care hospitals,979,59,45
blount,acute care hospitals,980,95,20
blount,acute care hospitals,981,95,20
blount,acute care hospitals,982,95,20
blount,acute care hospitals,983,95,20
blount,acute care hospitals,984,95,20
blount,acute care hospitals,985,95,20
blount,acute care hospitals,986,95,20
blount,acute care hospitals,987,95,20
blount,acute care hospitals,988,95,20
blount,acute care hospitals,989,95,20
blount,acute care hospitals,990,95,20
blount,acute care hospitals,991,95,20
blount,acute care hospitals,992,95,20
blount,acute care hospitals,993,95,20
blount,acute care hospitals,994,95,20
blount,acute care hospitals,995,95,20
blount,acute care hospitals,996,95,20
blount,acute care hospitals,997,95,20
blount,acute care hospitals,998,95,20
blount,acute care hospitals,999,95,20
