brewery-name,state,original_index,unique_index
Evil Twin Brewing,NY,769,214
Evil Twin Brewing,NY,770,214
Fargo Brewing Company,ND,771,215
Fargo Brewing Company,ND,772,215
Fargo Brewing Company,ND,773,215
Fat Head's Brewery,OH,774,216
Fat Head's Brewery,OH,775,216
Fate Brewing Company,CO,776,217
Fate Brewing Company,CO,777,217
Fate Brewing Company,CO,778,217
Fate Brewing Company,,779,218
Fate Brewing Company,CO,780,217
Fearless Brewing Company,OR,781,219
Fearless Brewing Company,OR,782,219
Fearless Brewing Company,OR,783,219
Fearless Brewing Company,OR,784,219
Fearless Brewing Company,OR,785,219
Fearless Brewing Company,OR,786,219
Fiddlehead Brewing Company,VT,787,220
Fiddlehead Brewing Company,VT,788,220
Fiddlehead Brewing Company,VT,789,220
Fiddlehead Brewing Company,VT,790,220
Figueroa Mountain Brewing Company,CA,791,221
Figueroa Mountain Brewing Company,CA,792,221
Figueroa Mountain Brewing Company,,793,222
Finch's Beer Company,IL,794,223
Finch's Beer Company,IL,795,223
Finch's Beer Company,IL,796,223
Finch's Beer Company,IL,797,223
Finch's Beer Company,IL,798,223
Finch's Beer Company,IL,799,223
Finch's Beer Company,IL,800,223
Finch's Beer Company,IL,801,223
Finch's Beer Company,IL,802,223
Finch's Beer Company,IL,803,223
Firestone Walker Brewing Company,CA,804,224
Firestone Walker Brewing Company,,805,225
Firestone Walker Brewing Company,CA,806,224
Firestone Walker Brewing Company,CA,807,224
Firestone Walker Brewing Company,CA,808,224
Flat 12 Bierwerks,IN,809,226
Flat 12 Bierwerks,IN,810,226
Flat 12 Bierwerks,IN,811,226
Flat Rock Brewing Company,PA,812,227
Flesk Brewing Company,IL,813,228
Flying Dog Brewery,MD,814,229
Flying Dog Brewery,MD,815,229
Flying Mouse Brewery,VA,816,230
Flying Mouse Brewery,VA,817,230
Foolproof Brewing Company,RI,818,231
Foolproof Brewing Company,RI,819,231
Foolproof Brewing Company,RI,820,231
Foolproof Brewing Company,RI,821,231
Forgotten Boardwalk,NJ,822,232
Forgotten Boardwalk,NJ,823,232
Fort George Brewery,OR,824,233
Fort George Brewery,OR,825,233
Fort George Brewery,OR,826,233
Fort George Brewery,OR,827,233
Fort George Brewery,OR,828,233
Fort George Brewery,OR,829,233
Fort George Brewery,OR,830,233
Fort George Brewery,OR,831,233
Fort George Brewery,OR,832,233
Fort George Brewery,OR,833,233
Fort George Brewery,OR,834,233
Fort George Brewery,OR,835,233
Fort Pitt Brewing Company,,836,234
Fort Point Beer Company,CA,837,235
Fort Point Beer Company,CA,838,235
Fort Point Beer Company,CA,839,235
Fort Point Beer Company,CA,840,235
Founders Brewing Company,MI,841,236
Founders Brewing Company,MI,842,236
Founders Brewing Company,MI,843,236
Four Corners Brewing Company,TX,844,237
Four Corners Brewing Company,TX,845,237
Four Corners Brewing Company,,846,238
Four Fathers Brewing,IN,847,239
Four Fathers Brewing,IN,848,239
Four Fathers Brewing,IN,849,239
Four Fathers Brewing,IN,850,239
Four Horsemen Brewing Company,IN,851,240
Four Peaks Brewing Company,AZ,852,241
Four Peaks Brewing Company,AZ,853,241
Four Peaks Brewing Company,AZ,854,241
Four Peaks Brewing Company,AZ,855,241
Four Peaks Brewing Company,AZ,856,241
Four Peaks Brewing Company,AZ,857,241
Four Peaks Brewing Company,AZ,858,241
Four String Brewing Company,OH,859,242
Four String Brewing Company,OH,860,242
Four String Brewing Company,OH,861,242
Four String Brewing Company,OH,862,242
Frankenmuth Brewery,MI,863,243
Frankenmuth Brewery,,864,244
Frankenmuth Brewery,MI,865,243
Freetail Brewing Company,TX,866,245
Freetail Brewing Company,TX,867,245
Freetail Brewing Company,TX,868,245
Freetail Brewing Company,TX,869,245
Freetail Brewing Company,TX,870,245
Freetail Brewing Company,TX,871,245
Freetail Brewing Company,TX,872,245
Freetail Brewing Company,TX,873,245
Fremont Brewing Company,WA,874,246
Fremont Brewing Company,WA,875,246
Fremont Brewing Company,WA,876,246
Fremont Brewing Company,WA,877,246
Fremont Brewing Company,WA,878,246
Fremont Brewing Company,WA,879,246
Fremont Brewing Company,WA,880,246
French Broad Brewery,NC,881,247
French Broad Brewery,NC,882,247
French Broad Brewery,NC,883,247
Frog Level Brewing Company,NC,884,248
Fullsteam Brewery,NC,885,249
Geneva Lake Brewing Company,,886,250
Geneva Lake Brewing Company,WI,887,251
Geneva Lake Brewing Company,WI,888,251
Glabrous Brewing Company,,889,252
Golden Road Brewing,,890,253
Golden Road Brewing,CA,891,254
Golden Road Brewing,CA,892,254
Golden Road Brewing,CA,893,254
Golden Road Brewing,CA,894,254
Golden Road Brewing,CA,895,254
Golden Road Brewing,CA,896,254
Golden Road Brewing,,897,253
Golden Road Brewing,CA,898,254
Golden Road Brewing,CA,899,254
Golden Road Brewing,CA,900,254
Golden Road Brewing,CA,901,254
Golden Road Brewing,CA,902,254
Golden Road Brewing,CA,903,254
Golden Road Brewing,CA,904,254
Gonzo's BiggDogg Brewing,MI,905,255
Good Life Brewing Company,OR,906,256
Good Life Brewing Company,OR,907,256
Good People Brewing Company,AL,908,257
Good People Brewing Company,AL,909,257
Good People Brewing Company,AL,910,257
Good People Brewing Company,AL,911,257
Good People Brewing Company,AL,912,257
Goodlife Brewing Co.,OR,913,258
Goose Island Brewery Company,IL,914,259
Goose Island Brewing Company,IL,915,260
Goose Island Brewing Company,IL,916,260
Goose Island Brewing Company,IL,917,260
Goose Island Brewing Company,,918,261
Goose Island Brewing Company,IL,919,260
Gore Range Brewery,CO,920,262
Grand Canyon Brewing Company,AZ,921,263
Grand Canyon Brewing Company,AZ,922,263
Grand Canyon Brewing Company,AZ,923,263
Grand Canyon Brewing Company,AZ,924,263
Grapevine Craft Brewery,TX,925,264
Grapevine Craft Brewery,TX,926,264
Grapevine Craft Brewery,TX,927,264
Great Crescent Brewery,IN,928,265
Great Crescent Brewery,IN,929,265
Great Crescent Brewery,IN,930,265
Great Crescent Brewery,IN,931,265
Great Crescent Brewery,IN,932,265
Great Crescent Brewery,IN,933,265
Great Crescent Brewery,IN,934,265
Great Crescent Brewery,IN,935,265
Great Crescent Brewery,IN,936,265
Great Crescent Brewery,IN,937,265
Great Crescent Brewery,IN,938,265
Great Crescent Brewery,IN,939,265
Great Crescent Brewery,,940,266
Great Crescent Brewery,IN,941,265
Great Crescent Brewery,IN,942,265
Great Crescent Brewery,IN,943,265
Great Crescent Brewery,IN,944,265
Great Crescent Brewery,IN,945,265
Great Crescent Brewery,IN,946,265
Great Crescent Brewery,IN,947,265
Great Divide Brewing Company,CO,948,267
Great Divide Brewing Company,CO,949,267
Great Divide Brewing Company,CO,950,267
Great Divide Brewing Company,CO,951,267
Great Divide Brewing Company,,952,268
Great Divide Brewing Company,CO,953,267
Great Divide Brewing Company,CO,954,267
Great Divide Brewing Company,CO,955,267
Great Divide Brewing Company,CO,956,267
Great Northern Brewing Company,MT,957,269
Great Northern Brewing Company,MT,958,269
Great Raft Brewing Company,LA,959,270
Great Raft Brewing Company,LA,960,270
Great River Brewery,IA,961,271
Great River Brewery,IA,962,271
Great River Brewery,IA,963,271
Great River Brewery,IA,964,271
Great River Brewery,IA,965,271
Great River Brewery,IA,966,271
Great River Brewery,IA,967,271
Great River Brewery,IA,968,271
Great River Brewery,IA,969,271
Great River Brewery,IA,970,271
Great River Brewery,IA,971,271
Great River Brewery,IA,972,271
Great River Brewery,IA,973,271
Great River Brewery,IA,974,271
Great River Brewery,IA,975,271
Great River Brewery,IA,976,271
Great River Brewery,IA,977,271
Great River Brewery,IA,978,271
Green Room Brewing,FL,979,272
Greenbrier Valley Brewing Company,WV,980,273
Greenbrier Valley Brewing Company,WV,981,273
Grey Sail Brewing Company,RI,982,274
Grey Sail Brewing Company,RI,983,274
Grey Sail Brewing of Rhode Island,RI,984,275
Grey Sail Brewing of Rhode Island,RI,985,275
Grey Sail Brewing of Rhode Island,RI,986,275
Grey Sail Brewing of Rhode Island,RI,987,275
Grey Sail Brewing of Rhode Island,RI,988,275
Grey Sail Brewing of Rhode Island,RI,989,275
Grey Sail Brewing of Rhode Island,RI,990,275
Griffin Claw Brewing Company,MI,991,276
Griffin Claw Brewing Company,MI,992,276
Griffin Claw Brewing Company,MI,993,276
Griffin Claw Brewing Company,MI,994,276
Griffin Claw Brewing Company,MI,995,276
Griffin Claw Brewing Company,MI,996,276
Griffin Claw Brewing Company,MI,997,276
Griffin Claw Brewing Company,MI,998,276
Griffin Claw Brewing Company,MI,999,276
Grimm Brothers Brewhouse,CO,1000,277
Hale's Ales,WA,1001,278
Hale's Ales,WA,1002,278
Half Acre Beer Company,IL,1003,279
Half Acre Beer Company,IL,1004,279
Half Acre Beer Company,IL,1005,279
Half Acre Beer Company,IL,1006,279
Half Acre Beer Company,IL,1007,279
Half Acre Beer Company,IL,1008,279
Half Acre Beer Company,IL,1009,279
Half Acre Beer Company,IL,1010,279
Half Full Brewery,CT,1011,280
Half Full Brewery,CT,1012,280
Hangar 24 Craft Brewery,CA,1013,281
Hangar 24 Craft Brewery,CA,1014,281
Hardywood Park Craft Brewery,VA,1015,282
Hardywood Park Craft Brewery,VA,1016,282
Hardywood Park Craft Brewery,VA,1017,282
Harpoon Brewery,MA,1018,283
Harpoon Brewery,MA,1019,283
Harpoon Brewery,MA,1020,283
Harpoon Brewery,MA,1021,283
Harpoon Brewery,MA,1022,283
Harpoon Brewery,MA,1023,283
Harpoon Brewery,MA,1024,283
Harpoon Brewery,MA,1025,283
Harpoon Brewery,MA,1026,283
Harpoon Brewery,MA,1027,283
Harpoon Brewery,,1028,284
Harpoon Brewery,MA,1029,283
Harvest Moon Brewing Company,MT,1030,285
Harvest Moon Brewing Company,MT,1031,285
Hawai'i Nui Brewing Co.,HI,1032,286
Hawai'i Nui Brewing Co.,HI,1033,286
Hawai'i Nui Brewing Co.,HI,1034,286
Hawai'i Nui Brewing Co.,HI,1035,286
Hawai'i Nui Brewing Co.,HI,1036,286
Headlands Brewing Company,CA,1037,287
Headlands Brewing Company,CA,1038,287
Headlands Brewing Company,,1039,288
Heavy Seas Beer,MD,1040,289
Heavy Seas Beer,MD,1041,289
Heavy Seas Beer,MD,1042,289
Hess Brewing Company,CA,1043,290
Hess Brewing Company,CA,1044,290
Hess Brewing Company,CA,1045,290
High Hops Brewery,CO,1046,291
High Hops Brewery,CO,1047,291
High Noon Saloon And Brewery,KS,1048,292
High Noon Saloon And Brewery,KS,1049,292
High Noon Saloon And Brewery,KS,1050,292
Hilliard's Beer,WA,1051,293
Hilliard's Beer,WA,1052,293
Hilliard's Beer,WA,1053,293
Hilliard's Beer,WA,1054,293
Hilliard's Beer,WA,1055,293
Hinterland Brewery,WI,1056,294
Hop Farm Brewing Company,PA,1057,295
Hop Farm Brewing Company,PA,1058,295
Hop Farm Brewing Company,,1059,296
Hop Valley Brewing Company,OR,1060,297
Hop Valley Brewing Company,OR,1061,297
Hop Valley Brewing Company,OR,1062,297
Hop Valley Brewing Company,OR,1063,297
Hop Valley Brewing Company,OR,1064,297
Hop Valley Brewing Company,OR,1065,297
Hop Valley Brewing Company,OR,1066,297
Hop Valley Brewing Company,OR,1067,297
Hops & Grain Brewery,TX,1068,298
Hops & Grain Brewery,TX,1069,298
Hops & Grain Brewery,TX,1070,298
Hops & Grain Brewery,TX,1071,298
Hops & Grains Brewing Company,TX,1072,299
Hopworks Urban Brewery,OR,1073,300
Hopworks Urban Brewery,OR,1074,300
Hopworks Urban Brewery,,1075,301
Hopworks Urban Brewery,OR,1076,300
Hopworks Urban Brewery,,1077,301
Hopworks Urban Brewery,OR,1078,300
Hopworks Urban Brewery,OR,1079,300
Hopworks Urban Brewery,OR,1080,300
Hopworks Urban Brewery,OR,1081,300
Hopworks Urban Brewery,OR,1082,300
Hopworks Urban Brewery,OR,1083,300
Hopworks Urban Brewery,OR,1084,300
Hopworks Urban Brewery,OR,1085,300
Hopworks Urban Brewery,OR,1086,300
Hopworks Urban Brewery,OR,1087,300
Hopworks Urban Brewery,,1088,301
Hopworks Urban Brewery,OR,1089,300
Hopworks Urban Brewery,OR,1090,300
Hopworks Urban Brewery,OR,1091,300
Hopworks Urban Brewery,OR,1092,300
Hopworks Urban Brewery,OR,1093,300
Hopworks Urban Brewery,OR,1094,300
Hopworks Urban Brewery,OR,1095,300
Horny Goat Brew Pub,WI,1096,302
Horny Goat Brew Pub,WI,1097,302
Horny Goat Brew Pub,WI,1098,302
Howard Brewing Company,NC,1099,303
Howard Brewing Company,NC,1100,303
Indeed Brewing Company,MN,1101,304
Indeed Brewing Company,MN,1102,304
Indeed Brewing Company,MN,1103,304
Indeed Brewing Company,MN,1104,304
Indeed Brewing Company,MN,1105,304
Indeed Brewing Company,MN,1106,304
Independence Brewing Company,TX,1107,305
Independence Brewing Company,TX,1108,305
Independence Brewing Company,TX,1109,305
Indiana City Brewing,IN,1110,306
Infamous Brewing Company,TX,1111,307
Infamous Brewing Company,TX,1112,307
Intuition Ale Works,FL,1113,308
Intuition Ale Works,FL,1114,308
Intuition Ale Works,FL,1115,308
Ipswich Ale Brewery,MA,1116,309
Iron Hill Brewery & Restaurant,DE,1117,310
Jack's Abby Craft Lagers,MA,1118,311
Jack's Abby Craft Lagers,MA,1119,311
Jack's Abby Craft Lagers,,1120,312
Jack's Abby Craft Lagers,MA,1121,311
Jack's Abby Craft Lagers,MA,1122,311
Jack's Hard Cider (Hauser Estate...,PA,1123,313
Jack's Hard Cider (Hauser Estate...,PA,1124,313
Jackalope Brewing Company,TN,1125,314
Jackie O's Pub & Brewery,OH,1126,315
Jackie O's Pub & Brewery,OH,1127,315
Jackie O's Pub & Brewery,OH,1128,315
Jackie O's Pub & Brewery,OH,1129,315
Jackie O's Pub & Brewery,OH,1130,315
Jailbreak Brewing Company,MD,1131,316
James Page Brewing Company,WI,1132,317
James Page Brewing Company,WI,1133,317
James Page Brewing Company,WI,1134,317
James Page Brewing Company,WI,1135,317
James Page Brewing Company,WI,1136,317
James Page Brewing Company,,1137,318
Joseph James Brewing Company,NV,1138,319
Joseph James Brewing Company,NV,1139,319
Joseph James Brewing Company,NV,1140,319
Joseph James Brewing Company,NV,1141,319
Kalona Brewing Company,IA,1142,320
Kalona Brewing Company,IA,1143,320
Karbach Brewing Company,TX,1144,321
Karbach Brewing Company,TX,1145,321
Karbach Brewing Company,TX,1146,321
Karbach Brewing Company,TX,1147,321
Karbach Brewing Company,,1148,322
Karbach Brewing Company,TX,1149,321
Karbach Brewing Company,TX,1150,321
Karbach Brewing Company,TX,1151,321
Karbach Brewing Company,TX,1152,321
Karbach Brewing Company,TX,1153,321
KelSo Beer Company,NY,1154,323
KelSo Beer Company,NY,1155,323
KelSo Beer Company,,1156,324
Kenai River Brewing Company,AK,1157,325
Kenai River Brewing Company,,1158,326
Kenai River Brewing Company,AK,1159,325
Kenai River Brewing Company,AK,1160,325
Kettle House Brewing Company,MT,1161,327
Kettle House Brewing Company,MT,1162,327
Kettle House Brewing Company,MT,1163,327
Kettle House Brewing Company,MT,1164,327
Kettle House Brewing Company,MT,1165,327
Kettle House Brewing Company,MT,1166,327
Keweenaw Brewing Company,MI,1167,328
Keweenaw Brewing Company,MI,1168,328
Keweenaw Brewing Company,MI,1169,328
Keweenaw Brewing Company,MI,1170,328
Keweenaw Brewing Company,MI,1171,328
Keweenaw Brewing Company,MI,1172,328
Keweenaw Brewing Company,MI,1173,328
King Street Brewing Company,AK,1174,329
King Street Brewing Company,AK,1175,329
King Street Brewing Company,AK,1176,329
King Street Brewing Company,AK,1177,329
King Street Brewing Company,AK,1178,329
Kirkwood Station Brewing Company,MO,1179,330
Kirkwood Station Brewing Company,MO,1180,330
Kona Brewing Company,HI,1181,331
Kona Brewing Company,HI,1182,331
Kona Brewing Company,HI,1183,331
Kona Brewing Company,HI,1184,331
Krebs Brewing Company (Pete's Pl...,OK,1185,332
Kulshan Brewery,WA,1186,333
La Cumbre Brewing Company,,1187,334
La Cumbre Brewing Company,NM,1188,335
Lancaster Brewing Company,PA,1189,336
Lancaster Brewing Company,PA,1190,336
Latitude 42 Brewing Company,MI,1191,337
Latitude 42 Brewing Company,MI,1192,337
Latitude 42 Brewing Company,MI,1193,337
Latitude 42 Brewing Company,MI,1194,337
Laughing Dog Brewing Company,ID,1195,338
Laughing Dog Brewing Company,ID,1196,338
Laughing Dog Brewing Company,ID,1197,338
Lavery Brewing Company,PA,1198,339
Lavery Brewing Company,PA,1199,339
Lazy Monk Brewing,WI,1200,340
Lewis and Clark Brewing Company,MT,1201,341
Lewis and Clark Brewing Company,MT,1202,341
Lewis and Clark Brewing Company,,1203,342
Lewis and Clark Brewing Company,MT,1204,341
Lewis and Clark Brewing Company,MT,1205,341
Lift Bridge Brewing Company,MN,1206,343
Lift Bridge Brewing Company,MN,1207,343
Liquid Hero Brewery,PA,1208,344
Liquid Hero Brewery,PA,1209,344
Liquid Hero Brewery,PA,1210,344
Liquid Hero Brewery,,1211,345
Lone Tree Brewing Company,CO,1212,346
Lonerider Brewing Company,NC,1213,347
Lonerider Brewing Company,NC,1214,347
Lonerider Brewing Company,NC,1215,347
Lonerider Brewing Company,NC,1216,347
Lonerider Brewing Company,NC,1217,347
Long Trail Brewing Company,VT,1218,348
Long Trail Brewing Company,VT,1219,348
Long Trail Brewing Company,VT,1220,348
Long Trail Brewing Company,VT,1221,348
Long Trail Brewing Company,VT,1222,348
Lost Nation Brewing,VT,1223,349
Lost Nation Brewing,VT,1224,349
Lost Nation Brewing,VT,1225,349
Lost Nation Brewing,VT,1226,349
Lost Rhino Brewing Company,VA,1227,350
Lost Rhino Brewing Company,VA,1228,350
Lucette Brewing Company,WI,1229,351
Lucette Brewing Company,WI,1230,351
Lucette Brewing Company,WI,1231,351
Lucette Brewing Company,WI,1232,351
Lucky Town Brewing Company,MS,1233,352
Lucky Town Brewing Company,MS,1234,352
Lumberyard Brewing Company,AZ,1235,353
Lumberyard Brewing Company,AZ,1236,353
Lumberyard Brewing Company,AZ,1237,353
Lumberyard Brewing Company,AZ,1238,353
MacTarnahans Brewing Company,,1239,354
MacTarnahans Brewing Company,OR,1240,355
Macon Beer Company,GA,1241,356
Macon Beer Company,GA,1242,356
Madtree Brewing Company,OH,1243,357
Madtree Brewing Company,OH,1244,357
Madtree Brewing Company,OH,1245,357
Madtree Brewing Company,,1246,358
Madtree Brewing Company,OH,1247,357
Madtree Brewing Company,OH,1248,357
Madtree Brewing Company,OH,1249,357
Madtree Brewing Company,OH,1250,357
Madtree Brewing Company,OH,1251,357
Magic Hat Brewing Company,VT,1252,359
Magic Hat Brewing Company,VT,1253,359
Magic Hat Brewing Company,VT,1254,359
Mammoth Brewing Company,CA,1255,360
Mammoth Brewing Company,CA,1256,360
Mammoth Brewing Company,CA,1257,360
Mammoth Brewing Company,CA,1258,360
Manayunk Brewing Company,PA,1259,361
Manayunk Brewing Company,PA,1260,361
Manayunk Brewing Company,PA,1261,361
Manayunk Brewing Company,PA,1262,361
Manayunk Brewing Company,PA,1263,361
Manayunk Brewing Company,PA,1264,361
Manayunk Brewing Company,PA,1265,361
Manayunk Brewing Company,PA,1266,361
Manayunk Brewing Company,PA,1267,361
Manzanita Brewing Company,CA,1268,362
Manzanita Brewing Company,CA,1269,362
Manzanita Brewing Company,CA,1270,362
Manzanita Brewing Company,CA,1271,362
Manzanita Brewing Company,CA,1272,362
Marble Brewery,NM,1273,363
Marble Brewery,NM,1274,363
Marshall Wharf Brewing Company,ME,1275,364
Marshall Wharf Brewing Company,ME,1276,364
Marshall Wharf Brewing Company,ME,1277,364
Marshall Wharf Brewing Company,ME,1278,364
Marshall Wharf Brewing Company,ME,1279,364
Martin House Brewing Company,TX,1280,365
Martin House Brewing Company,TX,1281,365
Martin House Brewing Company,TX,1282,365
Martin House Brewing Company,TX,1283,365
Martin House Brewing Company,,1284,366
Martin House Brewing Company,TX,1285,365
Martin House Brewing Company,TX,1286,365
Martin House Brewing Company,,1287,366
Matt Brewing Company,,1288,367
Matt Brewing Company,NY,1289,368
Matt Brewing Company,NY,1290,368
Matt Brewing Company,NY,1291,368
Matt Brewing Company,NY,1292,368
Matt Brewing Company,NY,1293,368
Matt Brewing Company,,1294,367
Matt Brewing Company,NY,1295,368
Matt Brewing Company,NY,1296,368
Matt Brewing Company,NY,1297,368
Matt Brewing Company,NY,1298,368
Matt Brewing Company,NY,1299,368
Matt Brewing Company,NY,1300,368
Maui Brewing Company,HI,1301,369
Maui Brewing Company,HI,1302,369
Maui Brewing Company,HI,1303,369
Maui Brewing Company,HI,1304,369
Maui Brewing Company,HI,1305,369
Maui Brewing Company,HI,1306,369
Maui Brewing Company,HI,1307,369
Maui Brewing Company,HI,1308,369
Maui Brewing Company,HI,1309,369
Maui Brewing Company,HI,1310,369
Maui Brewing Company,HI,1311,369
Maui Brewing Company,HI,1312,369
Mavericks Beer Company,CA,1313,370
Mavericks Beer Company,CA,1314,370
Mavericks Beer Company,CA,1315,370
Meckley's Cidery,MI,1316,371
Meckley's Cidery,MI,1317,371
Meckley's Cidery,MI,1318,371
Mehana Brewing Co.,HI,1319,372
Mehana Brewing Co.,HI,1320,372
Mehana Brewing Co.,HI,1321,372
Mehana Brewing Co.,HI,1322,372
Mehana Brewing Co.,HI,1323,372
Mehana Brewing Co.,HI,1324,372
Miami Brewing Company,FL,1325,373
Miami Brewing Company,FL,1326,373
Miami Brewing Company,FL,1327,373
Miami Brewing Company,FL,1328,373
Mickey Finn's Brewery,IL,1329,374
Midnight Sun Brewing Company,AK,1330,375
Midnight Sun Brewing Company,AK,1331,375
Midnight Sun Brewing Company,AK,1332,375
Midnight Sun Brewing Company,AK,1333,375
Midnight Sun Brewing Company,AK,1334,375
Mike Hess Brewing Company,CA,1335,376
Mike Hess Brewing Company,CA,1336,376
Mike Hess Brewing Company,CA,1337,376
Mike Hess Brewing Company,CA,1338,376
Mike Hess Brewing Company,CA,1339,376
Mike Hess Brewing Company,CA,1340,376
Mikerphone Brewing,IL,1341,377
Mikerphone Brewing,,1342,378
Mikerphone Brewing,IL,1343,377
Mikerphone Brewing,IL,1344,377
Mikerphone Brewing,IL,1345,377
Mikerphone Brewing,IL,1346,377
Mikerphone Brewing,IL,1347,377
Mikerphone Brewing,IL,1348,377
Mikkeller,PA,1349,379
Mikkeller,PA,1350,379
MillKing It Productions,MI,1351,380
MillKing It Productions,MI,1352,380
MillKing It Productions,MI,1353,380
Milwaukee Brewing Company,WI,1354,381
Milwaukee Brewing Company,WI,1355,381
Milwaukee Brewing Company,WI,1356,381
Milwaukee Brewing Company,WI,1357,381
Milwaukee Brewing Company,WI,1358,381
Milwaukee Brewing Company,WI,1359,381
Milwaukee Brewing Company,WI,1360,381
Minhas Craft Brewery,WI,1361,382
Minhas Craft Brewery,WI,1362,382
Minhas Craft Brewery,WI,1363,382
Minhas Craft Brewery,WI,1364,382
Minhas Craft Brewery,WI,1365,382
Minhas Craft Brewery,WI,1366,382
Minhas Craft Brewery,,1367,383
Minhas Craft Brewery,WI,1368,382
Minhas Craft Brewery,WI,1369,382
Minhas Craft Brewery,WI,1370,382
Minhas Craft Brewery,WI,1371,382
Minhas Craft Brewery,WI,1372,382
Minhas Craft Brewery,WI,1373,382
Mission Brewery,,1374,384
Mission Brewery,CA,1375,385
Mission Brewery,,1376,384
Mission Brewery,CA,1377,385
Moab Brewery,UT,1378,386
Moab Brewery,UT,1379,386
Moab Brewery,UT,1380,386
Moab Brewery,UT,1381,386
Moat Mountain Smoke House & Brew...,NH,1382,387
Moat Mountain Smoke House & Brew...,NH,1383,387
Modern Monks Brewery,NE,1384,388
Modern Times Beer,CA,1385,389
Modern Times Beer,CA,1386,389
Modern Times Beer,CA,1387,389
Modern Times Beer,CA,1388,389
Modern Times Beer,CA,1389,389
Modern Times Beer,CA,1390,389
Modern Times Beer,CA,1391,389
Modern Times Beer,CA,1392,389
Mogollon Brewing Company,AZ,1393,390
Monkey Paw Pub & Brewery,CA,1394,391
Monkey Paw Pub & Brewery,CA,1395,391
Monkey Paw Pub & Brewery,CA,1396,391
Montauk Brewing Company,NY,1397,392
Montauk Brewing Company,NY,1398,392
Morgan Street Brewery,MO,1399,393
Morgan Street Brewery,MO,1400,393
Morgan Street Brewery,MO,1401,393
Morgan Street Brewery,MO,1402,393
Morgan Street Brewery,MO,1403,393
Mother Earth Brew Company,CA,1404,394
Mother Earth Brewing Company,NC,1405,395
Mother Earth Brewing Company,NC,1406,395
Mother's Brewing,MO,1407,396
Mother's Brewing,MO,1408,396
Mountain Town Brewing Company,MI,1409,397
Mudshark Brewing Company,AZ,1410,398
Mudshark Brewing Company,AZ,1411,398
Mudshark Brewing Company,AZ,1412,398
Mudshark Brewing Company,AZ,1413,398
Mudshark Brewing Company,AZ,1414,398
Mustang Brewing Company,OK,1415,399
Mustang Brewing Company,OK,1416,399
Mustang Brewing Company,OK,1417,399
Mustang Brewing Company,OK,1418,399
Mustang Brewing Company,OK,1419,399
Narragansett Brewing Company,RI,1420,400
Narragansett Brewing Company,RI,1421,400
Narragansett Brewing Company,RI,1422,400
Narragansett Brewing Company,RI,1423,400
Narragansett Brewing Company,RI,1424,400
Narragansett Brewing Company,RI,1425,400
Narragansett Brewing Company,RI,1426,400
Narragansett Brewing Company,RI,1427,400
Narragansett Brewing Company,RI,1428,400
Narragansett Brewing Company,RI,1429,400
Natian Brewery,,1430,401
Natian Brewery,OR,1431,402
Natian Brewery,OR,1432,402
Natian Brewery,OR,1433,402
Natian Brewery,OR,1434,402
Natian Brewery,OR,1435,402
Nebraska Brewing Company,NE,1436,403
Nebraska Brewing Company,NE,1437,403
Nebraska Brewing Company,NE,1438,403
Nebraska Brewing Company,NE,1439,403
Nebraska Brewing Company,NE,1440,403
Neshaminy Creek Brewing Company,PA,1441,404
Neshaminy Creek Brewing Company,PA,1442,404
New Belgium Brewing Company,CO,1443,405
New Belgium Brewing Company,CO,1444,405
New Belgium Brewing Company,CO,1445,405
New Belgium Brewing Company,CO,1446,405
New Belgium Brewing Company,CO,1447,405
New Belgium Brewing Company,CO,1448,405
New Belgium Brewing Company,CO,1449,405
New Belgium Brewing Company,CO,1450,405
New Belgium Brewing Company,CO,1451,405
New Belgium Brewing Company,CO,1452,405
New Belgium Brewing Company,CO,1453,405
New Belgium Brewing Company,CO,1454,405
New Belgium Brewing Company,CO,1455,405
New Belgium Brewing Company,CO,1456,405
New Belgium Brewing Company,CO,1457,405
New Belgium Brewing Company,CO,1458,405
New Belgium Brewing Company,CO,1459,405
New England Brewing Company,CT,1460,406
New England Brewing Company,CT,1461,406
New England Brewing Company,CT,1462,406
New England Brewing Company,CT,1463,406
New England Brewing Company,CT,1464,406
New England Brewing Company,CT,1465,406
New England Brewing Company,CT,1466,406
New England Brewing Company,CT,1467,406
New England Brewing Company,CT,1468,406
New England Brewing Company,CT,1469,406
New England Brewing Company,CT,1470,406
New Orleans Lager & Ale Brewing ...,LA,1471,407
New Orleans Lager & Ale Brewing ...,LA,1472,407
New Orleans Lager & Ale Brewing ...,LA,1473,407
New Orleans Lager & Ale Brewing ...,LA,1474,407
New Orleans Lager & Ale Brewing ...,LA,1475,407
New Orleans Lager & Ale Brewing ...,LA,1476,407
New Republic Brewing Company,TX,1477,408
New Republic Brewing Company,TX,1478,408
New Republic Brewing Company,TX,1479,408
New South Brewing Company,,1480,409
New South Brewing Company,SC,1481,410
Newburgh Brewing Company,NY,1482,411
Newburyport Brewing Company,MA,1483,412
Newburyport Brewing Company,MA,1484,412
Newburyport Brewing Company,MA,1485,412
Night Shift Brewing,MA,1486,413
NoDa Brewing Company,NC,1487,414
NoDa Brewing Company,NC,1488,414
North Country Brewing Company,PA,1489,415
North Country Brewing Company,PA,1490,415
North Country Brewing Company,PA,1491,415
North Country Brewing Company,PA,1492,415
NorthGate Brewing,MN,1493,416
