sched_dep_time,sched_arr_time,original_index,unique_index,count
,,738,50,
,,739,50,
,,740,50,
,,741,50,
,,742,50,
,,743,50,
,,744,50,
,,745,50,
,,746,50,
,,747,50,
,,748,50,
,,749,50,
,,750,50,
,,751,50,
,,752,50,
,,753,50,
,,754,50,
,,755,50,
1:09 p.m.,4:52 p.m.,756,116,1.0
,,757,50,
,,758,50,
,,759,50,
,,760,50,
,,761,50,
,,762,50,
,,763,50,
,,764,50,
,,765,50,
,,766,50,
,,767,50,
,,768,50,
,,769,50,
,,770,50,
11:55 p.m.,12/2/2011 5:50 a.m.,771,117,1.0
9:00 p.m.,12/2/2011 12:15 a.m.,772,118,1.0
8:25 p.m.,11:50 p.m.,773,33,19.0
,,774,50,
,,775,50,
,,776,50,
1:30 p.m.,3:50 p.m.,777,36,16.0
,,778,50,
5:30 p.m.,6:40 p.m.,779,111,13.0
,,780,50,
,,781,50,
,,782,50,
4:25 p.m.,12/2/2011 12:29 a.m.,783,119,1.0
,,784,50,
,,785,50,
,,786,50,
,,787,50,
,,788,50,
,,789,50,
,,790,50,
,,791,50,
,2:45P 12-01-11,792,120,
,10:34A 12-01-11,793,121,
,7:55P 12-01-11,794,122,
,9:20A 12-01-11,795,123,
,11:10A 12-01-11,796,124,
12:30,,797,125,
1:00 p.m.,,798,126,
8:25 p.m.,,799,127,
11:50 a.m.,,800,128,
10:40 a.m.,,801,129,
4:15 p.m.,,802,130,
,Thu  22:15,803,131,
,Thu  17:55,804,132,
,Thu  19:25,805,133,
,Thu  7:45,806,134,
,Thu  6:55,807,135,
Thu  20:00,,808,136,
,Thu  10:35,809,137,
,Thu  12:18,810,138,
7:10 a.m.,9:40 a.m.,811,0,18.0
,,812,50,
6:40 a.m.,9:25 a.m.,813,3,16.0
8:00 a.m.,11:55 a.m.,814,73,14.0
,,815,50,
7:45 p.m.,10:30 p.m.,816,1,19.0
12:00 p.m.,3:15 p.m.,817,24,17.0
3:27 p.m.,5:05 p.m.,818,74,17.0
,,819,50,
,,820,50,
11:25 p.m.,6:55 a.m.  Fri 02-Dec-2011,821,139,3.0
,,822,50,
,,823,50,
4:00 p.m.,6:46 p.m.,824,76,17.0
,,825,50,
,,826,50,
9:05 a.m.,12:35 p.m.,827,15,18.0
,,828,50,
7:00 a.m.,9:55 a.m.,829,6,18.0
4:15 p.m.,7:55 p.m.,830,7,17.0
,,831,50,
,,832,50,
,,833,50,
,,834,50,
11:50 a.m.,3:50 p.m.,835,8,16.0
,,836,50,
6:00 a.m.,9:20 a.m.,837,9,17.0
11:05 a.m.,4:57 p.m.,838,77,16.0
,,839,50,
,,840,50,
10:15 a.m.,12:10 p.m.,841,12,18.0
1:00 p.m.,2:35 p.m.,842,14,17.0
,,843,50,
,,844,50,
,,845,50,
2:30 p.m.,6:15 p.m.,846,78,16.0
12:00 p.m.,1:45 p.m.,847,79,16.0
,,848,50,
,,849,50,
10:40 a.m.,2:45 p.m.,850,20,19.0
,,851,50,
,,852,50,
7:15 a.m.,10:35 a.m.,853,22,16.0
6:30 p.m.,7:25 p.m.,854,2,20.0
6:45 p.m.,9:10 p.m.,855,23,19.0
7:15 p.m.,12:21 a.m.  Fri 02-Dec-2011,856,140,3.0
,,857,50,
9:15 a.m.,12:18 p.m.,858,64,21.0
6:00 a.m.,7:30 a.m.,859,25,17.0
7:10 a.m.,9:35 a.m.,860,26,16.0
,,861,50,
3:50 p.m.,6:23 p.m.,862,82,18.0
,,863,50,
8:00 p.m.,9:45 p.m.,864,28,19.0
,,865,50,
,,866,50,
,,867,50,
1:33 p.m.,4:31 p.m.,868,83,19.0
12:15 p.m.,2:45 p.m.,869,4,19.0
,,870,50,
11:55 p.m.,5:50 a.m.  Fri 02-Dec-2011,871,141,3.0
4:25 p.m.,12:29 a.m.  Fri 02-Dec-2011,872,142,3.0
9:00 p.m.,12:15 a.m.  Fri 02-Dec-2011,873,143,3.0
8:25 p.m.,11:50 p.m.,874,33,19.0
6:59 a.m.,10:34 a.m.,875,34,15.0
8:35 a.m.,11:50 a.m.,876,35,17.0
,,877,50,
1:30 p.m.,3:50 p.m.,878,36,16.0
,,879,50,
,,880,50,
11:08 p.m.,5:11 a.m.,881,114,6.0
5:30 p.m.,6:40 p.m.,882,111,13.0
,,883,50,
,,884,50,
,,885,50,
,,886,50,
,,887,50,
,,888,50,
2:35 p.m.,4:05 p.m.,889,38,19.0
2:55 p.m.,5:55 p.m.,890,39,18.0
7:15 a.m.,11:35 a.m.,891,40,18.0
12:10 p.m.,2:15 p.m.,892,41,19.0
7:55 a.m.,11:05 a.m.,893,11,17.0
,,894,50,
1:05 p.m.,2:35 p.m.,895,42,19.0
,,896,50,
3:05 p.m.,6:30 p.m.,897,44,18.0
7:30 a.m.,8:00 a.m.,898,13,17.0
,,899,50,
4:00 p.m.,6:40 p.m.,900,46,20.0
11:35 a.m.,2:25 p.m.,901,19,17.0
7:25 a.m.,11:10 a.m.,902,17,15.0
,,903,50,
11:55 a.m.,6:17 p.m.,904,89,16.0
10:40 a.m.,12:55 p.m.,905,30,17.0
6:45 a.m.,7:45 a.m.,906,18,17.0
4:00 p.m.,7:05 p.m.,907,72,20.0
6:00 a.m.,6:40 a.m.,908,48,18.0
7:10 a.m.,10:45 a.m.,909,49,18.0
7:10 a.m.,3:30 p.m.,910,47,16.0
7:10 a.m.,9:40 a.m.,911,0,18.0
6:30 p.m.,7:25 p.m.,912,2,20.0
8:41 a.m.,9:54 a.m.,913,90,7.0
,,914,50,
6:00 a.m.,7:23 a.m.,915,93,5.0
12:30 a.m.,5:35 a.m.,916,53,10.0
,,917,50,
9:45 a.m.,1:16 p.m.,918,55,10.0
7:00 a.m.,9:55 a.m.,919,6,18.0
2:30 p.m.,7:03 p.m.,920,56,23.0
6:00 a.m.,9:20 a.m.,921,9,17.0
10:15 a.m.,12:10 p.m.,922,12,18.0
1:00 p.m.,2:35 p.m.,923,14,17.0
6:45 a.m.,7:45 a.m.,924,18,17.0
,,925,50,
,,926,50,
9:05 a.m.,12:35 p.m.,927,15,18.0
11:35 a.m.,2:25 p.m.,928,19,17.0
10:40 a.m.,2:45 p.m.,929,20,19.0
6:45 p.m.,9:10 p.m.,930,23,19.0
12:00 p.m.,3:15 p.m.,931,24,17.0
7:15 p.m.,12:21 a.m.,932,95,7.0
9:15 a.m.,12:18 p.m.,933,64,21.0
3:50 p.m.,6:23 p.m.,934,82,18.0
,,935,50,
8:00 p.m.,9:45 p.m.,936,28,19.0
10:25 a.m.,6:44 p.m.,937,65,11.0
,,938,50,
10:40 a.m.,2:59 p.m.,939,29,13.0
1:33 p.m.,4:31 p.m.,940,83,19.0
1:29 p.m.,4:17 p.m.,941,66,9.0
4:25 p.m.,12:29 a.m.,942,100,7.0
8:25 p.m.,11:50 p.m.,943,33,19.0
8:35 a.m.,11:50 a.m.,944,35,17.0
2:30 p.m.,6:15 p.m.,945,78,16.0
8:29 a.m.,9:24 a.m.,946,102,7.0
11:08 p.m.,5:11 a.m.Dec 02,947,87,7.0
5:30 p.m.,6:09 p.m.,948,88,3.0
1:45 p.m.,8:27 a.m.,949,104,3.0
,,950,50,
8:20 p.m.,9:20 p.m.,951,37,7.0
,,952,50,
,,953,50,
7:15 a.m.,11:35 a.m.,954,40,18.0
2:55 p.m.,5:00 p.m.,955,107,8.0
7:35 a.m.,9:43 a.m.,956,103,3.0
12:10 p.m.,2:15 p.m.,957,41,19.0
7:55 a.m.,11:05 a.m.,958,11,17.0
9:05 a.m.,11:53 a.m.,959,108,5.0
,,960,50,
3:05 p.m.,6:30 p.m.,961,44,18.0
11:25 a.m.,5:25 p.m.,962,45,5.0
4:00 p.m.,6:40 p.m.,963,46,20.0
,,964,50,
10:40 a.m.,12:55 p.m.,965,30,17.0
6:00 a.m.,6:40 a.m.,966,48,18.0
7:10 a.m.,10:45 a.m.,967,49,18.0
7:10 a.m.,3:30 p.m.,968,47,16.0
7:10 a.m.,9:30 a.m.,969,144,3.0
6:00 a.m.,6:50 a.m.,970,145,3.0
7:10 a.m.,9:00 a.m.,971,146,3.0
6:30 p.m.,7:08 p.m.,972,147,3.0
7:25 a.m.,10:43 a.m.,973,148,3.0
11:05 a.m.,4:37 p.m.,974,149,3.0
8:41 a.m.,9:34 a.m.,975,150,3.0
1:33 p.m.,4:20 p.m.,976,151,3.0
1:05 p.m.,2:17 p.m.,977,152,3.0
8:25 p.m.,11:31 p.m.,978,153,3.0
7:15 p.m.,11:52 p.m.,979,154,3.0
5:25 p.m.,8:04 p.m.,980,155,3.0
4:00 p.m.,6:30 p.m.,981,156,3.0
7:27 p.m.,8:46 p.m.,982,157,3.0
7:15 a.m.,10:18 a.m.,983,158,3.0
3:35 p.m.,3:50 p.m.,984,159,3.0
6:00 a.m.,6:30 a.m.,985,160,3.0
7:10 a.m.,10:09 a.m.,986,161,3.0
6:45 p.m.,9:00 p.m.,987,162,3.0
3:05 p.m.,5:57 p.m.,988,163,3.0
7:10 a.m.,9:40 a.m.,989,0,18.0
6:40 a.m.,9:25 a.m.,990,3,16.0
Not Available,Not Available,991,164,13.0
Not Available,Not Available,992,164,13.0
7:45 p.m.,10:30 p.m.,993,1,19.0
6:30 p.m.,7:25 p.m.,994,2,20.0
12:00noon,3:15 p.m.,995,165,1.0
3:27 p.m.,5:05 p.m.,996,74,17.0
11:25 a.m.,5:25 p.m.,997,45,5.0
11:25 p.m.,Dec 02 6:55 a.m.,998,166,1.0
Not Available,Not Available,999,164,13.0
12:15 p.m.,2:45 p.m.,1000,4,19.0
4:00 p.m.,6:46 p.m.,1001,76,17.0
7:00 a.m.,9:55 a.m.,1002,6,18.0
Not Available,Not Available,1003,164,13.0
4:15 p.m.,7:55 p.m.,1004,7,17.0
2:30 p.m.,7:03 p.m.,1005,56,23.0
11:50 a.m.,3:50 p.m.,1006,8,16.0
6:00 a.m.,9:20 a.m.,1007,9,17.0
11:05 a.m.,4:57 p.m.,1008,77,16.0
6:00 a.m.,10:20 a.m.,1009,59,10.0
8:40 a.m.,10:54 a.m.,1010,60,9.0
10:45 a.m.,2:20 p.m.,1011,10,4.0
7:55 a.m.,11:05 a.m.,1012,11,17.0
10:15 a.m.,12:10 p.m.,1013,12,18.0
7:30 a.m.,8:00 a.m.,1014,13,17.0
1:00 p.m.,2:35 p.m.,1015,14,17.0
9:05 a.m.,12:35 p.m.,1016,15,18.0
11:45 a.m.,2:00 p.m.,1017,16,6.0
12:00noon,1:45 p.m.,1018,167,1.0
7:25 a.m.,11:10 a.m.,1019,17,15.0
11:35 a.m.,2:25 p.m.,1020,19,17.0
10:40 a.m.,2:45 p.m.,1021,20,19.0
7:15 a.m.,10:35 a.m.,1022,22,16.0
8:05 a.m.,11:35 a.m.,1023,57,9.0
6:45 p.m.,9:10 p.m.,1024,23,19.0
7:15 p.m.,Dec 02 12:21 a.m.,1025,168,1.0
Not Available,Not Available,1026,164,13.0
9:15 a.m.,12:18 p.m.,1027,64,21.0
6:00 a.m.,7:30 a.m.,1028,25,17.0
7:10 a.m.,9:35 a.m.,1029,26,16.0
3:50 p.m.,6:23 p.m.,1030,82,18.0
8:00 p.m.,9:45 p.m.,1031,28,19.0
7:05 a.m.,10:31 a.m.,1032,98,5.0
10:40 a.m.,2:59 p.m.,1033,29,13.0
Not Available,Not Available,1034,164,13.0
11:55 p.m.,Dec 02 5:50 a.m.,1035,169,1.0
4:25 p.m.,12:29 a.m.,1036,100,7.0
9:00 p.m.,Dec 02 12:15 a.m.,1037,170,2.0
8:25 p.m.,11:50 p.m.,1038,33,19.0
6:59 a.m.,10:34 a.m.,1039,34,15.0
8:35 a.m.,11:50 a.m.,1040,35,17.0
Not Available,Not Available,1041,164,13.0
Not Available,Not Available,1042,164,13.0
1:30 p.m.,3:50 p.m.,1043,36,16.0
2:53 p.m.,4:48 p.m.,1044,67,12.0
Not Available,Not Available,1045,164,13.0
Not Available,Not Available,1046,164,13.0
11:15 a.m.,1:40 p.m.,1047,105,5.0
8:20 p.m.,9:20 p.m.,1048,37,7.0
2:55 p.m.,4:53 p.m.,1049,106,6.0
2:30 p.m.,7:03 p.m.,1050,56,23.0
2:35 p.m.,4:05 p.m.,1051,38,19.0
2:55 p.m.,5:55 p.m.,1052,39,18.0
7:15 a.m.,11:35 a.m.,1053,40,18.0
2:55 p.m.,5:00 p.m.,1054,107,8.0
12:10 p.m.,2:15 p.m.,1055,41,19.0
9:05 a.m.,11:53 a.m.,1056,108,5.0
1:05 p.m.,2:35 p.m.,1057,42,19.0
Not Available,Not Available,1058,164,13.0
8:35 a.m.,10:40 a.m.,1059,43,7.0
3:05 p.m.,6:30 p.m.,1060,44,18.0
4:00 p.m.,6:40 p.m.,1061,46,20.0
2:55 p.m.,4:49 p.m.,1062,71,11.0
11:55 a.m.,6:17 p.m.,1063,89,16.0
10:40 a.m.,12:55 p.m.,1064,30,17.0
7:10 a.m.,3:30 p.m.,1065,47,16.0
6:45 a.m.,7:45 a.m.,1066,18,17.0
4:00 p.m.,7:05 p.m.,1067,72,20.0
6:00 a.m.,6:40 a.m.,1068,48,18.0
7:10 a.m.,10:45 a.m.,1069,49,18.0
7:10 a.m.,9:40 a.m.,1070,0,18.0
,,1071,50,
6:40 a.m.,9:25 a.m.,1072,3,16.0
8:00 a.m.,11:55 a.m.,1073,73,14.0
,,1074,50,
7:45 p.m.,10:30 p.m.,1075,1,19.0
12:00 p.m.,3:15 p.m.,1076,24,17.0
3:27 p.m.,5:05 p.m.,1077,74,17.0
,,1078,50,
,,1079,50,
11:25 p.m.,6:55 a.m. Dec 02,1080,75,6.0
,,1081,50,
,,1082,50,
4:00 p.m.,6:46 p.m.,1083,76,17.0
,,1084,50,
,,1085,50,
9:05 a.m.,12:35 p.m.,1086,15,18.0
,,1087,50,
7:00 a.m.,9:55 a.m.,1088,6,18.0
4:15 p.m.,7:55 p.m.,1089,7,17.0
,,1090,50,
,,1091,50,
,,1092,50,
,,1093,50,
11:50 a.m.,3:50 p.m.,1094,8,16.0
,,1095,50,
6:00 a.m.,9:20 a.m.,1096,9,17.0
11:05 a.m.,4:57 p.m.,1097,77,16.0
,,1098,50,
,,1099,50,
10:15 a.m.,12:10 p.m.,1100,12,18.0
1:00 p.m.,2:35 p.m.,1101,14,17.0
,,1102,50,
,,1103,50,
,,1104,50,
2:30 p.m.,6:15 p.m.,1105,78,16.0
12:00 p.m.,1:45 p.m.,1106,79,16.0
,,1107,50,
,,1108,50,
10:40 a.m.,2:45 p.m.,1109,20,19.0
,,1110,50,
,,1111,50,
7:15 a.m.,10:35 a.m.,1112,22,16.0
6:30 p.m.,7:25 p.m.,1113,2,20.0
6:45 p.m.,9:10 p.m.,1114,23,19.0
7:15 p.m.,12:21 a.m. Dec 02,1115,81,7.0
,,1116,50,
9:15 a.m.,12:18 p.m.,1117,64,21.0
6:00 a.m.,7:30 a.m.,1118,25,17.0
7:10 a.m.,9:35 a.m.,1119,26,16.0
,,1120,50,
3:50 p.m.,6:23 p.m.,1121,82,18.0
,,1122,50,
8:00 p.m.,9:45 p.m.,1123,28,19.0
,,1124,50,
,,1125,50,
10:40 a.m.,2:59 p.m.,1126,29,13.0
1:33 p.m.,4:31 p.m.,1127,83,19.0
12:15 p.m.,2:45 p.m.,1128,4,19.0
,,1129,50,
11:55 p.m.,5:50 a.m. Dec 02,1130,110,5.0
4:25 p.m.,12:29 a.m. Dec 02,1131,85,7.0
9:00 p.m.,12:15 a.m. Dec 02,1132,86,6.0
8:25 p.m.,11:50 p.m.,1133,33,19.0
6:59 a.m.,10:34 a.m.,1134,34,15.0
8:35 a.m.,11:50 a.m.,1135,35,17.0
,,1136,50,
1:30 p.m.,3:50 p.m.,1137,36,16.0
,,1138,50,
,,1139,50,
11:08 p.m.,5:11 a.m.Dec 02,1140,87,7.0
5:30 p.m.,6:40 p.m.,1141,111,13.0
,,1142,50,
,,1143,50,
,,1144,50,
,,1145,50,
,,1146,50,
,,1147,50,
2:35 p.m.,4:05 p.m.,1148,38,19.0
2:55 p.m.,5:55 p.m.,1149,39,18.0
7:15 a.m.,11:35 a.m.,1150,40,18.0
12:10 p.m.,2:15 p.m.,1151,41,19.0
7:55 a.m.,11:05 a.m.,1152,11,17.0
,,1153,50,
1:05 p.m.,2:35 p.m.,1154,42,19.0
,,1155,50,
3:05 p.m.,6:30 p.m.,1156,44,18.0
7:30 a.m.,8:00 a.m.,1157,13,17.0
,,1158,50,
4:00 p.m.,6:40 p.m.,1159,46,20.0
11:35 a.m.,2:25 p.m.,1160,19,17.0
7:25 a.m.,11:10 a.m.,1161,17,15.0
,,1162,50,
11:55 a.m.,6:17 p.m.,1163,89,16.0
10:40 a.m.,12:55 p.m.,1164,30,17.0
6:45 a.m.,7:45 a.m.,1165,18,17.0
4:00 p.m.,7:05 p.m.,1166,72,20.0
6:00 a.m.,6:40 a.m.,1167,48,18.0
7:10 a.m.,10:45 a.m.,1168,49,18.0
7:10 a.m.,3:30 p.m.,1169,47,16.0
7:10 a.m.,9:40 a.m.,1170,0,18.0
6:40 a.m.,9:25 a.m.,1171,3,16.0
,,1172,50,
8:41 a.m.,9:54 a.m.,1173,90,7.0
7:45 p.m.,10:30 p.m.,1174,1,19.0
,,1175,50,
,,1176,50,
7:00 a.m.,9:55 a.m.,1177,6,18.0
4:15 p.m.,7:55 p.m.,1178,7,17.0
,,1179,50,
6:00 a.m.,9:20 a.m.,1180,9,17.0
11:05 a.m.,4:57 p.m.,1181,77,16.0
10:45 a.m.,2:20 p.m.,1182,10,4.0
10:15 a.m.,12:10 p.m.,1183,12,18.0
6:45 a.m.,7:45 a.m.,1184,18,17.0
12:15 p.m.,2:45 p.m.,1185,4,19.0
,,1186,50,
12:00 p.m.,1:45 p.m.,1187,79,16.0
10:40 a.m.,2:45 p.m.,1188,20,19.0
12:57 p.m.,4:52 p.m.,1189,80,2.0
3:35 p.m.,4:00 p.m.,1190,21,10.0
6:45 p.m.,9:10 p.m.,1191,23,19.0
7:15 p.m.,12:21 a.m. Dec 02,1192,81,7.0
,,1193,50,
9:15 a.m.,12:18 p.m.,1194,64,21.0
8:00 p.m.,9:45 p.m.,1195,28,19.0
10:25 a.m.,6:44 p.m.,1196,65,11.0
10:40 a.m.,2:59 p.m.,1197,29,13.0
1:33 p.m.,4:31 p.m.,1198,83,19.0
11:55 p.m.,5:50 a.m.,1199,99,5.0
2:30 p.m.,6:15 p.m.,1200,78,16.0
8:29 a.m.,9:24 a.m.,1201,102,7.0
,,1202,50,
,,1203,50,
11:08 p.m.,5:11 a.m.,1204,114,6.0
5:30 p.m.,6:09 p.m.,1205,88,3.0
,,1206,50,
,,1207,50,
,,1208,50,
2:35 p.m.,4:05 p.m.,1209,38,19.0
7:15 a.m.,11:35 a.m.,1210,40,18.0
4:25 p.m.,12:29 a.m. Dec 02,1211,85,7.0
12:10 p.m.,2:15 p.m.,1212,41,19.0
7:55 a.m.,11:05 a.m.,1213,11,17.0
9:05 a.m.,11:53 a.m.,1214,108,5.0
1:05 p.m.,2:35 p.m.,1215,42,19.0
7:53 a.m.,1:39 p.m.,1216,109,5.0
3:05 p.m.,6:30 p.m.,1217,44,18.0
6:30 p.m.,7:25 p.m.,1218,2,20.0
11:25 a.m.,5:25 p.m.,1219,45,5.0
4:00 p.m.,6:40 p.m.,1220,46,20.0
6:00 a.m.,6:40 a.m.,1221,48,18.0
7:10 a.m.,10:45 a.m.,1222,49,18.0
,,1223,50,
7:00 p.m.,10:15 p.m.,1224,51,9.0
,,1225,50,
,,1226,50,
,,1227,50,
,,1228,50,
,,1229,50,
11:25 a.m.,2:50 p.m.,1230,52,9.0
,,1231,50,
,,1232,50,
,,1233,50,
,,1234,50,
12:30 a.m.,5:35 a.m.,1235,53,10.0
,,1236,50,
7:35 a.m.,9:21 a.m.,1237,54,7.0
9:45 a.m.,1:16 p.m.,1238,55,10.0
,,1239,50,
,,1240,50,
,,1241,50,
,,1242,50,
,,1243,50,
2:30 p.m.,7:03 p.m.,1244,56,23.0
8:05 a.m.,11:35 a.m.,1245,57,9.0
,,1246,50,
,,1247,50,
11:40 a.m.,1:17 p.m.,1248,58,7.0
,,1249,50,
,,1250,50,
6:00 a.m.,10:20 a.m.,1251,59,10.0
8:40 a.m.,10:54 a.m.,1252,60,9.0
,,1253,50,
,,1254,50,
,,1255,50,
,,1256,50,
,,1257,50,
,,1258,50,
,,1259,50,
5:25 p.m.,8:22 p.m.,1260,61,8.0
7:10 p.m.,8:56 p.m.,1261,62,7.0
,,1262,50,
,,1263,50,
3:35 p.m.,4:00 p.m.,1264,21,10.0
,,1265,50,
,,1266,50,
,,1267,50,
,,1268,50,
7:15 p.m.,12/2/11 12:21 a.m.,1269,63,4.0
,,1270,50,
9:15 a.m.,12:18 p.m.,1271,64,21.0
,,1272,50,
,,1273,50,
,,1274,50,
,,1275,50,
,,1276,50,
,,1277,50,
,,1278,50,
10:25 a.m.,6:44 p.m.,1279,65,11.0
,,1280,50,
,,1281,50,
,,1282,50,
,,1283,50,
1:29 p.m.,4:17 p.m.,1284,66,9.0
,,1285,50,
,,1286,50,
,,1287,50,
,,1288,50,
,,1289,50,
,,1290,50,
,,1291,50,
,,1292,50,
2:53 p.m.,4:48 p.m.,1293,67,12.0
,,1294,50,
11:08 p.m.,12/2/11 5:11 a.m.,1295,68,4.0
,,1296,50,
,,1297,50,
,,1298,50,
,,1299,50,
,,1300,50,
2:30 p.m.,7:03 p.m.,1301,56,23.0
8:55 a.m.,11:45 a.m.,1302,69,5.0
,,1303,50,
,,1304,50,
,,1305,50,
,,1306,50,
,,1307,50,
9:05 a.m. (-00:00),11:53 a.m.,1308,70,4.0
,,1309,50,
,,1310,50,
,,1311,50,
,,1312,50,
,,1313,50,
,,1314,50,
2:55 p.m.,4:49 p.m.,1315,71,11.0
,,1316,50,
,,1317,50,
,,1318,50,
4:00 p.m.,7:05 p.m.,1319,72,20.0
,,1320,50,
,,1321,50,
,,1322,50,
7:10aDec 1,9:40aDec 1,1323,171,1.0
7:00 p.m.,10:15 p.m.,1324,51,9.0
6:40aDec 1,9:25aDec 1,1325,172,1.0
8:19aDec 1,11:55aDec 1,1326,173,1.0
8:41aDec 1,9:54aDec 1,1327,174,2.0
7:45 p.m.,10:30 p.m.,1328,1,19.0
12:00 p.m.,3:15 p.m.,1329,24,17.0
3:27 p.m.,5:05 p.m.,1330,74,17.0
11:25aDec 1,2:50 p.m.,1331,175,1.0
10:39aDec 1,11:19aDec 1,1332,176,2.0
11:25 p.m.,6:55aDec 2,1333,177,2.0
6:14aDec 1,7:23aDec 1,1334,178,1.0
12:30aDec 1,5:35aDec 1,1335,179,2.0
4:00 p.m.,6:46 p.m.,1336,76,17.0
7:35aDec 1,9:21aDec 2,1337,180,1.0
9:45aDec 1,1:16 p.m.,1338,181,2.0
10:00aDec 1,12:35 p.m.,1339,182,1.0
8:15aDec 1,10:06aDec 1,1340,183,1.0
7:00aDec 1,9:55aDec 1,1341,184,2.0
4:15 p.m.,7:55 p.m.,1342,7,17.0
10:45aDec 1,2:20 p.m.,1343,185,1.0
2:30 p.m.,7:03 p.m.,1344,56,23.0
8:05aDec 1,11:35aDec 1,1345,186,1.0
2:55 p.m.,5:00 p.m.,1346,107,8.0
11:50aDec 1,3:50 p.m.,1347,187,1.0
11:40aDec 1,1:17 p.m.,1348,188,2.0
6:00aDec 1,9:20aDec 1,1349,189,2.0
11:05aDec 1,4:57 p.m.,1350,190,2.0
6:00aDec 1,10:20aDec 1,1351,191,1.0
8:40aDec 1,10:54aDec 1,1352,192,1.0
10:15aDec 1,12:10 p.m.,1353,193,1.0
1:00 p.m.,2:35 p.m.,1354,14,17.0
7:53aDec 1,1:39 p.m.,1355,194,1.0
12:30 p.m.,3:03 p.m.,1356,195,2.0
11:45aDec 1,2:00 p.m.,1357,196,2.0
2:46 p.m.,6:15 p.m.,1358,197,1.0
12:00 p.m.,1:45 p.m.,1359,79,16.0
5:25 p.m.,8:22 p.m.,1360,61,8.0
7:10 p.m.,10:48 p.m.,1361,198,2.0
10:40aDec 1,2:45 p.m.,1362,199,1.0
12:57 p.m.,5:15 p.m.,1363,113,4.0
3:35 p.m.,4:00 p.m.,1364,21,10.0
7:15aDec 1,10:35aDec 1,1365,200,1.0
6:30 p.m.,7:25 p.m.,1366,2,20.0
6:45 p.m.,9:10 p.m.,1367,23,19.0
7:15 p.m.,12:21aDec 2,1368,201,1.0
2:22 p.m.,7:53 p.m.,1369,202,1.0
9:15aDec 1,12:18 p.m.,1370,203,1.0
6:00aDec 1,7:30aDec 1,1371,204,2.0
7:10aDec 1,9:35aDec 1,1372,205,2.0
4:55 p.m.,8:05 p.m.,1373,27,5.0
3:50 p.m.,6:23 p.m.,1374,82,18.0
4:16 p.m.,7:35 p.m.,1375,97,6.0
8:00 p.m.,9:45 p.m.,1376,28,19.0
10:25aDec 1,6:44 p.m.,1377,206,1.0
7:05aDec 1,10:31aDec 1,1378,207,2.0
10:40aDec 1,2:59 p.m.,1379,208,1.0
1:33 p.m.,4:31 p.m.,1380,83,19.0
12:15 p.m.,2:45 p.m.,1381,4,19.0
1:29 p.m.,4:17 p.m.,1382,66,9.0
11:55 p.m.,5:50aDec 2,1383,209,1.0
4:25 p.m.,12:29aDec 2,1384,210,2.0
9:00 p.m.,12:15aDec 2,1385,211,1.0
8:25 p.m.,11:50 p.m.,1386,33,19.0
6:59aDec 1,10:34aDec 1,1387,212,2.0
8:35aDec 1,11:50aDec 1,1388,213,2.0
1:30 p.m.,3:50 p.m.,1389,36,16.0
2:53 p.m.,4:48 p.m.,1390,67,12.0
7:35aDec 1,9:43aDec 1,1391,214,1.0
11:08 p.m.,5:11aDec 2,1392,215,2.0
5:30 p.m.,6:40 p.m.,1393,111,13.0
1:45 p.m.,8:27aDec 1,1394,216,1.0
11:15aDec 1,1:40 p.m.,1395,217,1.0
8:20 p.m.,9:18 p.m.,1396,218,2.0
2:55 p.m.,4:53 p.m.,1397,106,6.0
2:30 p.m.,7:03 p.m.,1398,56,23.0
8:55aDec 1,12:05 p.m.,1399,219,1.0
2:35 p.m.,4:05 p.m.,1400,38,19.0
2:55 p.m.,5:55 p.m.,1401,39,18.0
7:15aDec 1,11:35aDec 1,1402,220,1.0
12:10 p.m.,2:15 p.m.,1403,41,19.0
7:55aDec 1,11:05aDec 1,1404,221,1.0
9:05aDec 1,11:53aDec 1,1405,222,2.0
1:05 p.m.,2:35 p.m.,1406,42,19.0
8:35aDec 1,10:40aDec 1,1407,223,2.0
3:05 p.m.,6:30 p.m.,1408,44,18.0
7:30aDec 1,8:00aDec 1,1409,224,2.0
11:25aDec 1,5:25 p.m.,1410,225,2.0
4:00 p.m.,6:40 p.m.,1411,46,20.0
11:35aDec 1,2:25 p.m.,1412,226,1.0
7:25aDec 1,11:10aDec 1,1413,227,2.0
2:55 p.m.,4:49 p.m.,1414,71,11.0
11:55aDec 1,6:17 p.m.,1415,228,1.0
10:40aDec 1,12:55 p.m.,1416,229,1.0
6:45aDec 1,7:45aDec 1,1417,230,2.0
4:00 p.m.,7:05 p.m.,1418,72,20.0
6:00aDec 1,6:40aDec 1,1419,231,1.0
7:10aDec 1,10:45aDec 1,1420,232,2.0
7:10aDec 1,3:30 p.m.,1421,233,1.0
,3:50 p.m.,1422,234,
,9:24 a.m.,1423,235,
2:35 p.m.,,1424,236,
,4:31 p.m.,1425,237,
7:00 p.m.,10:15 p.m.,1426,51,9.0
7:35 a.m.,9:21 a.m.,1427,54,7.0
11:40 a.m.,1:17 p.m.,1428,58,7.0
6:00 a.m.,10:20 a.m.,1429,59,10.0
7:15 p.m.,12:21 a.m.,1430,95,7.0
12:30 a.m.,5:35 a.m.,1431,53,10.0
8:40 a.m.,10:54 a.m.,1432,60,9.0
