Address1,HospitalType,original_index,unique_index,count
2000 pepperell parkway,acute care hospitals,617,66,24
2000 pepperell parkway,acute care hospitals,618,66,24
2000 pepperell parkway,acute care hospitals,619,66,24
2000 pepperell parkway,acute care hospitals,620,66,24
2000 pepperell parkway,acute care hospitals,621,66,24
2000 pepperell parkway,acute care hospitals,622,66,24
2000 pepperell parkway,acute care hospitals,623,66,24
2000 pepperell parkway,acute care hospitals,624,66,24
2000 pepperell parkway,acute care hospitals,625,66,24
2000 pepperell parkway,acute care hospitals,626,66,24
2000 pepperell parkway,acute care hospitals,627,66,24
2000 pepperell parkway,acute care hospitals,628,66,24
2000 pepperell parkway,acute care hospitals,629,66,24
2000 pepperell parkway,acute care hospitals,630,66,24
2000 pepperell parkway,acute care hospitals,631,66,24
2000 pepperell parkway,acute care hospitals,632,66,24
2000 pepperell parkway,acute care hospitals,633,66,24
2000 pepperell parkway,acuxe care hospixals,634,67,1
2000 pepperell parkway,acute care hospitals,635,66,24
2000 pepperell parkway,acute care hospitals,636,66,24
2000 pepperell parkway,acute care hospitals,637,66,24
2000 pepperell parkway,acute care hospitals,638,66,24
2000 pepperell parkway,acute care hospitals,639,66,24
2000 pepperell parkway,acute care hospitals,640,66,24
209 north main street,acute care hospitals,641,68,24
209 north main street,acute care hospitals,642,68,24
209 north main street,acute care hospitals,643,68,24
209 north main street,acute care hospitals,644,68,24
209 north main street,acute care hospitals,645,68,24
209 north main street,acute care hospitals,646,68,24
209 north main street,acute care hospitals,647,68,24
209 north main street,acute care hospitals,648,68,24
209 north main street,acute care hospitals,649,68,24
209 north main street,acute care hospitals,650,68,24
209 north main street,acute care hospitals,651,68,24
209 xorth maix street,acute care hospitals,652,69,1
209 north main street,acute care hospitals,653,68,24
209 north main street,acute care hospitals,654,68,24
209 north main street,acute care hospitals,655,68,24
209 north main street,acute care hospitals,656,68,24
209 north main street,acute care hospitals,657,68,24
209 north main street,acute care hospitals,658,68,24
209 north main street,acute care hospitals,659,68,24
209 north main street,acute care hospitals,660,68,24
209 north main street,acute care hospitals,661,68,24
209 north main street,acute care hospitals,662,68,24
209 north main street,acute care hospitals,663,68,24
209 north main street,acute care hospitals,664,68,24
209 north main street,acute care hospitals,665,68,24
619 south 19th street,acute care hospitals,666,70,25
619 south 19th street,acute care hospitals,667,70,25
619 south 19th street,acute care hospitals,668,70,25
619 south 19th street,acute care hospitals,669,70,25
619 south 19th street,acute care hospitals,670,70,25
619 south 19th street,acute care hospitals,671,70,25
619 south 19th street,acute care hospitals,672,70,25
619 south 19th street,acute care hospitals,673,70,25
619 south 19th street,acute care hospitals,674,70,25
619 south 19th street,acute care hospitals,675,70,25
619 south 19th street,acute care hospitals,676,70,25
619 south 19th street,acute care hospitals,677,70,25
619 south 19th street,acute care hospitals,678,70,25
619 south 19th street,acute care hospitals,679,70,25
619 south 19th street,acute care hospitals,680,70,25
619 south 19th street,acute care hospitals,681,70,25
619 south 19th street,acute care hospitals,682,70,25
619 south 19th street,acute care hospitals,683,70,25
619 south 19th street,acute care hospitals,684,70,25
619 south 19th street,acute care hospitals,685,70,25
619 south 19th street,acute care hospitals,686,70,25
619 south 19th street,acute care hospitals,687,70,25
619 south 19th street,acute care hospitals,688,70,25
619 south 19th street,acute care hospitals,689,70,25
619 south 19th street,acute care hospitals,690,70,25
805 friendship road,acute care hospitals,691,71,23
805 friendship road,acute care hospitals,692,71,23
805 friendship road,acute care hospitals,693,71,23
805 friendship road,acute care hospitals,694,71,23
805 friendship road,acute cxre hospitxls,695,72,1
805 friendship road,acute care hospitals,696,71,23
805 friendship road,acute care hospitals,697,71,23
805 friendship road,acute care hospitals,698,71,23
805 friendship road,acute care hospitals,699,71,23
805 friendship road,acute care hospitals,700,71,23
805 friendship road,acute care hospitals,701,71,23
805 friendship road,acute care hospitals,702,71,23
805 friendship road,acute care hospitals,703,71,23
805 friendship road,acute care hospitals,704,71,23
805 friendship road,acutexcarexhospitals,705,73,1
805 friendship road,acute care hospitals,706,71,23
805 friendship road,acute care hospitals,707,71,23
805 friendship road,acute care hospitals,708,71,23
805 friendship road,acute care hospitals,709,71,23
805 friendship road,acute care hospitals,710,71,23
805 friendship road,acute care hospitals,711,71,23
805 friendship road,acute care hospitals,712,71,23
805 friendship road,acute care hospitals,713,71,23
805 friendship road,acute care hospitals,714,71,23
805 friendship road,acute care hospitals,715,71,23
1912 alabama highway 157,acute care hospitals,716,74,23
1912 alabama highway 157,acute care hospitals,717,74,23
1912 alabama highway 157,acute care hospitals,718,74,23
1912 alabama highway 157,acute care hospitals,719,74,23
1912 alabama highway 157,acute care hospitals,720,74,23
1912 alabama highway 157,acute care hospitals,721,74,23
1912 alabama highway 157,acute care hospitals,722,74,23
1912 alabama highway 157,acute care hospitals,723,74,23
1912 alabama highway 157,acute care hospitals,724,74,23
1912 alabama highway 157,acute care hospitals,725,74,23
1912 alabama highway 157,acute care hospitals,726,74,23
1912 alabama highway 157,acute care hospitals,727,74,23
1912 alabama highway 157,acute care hospitals,728,74,23
1912 alabama highway 157,acutexcarexhospitals,729,75,1
1912 alabama highway 157,acute care hospitals,730,74,23
1912 alabama highway 157,acute care hospitals,731,74,23
1912 alabama highway 157,acute care hospitals,732,74,23
1912 alabama highway 157,acute care hospitals,733,74,23
1912 alabama highway 157,acute care hospitals,734,74,23
1912 alabama highway 157,acute care hospitals,735,74,23
1912xalabamaxhighwayx157,acute care hospitals,736,76,1
1912 alabama highway 157,acute care hospitals,737,74,23
1912 alabama highway 157,acute care hospitals,738,74,23
1912 alabama highway 157,acute care hospitals,739,74,23
1912 alabama highway 157,acute care hospitals,740,74,23
849 south three notch street,acute care hospitals,741,77,25
849 south three notch street,acute care hospitals,742,77,25
849 south three notch street,acute care hospitals,743,77,25
849 south three notch street,acute care hospitals,744,77,25
849 south three notch street,acute care hospitals,745,77,25
849 south three notch street,acute care hospitals,746,77,25
849 south three notch street,acute care hospitals,747,77,25
849 south three notch street,acute care hospitals,748,77,25
849 south three notch street,acute care hospitals,749,77,25
849 south three notch street,acute care hospitals,750,77,25
849 south three notch street,acute care hospitals,751,77,25
849 south three notch street,acute care hospitals,752,77,25
849 south three notch street,acute care hospitals,753,77,25
849 south three notch street,acute care hospitals,754,77,25
849 south three notch street,acute care hospitals,755,77,25
849 south three notch street,acute care hospitals,756,77,25
849 south three notch street,acute care hospitals,757,77,25
849 south three notch street,acute care hospitals,758,77,25
849 south three notch street,acute care hospitals,759,77,25
849 south three notch street,acute care hospitals,760,77,25
849 south three notch street,acute care hospitals,761,77,25
849 south three notch street,acute care hospitals,762,77,25
849 south three notch street,acute care hospitals,763,77,25
849 south three notch street,acute care hospitals,764,77,25
849 south three notch street,acute care hospitals,765,77,25
301 east 18th st,acute care hospitals,766,30,26
301 east 1xth st,acute care hospitals,767,78,1
301 east 18th st,acute care hospitals,768,30,26
301 east 18th st,acute care hospitals,769,30,26
301 east 18th st,acute care hospitals,770,30,26
301 east 18th st,acute care hospitals,771,30,26
301 east 18th st,acute care hospitals,772,30,26
301 east 18th st,acute care hospitals,773,30,26
101 sivley rd,acute care hospitals,774,79,26
101 sivley rd,acute care hospitals,775,79,26
101 sivley rd,acute care hospitals,776,79,26
101 sivley rd,acute care hospitals,777,79,26
101 sivley rd,acute care hospitals,778,79,26
101 sivley rd,acutexcarexhospitals,779,80,1
101 sivley rd,acute care hospitals,780,79,26
101 sivley rd,acute care hospitals,781,79,26
101 sivley rd,acute care hospitaxs,782,81,1
101 sivley rd,acute care hospitals,783,79,26
101 sivley rd,acute care hospitals,784,79,26
101 sivley rd,acute care hospitals,785,79,26
101 sivley rd,acute care hospitals,786,79,26
101 sivley rd,acute care hospitals,787,79,26
101 sivley rd,acute care hospitals,788,79,26
101 sivley rd,acute care hospitals,789,79,26
101 sivley rd,acute care hospitals,790,79,26
101 sivley rd,acute care hospitals,791,79,26
101 sivley rd,acute care hospitals,792,79,26
101 sivley rd,acute care hospitals,793,79,26
101 sivley rd,acute care hospitals,794,79,26
101 sivley rd,acute care hospitals,795,79,26
101 sivley rd,acute care hospitals,796,79,26
101 sivley rd,acute care hospitals,797,79,26
101 sivley rd,acute care hospitals,798,79,26
101 sivley rd,acute care hospitals,799,79,26
101 sivley rd,acute care hospitals,800,79,26
101 sivley rd,acute care hospitals,801,79,26
1007 goodyear avenue,acute care hospitals,802,82,24
1007 goodyear avenue,acute care hospitals,803,82,24
1007 goodyear avenue,acute care hospitals,804,82,24
1007 goodyear avenue,acute care hospitals,805,82,24
1007 goodyear avenue,acute care hospitals,806,82,24
1007 goodyear avenue,acute care hospitals,807,82,24
1007 goodyear avenue,acute care hospitals,808,82,24
1007 goodyear avenue,acute care hospitals,809,82,24
1007 goodyear avenue,acute care hospitals,810,82,24
1007 goodyear avenue,acute care hospitals,811,82,24
1007 goodyear avenue,acute care hospitals,812,82,24
1007 goodyear avenue,acute care hospitals,813,82,24
1007 goodyear avenue,axute care hospitals,814,83,1
1007 goodyear avenue,acute care hospitals,815,82,24
1007 goodyear avenue,acute care hospitals,816,82,24
1007 goodyear avenue,acute care hospitals,817,82,24
1007 goodyear avenue,acute care hospitals,818,82,24
1007 goodyear avenue,acute care hospitals,819,82,24
1007 goodyear avenue,acute care hospitals,820,82,24
1007 goodyear avenue,acute care hospitals,821,82,24
1007 goodyear avenue,acute care hospitals,822,82,24
1007 goodyear avenue,acute care hospitals,823,82,24
1007 goodyear avenue,acute care hospitals,824,82,24
1007 goodyear avenue,acute care hospitals,825,82,24
1007 goodyear avenue,acute care hospitals,826,82,24
1010 lay dam road,acute care hospitals,827,84,23
1010 lay dam road,acute care hospitals,828,84,23
1010 lay dam road,acute care hospitals,829,84,23
1010 lay dam road,acute care hospitals,830,84,23
1010 lay dam road,acute care hospitals,831,84,23
1010 lay dam road,acute care hospitals,832,84,23
1010 lay dam road,acute care hospitals,833,84,23
1010 lay dam road,acute care hospitals,834,84,23
1010 lay dam road,acute care hospitals,835,84,23
1010 lay dam road,acute care hospitals,836,84,23
1010 lay dam road,acute care hospitals,837,84,23
1010 lay dam road,acute care hospitals,838,84,23
1010 lay dam road,acute care hospitals,839,84,23
1010 lay dam road,acute care hospitals,840,84,23
1010 lay dam road,acute care hospitals,841,84,23
1010 lay dam road,acute care hospitals,842,84,23
1010 lay dam road,acute care hospitals,843,84,23
1010 lay dam road,acute care hospitals,844,84,23
1010 lay dam road,acute care hospitals,845,84,23
1010 lay dam road,acute care hospitals,846,84,23
1010 lay dam road,acute care hospitals,847,84,23
1010 lay dam road,acute caxe hospitals,848,85,1
x0x0 lay dam road,acute care hospitals,849,86,1
1010 lay dam road,acute care hospitals,850,84,23
1010 lay dam road,acute care hospitals,851,84,23
1256 military street south,acute care hospitals,852,87,24
1256 military street south,acute care hospitals,853,87,24
1256 military street south,acute care hospitals,854,87,24
1256 military street south,acute care hospitals,855,87,24
1256 military street south,acute care hospitals,856,87,24
1256 military street sxuth,acute care hospitals,857,88,1
1256 military street south,acute care hospitals,858,87,24
1256 military street south,acute care hospitals,859,87,24
1256 military street south,acute care hospitals,860,87,24
1256 military street south,acute care hospitals,861,87,24
1256 military street south,acute care hospitals,862,87,24
1256 military street south,acute care hospitals,863,87,24
1256 military street south,acute care hospitals,864,87,24
1256 military street south,acute care hospitals,865,87,24
1256 military street south,acute care hospitals,866,87,24
1256 military street south,acute care hospitals,867,87,24
1256 military street south,acute care hospitals,868,87,24
1256 military street south,acute care hospitals,869,87,24
1256 military street south,acute care hospitals,870,87,24
1256 military street south,acute care hospitals,871,87,24
1256 military street south,acute care hospitals,872,87,24
1256 military street south,acute care hospitals,873,87,24
1256 military street south,acute care hospitals,874,87,24
1256 military street south,acute care hospitals,875,87,24
1256 military street south,acute care hospitals,876,87,24
1653 temple avenue north,acute care hoxpitalx,877,89,1
1653 temple avenue north,acute care hospitals,878,90,24
1653 temple avenue north,acute care hospitals,879,90,24
1653 temple avenue north,acute care hospitals,880,90,24
1653 temple avenue north,acute care hospitals,881,90,24
1653 temple avenue north,acute care hospitals,882,90,24
1653 temple avenue north,acute care hospitals,883,90,24
1653 temple avenue north,acute care hospitals,884,90,24
1653 temple avenue north,acute care hospitals,885,90,24
1653 temple avenue north,acute care hospitals,886,90,24
1653 temple avenue north,acute care hospitals,887,90,24
1653 temple avenue north,acute care hospitals,888,90,24
1653 temple avenue north,acute care hospitals,889,90,24
1653 temple avenue north,acute care hospitals,890,90,24
1653 temple avenue north,acute care hospitals,891,90,24
1653 temple avenue north,acute care hospitals,892,90,24
1653 temple avenue north,acute care hospitals,893,90,24
1653 temple avenue north,acute care hospitals,894,90,24
1653 temple avenue north,acute care hospitals,895,90,24
1653 temple avenue north,acute care hospitals,896,90,24
1653 temple avenue north,acute care hospitals,897,90,24
1653 temple avenue north,acute care hospitals,898,90,24
1653 temple avenue north,acute care hospitals,899,90,24
1653 temple avenue north,acute care hospitals,900,90,24
1653 temple avenue north,acute care hospitals,901,90,24
600 south third street,acutexcarexhospitals,902,91,1
600 south third street,acute care hospitals,903,92,25
600 south third street,acute care hospitals,904,92,25
600 south third street,acute care hospitals,905,92,25
600 south third street,acute care hospitals,906,92,25
600 south third street,acute care hospitals,907,92,25
600 south third street,acute care hospitals,908,92,25
600 south third street,acute care hospitals,909,92,25
600 south third street,acute care hospitals,910,92,25
600 south third street,acute care hospitals,911,92,25
600 south third street,acute care hospitals,912,92,25
600 south third street,acute care hospitals,913,92,25
600 south third street,acute care hospitals,914,92,25
600 souxh xhird sxreex,acute care hospitals,915,93,1
600 south third street,acute care hospitals,916,92,25
600 south third street,acute care hospitals,917,92,25
600 south third street,acute care hospitals,918,92,25
600 south third street,acute care hospitals,919,92,25
600 south third street,acute care hospitals,920,92,25
600 south third street,acute care hospitals,921,92,25
600 south third street,acute care hospitals,922,92,25
600 south third street,acute care hospitals,923,92,25
600 south third street,acute care hospitals,924,92,25
600 south third street,acute care hospitals,925,92,25
600 south third street,acuxe care hospixals,926,94,1
600 south third street,acute care hospitals,927,92,25
600 south third street,acute care hospitals,928,92,25
600 south third street,acute care hospitals,929,92,25
515 miranda st,acute care hospitals,930,95,21
515 miranda st,acute care hospitals,931,95,21
515 miranda st,acute care hospitals,932,95,21
515 miranda st,acute care hospitals,933,95,21
515 miranda sx,acute care hospitals,934,96,1
515 miranxa st,acute care hospitals,935,97,1
515 miranda st,acute care hospitals,936,95,21
515 miranda st,acute care hospitals,937,95,21
515 miranda st,acute care hospitals,938,95,21
515 miranda st,acute care hospitals,939,95,21
515 miranda st,acute care hospitals,940,95,21
515 miranda st,acute care hospitals,941,95,21
515 miranda st,acute care hospitals,942,95,21
515 miranda st,acute care hospitals,943,95,21
515 miranda st,acute care hospitals,944,95,21
515 mirxndx st,acute care hospitals,945,98,1
515 miranda st,acute care hospitals,946,95,21
515 miranda st,acute care hospitals,947,95,21
515 miranda st,acute care hospitals,948,95,21
515 miranda st,acute care hosxitals,949,99,1
515 miranda st,acute care hospitals,950,95,21
515 miranda st,acute care hospitals,951,95,21
515 miranda st,acute care hospitals,952,95,21
515 miranda st,acute care hospitals,953,95,21
515 miranda st,acute care hospitals,954,95,21
400 n edwards street,acute care hospitals,955,100,22
400xnxedwardsxstreet,acute xare hospitals,956,101,1
400 n edwards street,acute care hospitals,957,100,22
400 n edwards street,acute care hospitals,958,100,22
400 n edwards street,acute care hospitals,959,100,22
400 n edwards street,acute care hospitals,960,100,22
400 n edwards street,acute care hospitals,961,100,22
400 n edwards street,acute care hospitals,962,100,22
400 n edwards street,acute care hospitals,963,100,22
400 n edwards street,acutexcarexhospitals,964,102,2
400 n edwards street,acute care hospitals,965,100,22
400 n edwards street,acute care hospitals,966,100,22
400 n edwards street,acute care hospitals,967,100,22
400 n edwards street,acute care hospitals,968,100,22
400 n edwards street,acute care hospitals,969,100,22
400 n edwards street,acute care hospitals,970,100,22
400 n edwards street,acute care hospitals,971,100,22
400 n edwards street,acute care hospitals,972,100,22
400 n edwards street,acute care hospitals,973,100,22
400 n edwards street,acute care hospitals,974,100,22
400 n edwards street,acute care hospitals,975,100,22
400 n edwards street,acutexcarexhospitals,976,102,2
400 n edwards street,acute care hospitals,977,100,22
400 n edwards street,acute care hospitals,978,100,22
400 n edwards street,acute care hospitals,979,100,22
150 gilbreath drive,acute care hospitals,980,103,19
150 gilbreath drive,acute care hospitals,981,103,19
150 gilbreath drive,acute care hospitals,982,103,19
150 gilbreath drive,acute care hospitals,983,103,19
150 gilbreath drive,acute care hospitals,984,103,19
150 gilbreath drive,acute care hospitals,985,103,19
150 gilxreath drive,acute care hospitals,986,104,1
150 gilbreath drive,acute care hospitals,987,103,19
150 gilbreath drive,acute care hospitals,988,103,19
150 gilbreath drive,acute care hospitals,989,103,19
150 gilbreath drive,acute care hospitals,990,103,19
150 gilbreath drive,acute care hospitals,991,103,19
150 gilbreath drive,acute care hospitals,992,103,19
150 gilbreath drive,acute care hospitals,993,103,19
150 gilbreath drive,acute care hospitals,994,103,19
150 gilbreath drive,acute care hospitals,995,103,19
150 gilbreath drive,acute care hospitals,996,103,19
150 gilbreath drive,acute care hospitals,997,103,19
150 gilbreath drive,acute care hospitals,998,103,19
150 gilbreath drive,acute care hospitals,999,103,19
