RatingCount,original_index,unique_index
"8,045",1530,1456
"13,749",1531,1457
"1,467",1532,1458
"1,475",1533,1459
"7,010",1534,1460
"16,935",1535,1461
"7,087",1536,1462
"10,639",1537,1463
"30,991",1538,1464
"43,227",1539,1465
"75,167",1540,1466
"59,668",1541,1467
"223,037",1542,1468
,1543,29
"40,853",1544,1469
"49,267",1545,1470
46,1546,1471
"78,884",1547,1472
30,1548,431
"55,970",1549,1473
68,1550,261
22,1551,1474
20,1552,1014
50,1553,1475
20,1554,1014
58,1555,1064
23,1556,1476
301,1557,593
53,1558,1477
601,1559,1478
26,1560,476
"110,416",1561,1479
853,1562,1480
77,1563,1481
180,1564,1482
620,1565,1483
19,1566,834
"62,509",1567,1484
"194,449",1568,1485
335,1569,1486
"16,041",1570,1487
21,1571,131
83,1572,1488
170,1573,1489
"12,462",1574,1490
"1,518",1575,1491
"1,307",1576,1492
"18,503",1577,1493
"5,420",1578,1494
"24,047",1579,1495
"52,765",1580,1496
"176,399",1581,1497
"35,169",1582,1498
338,1583,632
208,1584,1499
801,1585,1500
228,1586,1501
51,1587,599
,1588,29
233,1589,1502
98,1590,1503
284,1591,1504
69,1592,1505
117,1593,1506
818,1594,649
"102,990",1595,1507
"10,481",1596,1508
"29,814",1597,1509
"9,895",1598,1510
"3,076",1599,1511
"9,800",1600,1512
"5,702",1601,1513
"24,101",1602,1514
"32,752",1603,1515
"57,131",1604,1516
"51,182",1605,1517
"153,533",1606,1518
"198,076",1607,1519
447,1608,1520
"298,428",1609,1521
"5,986",1610,1522
"4,406",1611,1523
742,1612,1524
"6,188",1613,1525
"6,625",1614,1526
"17,005",1615,1527
"11,966",1616,1528
417,1617,1529
"12,176",1618,1530
"4,345",1619,1531
"18,808",1620,1532
"10,852",1621,1533
"11,726",1622,1534
,1623,29
"2,359",1624,1535
"117,492",1625,1536
"18,540",1626,1537
"149,497",1627,1538
"120,871",1628,1539
"71,277",1629,1540
"116,850",1630,1541
43,1631,696
73,1632,1293
"106,432",1633,1542
"120,921",1634,1543
148,1635,1544
"20,853",1636,1545
"12,877",1637,1546
"1,083",1638,1547
"15,736",1639,1548
907,1640,1549
"1,446",1641,1550
"26,483",1642,1551
"34,056",1643,1552
"16,884",1644,1553
"5,523",1645,1554
"228,690",1646,1555
"166,534",1647,1556
"276,997",1648,1557
"20,181",1649,1558
"14,619",1650,1559
"3,122",1651,1560
"38,654",1652,1561
"22,668",1653,1562
"20,715",1654,1563
50,1655,1475
16,1656,193
270,1657,460
108,1658,1564
173,1659,1565
769,1660,1566
202,1661,1567
"19,146",1662,1568
"44,145",1663,1569
"168,175",1664,1570
"103,118",1665,1571
"26,521",1666,1572
"22,614",1667,1573
"19,838",1668,1574
"297,120",1669,1575
"16,978",1670,1576
,1671,29
"47,305",1672,1577
,1673,29
,1674,29
"61,520",1675,1578
"32,296",1676,1579
245,1677,1580
,1678,29
"34,569",1679,1581
"26,297",1680,1582
"89,190",1681,1583
"12,964",1682,1584
"7,405",1683,1585
,1684,29
"22,466",1685,1586
466,1686,1587
472,1687,1588
"88,732",1688,1589
"17,853",1689,1590
"7,213",1690,1591
"21,490",1691,1592
"28,174",1692,1593
"1,552",1693,1594
"41,781",1694,1595
"1,832",1695,1596
"47,062",1696,1597
"1,701",1697,1598
"411,966",1698,1599
"20,902",1699,1600
"11,705",1700,1601
"45,316",1701,1602
"11,716",1702,1603
"12,197",1703,1604
92,1704,1605
"21,537",1705,1606
389,1706,1607
"17,306",1707,1608
,1708,29
,1709,29
,1710,29
"24,871",1711,1609
"61,415",1712,1610
"11,920",1713,1611
,1714,29
,1715,29
,1716,29
,1717,29
"23,383",1718,1612
,1719,29
"79,768",1720,1613
"32,351",1721,1614
"57,683",1722,1615
"186,783",1723,1616
"91,577",1724,1617
"195,002",1725,1618
"69,152",1726,1619
"45,842",1727,1620
"11,034",1728,1621
"83,211",1729,1622
,1730,29
,1731,29
"2,865",1732,1623
,1733,29
"20,996",1734,1624
"2,001",1735,1625
,1736,29
"3,971",1737,987
138,1738,1626
,1739,29
268,1740,1627
476,1741,1628
,1742,29
414,1743,1629
199,1744,595
,1745,29
"26,060",1746,1630
"1,230",1747,1631
,1748,29
,1749,29
"6,324",1750,1632
"42,131",1751,1633
"15,773",1752,1634
"16,934",1753,1635
"20,404",1754,1636
454,1755,1637
"3,977",1756,1638
"5,338",1757,1639
29,1758,1005
"25,147",1759,1640
"1,648",1760,1424
"14,671",1761,616
"4,921",1762,1641
"2,384",1763,67
"8,869",1764,1642
"67,228",1765,1643
"37,035",1766,1644
"9,448",1767,1645
"3,126",1768,1646
"2,590",1769,1647
"8,104",1770,1648
"21,931",1771,1649
"2,960",1772,1650
"14,274",1773,1651
"597,810",1774,1652
"1,207,524",1775,1653
"768,484",1776,1654
"314,678",1777,1655
"423,353",1778,1656
"1,050,087",1779,1657
"789,146",1780,1658
"779,282",1781,1659
"3,078",1782,1660
"1,306,429",1783,1661
"267,705",1784,1662
"659,127",1785,1663
"513,107",1786,1664
"651,201",1787,1665
"348,872",1788,1666
"828,927",1789,1667
"1,507,976",1790,1668
"662,614",1791,1669
"10,651",1792,1670
"1,532,446",1793,1671
"467,402",1794,1672
856,1795,1673
"541,013",1796,1674
"32,940",1797,1675
"215,055",1798,1676
"159,077",1799,1677
"137,568",1800,1678
"110,294",1801,1679
"59,816",1802,1680
"253,508",1803,1681
"70,871",1804,1682
"90,070",1805,1683
"21,419",1806,1684
"45,637",1807,1685
"20,201",1808,1686
"13,542",1809,1687
"37,351",1810,1688
"15,044",1811,1689
"161,760",1812,1690
"72,221",1813,1691
"47,844",1814,1692
"71,450",1815,1693
"307,760",1816,1694
"2,613",1817,1695
"31,712",1818,1696
"117,980",1819,1697
"40,358",1820,1698
"38,013",1821,1699
"78,774",1822,1700
"35,245",1823,1701
"89,589",1824,1702
"65,266",1825,1703
"144,277",1826,1704
"129,050",1827,1705
"14,665",1828,1706
"5,629",1829,1707
"59,992",1830,1708
"29,268",1831,1709
"75,286",1832,1710
"3,187",1833,1711
"372,105",1834,1712
"86,093",1835,1713
"24,044",1836,1714
"5,080",1837,1715
884,1838,1716
"3,622",1839,1717
"4,564",1840,1718
111,1841,1719
"5,730",1842,1720
"6,606",1843,1721
"39,976",1844,1722
"25,353",1845,1723
"41,461",1846,1724
"21,071",1847,1725
"1,614",1848,1726
"18,089",1849,1727
"2,179",1850,1728
"123,202",1851,1729
"14,294",1852,1730
"57,894",1853,1731
"6,067",1854,1732
"26,438",1855,1733
"11,699",1856,1734
"6,591",1857,1735
"2,480",1858,1736
17,1859,1737
739,1860,1738
208,1861,1499
"7,088",1862,1739
"104,698",1863,1740
"60,729",1864,1741
"18,641",1865,1742
"56,209",1866,1743
"3,521",1867,1744
"307,995",1868,1745
"31,231",1869,1746
"2,593",1870,1747
"34,315",1871,1748
"67,552",1872,1749
"5,971",1873,1750
"24,511",1874,1751
"34,651",1875,1752
"32,975",1876,1753
"18,211",1877,1375
"1,403",1878,1754
"22,944",1879,1755
"14,496",1880,1756
,1881,29
"21,056",1882,1757
"71,071",1883,1758
"57,007",1884,1759
"62,726",1885,1760
"80,236",1886,1761
"245,157",1887,1762
"133,788",1888,1763
"223,433",1889,1764
"55,910",1890,1765
"183,582",1891,1766
"872,532",1892,1767
"91,301",1893,1768
"145,433",1894,1769
"51,676",1895,1770
"479,521",1896,1771
"373,026",1897,1772
"249,533",1898,1773
"83,343",1899,1774
"198,024",1900,1775
"250,134",1901,1776
"319,326",1902,1777
"41,742",1903,1778
"295,653",1904,1779
661,1905,1780
332,1906,49
"1,001",1907,1781
"30,112",1908,1782
"2,458",1909,1783
"2,902",1910,1784
851,1911,1785
"20,971",1912,1786
"4,095",1913,1787
"1,845",1914,1788
"3,868",1915,1789
"4,886",1916,1790
"3,181",1917,1791
"3,543",1918,1792
"8,623",1919,1793
"32,885",1920,1794
"2,043",1921,1795
"171,728",1922,1796
"33,094",1923,1797
"8,338",1924,1798
"9,975",1925,1799
701,1926,1800
"31,248",1927,1801
"49,308",1928,1802
557,1929,1803
"53,638",1930,1804
"2,917",1931,1805
"3,565",1932,1806
"10,143",1933,1807
"2,981",1934,1808
"1,978",1935,1809
"1,384",1936,1810
"13,806",1937,1811
301,1938,593
"1,911",1939,1812
"3,533",1940,1813
"63,982",1941,1814
"1,524",1942,1815
"4,809",1943,135
"14,666",1944,1816
"18,864",1945,1817
"6,018",1946,1818
"2,339",1947,1819
"213,637",1948,1820
"48,896",1949,1821
"196,577",1950,1822
"91,185",1951,1823
"107,883",1952,1824
"30,017",1953,1825
"40,379",1954,1826
"15,758",1955,1827
"27,965",1956,1828
"10,970",1957,1829
"23,257",1958,1830
"11,557",1959,1831
"5,274",1960,1832
419,1961,1833
"73,385",1962,1834
14,1963,1000
"62,993",1964,1835
"10,791",1965,1836
"31,407",1966,1837
"34,355",1967,1838
"25,156",1968,1839
"45,363",1969,1840
"54,467",1970,1841
"43,389",1971,1842
"82,780",1972,1843
"9,511",1973,1844
"42,471",1974,1845
"38,765",1975,1846
"35,351",1976,1847
"1,673",1977,1848
"710,109",1978,1849
"28,713",1979,1850
"49,866",1980,1851
"86,977",1981,1852
"59,297",1982,1853
"42,638",1983,1854
"47,591",1984,1855
"59,128",1985,1856
"68,044",1986,1857
"38,835",1987,1858
"118,737",1988,1859
"5,216",1989,1860
"8,603",1990,1861
976,1991,1862
"297,556",1992,1863
"4,837",1993,1864
"8,390",1994,1865
"4,203",1995,1866
31,1996,1321
"6,618",1997,1867
"3,106",1998,1868
"4,001",1999,1869
"15,496",2000,1870
"15,300",2001,1871
"19,265",2002,1872
"21,166",2003,1873
"9,189",2004,1874
"14,128",2005,1875
"9,973",2006,1876
"15,113",2007,1877
"14,463",2008,1878
"83,699",2009,1879
"149,182",2010,1880
"66,616",2011,1881
"136,658",2012,1882
"13,200",2013,1883
"159,970",2014,1884
"40,892",2015,1885
"103,596",2016,1886
"73,470",2017,1887
390,2018,1888
"21,878",2019,1889
"26,761",2020,1890
"23,414",2021,1891
"38,298",2022,1892
"28,181",2023,1893
"112,327",2024,1894
"5,235",2025,1895
"89,622",2026,1896
"9,398",2027,1897
"17,369",2028,1898
"19,226",2029,1899
"15,286",2030,1900
"46,303",2031,1901
"58,168",2032,1902
"75,716",2033,1903
"396,052",2034,1904
116,2035,1905
"10,671",2036,1906
"79,831",2037,1907
"7,223",2038,1908
"12,046",2039,1909
"15,100",2040,1910
"108,510",2041,1911
"95,113",2042,1912
"58,296",2043,1913
"3,244",2044,1914
"16,739",2045,1915
"12,150",2046,1916
246,2047,1917
"4,493",2048,1918
"6,821",2049,1919
"393,108",2050,1920
"89,683",2051,1921
260,2052,1922
"20,054",2053,1923
"10,896",2054,1924
"5,212",2055,1925
"4,790",2056,1926
"7,545",2057,1927
"5,398",2058,1928
"394,673",2059,1929
"98,697",2060,1930
"37,264",2061,1931
"87,390",2062,1932
"99,431",2063,1933
"96,927",2064,1934
"2,895",2065,1935
"10,690",2066,1936
"8,243",2067,1937
"19,560",2068,1938
"30,574",2069,1939
"1,367",2070,1940
,2071,29
"51,880",2072,1941
"42,468",2073,1942
"8,179",2074,573
"13,661",2075,1943
"18,590",2076,1944
"12,836",2077,1945
"1,740",2078,1946
"14,817",2079,1947
"10,147",2080,1948
"21,172",2081,1949
"197,941",2082,1950
"141,241",2083,1951
114,2084,822
"14,466",2085,1952
"7,730",2086,1953
"1,084",2087,1954
"110,008",2088,1955
"1,002",2089,1956
"9,023",2090,1957
"30,445",2091,1958
"564,678",2092,1959
"253,693",2093,1960
"335,416",2094,1961
"299,144",2095,1962
"4,172",2096,1963
"240,239",2097,1964
"89,092",2098,1965
"423,784",2099,1966
"443,930",2100,1967
"592,737",2101,1968
"364,613",2102,1969
"192,849",2103,1970
"40,473",2104,1971
,2105,29
12,2106,823
,2107,29
,2108,29
"65,805",2109,1972
"262,101",2110,1973
"8,693",2111,1974
"31,066",2112,1975
"40,001",2113,1976
"5,898",2114,1977
"7,307",2115,1978
"6,847",2116,1979
"60,283",2117,1980
"6,124",2118,1981
"7,305",2119,1982
"146,493",2120,1983
"202,858",2121,1984
"110,808",2122,1985
"158,533",2123,1986
"166,331",2124,1987
"275,725",2125,1988
"23,750",2126,1989
"170,763",2127,1990
"234,633",2128,1991
"61,965",2129,1992
"208,996",2130,1993
"5,255",2131,1994
"211,323",2132,1995
"236,599",2133,1996
,2134,29
"108,211",2135,1997
"145,686",2136,1998
"93,565",2137,1999
"228,550",2138,2000
"196,387",2139,2001
"289,590",2140,2002
"117,586",2141,2003
"245,711",2142,2004
"116,770",2143,2005
"269,650",2144,2006
"228,053",2145,2007
"156,579",2146,2008
"221,113",2147,2009
"137,163",2148,2010
"262,693",2149,2011
"184,120",2150,2012
"217,257",2151,2013
"447,256",2152,2014
"330,561",2153,2015
"148,779",2154,2016
"236,117",2155,2017
"122,220",2156,2018
"110,491",2157,2019
"132,923",2158,2020
"108,442",2159,2021
"261,785",2160,2022
"369,064",2161,2023
"236,797",2162,2024
"307,028",2163,2025
"1,095",2164,2026
"190,980",2165,2027
"170,128",2166,2028
"189,164",2167,2029
"250,223",2168,2030
"131,922",2169,2031
"216,248",2170,2032
"103,585",2171,2033
"45,312",2172,2034
"127,004",2173,2035
"240,610",2174,2036
"177,318",2175,2037
"177,199",2176,2038
"229,320",2177,2039
"171,530",2178,2040
"69,193",2179,2041
"248,827",2180,2042
"124,337",2181,2043
"17,567",2182,2044
"16,558",2183,2045
"67,786",2184,2046
"10,130",2185,2047
"206,822",2186,2048
"89,173",2187,2049
"206,167",2188,2050
"238,362",2189,2051
"199,287",2190,2052
"183,365",2191,2053
"159,673",2192,2054
"4,490",2193,2055
"10,511",2194,2056
"45,525",2195,2057
"383,148",2196,2058
"3,666",2197,2059
"671,815",2198,2060
"547,472",2199,2061
"10,313",2200,2062
"241,069",2201,2063
"308,078",2202,2064
"3,834",2203,2065
"3,488",2204,2066
"318,428",2205,2067
"179,078",2206,2068
"192,757",2207,2069
"177,330",2208,2070
"230,495",2209,2071
"123,198",2210,2072
"217,844",2211,2073
"310,515",2212,2074
"42,970",2213,2075
"27,113",2214,2076
"183,384",2215,2077
"23,668",2216,2078
"13,388",2217,2079
84,2218,2080
"9,100",2219,2081
"33,854",2220,2082
"97,713",2221,2083
"288,693",2222,2084
"36,963",2223,2085
"35,248",2224,2086
"59,755",2225,2087
"36,936",2226,2088
"44,189",2227,2089
"38,440",2228,2090
"85,453",2229,2091
"99,132",2230,2092
"103,972",2231,2093
"142,646",2232,2094
"177,988",2233,2095
"181,664",2234,2096
"7,036",2235,2097
"27,617",2236,2098
"86,399",2237,2099
"29,485",2238,2100
"21,580",2239,2101
"25,807",2240,2102
"32,909",2241,2103
"36,347",2242,2104
"177,448",2243,2105
"229,580",2244,2106
"283,700",2245,2107
"143,527",2246,2108
"38,962",2247,2109
"2,269",2248,2110
"4,189",2249,2111
"14,329",2250,2112
"3,006",2251,2113
463,2252,2114
"40,610",2253,2115
"85,359",2254,2116
"40,482",2255,2117
"41,133",2256,2118
"91,273",2257,2119
"63,066",2258,2120
"54,342",2259,2121
"170,673",2260,2122
"362,375",2261,2123
"56,513",2262,2124
"56,131",2263,2125
"12,025",2264,2126
"56,102",2265,2127
"83,001",2266,2128
"177,668",2267,2129
"122,221",2268,2130
"119,045",2269,2131
"108,611",2270,2132
"248,128",2271,2133
"286,311",2272,2134
"3,482",2273,2135
"134,669",2274,2136
"47,769",2275,2137
920,2276,2138
,2277,29
"1,940",2278,2139
"24,390",2279,2140
514,2280,2141
"39,723",2281,2142
565,2282,2143
905,2283,47
"35,807",2284,2144
"1,228",2285,2145
,2286,29
"25,468",2287,2146
"69,713",2288,2147
"6,643",2289,2148
"60,727",2290,2149
"57,306",2291,2150
"74,810",2292,2151
"198,669",2293,2152
"82,382",2294,2153
"51,812",2295,2154
"35,825",2296,2155
"32,879",2297,2156
"53,080",2298,2157
"12,665",2299,2158
"203,985",2300,2159
"116,950",2301,2160
"39,633",2302,2161
"58,911",2303,2162
"26,785",2304,2163
"18,438",2305,2164
"46,110",2306,2165
"8,526",2307,2166
"3,740",2308,2167
"3,149",2309,2168
"129,136",2310,2169
"158,105",2311,2170
"11,741",2312,2171
"71,970",2313,2172
"147,094",2314,2173
"157,433",2315,2174
"200,672",2316,2175
"219,072",2317,2176
"122,756",2318,2177
"132,319",2319,2178
"344,072",2320,2179
"36,699",2321,2180
"54,275",2322,2181
"24,510",2323,2182
"30,567",2324,2183
"71,840",2325,2184
"14,579",2326,2185
"51,284",2327,2186
"24,817",2328,2187
"134,584",2329,2188
"179,481",2330,2189
"57,235",2331,2190
"73,529",2332,2191
"27,575",2333,2192
"62,144",2334,2193
"76,434",2335,2194
"65,030",2336,2195
"136,808",2337,2196
"138,414",2338,2197
"118,428",2339,2198
"188,268",2340,2199
"9,966",2341,2200
"5,269",2342,2201
"5,752",2343,2202
436,2344,2203
"80,028",2345,2204
"52,817",2346,2205
"46,146",2347,2206
"81,736",2348,2207
"66,852",2349,2208
"26,160",2350,2209
671,2351,584
"3,629",2352,2210
"13,062",2353,2211
"141,675",2354,2212
"55,250",2355,2213
"54,738",2356,2214
"125,580",2357,2215
"27,033",2358,2216
"55,103",2359,2217
"101,562",2360,2218
"286,888",2361,2219
"130,670",2362,2220
"122,922",2363,2221
"9,723",2364,2222
"32,379",2365,2223
"33,993",2366,2224
"266,531",2367,2225
"71,578",2368,2226
"125,480",2369,2227
"254,877",2370,2228
"434,450",2371,2229
"206,291",2372,2230
"60,315",2373,2231
"78,172",2374,2232
"49,180",2375,2233
"76,506",2376,2234
"31,016",2377,2235
"32,903",2378,2236
"20,951",2379,2237
"77,113",2380,2238
"12,072",2381,2239
"10,653",2382,2240
609,2383,2241
"45,134",2384,2242
"148,384",2385,2243
"123,887",2386,2244
"10,486",2387,2245
"63,367",2388,2246
"117,418",2389,2247
"146,178",2390,2248
"84,348",2391,2249
"196,359",2392,2250
"88,770",2393,2251
"197,108",2394,2252
"93,635",2395,2253
"52,190",2396,2254
"552,787",2397,2255
"327,547",2398,2256
"306,072",2399,2257
"69,483",2400,2258
"19,528",2401,2259
"260,118",2402,2260
"120,882",2403,2261
"272,409",2404,2262
"98,841",2405,2263
"57,439",2406,2264
"11,107",2407,2265
"50,163",2408,2266
"58,090",2409,2267
"108,100",2410,2268
"107,169",2411,2269
"133,048",2412,2270
"92,798",2413,2271
"1,414",2414,2272
"66,036",2415,2273
"1,397",2416,2274
"14,721",2417,2275
115,2418,2276
"1,658",2419,2277
355,2420,2278
817,2421,2279
"22,165",2422,2280
"6,169",2423,2281
"105,846",2424,2282
"150,117",2425,2283
"111,293",2426,2284
"162,081",2427,2285
"228,739",2428,2286
"159,781",2429,2287
"112,954",2430,2288
"248,329",2431,2289
"103,090",2432,2290
"146,125",2433,2291
"167,278",2434,2292
"25,706",2435,2293
"25,375",2436,2294
"90,912",2437,2295
"76,360",2438,2296
"14,387",2439,2297
"34,541",2440,2298
"54,329",2441,2299
"19,421",2442,2300
"5,462",2443,2301
"66,789",2444,2302
94,2445,2303
"2,282",2446,2304
976,2447,1862
18,2448,1016
"2,272",2449,2305
"5,543",2450,2306
"2,827",2451,2307
"2,022",2452,2308
92,2453,1605
"4,523",2454,2309
"1,001",2455,1781
"2,274",2456,2310
"48,985",2457,2311
"9,142",2458,2312
"40,919",2459,1104
"65,318",2460,2313
"1,158",2461,2314
"115,165",2462,2315
"51,072",2463,2316
"5,843",2464,2317
"269,460",2465,2318
"247,296",2466,2319
"15,398",2467,2320
"3,668",2468,2321
"27,699",2469,2322
"5,185",2470,2323
"4,065",2471,2324
"7,391",2472,2325
"14,015",2473,2326
"3,125",2474,2327
"10,626",2475,2328
"20,571",2476,2329
"3,377",2477,2330
"4,522",2478,2331
"2,607",2479,2332
"4,725",2480,2333
"3,489",2481,2334
922,2482,2335
"88,622",2483,2336
"13,819",2484,2337
"7,320",2485,2338
"29,340",2486,2339
"34,758",2487,2340
"50,707",2488,2341
"47,375",2489,2342
"30,853",2490,2343
"58,478",2491,2344
"46,090",2492,2345
"22,266",2493,2346
"2,925",2494,2347
"25,536",2495,2348
"7,899",2496,2349
"66,899",2497,2350
"2,061",2498,2351
124,2499,2352
"1,407",2500,528
"4,289",2501,2353
780,2502,2354
"346,634",2503,2355
"80,405",2504,2356
"9,676",2505,2357
"4,646",2506,2358
"3,575",2507,2359
"5,033",2508,2360
"17,588",2509,2361
"30,821",2510,2362
"44,672",2511,2363
"15,552",2512,2364
"78,142",2513,2365
397,2514,2366
"99,555",2515,2367
125,2516,432
"143,534",2517,2368
"108,038",2518,2369
"110,011",2519,2370
"172,857",2520,2371
"50,317",2521,2372
"64,086",2522,2373
"94,120",2523,2374
"172,543",2524,2375
"22,486",2525,2376
"128,284",2526,2377
"81,035",2527,2378
,2528,29
18,2529,1016
53,2530,1477
184,2531,2379
137,2532,2380
"4,510",2533,2381
642,2534,735
"41,116",2535,2382
139,2536,2383
"7,888",2537,2384
64,2538,2385
"406,526",2539,2386
401,2540,2387
"27,778",2541,2388
"29,601",2542,2389
"17,279",2543,2390
"15,133",2544,2391
"26,704",2545,2392
"108,921",2546,2393
"133,006",2547,2394
"7,975",2548,2395
"12,551",2549,2396
332,2550,49
,2551,29
"1,529",2552,2397
,2553,29
470,2554,642
17,2555,1737
109,2556,2398
234,2557,2399
"417,396",2558,2400
"12,721",2559,2401
"10,176",2560,196
"17,340",2561,2402
"43,231",2562,2403
"14,718",2563,2404
"34,721",2564,2405
"33,040",2565,2406
"17,619",2566,2407
"20,016",2567,2408
"3,419",2568,2409
"13,401",2569,2410
"9,253",2570,2411
168,2571,2412
"1,546",2572,2413
840,2573,366
114,2574,822
"7,842",2575,2414
"4,411",2576,2415
194,2577,2416
"3,021",2578,2417
"4,586",2579,2418
"5,504",2580,2419
"32,821",2581,2420
"62,672",2582,2421
"2,145",2583,225
"6,823",2584,2422
"21,967",2585,2423
"50,053",2586,2424
"2,579",2587,2425
"37,362",2588,2426
"8,768",2589,2427
"12,504",2590,2428
"13,051",2591,1454
"5,457",2592,2429
"120,948",2593,2430
"1,227",2594,2431
"4,169",2595,2432
"20,257",2596,2433
"20,036",2597,2434
"1,341",2598,2435
462,2599,2436
259,2600,2437
625,2601,597
"1,714",2602,79
392,2603,2438
257,2604,2439
"23,076",2605,2440
"52,245",2606,2441
"31,699",2607,2442
318,2608,2443
"40,959",2609,2444
"30,151",2610,2445
"160,618",2611,2446
"8,537",2612,2447
"6,928",2613,2448
"25,376",2614,2449
"70,133",2615,2450
"13,902",2616,2451
"57,966",2617,2452
"43,731",2618,2453
"29,895",2619,2454
"266,322",2620,2455
"31,863",2621,2456
"24,386",2622,2457
"250,821",2623,2458
"39,084",2624,2459
"22,267",2625,2460
"19,348",2626,2461
"18,426",2627,2462
"12,612",2628,2463
"46,249",2629,2464
"76,248",2630,2465
"103,278",2631,2466
"40,142",2632,2467
"28,137",2633,2468
"72,865",2634,2469
"126,283",2635,2470
"82,769",2636,2471
"77,198",2637,2472
"1,284",2638,2473
"40,608",2639,2474
"45,327",2640,2475
"9,842",2641,2476
420,2642,2477
"146,512",2643,2478
"157,342",2644,2479
"184,546",2645,2480
"177,756",2646,2481
"291,554",2647,2482
"282,190",2648,2483
"147,836",2649,2484
"32,704",2650,2485
"5,331",2651,2486
"3,604",2652,2487
"31,115",2653,2488
"59,675",2654,2489
"114,823",2655,2490
"541,389",2656,2491
"235,623",2657,2492
"259,509",2658,2493
"405,126",2659,2494
"366,029",2660,2495
"325,004",2661,2496
"79,663",2662,2497
"285,206",2663,2498
"196,738",2664,2499
"188,057",2665,2500
"111,231",2666,2501
"104,209",2667,2502
"45,884",2668,2503
"147,430",2669,2504
"91,990",2670,2505
"87,945",2671,2506
"152,217",2672,2507
"162,613",2673,2508
"125,515",2674,2509
"116,875",2675,2510
"224,588",2676,2511
"233,873",2677,2512
"80,349",2678,2513
"151,733",2679,2514
"101,514",2680,2515
"103,890",2681,2516
"83,571",2682,2517
"107,620",2683,2518
"146,953",2684,2519
"1,140",2685,2520
"152,160",2686,2521
"1,590",2687,2522
736,2688,2523
"17,805",2689,2524
"84,243",2690,2525
"9,189",2691,1874
"19,069",2692,2526
250,2693,2527
"23,541",2694,2528
"78,125",2695,2529
"22,085",2696,2530
"31,209",2697,2531
"45,579",2698,2532
"2,819",2699,2533
161,2700,2534
225,2701,2535
"6,706",2702,2536
"1,139",2703,2537
"4,381",2704,2538
"30,727",2705,2539
"46,733",2706,780
"3,985",2707,2540
"5,641",2708,2541
"3,899",2709,2542
"29,978",2710,2543
"53,112",2711,2544
"1,717",2712,2545
"4,148",2713,2546
"5,748",2714,2547
"5,465",2715,2548
"9,773",2716,2549
"29,686",2717,2550
,2718,29
"57,184",2719,2551
"14,044",2720,2552
"18,048",2721,2553
"36,770",2722,2554
"14,115",2723,2555
"171,038",2724,2556
"63,230",2725,2557
"5,832",2726,2558
452,2727,2559
"13,103",2728,2560
579,2729,664
962,2730,2561
"2,620",2731,2562
"16,626",2732,2563
"25,714",2733,2564
"50,167",2734,2565
"41,757",2735,2566
"14,400",2736,2567
"284,161",2737,2568
"37,244",2738,2569
"110,463",2739,2570
407,2740,2571
"110,522",2741,2572
"156,447",2742,2573
"190,452",2743,2574
"46,262",2744,2575
"100,353",2745,2576
"78,889",2746,2577
"80,960",2747,2578
"58,092",2748,2579
"32,478",2749,2580
"99,005",2750,2581
"84,594",2751,2582
"95,422",2752,2583
"87,319",2753,2584
"58,464",2754,2585
"32,405",2755,2586
"168,561",2756,2587
"12,957",2757,2588
"6,107",2758,2589
"345,017",2759,2590
"82,973",2760,2591
"172,061",2761,2592
"8,384",2762,2593
"14,193",2763,2594
"2,836",2764,2595
"8,398",2765,2596
"15,730",2766,2597
"1,156",2767,2598
"35,767",2768,2599
49,2769,2600
168,2770,2412
41,2771,2601
110,2772,2602
881,2773,2603
"2,769",2774,2604
"14,724",2775,2605
"35,439",2776,2606
546,2777,2607
"2,547",2778,59
"118,602",2779,2608
"144,979",2780,2609
"105,247",2781,2610
"116,356",2782,2611
"668,400",2783,2612
"79,779",2784,2613
"5,425",2785,2614
"4,485",2786,2615
"2,929",2787,2616
"21,375",2788,2617
"7,561",2789,2618
"9,523",2790,2619
"29,054",2791,2620
200,2792,2621
"1,457",2793,2622
191,2794,310
140,2795,2623
87,2796,2624
"1,333",2797,2625
"10,310",2798,2626
973,2799,2627
"19,932",2800,2628
"5,212",2801,1925
"49,578",2802,2629
"2,636",2803,2630
"13,469",2804,2631
312,2805,2632
"11,837",2806,2633
"44,161",2807,2634
98,2808,1503
"14,077",2809,2635
"84,681",2810,2636
"2,409",2811,2637
"33,880",2812,2638
"28,115",2813,2639
"88,804",2814,2640
"7,700",2815,2641
"37,591",2816,2642
"75,188",2817,2643
"97,979",2818,2644
"1,517",2819,2645
428,2820,2646
"9,241",2821,2647
190,2822,2648
309,2823,2649
"7,515",2824,2650
"28,536",2825,2651
208,2826,1499
"7,698",2827,2652
109,2828,2398
"21,525",2829,2653
"43,133",2830,2654
"14,185",2831,2655
"17,769",2832,2656
"25,890",2833,2657
"34,060",2834,2658
"181,700",2835,2659
"65,443",2836,2660
"93,126",2837,2661
"93,035",2838,2662
"94,834",2839,2663
"66,355",2840,2664
"40,504",2841,2665
"132,922",2842,2666
"44,572",2843,2667
"64,193",2844,2668
"148,008",2845,2669
"96,554",2846,2670
"24,351",2847,2671
796,2848,2672
"42,946",2849,2673
"11,508",2850,2674
"23,448",2851,2675
"17,040",2852,2676
"7,188",2853,2677
"19,705",2854,2678
"2,942",2855,2679
"7,891",2856,2680
"6,913",2857,2681
"52,149",2858,2682
354,2859,2683
"18,523",2860,2684
"82,809",2861,2685
