ibu,brewery_id,original_index,unique_index,count
,537,1205,728,
30.0,244,1206,729,2.0
30.0,244,1207,729,2.0
40.0,298,1208,730,1.0
42.0,298,1209,731,1.0
20.0,298,1210,732,1.0
75.0,298,1211,733,1.0
40.0,104,1212,734,1.0
,149,1213,735,
,149,1214,735,
47.0,149,1215,736,1.0
11.0,149,1216,737,1.0
30.0,149,1217,738,1.0
42.0,268,1218,739,1.0
30.0,268,1219,740,2.0
33.0,268,1220,741,1.0
8.0,268,1221,742,1.0
30.0,268,1222,740,2.0
8.0,41,1223,743,1.0
20.0,41,1224,744,1.0
,41,1225,745,
,41,1226,745,
65.0,430,1227,746,1.0
55.0,430,1228,747,1.0
29.0,377,1229,748,1.0
,456,1230,749,
,456,1231,749,
,456,1232,749,
18.0,245,1233,750,1.0
31.0,245,1234,751,1.0
,158,1235,752,
20.0,158,1236,753,1.0
,158,1237,752,
,158,1238,752,
,485,1239,754,
32.0,485,1240,755,1.0
,400,1241,756,
,400,1242,756,
,91,1243,757,
18.0,91,1244,758,2.0
,91,1245,757,
18.0,91,1246,758,2.0
11.0,91,1247,759,1.0
40.0,91,1248,760,1.0
70.0,91,1249,761,1.0
32.0,91,1250,762,1.0
30.0,91,1251,763,1.0
20.0,303,1252,764,2.0
13.0,303,1253,765,1.0
20.0,303,1254,764,2.0
,534,1255,766,
,534,1256,766,
,534,1257,766,
,534,1258,766,
,356,1259,767,
,356,1260,767,
21.0,356,1261,768,1.0
,356,1262,767,
,356,1263,767,
18.0,356,1264,769,1.0
30.0,356,1265,770,1.0
14.0,356,1266,771,1.0
85.0,356,1267,772,1.0
93.0,346,1268,773,1.0
88.0,346,1269,774,1.0
25.0,346,1270,775,1.0
49.0,346,1271,776,1.0
44.0,346,1272,777,1.0
,443,1273,778,
,443,1274,778,
,317,1275,779,
,317,1276,779,
,317,1277,779,
,317,1278,779,
,317,1279,779,
20.0,161,1280,780,1.0
47.0,161,1281,781,1.0
35.0,161,1282,782,1.0
,161,1283,783,
,161,1284,783,
,161,1285,783,
,161,1286,783,
,161,1287,783,
60.0,299,1288,784,2.0
,299,1289,785,
60.0,299,1290,784,2.0
,299,1291,785,
,299,1292,785,
,299,1293,785,
,299,1294,785,
,299,1295,785,
12.0,299,1296,786,1.0
,299,1297,785,
,299,1298,785,
,299,1299,785,
,299,1300,785,
20.0,375,1301,787,1.0
,375,1302,788,
,375,1303,788,
,375,1304,788,
,375,1305,788,
24.0,375,1306,789,1.0
12.0,375,1307,790,1.0
68.0,375,1308,791,1.0
15.0,375,1309,792,1.0
18.0,375,1310,793,1.0
30.0,375,1311,794,1.0
65.0,375,1312,795,1.0
34.0,448,1313,796,1.0
21.0,448,1314,797,1.0
53.0,448,1315,798,1.0
,254,1316,799,
,254,1317,799,
,254,1318,799,
75.0,203,1319,800,2.0
75.0,203,1320,800,2.0
22.0,203,1321,801,1.0
27.0,203,1322,802,1.0
23.0,203,1323,803,1.0
42.0,203,1324,804,1.0
11.0,393,1325,805,1.0
30.0,393,1326,806,1.0
62.0,393,1327,807,1.0
16.0,393,1328,808,1.0
,552,1329,809,
61.0,223,1330,810,2.0
61.0,223,1331,810,2.0
12.0,223,1332,811,1.0
24.0,223,1333,812,1.0
70.0,223,1334,813,1.0
100.0,3,1335,814,2.0
85.0,3,1336,815,1.0
24.0,3,1337,816,1.0
100.0,3,1338,814,2.0
30.0,3,1339,817,1.0
28.0,3,1340,818,1.0
,65,1341,819,
,65,1342,819,
,65,1343,819,
,65,1344,819,
,65,1345,819,
8.0,65,1346,820,1.0
,65,1347,819,
,65,1348,819,
,363,1349,821,
,363,1350,821,
,440,1351,822,
,440,1352,822,
,440,1353,822,
80.0,284,1354,823,1.0
24.0,284,1355,824,2.0
51.0,284,1356,825,1.0
20.0,284,1357,826,1.0
,284,1358,827,
18.0,284,1359,828,1.0
24.0,284,1360,824,2.0
,134,1361,829,
,134,1362,829,
,134,1363,829,
,134,1364,829,
,134,1365,829,
,134,1366,829,
,134,1367,829,
,134,1368,829,
,134,1369,829,
,134,1370,829,
,134,1371,829,
,134,1372,829,
,134,1373,829,
,98,1374,830,
66.0,98,1375,831,1.0
44.0,98,1376,832,1.0
75.0,98,1377,833,1.0
,399,1378,834,
,399,1379,834,
,399,1380,834,
,399,1381,834,
,547,1382,835,
,547,1383,835,
,189,1384,836,
85.0,209,1385,837,1.0
75.0,209,1386,838,2.0
50.0,209,1387,839,1.0
75.0,209,1388,838,2.0
30.0,209,1389,840,1.0
46.0,209,1390,841,1.0
40.0,209,1391,842,1.0
115.0,209,1392,843,1.0
,549,1393,844,
,514,1394,845,
,514,1395,845,
,514,1396,845,
28.0,276,1397,846,1.0
49.0,276,1398,847,1.0
18.0,326,1399,848,1.0
24.0,326,1400,849,2.0
14.0,326,1401,850,1.0
24.0,326,1402,849,2.0
35.0,326,1403,851,1.0
21.0,111,1404,852,1.0
,540,1405,853,
,540,1406,853,
21.0,188,1407,854,1.0
70.0,188,1408,855,1.0
,260,1409,856,
,507,1410,857,
,507,1411,857,
,507,1412,857,
,507,1413,857,
,507,1414,857,
,366,1415,858,
,366,1416,858,
,366,1417,858,
10.0,366,1418,859,1.0
14.0,366,1419,860,1.0
10.0,143,1420,861,1.0
30.0,143,1421,862,2.0
30.0,143,1422,862,2.0
35.0,143,1423,863,1.0
24.0,143,1424,864,2.0
22.0,143,1425,865,2.0
24.0,143,1426,864,2.0
22.0,143,1427,865,2.0
32.0,143,1428,866,1.0
15.0,143,1429,867,1.0
,387,1430,868,
,387,1431,868,
86.0,387,1432,869,2.0
86.0,387,1433,869,2.0
,387,1434,868,
,387,1435,868,
11.0,337,1436,870,1.0
65.0,337,1437,871,1.0
10.0,337,1438,872,1.0
15.0,337,1439,873,1.0
29.0,337,1440,874,1.0
,325,1441,875,
,325,1442,875,
40.0,82,1443,876,1.0
70.0,82,1444,877,3.0
29.0,82,1445,878,3.0
21.0,82,1446,879,1.0
,82,1447,880,
,82,1448,880,
,82,1449,880,
,82,1450,880,
18.0,82,1451,881,4.0
29.0,82,1452,878,3.0
18.0,82,1453,881,4.0
29.0,82,1454,878,3.0
70.0,82,1455,877,3.0
18.0,82,1456,881,4.0
70.0,82,1457,877,3.0
,82,1458,880,
18.0,82,1459,881,4.0
6.0,410,1460,882,1.0
,410,1461,883,
,410,1462,883,
,410,1463,883,
,410,1464,883,
85.0,410,1465,884,2.0
,410,1466,883,
85.0,410,1467,884,2.0
,410,1468,883,
,410,1469,883,
,410,1470,883,
,174,1471,885,
,174,1472,885,
,174,1473,885,
,174,1474,885,
,174,1475,885,
,174,1476,885,
20.0,241,1477,886,1.0
30.0,241,1478,887,1.0
50.0,241,1479,888,1.0
,518,1480,889,
,518,1481,889,
35.0,238,1482,890,1.0
,495,1483,891,
,495,1484,891,
,495,1485,891,
,305,1486,892,
31.0,359,1487,893,1.0
80.0,359,1488,894,1.0
,431,1489,895,
,431,1490,895,
,431,1491,895,
,431,1492,895,
50.0,0,1493,896,1.0
26.0,0,1494,897,1.0
19.0,0,1495,898,1.0
38.0,0,1496,899,1.0
25.0,0,1497,900,1.0
47.0,0,1498,901,1.0
,293,1499,902,
,450,1500,903,
42.0,450,1501,904,1.0
,529,1502,905,
,529,1503,905,
,271,1504,906,
,271,1505,906,
,442,1506,907,
66.0,442,1507,908,1.0
7.0,442,1508,909,1.0
70.0,150,1509,910,2.0
24.0,150,1510,911,1.0
27.0,150,1511,912,1.0
70.0,150,1512,910,2.0
25.0,184,1513,913,1.0
27.0,184,1514,914,1.0
35.0,184,1515,915,2.0
35.0,184,1516,915,2.0
,200,1517,916,
,200,1518,916,
,200,1519,916,
,200,1520,916,
72.0,148,1521,917,1.0
29.0,148,1522,918,1.0
36.0,148,1523,919,1.0
,148,1524,920,
,148,1525,920,
,148,1526,920,
,148,1527,920,
19.0,471,1528,921,1.0
26.0,471,1529,922,2.0
29.0,471,1530,923,1.0
45.0,471,1531,924,1.0
26.0,471,1532,922,2.0
23.0,471,1533,925,1.0
,301,1534,926,
65.0,301,1535,927,1.0
,301,1536,926,
,301,1537,926,
20.0,301,1538,928,1.0
,301,1539,926,
,301,1540,926,
,301,1541,926,
,301,1542,926,
,301,1543,926,
,390,1544,929,
,390,1545,929,
,390,1546,929,
,390,1547,929,
,390,1548,929,
,216,1549,930,
,216,1550,930,
35.0,166,1551,931,4.0
,166,1552,932,
,166,1553,932,
,166,1554,932,
,166,1555,932,
,166,1556,932,
,166,1557,932,
,166,1558,932,
65.0,166,1559,933,8.0
65.0,166,1560,933,8.0
35.0,166,1561,931,4.0
,166,1562,932,
,166,1563,932,
65.0,166,1564,933,8.0
,166,1565,932,
65.0,166,1566,933,8.0
65.0,166,1567,933,8.0
85.0,166,1568,934,4.0
65.0,166,1569,933,8.0
65.0,166,1570,933,8.0
85.0,166,1571,934,4.0
,166,1572,932,
,166,1573,932,
70.0,166,1574,935,1.0
,166,1575,932,
60.0,166,1576,936,1.0
85.0,166,1577,934,4.0
98.0,166,1578,937,1.0
35.0,166,1579,931,4.0
100.0,166,1580,938,1.0
35.0,166,1581,931,4.0
85.0,166,1582,934,4.0
65.0,166,1583,933,8.0
85.0,503,1584,939,1.0
98.0,503,1585,940,2.0
98.0,503,1586,940,2.0
35.0,503,1587,941,3.0
35.0,503,1588,941,3.0
35.0,503,1589,941,3.0
65.0,503,1590,942,5.0
65.0,503,1591,942,5.0
65.0,503,1592,942,5.0
65.0,503,1593,942,5.0
65.0,503,1594,942,5.0
,503,1595,943,
60.0,503,1596,944,1.0
85.0,389,1597,945,2.0
98.0,389,1598,946,1.0
85.0,389,1599,945,2.0
35.0,389,1600,947,1.0
65.0,389,1601,948,2.0
65.0,389,1602,948,2.0
45.0,275,1603,949,1.0
55.0,261,1604,950,1.0
39.0,259,1605,951,1.0
,341,1606,952,
,341,1607,952,
23.0,441,1608,953,1.0
48.0,441,1609,954,1.0
22.0,441,1610,955,1.0
28.0,441,1611,956,1.0
24.0,441,1612,957,1.0
35.0,307,1613,958,2.0
65.0,307,1614,959,1.0
,307,1615,960,
35.0,307,1616,958,2.0
25.0,307,1617,961,1.0
,468,1618,962,
,266,1619,963,
61.0,266,1620,964,1.0
12.0,187,1621,965,1.0
17.0,187,1622,966,1.0
77.0,205,1623,967,1.0
62.0,205,1624,968,1.0
,205,1625,969,
,205,1626,969,
10.0,13,1627,970,1.0
15.0,13,1628,971,1.0
,13,1629,972,
65.0,13,1630,973,1.0
40.0,13,1631,974,1.0
35.0,13,1632,975,1.0
,470,1633,976,
,470,1634,976,
,470,1635,976,
,470,1636,976,
,470,1637,976,
,470,1638,976,
,470,1639,976,
12.0,11,1640,977,1.0
25.0,11,1641,978,1.0
20.0,11,1642,979,1.0
74.0,11,1643,980,1.0
60.0,157,1644,981,1.0
,355,1645,982,
,355,1646,982,
75.0,355,1647,983,1.0
,310,1648,984,
,310,1649,984,
20.0,314,1650,985,2.0
,314,1651,986,
24.0,314,1652,987,1.0
18.0,314,1653,988,2.0
25.0,314,1654,989,1.0
18.0,314,1655,988,2.0
20.0,314,1656,985,2.0
70.0,314,1657,990,1.0
,52,1658,991,
51.0,324,1659,992,1.0
31.0,324,1660,993,1.0
,370,1661,994,
,370,1662,994,
,370,1663,994,
,147,1664,995,
45.0,55,1665,996,1.0
,274,1666,997,
,548,1667,998,
,548,1668,998,
14.0,135,1669,999,2.0
17.0,135,1670,1000,1.0
15.0,135,1671,1001,1.0
21.0,135,1672,1002,2.0
68.0,135,1673,1003,1.0
21.0,135,1674,1002,2.0
14.0,135,1675,999,2.0
18.0,544,1676,1004,2.0
18.0,544,1677,1004,2.0
35.0,246,1678,1005,1.0
30.0,246,1679,1006,1.0
,176,1680,1007,
60.0,176,1681,1008,1.0
5.0,128,1682,1009,1.0
25.0,128,1683,1010,1.0
85.0,128,1684,1011,1.0
21.0,128,1685,1012,2.0
,128,1686,1013,
52.0,128,1687,1014,1.0
50.0,128,1688,1015,1.0
21.0,128,1689,1012,2.0
55.0,475,1690,1016,2.0
55.0,475,1691,1016,2.0
,475,1692,1017,
17.0,68,1693,1018,1.0
45.0,68,1694,1019,1.0
,68,1695,1020,
25.0,68,1696,1021,1.0
18.0,68,1697,1022,1.0
,403,1698,1023,
44.0,487,1699,1024,2.0
44.0,487,1700,1024,2.0
27.0,487,1701,1025,1.0
,421,1702,1026,
,421,1703,1026,
,421,1704,1026,
16.0,225,1705,1027,1.0
40.0,110,1706,1028,1.0
60.0,110,1707,1029,1.0
100.0,110,1708,1030,3.0
100.0,110,1709,1030,3.0
25.0,110,1710,1031,1.0
100.0,110,1711,1030,3.0
,386,1712,1032,
,386,1713,1032,
,386,1714,1032,
,386,1715,1032,
,386,1716,1032,
,386,1717,1032,
,386,1718,1032,
,386,1719,1032,
40.0,44,1720,1033,1.0
,44,1721,1034,
15.0,44,1722,1035,1.0
31.0,44,1723,1036,1.0
25.0,44,1724,1037,1.0
28.0,44,1725,1038,1.0
70.0,44,1726,1039,1.0
14.0,44,1727,1040,1.0
42.0,93,1728,1041,2.0
42.0,93,1729,1041,2.0
60.0,93,1730,1042,1.0
35.0,93,1731,1043,1.0
21.0,93,1732,1044,1.0
45.0,93,1733,1045,1.0
75.0,93,1734,1046,1.0
25.0,93,1735,1047,1.0
,162,1736,1048,
,42,1737,1049,
,42,1738,1049,
,459,1739,1050,
,459,1740,1050,
55.0,321,1741,1051,1.0
60.0,321,1742,1052,1.0
100.0,43,1743,1053,1.0
,43,1744,1054,
,43,1745,1054,
,43,1746,1054,
,43,1747,1054,
,43,1748,1054,
,43,1749,1054,
,43,1750,1054,
,43,1751,1054,
,43,1752,1054,
,43,1753,1054,
,43,1754,1054,
,43,1755,1054,
,43,1756,1054,
,43,1757,1054,
,427,1758,1055,
,229,1759,1056,
,229,1760,1056,
,229,1761,1056,
,229,1762,1056,
,229,1763,1056,
,229,1764,1056,
,229,1765,1056,
,289,1766,1057,
78.0,376,1767,1058,1.0
80.0,376,1768,1059,1.0
,376,1769,1060,
36.0,164,1770,1061,1.0
,164,1771,1062,
,164,1772,1062,
40.0,164,1773,1063,1.0
,164,1774,1062,
,164,1775,1062,
28.0,164,1776,1064,1.0
35.0,397,1777,1065,2.0
55.0,397,1778,1066,2.0
42.0,397,1779,1067,1.0
55.0,397,1780,1066,2.0
35.0,397,1781,1065,2.0
15.0,288,1782,1068,1.0
66.0,288,1783,1069,1.0
40.0,288,1784,1070,1.0
22.0,288,1785,1071,1.0
20.0,30,1786,1072,5.0
25.0,30,1787,1073,1.0
99.0,30,1788,1074,1.0
,30,1789,1075,
15.0,30,1790,1076,3.0
,30,1791,1075,
,30,1792,1075,
20.0,30,1793,1072,5.0
15.0,30,1794,1076,3.0
85.0,30,1795,1077,2.0
20.0,30,1796,1072,5.0
45.0,30,1797,1078,3.0
,30,1798,1075,
20.0,30,1799,1072,5.0
45.0,30,1800,1078,3.0
85.0,30,1801,1077,2.0
15.0,30,1802,1076,3.0
45.0,30,1803,1078,3.0
20.0,30,1804,1072,5.0
20.0,419,1805,1079,1.0
65.0,419,1806,1080,1.0
88.0,252,1807,1081,1.0
,252,1808,1082,
,252,1809,1082,
30.0,392,1810,1083,1.0
95.0,392,1811,1084,1.0
,392,1812,1085,
,392,1813,1085,
,392,1814,1085,
,392,1815,1085,
,392,1816,1085,
11.0,398,1817,1086,1.0
,394,1818,1087,
,394,1819,1087,
,394,1820,1087,
45.0,428,1821,1088,1.0
,428,1822,1089,
30.0,428,1823,1090,2.0
30.0,428,1824,1090,2.0
16.0,428,1825,1091,1.0
17.0,428,1826,1092,1.0
,502,1827,1093,
60.0,432,1828,1094,1.0
,411,1829,1095,
,411,1830,1095,
105.0,494,1831,1096,1.0
55.0,494,1832,1097,1.0
40.0,183,1833,1098,2.0
20.0,183,1834,1099,1.0
40.0,183,1835,1098,2.0
53.0,183,1836,1100,1.0
68.0,183,1837,1101,1.0
,130,1838,1102,
,511,1839,1103,
65.0,385,1840,1104,1.0
,385,1841,1105,
,385,1842,1105,
,385,1843,1105,
,83,1844,1106,
65.0,83,1845,1107,2.0
,83,1846,1106,
,83,1847,1106,
37.0,83,1848,1108,2.0
26.0,83,1849,1109,1.0
28.0,83,1850,1110,1.0
65.0,83,1851,1107,2.0
37.0,83,1852,1108,2.0
,137,1853,1111,
,551,1854,1112,
,551,1855,1112,
,551,1856,1112,
52.0,46,1857,1113,1.0
16.0,46,1858,1114,1.0
,46,1859,1115,
7.0,46,1860,1116,1.0
62.0,46,1861,1117,3.0
50.0,46,1862,1118,1.0
111.0,46,1863,1119,1.0
70.0,46,1864,1120,1.0
74.0,46,1865,1121,1.0
42.0,46,1866,1122,2.0
34.0,46,1867,1123,2.0
57.0,46,1868,1124,2.0
62.0,46,1869,1117,3.0
85.0,46,1870,1125,1.0
47.0,46,1871,1126,1.0
11.0,46,1872,1127,1.0
35.0,46,1873,1128,1.0
103.0,46,1874,1129,1.0
69.0,46,1875,1130,1.0
48.0,46,1876,1131,1.0
42.0,46,1877,1122,2.0
34.0,46,1878,1123,2.0
57.0,46,1879,1124,2.0
62.0,46,1880,1117,3.0
,264,1881,1132,
,264,1882,1132,
65.0,264,1883,1133,2.0
15.0,264,1884,1134,1.0
,264,1885,1132,
,264,1886,1132,
,264,1887,1132,
18.0,264,1888,1135,1.0
,264,1889,1132,
,264,1890,1132,
58.0,264,1891,1136,1.0
65.0,264,1892,1133,2.0
39.0,313,1893,1137,1.0
92.0,313,1894,1138,1.0
,64,1895,1139,
,64,1896,1139,
,557,1897,1140,
70.0,163,1898,1141,1.0
16.0,371,1899,1142,2.0
25.0,371,1900,1143,2.0
,371,1901,1144,
18.0,371,1902,1145,1.0
16.0,371,1903,1142,2.0
90.0,371,1904,1146,1.0
25.0,371,1905,1143,2.0
113.0,371,1906,1147,1.0
21.0,371,1907,1148,1.0
11.0,371,1908,1149,1.0
44.0,371,1909,1150,1.0
40.0,371,1910,1151,1.0
88.0,115,1911,1152,1.0
35.0,115,1912,1153,1.0
33.0,115,1913,1154,1.0
,191,1914,1155,
55.0,191,1915,1156,1.0
36.0,191,1916,1157,1.0
22.0,191,1917,1158,1.0
18.0,191,1918,1159,1.0
32.0,191,1919,1160,1.0
60.0,191,1920,1161,1.0
,309,1921,1162,
,309,1922,1162,
100.0,309,1923,1163,4.0
100.0,309,1924,1163,4.0
,309,1925,1162,
,309,1926,1162,
,309,1927,1162,
,309,1928,1162,
,309,1929,1162,
,309,1930,1162,
100.0,309,1931,1163,4.0
,309,1932,1162,
32.0,309,1933,1164,1.0
12.0,309,1934,1165,1.0
,309,1935,1162,
90.0,309,1936,1166,1.0
100.0,309,1937,1163,4.0
18.0,257,1938,1167,1.0
40.0,257,1939,1168,1.0
,257,1940,1169,
22.0,257,1941,1170,1.0
,249,1942,1171,
32.0,436,1943,1172,1.0
65.0,436,1944,1173,1.0
72.0,133,1945,1174,1.0
65.0,133,1946,1175,1.0
45.0,133,1947,1176,1.0
60.0,133,1948,1177,2.0
20.0,133,1949,1178,2.0
80.0,133,1950,1179,1.0
40.0,133,1951,1180,1.0
20.0,133,1952,1178,2.0
60.0,133,1953,1177,2.0
45.0,118,1954,1181,2.0
,118,1955,1182,
23.0,118,1956,1183,2.0
110.0,118,1957,1184,2.0
100.0,118,1958,1185,2.0
110.0,118,1959,1184,2.0
40.0,118,1960,1186,1.0
20.0,118,1961,1187,2.0
100.0,118,1962,1185,2.0
,118,1963,1182,
23.0,118,1964,1183,2.0
50.0,118,1965,1188,1.0
45.0,118,1966,1181,2.0
20.0,118,1967,1187,2.0
35.0,78,1968,1189,1.0
,508,1969,1190,
,175,1970,1191,
,175,1971,1191,
,175,1972,1191,
,175,1973,1191,
,175,1974,1191,
,175,1975,1191,
,175,1976,1191,
,175,1977,1191,
,175,1978,1191,
,175,1979,1191,
,175,1980,1191,
,175,1981,1191,
22.0,498,1982,1192,2.0
22.0,498,1983,1192,2.0
,372,1984,1193,
,186,1985,1194,
20.0,383,1986,1195,1.0
52.0,383,1987,1196,2.0
12.0,383,1988,1197,1.0
52.0,383,1989,1196,2.0
65.0,119,1990,1198,2.0
17.0,119,1991,1199,1.0
25.0,119,1992,1200,1.0
65.0,119,1993,1198,2.0
9.0,131,1994,1201,8.0
9.0,131,1995,1201,8.0
33.0,131,1996,1202,2.0
9.0,131,1997,1201,8.0
9.0,131,1998,1201,8.0
64.0,131,1999,1203,1.0
9.0,131,2000,1201,8.0
9.0,131,2001,1201,8.0
9.0,131,2002,1201,8.0
,131,2003,1204,
15.0,131,2004,1205,2.0
7.0,131,2005,1206,4.0
7.0,131,2006,1206,4.0
7.0,131,2007,1206,4.0
,131,2008,1204,
13.0,131,2009,1207,1.0
15.0,131,2010,1205,2.0
32.0,131,2011,1208,1.0
7.0,131,2012,1206,4.0
33.0,131,2013,1202,2.0
14.0,131,2014,1209,1.0
9.0,131,2015,1201,8.0
31.0,486,2016,1210,1.0
,255,2017,1211,
,255,2018,1211,
,255,2019,1211,
,492,2020,1212,
25.0,412,2021,1213,1.0
30.0,412,2022,1214,1.0
70.0,412,2023,1215,1.0
,129,2024,1216,
8.0,129,2025,1217,2.0
8.0,129,2026,1217,2.0
13.0,129,2027,1218,1.0
49.0,138,2028,1219,1.0
40.0,58,2029,1220,1.0
55.0,58,2030,1221,1.0
100.0,58,2031,1222,1.0
29.0,25,2032,1223,1.0
,25,2033,1224,
23.0,25,2034,1225,8.0
20.0,25,2035,1226,2.0
23.0,25,2036,1225,8.0
36.0,25,2037,1227,1.0
30.0,25,2038,1228,3.0
23.0,25,2039,1225,8.0
75.0,25,2040,1229,5.0
75.0,25,2041,1229,5.0
75.0,25,2042,1229,5.0
75.0,25,2043,1229,5.0
,25,2044,1224,
30.0,25,2045,1228,3.0
55.0,25,2046,1230,1.0
77.0,25,2047,1231,2.0
50.0,25,2048,1232,2.0
75.0,25,2049,1229,5.0
23.0,25,2050,1225,8.0
,25,2051,1224,
,25,2052,1224,
27.0,25,2053,1233,1.0
23.0,25,2054,1225,8.0
60.0,25,2055,1234,2.0
,25,2056,1224,
24.0,25,2057,1235,3.0
23.0,25,2058,1225,8.0
24.0,25,2059,1235,3.0
24.0,25,2060,1235,3.0
,25,2061,1224,
91.0,25,2062,1236,1.0
30.0,25,2063,1228,3.0
77.0,25,2064,1231,2.0
23.0,25,2065,1225,8.0
60.0,25,2066,1234,2.0
23.0,25,2067,1225,8.0
20.0,25,2068,1226,2.0
50.0,25,2069,1232,2.0
,455,2070,1237,
,455,2071,1237,
,61,2072,1238,
,61,2073,1238,
85.0,61,2074,1239,1.0
69.0,61,2075,1240,1.0
90.0,61,2076,1241,1.0
37.0,61,2077,1242,1.0
34.0,61,2078,1243,1.0
45.0,61,2079,1244,2.0
45.0,61,2080,1244,2.0
120.0,61,2081,1245,1.0
20.0,61,2082,1246,1.0
33.0,61,2083,1247,1.0
99.0,61,2084,1248,1.0
50.0,447,2085,1249,1.0
10.0,447,2086,1250,1.0
35.0,447,2087,1251,1.0
38.0,447,2088,1252,1.0
18.0,447,2089,1253,1.0
,381,2090,1254,
35.0,49,2091,1255,1.0
,49,2092,1256,
,49,2093,1256,
,49,2094,1256,
95.0,449,2095,1257,1.0
,449,2096,1258,
44.0,449,2097,1259,2.0
44.0,449,2098,1259,2.0
28.0,449,2099,1260,2.0
19.0,449,2100,1261,2.0
19.0,449,2101,1261,2.0
28.0,449,2102,1260,2.0
34.0,45,2103,1262,1.0
20.0,45,2104,1263,7.0
35.0,45,2105,1264,1.0
20.0,45,2106,1263,7.0
20.0,45,2107,1263,7.0
110.0,45,2108,1265,1.0
12.0,45,2109,1266,1.0
93.0,45,2110,1267,2.0
20.0,45,2111,1263,7.0
20.0,45,2112,1263,7.0
,45,2113,1268,
,45,2114,1268,
20.0,45,2115,1263,7.0
16.0,45,2116,1269,1.0
93.0,45,2117,1267,2.0
22.0,45,2118,1270,1.0
20.0,45,2119,1263,7.0
60.0,45,2120,1271,1.0
,409,2121,1272,
,409,2122,1272,
,490,2123,1273,
80.0,490,2124,1274,1.0
35.0,7,2125,1275,1.0
,7,2126,1276,
,7,2127,1276,
22.0,28,2128,1277,1.0
,480,2129,1278,
,480,2130,1278,
,480,2131,1278,
,210,2132,1279,
,210,2133,1279,
,210,2134,1279,
42.0,469,2135,1280,1.0
35.0,215,2136,1281,1.0
23.0,215,2137,1282,1.0
12.0,215,2138,1283,1.0
69.0,215,2139,1284,1.0
,272,2140,1285,
,272,2141,1285,
,272,2142,1285,
,272,2143,1285,
120.0,272,2144,1286,2.0
120.0,272,2145,1286,2.0
20.0,457,2146,1287,1.0
75.0,457,2147,1288,1.0
16.0,457,2148,1289,1.0
15.0,457,2149,1290,1.0
,262,2150,1291,
,262,2151,1291,
,262,2152,1291,
16.0,329,2153,1292,1.0
46.0,329,2154,1293,1.0
50.0,329,2155,1294,1.0
35.0,33,2156,1295,1.0
,33,2157,1296,
,33,2158,1296,
34.0,33,2159,1297,1.0
101.0,33,2160,1298,1.0
45.0,328,2161,1299,1.0
,90,2162,1300,
,484,2163,1301,
,9,2164,1302,
,438,2165,1303,
,438,2166,1303,
,438,2167,1303,
,334,2168,1304,
18.0,142,2169,1305,1.0
,142,2170,1306,
,142,2171,1306,
,142,2172,1306,
11.0,108,2173,1307,1.0
18.0,153,2174,1308,1.0
40.0,153,2175,1309,1.0
82.0,153,2176,1310,1.0
22.0,273,2177,1311,1.0
50.0,273,2178,1312,1.0
64.0,21,2179,1313,1.0
31.0,21,2180,1314,1.0
37.0,21,2181,1315,1.0
27.0,21,2182,1316,1.0
,282,2183,1317,
,282,2184,1317,
,282,2185,1317,
,282,2186,1317,
20.0,17,2187,1318,1.0
12.0,17,2188,1319,1.0
90.0,17,2189,1320,1.0
,17,2190,1321,
115.0,17,2191,1322,1.0
36.0,17,2192,1323,1.0
22.0,17,2193,1324,1.0
50.0,17,2194,1325,1.0
35.0,17,2195,1326,1.0
,152,2196,1327,
60.0,152,2197,1328,1.0
35.0,152,2198,1329,1.0
21.0,152,2199,1330,1.0
18.0,152,2200,1331,1.0
37.0,152,2201,1332,1.0
28.0,152,2202,1333,1.0
87.0,291,2203,1334,1.0
33.0,291,2204,1335,1.0
,474,2205,1336,
,474,2206,1336,
72.0,265,2207,1337,1.0
,265,2208,1338,
30.0,265,2209,1339,1.0
,524,2210,1340,
,524,2211,1340,
,524,2212,1340,
,97,2213,1341,
93.0,97,2214,1342,1.0
45.0,97,2215,1343,1.0
25.0,97,2216,1344,1.0
85.0,97,2217,1345,1.0
52.0,539,2218,1346,1.0
65.0,520,2219,1347,1.0
26.0,38,2220,1348,1.0
63.0,38,2221,1349,1.0
19.0,38,2222,1350,1.0
41.0,190,2223,1351,1.0
48.0,190,2224,1352,2.0
27.0,190,2225,1353,2.0
70.0,190,2226,1354,3.0
,190,2227,1355,
70.0,190,2228,1354,3.0
36.0,190,2229,1356,1.0
20.0,190,2230,1357,1.0
27.0,190,2231,1353,2.0
70.0,190,2232,1354,3.0
48.0,190,2233,1352,2.0
,190,2234,1355,
69.0,74,2235,1358,1.0
43.0,74,2236,1359,2.0
43.0,74,2237,1359,2.0
17.0,74,2238,1360,1.0
36.0,74,2239,1361,1.0
23.0,74,2240,1362,1.0
,74,2241,1363,
,74,2242,1363,
68.0,74,2243,1364,1.0
,74,2244,1363,
,243,2245,1365,
,435,2246,1366,
,435,2247,1366,
,435,2248,1366,
,435,2249,1366,
,435,2250,1366,
10.0,159,2251,1367,1.0
22.0,159,2252,1368,1.0
42.0,159,2253,1369,1.0
83.0,159,2254,1370,1.0
17.0,159,2255,1371,1.0
32.0,159,2256,1372,1.0
82.0,159,2257,1373,1.0
34.0,159,2258,1374,1.0
29.0,159,2259,1375,1.0
,555,2260,1376,
