Address1,HospitalOwner,original_index,unique_index,count
4800 48th st,voluntary non-profit - other,586,68,24
4800 48th st,voluntary non-profit - other,587,68,24
4800 48th st,voluntary non-profit - other,588,68,24
4800 48th st,voluntary non-profit - other,589,68,24
4800 48th st,voluntary non-profit - other,590,68,24
987 drayton street,voluntary non-profit - other,591,70,25
987 drayton street,voluntary non-profit - other,592,70,25
987 drayton street,voluntary non-profit - other,593,70,25
987 drayton street,voluntary non-profit - other,594,70,25
987 drayton street,voluntary non-profit - other,595,70,25
987 drayton street,voluntary non-profit - other,596,70,25
987 drayton street,voluntary non-profit - other,597,70,25
987 drayton street,voluntary non-profit - other,598,70,25
987 drayton street,voluntary non-profit - other,599,70,25
987 drayton street,voluntary non-profit - other,600,70,25
987 drayton street,voluntary non-profit - other,601,70,25
987 drayton street,voluntary non-profit - other,602,70,25
987 drayton street,voluntary non-profit - other,603,70,25
987 drayton street,voluntary non-profit - other,604,70,25
987 drayton street,voluntary non-profit - other,605,70,25
987 drayton street,voluntary non-profit - other,606,70,25
987 drayton street,voluntary non-profit - other,607,70,25
987 drayton street,voluntary non-profit - other,608,70,25
987 drayton street,voluntary non-profit - other,609,70,25
987 drayton street,voluntary non-profit - other,610,70,25
987 drayton street,voluntary non-profit - other,611,70,25
987 drayton street,voluntary non-profit - other,612,70,25
987 drayton street,voluntary non-profit - other,613,70,25
987 drayton street,voluntary non-profit - other,614,70,25
987 drayton street,voluntary non-profit - other,615,70,25
2000 pepperell parkway,government - hospital district or authority,616,71,25
2000 pepperell parkway,government - hospital district or authority,617,71,25
2000 pepperell parkway,government - hospital district or authority,618,71,25
2000 pepperell parkway,government - hospital district or authority,619,71,25
2000 pepperell parkway,government - hospital district or authority,620,71,25
2000 pepperell parkway,government - hospital district or authority,621,71,25
2000 pepperell parkway,government - hospital district or authority,622,71,25
2000 pepperell parkway,government - hospital district or authority,623,71,25
2000 pepperell parkway,government - hospital district or authority,624,71,25
2000 pepperell parkway,government - hospital district or authority,625,71,25
2000 pepperell parkway,government - hospital district or authority,626,71,25
2000 pepperell parkway,government - hospital district or authority,627,71,25
2000 pepperell parkway,government - hospital district or authority,628,71,25
2000 pepperell parkway,government - hospital district or authority,629,71,25
2000 pepperell parkway,government - hospital district or authority,630,71,25
2000 pepperell parkway,government - hospital district or authority,631,71,25
2000 pepperell parkway,government - hospital district or authority,632,71,25
2000 pepperell parkway,government - hospital district or authority,633,71,25
2000 pepperell parkway,government - hospital district or authority,634,71,25
2000 pepperell parkway,government - hospital district or authority,635,71,25
2000 pepperell parkway,government - hospital district or authority,636,71,25
2000 pepperell parkway,government - hospital district or authority,637,71,25
2000 pepperell parkway,government - hospital district or authority,638,71,25
2000 pepperell parkway,government - hospital district or authority,639,71,25
2000 pepperell parkway,government - hospital district or authority,640,71,25
209 north main street,government - local,641,72,24
209 north main street,government - local,642,72,24
209 north main street,government - local,643,72,24
209 north main street,government - local,644,72,24
209 north main street,government - local,645,72,24
209 north main street,government - local,646,72,24
209 north main street,government - local,647,72,24
209 north main street,government - local,648,72,24
209 north main street,government - local,649,72,24
209 north main street,government - local,650,72,24
209 north main street,government - local,651,72,24
209 xorth maix street,government - local,652,73,1
209 north main street,government - local,653,72,24
209 north main street,government - local,654,72,24
209 north main street,government - local,655,72,24
209 north main street,government - local,656,72,24
209 north main street,government - local,657,72,24
209 north main street,government - local,658,72,24
209 north main street,government - local,659,72,24
209 north main street,government - local,660,72,24
209 north main street,government - local,661,72,24
209 north main street,government - local,662,72,24
209 north main street,government - local,663,72,24
209 north main street,government - local,664,72,24
209 north main street,government - local,665,72,24
619 south 19th street,government - state,666,74,25
619 south 19th street,government - state,667,74,25
619 south 19th street,government - state,668,74,25
619 south 19th street,government - state,669,74,25
619 south 19th street,government - state,670,74,25
619 south 19th street,government - state,671,74,25
619 south 19th street,government - state,672,74,25
619 south 19th street,government - state,673,74,25
619 south 19th street,government - state,674,74,25
619 south 19th street,government - state,675,74,25
619 south 19th street,government - state,676,74,25
619 south 19th street,government - state,677,74,25
619 south 19th street,government - state,678,74,25
619 south 19th street,government - state,679,74,25
619 south 19th street,government - state,680,74,25
619 south 19th street,government - state,681,74,25
619 south 19th street,government - state,682,74,25
619 south 19th street,government - state,683,74,25
619 south 19th street,government - state,684,74,25
619 south 19th street,government - state,685,74,25
619 south 19th street,government - state,686,74,25
619 south 19th street,government - state,687,74,25
619 south 19th street,government - state,688,74,25
619 south 19th street,government - state,689,74,25
619 south 19th street,government - state,690,74,25
805 friendship road,voluntary non-profit - private,691,75,25
805 friendship road,voluntary non-profit - private,692,75,25
805 friendship road,voluntary non-profit - private,693,75,25
805 friendship road,voluntary non-profit - private,694,75,25
805 friendship road,voluntary non-profit - private,695,75,25
805 friendship road,voluntary non-profit - private,696,75,25
805 friendship road,voluntary non-profit - private,697,75,25
805 friendship road,voluntary non-profit - private,698,75,25
805 friendship road,voluntary non-profit - private,699,75,25
805 friendship road,voluntary non-profit - private,700,75,25
805 friendship road,voluntary non-profit - private,701,75,25
805 friendship road,voluntary non-profit - private,702,75,25
805 friendship road,voluntary non-profit - private,703,75,25
805 friendship road,voluntary non-profit - private,704,75,25
805 friendship road,voluntary non-profit - private,705,75,25
805 friendship road,voluntary non-profit - private,706,75,25
805 friendship road,voluntary non-profit - private,707,75,25
805 friendship road,voluntary non-profit - private,708,75,25
805 friendship road,voluntary non-profit - private,709,75,25
805 friendship road,voluntary non-profit - private,710,75,25
805 friendship road,voluntary non-profit - private,711,75,25
805 friendship road,voluntary non-profit - private,712,75,25
805 friendship road,voluntary non-profit - private,713,75,25
805 friendship road,voluntary non-profit - private,714,75,25
805 friendship road,voluntary non-profit - private,715,75,25
1912 alabama highway 157,government - hospital district or authority,716,76,24
1912 alabama highway 157,government - hospital district or authority,717,76,24
1912 alabama highway 157,government - hospital district or authority,718,76,24
1912 alabama highway 157,government - hospital district or authority,719,76,24
1912 alabama highway 157,government - hospital district or authority,720,76,24
1912 alabama highway 157,government - hospital district or authority,721,76,24
1912 alabama highway 157,government - hospital district or authority,722,76,24
1912 alabama highway 157,government - hospital district or authority,723,76,24
1912 alabama highway 157,government - hospital district or authority,724,76,24
1912 alabama highway 157,government - hospital district or authority,725,76,24
1912 alabama highway 157,government - hospital district or authority,726,76,24
1912 alabama highway 157,government - hospital district or authority,727,76,24
1912 alabama highway 157,government - hospital district or authority,728,76,24
1912 alabama highway 157,government - hospital district or authority,729,76,24
1912 alabama highway 157,government - hospital district or authority,730,76,24
1912 alabama highway 157,government - hospital district or authority,731,76,24
1912 alabama highway 157,government - hospital district or authority,732,76,24
1912 alabama highway 157,government - hospital district or authority,733,76,24
1912 alabama highway 157,government - hospital district or authority,734,76,24
1912 alabama highway 157,government - hospital district or authority,735,76,24
1912xalabamaxhighwayx157,government - hospital district or authority,736,77,1
1912 alabama highway 157,government - hospital district or authority,737,76,24
1912 alabama highway 157,government - hospital district or authority,738,76,24
1912 alabama highway 157,government - hospital district or authority,739,76,24
1912 alabama highway 157,government - hospital district or authority,740,76,24
849 south three notch street,proprietary,741,78,24
849 south three notch street,proprietary,742,78,24
849 south three notch street,proprietary,743,78,24
849 south three notch street,prxprietary,744,79,1
849 south three notch street,proprietary,745,78,24
849 south three notch street,proprietary,746,78,24
849 south three notch street,proprietary,747,78,24
849 south three notch street,proprietary,748,78,24
849 south three notch street,proprietary,749,78,24
849 south three notch street,proprietary,750,78,24
849 south three notch street,proprietary,751,78,24
849 south three notch street,proprietary,752,78,24
849 south three notch street,proprietary,753,78,24
849 south three notch street,proprietary,754,78,24
849 south three notch street,proprietary,755,78,24
849 south three notch street,proprietary,756,78,24
849 south three notch street,proprietary,757,78,24
849 south three notch street,proprietary,758,78,24
849 south three notch street,proprietary,759,78,24
849 south three notch street,proprietary,760,78,24
849 south three notch street,proprietary,761,78,24
849 south three notch street,proprietary,762,78,24
849 south three notch street,proprietary,763,78,24
849 south three notch street,proprietary,764,78,24
849 south three notch street,proprietary,765,78,24
301 east 18th st,proprietary,766,35,25
301 east 1xth st,proprietary,767,80,1
301 east 18th st,proprietary,768,35,25
301 east 18th st,proprietary,769,35,25
301 east 18th st,proprietary,770,35,25
301 east 18th st,proprietary,771,35,25
301 east 18th st,proprietary,772,35,25
301 east 18th st,proprietary,773,35,25
101 sivley rd,government - hospital district or authority,774,81,27
101 sivley rd,government - hospital district or authority,775,81,27
101 sivley rd,government - hospital district or authority,776,81,27
101 sivley rd,government - hospital district or authority,777,81,27
101 sivley rd,government - hospital district or authority,778,81,27
101 sivley rd,government - hospital district or authority,779,81,27
101 sivley rd,government - hospital district or authority,780,81,27
101 sivley rd,government - hospital district or authority,781,81,27
101 sivley rd,government - hospital district or authority,782,81,27
101 sivley rd,government - hospital district or authority,783,81,27
101 sivley rd,goverxmext - hospital district or authority,784,82,1
101 sivley rd,government - hospital district or authority,785,81,27
101 sivley rd,government - hospital district or authority,786,81,27
101 sivley rd,government - hospital district or authority,787,81,27
101 sivley rd,government - hospital district or authority,788,81,27
101 sivley rd,government - hospital district or authority,789,81,27
101 sivley rd,government - hospital district or authority,790,81,27
101 sivley rd,government - hospital district or authority,791,81,27
101 sivley rd,government - hospital district or authority,792,81,27
101 sivley rd,government - hospital district or authority,793,81,27
101 sivley rd,government - hospital district or authority,794,81,27
101 sivley rd,government - hospital district or authority,795,81,27
101 sivley rd,government - hospital district or authority,796,81,27
101 sivley rd,government - hospital district or authority,797,81,27
101 sivley rd,government - hospital district or authority,798,81,27
101 sivley rd,government - hospital district or authority,799,81,27
101 sivley rd,government - hospital district or authority,800,81,27
101 sivley rd,government - hospital district or authority,801,81,27
1007 goodyear avenue,proprietary,802,83,25
1007 goodyear avenue,proprietary,803,83,25
1007 goodyear avenue,proprietary,804,83,25
1007 goodyear avenue,proprietary,805,83,25
1007 goodyear avenue,proprietary,806,83,25
1007 goodyear avenue,proprietary,807,83,25
1007 goodyear avenue,proprietary,808,83,25
1007 goodyear avenue,proprietary,809,83,25
1007 goodyear avenue,proprietary,810,83,25
1007 goodyear avenue,proprietary,811,83,25
1007 goodyear avenue,proprietary,812,83,25
1007 goodyear avenue,proprietary,813,83,25
1007 goodyear avenue,proprietary,814,83,25
1007 goodyear avenue,proprietary,815,83,25
1007 goodyear avenue,proprietary,816,83,25
1007 goodyear avenue,proprietary,817,83,25
1007 goodyear avenue,proprietary,818,83,25
1007 goodyear avenue,proprietary,819,83,25
1007 goodyear avenue,proprietary,820,83,25
1007 goodyear avenue,proprietary,821,83,25
1007 goodyear avenue,proprietary,822,83,25
1007 goodyear avenue,proprietary,823,83,25
1007 goodyear avenue,proprietary,824,83,25
1007 goodyear avenue,proprietary,825,83,25
1007 goodyear avenue,proprietary,826,83,25
1010 lay dam road,voluntary non-profit - private,827,84,23
1010 lay dam road,voluntary non-profit - private,828,84,23
1010 lay dam road,voluntary non-profit - private,829,84,23
1010 lay dam road,voluntary non-profit - private,830,84,23
1010 lay dam road,voluntary non-profit - private,831,84,23
1010 lay dam road,voluntary non-profit - private,832,84,23
1010 lay dam road,voluntary non-profit - private,833,84,23
1010 lay dam road,voluntary non-profit - private,834,84,23
1010 lay dam road,voluntary non-profit - private,835,84,23
1010 lay dam road,voluntary non-profit - private,836,84,23
1010 lay dam road,voluntary non-profit - private,837,84,23
1010 lay dam road,voluntary non-profit - private,838,84,23
1010 lay dam road,voluntary non-profit - private,839,84,23
1010 lay dam road,voluntary non-profit - private,840,84,23
1010 lay dam road,voluntary non-profit - private,841,84,23
1010 lay dam road,voluntary non-profit - private,842,84,23
1010 lay dam road,voluntary non-profit - private,843,84,23
1010 lay dam road,voluntary non-profit - private,844,84,23
1010 lay dam road,voluntary non-profit - private,845,84,23
1010 lay dam road,voluntaxy non-pxofit - pxivate,846,85,1
1010 lay dam road,voluntary non-profit - private,847,84,23
1010 lay dam road,voluntary non-profit - private,848,84,23
x0x0 lay dam road,voluntary non-profit - private,849,86,1
1010 lay dam road,voluntary non-profit - private,850,84,23
1010 lay dam road,voluntary non-profit - private,851,84,23
1256 military street south,voluntary non-profit - private,852,87,22
1256 military street south,voluntary non-profit - private,853,87,22
1256 military street south,voluntary non-profit - private,854,87,22
1256 military street south,voluntary non-profit - private,855,87,22
1256 military street south,voluntary non-profit - private,856,87,22
1256 military street sxuth,voluntary non-profit - private,857,88,1
1256 military street south,voluntary non-profit - private,858,87,22
1256 military street south,voluntary non-profit - private,859,87,22
1256 military street south,voluntary non-profit - private,860,87,22
1256 military street south,voluntary non-profit - private,861,87,22
1256 military street south,voluntary non-profit - private,862,87,22
1256 military street south,voluntary non-profit - private,863,87,22
1256 military street south,voluntary non-profit - private,864,87,22
1256 military street south,voluntary non-profit - private,865,87,22
1256 military street south,voluntary non-profit - private,866,87,22
1256 military street south,voluntary non-profit - private,867,87,22
1256 military street south,voluxtary xox-profit - private,868,89,1
1256 military street south,voluntary non-profit - private,869,87,22
1256 military street south,voluntary non-profit - private,870,87,22
1256 military street south,voluntary non-profit - private,871,87,22
1256 military street south,voluntaxy non-pxofit - pxivate,872,90,1
1256 military street south,voluntary non-profit - private,873,87,22
1256 military street south,voluntary non-profit - private,874,87,22
1256 military street south,voluntary non-profit - private,875,87,22
1256 military street south,voluntary non-profit - private,876,87,22
1653 temple avenue north,voluntary non-profit - other,877,91,25
1653 temple avenue north,voluntary non-profit - other,878,91,25
1653 temple avenue north,voluntary non-profit - other,879,91,25
1653 temple avenue north,voluntary non-profit - other,880,91,25
1653 temple avenue north,voluntary non-profit - other,881,91,25
1653 temple avenue north,voluntary non-profit - other,882,91,25
1653 temple avenue north,voluntary non-profit - other,883,91,25
1653 temple avenue north,voluntary non-profit - other,884,91,25
1653 temple avenue north,voluntary non-profit - other,885,91,25
1653 temple avenue north,voluntary non-profit - other,886,91,25
1653 temple avenue north,voluntary non-profit - other,887,91,25
1653 temple avenue north,voluntary non-profit - other,888,91,25
1653 temple avenue north,voluntary non-profit - other,889,91,25
1653 temple avenue north,voluntary non-profit - other,890,91,25
1653 temple avenue north,voluntary non-profit - other,891,91,25
1653 temple avenue north,voluntary non-profit - other,892,91,25
1653 temple avenue north,voluntary non-profit - other,893,91,25
1653 temple avenue north,voluntary non-profit - other,894,91,25
1653 temple avenue north,voluntary non-profit - other,895,91,25
1653 temple avenue north,voluntary non-profit - other,896,91,25
1653 temple avenue north,voluntary non-profit - other,897,91,25
1653 temple avenue north,voluntary non-profit - other,898,91,25
1653 temple avenue north,voluntary non-profit - other,899,91,25
1653 temple avenue north,voluntary non-profit - other,900,91,25
1653 temple avenue north,voluntary non-profit - other,901,91,25
600 south third street,proprietary,902,92,27
600 south third street,proprietary,903,92,27
600 south third street,proprietary,904,92,27
600 south third street,proprietary,905,92,27
600 south third street,proprietary,906,92,27
600 south third street,proprietary,907,92,27
600 south third street,proprietary,908,92,27
600 south third street,proprietary,909,92,27
600 south third street,proprietary,910,92,27
600 south third street,proprietary,911,92,27
600 south third street,proprietary,912,92,27
600 south third street,proprietary,913,92,27
600 south third street,proprietary,914,92,27
600 souxh xhird sxreex,proprietary,915,93,1
600 south third street,proprietary,916,92,27
600 south third street,proprietary,917,92,27
600 south third street,proprietary,918,92,27
600 south third street,proprietary,919,92,27
600 south third street,proprietary,920,92,27
600 south third street,proprietary,921,92,27
600 south third street,proprietary,922,92,27
600 south third street,proprietary,923,92,27
600 south third street,proprietary,924,92,27
600 south third street,proprietary,925,92,27
600 south third street,proprietary,926,92,27
600 south third street,proprietary,927,92,27
600 south third street,proprietary,928,92,27
600 south third street,proprietary,929,92,27
515 miranda st,voluntary non-profit - private,930,94,22
515 miranda st,voluntary non-profit - private,931,94,22
515 miranda st,voluntary non-profit - private,932,94,22
515 miranda st,voluntary non-profit - private,933,94,22
515 miranda sx,voluntary non-profit - private,934,95,1
515 miranxa st,voluntary non-profit - private,935,96,1
515 miranda st,voluntary non-profit - private,936,94,22
515 miranda st,voluntary non-profit - private,937,94,22
515 miranda st,voluntary non-profit - private,938,94,22
515 miranda st,voluntary non-profit - private,939,94,22
515 miranda st,voluntary non-profit - private,940,94,22
515 miranda st,voluntary non-profit - private,941,94,22
515 miranda st,voluntary non-profit - private,942,94,22
515 miranda st,voluntary non-profit - private,943,94,22
515 miranda st,voluntary non-profit - private,944,94,22
515 mirxndx st,voluntary non-profit - private,945,97,1
515 miranda st,voluntary non-profit - private,946,94,22
515 miranda st,voluntary non-profit - private,947,94,22
515 miranda st,voluntary non-profit - private,948,94,22
515 miranda st,voluntary non-profit - private,949,94,22
515 miranda st,voluntary non-profit - private,950,94,22
515 miranda st,voluntary non-profit - private,951,94,22
515 miranda st,voluntary non-profit - private,952,94,22
515 miranda st,voluntary non-profit - private,953,94,22
515 miranda st,voluntary non-profit - private,954,94,22
400 n edwards street,proprietary,955,98,24
400xnxedwardsxstreet,proprietary,956,99,1
400 n edwards street,proprietary,957,98,24
400 n edwards street,proprietary,958,98,24
400 n edwards street,proprietary,959,98,24
400 n edwards street,proprietary,960,98,24
400 n edwards street,proprietary,961,98,24
400 n edwards street,proprietary,962,98,24
400 n edwards street,proprietary,963,98,24
400 n edwards street,proprietary,964,98,24
400 n edwards street,proprietary,965,98,24
400 n edwards street,proprietary,966,98,24
400 n edwards street,proprietary,967,98,24
400 n edwards street,proprietary,968,98,24
400 n edwards street,proprietary,969,98,24
400 n edwards street,proprietary,970,98,24
400 n edwards street,proprietary,971,98,24
400 n edwards street,proprietary,972,98,24
400 n edwards street,proprietary,973,98,24
400 n edwards street,proprietary,974,98,24
400 n edwards street,proprietary,975,98,24
400 n edwards street,proprietary,976,98,24
400 n edwards street,proprietary,977,98,24
400 n edwards street,proprietary,978,98,24
400 n edwards street,proprietary,979,98,24
150 gilbreath drive,voluntary non-profit - private,980,100,19
150 gilbreath drive,voluntary non-profit - private,981,100,19
150 gilbreath drive,voluntary non-profit - private,982,100,19
150 gilbreath drive,voluntary non-profit - private,983,100,19
150 gilbreath drive,voluntary non-profit - private,984,100,19
150 gilbreath drive,voluntary non-profit - private,985,100,19
150 gilxreath drive,voluntary non-profit - private,986,101,1
150 gilbreath drive,voluntary non-profit - private,987,100,19
150 gilbreath drive,voluntary non-profit - private,988,100,19
150 gilbreath drive,voluntary non-profit - private,989,100,19
150 gilbreath drive,voluntary non-profit - private,990,100,19
150 gilbreath drive,voluntary non-profit - private,991,100,19
150 gilbreath drive,voluntary non-profit - private,992,100,19
150 gilbreath drive,voluntary non-profit - private,993,100,19
150 gilbreath drive,voluntary non-profit - private,994,100,19
150 gilbreath drive,voluntary non-profit - private,995,100,19
150 gilbreath drive,voluntary non-profit - private,996,100,19
150 gilbreath drive,voluntary non-profit - private,997,100,19
150 gilbreath drive,voluntary non-profit - private,998,100,19
150 gilbreath drive,voluntary non-profit - private,999,100,19
