RatingCount,ReviewCount,original_index,unique_index
"65,623","377 user,250 critic",1428,1402
"43,498","244 user,142 critic",1429,1403
"30,334","147 user,93 critic",1430,1404
"15,491","54 user,81 critic",1431,1405
"128,024","470 user,173 critic",1432,1406
"141,353","660 user,250 critic",1433,1407
"65,128","244 user,238 critic",1434,1408
"167,144","627 user,225 critic",1435,1409
"113,809","228 user,77 critic",1436,1410
"164,513","401 user,108 critic",1437,1411
"102,876","1,685 user,167 critic",1438,1412
"101,915","515 user,179 critic",1439,1413
"61,537","200 user,131 critic",1440,1414
"56,580","110 user,160 critic",1441,1415
"83,951","350 user,119 critic",1442,1416
"33,059","130 user,144 critic",1443,1417
"31,750","44 user,12 critic",1444,1418
"21,203","212 user,46 critic",1445,1419
"18,211","80 user,67 critic",1446,1420
"20,529","107 user,74 critic",1447,1421
"45,890","116 user,79 critic",1448,1422
"79,159","198 user,179 critic",1449,1423
,,1450,29
"131,012","412 user,217 critic",1451,1424
"14,772","84 user,89 critic",1452,1425
994,"2 user,5 critic",1453,1426
"41,198","125 user,176 critic",1454,1427
"109,068","254 user,186 critic",1455,1428
"23,810","74 user,137 critic",1456,1429
"19,200","44 user,82 critic",1457,1430
"28,541","70 user,103 critic",1458,1431
"110,261","410 user,249 critic",1459,1432
"267,878","961 user,416 critic",1460,1433
"445,310","1,054 user,238 critic",1461,1434
"282,396","1,671 user,277 critic",1462,1435
"508,285","1,069 user,378 critic",1463,1436
"190,468","768 user,206 critic",1464,1437
"223,970","378 user,190 critic",1465,1438
"102,297","426 user,120 critic",1466,1439
"178,478","347 user,91 critic",1467,1440
"134,077","1,272 user,247 critic",1468,1441
"95,177","281 user,116 critic",1469,1442
"161,928","612 user,346 critic",1470,1443
"166,128","438 user,244 critic",1471,1444
"105,169","219 user,120 critic",1472,1445
314,"9 user,3 critic",1473,1446
367,"10 user,5 critic",1474,1447
86,3 user,1475,1448
"3,134","51 user,9 critic",1476,1449
"13,561","74 user,26 critic",1477,1450
"327,200","504 user,128 critic",1478,1451
85,2 user,1479,1452
963,"18 user,3 critic",1480,1453
"5,533","91 user,18 critic",1481,1454
"32,205","62 user,28 critic",1482,1455
"1,962","8 user,16 critic",1483,1456
"4,592","30 user,41 critic",1484,1457
777,"17 user,23 critic",1485,1458
54,4 user,1486,1459
123,7 user,1487,1460
816,"17 user,4 critic",1488,1461
"7,286","45 user,17 critic",1489,1462
"72,631","158 user,239 critic",1490,1463
"84,050","272 user,210 critic",1491,1464
"85,176","252 user,89 critic",1492,1465
"5,992","63 user,8 critic",1493,1466
"19,181","91 user,17 critic",1494,1467
996,"9 user,4 critic",1495,1468
"45,535","36 user,19 critic",1496,1469
"1,648","15 user,2 critic",1497,1470
"9,666","31 user,13 critic",1498,1471
"58,039","83 user,70 critic",1499,1472
"30,300","86 user,53 critic",1500,1473
"38,941","65 user,60 critic",1501,1474
"27,837","84 user,19 critic",1502,1475
"1,222","11 user,4 critic",1503,1476
"3,579","31 user,11 critic",1504,1477
"3,750","33 user,11 critic",1505,1478
"16,510","54 user,15 critic",1506,1479
"84,953","448 user,103 critic",1507,1480
"16,681","68 user,21 critic",1508,1481
"19,375","68 user,33 critic",1509,1482
"10,243","66 user,34 critic",1510,1483
"2,280","8 user,7 critic",1511,1484
"29,678","75 user,68 critic",1512,1485
"15,076","76 user,148 critic",1513,1486
"3,902","28 user,125 critic",1514,1487
"4,214","64 user,7 critic",1515,1488
"20,280","105 user,54 critic",1516,1489
"18,439","93 user,57 critic",1517,1490
"15,093","100 user,93 critic",1518,1491
"22,010","103 user,65 critic",1519,1492
"17,751","47 user,17 critic",1520,1493
"6,434","22 user,13 critic",1521,1494
"16,575","36 user,16 critic",1522,1495
"18,052","36 user,11 critic",1523,1496
"40,511","89 user,62 critic",1524,1497
"25,908","38 user,13 critic",1525,1498
"41,269","43 user,20 critic",1526,1499
"13,051","42 user,11 critic",1527,1500
465,"5 user,3 critic",1528,1501
"8,717","47 user,9 critic",1529,1502
"8,045","47 user,18 critic",1530,1503
"13,749","64 user,15 critic",1531,1504
"1,467","17 user,4 critic",1532,1505
"1,475",13 user,1533,1506
"7,010","36 user,10 critic",1534,1507
"16,935","72 user,20 critic",1535,1508
"7,087","13 user,17 critic",1536,1509
"10,639","65 user,96 critic",1537,1510
"30,991","90 user,145 critic",1538,1511
"43,227","234 user,104 critic",1539,1512
"75,167","153 user,196 critic",1540,1513
"59,668","105 user,139 critic",1541,1514
"223,037","816 user,285 critic",1542,1515
,,1543,29
"40,853","95 user,115 critic",1544,1516
"49,267","111 user,76 critic",1545,1517
46,3 critic,1546,1518
"78,884","93 user,47 critic",1547,1519
30,2 critic,1548,1520
"55,970","112 user,35 critic",1549,1521
68,"4 user,3 critic",1550,1522
22,2 user,1551,1523
20,"2 user,1 critic",1552,1524
50,1 user,1553,1525
20,2 user,1554,1526
58,"1 user,1 critic",1555,1527
23,2 user,1556,1528
301,"9 user,3 critic",1557,1529
53,"4 user,2 critic",1558,1530
601,"11 user,3 critic",1559,1531
26,"1 user,1 critic",1560,1532
"110,416","127 user,59 critic",1561,1533
853,"7 user,7 critic",1562,1534
77,"5 user,3 critic",1563,1535
180,2 user,1564,1536
620,"10 user,16 critic",1565,1537
19,,1566,1538
"62,509","227 user,83 critic",1567,1539
"194,449","802 user,146 critic",1568,1540
335,"6 user,12 critic",1569,1541
"16,041","103 user,28 critic",1570,1542
21,1 critic,1571,1037
83,"5 user,21 critic",1572,1543
170,"7 user,1 critic",1573,1544
"12,462","60 user,26 critic",1574,1545
"1,518","12 user,27 critic",1575,1546
"1,307","28 user,12 critic",1576,1547
"18,503","71 user,37 critic",1577,1548
"5,420","40 user,8 critic",1578,1549
"24,047","205 user,58 critic",1579,1550
"52,765","246 user,83 critic",1580,1551
"176,399","548 user,151 critic",1581,1552
"35,169","99 user,237 critic",1582,1553
338,"3 user,1 critic",1583,1554
208,"3 user,2 critic",1584,1555
801,"8 user,5 critic",1585,1556
228,"2 user,1 critic",1586,1557
51,2 user,1587,1558
,,1588,29
233,"2 user,4 critic",1589,1559
98,"1 user,1 critic",1590,1560
284,"3 user,4 critic",1591,1561
69,"2 user,3 critic",1592,1562
117,"1 user,3 critic",1593,1563
818,"12 user,6 critic",1594,1564
"102,990","524 user,248 critic",1595,1565
"10,481","41 user,97 critic",1596,1566
"29,814","215 user,91 critic",1597,1567
"9,895","50 user,83 critic",1598,1568
"3,076","9 user,20 critic",1599,1569
"9,800","57 user,73 critic",1600,1570
"5,702","31 user,14 critic",1601,1571
"24,101","169 user,88 critic",1602,1572
"32,752","259 user,145 critic",1603,1573
"57,131","325 user,169 critic",1604,1574
"51,182","187 user,67 critic",1605,1575
"153,533","443 user,346 critic",1606,1576
"198,076","419 user,287 critic",1607,1577
447,"6 user,2 critic",1608,1578
"298,428","677 user,448 critic",1609,1579
"5,986","101 user,11 critic",1610,1580
"4,406","42 user,12 critic",1611,1581
742,"9 user,23 critic",1612,1582
"6,188","43 user,37 critic",1613,1583
"6,625","22 user,24 critic",1614,1584
"17,005","123 user,68 critic",1615,1585
"11,966","69 user,23 critic",1616,1586
417,"9 user,1 critic",1617,1587
"12,176","60 user,14 critic",1618,1588
"4,345","31 user,22 critic",1619,1589
"18,808","82 user,47 critic",1620,1590
"10,852","74 user,69 critic",1621,1591
"11,726","146 user,33 critic",1622,1592
,,1623,29
"2,359","21 user,31 critic",1624,1593
"117,492","334 user,212 critic",1625,1594
"18,540","218 user,123 critic",1626,1595
"149,497","395 user,147 critic",1627,1596
"120,871","132 user,66 critic",1628,1597
"71,277","160 user,78 critic",1629,1598
"116,850","169 user,89 critic",1630,1599
43,8 user,1631,1600
73,"1 user,6 critic",1632,1601
"106,432","392 user,144 critic",1633,1602
"120,921","287 user,141 critic",1634,1603
148,"1 user,15 critic",1635,1604
"20,853","87 user,34 critic",1636,1605
"12,877","106 user,40 critic",1637,1606
"1,083","15 user,12 critic",1638,1607
"15,736","110 user,56 critic",1639,1608
907,"12 user,8 critic",1640,1609
"1,446","9 user,23 critic",1641,1610
"26,483","231 user,106 critic",1642,1611
"34,056","124 user,44 critic",1643,1612
"16,884","137 user,47 critic",1644,1613
"5,523","81 user,36 critic",1645,1614
"228,690","668 user,677 critic",1646,1615
"166,534","437 user,436 critic",1647,1616
"276,997","493 user,475 critic",1648,1617
"20,181","88 user,40 critic",1649,1618
"14,619","76 user,38 critic",1650,1619
"3,122","64 user,83 critic",1651,1620
"38,654","139 user,59 critic",1652,1621
"22,668","56 user,60 critic",1653,1622
"20,715","99 user,24 critic",1654,1623
50,"1 user,9 critic",1655,1624
16,1 critic,1656,1625
270,"2 user,2 critic",1657,1626
108,"2 user,10 critic",1658,1627
173,1 user,1659,1628
769,"4 user,43 critic",1660,1629
202,"4 user,1 critic",1661,1630
"19,146","141 user,79 critic",1662,1631
"44,145","58 user,21 critic",1663,1632
"168,175","255 user,67 critic",1664,1633
"103,118","185 user,89 critic",1665,1634
"26,521","57 user,48 critic",1666,1635
"22,614","60 user,189 critic",1667,1636
"19,838","146 user,92 critic",1668,1637
"297,120","507 user,481 critic",1669,1638
"16,978","59 user,20 critic",1670,1639
,,1671,29
"47,305","158 user,27 critic",1672,1640
,1 critic,1673,798
,1 critic,1674,798
"61,520","239 user,115 critic",1675,1641
"32,296","120 user,127 critic",1676,1642
245,"8 user,4 critic",1677,1643
,,1678,29
"34,569","83 user,93 critic",1679,1644
"26,297","73 user,34 critic",1680,1645
"89,190","317 user,109 critic",1681,1646
"12,964","65 user,44 critic",1682,1647
"7,405","47 user,41 critic",1683,1648
,1 critic,1684,798
"22,466","97 user,61 critic",1685,1649
466,"2 user,10 critic",1686,1650
472,"82 user,14 critic",1687,1651
"88,732","278 user,117 critic",1688,1652
"17,853","116 user,36 critic",1689,1653
"7,213","22 user,46 critic",1690,1654
"21,490","40 user,31 critic",1691,1655
"28,174","175 user,114 critic",1692,1656
"1,552","8 user,1 critic",1693,1657
"41,781","142 user,185 critic",1694,1658
"1,832","9 user,1 critic",1695,1659
"47,062","140 user,82 critic",1696,1660
"1,701","25 user,2 critic",1697,1661
"411,966","955 user,254 critic",1698,1662
"20,902","147 user,73 critic",1699,1663
"11,705","86 user,73 critic",1700,1664
"45,316","261 user,118 critic",1701,1665
"11,716","31 user,52 critic",1702,1666
"12,197","32 user,35 critic",1703,1667
92,1 user,1704,1668
"21,537","86 user,111 critic",1705,1669
389,"1 user,7 critic",1706,1670
"17,306","99 user,143 critic",1707,1671
,,1708,29
,,1709,29
,,1710,29
"24,871","24 user,68 critic",1711,1672
"61,415","131 user,197 critic",1712,1673
"11,920","27 user,21 critic",1713,1674
,,1714,29
,,1715,29
,,1716,29
,,1717,29
"23,383","64 user,37 critic",1718,1675
,,1719,29
"79,768","264 user,116 critic",1720,1676
"32,351","134 user,34 critic",1721,1677
"57,683","262 user,139 critic",1722,1678
"186,783","596 user,154 critic",1723,1679
"91,577","166 user,81 critic",1724,1680
"195,002","264 user,79 critic",1725,1681
"69,152","254 user,102 critic",1726,1682
"45,842","344 user,137 critic",1727,1683
"11,034","47 user,20 critic",1728,1684
"83,211","268 user,107 critic",1729,1685
,,1730,29
,,1731,29
"2,865","24 user,89 critic",1732,1686
,,1733,29
"20,996","96 user,129 critic",1734,1687
"2,001","12 user,79 critic",1735,1688
,,1736,29
"3,971","37 user,46 critic",1737,1689
138,"4 user,4 critic",1738,1690
,,1739,29
268,"3 user,7 critic",1740,1691
476,"2 user,14 critic",1741,1692
,,1742,29
414,"3 user,31 critic",1743,1693
199,"1 user,6 critic",1744,1694
,,1745,29
"26,060","84 user,143 critic",1746,1695
"1,230","3 user,4 critic",1747,1696
,,1748,29
,,1749,29
"6,324","44 user,52 critic",1750,1697
"42,131","132 user,311 critic",1751,1698
"15,773","67 user,99 critic",1752,1699
"16,934","89 user,198 critic",1753,1700
"20,404","83 user,243 critic",1754,1701
454,"13 user,7 critic",1755,1702
"3,977","43 user,42 critic",1756,1703
"5,338","30 user,69 critic",1757,1704
29,,1758,1041
"25,147","145 user,159 critic",1759,1705
"1,648","17 user,35 critic",1760,1706
"14,671","53 user,9 critic",1761,1707
"4,921","30 user,34 critic",1762,1708
"2,384","17 user,13 critic",1763,1709
"8,869","80 user,41 critic",1764,1710
"67,228","153 user,19 critic",1765,1711
"37,035","93 user,24 critic",1766,1712
"9,448","29 user,10 critic",1767,1713
"3,126","7 user,5 critic",1768,1714
"2,590","27 user,16 critic",1769,1715
"8,104","30 user,12 critic",1770,1716
"21,931","79 user,26 critic",1771,1717
"2,960","13 user,9 critic",1772,1718
"14,274","82 user,28 critic",1773,1719
"597,810","861 user,198 critic",1774,1720
"1,207,524","2,872 user,303 critic",1775,1721
"768,484","2,025 user,269 critic",1776,1722
"314,678","819 user,178 critic",1777,1723
"423,353","1,136 user,287 critic",1778,1724
"1,050,087","2,053 user,199 critic",1779,1725
"789,146","2,243 user,211 critic",1780,1726
"779,282","1,207 user,168 critic",1781,1727
"3,078","59 user,37 critic",1782,1728
"1,306,429","2,703 user,629 critic",1783,1729
"267,705","496 user,118 critic",1784,1730
"659,127","955 user,184 critic",1785,1731
"513,107","855 user,358 critic",1786,1732
"651,201","1,103 user,584 critic",1787,1733
"348,872","1,690 user,221 critic",1788,1734
"828,927","1,153 user,748 critic",1789,1735
"1,507,976","4,398 user,634 critic",1790,1736
"662,614","2,080 user,347 critic",1791,1737
"10,651","80 user,208 critic",1792,1738
"1,532,446","3,762 user,192 critic",1793,1739
"467,402","919 user,298 critic",1794,1740
856,"12 user,13 critic",1795,1741
"541,013","1,159 user,201 critic",1796,1742
"32,940","280 user,56 critic",1797,1743
"215,055","484 user,142 critic",1798,1744
"159,077","241 user,115 critic",1799,1745
"137,568","300 user,125 critic",1800,1746
"110,294","258 user,92 critic",1801,1747
"59,816","238 user,90 critic",1802,1748
"253,508","481 user,132 critic",1803,1749
"70,871","238 user,92 critic",1804,1750
"90,070","162 user,57 critic",1805,1751
"21,419","79 user,142 critic",1806,1752
"45,637","167 user,76 critic",1807,1753
"20,201","132 user,95 critic",1808,1754
"13,542","110 user,72 critic",1809,1755
"37,351","150 user,49 critic",1810,1756
"15,044","91 user,153 critic",1811,1757
"161,760","1,010 user,213 critic",1812,1758
"72,221","245 user,107 critic",1813,1759
"47,844","199 user,61 critic",1814,1760
"71,450","326 user,82 critic",1815,1761
"307,760","2,037 user,469 critic",1816,1762
"2,613","27 user,56 critic",1817,1763
"31,712","92 user,19 critic",1818,1764
"117,980","502 user,156 critic",1819,1765
"40,358","228 user,131 critic",1820,1766
"38,013","96 user,147 critic",1821,1767
"78,774","389 user,97 critic",1822,1768
"35,245","98 user,80 critic",1823,1769
"89,589","136 user,159 critic",1824,1770
"65,266","193 user,134 critic",1825,1771
"144,277","249 user,74 critic",1826,1772
"129,050","482 user,123 critic",1827,1773
"14,665","27 user,24 critic",1828,1774
"5,629","17 user,18 critic",1829,1775
"59,992","126 user,128 critic",1830,1776
"29,268","120 user,233 critic",1831,1777
"75,286","191 user,163 critic",1832,1778
"3,187","29 user,42 critic",1833,1779
"372,105","1,321 user,250 critic",1834,1780
"86,093","340 user,194 critic",1835,1781
"24,044","109 user,54 critic",1836,1782
"5,080","36 user,91 critic",1837,1783
884,"18 user,5 critic",1838,1784
"3,622","72 user,95 critic",1839,1785
"4,564","86 user,54 critic",1840,1786
111,,1841,1787
"5,730","116 user,116 critic",1842,1788
"6,606","64 user,38 critic",1843,1789
"39,976","365 user,147 critic",1844,1790
"25,353","268 user,106 critic",1845,1791
"41,461","133 user,223 critic",1846,1792
"21,071","237 user,84 critic",1847,1793
"1,614","34 user,37 critic",1848,1794
"18,089","162 user,92 critic",1849,1795
"2,179","31 user,95 critic",1850,1796
"123,202","375 user,79 critic",1851,1797
"14,294","188 user,148 critic",1852,1798
"57,894","225 user,79 critic",1853,1799
"6,067","21 user,15 critic",1854,1800
"26,438","328 user,209 critic",1855,1801
"11,699","68 user,59 critic",1856,1802
"6,591","100 user,94 critic",1857,1803
"2,480","59 user,41 critic",1858,1804
17,1 user,1859,1805
739,"22 user,23 critic",1860,1806
208,"15 user,3 critic",1861,1807
"7,088","37 user,26 critic",1862,1808
"104,698","354 user,407 critic",1863,1809
"60,729","215 user,353 critic",1864,1810
"18,641","144 user,77 critic",1865,1811
"56,209","456 user,161 critic",1866,1812
"3,521","30 user,12 critic",1867,1813
"307,995","708 user,550 critic",1868,1814
"31,231","199 user,91 critic",1869,1815
"2,593","18 user,49 critic",1870,1816
"34,315","151 user,54 critic",1871,1817
"67,552","687 user,210 critic",1872,1818
"5,971","49 user,23 critic",1873,1819
"24,511","105 user,182 critic",1874,1820
"34,651","315 user,104 critic",1875,1821
"32,975","158 user,55 critic",1876,1822
"18,211","266 user,143 critic",1877,1823
"1,403","12 user,7 critic",1878,1824
"22,944","119 user,57 critic",1879,1825
"14,496","288 user,103 critic",1880,1826
,,1881,29
"21,056","135 user,35 critic",1882,1827
"71,071","195 user,262 critic",1883,1828
"57,007","343 user,137 critic",1884,1829
"62,726","599 user,178 critic",1885,1830
"80,236","198 user,197 critic",1886,1831
"245,157","1,126 user,144 critic",1887,1832
"133,788","298 user,90 critic",1888,1833
"223,433","557 user,291 critic",1889,1834
"55,910","295 user,160 critic",1890,1835
"183,582","802 user,215 critic",1891,1836
"872,532","2,659 user,466 critic",1892,1837
"91,301","232 user,69 critic",1893,1838
"145,433","247 user,253 critic",1894,1839
"51,676","217 user,118 critic",1895,1840
"479,521","795 user,464 critic",1896,1841
"373,026","925 user,373 critic",1897,1842
"249,533","543 user,171 critic",1898,1843
"83,343","265 user,421 critic",1899,1844
"198,024","1,226 user,194 critic",1900,1845
"250,134","308 user,136 critic",1901,1846
"319,326","773 user,351 critic",1902,1847
"41,742","156 user,81 critic",1903,1848
"295,653","2,611 user,441 critic",1904,1849
661,"7 user,6 critic",1905,1850
332,"6 user,66 critic",1906,1851
"1,001","15 user,30 critic",1907,1852
"30,112","248 user,179 critic",1908,1853
"2,458","87 user,24 critic",1909,1854
"2,902","31 user,70 critic",1910,1855
851,"12 user,11 critic",1911,1856
"20,971","207 user,74 critic",1912,1857
"4,095","74 user,41 critic",1913,1858
"1,845","32 user,22 critic",1914,1859
"3,868","85 user,41 critic",1915,1860
"4,886","104 user,55 critic",1916,1861
"3,181","74 user,39 critic",1917,1862
"3,543","83 user,48 critic",1918,1863
"8,623","93 user,58 critic",1919,1864
"32,885","113 user,230 critic",1920,1865
"2,043","19 user,34 critic",1921,1866
"171,728","450 user,328 critic",1922,1867
"33,094","338 user,191 critic",1923,1868
"8,338","28 user,11 critic",1924,1869
"9,975","210 user,74 critic",1925,1870
701,"21 user,8 critic",1926,1871
"31,248","102 user,131 critic",1927,1872
"49,308","219 user,166 critic",1928,1873
557,"28 user,1 critic",1929,1874
"53,638","196 user,169 critic",1930,1875
"2,917","85 user,47 critic",1931,1876
"3,565","81 user,65 critic",1932,1877
"10,143","152 user,65 critic",1933,1878
"2,981","82 user,44 critic",1934,1879
"1,978","66 user,42 critic",1935,1880
"1,384","42 user,28 critic",1936,1881
"13,806","205 user,90 critic",1937,1882
301,"13 user,7 critic",1938,1883
"1,911","50 user,41 critic",1939,1884
"3,533","61 user,54 critic",1940,1885
"63,982","611 user,144 critic",1941,1886
"1,524","44 user,34 critic",1942,1887
"4,809","53 user,23 critic",1943,1888
"14,666","114 user,69 critic",1944,1889
"18,864","56 user,46 critic",1945,1890
"6,018","58 user,15 critic",1946,1891
"2,339","62 user,3 critic",1947,1892
"213,637","991 user,132 critic",1948,1893
"48,896","167 user,120 critic",1949,1894
"196,577","685 user,151 critic",1950,1895
"91,185","276 user,128 critic",1951,1896
"107,883","289 user,145 critic",1952,1897
"30,017","97 user,59 critic",1953,1898
"40,379","162 user,71 critic",1954,1899
"15,758","55 user,23 critic",1955,1900
"27,965","115 user,30 critic",1956,1901
"10,970","81 user,27 critic",1957,1902
"23,257","106 user,24 critic",1958,1903
"11,557","65 user,29 critic",1959,1904
"5,274","62 user,19 critic",1960,1905
419,"13 user,1 critic",1961,1906
"73,385","200 user,169 critic",1962,1907
14,,1963,1908
"62,993","207 user,209 critic",1964,1909
"10,791","61 user,50 critic",1965,1910
"31,407","92 user,149 critic",1966,1911
"34,355","109 user,45 critic",1967,1912
"25,156","157 user,119 critic",1968,1913
"45,363","116 user,112 critic",1969,1914
"54,467","232 user,52 critic",1970,1915
"43,389","153 user,123 critic",1971,1916
"82,780","360 user,207 critic",1972,1917
"9,511","66 user,39 critic",1973,1918
"42,471","293 user,132 critic",1974,1919
"38,765","210 user,106 critic",1975,1920
"35,351","236 user,143 critic",1976,1921
"1,673","25 user,13 critic",1977,1922
"710,109","627 user,144 critic",1978,1923
"28,713","200 user,115 critic",1979,1924
"49,866","211 user,109 critic",1980,1925
"86,977","255 user,128 critic",1981,1926
"59,297","361 user,168 critic",1982,1927
"42,638","199 user,67 critic",1983,1928
"47,591","178 user,96 critic",1984,1929
"59,128","161 user,94 critic",1985,1930
"68,044","282 user,150 critic",1986,1931
"38,835","170 user,71 critic",1987,1932
"118,737","545 user,163 critic",1988,1933
"5,216","51 user,24 critic",1989,1934
"8,603","56 user,38 critic",1990,1935
976,"16 user,5 critic",1991,1936
"297,556","489 user,312 critic",1992,1937
"4,837","62 user,50 critic",1993,1938
"8,390","47 user,33 critic",1994,1939
"4,203","40 user,26 critic",1995,1940
31,2 user,1996,1941
"6,618","68 user,43 critic",1997,1942
"3,106","17 user,10 critic",1998,1943
"4,001","48 user,33 critic",1999,1944
"15,496","132 user,84 critic",2000,1945
"15,300","135 user,83 critic",2001,1946
"19,265","149 user,81 critic",2002,1947
"21,166","158 user,115 critic",2003,1948
"9,189","65 user,55 critic",2004,1949
"14,128","137 user,64 critic",2005,1950
"9,973","111 user,60 critic",2006,1951
"15,113","91 user,55 critic",2007,1952
"14,463","125 user,59 critic",2008,1953
"83,699","806 user,234 critic",2009,1954
"149,182","284 user,330 critic",2010,1955
"66,616","261 user,156 critic",2011,1956
"136,658","284 user,346 critic",2012,1957
"13,200","46 user,34 critic",2013,1958
"159,970","380 user,263 critic",2014,1959
"40,892","179 user,125 critic",2015,1960
"103,596","330 user,150 critic",2016,1961
"73,470","328 user,149 critic",2017,1962
390,"13 user,5 critic",2018,1963
"21,878","140 user,64 critic",2019,1964
"26,761","144 user,58 critic",2020,1965
"23,414","121 user,78 critic",2021,1966
"38,298","478 user,98 critic",2022,1967
"28,181","112 user,48 critic",2023,1968
"112,327","344 user,149 critic",2024,1969
"5,235","66 user,19 critic",2025,1970
"89,622","212 user,101 critic",2026,1971
"9,398","88 user,40 critic",2027,1972
"17,369","124 user,75 critic",2028,1973
"19,226","154 user,56 critic",2029,1974
"15,286","87 user,22 critic",2030,1975
"46,303","250 user,105 critic",2031,1976
"58,168","229 user,112 critic",2032,1977
"75,716","304 user,111 critic",2033,1978
"396,052","824 user,169 critic",2034,1979
116,"28 user,3 critic",2035,1980
"10,671","82 user,49 critic",2036,1981
"79,831","263 user,139 critic",2037,1982
"7,223","80 user,57 critic",2038,1983
"12,046","57 user,35 critic",2039,1984
"15,100","128 user,39 critic",2040,1985
"108,510","339 user,139 critic",2041,1986
"95,113","207 user,135 critic",2042,1987
"58,296","332 user,133 critic",2043,1988
"3,244","84 user,17 critic",2044,1989
"16,739","128 user,44 critic",2045,1990
"12,150","105 user,74 critic",2046,1991
246,"10 user,1 critic",2047,1992
"4,493","40 user,29 critic",2048,1993
"6,821","55 user,28 critic",2049,1994
"393,108","596 user,141 critic",2050,1995
"89,683","117 user,76 critic",2051,1996
260,"4 user,2 critic",2052,1997
"20,054","113 user,28 critic",2053,1998
"10,896","37 user,27 critic",2054,1999
"5,212","30 user,15 critic",2055,2000
"4,790","61 user,19 critic",2056,2001
"7,545","34 user,13 critic",2057,2002
"5,398","50 user,30 critic",2058,2003
"394,673","739 user,545 critic",2059,2004
"98,697","536 user,136 critic",2060,2005
"37,264","241 user,107 critic",2061,2006
"87,390","257 user,161 critic",2062,2007
"99,431","614 user,123 critic",2063,2008
"96,927","625 user,178 critic",2064,2009
"2,895","13 user,13 critic",2065,2010
"10,690","39 user,35 critic",2066,2011
"8,243","109 user,78 critic",2067,2012
"19,560","215 user,83 critic",2068,2013
"30,574","146 user,262 critic",2069,2014
"1,367","27 user,23 critic",2070,2015
,,2071,29
"51,880","251 user,66 critic",2072,2016
"42,468","235 user,102 critic",2073,2017
"8,179","64 user,68 critic",2074,2018
"13,661","111 user,73 critic",2075,2019
"18,590","129 user,57 critic",2076,2020
"12,836","97 user,57 critic",2077,2021
"1,740","11 user,11 critic",2078,2022
"14,817","334 user,82 critic",2079,2023
"10,147","83 user,50 critic",2080,2024
"21,172","255 user,22 critic",2081,2025
"197,941","1,439 user,264 critic",2082,2026
"141,241","246 user,90 critic",2083,2027
114,,2084,2028
"14,466","77 user,56 critic",2085,2029
"7,730","156 user,71 critic",2086,2030
"1,084","18 user,17 critic",2087,2031
"110,008","376 user,77 critic",2088,2032
"1,002","6 user,19 critic",2089,2033
"9,023","103 user,79 critic",2090,2034
"30,445","83 user,159 critic",2091,2035
"564,678","2,057 user,454 critic",2092,2036
"253,693","648 user,394 critic",2093,2037
"335,416","478 user,442 critic",2094,2038
"299,144","775 user,406 critic",2095,2039
"4,172","46 user,23 critic",2096,2040
"240,239","552 user,382 critic",2097,2041
"89,092","934 user,269 critic",2098,2042
"423,784","813 user,360 critic",2099,2043
"443,930","647 user,190 critic",2100,2044
"592,737","999 user,412 critic",2101,2045
"364,613","1,099 user,175 critic",2102,2046
"192,849","240 user,219 critic",2103,2047
"40,473","288 user,94 critic",2104,2048
,,2105,29
12,,2106,2049
,,2107,29
,,2108,29
"65,805","185 user,101 critic",2109,2050
"262,101","359 user,337 critic",2110,2051
"8,693","70 user,32 critic",2111,2052
"31,066","161 user,67 critic",2112,2053
"40,001","184 user,65 critic",2113,2054
"5,898","36 user,12 critic",2114,2055
"7,307","47 user,18 critic",2115,2056
"6,847","55 user,36 critic",2116,2057
"60,283","145 user,92 critic",2117,2058
"6,124","50 user,15 critic",2118,2059
"7,305","64 user,28 critic",2119,2060
"146,493","469 user,337 critic",2120,2061
"202,858","507 user,361 critic",2121,2062
"110,808","343 user,308 critic",2122,2063
"158,533","198 user,53 critic",2123,2064
"166,331","509 user,83 critic",2124,2065
"275,725","367 user,148 critic",2125,2066
"23,750","219 user,88 critic",2126,2067
"170,763","431 user,268 critic",2127,2068
"234,633","861 user,307 critic",2128,2069
"61,965","207 user,76 critic",2129,2070
"208,996","1,038 user,187 critic",2130,2071
"5,255","57 user,37 critic",2131,2072
"211,323","331 user,138 critic",2132,2073
"236,599","1,987 user,191 critic",2133,2074
,,2134,29
"108,211","496 user,261 critic",2135,2075
"145,686","552 user,221 critic",2136,2076
"93,565","431 user,167 critic",2137,2077
"228,550","595 user,241 critic",2138,2078
"196,387","341 user,343 critic",2139,2079
"289,590","1,946 user,291 critic",2140,2080
"117,586","307 user,189 critic",2141,2081
"245,711","410 user,121 critic",2142,2082
"116,770","236 user,234 critic",2143,2083
"269,650","494 user,154 critic",2144,2084
"228,053","482 user,236 critic",2145,2085
"156,579","209 user,228 critic",2146,2086
"221,113","451 user,167 critic",2147,2087
"137,163","528 user,192 critic",2148,2088
"262,693","766 user,380 critic",2149,2089
"184,120","470 user,519 critic",2150,2090
"217,257","580 user,352 critic",2151,2091
"447,256","620 user,472 critic",2152,2092
"330,561","570 user,104 critic",2153,2093
"148,779","533 user,164 critic",2154,2094
"236,117","433 user,167 critic",2155,2095
"122,220","507 user,185 critic",2156,2096
"110,491","163 user,163 critic",2157,2097
"132,923","641 user,171 critic",2158,2098
"108,442","267 user,239 critic",2159,2099
"261,785","628 user,194 critic",2160,2100
