Address1,City,original_index,unique_index,count
1912xalabamaxhighwayx157,cuxxman,736,79,1
1912 alabama highway 157,cullman,737,78,24
1912 alabama highway 157,cullman,738,78,24
1912 alabama highway 157,cullman,739,78,24
1912 alabama highway 157,cullman,740,78,24
849 south three notch street,andalusia,741,80,24
849 south three notch street,andalusia,742,80,24
849 south three notch street,andalusia,743,80,24
849 south three notch street,andalusia,744,80,24
849 south three notch street,andalusia,745,80,24
849 south three notch street,andalusia,746,80,24
849 south three notch street,andalusia,747,80,24
849 south three notch street,andalusia,748,80,24
849 south three notch street,andalusia,749,80,24
849 south three notch street,andalusia,750,80,24
849 south three notch street,andalusia,751,80,24
849 south three notch street,andalusia,752,80,24
849 south three notch street,andalusia,753,80,24
849 south three notch street,andalusia,754,80,24
849 south three notch street,andalusia,755,80,24
849 south three notch street,andaluxia,756,81,1
849 south three notch street,andalusia,757,80,24
849 south three notch street,andalusia,758,80,24
849 south three notch street,andalusia,759,80,24
849 south three notch street,andalusia,760,80,24
849 south three notch street,andalusia,761,80,24
849 south three notch street,andalusia,762,80,24
849 south three notch street,andalusia,763,80,24
849 south three notch street,andalusia,764,80,24
849 south three notch street,andalusia,765,80,24
301 east 18th st,anniston,766,34,24
301 east 1xth st,anniston,767,82,1
301 east 18th st,anniston,768,34,24
301 east 18th st,anniston,769,34,24
301 east 18th st,anniston,770,34,24
301 east 18th st,anniston,771,34,24
301 east 18th st,annxston,772,83,1
301 east 18th st,anniston,773,34,24
101 sivley rd,huntsville,774,84,28
101 sivley rd,huntsville,775,84,28
101 sivley rd,huntsville,776,84,28
101 sivley rd,huntsville,777,84,28
101 sivley rd,huntsville,778,84,28
101 sivley rd,huntsville,779,84,28
101 sivley rd,huntsville,780,84,28
101 sivley rd,huntsville,781,84,28
101 sivley rd,huntsville,782,84,28
101 sivley rd,huntsville,783,84,28
101 sivley rd,huntsville,784,84,28
101 sivley rd,huntsville,785,84,28
101 sivley rd,huntsville,786,84,28
101 sivley rd,huntsville,787,84,28
101 sivley rd,huntsville,788,84,28
101 sivley rd,huntsville,789,84,28
101 sivley rd,huntsville,790,84,28
101 sivley rd,huntsville,791,84,28
101 sivley rd,huntsville,792,84,28
101 sivley rd,huntsville,793,84,28
101 sivley rd,huntsville,794,84,28
101 sivley rd,huntsville,795,84,28
101 sivley rd,huntsville,796,84,28
101 sivley rd,huntsville,797,84,28
101 sivley rd,huntsville,798,84,28
101 sivley rd,huntsville,799,84,28
101 sivley rd,huntsville,800,84,28
101 sivley rd,huntsville,801,84,28
1007 goodyear avenue,gadsden,802,85,24
1007 goodyear avenue,gadsden,803,85,24
1007 goodyear avenue,gadsden,804,85,24
1007 goodyear avenue,gadsden,805,85,24
1007 goodyear avenue,gadsden,806,85,24
1007 goodyear avenue,gadsden,807,85,24
1007 goodyear avenue,gadsden,808,85,24
1007 goodyear avenue,gadsden,809,85,24
1007 goodyear avenue,gadsden,810,85,24
1007 goodyear avenue,gadsden,811,85,24
1007 goodyear avenue,gadsden,812,85,24
1007 goodyear avenue,gadsden,813,85,24
1007 goodyear avenue,gadsden,814,85,24
1007 goodyear avenue,gadsden,815,85,24
1007 goodyear avenue,gadsden,816,85,24
1007 goodyear avenue,gadsden,817,85,24
1007 goodyear avenue,gadsden,818,85,24
1007 goodyear avenue,gadsden,819,85,24
1007 goodyear avenue,gadsden,820,85,24
1007 goodyear avenue,gxdsden,821,86,1
1007 goodyear avenue,gadsden,822,85,24
1007 goodyear avenue,gadsden,823,85,24
1007 goodyear avenue,gadsden,824,85,24
1007 goodyear avenue,gadsden,825,85,24
1007 goodyear avenue,gadsden,826,85,24
1010 lay dam road,clanton,827,87,24
1010 lay dam road,clanton,828,87,24
1010 lay dam road,clanton,829,87,24
1010 lay dam road,clanton,830,87,24
1010 lay dam road,clanton,831,87,24
1010 lay dam road,clanton,832,87,24
1010 lay dam road,clanton,833,87,24
1010 lay dam road,clanton,834,87,24
1010 lay dam road,clanton,835,87,24
1010 lay dam road,clanton,836,87,24
1010 lay dam road,clanton,837,87,24
1010 lay dam road,clanton,838,87,24
1010 lay dam road,clanton,839,87,24
1010 lay dam road,clanton,840,87,24
1010 lay dam road,clanton,841,87,24
1010 lay dam road,clanton,842,87,24
1010 lay dam road,clanton,843,87,24
1010 lay dam road,clanton,844,87,24
1010 lay dam road,clanton,845,87,24
1010 lay dam road,clanton,846,87,24
1010 lay dam road,clanton,847,87,24
1010 lay dam road,clanton,848,87,24
x0x0 lay dam road,clanton,849,88,1
1010 lay dam road,clanton,850,87,24
1010 lay dam road,clanton,851,87,24
1256 military street south,hamilton,852,89,23
1256 military street south,hamilton,853,89,23
1256 military street south,hamilton,854,89,23
1256 military street south,hamilxon,855,90,1
1256 military street south,hamilton,856,89,23
1256 military street sxuth,hamilton,857,91,1
1256 military street south,hamilton,858,89,23
1256 military street south,hamilton,859,89,23
1256 military street south,hamilton,860,89,23
1256 military street south,hamilton,861,89,23
1256 military street south,hamilton,862,89,23
1256 military street south,hamilton,863,89,23
1256 military street south,hamilton,864,89,23
1256 military street south,hamilton,865,89,23
1256 military street south,hamilton,866,89,23
1256 military street south,hamilton,867,89,23
1256 military street south,hamilton,868,89,23
1256 military street south,hamilton,869,89,23
1256 military street south,hamilton,870,89,23
1256 military street south,hamilton,871,89,23
1256 military street south,hamilton,872,89,23
1256 military street south,hamilton,873,89,23
1256 military street south,hamilton,874,89,23
1256 military street south,hamilton,875,89,23
1256 military street south,hamilton,876,89,23
1653 temple avenue north,fayette,877,92,24
1653 temple avenue north,fayette,878,92,24
1653 temple avenue north,fayette,879,92,24
1653 temple avenue north,fayette,880,92,24
1653 temple avenue north,fayette,881,92,24
1653 temple avenue north,fayette,882,92,24
1653 temple avenue north,fayette,883,92,24
1653 temple avenue north,fayette,884,92,24
1653 temple avenue north,fayette,885,92,24
1653 temple avenue north,fayette,886,92,24
1653 temple avenue north,fayette,887,92,24
1653 temple avenue north,fayette,888,92,24
1653 temple avenue north,fayette,889,92,24
1653 temple avenue north,fayette,890,92,24
1653 temple avenue north,fayette,891,92,24
1653 temple avenue north,fayette,892,92,24
1653 temple avenue north,fayette,893,92,24
1653 temple avenue north,fayette,894,92,24
1653 temple avenue north,faxette,895,93,1
1653 temple avenue north,fayette,896,92,24
1653 temple avenue north,fayette,897,92,24
1653 temple avenue north,fayette,898,92,24
1653 temple avenue north,fayette,899,92,24
1653 temple avenue north,fayette,900,92,24
1653 temple avenue north,fayette,901,92,24
600 south third street,gadsden,902,94,27
600 south third street,gadsden,903,94,27
600 south third street,gadsden,904,94,27
600 south third street,gadsden,905,94,27
600 south third street,gadsden,906,94,27
600 south third street,gadsden,907,94,27
600 south third street,gadsden,908,94,27
600 south third street,gadsden,909,94,27
600 south third street,gadsden,910,94,27
600 south third street,gadsden,911,94,27
600 south third street,gadsden,912,94,27
600 south third street,gadsden,913,94,27
600 south third street,gadsden,914,94,27
600 souxh xhird sxreex,gadsden,915,95,1
600 south third street,gadsden,916,94,27
600 south third street,gadsden,917,94,27
600 south third street,gadsden,918,94,27
600 south third street,gadsden,919,94,27
600 south third street,gadsden,920,94,27
600 south third street,gadsden,921,94,27
600 south third street,gadsden,922,94,27
600 south third street,gadsden,923,94,27
600 south third street,gadsden,924,94,27
600 south third street,gadsden,925,94,27
600 south third street,gadsden,926,94,27
600 south third street,gadsden,927,94,27
600 south third street,gadsden,928,94,27
600 south third street,gadsden,929,94,27
515 miranda st,georgiana,930,96,21
515 miranda st,georgiana,931,96,21
515 miranda st,georgiana,932,96,21
515 miranda st,georgiana,933,96,21
515 miranda sx,georgiana,934,97,1
515 miranxa st,georgiana,935,98,1
515 miranda st,georgiana,936,96,21
515 miranda st,georgiana,937,96,21
515 miranda st,georgiana,938,96,21
515 miranda st,georgiana,939,96,21
515 miranda st,georgiana,940,96,21
515 miranda st,georgiana,941,96,21
515 miranda st,georgiana,942,96,21
515 miranda st,georgiana,943,96,21
515 miranda st,georgiana,944,96,21
515 mirxndx st,georgiana,945,99,1
515 miranda st,georgiana,946,96,21
515 miranda st,georgiana,947,96,21
515 miranda st,georgiana,948,96,21
515 miranda st,geoxgiana,949,100,1
515 miranda st,georgiana,950,96,21
515 miranda st,georgiana,951,96,21
515 miranda st,georgiana,952,96,21
515 miranda st,georgiana,953,96,21
515 miranda st,georgiana,954,96,21
400 n edwards street,enterprise,955,101,22
400xnxedwardsxstreet,enterprise,956,102,1
400 n edwards street,enterprise,957,101,22
400 n edwards street,enterprise,958,101,22
400 n edwards street,enterprise,959,101,22
400 n edwards street,enterprxse,960,103,1
400 n edwards street,enterprise,961,101,22
400 n edwards street,enterprise,962,101,22
400 n edwards street,enterprise,963,101,22
400 n edwards street,enterprise,964,101,22
400 n edwards street,enterprise,965,101,22
400 n edwards street,enterprise,966,101,22
400 n edwards street,enterprise,967,101,22
400 n edwards street,xntxrprisx,968,104,1
400 n edwards street,enterprise,969,101,22
400 n edwards street,enterprise,970,101,22
400 n edwards street,enterprise,971,101,22
400 n edwards street,enterprise,972,101,22
400 n edwards street,enterprise,973,101,22
400 n edwards street,enterprise,974,101,22
400 n edwards street,enterprise,975,101,22
400 n edwards street,enterprise,976,101,22
400 n edwards street,enterprise,977,101,22
400 n edwards street,enterprise,978,101,22
400 n edwards street,enterprise,979,101,22
150 gilbreath drive,oneonta,980,105,18
150 gilbreath drive,oneonta,981,105,18
150 gilbreath drive,oneonta,982,105,18
150 gilbreath drive,oneonta,983,105,18
150 gilbreath drive,oneonta,984,105,18
150 gilbreath drive,onxonta,985,106,1
150 gilxreath drive,oneonta,986,107,1
150 gilbreath drive,oneonta,987,105,18
150 gilbreath drive,oneonta,988,105,18
150 gilbreath drive,oneonta,989,105,18
150 gilbreath drive,oneonta,990,105,18
150 gilbreath drive,oneonta,991,105,18
150 gilbreath drive,oneonta,992,105,18
150 gilbreath drive,oneonta,993,105,18
150 gilbreath drive,oneonta,994,105,18
150 gilbreath drive,oneonta,995,105,18
150 gilbreath drive,oneonta,996,105,18
150 gilbreath drive,oneonta,997,105,18
150 gilbreath drive,oneonta,998,105,18
150 gilbreath drive,oneonta,999,105,18
