act_dep_time,act_arr_time,original_index,unique_index
9:01 a.m.,9:39 a.m.,733,327
,,734,2
11:41 a.m.,4:54 p.m.,735,51
10:53 a.m.,11:16 a.m.,736,328
,,737,2
6:09 a.m.,7:04 a.m.,738,329
12:57 a.m.,5:25 a.m.,739,330
12:42 p.m.,2:50 p.m.,740,89
7:25 a.m.,9:29 a.m.,741,58
4:30 p.m.,7:37 p.m.,742,331
10:11 a.m.,1:19 p.m.,743,332
12:13 p.m.,4:08 p.m.,744,62
12:05 p.m.,1:06 p.m.,745,333
6:09 a.m.,8:50 a.m.,746,63
8:05 a.m.,10:58 a.m.,747,334
10:19 a.m.,11:50 a.m.,748,65
8:04 a.m.,7:59 a.m.,749,112
2:04 p.m.,3:13 p.m.,750,210
12:55 p.m.,3:07 p.m.,751,335
12:14 p.m.,1:55 p.m.,752,69
2:41 p.m.,5:22 p.m.,753,336
11:52 a.m.,2:21 p.m.,754,114
11:06 a.m.,2:39 p.m.,755,72
,,756,2
3:36 p.m.,3:26 p.m.,757,337
7:22 a.m.,10:34 a.m.,758,74
6:56 p.m.,8:38 p.m.,759,76
12:12 p.m.,3:04 p.m.,760,77
9:56 a.m.,12:02 p.m.,761,338
6:57 a.m.,7:49 a.m.,762,79
7:31 a.m.,9:26 a.m.,763,80
5:09 p.m.,7:43 p.m.,764,81
7:40 a.m.,10:43 a.m.,765,339
4:35 p.m.,7:23 p.m.,766,340
8:23 p.m.,9:47 p.m.,767,85
10:55 a.m.,1:36 p.m.,768,341
1:46 p.m.,4:20 p.m.,769,342
1:59 p.m.,4:05 p.m.,770,343
,,771,2
,,772,2
,,773,2
7:23 a.m.,9:45 a.m.,774,94
8:52 a.m.,11:33 a.m.,775,95
8:37 a.m.,9:13 a.m.,776,96
,,777,2
11/30/2011 11:34 p.m.,5:24 a.m.,778,344
,,779,2
8:17 a.m.,11:27 a.m.,780,345
2:44 p.m.,3:36 p.m.,781,104
7:23 a.m.,11:04 a.m.,782,221
,,783,2
7:41 a.m.,8:33 a.m.,784,98
12:11 p.m.,1:42 p.m.,785,107
1:20 p.m.,2:49 p.m.,786,109
7:32 a.m.,3:12 p.m.,787,120
10:55 a.m.,12:37 p.m.,788,116
6:58 a.m.,7:37 a.m.,789,117
6:11 a.m.,6:13 a.m.,790,346
7:40 a.m.,10:52 a.m.,791,119
,2:46P,792,347
,10:08A,793,348
,7:39P,794,349
,9:04A,795,350
,11:06A,796,351
12:30,,797,352
,,798,2
,,799,2
,,800,2
,,801,2
,,802,2
,Thu  22:25,803,353
,Thu  17:40,804,354
,Thu  19:33,805,355
,Thu  7:31,806,356
,Thu  6:50,807,357
,,808,2
,Thu  10:28,809,358
,,810,2
7:16 a.m.,9:32 a.m.,811,0
7:14 p.m.,10:29 p.m.,812,273
6:54 a.m.,9:28 a.m.,813,3
8:29 a.m.,11:58 a.m.,814,274
8:42 a.m.,9:43 a.m.,815,275
,,816,2
12:11 p.m.,3:16 p.m.,817,23
3:28 p.m.,5:17 p.m.,818,278
11:32 a.m.,3:31 p.m.,819,279
10:33 a.m.,11:21 a.m.,820,359
,,821,2
5:56 a.m.,7:17 a.m.,822,281
12:41 a.m.,5:26 a.m.,823,282
3:58 p.m.,6:28 p.m.,824,283
7:29 a.m.,9:14 a.m.,825,284
10:19 a.m.,1:19 p.m.,826,285
10:10 a.m.,1:27 p.m.,827,14
8:12 a.m.,9:56 a.m.,828,286
7:25 a.m.,9:45 a.m.,829,5
4:29 p.m.,7:39 p.m.,830,6
10:55 a.m.,1:40 p.m.,831,9
2:48 p.m.,7:10 p.m.,832,287
8:00 a.m.,11:32 a.m.,833,298
2:46 p.m.,4:47 p.m.,834,312
12:12 p.m.,4:09 p.m.,835,7
11:56 a.m.,1:14 p.m.,836,289
6:08 a.m.,9:05 a.m.,837,8
11:30 a.m.,5:05 p.m.,838,290
6:02 a.m.,10:27 a.m.,839,291
8:40 a.m.,10:56 a.m.,840,292
10:18 a.m.,11:56 a.m.,841,11
2:04 p.m.,3:20 p.m. (Runway),842,360
7:49 a.m.,1:30 p.m.,843,320
12:35 p.m.,3:21 p.m.,844,294
12:13 p.m.,2:10 p.m.,845,15
2:26 p.m.,5:42 p.m.,846,313
11:51 a.m.,1:15 p.m.,847,295
5:22 p.m.,8:03 p.m.,848,288
8:25 p.m.,8:56 p.m.,849,361
11:05 a.m.,2:46 p.m.,850,19
1:32 p.m.,5:34 p.m.,851,297
3:36 p.m.,3:33 p.m.,852,20
7:21 a.m.,10:36 a.m.,853,21
,,854,2
6:55 p.m.,8:53 p.m.,855,22
,,856,2
2:10 p.m.,7:58 p.m.,857,300
9:14 a.m.,12:09 p.m.,858,301
6:56 a.m.,7:51 a.m.,859,24
7:30 a.m.,9:31 a.m.,860,25
5:08 p.m.,7:55 p.m.,861,26
4:28 p.m.,6:38 p.m.,862,302
4:15 p.m.,7:36 p.m.,863,303
8:23 p.m.,9:53 p.m.,864,27
10:20 a.m.,6:34 p.m.,865,304
7:07 a.m.,10:47 a.m.,866,305
11:01 a.m.,3:04 p.m.,867,28
1:31 p.m.,4:23 p.m.,868,306
12:41 p.m.,2:50 p.m.,869,4
1:48 p.m.,4:17 p.m.,870,307
,,871,2
,,872,2
,,873,2
,,874,2
7:22 a.m.,10:04 a.m.,875,30
8:51 a.m.,11:44 a.m.,876,31
8:26 a.m.,9:13 a.m.,877,314
,,878,2
3:01 p.m.,4:59 p.m.,879,315
7:27 a.m.,8:45 a.m.,880,362
,,881,2
,,882,2
1:32 p.m.,8:02 a.m.,883,363
11:15 a.m.,2:00 p.m.,884,317
8:39 p.m.,9:20 p.m.,885,364
2:52 p.m.,4:44 p.m.,886,319
2:48 p.m.,7:10 p.m.,887,287
9:16 a.m.,11:45 a.m.,888,365
2:44 p.m.,3:43 p.m.,889,33
3:27 p.m.,5:43 p.m.,890,34
7:22 a.m.,11:06 a.m.,891,35
12:10 p.m.,1:43 p.m.,892,36
8:04 a.m.,11:01 a.m.,893,10
8:52 a.m.,12:09 p.m.,894,366
1:19 p.m.,3:13 p.m.,895,37
8:56 a.m.,10:16 a.m.,896,38
3:36 p.m.,6:43 p.m.,897,39
8:04 a.m.,8:06 a.m.,898,12
11:40 a.m.,4:56 p.m.,899,40
4:12 p.m.,6:15 p.m.,900,41
11:52 a.m.,2:27 p.m.,901,18
7:39 a.m.,11:06 a.m.,902,16
3:31 p.m.,5:26 p.m.,903,321
11:43 a.m.,5:38 p.m.,904,322
10:54 a.m.,12:50 p.m.,905,29
6:57 a.m.,7:40 a.m.,906,17
3:58 p.m.,6:36 p.m.,907,323
6:10 a.m.,6:19 a.m.,908,43
7:39 a.m.,11:12 a.m.,909,44
7:31 a.m.,3:14 p.m.,910,42
7:16 a.m.,9:22 a.m.,911,45
6:56 p.m.,7:35 p.m.,912,208
,,913,2
12:14 p.m.,2:01 p.m.,914,152
,,915,2
,,916,2
7:56 a.m.,9:09 a.m.,917,133
,,918,2
,,919,2
,,920,2
6:09 a.m.,9:00 a.m.,921,145
10:19 a.m.,11:50 a.m.,922,65
2:04 p.m.,3:19 p.m.,923,149
6:57 a.m.,7:40 a.m.,924,17
12:56 p.m.,3:20 p.m.,925,151
4:02 p.m.,5:09 p.m.,926,198
10:11 a.m.,1:11 p.m.,927,56
11:52 a.m.,2:17 p.m.,928,211
11:06 a.m.,2:36 p.m.,929,212
6:55 p.m.,8:53 p.m.,930,22
12:12 p.m.,3:10 p.m.,931,126
7:15 p.m. (Estimated),12:21 a.m. (Estimated),932,299
,,933,2
4:46 p.m.,6:36 p.m.,934,166
4:37 p.m.,7:26 p.m.,935,167
,,936,2
,,937,2
7:31 a.m.,10:45 a.m.,938,170
11:02 a.m.,2:52 p.m.,939,215
1:48 p.m.,4:18 p.m.,940,172
1:48 p.m.,4:17 p.m.,941,307
4:28 p.m. (Estimated runway),12:01 a.m. (Estimated runway),942,309
8:29 p.m. (Estimated runway),11:35 p.m. (Estimated runway),943,311
8:52 a.m.,11:40 a.m.,944,176
2:43 p.m.,5:28 p.m.,945,153
,,946,2
,,947,2
,,948,2
,,949,2
11:47 a.m.,2:02 p.m.,950,181
8:39 p.m.,9:19 p.m. (Estimated),951,318
9:43 a.m.,12:10 p.m.,952,184
8:18 a.m.,11:26 a.m.,953,141
7:23 a.m.,11:04 a.m.,954,221
,,955,2
,,956,2
12:11 p.m.,1:40 p.m.,957,187
,,958,2
,,959,2
8:07 a.m.,1:27 p.m.,960,150
3:38 p.m.,6:36 p.m.,961,192
,,962,2
,,963,2
9:01 a.m.,10:47 a.m.,964,148
10:55 a.m.,12:48 p.m.,965,200
6:10 a.m.,6:19 a.m.,966,43
7:40 a.m.,11:00 a.m.,967,204
7:32 a.m.,3:09 p.m.,968,205
7:16 a.m.,9:22 a.m.,969,45
6:56 a.m.,7:49 a.m.,970,367
7:31 a.m.,9:26 a.m.,971,80
6:47 p.m.,7:25 p.m.,972,75
7:39 a.m.,10:43 a.m.,973,82
11:45 a.m.,4:57 p.m.,974,368
8:51 a.m.,9:44 a.m.,975,369
1:48 p.m.,4:20 p.m.,976,88
1:19 p.m.,2:49 p.m.,977,370
8:29 p.m.,11:35 p.m.,978,93
7:25 p.m.,12:02 a.m.,979,371
5:38 p.m.,7:43 p.m.,980,372
4:12 p.m.,6:11 p.m.,981,113
7:27 p.m.,8:46 p.m.,982,373
7:21 a.m.,10:29 a.m.,983,374
3:36 p.m.,3:26 p.m.,984,337
6:10 a.m.,6:09 a.m.,985,375
7:39 a.m.,10:52 a.m.,986,376
6:56 p.m.,8:38 p.m.,987,76
3:36 p.m.,6:30 p.m.,988,377
7:02 a.m.,9:32 a.m.,989,378
6:40 a.m.,9:28 a.m.,990,379
8:48 a.m.,11:58 a.m.,991,380
9:00 a.m.,9:43 a.m.,992,381
7:45 p.m.,10:30 p.m.*,993,382
Not Available,Not Available,994,130
11:54 a.m.,3:16 p.m.,995,383
Contact Airline,Contact Airline,996,384
11:20 a.m.,4:56 p.m.,997,385
Not Available,Dec 02 Not Available,998,386
6:09 a.m.,7:17 a.m.,999,387
12:10 p.m.,2:50 p.m.,1000,388
Contact Airline,Contact Airline,1001,384
7:04 a.m.,9:45 a.m.,1002,389
8:24 a.m.,9:56 a.m.,1003,390
4:16 p.m.,7:39 p.m.,1004,391
2:48 p.m.,7:10 p.m.,1005,287
11:54 a.m.,4:09 p.m.,1006,392
5:58 a.m.,9:05 a.m.,1007,393
Contact Airline,Contact Airline,1008,384
6:02 a.m.,10:27 a.m.,1009,291
8:40 a.m.,10:56 a.m.,1010,292
10:42 a.m.,1:40 p.m.,1011,394
7:51 a.m.,11:01 a.m.,1012,395
10:10 a.m.,11:56 a.m.,1013,396
7:28 a.m.,8:06 a.m.,1014,397
1:48 p.m.,3:30 p.m.,1015,398
9:59 a.m.,1:27 p.m.,1016,399
11:47 a.m.,2:10 p.m.,1017,400
Contact Airline,Contact Airline,1018,384
7:22 a.m.,11:06 a.m.,1019,35
11:33 a.m.,2:27 p.m.,1020,401
10:46 a.m.,2:46 p.m.,1021,402
7:08 a.m.,10:36 a.m.,1022,403
8:00 a.m.,11:32 a.m.,1023,298
6:40 p.m.,8:53 p.m.,1024,404
Contact Airline,Dec 02 Contact Airline,1025,405
2:37 p.m.,7:58 p.m.,1026,406
9:14 a.m.,12:09 p.m.,1027,301
5:59 a.m.,7:51 a.m.,1028,407
7:10 a.m.,9:31 a.m.,1029,408
Contact Airline,Contact Airline,1030,384
8:01 p.m.,9:53 p.m.,1031,409
Contact Airline,Contact Airline,1032,384
10:47 a.m.,3:04 p.m.,1033,410
1:47 p.m.,4:23 p.m.,1034,411
Not Available,Dec 02 Not Available,1035,386
Not Available,Not Available,1036,130
Not Available,Dec 02 Not Available,1037,386
Not Available,Not Available,1038,130
6:56 a.m.,10:04 a.m.,1039,412
8:31 a.m.,11:44 a.m.,1040,413
2:42 p.m.,5:42 p.m.,1041,414
8:35 a.m.,9:13 a.m.,1042,415
Not Available,Not Available,1043,130
3:01 p.m.,4:59 p.m.,1044,315
7:41 a.m.,8:45 a.m.,1045,259
1:50 p.m.,8:02 a.m.,1046,416
Contact Airline,Contact Airline,1047,384
8:30 p.m.,9:19 p.m.*,1048,417
Contact Airline,Contact Airline,1049,384
Contact Airline,Contact Airline,1050,384
2:32 p.m.,3:43 p.m.,1051,418
3:00 p.m.,5:43 p.m.,1052,419
7:10 a.m.,11:06 a.m.,1053,420
Contact Airline,Contact Airline,1054,384
12:01 p.m.,1:43 p.m.,1055,421
Contact Airline,Contact Airline,1056,384
1:06 p.m.,3:13 p.m.,1057,422
8:07 a.m.,1:30 p.m.,1058,242
8:32 a.m.,10:16 a.m.,1059,423
3:09 p.m.,6:43 p.m.,1060,424
3:52 p.m.,6:15 p.m.,1061,425
3:31 p.m.,5:26 p.m.,1062,321
Contact Airline,Contact Airline,1063,384
10:35 a.m.,12:50 p.m.,1064,426
7:05 a.m.,3:14 p.m.,1065,427
6:41 a.m.,7:40 a.m.,1066,428
3:58 p.m.,6:36 p.m.,1067,323
5:56 a.m.,6:19 a.m.,1068,429
7:14 a.m.,11:12 a.m.,1069,430
7:16 a.m.,9:22 a.m.,1070,45
7:42 p.m.,10:29 p.m.,1071,224
6:54 a.m.,9:28 a.m.,1072,3
8:49 a.m.,11:58 a.m.,1073,225
9:01 a.m.,9:43 a.m.,1074,226
7:59 p.m.,,1075,227
12:12 p.m.,3:16 p.m.,1076,228
3:50 p.m.,5:17 p.m.,1077,127
12:37 p.m.,3:31 p.m.,1078,229
10:53 a.m.,11:21 a.m.,1079,230
,,1080,2
6:10 a.m.,7:17 a.m.,1081,231
12:58 a.m.,5:26 a.m.,1082,232
4:10 p.m.,6:25 p.m.,1083,55
7:56 a.m.,9:09 a.m.,1084,133
10:35 a.m.,1:19 p.m.,1085,233
10:11 a.m.,1:18 p.m.,1086,135
8:26 a.m.,9:56 a.m.,1087,57
7:25 a.m.,9:45 a.m.,1088,5
4:30 p.m.,7:39 p.m.,1089,234
10:55 a.m.,1:40 p.m.,1090,9
2:59 p.m.,7:10 p.m.,1091,235
8:18 a.m.,11:32 a.m.,1092,236
3:04 p.m.,5:00 p.m.,1093,237
12:13 p.m.,4:09 p.m.,1094,143
12:06 p.m.,1:14 p.m.,1095,238
6:09 a.m.,9:05 a.m.,1096,239
11:45 a.m.,5:03 p.m.,1097,146
6:17 a.m.,10:27 a.m.,1098,240
9:01 a.m.,10:56 a.m.,1099,241
10:19 a.m.,11:50 a.m.,1100,65
2:04 p.m.,3:19 p.m.,1101,149
8:07 a.m.,1:30 p.m.,1102,242
12:56 p.m.,3:21 p.m.,1103,243
12:14 p.m.,2:01 p.m.,1104,152
2:43 p.m.,5:42 p.m.,1105,244
12:08 p.m.,1:14 p.m.,1106,154
5:38 p.m.,8:03 p.m.,1107,245
8:36 p.m.,9:38 p.m.,1108,156
11:06 a.m.,2:46 p.m.,1109,246
1:43 p.m.,5:34 p.m.,1110,247
3:36 p.m.,3:25 p.m.,1111,158
7:22 a.m.,10:29 a.m.,1112,159
,,1113,2
6:56 p.m.,8:43 p.m.,1114,160
,,1115,2
2:38 p.m.,7:58 p.m.,1116,248
9:58 a.m.,12:09 p.m.,1117,249
6:57 a.m.,7:51 a.m.,1118,163
7:31 a.m.,9:29 a.m.,1119,164
5:09 p.m.,7:53 p.m.,1120,165
4:46 p.m.,6:35 p.m.,1121,250
4:37 p.m.,7:36 p.m.,1122,251
8:23 p.m.,9:49 p.m.,1123,168
10:37 a.m.,6:34 p.m.,1124,252
7:31 a.m.,10:45 a.m.,1125,170
11:02 a.m.,3:04 p.m.,1126,253
1:48 p.m.,4:23 p.m.,1127,254
12:42 p.m.,2:52 p.m.,1128,173
2:01 p.m.,4:17 p.m.,1129,255
,,1130,2
,,1131,2
,,1132,2
,,1133,2
7:23 a.m.,10:04 a.m.,1134,256
8:52 a.m.,11:44 a.m.,1135,257
8:37 a.m.,9:13 a.m.,1136,96
,,1137,2
3:17 p.m.,4:59 p.m.,1138,258
7:41 a.m.,8:45 a.m.,1139,259
,,1140,2
,,1141,2
1:45 p.m.,8:02 a.m.,1142,260
11:47 a.m.,2:02 p.m.,1143,181
8:40 p.m.,9:11 p.m.,1144,182
3:04 p.m.,4:24 p.m.,1145,183
2:59 p.m.,7:10 p.m.,1146,235
9:43 a.m.,12:12 p.m.,1147,261
2:44 p.m.,3:36 p.m.,1148,104
3:28 p.m.,5:34 p.m.,1149,185
7:23 a.m.,11:07 a.m.,1150,186
12:11 p.m.,1:43 p.m.,1151,262
8:05 a.m.,11:00 a.m.,1152,188
9:05 a.m.,12:09 p.m.,1153,263
1:20 p.m.,3:01 p.m.,1154,190
8:56 a.m.,10:10 a.m.,1155,191
3:38 p.m.,6:43 p.m.,1156,264
8:04 a.m.,7:57 a.m.,1157,193
11:41 a.m.,4:56 p.m.,1158,265
4:12 p.m.,6:09 p.m.,1159,195
11:52 a.m.,2:27 p.m.,1160,18
7:40 a.m.,11:06 a.m.,1161,266
4:02 p.m.,5:26 p.m.,1162,267
11:55 a.m.,6:17 p.m.,1163,268
10:55 a.m.,12:48 p.m.,1164,200
6:58 a.m.,7:32 a.m.,1165,201
4:15 p.m.,6:36 p.m.,1166,269
6:11 a.m.,6:19 a.m.,1167,270
7:40 a.m.,11:12 a.m.,1168,271
7:32 a.m.,3:14 p.m.,1169,272
,,1170,2
6:54 a.m.,9:09 a.m.,1171,206
7:42 p.m.,10:23 p.m.,1172,121
,,1173,2
,,1174,2
6:10 a.m.,7:10 a.m.,1175,131
8:26 a.m.,9:54 a.m.,1176,136
7:25 a.m.,9:45 a.m.,1177,5
,,1178,2
5:38 p.m.,7:55 p.m.,1179,155
6:09 a.m.,9:00 a.m.,1180,145
,,1181,2
,,1182,2
10:19 a.m.,11:50 a.m.,1183,65
6:57 a.m.,7:40 a.m.,1184,17
12:42 p.m.,2:52 p.m.,1185,173
12:56 p.m.,3:20 p.m.,1186,151
12:08 p.m.,1:14 p.m.,1187,154
11:06 a.m.,2:36 p.m.,1188,212
,,1189,2
3:36 p.m.,3:33 p.m.,1190,20
,,1191,2
Not Available,Not Available,1192,130
2:38 p.m.,7:53 p.m.,1193,161
9:14 a.m.,12:09 p.m.,1194,301
8:23 p.m.,9:49 p.m.,1195,168
,,1196,2
11:01 a.m.,3:04 p.m.,1197,28
,,1198,2
12:10 a.m. (Estimated runway),5:42 a.m. (Estimated runway),1199,308
2:43 p.m.,5:28 p.m.,1200,153
8:26 a.m.,9:13 a.m.,1201,314
3:17 p.m.,4:55 p.m.,1202,178
7:41 a.m.,8:41 a.m.,1203,179
,,1204,2
,,1205,2
11:47 a.m.,2:02 p.m.,1206,181
3:04 p.m.,4:24 p.m.,1207,183
9:43 a.m.,12:10 p.m.,1208,184
2:44 p.m.,3:43 p.m.,1209,33
7:23 a.m.,11:07 a.m.,1210,186
Not Available,Not Available,1211,130
,,1212,2
,,1213,2
,,1214,2
1:19 p.m.,3:13 p.m.,1215,37
7:49 a.m.,1:30 p.m.,1216,320
3:38 p.m.,6:36 p.m.,1217,192
6:56 p.m.,7:35 p.m.,1218,208
,,1219,2
,,1220,2
,,1221,2
7:40 a.m.,10:49 a.m.,1222,223
7:16 a.m.,9:22 a.m.,1223,45
,,1224,2
6:54 a.m.,9:14 a.m.,1225,46
8:48 a.m.,11:30 a.m.,1226,47
9:00 a.m.,9:29 a.m.,1227,48
7:59 p.m.,10:31 p.m.,1228,49
3:50 p.m.,5:14 p.m.,1229,50
,,1230,2
11:41 a.m.,4:54 p.m.,1231,51
10:53 a.m.,11:11 a.m.,1232,52
11:29 p.m.,12/2/11 6:35 a.m.,1233,53
6:10 a.m.,7:04 a.m.,1234,54
,,1235,2
4:10 p.m.,6:25 p.m.,1236,55
,,1237,2
,,1238,2
10:11 a.m.,1:11 p.m.,1239,56
8:26 a.m.,9:56 a.m.,1240,57
7:25 a.m.,9:29 a.m.,1241,58
4:29 p.m.,7:37 p.m.,1242,59
10:54 a.m.,1:36 p.m.,1243,60
,,1244,2
,,1245,2
3:04 p.m.,4:43 p.m.,1246,61
12:13 p.m.,4:08 p.m.,1247,62
,,1248,2
6:09 a.m.,8:50 a.m.,1249,63
11:45 a.m.,5:00 p.m.,1250,64
,,1251,2
,,1252,2
10:19 a.m.,11:50 a.m.,1253,65
2:03 p.m.,3:13 p.m.,1254,66
8:07 a.m.,1:23 p.m.,1255,67
12:56 p.m.,3:09 p.m.,1256,68
12:14 p.m.,1:55 p.m.,1257,69
2:43 p.m.,5:22 p.m.,1258,70
12:07 p.m.,1:11 p.m.,1259,71
,,1260,2
,,1261,2
11:06 a.m.,2:39 p.m.,1262,72
1:43 p.m.,5:24 p.m.,1263,73
,,1264,2
7:22 a.m.,10:34 a.m.,1265,74
6:47 p.m.,7:25 p.m.,1266,75
6:56 p.m.,8:38 p.m.,1267,76
12:12 p.m.,3:04 p.m.,1268,77
,,1269,2
2:04 p.m.,7:20 p.m.,1270,78
,,1271,2
6:57 a.m.,7:49 a.m.,1272,79
7:31 a.m.,9:26 a.m.,1273,80
5:09 p.m.,7:43 p.m.,1274,81
7:39 a.m.,10:43 a.m.,1275,82
4:44 p.m.,6:28 p.m.,1276,83
4:37 p.m.,7:23 p.m.,1277,84
8:23 p.m.,9:47 p.m.,1278,85
,,1279,2
7:30 a.m.,10:43 a.m.,1280,86
11:02 a.m.,2:58 p.m.,1281,87
1:48 p.m.,4:20 p.m.,1282,88
12:42 p.m.,2:50 p.m.,1283,89
,,1284,2
12:11 a.m.,5:52 a.m.,1285,90
4:28 p.m.,12/2/11 12:01 a.m.,1286,91
9:06 p.m.,11:49 p.m.,1287,92
8:29 p.m.,11:35 p.m.,1288,93
7:23 a.m.,9:45 a.m.,1289,94
8:52 a.m.,11:33 a.m.,1290,95
8:37 a.m.,9:13 a.m.,1291,96
1:41 p.m.,3:29 p.m.,1292,97
,,1293,2
7:41 a.m.,8:33 a.m.,1294,98
,,1295,2
5:38 p.m.,6:19 p.m.,1296,99
1:50 p.m. (+8:00),7:50 a.m.,1297,100
11:47 a.m.,1:52 p.m.,1298,101
8:40 p.m.,9:12 p.m.,1299,102
3:04 p.m.,4:22 p.m.,1300,103
,,1301,2
,,1302,2
2:44 p.m.,3:36 p.m.,1303,104
3:28 p.m.,5:39 p.m.,1304,105
7:22 a.m.,11:04 a.m.,1305,106
12:11 p.m.,1:42 p.m.,1306,107
8:04 a.m.,10:58 a.m.,1307,108
,,1308,2
1:20 p.m.,2:49 p.m.,1309,109
8:55 a.m.,10:12 a.m.,1310,110
3:38 p.m.,6:30 p.m.,1311,111
8:04 a.m.,7:59 a.m.,1312,112
4:12 p.m.,6:11 p.m.,1313,113
11:52 a.m.,2:21 p.m.,1314,114
,,1315,2
11:55 a.m.,5:34 p.m.,1316,115
10:55 a.m.,12:37 p.m.,1317,116
6:58 a.m.,7:37 a.m.,1318,117
,,1319,2
6:11 a.m.,6:15 a.m.,1320,118
7:40 a.m.,10:52 a.m.,1321,119
7:32 a.m.,3:12 p.m.,1322,120
7:02aDec 1,9:32aDec 1,1323,431
7:14 p.m.,10:02 p.m.,1324,432
6:40aDec 1,9:28aDec 1,1325,433
8:48aDec 1,11:58aDec 1,1326,434
,,1327,2
7:45 p.m.,,1328,435
11:54aDec 1,3:16 p.m.,1329,436
3:28 p.m.,5:17 p.m.,1330,278
11:37aDec 1,3:31 p.m.,1331,437
,,1332,2
,,1333,2
6:09aDec 1,7:17aDec 1,1334,438
12:41aDec 1,5:26aDec 1,1335,439
3:58 p.m.,6:28 p.m.,1336,283
,,1337,2
10:19aDec 1,1:19 p.m.,1338,440
9:59aDec 1,1:27 p.m.,1339,441
8:12aDec 1,9:56aDec 1,1340,442
7:04aDec 1,9:45aDec 1,1341,443
4:16 p.m.,7:39 p.m.,1342,391
10:42aDec 1,1:40 p.m.,1343,444
2:48 p.m.,7:10 p.m.,1344,287
8:00aDec 1,11:32aDec 1,1345,445
2:46 p.m.,4:47 p.m.,1346,312
11:54aDec 1,4:09 p.m.,1347,446
11:56aDec 1,1:14 p.m.,1348,447
5:58aDec 1,9:05aDec 1,1349,448
11:30aDec 1,5:05 p.m.,1350,449
6:02aDec 1,10:27aDec 1,1351,450
8:40aDec 1,10:56aDec 1,1352,451
10:10aDec 1,11:56aDec 1,1353,452
1:48 p.m.,3:30 p.m.,1354,398
7:49aDec 1,1:30 p.m.,1355,453
12:35 p.m.,,1356,454
11:47aDec 1,2:10 p.m.,1357,455
2:42 p.m.,5:42 p.m.,1358,414
11:51aDec 1,1:15 p.m.,1359,456
5:22 p.m.,8:03 p.m.,1360,288
8:25 p.m.,,1361,457
10:46aDec 1,2:46 p.m.,1362,458
1:32 p.m.,5:34 p.m.,1363,297
3:27 p.m.,3:33 p.m.,1364,459
7:08aDec 1,10:36aDec 1,1365,460
,,1366,2
6:40 p.m.,8:53 p.m.,1367,404
,,1368,2
2:37 p.m.,7:58 p.m.,1369,406
9:14aDec 1,12:09 p.m.,1370,461
5:59aDec 1,7:51aDec 1,1371,462
7:10aDec 1,9:31aDec 1,1372,463
4:56 p.m.,7:55 p.m.,1373,464
4:28 p.m.,6:38 p.m.,1374,302
4:15 p.m.,7:36 p.m.,1375,303
8:01 p.m.,9:53 p.m.,1376,409
10:20aDec 1,6:34 p.m.,1377,465
7:07aDec 1,10:47aDec 1,1378,466
10:47aDec 1,3:04 p.m.,1379,467
1:31 p.m.,4:23 p.m.,1380,306
12:10 p.m.,2:50 p.m.,1381,388
1:48 p.m.,4:17 p.m.,1382,307
,,1383,2
,,1384,2
,,1385,2
,,1386,2
6:56aDec 1,10:04aDec 1,1387,468
8:31aDec 1,11:44aDec 1,1388,469
,,1389,2
3:01 p.m.,4:59 p.m.,1390,315
7:27aDec 1,8:45aDec 1,1391,470
,,1392,2
,,1393,2
1:32 p.m.,8:02aDec 1,1394,471
11:15aDec 1,2:00 p.m.,1395,472
8:30 p.m.,,1396,473
2:52 p.m.,4:44 p.m.,1397,319
2:48 p.m.,7:10 p.m.,1398,287
9:16aDec 1,,1399,474
2:32 p.m.,3:43 p.m.,1400,418
3:00 p.m.,5:43 p.m.,1401,419
7:10aDec 1,11:06aDec 1,1402,475
12:01 p.m.,1:43 p.m.,1403,421
7:51aDec 1,11:01aDec 1,1404,476
8:52aDec 1,12:09 p.m.,1405,477
1:06 p.m.,3:13 p.m.,1406,422
8:32aDec 1,10:16aDec 1,1407,478
3:09 p.m.,6:43 p.m.,1408,424
7:28aDec 1,8:06aDec 1,1409,479
11:20aDec 1,4:56 p.m.,1410,480
3:52 p.m.,6:15 p.m.,1411,425
11:33aDec 1,2:27 p.m.,1412,481
7:22aDec 1,11:06aDec 1,1413,482
3:31 p.m.,5:26 p.m.,1414,321
11:43aDec 1,5:38 p.m.,1415,483
10:35aDec 1,12:50 p.m.,1416,484
6:41aDec 1,7:40aDec 1,1417,485
3:58 p.m.,6:36 p.m.,1418,323
5:56aDec 1,6:19aDec 1,1419,486
7:14aDec 1,11:12aDec 1,1420,487
7:05aDec 1,3:14 p.m.,1421,488
,,1422,2
,,1423,2
,,1424,2
,,1425,2
7:14 p.m.,10:29 p.m.,1426,273
7:29 a.m.,9:14 a.m.,1427,284
11:56 a.m.,1:14 p.m.,1428,289
6:02 a.m.,10:27 a.m.,1429,291
7:15 p.m.,12:21 a.m.,1430,489
12:41 a.m.,5:26 a.m.,1431,282
8:40 a.m.,10:56 a.m.,1432,292
11:32 a.m.,3:31 p.m.,1433,279
3:31 p.m.,5:26 p.m.,1434,321
2:48 p.m.,7:10 p.m.,1435,287
9:14 a.m.,12:09 p.m.,1436,301
10:20 a.m.,6:34 p.m.,1437,304
10:19 a.m.,1:19 p.m.,1438,285
3:01 p.m.,4:59 p.m.,1439,315
